Understat_ID,Understat_Name
587,6492,Reiss Nelson
588,9834,Remi Matthews
589,11383,Renato Veiga
590,5569,Rhian Brewster
591,12291,Rhys Norrington-Davies
592,3303,Ricardo Pereira
593,8129,Riccardo Calafiori
594,6026,Richarlison
595,9679,Rico Henry
596,10847,Rico Lewis
597,9098,Robert Sánchez
598,6962,Robin Olsen
599,6108,Rodrigo Bentancur
600,12756,Rodrigo Gomes
601,10717,Rodrigo Muniz
602,12418,Rodrigo Ribeiro
603,2496,Rodri
604,6420,Romain Faivre
605,12946,Roman Dixon
606,10004,Romeo Lavia
607,13239,Ronnie Edwards
608,592,Ross Barkley
609,13060,Ross Stewart
610,10744,Ryan Christie
611,1683,Ryan Fraser
612,10697,Ryan Gravenberch
613,7277,Ryan John Giles
614,13134,Ryan Manning
615,12158,Ryan Oné
616,6837,Ryan Sessegnon
617,11146,Ryan Trevitt
618,11003,Ryan Yates
619,8961,Rúben Dias
620,3585,Said Benrahma
621,7069,Saman Ghoddos
622,12752,Sammie Szmodics
623,11618,Samuel Amo-Ameyaw
624,10072,Samuel Edozie
625,12465,Sam Curtis
626,978,Sam Johnstone
627,12748,Sam Morsy
628,8285,Sander Berge
629,7958,Sandro Tonali
630,10945,Santiago Bueno
631,8812,Sasa Kalajdzic
632,1537,Sasa Lukic
633,10757,Scott McKenna
634,5560,Scott McTominay
635,585,Seamus Coleman
636,7078,Sean Longstaff
637,10721,Sepp van den Berg
638,3600,Serge Aurier
639,6656,Sergio Gómez
640,7187,Sergio Reguilón
641,9914,Shandon Baptiste
642,11710,Simon Adingra
643,7927,Sofyan Amrabat
644,6049,Solly March
645,453,Son Heung-Min
646,10723,Stefan Bajcetic
647,8786,Stefan Ortega Moreno
648,7484,Stephy Mavididi
649,8635,Sven Botman
650,12251,Sydie Peck
651,11735,Sávio
652,7439,Tahith Chong
653,7814,Taiwo Awoniyi
654,7931,Takehiro Tomiyasu
655,8226,Tariq Lamptey
656,12234,Tawanda Chirewa
657,8495,Taylor Harwood-Bellis
658,12073,Teden Mengi
659,13222,Thiago
660,229,Thiago Alcántara
661,3288,Thiago Silva
662,2674,Thilo Kehrer
663,11232,Thomas Cannon
664,11712,Thomas Kaminski
665,2328,Thomas Partey
666,1214,Thomas Strakosha
667,6157,Timothy Castagne
668,65,Timo Werner
669,9554,Tim Iroegbunam
670,7184,Tim Ream
671,12461,Toby Collyer
672,8288,Tomas Soucek
673,8496,Tommy Doyle
674,6835,Tom Cairney
675,1042,Tom Davies
676,11714,Tom Lockyer
677,5590,Tosin Adarabioyo
678,10293,Toti
679,1791,Trent Alexander-Arnold
680,6615,Trevoh Chalobah
681,7352,Tyler Adams
682,10586,Tyler Dibling
683,9287,Tyler Onyango
684,10803,Tyrell Malacia
685,8214,Tyrick Mitchell
686,1024,Tyrone Mings
687,Arsenal,understat
688,Villa,understat Aston
689,Bournemouth,understat
690,Brentford,understat
691,Brighton,understat
692,Burnley,understat
693,Chelsea,understat
694,Palace,understat Crystal
695,Everton,understat
696,Fulham,understat
697,Ipswich,understat
698,Leicester,understat
699,Liverpool,understat
700,Luton,understat
701,City,understat Manchester
702,United,understat Manchester
703,United,understat Newcastle
704,Forest,understat Nottingham
705,player,understat
706,United,understat Sheffield
707,Southampton,understat
708,Tottenham,understat
709,Ham,understat West
710,Wanderers,understat Wolverhampton
711,9512,Valentino Livramento
712,12498,Valentín Barco
713,11367,Victor Kristiansen
714,6080,Victor Lindelöf
715,10872,Vinicius Souza
716,833,Virgil van Dijk
717,10291,Vitalii Mykolenko
718,9680,Vitaly Janelt
719,11700,Vitinho
720,8965,Vladimir Coufal
721,13103,Vítezslav Jaros
722,8808,Wataru Endo
723,7589,Wesley Fofana
724,12749,Wes Burns
725,8776,Wes Foderingham
726,5545,Wilfred Ndidi
727,9556,William Osula
728,6888,William Saliba
729,8224,William Smallbone
730,700,Willian
731,6850,Willy Boly
732,12275,Willy Kambwala
733,13302,Will Alves
734,6104,Will Hughes
735,13127,Will Lankshear
736,10822,Wilson Odobert
737,8646,Wout Faes
738,12759,Yankuba Minteh
739,11385,Yasin Ayari
740,10041,Yasser Larouci
741,11772,Yehor Yarmolyuk
742,9958,Yerson Mosquera
743,5786,Yoane Wissa
744,5956,Youri Tielemans
745,11984,Youssef Chermiti
746,12761,Yukinari Sugawara
747,12633,Yunus Konak
748,5609,Yves Bissouma
749,12188,Zack Nelson
750,6030,Zanka
751,11701,Zeki Amdouni
752,4120,Álex Moreno
