,Unnamed: 0,FPL_ID,FPL_Name,Understat_ID,Understat_Name
388,388,672,Kadan Young,,
389,389,601,Kaden Rodney,,
390,390,746,Kaelan Casey,,
391,391,537,Kaine Kesler Hayden,,
398,398,353,Karl Darlow,,
399,399,655,Karl Hein,,
400,400,687,Kasey McAteer,,
401,401,248,Kasper Schmeichel,,
403,403,52,Keinan Davis,,
406,406,133,Kepa Arrizabalaga,5061,Kepa
415,415,604,Killian Phillips,,
416,416,542,Kjell Scherpen,,
418,418,642,Kofi Balmer,,
420,420,38,Kortney Hause,,
421,421,667,Kristian Sekularac,,
423,423,236,Kristoffer Klaesson,,
424,424,740,Krisztián Hegyi,,
426,426,637,Kyle John,,
429,429,638,Lamare Bogarde,,
433,433,243,Leo Fuhr Hjelde,,
436,436,241,Lewis Bate,,
442,442,524,Lewis O'Brien,10759,Lewis O&#039;Brien
443,443,647,Lewis Payne,,
444,444,561,Lewis Warrington,,
446,446,323,Liam Delap,,
447,447,631,Lino Sousa,,
450,450,626,Loris Karius,,
451,451,621,Loïc Badé,,
452,452,393,Loïc Mbe Soh,,
454,454,431,Lucas Rodrigues Moura da Silva,3293,Lucas Moura
455,455,603,Lucas Tolentino Coelho de Lima,7365,Lucas Paquetá
456,456,22,Lucas Torreira di Pascua,,
459,459,508,Luis Sinisterra Lucumí,10866,Luis Sinisterra
463,463,563,Luke Chambers,,
464,464,485,Luke Cundle,,
466,466,320,Luke Mbete-Tabu,,
467,467,496,Luke Plange,,
470,470,413,Lyanco Silveira Neves Vojnovic,6252,Lyanco
471,471,380,Lyle Taylor,,
473,473,99,Mads Bidstrup,,
474,474,90,Mads Roerslev Rasmussen,9685,Mads Roerslev
475,475,143,Malang Sarr,,
481,481,129,Marcos Alonso,,
483,483,635,Marcus Bettinelli,,
484,484,97,Marcus Forss,,
485,485,27,Marcus Oliveira Alencar,,
489,489,112,Marc Cucurella Saseta,7134,Marc Cucurella
490,490,167,Marc Guéhi,7603,Marc Guehi
491,491,759,Marc Jurado Gomez,,
492,492,245,Marc Roca Junqué,5086,Marc Roca
495,495,776,Mark Gillespie,,
497,497,641,Martial Godo,,
499,499,7,Martin Ødegaard,2517,Martin Odegaard
500,500,41,Marvelous Nakamba,,
503,503,615,Matej Kovár,,
504,504,659,Mateo Joseph Fernández,,
507,507,421,Mateusz Lis,,
508,508,715,Mateus Cardoso Lemos Martins,10536,Tetê
509,509,589,Matheus Luiz Nunes,,
510,510,682,Matheus Santos Carneiro Da Cunha,,
512,512,595,Mathias Jorgensen,6030,Zanka
513,513,492,Matija Šarkić,,
514,514,633,Matthew Cox,,
516,516,763,Matthew Dibley-Dias,,
517,517,607,Matthew Smith,,
518,518,43,Matty Cash,,
519,519,543,Matt Clarke,,
523,523,24,Matt Turner,,
524,524,718,Matías Viña,9892,Matias Viña
525,525,767,Mauro Bandeira,,
529,529,738,Max Kinsey-Wellings,,
530,530,696,Michael Dacosta Gonzalez,,
532,532,752,Michael Olakigbe,,
535,535,369,Miguel Almirón Rejala,7420,Miguel Almirón
538,538,386,Mohamed Dräger,,
543,543,120,Moisés Caicedo Corozo,9453,Moisés Caicedo
547,547,507,Moussa Niakhaté,5989,Moussa Niakhate
550,550,134,N'Golo Kanté,751,N&#039;Golo Kanté
558,558,656,Nathan Bishop,,
559,559,685,Nathan Butler-Oyedeji,,
561,561,174,Nathan Ferguson,,
562,562,657,Nathan Fraser,,
565,565,412,Nathan Tella,,
566,566,472,Nayef Aguerd,6935,Naif Aguerd
571,571,9,Nicolas Pépé,,
572,572,774,Nico O'Reilly,,
573,573,198,Niels Nkounkou,,
574,574,466,Nikola Vlasic,,
576,576,574,Norberto Murara Neto,1297,Neto
577,577,17,Nuno Varela Tavares,,
578,578,482,Nélson Cabral Semedo,6163,Nélson Semedo
582,582,553,Oliver Hammond,,
584,584,745,Oliwier Zych,,
587,587,511,Omar Richards,,
589,589,402,Oriol Romeu Vidal,842,Oriol Romeu
591,591,644,Owen Goodman,,
592,592,469,Pablo Fornals Malla,2335,Pablo Fornals
593,593,20,Pablo Marí Villar,,
595,595,450,Pape Matar Sarr,9021,Pape Sarr
600,600,207,Paulo Gazzaniga Farias,,
601,601,362,Paul Dummett,,
603,603,486,Pedro Lomba Neto,6382,Pedro Neto
605,605,586,Pervis Estupiñán,5136,Estupiñán
606,606,29,Philippe Coutinho Correia,488,Philippe Coutinho
609,609,328,Phil Jones,,
614,614,232,Raphael Dias Belloli,,
615,615,329,Raphaël Varane,2245,Raphael Varane
617,617,487,Rayan Aït-Nouri,6674,Rayan Ait Nouri
620,620,605,Reece Welch,,
622,622,495,Remi Matthews,,
624,624,602,Renan Augusto Lodi dos Santos,7891,Renan Lodi
625,625,751,Reuell Walters,,
626,626,674,Rhys Bennett,,
627,627,498,Rhys Williams,,
628,628,256,Ricardo Barbosa Pereira,3303,Ricardo Pereira
629,629,454,Richarlison de Andrade,6026,Richarlison
630,630,392,Richie Laryea,,
634,634,138,Robert Kenedy Nunes do Nascimento,,
641,641,315,Rodrigo Hernandez,,
642,642,225,Rodrigo Moreno,2381,Rodrigo
643,643,218,Rodrigo Muniz Carvalho,2496,Rodri
644,644,748,Romaine Mundle,,
646,646,321,Roméo Lavia,,
647,647,131,Ross Barkley,,
649,649,250,Ryan Bertrand,,
651,651,648,Ryan Finnigan,,
655,655,632,Ryan Trevitt,,
657,657,480,Rúben da Silva Neves,6853,Rúben Neves
658,658,312,Rúben Gato Alves Dias,8961,Rúben Dias
659,659,531,Rúben Nascimento Vinagre,6856,Rúben Vinagre
662,662,639,Sammy Braybrooke,,
670,670,464,Saïd Benrahma,3585,Said Benrahma
671,671,502,Scott Carson,,
676,676,768,Sean McAllister,,
677,677,754,Sebastian Revan,,
678,678,500,Sepp van den Berg,,
681,681,438,Sergio Reguilón,,
682,682,82,Sergi Canós Tenés,1078,Sergi Canos
686,686,660,Shola Shoretire,,
687,687,744,Sil Swinkels,,
690,690,663,Sonny Perkins,,
691,691,428,Son Heung-min,453,Son Heung-Min
692,692,560,Stanley Mills,,
695,695,636,Stefan Parkes,,
696,696,115,Steven Alzate,,
697,697,437,Steven Bergwijn,,
700,700,226,Stuart Dallas,,
706,706,121,Taylor Richards,,
707,707,766,Tayo Adaramola,,
708,708,208,Terence Kongolo,,
709,709,591,Terry Ablade,,
711,711,277,Thiago Alcántara do Nascimento,229,Thiago Alcántara
712,712,128,Thiago Emiliano da Silva,3288,Thiago Silva
716,716,517,Thomas Strakosha,,
718,718,137,Timo Werner,,
719,719,49,Tim Iroegbunam,,
721,721,419,Tino Livramento,9512,Valentino Livramento
723,723,761,Tommi O'Reilly,,
726,726,348,Tom Heaton,,
727,727,756,Tom McGill,,
729,729,489,Toti António Gomes,10293,Toti
730,730,755,Travis Patterson,,
733,733,646,Tristan Crama,,
734,734,453,Troy Parrott,,
736,736,229,Tyler Roberts,,
744,744,707,Viljami Sinisalo,,
749,749,735,Wanya Marçal-Madivadua,,
757,757,614,Willian Borges da Silva,700,Willian
759,759,424,Willy Caballero,,
760,760,77,Will Dennis,,
762,762,415,Will Smallbone,,
765,765,390,Xande Nascimento da Costa Silva,,
766,766,777,Yago de Santiago Alonso,,
769,769,650,Yegor Yarmolyuk,,
771,771,494,Yerson Mosquera Valdelamar,,
775,775,310,Zack Steffen,,
776,776,551,Zidane Iqbal,,
777,777,267,Çaglar Söyüncü,5264,Caglar Söyüncü
