card_names,card_odds,contest
Boubacar Kamara CM,10 - 14,Aston Villa v Man City
Lucas Digne CM,10 - 14,Aston Villa v Man City
Matty Cash CM,10 - 14,Aston Villa v Man City
Harvey Elliott CM,9 - 13,Aston Villa v Man City
Ian Maatsen CM,9 - 13,Aston Villa v Man City
Ezri Konsa CM,9 - 13,Aston Villa v Man City
Victor Lindelof CM,7 - 11,Aston Villa v Man City
Pau Torres CM,7 - 11,Aston Villa v Man City
Lamare Bogarde CM,7 - 11,Aston Villa v Man City
Emiliano Martinez CM,9 - 13,Aston Villa v Man City
Donyell Malen CM,7 - 10,Aston Villa v Man City
Emiliano Buendia CM,5 - 8,Aston Villa v Man City
Evann Guessand CM,5 - 8,Aston Villa v Man City
Jadon Sancho CM,4 - 7,Aston Villa v Man City
Ollie Watkins CM,4 - 7,Aston Villa v Man City
Nicolas Gonzalez CM,16 - 20,Aston Villa v Man City
Bernardo Silva CM,16 - 20,Aston Villa v Man City
Mateo Kovacic CM,15 - 19,Aston Villa v Man City
Matheus Nunes CM,12 - 16,Aston Villa v Man City
Rayan Ait-Nouri CM,11 - 15,Aston Villa v Man City
John Stones CM,8 - 12,Aston Villa v Man City
Ruben Dias CM,8 - 12,Aston Villa v Man City
Rico Lewis CM,7 - 11,Aston Villa v Man City
Savinho CM,7 - 11,Aston Villa v Man City
Nico O'Reilly CM,7 - 11,Aston Villa v Man City
Josko Gvardiol CM,7 - 11,Aston Villa v Man City
Nathan Ake CM,7 - 11,Aston Villa v Man City
Gianluigi Donnarumma CM,7 - 10,Aston Villa v Man City
Tijani Reijnders CM,5 - 8,Aston Villa v Man City
Rayan Cherki CM,5 - 8,Aston Villa v Man City
Phil Foden CM,5 - 8,Aston Villa v Man City
Omar Marmoush CM,5 - 8,Aston Villa v Man City
Jeremy Doku CM,3 - 6,Aston Villa v Man City
Erling Haaland CM,3 - 6,Aston Villa v Man City
Marcos Senesi CM,19 - 23,Bournemouth v Nottingham Forest
Tyler Adams CM,18 - 22,Bournemouth v Nottingham Forest
Ryan Christie CM,15 - 19,Bournemouth v Nottingham Forest
Lewis Cook CM,15 - 19,Bournemouth v Nottingham Forest
Alejandro Jimenez CM,15 - 19,Bournemouth v Nottingham Forest
Amine Adli CM,12 - 16,Bournemouth v Nottingham Forest
Bafode Diakite CM,12 - 16,Bournemouth v Nottingham Forest
Alex Scott CM,12 - 16,Bournemouth v Nottingham Forest
Justin Kluivert CM,9 - 13,Bournemouth v Nottingham Forest
Antoine Semenyo CM,9 - 13,Bournemouth v Nottingham Forest
David Brooks CM,9 - 13,Bournemouth v Nottingham Forest
James Hill CM,9 - 13,Bournemouth v Nottingham Forest
Ben Doak CM,9 - 13,Bournemouth v Nottingham Forest
Evanilson CM,7 - 10,Bournemouth v Nottingham Forest
Marcus Tavernier CM,7 - 10,Bournemouth v Nottingham Forest
Eli Junior Kroupi CM,7 - 10,Bournemouth v Nottingham Forest
Adrien Truffert CM,7 - 10,Bournemouth v Nottingham Forest
Djordje Petrovic CM,6 - 9,Bournemouth v Nottingham Forest
Morgan Gibbs-White CM,24 - 28,Bournemouth v Nottingham Forest
Ryan Yates CM,18 - 22,Bournemouth v Nottingham Forest
Nicolas Dominguez CM,18 - 22,Bournemouth v Nottingham Forest
Elliot Anderson CM,18 - 22,Bournemouth v Nottingham Forest
Morato CM,18 - 22,Bournemouth v Nottingham Forest
Douglas Luiz CM,18 - 22,Bournemouth v Nottingham Forest
Neco Williams CM,14 - 18,Bournemouth v Nottingham Forest
Igor Jesus CM,14 - 18,Bournemouth v Nottingham Forest
Ibrahim Sangare CM,14 - 18,Bournemouth v Nottingham Forest
Nikola Milenkovic CM,14 - 18,Bournemouth v Nottingham Forest
Dilane Bakwa CM,11 - 15,Bournemouth v Nottingham Forest
Jair Cunha CM,11 - 15,Bournemouth v Nottingham Forest
Murillo CM,11 - 15,Bournemouth v Nottingham Forest
Nicolo Savona CM,11 - 15,Bournemouth v Nottingham Forest
Omari Hutchinson CM,8 - 12,Bournemouth v Nottingham Forest
James McAtee CM,8 - 12,Bournemouth v Nottingham Forest
Dan Ndoye CM,8 - 12,Bournemouth v Nottingham Forest
Oleksandr Zinchenko CM,8 - 12,Bournemouth v Nottingham Forest
Chris Wood CM,5 - 8,Bournemouth v Nottingham Forest
Taiwo Awoniyi CM,5 - 8,Bournemouth v Nottingham Forest
Callum Hudson-Odoi CM,5 - 8,Bournemouth v Nottingham Forest
Matz Sels CM,7 - 10,Bournemouth v Nottingham Forest
Joao Gomes CM,15 - 19,Wolves v Burnley
Yerson Mosquera CM,15 - 19,Wolves v Burnley
Andre CM,13 - 17,Wolves v Burnley
Ladislav Krejci CM,13 - 17,Wolves v Burnley
Matt Doherty CM,11 - 15,Wolves v Burnley
Toti Gomes CM,11 - 15,Wolves v Burnley
David Moller Wolfe CM,8 - 12,Wolves v Burnley
Emmanuel Agbadou CM,8 - 12,Wolves v Burnley
Jackson Tchatchoua CM,8 - 12,Wolves v Burnley
Marshall Munetsi CM,7 - 11,Wolves v Burnley
Santiago Bueno CM,8 - 12,Wolves v Burnley
Ki-Jana Hoever CM,6 - 9,Wolves v Burnley
Jean-Ricner Bellegarde CM,6 - 9,Wolves v Burnley
Jhon Arias CM,6 - 9,Wolves v Burnley
Fer Lopez CM,5 - 8,Wolves v Burnley
Rodrigo Gomes CM,5 - 8,Wolves v Burnley
Hugo Bueno CM,6 - 9,Wolves v Burnley
Jorgen Strand Larsen CM,4 - 7,Wolves v Burnley
Hwang Hee-Chan CM,3 - 6,Wolves v Burnley
Tolu Arokodare CM,2.5 - 5,Wolves v Burnley
Sam Johnstone CM,4 - 7,Wolves v Burnley
Hannibal Mejbri CM,19 - 23,Wolves v Burnley
Lesley Ugochukwu CM,19 - 23,Wolves v Burnley
Florentino Luis CM,17 - 21,Wolves v Burnley
Josh Cullen CM,16 - 20,Wolves v Burnley
Ashley Barnes CM,11 - 15,Wolves v Burnley
Lucas Pires CM,13 - 17,Wolves v Burnley
Kyle Walker CM,13 - 17,Wolves v Burnley
Axel Tuanzebe CM,13 - 17,Wolves v Burnley
Josh Laurent CM,12 - 16,Wolves v Burnley
Quilindschy Hartman CM,10 - 14,Wolves v Burnley
Loum Tchaouna CM,8 - 12,Wolves v Burnley
Hjalmar Ekdal CM,9 - 13,Wolves v Burnley
Maxime Esteve CM,7 - 11,Wolves v Burnley
Jaidon Anthony CM,7 - 10,Wolves v Burnley
Zian Flemming CM,7 - 10,Wolves v Burnley
Lyle Foster CM,7 - 10,Wolves v Burnley
Marcus Edwards CM,7 - 10,Wolves v Burnley
Armando Broja CM,5 - 8,Wolves v Burnley
Jacob Bruun Larsen CM,2.5 - 5,Wolves v Burnley
Martin Dubravka CM,3 - 6,Wolves v Burnley
Tim Iroegbunam CM,16 - 20,Everton v Tottenham
Idrissa Gueye CM,15 - 19,Everton v Tottenham
Jack Grealish CM,13 - 17,Everton v Tottenham
Kiernan Dewsbury-Hall CM,12 - 16,Everton v Tottenham
James Garner CM,12 - 16,Everton v Tottenham
Jake O'Brien CM,11 - 15,Everton v Tottenham
James Tarkowski CM,11 - 15,Everton v Tottenham
Michael Keane CM,10 - 14,Everton v Tottenham
Nathan Patterson CM,8 - 12,Everton v Tottenham
Seamus Coleman CM,8 - 12,Everton v Tottenham
Vitaliy Mykolenko CM,8 - 12,Everton v Tottenham
Thierno Barry CM,7 - 11,Everton v Tottenham
Carlos Alcaraz CM,7 - 11,Everton v Tottenham
Tyler Dibling CM,7 - 11,Everton v Tottenham
Jordan Pickford CM,8 - 12,Everton v Tottenham
Iliman Ndiaye CM,6 - 9,Everton v Tottenham
Dwight McNeil CM,5 - 8,Everton v Tottenham
Beto CM,3 - 6,Everton v Tottenham
Rodrigo Bentancur CM,22 - 26,Everton v Tottenham
Cristian Romero CM,17 - 21,Everton v Tottenham
Joao Palhinha CM,16 - 20,Everton v Tottenham
Xavi Simons CM,13 - 17,Everton v Tottenham
Richarlison CM,11 - 15,Everton v Tottenham
Micky van de Ven CM,10 - 14,Everton v Tottenham
Kevin Danso CM,8 - 12,Everton v Tottenham
Mohammed Kudus CM,8 - 12,Everton v Tottenham
Brennan Johnson CM,7 - 11,Everton v Tottenham
Pape Sarr CM,7 - 11,Everton v Tottenham
Lucas Bergvall CM,7 - 11,Everton v Tottenham
Destiny Udogie CM,7 - 10,Everton v Tottenham
Mathys Tel CM,7 - 10,Everton v Tottenham
Pedro Porro CM,7 - 10,Everton v Tottenham
Djed Spence CM,6 - 9,Everton v Tottenham
Wilson Odobert CM,5 - 8,Everton v Tottenham
Randal Kolo Muani CM,5 - 8,Everton v Tottenham
Archie Gray CM,5 - 8,Everton v Tottenham
Guglielmo Vicario CM,6 - 9,Everton v Tottenham
