card_names,card_odds,contest
Tolu Arokodare CM,5 - 8,Man City v Wolves
Rodrigo Gomes CM,5 - 8,Man City v Wolves
Jose Sa CM,4 - 7,Man City v Wolves
Igor Thiago CM,13 - 17,Brentford v Nottingham Forest
Vitaly Janelt CM,12 - 16,Brentford v Nottingham Forest
Yehor Yarmolyuk CM,12 - 16,Brentford v Nottingham Forest
Frank Onyeka CM,11 - 15,Brentford v Nottingham Forest
Kevin Schade CM,11 - 15,Brentford v Nottingham Forest
Michael Kayode CM,11 - 15,Brentford v Nottingham Forest
Dango Ouattara CM,9 - 13,Brentford v Nottingham Forest
Aaron Hickey CM,8 - 12,Brentford v Nottingham Forest
Kristoffer Ajer CM,8 - 12,Brentford v Nottingham Forest
Nathan Collins CM,7 - 11,Brentford v Nottingham Forest
Rico Henry CM,7 - 10,Brentford v Nottingham Forest
Sepp van den Berg CM,7 - 10,Brentford v Nottingham Forest
Mathias Jensen CM,7 - 10,Brentford v Nottingham Forest
Keane Lewis-Potter CM,7 - 10,Brentford v Nottingham Forest
Reiss Nelson CM,5 - 8,Brentford v Nottingham Forest
Mikkel Damsgaard CM,5 - 8,Brentford v Nottingham Forest
Ethan Pinnock CM,4 - 7,Brentford v Nottingham Forest
Caoimhin Kelleher CM,4 - 7,Brentford v Nottingham Forest
Ryan Yates CM,18 - 22,Brentford v Nottingham Forest
Morgan Gibbs-White CM,15 - 19,Brentford v Nottingham Forest
Elliot Anderson CM,12 - 16,Brentford v Nottingham Forest
Nikola Milenkovic CM,12 - 16,Brentford v Nottingham Forest
Morato CM,12 - 16,Brentford v Nottingham Forest
Ola Aina CM,12 - 16,Brentford v Nottingham Forest
Nicolas Dominguez CM,12 - 16,Brentford v Nottingham Forest
Douglas Luiz CM,12 - 16,Brentford v Nottingham Forest
Murillo CM,11 - 15,Brentford v Nottingham Forest
Ibrahim Sangare CM,10 - 14,Brentford v Nottingham Forest
Neco Williams CM,9 - 13,Brentford v Nottingham Forest
Igor Jesus CM,9 - 13,Brentford v Nottingham Forest
Nicolo Savona CM,9 - 13,Brentford v Nottingham Forest
Omari Hutchinson CM,7 - 11,Brentford v Nottingham Forest
Dan Ndoye CM,7 - 10,Brentford v Nottingham Forest
James McAtee CM,6 - 9,Brentford v Nottingham Forest
Callum Hudson-Odoi CM,5 - 8,Brentford v Nottingham Forest
Taiwo Awoniyi CM,5 - 8,Brentford v Nottingham Forest
Matz Sels CM,5 - 8,Brentford v Nottingham Forest
Will Hughes CM,16 - 20,Crystal Palace v Chelsea
Jefferson Lerma CM,13 - 17,Crystal Palace v Chelsea
Yeremi Pino CM,13 - 17,Crystal Palace v Chelsea
Daniel Munoz CM,13 - 17,Crystal Palace v Chelsea
Brennan Johnson CM,12 - 16,Crystal Palace v Chelsea
Chrisantus Uche CM,10 - 14,Crystal Palace v Chelsea
Maxence Lacroix CM,10 - 14,Crystal Palace v Chelsea
Chris Richards CM,8 - 12,Crystal Palace v Chelsea
Adam Wharton CM,8 - 12,Crystal Palace v Chelsea
Borna Sosa CM,8 - 12,Crystal Palace v Chelsea
Eddie Nketiah CM,7 - 11,Crystal Palace v Chelsea
Tyrick Mitchell CM,7 - 11,Crystal Palace v Chelsea
Nathaniel Clyne CM,6 - 9,Crystal Palace v Chelsea
Justin Devenny CM,6 - 9,Crystal Palace v Chelsea
Jaydee Canvot CM,6 - 9,Crystal Palace v Chelsea
Jean-Philippe Mateta CM,5 - 8,Crystal Palace v Chelsea
Ismaila Sarr CM,5 - 8,Crystal Palace v Chelsea
Dean Henderson CM,6 - 9,Crystal Palace v Chelsea
Moises Caicedo CM,21 - 25,Crystal Palace v Chelsea
Enzo Fernandez CM,17 - 21,Crystal Palace v Chelsea
Liam Delap CM,14 - 18,Crystal Palace v Chelsea
Marc Cucurella CM,11 - 15,Crystal Palace v Chelsea
Andrey Santos CM,10 - 14,Crystal Palace v Chelsea
Joao Pedro CM,10 - 14,Crystal Palace v Chelsea
Malo Gusto CM,10 - 14,Crystal Palace v Chelsea
Pedro Neto CM,10 - 14,Crystal Palace v Chelsea
Josh Acheampong CM,10 - 14,Crystal Palace v Chelsea
Reece James CM,10 - 14,Crystal Palace v Chelsea
Estevao CM,8 - 12,Crystal Palace v Chelsea
Jorrel Hato CM,8 - 12,Crystal Palace v Chelsea
Benoit Badiashile CM,8 - 12,Crystal Palace v Chelsea
Trevoh Chalobah CM,8 - 12,Crystal Palace v Chelsea
Wesley Fofana CM,7 - 10,Crystal Palace v Chelsea
Cole Palmer CM,7 - 10,Crystal Palace v Chelsea
Alejandro Garnacho CM,6 - 9,Crystal Palace v Chelsea
Robert Sanchez CM,8 - 12,Crystal Palace v Chelsea
Tyrique George CM,5 - 8,Crystal Palace v Chelsea
Marc Guiu CM,5 - 8,Crystal Palace v Chelsea
Jamie Gittens CM,5 - 8,Crystal Palace v Chelsea
Joelinton CM,15 - 19,Newcastle v Aston Villa
Bruno Guimaraes CM,14 - 18,Newcastle v Aston Villa
Anthony Gordon CM,10 - 14,Newcastle v Aston Villa
Yoane Wissa CM,8 - 12,Newcastle v Aston Villa
Jacob Ramsey CM,8 - 12,Newcastle v Aston Villa
Sandro Tonali CM,8 - 12,Newcastle v Aston Villa
Malick Thiaw CM,8 - 12,Newcastle v Aston Villa
Joe Willock CM,7 - 11,Newcastle v Aston Villa
Sven Botman CM,7 - 11,Newcastle v Aston Villa
Kieran Trippier CM,7 - 11,Newcastle v Aston Villa
Lewis Hall CM,7 - 11,Newcastle v Aston Villa
Nick Woltemade CM,7 - 10,Newcastle v Aston Villa
Lewis Miley CM,6 - 9,Newcastle v Aston Villa
Nick Pope CM,6 - 9,Newcastle v Aston Villa
Harvey Barnes CM,3 - 6,Newcastle v Aston Villa
Anthony Elanga CM,2.5 - 5,Newcastle v Aston Villa
Morgan Rogers CM,18 - 22,Newcastle v Aston Villa
Matty Cash CM,18 - 22,Newcastle v Aston Villa
John McGinn CM,17 - 21,Newcastle v Aston Villa
Lamare Bogarde CM,14 - 18,Newcastle v Aston Villa
Lucas Digne CM,12 - 16,Newcastle v Aston Villa
Ian Maatsen CM,11 - 15,Newcastle v Aston Villa
Youri Tielemans CM,10 - 14,Newcastle v Aston Villa
Tyrone Mings CM,11 - 15,Newcastle v Aston Villa
Pau Torres CM,10 - 14,Newcastle v Aston Villa
Ezri Konsa CM,8 - 12,Newcastle v Aston Villa
Emiliano Martinez CM,12 - 16,Newcastle v Aston Villa
Victor Lindelof CM,7 - 10,Newcastle v Aston Villa
Ollie Watkins CM,6 - 9,Newcastle v Aston Villa
Jadon Sancho CM,5 - 8,Newcastle v Aston Villa
Emiliano Buendia CM,10 - 14,Newcastle v Aston Villa
Tim Iroegbunam CM,17 - 21,Everton v Leeds
Merlin Rohl CM,12 - 16,Everton v Leeds
James Garner CM,12 - 16,Everton v Leeds
James Tarkowski CM,12 - 16,Everton v Leeds
Thierno Barry CM,11 - 15,Everton v Leeds
Harrison Armstrong CM,11 - 15,Everton v Leeds
Nathan Patterson CM,10 - 14,Everton v Leeds
Idrissa Gueye CM,8 - 12,Everton v Leeds
Vitaliy Mykolenko CM,8 - 12,Everton v Leeds
Jake O'Brien CM,7 - 10,Everton v Leeds
Jarrad Branthwaite CM,6 - 9,Everton v Leeds
Tyler Dibling CM,6 - 9,Everton v Leeds
Iliman Ndiaye CM,5 - 8,Everton v Leeds
Dwight McNeil CM,5 - 8,Everton v Leeds
Jordan Pickford CM,6 - 9,Everton v Leeds
Beto CM,2.5 - 5,Everton v Leeds
Ethan Ampadu CM,16 - 20,Everton v Leeds
Jayden Bogle CM,16 - 20,Everton v Leeds
Wilfried Gnonto CM,12 - 16,Everton v Leeds
Anton Stach CM,10 - 14,Everton v Leeds
Pascal Struijk CM,8 - 12,Everton v Leeds
Ilia Gruev CM,8 - 12,Everton v Leeds
James Justin CM,8 - 12,Everton v Leeds
Ao Tanaka CM,8 - 12,Everton v Leeds
Gabriel Gudmondsson CM,7 - 11,Everton v Leeds
Sebastiaan Bornauw CM,7 - 11,Everton v Leeds
Dominic Calvert-Lewin CM,7 - 11,Everton v Leeds
Joe Rodon CM,7 - 10,Everton v Leeds
Brenden Aaronson CM,5 - 8,Everton v Leeds
Lucas Perri CM,6 - 9,Everton v Leeds
Noah Okafor CM,3 - 6,Everton v Leeds
Joel Piroe CM,3 - 6,Everton v Leeds
Lukas Nmecha CM,2.5 - 5,Everton v Leeds
Karl Darlow CM,5 - 8,Everton v Leeds
