card_names,card_odds,contest
Konstantinos Mavropanos CM,13 - 17,Man Utd v West Ham
Freddie Potts CM,12 - 16,Man Utd v West Ham
Crysencio Summerville CM,9 - 13,Man Utd v West Ham
Max Kilman CM,10 - 14,Man Utd v West Ham
Jean-Clair Todibo CM,10 - 14,Man Utd v West Ham
El Hadji Malick Diouf CM,8 - 12,Man Utd v West Ham
Kyle Walker-Peters CM,8 - 12,Man Utd v West Ham
Callum Wilson CM,6 - 9,Man Utd v West Ham
Luis Guilherme CM,6 - 9,Man Utd v West Ham
Aaron Wan-Bissaka CM,7 - 10,Man Utd v West Ham
Niclas Fullkrug CM,5 - 8,Man Utd v West Ham
Jarrod Bowen CM,2 - 4,Man Utd v West Ham
Alphonse Areola CM,3 - 6,Man Utd v West Ham
