card_names,card_odds,contest
Seamus Coleman CM,5 - 8,Everton v Fulham
Jordan Pickford CM,7 - 11,Everton v Fulham
Dwight McNeil CM,3 - 6,Everton v Fulham
Beto CM,3 - 6,Everton v Fulham
Sasa Lukic CM,18 - 22,Everton v Fulham
Joachim Andersen CM,12 - 16,Everton v Fulham
Kenny Tete CM,10 - 14,Everton v Fulham
Harry Wilson CM,10 - 14,Everton v Fulham
Tom Cairney CM,8 - 12,Everton v Fulham
Jorge Cuenca CM,8 - 12,Everton v Fulham
Kevin CM,8 - 12,Everton v Fulham
Sander Berge CM,8 - 12,Everton v Fulham
Joshua King CM,8 - 12,Everton v Fulham
Calvin Bassey CM,8 - 12,Everton v Fulham
Ryan Sessegnon CM,8 - 12,Everton v Fulham
Timothy Castagne CM,6 - 9,Everton v Fulham
Raul Jimenez CM,6 - 9,Everton v Fulham
Adama Traore CM,6 - 9,Everton v Fulham
Alex Iwobi CM,6 - 9,Everton v Fulham
Bernd Leno CM,8 - 12,Everton v Fulham
Samuel Chukwueze CM,3 - 6,Everton v Fulham
Emile Smith Rowe CM,3 - 6,Everton v Fulham
Rodrigo Muniz CM,3 - 6,Everton v Fulham
Lucas Paqueta CM,18 - 22,West Ham v Burnley
Crysencio Summerville CM,11 - 15,West Ham v Burnley
Tomas Soucek CM,9 - 13,West Ham v Burnley
El Hadji Malick Diouf CM,9 - 13,West Ham v Burnley
Freddie Potts CM,9 - 13,West Ham v Burnley
Jean-Clair Todibo CM,8 - 12,West Ham v Burnley
Igor Julio CM,8 - 12,West Ham v Burnley
Guido Rodriguez CM,7 - 11,West Ham v Burnley
Mateus Fernandes CM,7 - 10,West Ham v Burnley
Kyle Walker-Peters CM,7 - 10,West Ham v Burnley
Maximilian Kilman CM,6 - 9,West Ham v Burnley
Callum Wilson CM,6 - 9,West Ham v Burnley
Luis Guilherme CM,4 - 7,West Ham v Burnley
Aaron Wan-Bissaka CM,4 - 7,West Ham v Burnley
Jarrod Bowen CM,3 - 6,West Ham v Burnley
Alphonse Areola CM,2 - 4,West Ham v Burnley
Lesley Ugochukwu CM,17 - 21,West Ham v Burnley
Josh Cullen CM,13 - 17,West Ham v Burnley
Axel Tuanzebe CM,12 - 16,West Ham v Burnley
Hannibal Mejbri CM,12 - 16,West Ham v Burnley
Josh Laurent CM,11 - 15,West Ham v Burnley
Florentino Luis CM,11 - 15,West Ham v Burnley
Jaidon Anthony CM,10 - 14,West Ham v Burnley
Quilindschy Hartman CM,7 - 10,West Ham v Burnley
Kyle Walker CM,7 - 10,West Ham v Burnley
Zian Flemming CM,6 - 9,West Ham v Burnley
Marcus Edwards CM,6 - 9,West Ham v Burnley
Loum Tchaouna CM,6 - 9,West Ham v Burnley
Maxime Esteve CM,5 - 8,West Ham v Burnley
Armando Broja CM,5 - 8,West Ham v Burnley
Jacob Bruun Larsen CM,5 - 8,West Ham v Burnley
Martin Dubravka CM,2.5 - 5,West Ham v Burnley
Granit Xhaka CM,11 - 15,Sunderland v Arsenal
Reinildo Mandava CM,11 - 15,Sunderland v Arsenal
Nordi Mukiele CM,11 - 15,Sunderland v Arsenal
Trai Hume CM,10 - 14,Sunderland v Arsenal
Omar Alderete CM,10 - 14,Sunderland v Arsenal
Luke O'Nien CM,10 - 14,Sunderland v Arsenal
Arthur Masuaku CM,10 - 14,Sunderland v Arsenal
Daniel Ballard CM,10 - 14,Sunderland v Arsenal
Noah Sadiki CM,9 - 13,Sunderland v Arsenal
Wilson Isidor CM,9 - 13,Sunderland v Arsenal
Bertrand Traore CM,8 - 12,Sunderland v Arsenal
Brian Brobbey CM,8 - 12,Sunderland v Arsenal
Chris Rigg CM,6 - 9,Sunderland v Arsenal
Dan Neil CM,6 - 9,Sunderland v Arsenal
Lutsharel Geertruida CM,5 - 8,Sunderland v Arsenal
Enzo Le Fee CM,5 - 8,Sunderland v Arsenal
Simon Adingra CM,4 - 7,Sunderland v Arsenal
Chemsdine Talbi CM,4 - 7,Sunderland v Arsenal
Robin Roefs CM,3 - 6,Sunderland v Arsenal
Eliezer Mayenda CM,3 - 6,Sunderland v Arsenal
Piero Hincapie CM,9 - 13,Sunderland v Arsenal
Christian Norgaard CM,9 - 13,Sunderland v Arsenal
Riccardo Calafiori CM,9 - 13,Sunderland v Arsenal
Jurrien Timber CM,8 - 12,Sunderland v Arsenal
Martin Zubimendi CM,8 - 12,Sunderland v Arsenal
Myles Lewis-Skelly CM,8 - 12,Sunderland v Arsenal
Ben White CM,8 - 12,Sunderland v Arsenal
Declan Rice CM,7 - 11,Sunderland v Arsenal
Gabriel Magalhaes CM,7 - 10,Sunderland v Arsenal
Mikel Merino CM,7 - 10,Sunderland v Arsenal
Cristhian Mosquera CM,6 - 9,Sunderland v Arsenal
Bukayo Saka CM,5 - 8,Sunderland v Arsenal
Leandro Trossard CM,4 - 7,Sunderland v Arsenal
William Saliba CM,4 - 7,Sunderland v Arsenal
Andre Harriman-Annous CM,3 - 6,Sunderland v Arsenal
Max Dowman CM,3 - 6,Sunderland v Arsenal
Gabriel Martinelli CM,3 - 6,Sunderland v Arsenal
Eberechi Eze CM,3 - 6,Sunderland v Arsenal
Ethan Nwaneri CM,3 - 6,Sunderland v Arsenal
David Raya CM,3 - 6,Sunderland v Arsenal
Moises Caicedo CM,15 - 19,Chelsea v Wolves
Wesley Fofana CM,14 - 18,Chelsea v Wolves
Enzo Fernandez CM,12 - 16,Chelsea v Wolves
Marc Cucurella CM,11 - 15,Chelsea v Wolves
Tosin Adarabioyo CM,10 - 14,Chelsea v Wolves
Andrey Santos CM,9 - 13,Chelsea v Wolves
Joao Pedro CM,9 - 13,Chelsea v Wolves
Trevoh Chalobah CM,9 - 13,Chelsea v Wolves
Estevao CM,8 - 12,Chelsea v Wolves
Jorrel Hato CM,8 - 12,Chelsea v Wolves
Romeo Lavia CM,8 - 12,Chelsea v Wolves
Reece James CM,8 - 12,Chelsea v Wolves
Malo Gusto CM,8 - 12,Chelsea v Wolves
Pedro Neto CM,7 - 10,Chelsea v Wolves
Josh Acheampong CM,7 - 10,Chelsea v Wolves
Alejandro Garnacho CM,7 - 10,Chelsea v Wolves
Robert Sanchez CM,8 - 12,Chelsea v Wolves
Jamie Gittens CM,3 - 6,Chelsea v Wolves
Marc Guiu CM,2.5 - 5,Chelsea v Wolves
Liam Delap CM,15 - 19,Chelsea v Wolves
Facundo Buonanotte CM,14 - 18,Chelsea v Wolves
Tyrique George CM,3 - 6,Chelsea v Wolves
Joao Gomes CM,22 - 26,Chelsea v Wolves
Ladislav Krejci CM,22 - 26,Chelsea v Wolves
Andre CM,19 - 23,Chelsea v Wolves
Toti Gomes CM,17 - 21,Chelsea v Wolves
Marshall Munetsi CM,13 - 17,Chelsea v Wolves
Ki-Jana Hoever CM,12 - 16,Chelsea v Wolves
Yerson Mosquera CM,12 - 16,Chelsea v Wolves
Santiago Bueno CM,11 - 15,Chelsea v Wolves
David Moller Wolfe CM,10 - 14,Chelsea v Wolves
Jorgen Strand Larsen CM,10 - 14,Chelsea v Wolves
Jean-Ricner Bellegarde CM,10 - 14,Chelsea v Wolves
Jhon Arias CM,10 - 14,Chelsea v Wolves
Jackson Tchatchoua CM,9 - 13,Chelsea v Wolves
Hugo Bueno CM,9 - 13,Chelsea v Wolves
Fernando Lopez CM,6 - 9,Chelsea v Wolves
Sam Johnstone CM,8 - 12,Chelsea v Wolves
Hwang Hee-chan CM,5 - 8,Chelsea v Wolves
Toluwalase Emmanuel Arokodare CM,5 - 8,Chelsea v Wolves
Boubacar Kamara CM,17 - 21,Aston Villa v Bournemouth
Morgan Rogers CM,16 - 20,Aston Villa v Bournemouth
Matty Cash CM,15 - 19,Aston Villa v Bournemouth
Ian Maatsen CM,15 - 19,Aston Villa v Bournemouth
John McGinn CM,13 - 17,Aston Villa v Bournemouth
Ross Barkley CM,13 - 17,Aston Villa v Bournemouth
Amadou Onana CM,13 - 17,Aston Villa v Bournemouth
Lucas Digne CM,12 - 16,Aston Villa v Bournemouth
Harvey Elliott CM,10 - 14,Aston Villa v Bournemouth
Ezri Konsa CM,10 - 14,Aston Villa v Bournemouth
Pau Torres CM,9 - 13,Aston Villa v Bournemouth
Ollie Watkins CM,7 - 10,Aston Villa v Bournemouth
Donyell Malen CM,7 - 10,Aston Villa v Bournemouth
Evann Guessand CM,7 - 10,Aston Villa v Bournemouth
Emiliano Martinez CM,9 - 13,Aston Villa v Bournemouth
Jadon Sancho CM,6 - 9,Aston Villa v Bournemouth
Marcos Senesi CM,23 - 27,Aston Villa v Bournemouth
Tyler Adams CM,21 - 25,Aston Villa v Bournemouth
Alex Jimenez CM,20 - 24,Aston Villa v Bournemouth
Ryan Christie CM,17 - 21,Aston Villa v Bournemouth
Alex Scott CM,17 - 21,Aston Villa v Bournemouth
Lewis Cook CM,15 - 19,Aston Villa v Bournemouth
Bafode Diakite CM,15 - 19,Aston Villa v Bournemouth
Antoine Semenyo CM,13 - 17,Aston Villa v Bournemouth
Justin Kluivert CM,13 - 17,Aston Villa v Bournemouth
Amine Adli CM,13 - 17,Aston Villa v Bournemouth
Adrien Truffert CM,10 - 14,Aston Villa v Bournemouth
Evanilson CM,10 - 14,Aston Villa v Bournemouth
Marcus Tavernier CM,10 - 14,Aston Villa v Bournemouth
David Brooks CM,10 - 14,Aston Villa v Bournemouth
Ben Gannon-Doak CM,10 - 14,Aston Villa v Bournemouth
Eli Kroupi CM,8 - 12,Aston Villa v Bournemouth
Djordje Petrovic CM,7 - 11,Aston Villa v Bournemouth
Kristoffer Ajer CM,14 - 18,Brentford v Newcastle
Igor Thiago CM,12 - 16,Brentford v Newcastle
Jordan Henderson CM,12 - 16,Brentford v Newcastle
Frank Onyeka CM,12 - 16,Brentford v Newcastle
Yehor Yarmolyuk CM,11 - 15,Brentford v Newcastle
Nathan Collins CM,10 - 14,Brentford v Newcastle
Michael Kayode CM,10 - 14,Brentford v Newcastle
Vitaly Janelt CM,9 - 13,Brentford v Newcastle
Fabio Carvalho CM,8 - 12,Brentford v Newcastle
Kevin Schade CM,9 - 13,Brentford v Newcastle
Keane Lewis-Potter CM,6 - 9,Brentford v Newcastle
Mikkel Damsgaard CM,6 - 9,Brentford v Newcastle
Reiss Nelson CM,7 - 10,Brentford v Newcastle
Sepp van den Berg CM,8 - 12,Brentford v Newcastle
Dango Ouattara CM,7 - 10,Brentford v Newcastle
Ethan Pinnock CM,6 - 9,Brentford v Newcastle
Rico Henry CM,6 - 9,Brentford v Newcastle
Mathias Jensen CM,6 - 9,Brentford v Newcastle
Caoimhin Kelleher CM,3 - 6,Brentford v Newcastle
Joelinton CM,20 - 24,Brentford v Newcastle
Fabian Schar CM,18 - 22,Brentford v Newcastle
Bruno Guimaraes CM,15 - 19,Brentford v Newcastle
Malick Thiaw CM,12 - 16,Brentford v Newcastle
Lewis Hall CM,10 - 14,Brentford v Newcastle
Jacob Ramsey CM,10 - 14,Brentford v Newcastle
Emil Krafth CM,10 - 14,Brentford v Newcastle
Dan Burn CM,10 - 14,Brentford v Newcastle
Anthony Gordon CM,9 - 13,Brentford v Newcastle
Sven Botman CM,8 - 12,Brentford v Newcastle
Sandro Tonali CM,10 - 14,Brentford v Newcastle
Nick Woltemade CM,6 - 9,Brentford v Newcastle
Kieran Trippier CM,7 - 10,Brentford v Newcastle
Joe Willock CM,6 - 9,Brentford v Newcastle
Jacob Murphy CM,6 - 9,Brentford v Newcastle
Lewis Miley CM,6 - 9,Brentford v Newcastle
Anthony Elanga CM,3 - 6,Brentford v Newcastle
Harvey Barnes CM,3 - 6,Brentford v Newcastle
Nick Pope CM,5 - 8,Brentford v Newcastle
Yeremi Pino CM,24 - 28,Crystal Palace v Brighton
Will Hughes CM,22 - 26,Crystal Palace v Brighton
Daniel Munoz CM,18 - 22,Crystal Palace v Brighton
Jefferson Lerma CM,18 - 22,Crystal Palace v Brighton
Marc Guehi CM,12 - 16,Crystal Palace v Brighton
Daichi Kamada CM,11 - 15,Crystal Palace v Brighton
Chris Richards CM,11 - 15,Crystal Palace v Brighton
Maxence Lacroix CM,11 - 15,Crystal Palace v Brighton
Adam Wharton CM,9 - 13,Crystal Palace v Brighton
Tyrick Mitchell CM,8 - 12,Crystal Palace v Brighton
Jean-Philippe Mateta CM,7 - 10,Crystal Palace v Brighton
Ismaila Sarr CM,7 - 10,Crystal Palace v Brighton
Dean Henderson CM,7 - 10,Crystal Palace v Brighton
Carlos Baleba CM,24 - 28,Crystal Palace v Brighton
Mats Wieffer CM,20 - 24,Crystal Palace v Brighton
Jan Paul van Hecke CM,17 - 21,Crystal Palace v Brighton
Maxim De Cuyper CM,14 - 18,Crystal Palace v Brighton
Lewis Dunk CM,13 - 17,Crystal Palace v Brighton
Yankuba Minteh CM,12 - 16,Crystal Palace v Brighton
Diego Gomez CM,12 - 16,Crystal Palace v Brighton
Yasin Ayari CM,12 - 16,Crystal Palace v Brighton
Danny Welbeck CM,10 - 14,Crystal Palace v Brighton
Tom Watson CM,10 - 14,Crystal Palace v Brighton
Georginio Rutter CM,9 - 13,Crystal Palace v Brighton
Ferdi Kadioglu CM,8 - 12,Crystal Palace v Brighton
Bart Verbruggen CM,8 - 12,Crystal Palace v Brighton
Kaoru Mitoma CM,6 - 9,Crystal Palace v Brighton
Morgan Gibbs-White CM,16 - 20,Nottingham Forest v Leeds
Ryan Yates CM,14 - 18,Nottingham Forest v Leeds
Ibrahim Sangare CM,13 - 17,Nottingham Forest v Leeds
Douglas Luiz CM,13 - 17,Nottingham Forest v Leeds
Elliot Anderson CM,13 - 17,Nottingham Forest v Leeds
Neco Williams CM,12 - 16,Nottingham Forest v Leeds
Morato CM,12 - 16,Nottingham Forest v Leeds
Nikola Milenkovic CM,10 - 14,Nottingham Forest v Leeds
Igor Jesus CM,9 - 13,Nottingham Forest v Leeds
Murillo CM,8 - 12,Nottingham Forest v Leeds
Jair Cunha CM,8 - 12,Nottingham Forest v Leeds
Nicolo Savona CM,8 - 12,Nottingham Forest v Leeds
Dan Ndoye CM,7 - 10,Nottingham Forest v Leeds
James McAtee CM,6 - 9,Nottingham Forest v Leeds
Taiwo Awoniyi CM,6 - 9,Nottingham Forest v Leeds
Omari Hutchinson CM,6 - 9,Nottingham Forest v Leeds
Callum Hudson-Odoi CM,4 - 7,Nottingham Forest v Leeds
Matz Sels CM,6 - 9,Nottingham Forest v Leeds
Jayden Bogle CM,22 - 26,Nottingham Forest v Leeds
Ethan Ampadu CM,20 - 24,Nottingham Forest v Leeds
Anton Stach CM,18 - 22,Nottingham Forest v Leeds
Ilia Gruev CM,16 - 20,Nottingham Forest v Leeds
Jaka Bijol CM,16 - 20,Nottingham Forest v Leeds
Ao Tanaka CM,13 - 17,Nottingham Forest v Leeds
Pascal Struijk CM,11 - 15,Nottingham Forest v Leeds
Joe Rodon CM,11 - 15,Nottingham Forest v Leeds
Gabriel Gudmundsson CM,10 - 14,Nottingham Forest v Leeds
Daniel James CM,10 - 14,Nottingham Forest v Leeds
Sean Longstaff CM,10 - 14,Nottingham Forest v Leeds
Dominic Calvert-Lewin CM,10 - 14,Nottingham Forest v Leeds
Lukas Nmecha CM,10 - 14,Nottingham Forest v Leeds
Noah Okafor CM,8 - 12,Nottingham Forest v Leeds
Jack Harrison CM,7 - 11,Nottingham Forest v Leeds
Joel Piroe CM,7 - 10,Nottingham Forest v Leeds
Brenden Aaronson CM,6 - 9,Nottingham Forest v Leeds
Lucas Perri CM,8 - 12,Nottingham Forest v Leeds
Abdukodir Khusanov CM,17 - 21,Man City v Liverpool
Nico Gonzalez CM,15 - 19,Man City v Liverpool
Bernardo Silva CM,13 - 17,Man City v Liverpool
Nico O'Reilly CM,11 - 15,Man City v Liverpool
Rodri CM,11 - 15,Man City v Liverpool
Rayan Ait-Nouri CM,11 - 15,Man City v Liverpool
Rico Lewis CM,10 - 14,Man City v Liverpool
Matheus Nunes CM,8 - 12,Man City v Liverpool
Tijjani Reijnders CM,8 - 12,Man City v Liverpool
Savinho CM,7 - 10,Man City v Liverpool
Ruben Dias CM,7 - 10,Man City v Liverpool
Phil Foden CM,7 - 10,Man City v Liverpool
Josko Gvardiol CM,7 - 10,Man City v Liverpool
Nathan Ake CM,6 - 9,Man City v Liverpool
Gianluigi Donnarumma CM,8 - 12,Man City v Liverpool
Rayan Cherki CM,6 - 9,Man City v Liverpool
Omar Marmoush CM,6 - 9,Man City v Liverpool
John Stones CM,6 - 9,Man City v Liverpool
Jeremy Doku CM,4 - 7,Man City v Liverpool
Oscar Bobb CM,3 - 6,Man City v Liverpool
Erling Haaland CM,4 - 7,Man City v Liverpool
Conor Bradley CM,22 - 26,Man City v Liverpool
Wataru Endo CM,17 - 21,Man City v Liverpool
Joe Gomez CM,16 - 20,Man City v Liverpool
Alexis Mac Allister CM,13 - 17,Man City v Liverpool
Ibrahima Konate CM,14 - 18,Man City v Liverpool
Milos Kerkez CM,11 - 15,Man City v Liverpool
Dominik Szoboszlai CM,12 - 16,Man City v Liverpool
Curtis Jones CM,11 - 15,Man City v Liverpool
Ryan Gravenberch CM,11 - 15,Man City v Liverpool
Florian Wirtz CM,9 - 13,Man City v Liverpool
Andrew Robertson CM,9 - 13,Man City v Liverpool
Virgil van Dijk CM,9 - 13,Man City v Liverpool
Federico Chiesa CM,7 - 10,Man City v Liverpool
Hugo Ekitike CM,6 - 9,Man City v Liverpool
Cody Gakpo CM,6 - 9,Man City v Liverpool
Giorgi Mamardashvili CM,7 - 11,Man City v Liverpool
Alexander Isak CM,5 - 8,Man City v Liverpool
Rio Ngumoha CM,5 - 8,Man City v Liverpool
Mohamed Salah CM,3 - 6,Man City v Liverpool
