card_names,card_odds,contest
Joao Gomes CM,19 - 23,Wolves v West Ham
Yerson Mosquera CM,16 - 20,Wolves v West Ham
Ladislav Krejci CM,13 - 17,Wolves v West Ham
Andre CM,13 - 17,Wolves v West Ham
Matt Doherty CM,11 - 15,Wolves v West Ham
Mateus Mane CM,8 - 12,Wolves v West Ham
Jackson Tchatchoua CM,8 - 12,Wolves v West Ham
Santiago Bueno CM,8 - 12,Wolves v West Ham
David Moller Wolfe CM,8 - 12,Wolves v West Ham
Jorgen Strand Larsen CM,6 - 9,Wolves v West Ham
Tolu Arokodare CM,6 - 9,Wolves v West Ham
Hwang Hee-chan CM,6 - 9,Wolves v West Ham
Fernando Lopez CM,6 - 9,Wolves v West Ham
Jhon Arias CM,6 - 9,Wolves v West Ham
Hugo Bueno CM,6 - 9,Wolves v West Ham
Jose Sa CM,6 - 9,Wolves v West Ham
Lucas Paqueta CM,23 - 27,Wolves v West Ham
Soungoutou Magassa CM,20 - 24,Wolves v West Ham
Crysencio Summerville CM,12 - 16,Wolves v West Ham
Tomas Soucek CM,12 - 16,Wolves v West Ham
Konstantinos Mavropanos CM,12 - 16,Wolves v West Ham
Freddie Potts CM,12 - 16,Wolves v West Ham
Oliver Scarles CM,12 - 16,Wolves v West Ham
Jean-Clair Todibo CM,12 - 16,Wolves v West Ham
Igor Julio CM,12 - 16,Wolves v West Ham
Guido Rodriguez CM,12 - 16,Wolves v West Ham
Mateus Fernandes CM,9 - 13,Wolves v West Ham
Kyle Walker-Peters CM,9 - 13,Wolves v West Ham
Max Kilman CM,9 - 13,Wolves v West Ham
Callum Wilson CM,7 - 10,Wolves v West Ham
Jarrod Bowen CM,4 - 7,Wolves v West Ham
Alphonse Areola CM,6 - 9,Wolves v West Ham
Marcos Senesi CM,14 - 18,Bournemouth v Arsenal
Alex Jimenez CM,14 - 18,Bournemouth v Arsenal
Justin Kluivert CM,11 - 15,Bournemouth v Arsenal
David Brooks CM,11 - 15,Bournemouth v Arsenal
Alex Scott CM,14 - 18,Bournemouth v Arsenal
Antoine Semenyo CM,9 - 13,Bournemouth v Arsenal
Enes Unal CM,9 - 13,Bournemouth v Arsenal
Amine Adli CM,9 - 13,Bournemouth v Arsenal
Marcus Tavernier CM,9 - 13,Bournemouth v Arsenal
James Hill CM,9 - 13,Bournemouth v Arsenal
Adrien Truffert CM,9 - 13,Bournemouth v Arsenal
Bafode Diakite CM,9 - 13,Bournemouth v Arsenal
Adam Smith CM,11 - 15,Bournemouth v Arsenal
Evanilson CM,7 - 10,Bournemouth v Arsenal
Eli Junior Kroupi CM,7 - 10,Bournemouth v Arsenal
Djordje Petrovic CM,6 - 9,Bournemouth v Arsenal
Myles Lewis-Skelly CM,17 - 21,Bournemouth v Arsenal
Christian Norgaard CM,17 - 21,Bournemouth v Arsenal
Martin Zubimendi CM,15 - 19,Bournemouth v Arsenal
Ben White CM,12 - 16,Bournemouth v Arsenal
Mikel Merino CM,12 - 16,Bournemouth v Arsenal
Declan Rice CM,12 - 16,Bournemouth v Arsenal
Gabriel Jesus CM,10 - 14,Bournemouth v Arsenal
Kai Havertz CM,10 - 14,Bournemouth v Arsenal
Jurrien Timber CM,10 - 14,Bournemouth v Arsenal
Viktor Gyokeres CM,7 - 11,Bournemouth v Arsenal
Gabriel Magalhaes CM,7 - 11,Bournemouth v Arsenal
Martin Odegaard CM,6 - 9,Bournemouth v Arsenal
Eberechi Eze CM,6 - 9,Bournemouth v Arsenal
Noni Madueke CM,6 - 9,Bournemouth v Arsenal
Gabriel Martinelli CM,6 - 9,Bournemouth v Arsenal
Bukayo Saka CM,6 - 9,Bournemouth v Arsenal
William Saliba CM,6 - 9,Bournemouth v Arsenal
Leandro Trossard CM,3 - 6,Bournemouth v Arsenal
David Raya CM,5 - 8,Bournemouth v Arsenal
Jayden Bogle CM,20 - 24,Leeds v Man Utd
Wilfried Gnonto CM,16 - 20,Leeds v Man Utd
Jaka Bijol CM,14 - 18,Leeds v Man Utd
Ilia Gruev CM,12 - 16,Leeds v Man Utd
Anton Stach CM,12 - 16,Leeds v Man Utd
Ao Tanaka CM,11 - 15,Leeds v Man Utd
Pascal Struijk CM,10 - 14,Leeds v Man Utd
Lukas Nmecha CM,8 - 12,Leeds v Man Utd
Gabriel Gudmondsson CM,7 - 10,Leeds v Man Utd
Joel Piroe CM,7 - 10,Leeds v Man Utd
Noah Okafor CM,7 - 10,Leeds v Man Utd
Lucas Perri CM,7 - 10,Leeds v Man Utd
Dominic Calvert-Lewin CM,6 - 9,Leeds v Man Utd
Jack Harrison CM,6 - 9,Leeds v Man Utd
Brenden Aaronson CM,5 - 8,Leeds v Man Utd
Sebastiaan Bornauw CM,15 - 19,Leeds v Man Utd
James Justin CM,11 - 15,Leeds v Man Utd
Sam Byram CM,18 - 22,Leeds v Man Utd
Manuel Ugarte CM,19 - 23,Leeds v Man Utd
Casemiro CM,19 - 23,Leeds v Man Utd
Tyrell Malacia CM,17 - 21,Leeds v Man Utd
Patrick Dorgu CM,13 - 17,Leeds v Man Utd
Luke Shaw CM,15 - 19,Leeds v Man Utd
Ayden Heaven CM,13 - 17,Leeds v Man Utd
Lisandro Martinez CM,13 - 17,Leeds v Man Utd
Jack Fletcher CM,12 - 16,Leeds v Man Utd
Leny Yoro CM,12 - 16,Leeds v Man Utd
Diogo Dalot CM,10 - 14,Leeds v Man Utd
Matthijs de Ligt CM,10 - 14,Leeds v Man Utd
Matheus Cunha CM,10 - 14,Leeds v Man Utd
Tyler Fredricson CM,9 - 13,Leeds v Man Utd
Mason Mount CM,8 - 12,Leeds v Man Utd
Joshua Zirkzee CM,7 - 11,Leeds v Man Utd
Benjamin Sesko CM,6 - 9,Leeds v Man Utd
Senne Lammens CM,4 - 7,Leeds v Man Utd
Kobbie Mainoo CM,12 - 16,Leeds v Man Utd
Tim Iroegbunam CM,17 - 21,Everton v Brentford
Nathan Patterson CM,13 - 17,Everton v Brentford
James Garner CM,13 - 17,Everton v Brentford
Merlin Rohl CM,11 - 15,Everton v Brentford
Jack Grealish CM,10 - 14,Everton v Brentford
Kiernan Dewsbury-Hall CM,10 - 14,Everton v Brentford
Carlos Alcaraz CM,9 - 13,Everton v Brentford
James Tarkowski CM,8 - 12,Everton v Brentford
Thierno Barry CM,8 - 12,Everton v Brentford
Vitaliy Mykolenko CM,7 - 10,Everton v Brentford
Tyler Dibling CM,6 - 9,Everton v Brentford
Jake O'Brien CM,6 - 9,Everton v Brentford
Adam Aznou CM,5 - 8,Everton v Brentford
Michael Keane CM,4 - 7,Everton v Brentford
Jordan Pickford CM,5 - 8,Everton v Brentford
Dwight McNeil CM,2.5 - 5,Everton v Brentford
Beto CM,1 - 3,Everton v Brentford
Mark Travers CM,2 - 4,Everton v Brentford
Harrison Armstrong CM,8 - 12,Everton v Brentford
Kevin Schade CM,12 - 16,Everton v Brentford
Aaron Hickey CM,11 - 15,Everton v Brentford
Igor Thiago CM,11 - 15,Everton v Brentford
Kristoffer Ajer CM,10 - 14,Everton v Brentford
Yehor Yarmolyuk CM,10 - 14,Everton v Brentford
Jordan Henderson CM,9 - 13,Everton v Brentford
Vitaly Janelt CM,9 - 13,Everton v Brentford
Nathan Collins CM,8 - 12,Everton v Brentford
Michael Kayode CM,11 - 15,Everton v Brentford
Mathias Jensen CM,8 - 12,Everton v Brentford
Rico Henry CM,6 - 9,Everton v Brentford
Keane Lewis-Potter CM,6 - 9,Everton v Brentford
Sepp van den Berg CM,5 - 8,Everton v Brentford
Reiss Nelson CM,5 - 8,Everton v Brentford
Mikkel Damsgaard CM,3 - 6,Everton v Brentford
Ethan Pinnock CM,2.5 - 5,Everton v Brentford
Caoimhin Kelleher CM,3 - 6,Everton v Brentford
Hakon Valdimarsson CM,1 - 3,Everton v Brentford
Sasa Lukic CM,15 - 19,Fulham v Liverpool
Joachim Andersen CM,12 - 16,Fulham v Liverpool
Harry Wilson CM,11 - 15,Fulham v Liverpool
Harrison Reed CM,10 - 14,Fulham v Liverpool
Sander Berge CM,9 - 13,Fulham v Liverpool
Joshua King CM,9 - 13,Fulham v Liverpool
Jorge Cuenca CM,9 - 13,Fulham v Liverpool
Tom Cairney CM,8 - 12,Fulham v Liverpool
Antonee Robinson CM,6 - 9,Fulham v Liverpool
Raul Jimenez CM,6 - 9,Fulham v Liverpool
Issa Diop CM,6 - 9,Fulham v Liverpool
Bernd Leno CM,9 - 13,Fulham v Liverpool
Adama Traore CM,5 - 8,Fulham v Liverpool
Kevin CM,4 - 7,Fulham v Liverpool
Jonah Kusi-Asare CM,4 - 7,Fulham v Liverpool
Emile Smith Rowe CM,3 - 6,Fulham v Liverpool
Timothy Castagne CM,7 - 10,Fulham v Liverpool
Conor Bradley CM,12 - 16,Fulham v Liverpool
Federico Chiesa CM,10 - 14,Fulham v Liverpool
Alexis MacAllister CM,10 - 14,Fulham v Liverpool
Dominik Szoboszlai CM,8 - 12,Fulham v Liverpool
Curtis Jones CM,8 - 12,Fulham v Liverpool
Virgil van Dijk CM,8 - 12,Fulham v Liverpool
Ryan Gravenberch CM,8 - 12,Fulham v Liverpool
Jeremie Frimpong CM,7 - 10,Fulham v Liverpool
Milos Kerkez CM,7 - 10,Fulham v Liverpool
Ibrahima Konate CM,7 - 10,Fulham v Liverpool
Hugo Ekitike CM,6 - 9,Fulham v Liverpool
Andrew Robertson CM,6 - 9,Fulham v Liverpool
Florian Wirtz CM,5 - 8,Fulham v Liverpool
Cody Gakpo CM,3 - 6,Fulham v Liverpool
Rio Ngumoha CM,2.5 - 5,Fulham v Liverpool
Alisson CM,2 - 4,Fulham v Liverpool
Bruno Guimaraes CM,16 - 20,Newcastle v Crystal Palace
Fabian Schar CM,15 - 19,Newcastle v Crystal Palace
Joelinton CM,14 - 18,Newcastle v Crystal Palace
Anthony Gordon CM,10 - 14,Newcastle v Crystal Palace
Sandro Tonali CM,9 - 13,Newcastle v Crystal Palace
Malick Thiaw CM,7 - 11,Newcastle v Crystal Palace
Lewis Miley CM,7 - 11,Newcastle v Crystal Palace
Lewis Hall CM,7 - 11,Newcastle v Crystal Palace
Nick Woltemade CM,7 - 10,Newcastle v Crystal Palace
Nick Pope CM,6 - 9,Newcastle v Crystal Palace
Harvey Barnes CM,3 - 6,Newcastle v Crystal Palace
Yeremy Pino CM,16 - 20,Newcastle v Crystal Palace
Jefferson Lerma CM,16 - 20,Newcastle v Crystal Palace
Marc Guehi CM,13 - 17,Newcastle v Crystal Palace
Maxence Lacroix CM,13 - 17,Newcastle v Crystal Palace
Adam Wharton CM,10 - 14,Newcastle v Crystal Palace
Nathaniel Clyne CM,10 - 14,Newcastle v Crystal Palace
Tyrick Mitchell CM,10 - 14,Newcastle v Crystal Palace
Jaydee Canvot CM,10 - 14,Newcastle v Crystal Palace
Brennan Johnson CM,9 - 13,Newcastle v Crystal Palace
Jean-Philippe Mateta CM,7 - 11,Newcastle v Crystal Palace
Dean Henderson CM,7 - 10,Newcastle v Crystal Palace
Cristian Romero CM,19 - 23,Tottenham v Sunderland
Rodrigo Bentancur CM,19 - 23,Tottenham v Sunderland
Joao Palhinha CM,16 - 20,Tottenham v Sunderland
Richarlison CM,11 - 15,Tottenham v Sunderland
Micky van de Ven CM,11 - 15,Tottenham v Sunderland
Lucas Bergvall CM,8 - 12,Tottenham v Sunderland
Pedro Porro CM,8 - 12,Tottenham v Sunderland
Kevin Danso CM,8 - 12,Tottenham v Sunderland
Mohammed Kudus CM,6 - 9,Tottenham v Sunderland
Randal Kolo Muani CM,6 - 9,Tottenham v Sunderland
Archie Gray CM,6 - 9,Tottenham v Sunderland
Djed Spence CM,6 - 9,Tottenham v Sunderland
Ben Davies CM,6 - 9,Tottenham v Sunderland
Mathys Tel CM,3 - 6,Tottenham v Sunderland
Wilson Odobert CM,3 - 6,Tottenham v Sunderland
Guglielmo Vicario CM,6 - 9,Tottenham v Sunderland
Nordi Mukiele CM,16 - 20,Tottenham v Sunderland
Dennis Cirkin CM,16 - 20,Tottenham v Sunderland
Granit Xhaka CM,16 - 20,Tottenham v Sunderland
Luke O'Nien CM,16 - 20,Tottenham v Sunderland
Brian Brobbey CM,12 - 16,Tottenham v Sunderland
Omar Alderete CM,12 - 16,Tottenham v Sunderland
Trai Hume CM,12 - 16,Tottenham v Sunderland
Wilson Isidor CM,10 - 14,Tottenham v Sunderland
Enzo Le Fee CM,10 - 14,Tottenham v Sunderland
Lutsharel Geertruida CM,10 - 14,Tottenham v Sunderland
Dan Neil CM,10 - 14,Tottenham v Sunderland
Romaine Mundle CM,7 - 10,Tottenham v Sunderland
Chris Rigg CM,7 - 10,Tottenham v Sunderland
Eliezer Mayenda CM,5 - 8,Tottenham v Sunderland
Simon Adingra CM,5 - 8,Tottenham v Sunderland
Robin Roefs CM,6 - 9,Tottenham v Sunderland
