card_names,card_odds,contest
Raul Jimenez CM,7 - 10,Fulham v Man Utd
Tom Cairney CM,7 - 10,Fulham v Man Utd
Joshua King CM,6 - 9,Fulham v Man Utd
Bernd Leno CM,7 - 11,Fulham v Man Utd
Alex Iwobi CM,4 - 7,Fulham v Man Utd
Adama Traore CM,4 - 7,Fulham v Man Utd
Emile Smith Rowe CM,4 - 7,Fulham v Man Utd
Rodrigo Muniz CM,4 - 7,Fulham v Man Utd
Manuel Ugarte CM,19 - 23,Fulham v Man Utd
Amad Diallo CM,17 - 21,Fulham v Man Utd
Casemiro CM,17 - 21,Fulham v Man Utd
Luke Shaw CM,13 - 17,Fulham v Man Utd
Leny Yoro CM,13 - 17,Fulham v Man Utd
Harry Maguire CM,12 - 16,Fulham v Man Utd
Matheus Cunha CM,12 - 16,Fulham v Man Utd
Patrick Dorgu CM,12 - 16,Fulham v Man Utd
Bruno Fernandes CM,11 - 15,Fulham v Man Utd
Kobbie Mainoo CM,11 - 15,Fulham v Man Utd
Matthijs de Ligt CM,11 - 15,Fulham v Man Utd
Mason Mount CM,9 - 13,Fulham v Man Utd
Diogo Dalot CM,9 - 13,Fulham v Man Utd
Ayden Heaven CM,8 - 12,Fulham v Man Utd
Benjamin Sesko CM,7 - 10,Fulham v Man Utd
Joshua Zirkzee CM,7 - 10,Fulham v Man Utd
Bryan Mbeumo CM,4 - 7,Fulham v Man Utd
Tom Heaton CM,3 - 6,Fulham v Man Utd
Altay Bayindir CM,2.5 - 5,Fulham v Man Utd
Rasmus Hojlund CM,6 - 9,Fulham v Man Utd
Nico Gonzalez CM,13 - 17,Man City v Tottenham
Bernardo Silva CM,11 - 15,Man City v Tottenham
Rayan Ait-Nouri CM,10 - 14,Man City v Tottenham
Ruben Dias CM,8 - 12,Man City v Tottenham
Matheus Nunes CM,8 - 12,Man City v Tottenham
Rico Lewis CM,8 - 12,Man City v Tottenham
Tijani Reijnders CM,7 - 10,Man City v Tottenham
Manuel Akanji CM,7 - 10,Man City v Tottenham
Josko Gvardiol CM,6 - 9,Man City v Tottenham
Erling Haaland CM,6 - 9,Man City v Tottenham
Omar Marmoush CM,6 - 9,Man City v Tottenham
Ilkay Gundogan CM,6 - 9,Man City v Tottenham
Ederson CM,7 - 10,Man City v Tottenham
Rayan Cherki CM,5 - 8,Man City v Tottenham
John Stones CM,3 - 6,Man City v Tottenham
Jeremy Doku CM,3 - 6,Man City v Tottenham
Oscar Bobb CM,2.5 - 5,Man City v Tottenham
Phil Foden CM,2.5 - 5,Man City v Tottenham
Rodrigo Bentancur CM,31 - 35,Man City v Tottenham
Joao Palhinha CM,28 - 32,Man City v Tottenham
Cristian Romero CM,22 - 26,Man City v Tottenham
Pape Sarr CM,18 - 22,Man City v Tottenham
Lucas Bergvall CM,18 - 22,Man City v Tottenham
Kevin Danso CM,15 - 19,Man City v Tottenham
Richarlison CM,13 - 17,Man City v Tottenham
Yves Bissouma CM,13 - 17,Man City v Tottenham
Ben Davies CM,13 - 17,Man City v Tottenham
Pedro Porro CM,11 - 15,Man City v Tottenham
Djed Spence CM,11 - 15,Man City v Tottenham
Micky van de Ven CM,10 - 14,Man City v Tottenham
Mohammed Kudus CM,9 - 13,Man City v Tottenham
Brennan Johnson CM,9 - 13,Man City v Tottenham
Destiny Udogie CM,9 - 13,Man City v Tottenham
Mathys Tel CM,8 - 12,Man City v Tottenham
Archie Gray CM,5 - 8,Man City v Tottenham
Dominic Solanke CM,5 - 8,Man City v Tottenham
Wilson Odobert CM,4 - 7,Man City v Tottenham
Guglielmo Vicario CM,6 - 9,Man City v Tottenham
Marcos Senesi CM,18 - 22,Bournemouth v Wolves
Adam Smith CM,15 - 19,Bournemouth v Wolves
Alex Scott CM,14 - 18,Bournemouth v Wolves
Julian Araujo CM,13 - 17,Bournemouth v Wolves
Bafode Diakite CM,11 - 15,Bournemouth v Wolves
Tyler Adams CM,11 - 15,Bournemouth v Wolves
Julio Soler CM,11 - 15,Bournemouth v Wolves
Philip Billing CM,9 - 13,Bournemouth v Wolves
Eli Junior Kroupi CM,8 - 12,Bournemouth v Wolves
Marcus Tavernier CM,8 - 12,Bournemouth v Wolves
Ben Winterburn CM,8 - 12,Bournemouth v Wolves
Antoine Semenyo CM,8 - 12,Bournemouth v Wolves
Hamed Traore CM,7 - 10,Bournemouth v Wolves
Adrien Truffert CM,7 - 10,Bournemouth v Wolves
Evanilson CM,7 - 10,Bournemouth v Wolves
James Hill CM,6 - 9,Bournemouth v Wolves
David Brooks CM,6 - 9,Bournemouth v Wolves
Dorde Petrovic CM,3 - 6,Bournemouth v Wolves
Joao Gomes CM,21 - 25,Bournemouth v Wolves
Ki-Jana Hoever CM,17 - 21,Bournemouth v Wolves
Yerson Mosquera CM,17 - 21,Bournemouth v Wolves
Andre CM,16 - 20,Bournemouth v Wolves
Emmanuel Agbadou CM,13 - 17,Bournemouth v Wolves
Jhon Arias CM,13 - 17,Bournemouth v Wolves
David Moller Wolfe CM,12 - 16,Bournemouth v Wolves
Marshall Munetsi CM,12 - 16,Bournemouth v Wolves
Matt Doherty CM,11 - 15,Bournemouth v Wolves
Jorgen Strand Larsen CM,11 - 15,Bournemouth v Wolves
Fer Lopez CM,10 - 14,Bournemouth v Wolves
Toti Gomes CM,10 - 14,Bournemouth v Wolves
Santiago Bueno CM,9 - 13,Bournemouth v Wolves
Jean-Ricner Bellegarde CM,7 - 11,Bournemouth v Wolves
Hugo Bueno CM,7 - 11,Bournemouth v Wolves
Hwang Hee-chan CM,6 - 9,Bournemouth v Wolves
Rodrigo Gomes CM,6 - 9,Bournemouth v Wolves
Jose Sa CM,5 - 8,Bournemouth v Wolves
Frank Onyeka CM,18 - 22,Brentford v Aston Villa
Aaron Hickey CM,18 - 22,Brentford v Aston Villa
Jordan Henderson CM,15 - 19,Brentford v Aston Villa
Mathias Jensen CM,13 - 17,Brentford v Aston Villa
Yehor Yarmolyuk CM,12 - 16,Brentford v Aston Villa
Michael Kayode CM,12 - 16,Brentford v Aston Villa
Keane Lewis-Potter CM,12 - 16,Brentford v Aston Villa
Nathan Collins  CM,12 - 16,Brentford v Aston Villa
Sepp van den Berg CM,11 - 15,Brentford v Aston Villa
Igor Thiago CM,11 - 15,Brentford v Aston Villa
Rico Henry CM,10 - 14,Brentford v Aston Villa
Dango Ouattara CM,9 - 13,Brentford v Aston Villa
Fabio Carvalho CM,8 - 12,Brentford v Aston Villa
Kevin Schade CM,7 - 10,Brentford v Aston Villa
Mikkel Damsgaard CM,6 - 9,Brentford v Aston Villa
Antoni Milambo CM,5 - 8,Brentford v Aston Villa
Caoimhin Kelleher CM,5 - 8,Brentford v Aston Villa
Ian Maatsen CM,16 - 20,Brentford v Aston Villa
Morgan Rogers CM,16 - 20,Brentford v Aston Villa
Boubacar Kamara CM,15 - 19,Brentford v Aston Villa
John McGinn CM,12 - 16,Brentford v Aston Villa
Amadou Onana CM,12 - 16,Brentford v Aston Villa
Matty Cash CM,11 - 15,Brentford v Aston Villa
Tyrone Mings CM,11 - 15,Brentford v Aston Villa
Lucas Digne CM,11 - 15,Brentford v Aston Villa
Youri Tielemans CM,10 - 14,Brentford v Aston Villa
Donyell Malen CM,7 - 11,Brentford v Aston Villa
Pau Torres CM,7 - 11,Brentford v Aston Villa
Evann Guessand CM,6 - 9,Brentford v Aston Villa
Emiliano Martinez CM,9 - 13,Brentford v Aston Villa
Ollie Watkins CM,3 - 6,Brentford v Aston Villa
Marco Bizot CM,3 - 6,Brentford v Aston Villa
Josh Cullen CM,17 - 21,Burnley v Sunderland
Axel Tuanzebe CM,16 - 20,Burnley v Sunderland
Lesley Ugochukwu CM,16 - 20,Burnley v Sunderland
Hannibal Mejbri CM,14 - 18,Burnley v Sunderland
Josh Laurent CM,13 - 17,Burnley v Sunderland
Lucas Pires CM,12 - 16,Burnley v Sunderland
Ashley Barnes CM,12 - 16,Burnley v Sunderland
Hannes Delcroix CM,10 - 14,Burnley v Sunderland
Quilindschy Hartman CM,10 - 14,Burnley v Sunderland
Lyle Foster CM,10 - 14,Burnley v Sunderland
Oliver Sonne CM,9 - 13,Burnley v Sunderland
Bashir Humphreys CM,8 - 12,Burnley v Sunderland
Hjalmar Ekdal CM,8 - 12,Burnley v Sunderland
Zian Flemming CM,8 - 12,Burnley v Sunderland
Joe Worral CM,7 - 11,Burnley v Sunderland
Jaydon Banel CM,7 - 11,Burnley v Sunderland
Connor Roberts CM,7 - 10,Burnley v Sunderland
Jaidon Anthony CM,7 - 10,Burnley v Sunderland
Kyle Walker CM,6 - 9,Burnley v Sunderland
Loum Tchaouna CM,6 - 9,Burnley v Sunderland
Maxime Esteve CM,6 - 9,Burnley v Sunderland
Marcus Edwards CM,5 - 8,Burnley v Sunderland
Etienne Green CM,7 - 10,Burnley v Sunderland
Aaron Ramsey CM,3 - 6,Burnley v Sunderland
Luca Koleosho CM,3 - 6,Burnley v Sunderland
Max Weiss CM,4 - 7,Burnley v Sunderland
Armando Broja CM,2.5 - 5,Burnley v Sunderland
Martin Dubravka CM,3 - 6,Burnley v Sunderland
Jacob Bruun Larsen CM,2 - 4,Burnley v Sunderland
Nectarios Triantis CM,28 - 32,Burnley v Sunderland
Trai Hume CM,21 - 25,Burnley v Sunderland
Jenson Seelt CM,21 - 25,Burnley v Sunderland
Joe Anderson CM,19 - 23,Burnley v Sunderland
Wilson Isidor CM,19 - 23,Burnley v Sunderland
Nordi Mukiele CM,17 - 21,Burnley v Sunderland
Arthur Masuaku CM,17 - 21,Burnley v Sunderland
Granit Xhaka CM,17 - 21,Burnley v Sunderland
Dennis Cirkin CM,16 - 20,Burnley v Sunderland
Daniel Ballard CM,15 - 19,Burnley v Sunderland
Omar Alderete CM,15 - 19,Burnley v Sunderland
Habib Diarra CM,14 - 18,Burnley v Sunderland
Enzo Le Fee CM,12 - 16,Burnley v Sunderland
Reinildo Mandava CM,12 - 16,Burnley v Sunderland
Chris Rigg CM,11 - 15,Burnley v Sunderland
Noah Sadiki CM,11 - 15,Burnley v Sunderland
Patrick Roberts CM,9 - 13,Burnley v Sunderland
Marc Guiu CM,9 - 13,Burnley v Sunderland
Niall Huggins CM,7 - 11,Burnley v Sunderland
Alan Browne CM,7 - 11,Burnley v Sunderland
Harrison Jones CM,7 - 11,Burnley v Sunderland
Dan Neil CM,7 - 10,Burnley v Sunderland
Anthony Patterson CM,6 - 9,Burnley v Sunderland
Simon Adingra CM,3 - 6,Burnley v Sunderland
Eliezer Mayenda CM,2 - 4,Burnley v Sunderland
Chemsdine Talbi CM,2 - 4,Burnley v Sunderland
Robin Roefs CM,2 - 4,Burnley v Sunderland
Christian Norgaard CM,13 - 17,Arsenal v Leeds
Myles Lewis-Skelly CM,12 - 16,Arsenal v Leeds
Martin Zubimendi CM,10 - 14,Arsenal v Leeds
Riccardo Calafiori CM,10 - 14,Arsenal v Leeds
Declan Rice CM,9 - 13,Arsenal v Leeds
Jurrien Timber CM,9 - 13,Arsenal v Leeds
Mikel Merino CM,9 - 13,Arsenal v Leeds
Ben White CM,8 - 12,Arsenal v Leeds
Cristhian Mosquera CM,8 - 12,Arsenal v Leeds
Gabriel CM,7 - 11,Arsenal v Leeds
Bukayo Saka CM,7 - 10,Arsenal v Leeds
William Saliba CM,6 - 9,Arsenal v Leeds
Viktor Gyokeres CM,5 - 8,Arsenal v Leeds
Leandro Trossard CM,5 - 8,Arsenal v Leeds
Martin Odegaard CM,4 - 7,Arsenal v Leeds
Gabriel Martinelli CM,3 - 6,Arsenal v Leeds
Noni Madueke CM,3 - 6,Arsenal v Leeds
Ethan Nwaneri CM,2.5 - 5,Arsenal v Leeds
David Raya CM,3 - 6,Arsenal v Leeds
Jayden Bogle CM,20 - 24,Arsenal v Leeds
Anton Stach CM,18 - 22,Arsenal v Leeds
Sam Byram CM,18 - 22,Arsenal v Leeds
Largie Ramazani CM,17 - 21,Arsenal v Leeds
Ethan Ampadu CM,17 - 21,Arsenal v Leeds
Wilfried Gnonto CM,16 - 20,Arsenal v Leeds
Ilia Gruev CM,16 - 20,Arsenal v Leeds
Sean Longstaff CM,14 - 18,Arsenal v Leeds
Lukas Nmecha CM,12 - 16,Arsenal v Leeds
Ao Tanaka CM,12 - 16,Arsenal v Leeds
Pascal Struijk CM,11 - 15,Arsenal v Leeds
Joe Rodon CM,10 - 14,Arsenal v Leeds
Gabriel Gudmondsson CM,9 - 13,Arsenal v Leeds
Daniel James CM,8 - 12,Arsenal v Leeds
Joel Piroe CM,7 - 10,Arsenal v Leeds
Brenden Aaronson CM,6 - 9,Arsenal v Leeds
Lucas Perri CM,5 - 8,Arsenal v Leeds
Dominic Calvert-Lewin CM,9 - 13,Arsenal v Leeds
Will Hughes CM,22 - 26,Crystal Palace v Nottingham Forest
Daniel Munoz CM,21 - 25,Crystal Palace v Nottingham Forest
Jefferson Lerma CM,18 - 22,Crystal Palace v Nottingham Forest
Maxence Lacroix CM,12 - 16,Crystal Palace v Nottingham Forest
Chris Richards CM,12 - 16,Crystal Palace v Nottingham Forest
Marc Guehi CM,12 - 16,Crystal Palace v Nottingham Forest
Adam Wharton CM,11 - 15,Crystal Palace v Nottingham Forest
Jean-Philippe Mateta CM,8 - 12,Crystal Palace v Nottingham Forest
Borna Sosa CM,8 - 12,Crystal Palace v Nottingham Forest
Ismaila Sarr CM,7 - 10,Crystal Palace v Nottingham Forest
Romain Esse CM,7 - 10,Crystal Palace v Nottingham Forest
Justin Devenny CM,7 - 10,Crystal Palace v Nottingham Forest
Tyrick Mitchell CM,7 - 10,Crystal Palace v Nottingham Forest
Jesurun Rak-Sakyi CM,4 - 7,Crystal Palace v Nottingham Forest
Dean Henderson CM,9 - 13,Crystal Palace v Nottingham Forest
Morgan Gibbs-White CM,20 - 24,Crystal Palace v Nottingham Forest
Ryan Yates CM,17 - 21,Crystal Palace v Nottingham Forest
Ibrahim Sangare CM,17 - 21,Crystal Palace v Nottingham Forest
Neco Williams CM,16 - 20,Crystal Palace v Nottingham Forest
Elliot Anderson CM,14 - 18,Crystal Palace v Nottingham Forest
Igor Jesus CM,13 - 17,Crystal Palace v Nottingham Forest
Nikola Milenkovic CM,13 - 17,Crystal Palace v Nottingham Forest
Jota Silva CM,11 - 15,Crystal Palace v Nottingham Forest
Murillo CM,11 - 15,Crystal Palace v Nottingham Forest
Ola Aina CM,11 - 15,Crystal Palace v Nottingham Forest
Dan Ndoye CM,10 - 14,Crystal Palace v Nottingham Forest
Morato CM,10 - 14,Crystal Palace v Nottingham Forest
Arnaud Kalimuendo CM,8 - 12,Crystal Palace v Nottingham Forest
Callum Hudson-Odoi CM,5 - 8,Crystal Palace v Nottingham Forest
Chris Wood CM,3 - 6,Crystal Palace v Nottingham Forest
Matz Sels CM,8 - 12,Crystal Palace v Nottingham Forest
Tim Iroegbunam CM,17 - 21,Everton v Brighton
Idrissa Gueye CM,16 - 20,Everton v Brighton
Carlos Alcaraz CM,13 - 17,Everton v Brighton
Jake O'Brien CM,13 - 17,Everton v Brighton
James Garner CM,13 - 17,Everton v Brighton
Jack Grealish CM,11 - 15,Everton v Brighton
James Tarkowski CM,11 - 15,Everton v Brighton
Michael Keane CM,10 - 14,Everton v Brighton
Kiernan Dewsbury-Hall CM,9 - 13,Everton v Brighton
Thierno Barry CM,7 - 10,Everton v Brighton
Iliman Ndiaye CM,7 - 10,Everton v Brighton
Seamus Coleman CM,7 - 10,Everton v Brighton
Jordan Pickford CM,9 - 13,Everton v Brighton
Beto CM,4 - 7,Everton v Brighton
Dwight McNeil CM,4 - 7,Everton v Brighton
Carlos Baleba CM,17 - 21,Everton v Brighton
Jan Paul van Hecke CM,12 - 16,Everton v Brighton
Tariq Lamptey CM,11 - 15,Everton v Brighton
Joel Veltman CM,11 - 15,Everton v Brighton
Mats Wieffer CM,10 - 14,Everton v Brighton
Diego Coppola CM,10 - 14,Everton v Brighton
Lewis Dunk CM,10 - 14,Everton v Brighton
Diego Gomez CM,8 - 12,Everton v Brighton
Olivier Boscagli CM,8 - 12,Everton v Brighton
Maxim De Cuyper CM,7 - 11,Everton v Brighton
Yankuba Minteh CM,7 - 11,Everton v Brighton
Yasin Ayari CM,7 - 11,Everton v Brighton
Danny Welbeck CM,7 - 10,Everton v Brighton
Jack Hinshelwood CM,6 - 9,Everton v Brighton
Georginio Rutter CM,6 - 9,Everton v Brighton
Matt O'Riley CM,6 - 9,Everton v Brighton
Brajan Gruda CM,5 - 8,Everton v Brighton
Kaoru Mitoma CM,5 - 8,Everton v Brighton
Ferdi Kadioglu CM,5 - 8,Everton v Brighton
Bart Verbruggen CM,6 - 9,Everton v Brighton
Sasa Lukic CM,19 - 23,Fulham v Man Utd
Joachim Andersen CM,19 - 23,Fulham v Man Utd
Andreas Pereira CM,15 - 19,Fulham v Man Utd
Kenny Tete CM,12 - 16,Fulham v Man Utd
Harrison Reed CM,12 - 16,Fulham v Man Utd
Calvin Bassey CM,12 - 16,Fulham v Man Utd
Sander Berge CM,12 - 16,Fulham v Man Utd
Issa Diop CM,10 - 14,Fulham v Man Utd
Harry Wilson CM,10 - 14,Fulham v Man Utd
Jorge Cuenca CM,8 - 12,Fulham v Man Utd
Timothy Castagne CM,7 - 10,Fulham v Man Utd
Raul Jimenez CM,7 - 10,Fulham v Man Utd
Tom Cairney CM,7 - 10,Fulham v Man Utd
Joshua King CM,6 - 9,Fulham v Man Utd
Bernd Leno CM,7 - 11,Fulham v Man Utd
Alex Iwobi CM,4 - 7,Fulham v Man Utd
Adama Traore CM,4 - 7,Fulham v Man Utd
Emile Smith Rowe CM,4 - 7,Fulham v Man Utd
Rodrigo Muniz CM,4 - 7,Fulham v Man Utd
Manuel Ugarte CM,19 - 23,Fulham v Man Utd
Amad Diallo CM,17 - 21,Fulham v Man Utd
Casemiro CM,17 - 21,Fulham v Man Utd
Luke Shaw CM,13 - 17,Fulham v Man Utd
Leny Yoro CM,13 - 17,Fulham v Man Utd
Harry Maguire CM,12 - 16,Fulham v Man Utd
Matheus Cunha CM,12 - 16,Fulham v Man Utd
Patrick Dorgu CM,12 - 16,Fulham v Man Utd
Bruno Fernandes CM,11 - 15,Fulham v Man Utd
Kobbie Mainoo CM,11 - 15,Fulham v Man Utd
Matthijs de Ligt CM,11 - 15,Fulham v Man Utd
Mason Mount CM,9 - 13,Fulham v Man Utd
Diogo Dalot CM,9 - 13,Fulham v Man Utd
Ayden Heaven CM,8 - 12,Fulham v Man Utd
Benjamin Sesko CM,7 - 10,Fulham v Man Utd
Joshua Zirkzee CM,7 - 10,Fulham v Man Utd
Bryan Mbeumo CM,4 - 7,Fulham v Man Utd
Tom Heaton CM,3 - 6,Fulham v Man Utd
Altay Bayindir CM,2.5 - 5,Fulham v Man Utd
Rasmus Hojlund CM,6 - 9,Fulham v Man Utd
Joelinton CM,25 - 29,Newcastle v Liverpool
Bruno Guimaraes CM,20 - 24,Newcastle v Liverpool
Fabian Schar CM,20 - 24,Newcastle v Liverpool
Dan Burn CM,18 - 22,Newcastle v Liverpool
Sandro Tonali CM,17 - 21,Newcastle v Liverpool
Anthony Gordon CM,16 - 20,Newcastle v Liverpool
Lewis Hall CM,11 - 15,Newcastle v Liverpool
Kieran Trippier CM,9 - 13,Newcastle v Liverpool
Tino Livramento CM,9 - 13,Newcastle v Liverpool
Nick Pope CM,10 - 14,Newcastle v Liverpool
Jacob Murphy CM,7 - 10,Newcastle v Liverpool
Harvey Barnes CM,4 - 7,Newcastle v Liverpool
Anthony Elanga CM,3 - 6,Newcastle v Liverpool
Aaron Ramsdale CM,3 - 6,Newcastle v Liverpool
Alexis MacAllister CM,19 - 23,Newcastle v Liverpool
Ryan Gravenberch CM,17 - 21,Newcastle v Liverpool
Dominik Szoboszlai CM,16 - 20,Newcastle v Liverpool
Ibrahima Konate CM,16 - 20,Newcastle v Liverpool
Joe Gomez CM,16 - 20,Newcastle v Liverpool
Milos Kerkez CM,16 - 20,Newcastle v Liverpool
Conor Bradley CM,15 - 19,Newcastle v Liverpool
Wataru Endo CM,13 - 17,Newcastle v Liverpool
Florian Wirtz CM,12 - 16,Newcastle v Liverpool
Virgil van Dijk CM,11 - 15,Newcastle v Liverpool
Andrew Robertson CM,10 - 14,Newcastle v Liverpool
Cody Gakpo CM,7 - 11,Newcastle v Liverpool
Hugo Ekitike CM,6 - 9,Newcastle v Liverpool
Giorgi Mamardashvili CM,4 - 7,Newcastle v Liverpool
Alisson CM,5 - 8,Newcastle v Liverpool
Mohamed Salah CM,2.5 - 5,Newcastle v Liverpool
