card_names,card_odds,contest
Curtis Jones CM,3 - 6,Burnley v Liverpool
Hugo Ekitike CM,3 - 6,Burnley v Liverpool
Mohamed Salah CM,2 - 4,Burnley v Liverpool
Alexander Isak CM,2 - 4,Burnley v Liverpool
Alisson CM,2 - 4,Burnley v Liverpool
Nico Gonzalez CM,13 - 17,Man City v Man Utd
Abdukodir Khusanov CM,13 - 17,Man City v Man Utd
Nico O'Reilly CM,10 - 14,Man City v Man Utd
Matheus Nunes CM,11 - 15,Man City v Man Utd
Rico Lewis CM,11 - 15,Man City v Man Utd
Bernardo Silva CM,10 - 14,Man City v Man Utd
Rodri CM,11 - 15,Man City v Man Utd
Rayan Ait-Nouri CM,11 - 15,Man City v Man Utd
Tijjani Reijnders CM,9 - 13,Man City v Man Utd
Ruben Dias CM,8 - 12,Man City v Man Utd
Savinho CM,6 - 9,Man City v Man Utd
Josko Gvardiol CM,7 - 10,Man City v Man Utd
John Stones CM,7 - 10,Man City v Man Utd
Nathan Ake CM,7 - 10,Man City v Man Utd
Erling Haaland CM,5 - 8,Man City v Man Utd
Jeremy Doku CM,5 - 8,Man City v Man Utd
Gianluigi Donnarumma CM,7 - 10,Man City v Man Utd
Oscar Bobb CM,3 - 6,Man City v Man Utd
Phil Foden CM,3 - 6,Man City v Man Utd
Manuel Ugarte CM,21 - 25,Man City v Man Utd
Casemiro CM,18 - 22,Man City v Man Utd
Harry Maguire CM,20 - 24,Man City v Man Utd
Bruno Fernandes CM,16 - 20,Man City v Man Utd
Luke Shaw CM,16 - 20,Man City v Man Utd
Patrick Dorgu CM,16 - 20,Man City v Man Utd
Matheus Cunha CM,11 - 15,Man City v Man Utd
Leny Yoro CM,12 - 16,Man City v Man Utd
Diogo Dalot CM,12 - 16,Man City v Man Utd
Ayden Heaven CM,12 - 16,Man City v Man Utd
Amad Diallo CM,10 - 14,Man City v Man Utd
Mason Mount CM,9 - 13,Man City v Man Utd
Kobbie Mainoo CM,9 - 13,Man City v Man Utd
Matthijs De Ligt CM,9 - 13,Man City v Man Utd
Noussair Mazraoui CM,9 - 13,Man City v Man Utd
Joshua Zirkzee CM,7 - 10,Man City v Man Utd
Altay Bayindir CM,8 - 12,Man City v Man Utd
Bryan Mbeumo CM,4 - 7,Man City v Man Utd
Benjamin Sesko CM,3 - 6,Man City v Man Utd
