card_names,card_odds,contest
Cristian Romero CM,19 - 23,Nottingham Forest v Tottenham
Richarlison CM,13 - 17,Nottingham Forest v Tottenham
Pape Matar Sarr CM,11 - 15,Nottingham Forest v Tottenham
Lucas Bergvall CM,11 - 15,Nottingham Forest v Tottenham
Micky van de Ven CM,11 - 15,Nottingham Forest v Tottenham
Pedro Porro CM,11 - 15,Nottingham Forest v Tottenham
Kevin Danso CM,11 - 15,Nottingham Forest v Tottenham
Xavi Simons CM,9 - 13,Nottingham Forest v Tottenham
Djed Spence CM,10 - 14,Nottingham Forest v Tottenham
Mohammed Kudus CM,8 - 12,Nottingham Forest v Tottenham
Brennan Johnson CM,8 - 12,Nottingham Forest v Tottenham
Mathys Tel CM,7 - 10,Nottingham Forest v Tottenham
Randal Kolo Muani CM,7 - 10,Nottingham Forest v Tottenham
Archie Gray CM,7 - 10,Nottingham Forest v Tottenham
Wilson Odobert CM,3 - 6,Nottingham Forest v Tottenham
Guglielmo Vicario CM,5 - 8,Nottingham Forest v Tottenham
Daniel Ballard CM,26 - 30,Sunderland v Newcastle
Nordi Mukiele CM,21 - 25,Sunderland v Newcastle
Trai Hume CM,20 - 24,Sunderland v Newcastle
Granit Xhaka CM,20 - 24,Sunderland v Newcastle
Reinildo Mandava CM,18 - 22,Sunderland v Newcastle
Noah Sadiki CM,16 - 20,Sunderland v Newcastle
Omar Alderete CM,16 - 20,Sunderland v Newcastle
Brian Brobbey CM,13 - 17,Sunderland v Newcastle
Lutsharel Geertruida CM,12 - 16,Sunderland v Newcastle
Wilson Isidor CM,12 - 16,Sunderland v Newcastle
Bertrand Traore CM,12 - 16,Sunderland v Newcastle
Enzo Le Fee CM,9 - 13,Sunderland v Newcastle
Chris Rigg CM,7 - 11,Sunderland v Newcastle
Robin Roefs CM,9 - 13,Sunderland v Newcastle
Simon Adingra CM,6 - 9,Sunderland v Newcastle
Chemsdine Talbi CM,6 - 9,Sunderland v Newcastle
Eliezer Mayenda CM,6 - 9,Sunderland v Newcastle
Joelinton CM,25 - 29,Sunderland v Newcastle
Anthony Gordon CM,23 - 27,Sunderland v Newcastle
Dan Burn CM,23 - 27,Sunderland v Newcastle
Bruno Guimaraes CM,22 - 26,Sunderland v Newcastle
Fabian Schar CM,22 - 26,Sunderland v Newcastle
Tino Livramento CM,19 - 23,Sunderland v Newcastle
Malick Thiaw CM,11 - 15,Sunderland v Newcastle
Lewis Miley CM,11 - 15,Sunderland v Newcastle
Jacob Ramsey CM,11 - 15,Sunderland v Newcastle
Joe Willock CM,11 - 15,Sunderland v Newcastle
Nick Woltemade CM,10 - 14,Sunderland v Newcastle
Lewis Hall CM,10 - 14,Sunderland v Newcastle
Sandro Tonali CM,10 - 14,Sunderland v Newcastle
Harvey Barnes CM,5 - 8,Sunderland v Newcastle
Jacob Murphy CM,5 - 8,Sunderland v Newcastle
Anthony Elanga CM,5 - 8,Sunderland v Newcastle
Aaron Ramsdale CM,7 - 10,Sunderland v Newcastle
Lucas Paqueta CM,23 - 27,West Ham v Aston Villa
Soungoutou Magassa CM,16 - 20,West Ham v Aston Villa
Igor Julio CM,15 - 19,West Ham v Aston Villa
Guido Rodriguez CM,14 - 18,West Ham v Aston Villa
Andy Irving CM,13 - 17,West Ham v Aston Villa
Freddie Potts CM,12 - 16,West Ham v Aston Villa
Tomas Soucek CM,12 - 16,West Ham v Aston Villa
Crysencio Summerville CM,12 - 16,West Ham v Aston Villa
Konstantinos Mavropanos CM,12 - 16,West Ham v Aston Villa
Mateus Fernandes CM,12 - 16,West Ham v Aston Villa
El Hadji Malick Diouf CM,12 - 16,West Ham v Aston Villa
Jean-Clair Todibo CM,11 - 15,West Ham v Aston Villa
Max Kilman CM,9 - 13,West Ham v Aston Villa
Aaron Wan-Bissaka CM,9 - 13,West Ham v Aston Villa
Kyle Walker-Peters CM,9 - 13,West Ham v Aston Villa
Callum Wilson CM,7 - 11,West Ham v Aston Villa
Luis Guilherme CM,7 - 10,West Ham v Aston Villa
Niclas Fullkrug CM,6 - 9,West Ham v Aston Villa
Jarrod Bowen CM,4 - 7,West Ham v Aston Villa
Alphonse Areola CM,6 - 9,West Ham v Aston Villa
Morgan Rogers CM,12 - 16,West Ham v Aston Villa
Boubacar Kamara CM,12 - 16,West Ham v Aston Villa
Amadou Onana CM,11 - 15,West Ham v Aston Villa
Matty Cash CM,11 - 15,West Ham v Aston Villa
Ian Maatsen CM,11 - 15,West Ham v Aston Villa
Lamare Bogarde CM,11 - 15,West Ham v Aston Villa
John McGinn CM,10 - 14,West Ham v Aston Villa
Youri Tielemans CM,9 - 13,West Ham v Aston Villa
Harvey Elliott CM,9 - 13,West Ham v Aston Villa
Lucas Digne CM,7 - 11,West Ham v Aston Villa
Pau Torres CM,7 - 11,West Ham v Aston Villa
Ezri Konsa CM,7 - 11,West Ham v Aston Villa
Andres Garcia CM,7 - 11,West Ham v Aston Villa
Victor Lindelof CM,7 - 10,West Ham v Aston Villa
Emiliano Buendia CM,7 - 10,West Ham v Aston Villa
Ollie Watkins CM,6 - 9,West Ham v Aston Villa
Donyell Malen CM,6 - 9,West Ham v Aston Villa
Evann Guessand CM,5 - 8,West Ham v Aston Villa
Emiliano Martinez CM,7 - 11,West Ham v Aston Villa
Jadon Sancho CM,3 - 6,West Ham v Aston Villa
Casemiro CM,17 - 21,Man Utd v Bournemouth
Manuel Ugarte CM,17 - 21,Man Utd v Bournemouth
Patrick Dorgu CM,15 - 19,Man Utd v Bournemouth
Lisandro Martinez CM,14 - 18,Man Utd v Bournemouth
Harry Maguire CM,12 - 16,Man Utd v Bournemouth
Luke Shaw CM,12 - 16,Man Utd v Bournemouth
Ayden Heaven CM,11 - 15,Man Utd v Bournemouth
Bruno Fernandes CM,10 - 14,Man Utd v Bournemouth
Kobbie Mainoo CM,9 - 13,Man Utd v Bournemouth
Diogo Dalot CM,10 - 14,Man Utd v Bournemouth
Leny Yoro CM,8 - 12,Man Utd v Bournemouth
Matheus Cunha CM,7 - 11,Man Utd v Bournemouth
Mason Mount CM,7 - 10,Man Utd v Bournemouth
Amad Diallo CM,7 - 11,Man Utd v Bournemouth
Matthijs de Ligt CM,7 - 11,Man Utd v Bournemouth
Noussair Mazraoui CM,6 - 9,Man Utd v Bournemouth
Bryan Mbeumo CM,6 - 9,Man Utd v Bournemouth
Joshua Zirkzee CM,6 - 9,Man Utd v Bournemouth
Benjamin Sesko CM,2.5 - 5,Man Utd v Bournemouth
Senne Lammens CM,3 - 6,Man Utd v Bournemouth
Alex Jimenez CM,18 - 22,Man Utd v Bournemouth
Marcos Senesi CM,20 - 24,Man Utd v Bournemouth
Tyler Adams CM,18 - 22,Man Utd v Bournemouth
Alex Scott CM,14 - 18,Man Utd v Bournemouth
Adam Smith CM,15 - 19,Man Utd v Bournemouth
David Brooks CM,11 - 15,Man Utd v Bournemouth
Antoine Semenyo CM,13 - 17,Man Utd v Bournemouth
Amine Adli CM,12 - 16,Man Utd v Bournemouth
Justin Kluivert CM,12 - 16,Man Utd v Bournemouth
Enes Unal CM,11 - 15,Man Utd v Bournemouth
Bafode Diakite CM,11 - 15,Man Utd v Bournemouth
Veljko Milosavljevic CM,11 - 15,Man Utd v Bournemouth
James Hill CM,11 - 15,Man Utd v Bournemouth
Adrien Truffert CM,10 - 14,Man Utd v Bournemouth
Marcus Tavernier CM,7 - 11,Man Utd v Bournemouth
Eli Junior Kroupi CM,6 - 9,Man Utd v Bournemouth
Evanilson CM,7 - 10,Man Utd v Bournemouth
Djordje Petrovic CM,6 - 9,Man Utd v Bournemouth
