card_names,card_odds,contest
Ethan Pinnock CM,7 - 10,Crystal Palace v Brentford
Mikkel Damsgaard CM,6 - 9,Crystal Palace v Brentford
Caoimhin Kelleher CM,5 - 8,Crystal Palace v Brentford
Hakon Valdimarsson CM,3 - 6,Crystal Palace v Brentford
Sasa Lukic CM,20 - 24,Fulham v Wolves
Sander Berge CM,12 - 16,Fulham v Wolves
Issa Diop CM,12 - 16,Fulham v Wolves
Jorge Cuenca CM,11 - 15,Fulham v Wolves
Kenny Tete CM,10 - 14,Fulham v Wolves
Calvin Bassey CM,10 - 14,Fulham v Wolves
Raul Jimenez CM,8 - 12,Fulham v Wolves
Ryan Sessegnon CM,8 - 12,Fulham v Wolves
Tom Cairney CM,8 - 12,Fulham v Wolves
Timothy Castagne CM,8 - 12,Fulham v Wolves
Adama Traore CM,7 - 11,Fulham v Wolves
Joshua King CM,7 - 10,Fulham v Wolves
Emile Smith Rowe CM,4 - 7,Fulham v Wolves
Alex Iwobi CM,4 - 7,Fulham v Wolves
Bernd Leno CM,5 - 8,Fulham v Wolves
Joao Gomes CM,21 - 25,Fulham v Wolves
Ladislav Krejci CM,18 - 22,Fulham v Wolves
Andre CM,16 - 20,Fulham v Wolves
Ki-Jana Hoever CM,16 - 20,Fulham v Wolves
Toti Gomes CM,16 - 20,Fulham v Wolves
Marshall Munetsi CM,13 - 17,Fulham v Wolves
Emmanuel Agbadou CM,13 - 17,Fulham v Wolves
David Moller Wolfe CM,10 - 14,Fulham v Wolves
Jhon Arias CM,10 - 14,Fulham v Wolves
Rodrigo Gomes CM,10 - 14,Fulham v Wolves
Jackson Tchatchoua CM,10 - 14,Fulham v Wolves
Santiago Bueno CM,10 - 14,Fulham v Wolves
Jorgen Strand Larsen CM,9 - 13,Fulham v Wolves
Jean-Ricner Bellegarde CM,9 - 13,Fulham v Wolves
Hwang Hee-chan CM,9 - 13,Fulham v Wolves
Tolu Arokodare CM,9 - 13,Fulham v Wolves
Fernando Lopez CM,8 - 12,Fulham v Wolves
Hugo Bueno CM,8 - 12,Fulham v Wolves
Sam Johnstone CM,6 - 9,Fulham v Wolves
Morgan Gibbs-White CM,18 - 22,Nottingham Forest v Man Utd
Elliot Anderson CM,16 - 20,Nottingham Forest v Man Utd
Douglas Luiz CM,15 - 19,Nottingham Forest v Man Utd
Nicolas Dominguez CM,15 - 19,Nottingham Forest v Man Utd
Ryan Yates CM,13 - 17,Nottingham Forest v Man Utd
Neco Williams CM,12 - 16,Nottingham Forest v Man Utd
Ibrahim Sangare CM,12 - 16,Nottingham Forest v Man Utd
Morato CM,11 - 15,Nottingham Forest v Man Utd
Omari Hutchinson CM,11 - 15,Nottingham Forest v Man Utd
Murillo CM,10 - 14,Nottingham Forest v Man Utd
Arnaud Kalimuendo CM,8 - 12,Nottingham Forest v Man Utd
Igor Jesus CM,8 - 12,Nottingham Forest v Man Utd
Nikola Milenkovic CM,8 - 12,Nottingham Forest v Man Utd
Oleksandr Zinchenko CM,7 - 11,Nottingham Forest v Man Utd
Dan Ndoye CM,6 - 9,Nottingham Forest v Man Utd
Nicolo Savona CM,6 - 9,Nottingham Forest v Man Utd
Matz Sels CM,7 - 10,Nottingham Forest v Man Utd
Callum Hudson-Odoi CM,3 - 6,Nottingham Forest v Man Utd
Taiwo Awoniyi CM,3 - 6,Nottingham Forest v Man Utd
Chris Wood CM,2.5 - 5,Nottingham Forest v Man Utd
Bruno Fernandes CM,20 - 24,Nottingham Forest v Man Utd
Manuel Ugarte CM,20 - 24,Nottingham Forest v Man Utd
Casemiro CM,18 - 22,Nottingham Forest v Man Utd
Luke Shaw CM,17 - 21,Nottingham Forest v Man Utd
Ayden Heaven CM,12 - 16,Nottingham Forest v Man Utd
Diogo Dalot CM,12 - 16,Nottingham Forest v Man Utd
Harry Maguire CM,12 - 16,Nottingham Forest v Man Utd
Kobbie Mainoo CM,11 - 15,Nottingham Forest v Man Utd
Leny Yoro CM,11 - 15,Nottingham Forest v Man Utd
Patrick Dorgu CM,11 - 15,Nottingham Forest v Man Utd
Amad Diallo CM,11 - 15,Nottingham Forest v Man Utd
Matthijs de Ligt CM,10 - 14,Nottingham Forest v Man Utd
Matheus Cunha CM,11 - 15,Nottingham Forest v Man Utd
Joshua Zirkzee CM,10 - 14,Nottingham Forest v Man Utd
Tyrell Malacia CM,11 - 15,Nottingham Forest v Man Utd
Mason Mount CM,8 - 12,Nottingham Forest v Man Utd
Bryan Mbeumo CM,7 - 10,Nottingham Forest v Man Utd
Noussair Mazraoui CM,7 - 10,Nottingham Forest v Man Utd
Benjamin Sesko CM,6 - 9,Nottingham Forest v Man Utd
Senne Lammens CM,5 - 8,Nottingham Forest v Man Utd
Rodrigo Bentancur CM,25 - 29,Tottenham v Chelsea
Cristian Romero CM,18 - 22,Tottenham v Chelsea
Joao Palhinha CM,18 - 22,Tottenham v Chelsea
Xavi Simons CM,15 - 19,Tottenham v Chelsea
Richarlison CM,13 - 17,Tottenham v Chelsea
Lucas Bergvall CM,13 - 17,Tottenham v Chelsea
Destiny Udogie CM,13 - 17,Tottenham v Chelsea
Pape Sarr CM,12 - 16,Tottenham v Chelsea
Kevin Danso CM,11 - 15,Tottenham v Chelsea
Micky van de Ven CM,11 - 15,Tottenham v Chelsea
Mohammed Kudus CM,9 - 13,Tottenham v Chelsea
Brennan Johnson CM,8 - 12,Tottenham v Chelsea
Pedro Porro CM,8 - 12,Tottenham v Chelsea
Mathys Tel CM,8 - 12,Tottenham v Chelsea
Djed Spence CM,8 - 12,Tottenham v Chelsea
Archie Gray CM,8 - 12,Tottenham v Chelsea
Randal Kolo Muani CM,7 - 10,Tottenham v Chelsea
Dane Scarlett CM,6 - 9,Tottenham v Chelsea
Wilson Odobert CM,6 - 9,Tottenham v Chelsea
Romeo Lavia CM,21 - 25,Tottenham v Chelsea
Moises Caicedo CM,21 - 25,Tottenham v Chelsea
Wesley Fofana CM,20 - 24,Tottenham v Chelsea
Facundo Buonanotte CM,20 - 24,Tottenham v Chelsea
Enzo Fernandez CM,18 - 22,Tottenham v Chelsea
Marc Cucurella CM,17 - 21,Tottenham v Chelsea
Jorrel Hato CM,17 - 21,Tottenham v Chelsea
Andrey Santos CM,18 - 22,Tottenham v Chelsea
Pedro Neto CM,13 - 17,Tottenham v Chelsea
Josh Acheampong CM,13 - 17,Tottenham v Chelsea
Trevoh Chalobah CM,13 - 17,Tottenham v Chelsea
Tosin Adarabioyo CM,13 - 17,Tottenham v Chelsea
Joao Pedro CM,13 - 17,Tottenham v Chelsea
Estevao CM,13 - 17,Tottenham v Chelsea
Reece James CM,11 - 15,Tottenham v Chelsea
Malo Gusto CM,11 - 15,Tottenham v Chelsea
Marc Guiu CM,11 - 15,Tottenham v Chelsea
Alejandro Garnacho CM,10 - 14,Tottenham v Chelsea
Tyrique George CM,8 - 12,Tottenham v Chelsea
Jamie Gittens CM,8 - 12,Tottenham v Chelsea
Conor Bradley CM,15 - 19,Liverpool v Aston Villa
Alexis MacAllister CM,14 - 18,Liverpool v Aston Villa
Milos Kerkez CM,13 - 17,Liverpool v Aston Villa
Ibrahima Konate CM,12 - 16,Liverpool v Aston Villa
Dominik Szoboszlai CM,11 - 15,Liverpool v Aston Villa
Joe Gomez CM,10 - 14,Liverpool v Aston Villa
Virgil van Dijk CM,9 - 13,Liverpool v Aston Villa
Florian Wirtz CM,8 - 12,Liverpool v Aston Villa
Andrew Robertson CM,8 - 12,Liverpool v Aston Villa
Curtis Jones CM,7 - 10,Liverpool v Aston Villa
Hugo Ekitike CM,5 - 8,Liverpool v Aston Villa
Cody Gakpo CM,5 - 8,Liverpool v Aston Villa
Federico Chiesa CM,5 - 8,Liverpool v Aston Villa
Rio Ngumoha CM,5 - 8,Liverpool v Aston Villa
Giorgi Mamardashvili CM,5 - 8,Liverpool v Aston Villa
Mohamed Salah CM,2.5 - 5,Liverpool v Aston Villa
Ryan Gravenberch CM,13 - 17,Liverpool v Aston Villa
Ian Maatsen CM,18 - 22,Liverpool v Aston Villa
Matty Cash CM,16 - 20,Liverpool v Aston Villa
Boubacar Kamara CM,16 - 20,Liverpool v Aston Villa
Morgan Rogers CM,15 - 19,Liverpool v Aston Villa
Amadou Onana CM,15 - 19,Liverpool v Aston Villa
Tyrone Mings CM,15 - 19,Liverpool v Aston Villa
Lucas Digne CM,13 - 17,Liverpool v Aston Villa
John McGinn CM,13 - 17,Liverpool v Aston Villa
Emiliano Buendia CM,10 - 14,Liverpool v Aston Villa
Ezri Konsa CM,10 - 14,Liverpool v Aston Villa
Pau Torres CM,9 - 13,Liverpool v Aston Villa
Emiliano Martinez CM,12 - 16,Liverpool v Aston Villa
Marco Bizot CM,7 - 11,Liverpool v Aston Villa
Donyell Malen CM,7 - 11,Liverpool v Aston Villa
Evann Guessand CM,6 - 9,Liverpool v Aston Villa
Ollie Watkins CM,4 - 7,Liverpool v Aston Villa
Jadon Sancho CM,3 - 6,Liverpool v Aston Villa
Lucas Paqueta CM,20 - 24,West Ham v Newcastle
Soungoutou Magassa CM,16 - 20,West Ham v Newcastle
Andy Irving CM,16 - 20,West Ham v Newcastle
Tomas Soucek CM,15 - 19,West Ham v Newcastle
Konstantinos Mavropanos CM,14 - 18,West Ham v Newcastle
Mateus Fernandes CM,13 - 17,West Ham v Newcastle
El Hadji Malick Diouf CM,12 - 16,West Ham v Newcastle
Oliver Scarles CM,12 - 16,West Ham v Newcastle
Jean-Clair Todibo CM,10 - 14,West Ham v Newcastle
Max Kilman CM,10 - 14,West Ham v Newcastle
Crysencio Summerville CM,9 - 13,West Ham v Newcastle
Aaron Wan-Bissaka CM,8 - 12,West Ham v Newcastle
Kyle Walker-Peters CM,8 - 12,West Ham v Newcastle
Callum Wilson CM,8 - 12,West Ham v Newcastle
Niclas Fullkrug CM,4 - 7,West Ham v Newcastle
Alphonse Areola CM,6 - 9,West Ham v Newcastle
Jarrod Bowen CM,3 - 6,West Ham v Newcastle
Joelinton CM,13 - 17,West Ham v Newcastle
Bruno Guimaraes CM,12 - 16,West Ham v Newcastle
Fabian Schar CM,11 - 15,West Ham v Newcastle
Dan Burn CM,11 - 15,West Ham v Newcastle
Sandro Tonali CM,10 - 14,West Ham v Newcastle
Anthony Gordon CM,9 - 13,West Ham v Newcastle
Malick Thiaw CM,7 - 11,West Ham v Newcastle
Nick Woltemade CM,6 - 9,West Ham v Newcastle
Sven Botman CM,6 - 9,West Ham v Newcastle
Kieran Trippier CM,6 - 9,West Ham v Newcastle
Lewis Miley CM,5 - 8,West Ham v Newcastle
Nick Pope CM,6 - 9,West Ham v Newcastle
Jacob Murphy CM,3 - 6,West Ham v Newcastle
Harvey Barnes CM,2.5 - 5,West Ham v Newcastle
Anthony Elanga CM,2.5 - 5,West Ham v Newcastle
Rodri CM,11 - 15,Man City v Bournemouth
Nicolas Gonzalez CM,11 - 15,Man City v Bournemouth
Bernardo Silva CM,11 - 15,Man City v Bournemouth
Mateo Kovacic CM,10 - 14,Man City v Bournemouth
Matheus Nunes CM,8 - 12,Man City v Bournemouth
Ruben Dias CM,6 - 9,Man City v Bournemouth
John Stones CM,6 - 9,Man City v Bournemouth
Savinho CM,5 - 8,Man City v Bournemouth
Josko Gvardiol CM,5 - 8,Man City v Bournemouth
Nico O'Reilly CM,5 - 8,Man City v Bournemouth
Rico Lewis CM,3 - 6,Man City v Bournemouth
Nathan Ake CM,3 - 6,Man City v Bournemouth
Gianluigi Donnarumma CM,5 - 8,Man City v Bournemouth
Oscar Bobb CM,3 - 6,Man City v Bournemouth
Phil Foden CM,3 - 6,Man City v Bournemouth
Rayan Cherki CM,3 - 6,Man City v Bournemouth
Omar Marmoush CM,3 - 6,Man City v Bournemouth
Tijani Reijnders CM,3 - 6,Man City v Bournemouth
Jeremy Doku CM,2.5 - 5,Man City v Bournemouth
Erling Haaland CM,2.5 - 5,Man City v Bournemouth
Marcos Senesi CM,19 - 23,Man City v Bournemouth
Tyler Adams CM,17 - 21,Man City v Bournemouth
Ryan Christie CM,16 - 20,Man City v Bournemouth
Alex Scott CM,15 - 19,Man City v Bournemouth
Lewis Cook CM,15 - 19,Man City v Bournemouth
Veljko Milosavljevic CM,15 - 19,Man City v Bournemouth
Amine Adli CM,12 - 16,Man City v Bournemouth
Bafode Diakite CM,12 - 16,Man City v Bournemouth
Alex Jimenez CM,12 - 16,Man City v Bournemouth
David Brooks CM,10 - 14,Man City v Bournemouth
Ben Doak CM,10 - 14,Man City v Bournemouth
Justin Kluivert CM,9 - 13,Man City v Bournemouth
Antoine Semenyo CM,9 - 13,Man City v Bournemouth
Eli Junior Kroupi CM,7 - 10,Man City v Bournemouth
Marcus Tavernier CM,7 - 10,Man City v Bournemouth
Adrien Truffert CM,7 - 10,Man City v Bournemouth
Djordje Petrovic CM,6 - 9,Man City v Bournemouth
Evanilson CM,8 - 12,Man City v Bournemouth
Granit Xhaka CM,11 - 15,Sunderland v Everton
Arthur Masuaku CM,11 - 15,Sunderland v Everton
Luke O'Nien CM,11 - 15,Sunderland v Everton
Reinildo Mandava CM,11 - 15,Sunderland v Everton
Nordi Mukiele CM,11 - 15,Sunderland v Everton
Daniel Ballard CM,11 - 15,Sunderland v Everton
Trai Hume CM,10 - 14,Sunderland v Everton
Noah Sadiki CM,10 - 14,Sunderland v Everton
Omar Alderete CM,10 - 14,Sunderland v Everton
Wilson Isidor CM,10 - 14,Sunderland v Everton
Bertrand Traore CM,8 - 12,Sunderland v Everton
Brian Brobbey CM,8 - 12,Sunderland v Everton
Lutsharel Geertruida CM,6 - 9,Sunderland v Everton
Chris Rigg CM,5 - 8,Sunderland v Everton
Dan Neil CM,5 - 8,Sunderland v Everton
Enzo Le Fee CM,5 - 8,Sunderland v Everton
Chemsdine Talbi CM,5 - 8,Sunderland v Everton
Eliezer Mayenda CM,4 - 7,Sunderland v Everton
Simon Adingra CM,3 - 6,Sunderland v Everton
Robin Roefs CM,3 - 6,Sunderland v Everton
Tim Iroegbunam CM,16 - 20,Sunderland v Everton
Jack Grealish CM,12 - 16,Sunderland v Everton
Idrissa Gueye CM,12 - 16,Sunderland v Everton
James Garner CM,12 - 16,Sunderland v Everton
James Tarkowski CM,11 - 15,Sunderland v Everton
Kiernan Dewsbury-Hall CM,10 - 14,Sunderland v Everton
Jake O'Brien CM,10 - 14,Sunderland v Everton
Merlin Rohl CM,9 - 13,Sunderland v Everton
Carlos Alcaraz CM,9 - 13,Sunderland v Everton
Tyler Dibling CM,8 - 12,Sunderland v Everton
Michael Keane CM,8 - 12,Sunderland v Everton
Vitaliy Mykolenko CM,8 - 12,Sunderland v Everton
Thierno Barry CM,7 - 10,Sunderland v Everton
Iliman Ndiaye CM,7 - 10,Sunderland v Everton
Seamus Coleman CM,6 - 9,Sunderland v Everton
Jordan Pickford CM,8 - 12,Sunderland v Everton
Dwight McNeil CM,5 - 8,Sunderland v Everton
Beto CM,5 - 8,Sunderland v Everton
Adam Aznou CM,3 - 6,Sunderland v Everton
