card_names,card_odds,contest
Maxime Esteve CM,9 - 13,Bournemouth v Burnley
Armando Broja CM,6 - 9,Bournemouth v Burnley
Jacob Bruun Larsen CM,6 - 9,Bournemouth v Burnley
Martin Dubravka CM,4 - 7,Bournemouth v Burnley
Joel Veltman CM,11 - 15,Brighton v Sunderland
Jan Paul van Hecke CM,10 - 14,Brighton v Sunderland
Mats Wieffer CM,9 - 13,Brighton v Sunderland
Brajan Gruda CM,8 - 12,Brighton v Sunderland
Yankuba Minteh CM,7 - 10,Brighton v Sunderland
Maxime De Cuyper CM,7 - 10,Brighton v Sunderland
Olivier Boscagli CM,7 - 10,Brighton v Sunderland
Danny Welbeck CM,6 - 9,Brighton v Sunderland
Georginio Rutter CM,6 - 9,Brighton v Sunderland
Kaoru Mitoma CM,6 - 9,Brighton v Sunderland
Jack Hinshelwood CM,6 - 9,Brighton v Sunderland
Ferdi Kadioglu CM,5 - 8,Brighton v Sunderland
Yasin Ayari CM,5 - 8,Brighton v Sunderland
Charalampos Kostoulas CM,4 - 7,Brighton v Sunderland
Bart Verbruggen CM,6 - 9,Brighton v Sunderland
Daniel Ballard CM,18 - 22,Brighton v Sunderland
Nordi Mukiele CM,15 - 19,Brighton v Sunderland
Granit Xhaka CM,13 - 17,Brighton v Sunderland
Trai Hume CM,12 - 16,Brighton v Sunderland
Brian Brobbey CM,11 - 15,Brighton v Sunderland
Omar Alderete CM,11 - 15,Brighton v Sunderland
Wilson Isidor CM,9 - 13,Brighton v Sunderland
Eliezer Mayenda CM,7 - 10,Brighton v Sunderland
Romaine Mundle CM,7 - 10,Brighton v Sunderland
Enzo Le Fee CM,6 - 9,Brighton v Sunderland
Chris Rigg CM,6 - 9,Brighton v Sunderland
Lutsharel Geertruida CM,6 - 9,Brighton v Sunderland
Dan Neil CM,6 - 9,Brighton v Sunderland
Simon Adingra CM,3 - 6,Brighton v Sunderland
Robin Roefs CM,4 - 7,Brighton v Sunderland
Nico Gonzalez CM,10 - 14,Man City v West Ham
Bernardo Silva CM,10 - 14,Man City v West Ham
Abdukodir Khusanov CM,7 - 11,Man City v West Ham
Ruben Dias CM,6 - 9,Man City v West Ham
Savinho CM,6 - 9,Man City v West Ham
Matheus Nunes CM,6 - 9,Man City v West Ham
Rico Lewis CM,5 - 8,Man City v West Ham
Nathan Ake CM,5 - 8,Man City v West Ham
Tijjani Reijnders CM,5 - 8,Man City v West Ham
Nico O'Reilly CM,5 - 8,Man City v West Ham
Josko Gvardiol CM,5 - 8,Man City v West Ham
John Stones CM,5 - 8,Man City v West Ham
Gianluigi Donnarumma CM,5 - 8,Man City v West Ham
Phil Foden CM,3 - 6,Man City v West Ham
Rayan Cherki CM,3 - 6,Man City v West Ham
Erling Haaland CM,2 - 4,Man City v West Ham
Oscar Bobb CM,2 - 4,Man City v West Ham
Lucas Paqueta CM,20 - 24,Man City v West Ham
Soungoutou Magassa CM,18 - 22,Man City v West Ham
Konstantinos Mavropanos CM,13 - 17,Man City v West Ham
Jean-Clair Todibo CM,10 - 14,Man City v West Ham
Crysencio Summerville CM,10 - 14,Man City v West Ham
Tomas Soucek CM,10 - 14,Man City v West Ham
Igor Julio CM,10 - 14,Man City v West Ham
Oliver Scarles CM,10 - 14,Man City v West Ham
Freddie Potts CM,10 - 14,Man City v West Ham
Max Kilman CM,8 - 12,Man City v West Ham
Guido Rodriguez CM,8 - 12,Man City v West Ham
Mateus Fernandes CM,8 - 12,Man City v West Ham
Kyle Walker-Peters CM,8 - 12,Man City v West Ham
Callum Wilson CM,6 - 9,Man City v West Ham
Jarrod Bowen CM,3 - 6,Man City v West Ham
Niclas Fullkrug CM,3 - 6,Man City v West Ham
Alphonse Areola CM,5 - 8,Man City v West Ham
Joao Gomes CM,22 - 26,Wolves v Brentford
Ladislav Krejci CM,17 - 21,Wolves v Brentford
Toti Gomes CM,12 - 16,Wolves v Brentford
Andre CM,12 - 16,Wolves v Brentford
Matt Doherty CM,11 - 15,Wolves v Brentford
Ki-Jana Hoever CM,11 - 15,Wolves v Brentford
Jorgen Strand Larsen CM,9 - 13,Wolves v Brentford
David Moller Wolfe CM,9 - 13,Wolves v Brentford
Santiago Bueno CM,9 - 13,Wolves v Brentford
Hwang Hee-chan CM,7 - 11,Wolves v Brentford
Sam Johnstone CM,7 - 11,Wolves v Brentford
Jordan Henderson CM,12 - 16,Wolves v Brentford
Aaron Hickey CM,12 - 16,Wolves v Brentford
Igor Thiago CM,11 - 15,Wolves v Brentford
Vitaly Janelt CM,11 - 15,Wolves v Brentford
Kevin Schade CM,10 - 14,Wolves v Brentford
Mathias Jensen CM,10 - 14,Wolves v Brentford
Nathan Collins CM,10 - 14,Wolves v Brentford
Michael Kayode CM,9 - 13,Wolves v Brentford
Sepp van den Berg CM,9 - 13,Wolves v Brentford
Keane Lewis-Potter CM,7 - 10,Wolves v Brentford
Caoimhin Kelleher CM,4 - 7,Wolves v Brentford
Rodrigo Bentancur CM,26 - 30,Tottenham v Liverpool
Cristian Romero CM,21 - 25,Tottenham v Liverpool
Joao Palhinha CM,19 - 23,Tottenham v Liverpool
Richarlison CM,15 - 19,Tottenham v Liverpool
Pape Sarr CM,15 - 19,Tottenham v Liverpool
Lucas Bergvall CM,13 - 17,Tottenham v Liverpool
Kevin Danso CM,12 - 16,Tottenham v Liverpool
Xavi Simons CM,11 - 15,Tottenham v Liverpool
Micky van de Ven CM,11 - 15,Tottenham v Liverpool
Pedro Porro CM,9 - 13,Tottenham v Liverpool
Mohammed Kudus CM,9 - 13,Tottenham v Liverpool
Brennan Johnson CM,8 - 12,Tottenham v Liverpool
Djed Spence CM,8 - 12,Tottenham v Liverpool
Mathys Tel CM,7 - 11,Tottenham v Liverpool
Wilson Odobert CM,7 - 10,Tottenham v Liverpool
Randal Kolo Muani CM,7 - 10,Tottenham v Liverpool
Archie Gray CM,6 - 9,Tottenham v Liverpool
Guglielmo Vicario CM,6 - 9,Tottenham v Liverpool
Conor Bradley CM,17 - 21,Tottenham v Liverpool
Alexis MacAllister CM,15 - 19,Tottenham v Liverpool
Ryan Gravenberch CM,15 - 19,Tottenham v Liverpool
Ibrahima Konate CM,12 - 16,Tottenham v Liverpool
Milos Kerkez CM,12 - 16,Tottenham v Liverpool
Joe Gomez CM,12 - 16,Tottenham v Liverpool
Virgil van Dijk CM,11 - 15,Tottenham v Liverpool
Dominik Szoboszlai CM,9 - 13,Tottenham v Liverpool
Curtis Jones CM,8 - 12,Tottenham v Liverpool
Andrew Robertson CM,8 - 12,Tottenham v Liverpool
Florian Wirtz CM,8 - 12,Tottenham v Liverpool
Hugo Ekitike CM,6 - 9,Tottenham v Liverpool
Alexander Isak CM,5 - 8,Tottenham v Liverpool
Alisson CM,3 - 6,Tottenham v Liverpool
Tim Iroegbunam CM,20 - 24,Everton v Arsenal
Elijah Campbell CM,13 - 17,Everton v Arsenal
James Garner CM,13 - 17,Everton v Arsenal
Jack Grealish CM,12 - 16,Everton v Arsenal
James Tarkowski CM,12 - 16,Everton v Arsenal
Thierno Barry CM,11 - 15,Everton v Arsenal
Carlos Alcaraz CM,11 - 15,Everton v Arsenal
Kiernan Dewsbury-Hall CM,11 - 15,Everton v Arsenal
Nathan Patterson CM,11 - 15,Everton v Arsenal
Vitaliy Mykolenko CM,8 - 12,Everton v Arsenal
Jake O'Brien CM,7 - 11,Everton v Arsenal
Tyler Dibling CM,6 - 9,Everton v Arsenal
Michael Keane CM,6 - 9,Everton v Arsenal
Dwight McNeil CM,5 - 8,Everton v Arsenal
Adam Aznou CM,3 - 6,Everton v Arsenal
Beto CM,3 - 6,Everton v Arsenal
Jordan Pickford CM,6 - 9,Everton v Arsenal
Christian Norgaard CM,16 - 20,Everton v Arsenal
Piero Hincapie CM,14 - 18,Everton v Arsenal
Gabriel Jesus CM,13 - 17,Everton v Arsenal
Martin Zubimendi CM,13 - 17,Everton v Arsenal
Mikel Merino CM,13 - 17,Everton v Arsenal
Declan Rice CM,12 - 16,Everton v Arsenal
Riccardo Calafiori CM,12 - 16,Everton v Arsenal
Myles Lewis-Skelly CM,9 - 13,Everton v Arsenal
Ben White CM,9 - 13,Everton v Arsenal
Jurrien Timber CM,8 - 12,Everton v Arsenal
William Saliba CM,8 - 12,Everton v Arsenal
Martin Odegaard CM,7 - 11,Everton v Arsenal
Bukayo Saka CM,7 - 11,Everton v Arsenal
Viktor Gyokeres CM,7 - 10,Everton v Arsenal
Eberechi Eze CM,7 - 10,Everton v Arsenal
Noni Madueke CM,7 - 10,Everton v Arsenal
Leandro Trossard CM,7 - 10,Everton v Arsenal
Gabriel Martinelli CM,6 - 9,Everton v Arsenal
Ethan Nwaneri CM,6 - 9,Everton v Arsenal
David Raya CM,5 - 8,Everton v Arsenal
Ethan Ampadu CM,16 - 20,Leeds v Crystal Palace
Jayden Bogle CM,16 - 20,Leeds v Crystal Palace
Wilfried Gnonto CM,12 - 16,Leeds v Crystal Palace
Jaka Bijol CM,11 - 15,Leeds v Crystal Palace
James Justin CM,10 - 14,Leeds v Crystal Palace
Anton Stach CM,10 - 14,Leeds v Crystal Palace
Ilia Gruev CM,9 - 13,Leeds v Crystal Palace
Ao Tanaka CM,8 - 12,Leeds v Crystal Palace
Pascal Struijk CM,8 - 12,Leeds v Crystal Palace
Lukas Nmecha CM,6 - 9,Leeds v Crystal Palace
Gabriel Gudmondsson CM,6 - 9,Leeds v Crystal Palace
Joe Rodon CM,6 - 9,Leeds v Crystal Palace
Dominic Calvert-Lewin CM,5 - 8,Leeds v Crystal Palace
Joel Piroe CM,5 - 8,Leeds v Crystal Palace
Noah Okafor CM,5 - 8,Leeds v Crystal Palace
Brenden Aaronson CM,3 - 6,Leeds v Crystal Palace
Lucas Perri CM,5 - 8,Leeds v Crystal Palace
Jack Harrison CM,2 - 4,Leeds v Crystal Palace
Will Hughes CM,18 - 22,Leeds v Crystal Palace
Jefferson Lerma CM,15 - 19,Leeds v Crystal Palace
Yeremy Pino CM,13 - 17,Leeds v Crystal Palace
Eddie Nketiah CM,11 - 15,Leeds v Crystal Palace
Christantus Uche CM,10 - 14,Leeds v Crystal Palace
Marc Guehi CM,10 - 14,Leeds v Crystal Palace
Jaydee Canvot CM,9 - 13,Leeds v Crystal Palace
Borna Sosa CM,9 - 13,Leeds v Crystal Palace
Nathaniel Clyne CM,9 - 13,Leeds v Crystal Palace
Maxence Lacroix CM,7 - 10,Leeds v Crystal Palace
Chris Richards CM,7 - 10,Leeds v Crystal Palace
Romaine Esse CM,6 - 9,Leeds v Crystal Palace
Adam Wharton CM,6 - 9,Leeds v Crystal Palace
Tyrick Mitchell CM,6 - 9,Leeds v Crystal Palace
Jean-Philippe Mateta CM,5 - 8,Leeds v Crystal Palace
Justin Devenny CM,5 - 8,Leeds v Crystal Palace
Dean Henderson CM,7 - 10,Leeds v Crystal Palace
Boubacar Kamara CM,12 - 16,Aston Villa v Man Utd
Matty Cash CM,11 - 15,Aston Villa v Man Utd
Morgan Rogers CM,11 - 15,Aston Villa v Man Utd
Amadou Onana CM,11 - 15,Aston Villa v Man Utd
Lamare Bogarde CM,10 - 14,Aston Villa v Man Utd
John McGinn CM,10 - 14,Aston Villa v Man Utd
Ian Maatsen CM,10 - 14,Aston Villa v Man Utd
Youri Tielemans CM,9 - 13,Aston Villa v Man Utd
Lucas Digne CM,7 - 11,Aston Villa v Man Utd
Ezri Konsa CM,7 - 11,Aston Villa v Man Utd
Andres Garcia CM,7 - 11,Aston Villa v Man Utd
Donyell Malen CM,7 - 10,Aston Villa v Man Utd
Emiliano Buendia CM,7 - 10,Aston Villa v Man Utd
Victor Lindelof CM,6 - 9,Aston Villa v Man Utd
Ollie Watkins CM,6 - 9,Aston Villa v Man Utd
Emiliano Martinez CM,6 - 9,Aston Villa v Man Utd
Evann Guessand CM,5 - 8,Aston Villa v Man Utd
Marco Bizot CM,7 - 11,Aston Villa v Man Utd
Jadon Sancho CM,3 - 6,Aston Villa v Man Utd
Pau Torres CM,7 - 10,Aston Villa v Man Utd
Manuel Ugarte CM,21 - 25,Aston Villa v Man Utd
Tyrell Malacia CM,17 - 21,Aston Villa v Man Utd
Lisandro Martinez CM,16 - 20,Aston Villa v Man Utd
Patrick Dorgu CM,14 - 18,Aston Villa v Man Utd
Luke Shaw CM,14 - 18,Aston Villa v Man Utd
Ayden Heaven CM,12 - 16,Aston Villa v Man Utd
Bruno Fernandes CM,11 - 15,Aston Villa v Man Utd
Diogo Dalot CM,11 - 15,Aston Villa v Man Utd
Leny Yoro CM,11 - 15,Aston Villa v Man Utd
Kobbie Mainoo CM,10 - 14,Aston Villa v Man Utd
Matthijs de Ligt CM,9 - 13,Aston Villa v Man Utd
Matheus Cunha CM,8 - 12,Aston Villa v Man Utd
Mason Mount CM,7 - 11,Aston Villa v Man Utd
Joshua Zirkzee CM,7 - 10,Aston Villa v Man Utd
Benjamin Sesko CM,5 - 8,Aston Villa v Man Utd
Senne Lammens CM,4 - 7,Aston Villa v Man Utd
Harry Maguire CM,14 - 18,Aston Villa v Man Utd
Sasa Lukic CM,18 - 22,Fulham v Nottingham Forest
Harrison Reed CM,12 - 16,Fulham v Nottingham Forest
Issa Diop CM,12 - 16,Fulham v Nottingham Forest
Joachim Andersen CM,12 - 16,Fulham v Nottingham Forest
Sander Berge CM,10 - 14,Fulham v Nottingham Forest
Kenny Tete CM,10 - 14,Fulham v Nottingham Forest
Tom Cairney CM,9 - 13,Fulham v Nottingham Forest
Jorge Cuenca CM,9 - 13,Fulham v Nottingham Forest
Raul Jimenez CM,9 - 13,Fulham v Nottingham Forest
Kevin CM,9 - 13,Fulham v Nottingham Forest
Harry Wilson CM,9 - 13,Fulham v Nottingham Forest
Joshua King CM,7 - 11,Fulham v Nottingham Forest
Timothy Castagne CM,7 - 11,Fulham v Nottingham Forest
Adama Traore CM,7 - 10,Fulham v Nottingham Forest
Bernd Leno CM,8 - 12,Fulham v Nottingham Forest
Antonee Robinson CM,7 - 10,Fulham v Nottingham Forest
Emile Smith Rowe CM,4 - 7,Fulham v Nottingham Forest
Morato CM,16 - 20,Fulham v Nottingham Forest
Douglas Luiz CM,14 - 18,Fulham v Nottingham Forest
Elliot Anderson CM,13 - 17,Fulham v Nottingham Forest
Morgan Gibbs-White CM,12 - 16,Fulham v Nottingham Forest
Neco Williams CM,11 - 15,Fulham v Nottingham Forest
Zach Abbott CM,10 - 14,Fulham v Nottingham Forest
Nicolo Savona CM,10 - 14,Fulham v Nottingham Forest
Igor Jesus CM,9 - 13,Fulham v Nottingham Forest
Oleksandr Zinchenko CM,9 - 13,Fulham v Nottingham Forest
Murillo CM,9 - 13,Fulham v Nottingham Forest
Nikola Milenkovic CM,9 - 13,Fulham v Nottingham Forest
James McAtee CM,7 - 10,Fulham v Nottingham Forest
Dan Ndoye CM,7 - 10,Fulham v Nottingham Forest
Omari Hutchinson CM,6 - 9,Fulham v Nottingham Forest
Arnaud Kalimuendo CM,6 - 9,Fulham v Nottingham Forest
Matz Sels CM,5 - 8,Fulham v Nottingham Forest
John Victor CM,4 - 7,Fulham v Nottingham Forest
Callum Hudson-Odoi CM,3 - 6,Fulham v Nottingham Forest
Marcos Senesi CM,15 - 19,Bournemouth v Burnley
Julian Araujo CM,13 - 17,Bournemouth v Burnley
Tyler Adams CM,13 - 17,Bournemouth v Burnley
David Brooks CM,12 - 16,Bournemouth v Burnley
Alex Scott CM,12 - 16,Bournemouth v Burnley
Justin Kluivert CM,11 - 15,Bournemouth v Burnley
Adam Smith CM,11 - 15,Bournemouth v Burnley
Amine Adli CM,10 - 14,Bournemouth v Burnley
Bafode Diakite CM,9 - 13,Bournemouth v Burnley
Antoine Semenyo CM,8 - 12,Bournemouth v Burnley
James Hill CM,7 - 10,Bournemouth v Burnley
Alejandro Jimenez CM,7 - 10,Bournemouth v Burnley
Evanilson CM,6 - 9,Bournemouth v Burnley
Enes Unal CM,6 - 9,Bournemouth v Burnley
Adrien Truffert CM,6 - 9,Bournemouth v Burnley
Marcus Tavernier CM,5 - 8,Bournemouth v Burnley
Julio Soler CM,5 - 8,Bournemouth v Burnley
Eli Junior Kroupi CM,4 - 7,Bournemouth v Burnley
Djordje Petrovic CM,3 - 6,Bournemouth v Burnley
Lesley Ugochukwu CM,23 - 27,Bournemouth v Burnley
Josh Cullen CM,18 - 22,Bournemouth v Burnley
Florentino Luis CM,16 - 20,Bournemouth v Burnley
Josh Laurent CM,15 - 19,Bournemouth v Burnley
Joe Worrall CM,15 - 19,Bournemouth v Burnley
Jaidon Anthony CM,12 - 16,Bournemouth v Burnley
Oliver Sonne CM,12 - 16,Bournemouth v Burnley
Quilindschy Hartman CM,12 - 16,Bournemouth v Burnley
Zian Flemming CM,9 - 13,Bournemouth v Burnley
Marcus Edwards CM,9 - 13,Bournemouth v Burnley
Hjalmar Ekdal CM,9 - 13,Bournemouth v Burnley
Maxime Esteve CM,9 - 13,Bournemouth v Burnley
Armando Broja CM,6 - 9,Bournemouth v Burnley
Jacob Bruun Larsen CM,6 - 9,Bournemouth v Burnley
Martin Dubravka CM,4 - 7,Bournemouth v Burnley
Joel Veltman CM,11 - 15,Brighton v Sunderland
Jan Paul van Hecke CM,10 - 14,Brighton v Sunderland
Mats Wieffer CM,9 - 13,Brighton v Sunderland
Brajan Gruda CM,8 - 12,Brighton v Sunderland
Yankuba Minteh CM,7 - 10,Brighton v Sunderland
Maxime De Cuyper CM,7 - 10,Brighton v Sunderland
Olivier Boscagli CM,7 - 10,Brighton v Sunderland
Danny Welbeck CM,6 - 9,Brighton v Sunderland
Georginio Rutter CM,6 - 9,Brighton v Sunderland
Kaoru Mitoma CM,6 - 9,Brighton v Sunderland
Jack Hinshelwood CM,6 - 9,Brighton v Sunderland
Ferdi Kadioglu CM,5 - 8,Brighton v Sunderland
Yasin Ayari CM,5 - 8,Brighton v Sunderland
Charalampos Kostoulas CM,4 - 7,Brighton v Sunderland
Bart Verbruggen CM,6 - 9,Brighton v Sunderland
Daniel Ballard CM,18 - 22,Brighton v Sunderland
Nordi Mukiele CM,15 - 19,Brighton v Sunderland
Granit Xhaka CM,13 - 17,Brighton v Sunderland
Trai Hume CM,12 - 16,Brighton v Sunderland
Brian Brobbey CM,10 - 14,Brighton v Sunderland
Omar Alderete CM,10 - 14,Brighton v Sunderland
Wilson Isidor CM,9 - 13,Brighton v Sunderland
Eliezer Mayenda CM,7 - 10,Brighton v Sunderland
Romaine Mundle CM,7 - 10,Brighton v Sunderland
Enzo Le Fee CM,6 - 9,Brighton v Sunderland
Chris Rigg CM,6 - 9,Brighton v Sunderland
Lutsharel Geertruida CM,6 - 9,Brighton v Sunderland
Dan Neil CM,6 - 9,Brighton v Sunderland
Simon Adingra CM,2.5 - 5,Brighton v Sunderland
Robin Roefs CM,4 - 7,Brighton v Sunderland
Nico Gonzalez CM,9 - 13,Man City v West Ham
Bernardo Silva CM,9 - 13,Man City v West Ham
Abdukodir Khusanov CM,7 - 10,Man City v West Ham
Ruben Dias CM,6 - 9,Man City v West Ham
Savinho CM,6 - 9,Man City v West Ham
Matheus Nunes CM,7 - 10,Man City v West Ham
Rico Lewis CM,4 - 7,Man City v West Ham
Nathan Ake CM,4 - 7,Man City v West Ham
Tijjani Reijnders CM,4 - 7,Man City v West Ham
Nico O'Reilly CM,4 - 7,Man City v West Ham
Josko Gvardiol CM,4 - 7,Man City v West Ham
John Stones CM,4 - 7,Man City v West Ham
Gianluigi Donnarumma CM,4 - 7,Man City v West Ham
Phil Foden CM,3 - 6,Man City v West Ham
Rayan Cherki CM,3 - 6,Man City v West Ham
Erling Haaland CM,2 - 4,Man City v West Ham
Oscar Bobb CM,2 - 4,Man City v West Ham
Lucas Paqueta CM,20 - 24,Man City v West Ham
Soungoutou Magassa CM,17 - 21,Man City v West Ham
Konstantinos Mavropanos CM,12 - 16,Man City v West Ham
Jean-Clair Todibo CM,10 - 14,Man City v West Ham
Crysencio Summerville CM,10 - 14,Man City v West Ham
Tomas Soucek CM,10 - 14,Man City v West Ham
Igor Julio CM,10 - 14,Man City v West Ham
Oliver Scarles CM,10 - 14,Man City v West Ham
Freddie Potts CM,10 - 14,Man City v West Ham
Max Kilman CM,8 - 12,Man City v West Ham
Guido Rodriguez CM,8 - 12,Man City v West Ham
Mateus Fernandes CM,8 - 12,Man City v West Ham
Kyle Walker-Peters CM,8 - 12,Man City v West Ham
Callum Wilson CM,6 - 9,Man City v West Ham
Jarrod Bowen CM,3 - 6,Man City v West Ham
Niclas Fullkrug CM,3 - 6,Man City v West Ham
Alphonse Areola CM,5 - 8,Man City v West Ham
Joao Gomes CM,21 - 25,Wolves v Brentford
Ladislav Krejci CM,16 - 20,Wolves v Brentford
Toti Gomes CM,12 - 16,Wolves v Brentford
Andre CM,12 - 16,Wolves v Brentford
Matt Doherty CM,11 - 15,Wolves v Brentford
Ki-Jana Hoever CM,11 - 15,Wolves v Brentford
Jorgen Strand Larsen CM,8 - 12,Wolves v Brentford
David Moller Wolfe CM,8 - 12,Wolves v Brentford
Santiago Bueno CM,8 - 12,Wolves v Brentford
Hwang Hee-chan CM,7 - 11,Wolves v Brentford
Sam Johnstone CM,7 - 10,Wolves v Brentford
Jordan Henderson CM,12 - 16,Wolves v Brentford
Aaron Hickey CM,12 - 16,Wolves v Brentford
Igor Thiago CM,11 - 15,Wolves v Brentford
Vitaly Janelt CM,11 - 15,Wolves v Brentford
Kevin Schade CM,10 - 14,Wolves v Brentford
Mathias Jensen CM,10 - 14,Wolves v Brentford
Nathan Collins CM,10 - 14,Wolves v Brentford
Michael Kayode CM,9 - 13,Wolves v Brentford
Sepp van den Berg CM,9 - 13,Wolves v Brentford
Keane Lewis-Potter CM,7 - 10,Wolves v Brentford
Caoimhin Kelleher CM,4 - 7,Wolves v Brentford
Rodrigo Bentancur CM,26 - 30,Tottenham v Liverpool
Cristian Romero CM,21 - 25,Tottenham v Liverpool
Joao Palhinha CM,19 - 23,Tottenham v Liverpool
Richarlison CM,15 - 19,Tottenham v Liverpool
Pape Sarr CM,15 - 19,Tottenham v Liverpool
Lucas Bergvall CM,14 - 18,Tottenham v Liverpool
Kevin Danso CM,12 - 16,Tottenham v Liverpool
Xavi Simons CM,11 - 15,Tottenham v Liverpool
Micky van de Ven CM,11 - 15,Tottenham v Liverpool
Pedro Porro CM,16 - 20,Tottenham v Liverpool
Mohammed Kudus CM,9 - 13,Tottenham v Liverpool
Brennan Johnson CM,9 - 13,Tottenham v Liverpool
Djed Spence CM,8 - 12,Tottenham v Liverpool
Mathys Tel CM,7 - 11,Tottenham v Liverpool
Wilson Odobert CM,7 - 10,Tottenham v Liverpool
Randal Kolo Muani CM,7 - 10,Tottenham v Liverpool
Archie Gray CM,6 - 9,Tottenham v Liverpool
Guglielmo Vicario CM,6 - 9,Tottenham v Liverpool
Conor Bradley CM,18 - 22,Tottenham v Liverpool
Alexis MacAllister CM,16 - 20,Tottenham v Liverpool
Ryan Gravenberch CM,16 - 20,Tottenham v Liverpool
Ibrahima Konate CM,13 - 17,Tottenham v Liverpool
Milos Kerkez CM,12 - 16,Tottenham v Liverpool
Joe Gomez CM,12 - 16,Tottenham v Liverpool
Virgil van Dijk CM,11 - 15,Tottenham v Liverpool
Dominik Szoboszlai CM,10 - 14,Tottenham v Liverpool
Curtis Jones CM,8 - 12,Tottenham v Liverpool
Andrew Robertson CM,8 - 12,Tottenham v Liverpool
Florian Wirtz CM,8 - 12,Tottenham v Liverpool
Hugo Ekitike CM,6 - 9,Tottenham v Liverpool
Alexander Isak CM,5 - 8,Tottenham v Liverpool
Alisson CM,3 - 6,Tottenham v Liverpool
Tim Iroegbunam CM,20 - 24,Everton v Arsenal
Elijah Campbell CM,13 - 17,Everton v Arsenal
James Garner CM,13 - 17,Everton v Arsenal
Jack Grealish CM,12 - 16,Everton v Arsenal
James Tarkowski CM,12 - 16,Everton v Arsenal
Thierno Barry CM,11 - 15,Everton v Arsenal
