card_names,card_odds,contest
Jack Hinshelwood CM,11 - 15,Brighton v Tottenham
Maxime De Cuyper CM,11 - 15,Brighton v Tottenham
Lewis Dunk CM,11 - 15,Brighton v Tottenham
Brajan Gruda CM,9 - 13,Brighton v Tottenham
Georginio Rutter CM,9 - 13,Brighton v Tottenham
Danny Welbeck CM,7 - 10,Brighton v Tottenham
Ferdi Kadioglu CM,7 - 10,Brighton v Tottenham
Kaoru Mitoma CM,6 - 9,Brighton v Tottenham
Bart Verbruggen CM,7 - 11,Brighton v Tottenham
Rodrigo Bentancur CM,28 - 32,Brighton v Tottenham
Joao Palhinha CM,23 - 27,Brighton v Tottenham
Cristian Romero CM,19 - 23,Brighton v Tottenham
Pape Sarr CM,15 - 19,Brighton v Tottenham
Lucas Bergvall CM,13 - 17,Brighton v Tottenham
Richarlison CM,12 - 16,Brighton v Tottenham
Xavi Simons CM,11 - 15,Brighton v Tottenham
Micky van de Ven CM,11 - 15,Brighton v Tottenham
Brennan Johnson CM,9 - 13,Brighton v Tottenham
Pedro Porro CM,9 - 13,Brighton v Tottenham
Ben Davies CM,9 - 13,Brighton v Tottenham
Mohammed Kudus CM,8 - 12,Brighton v Tottenham
Djed Spence CM,8 - 12,Brighton v Tottenham
Archie Gray CM,8 - 12,Brighton v Tottenham
Guglielmo Vicario CM,8 - 12,Brighton v Tottenham
Josh Cullen CM,16 - 20,Burnley v Nottingham Forest
Hannibal Mejbri CM,16 - 20,Burnley v Nottingham Forest
Josh Laurent CM,13 - 17,Burnley v Nottingham Forest
Lucas Pires CM,11 - 15,Burnley v Nottingham Forest
Bashir Humphreys CM,10 - 14,Burnley v Nottingham Forest
Hjalmar Ekdal CM,10 - 14,Burnley v Nottingham Forest
Lyle Foster CM,8 - 12,Burnley v Nottingham Forest
Jaidon Anthony CM,8 - 12,Burnley v Nottingham Forest
Quilindschy Hartman CM,8 - 12,Burnley v Nottingham Forest
Maxime Esteve CM,8 - 12,Burnley v Nottingham Forest
Loum Tchaouna CM,8 - 12,Burnley v Nottingham Forest
Kyle Walker CM,8 - 12,Burnley v Nottingham Forest
Joe Worrall CM,8 - 12,Burnley v Nottingham Forest
Zian Flemming CM,7 - 11,Burnley v Nottingham Forest
Marcus Edwards CM,5 - 8,Burnley v Nottingham Forest
Armando Broja CM,3 - 6,Burnley v Nottingham Forest
Martin Dubravka CM,3 - 6,Burnley v Nottingham Forest
Morgan Gibbs-White CM,19 - 23,Burnley v Nottingham Forest
Ryan Yates CM,15 - 19,Burnley v Nottingham Forest
Neco Williams CM,12 - 16,Burnley v Nottingham Forest
Douglas Luiz CM,12 - 16,Burnley v Nottingham Forest
Elliot Anderson CM,12 - 16,Burnley v Nottingham Forest
Ibrahim Sangare CM,12 - 16,Burnley v Nottingham Forest
Morato CM,11 - 15,Burnley v Nottingham Forest
Nicolo Savona CM,11 - 15,Burnley v Nottingham Forest
Nikola Milenkovic CM,10 - 14,Burnley v Nottingham Forest
Dan Ndoye CM,7 - 11,Burnley v Nottingham Forest
Arnaud Kalimuendo CM,7 - 10,Burnley v Nottingham Forest
Omari Hutchinson CM,7 - 10,Burnley v Nottingham Forest
James McAtee CM,7 - 10,Burnley v Nottingham Forest
Willy Boly CM,7 - 10,Burnley v Nottingham Forest
Matz Sels CM,7 - 10,Burnley v Nottingham Forest
Callum Hudson-Odoi CM,4 - 7,Burnley v Nottingham Forest
Chris Wood CM,4 - 7,Burnley v Nottingham Forest
Lucas Paqueta CM,19 - 23,West Ham v Crystal Palace
Soungoutou Magassa CM,17 - 21,West Ham v Crystal Palace
Igor Julio CM,15 - 19,West Ham v Crystal Palace
Andrew Irving CM,13 - 17,West Ham v Crystal Palace
El Hadji Malick Diouf CM,12 - 16,West Ham v Crystal Palace
Konstantinos Mavropanos CM,12 - 16,West Ham v Crystal Palace
Mateus Fernandes CM,11 - 15,West Ham v Crystal Palace
Callum Wilson CM,8 - 12,West Ham v Crystal Palace
Crysencio Summerville CM,8 - 12,West Ham v Crystal Palace
James Ward-Prowse CM,8 - 12,West Ham v Crystal Palace
Luis Guilherme CM,7 - 10,West Ham v Crystal Palace
Kyle Walker-Peters CM,7 - 10,West Ham v Crystal Palace
Maximilian Kilman CM,7 - 10,West Ham v Crystal Palace
Jarrod Bowen CM,5 - 8,West Ham v Crystal Palace
Niclas Fullkrug CM,3 - 6,West Ham v Crystal Palace
Mads Hermansen CM,5 - 8,West Ham v Crystal Palace
Will Hughes CM,18 - 22,West Ham v Crystal Palace
Daniel Munoz CM,17 - 21,West Ham v Crystal Palace
Yeremy Pino CM,16 - 20,West Ham v Crystal Palace
Jefferson Lerma CM,13 - 17,West Ham v Crystal Palace
Marc Guehi CM,10 - 14,West Ham v Crystal Palace
Daichi Kamada CM,10 - 14,West Ham v Crystal Palace
Maxence Lacroix CM,10 - 14,West Ham v Crystal Palace
Chris Richards CM,10 - 14,West Ham v Crystal Palace
Adam Wharton CM,9 - 13,West Ham v Crystal Palace
Christantus Uche CM,8 - 12,West Ham v Crystal Palace
Borna Sosa CM,7 - 10,West Ham v Crystal Palace
Jean-Philippe Mateta CM,7 - 10,West Ham v Crystal Palace
Justin Devenny CM,6 - 9,West Ham v Crystal Palace
Tyrick Mitchell CM,6 - 9,West Ham v Crystal Palace
Nathaniel Clyne CM,6 - 9,West Ham v Crystal Palace
Romain Esse CM,5 - 8,West Ham v Crystal Palace
Dean Henderson CM,7 - 10,West Ham v Crystal Palace
Joao Gomes CM,19 - 23,Wolves v Leeds
Ladislav Krejci CM,16 - 20,Wolves v Leeds
Toti Gomes CM,15 - 19,Wolves v Leeds
Andre CM,15 - 19,Wolves v Leeds
Yerson Mosquera CM,13 - 17,Wolves v Leeds
Emmanuel Agbadou CM,11 - 15,Wolves v Leeds
David Moller Wolfe CM,10 - 14,Wolves v Leeds
Matt Doherty CM,10 - 14,Wolves v Leeds
Marshall Munetsi CM,10 - 14,Wolves v Leeds
Jackson Tchatchoua CM,9 - 13,Wolves v Leeds
Santiago Bueno CM,8 - 12,Wolves v Leeds
Jorgen Strand Larsen CM,7 - 11,Wolves v Leeds
Fernando Lopez CM,7 - 10,Wolves v Leeds
Tawanda Chirewa CM,6 - 9,Wolves v Leeds
Jhon Arias CM,6 - 9,Wolves v Leeds
Hwang Hee-chan CM,5 - 8,Wolves v Leeds
Jean-Ricner Bellegarde CM,5 - 8,Wolves v Leeds
Sam Johnstone CM,6 - 9,Wolves v Leeds
Rodrigo Gomes CM,3 - 6,Wolves v Leeds
Ki-Jana Hoever CM,3 - 6,Wolves v Leeds
Hugo Bueno CM,3 - 6,Wolves v Leeds
Tolu Arokodare CM,2 - 4,Wolves v Leeds
Jose Sa CM,3 - 6,Wolves v Leeds
Daniel Bentley CM,1 - 3,Wolves v Leeds
Jayden Bogle CM,21 - 25,Wolves v Leeds
Sebastiaan Bornauw CM,16 - 20,Wolves v Leeds
Jaka Bijol CM,16 - 20,Wolves v Leeds
Sam Byram CM,15 - 19,Wolves v Leeds
Ethan Ampadu CM,15 - 19,Wolves v Leeds
Lukas Nmecha CM,13 - 17,Wolves v Leeds
Anton Stach CM,12 - 16,Wolves v Leeds
Wilfried Gnonto CM,12 - 16,Wolves v Leeds
Ilia Gruev CM,11 - 15,Wolves v Leeds
Ao Tanaka CM,10 - 14,Wolves v Leeds
Joe Rodon CM,9 - 13,Wolves v Leeds
Pascal Struijk CM,8 - 12,Wolves v Leeds
Sean Longstaff CM,7 - 11,Wolves v Leeds
James Justin CM,7 - 11,Wolves v Leeds
Dominic Calvert-Lewin CM,7 - 11,Wolves v Leeds
Daniel James CM,7 - 10,Wolves v Leeds
Gabriel Gudmondsson CM,7 - 10,Wolves v Leeds
Joel Piroe CM,4 - 7,Wolves v Leeds
Karl Darlow CM,5 - 8,Wolves v Leeds
Noah Okafor CM,3 - 6,Wolves v Leeds
Illan Meslier CM,4 - 7,Wolves v Leeds
Jack Harrison CM,2.5 - 5,Wolves v Leeds
Brenden Aaronson CM,2 - 4,Wolves v Leeds
Manuel Ugarte CM,22 - 26,Man Utd v Chelsea
Casemiro CM,20 - 24,Man Utd v Chelsea
Harry Maguire CM,16 - 20,Man Utd v Chelsea
Patrick Dorgu CM,16 - 20,Man Utd v Chelsea
Luke Shaw CM,15 - 19,Man Utd v Chelsea
Leny Yoro CM,14 - 18,Man Utd v Chelsea
Bruno Fernandes CM,13 - 17,Man Utd v Chelsea
Kobbie Mainoo CM,12 - 16,Man Utd v Chelsea
Matheus Cunha CM,12 - 16,Man Utd v Chelsea
Ayden Heaven CM,12 - 16,Man Utd v Chelsea
Amad Diallo CM,12 - 16,Man Utd v Chelsea
Mason Mount CM,11 - 15,Man Utd v Chelsea
Matthijs de Ligt CM,11 - 15,Man Utd v Chelsea
Diogo Dalot CM,11 - 15,Man Utd v Chelsea
Joshua Zirkzee CM,9 - 13,Man Utd v Chelsea
Noussair Mazraoui CM,8 - 12,Man Utd v Chelsea
Altay Bayindir CM,6 - 9,Man Utd v Chelsea
Senne Lammens CM,6 - 9,Man Utd v Chelsea
Benjamin Sesko CM,5 - 8,Man Utd v Chelsea
Bryan Mbeumo CM,5 - 8,Man Utd v Chelsea
Moises Caicedo CM,21 - 25,Man Utd v Chelsea
Wesley Fofana CM,17 - 21,Man Utd v Chelsea
Enzo Fernandez CM,16 - 20,Man Utd v Chelsea
Marc Cucurella CM,16 - 20,Man Utd v Chelsea
Jorrel Hato CM,16 - 20,Man Utd v Chelsea
Facundo Buonanotte CM,14 - 18,Man Utd v Chelsea
Andrey Santos CM,14 - 18,Man Utd v Chelsea
Pedro Neto CM,13 - 17,Man Utd v Chelsea
Malo Gusto CM,12 - 16,Man Utd v Chelsea
Alejandro Garnacho CM,12 - 16,Man Utd v Chelsea
Tosin Adarabioyo CM,12 - 16,Man Utd v Chelsea
Estevao CM,11 - 15,Man Utd v Chelsea
Reece James CM,11 - 15,Man Utd v Chelsea
Cole Palmer CM,9 - 13,Man Utd v Chelsea
Josh Acheampong CM,9 - 13,Man Utd v Chelsea
Joao Pedro CM,9 - 13,Man Utd v Chelsea
Trevoh Chalobah CM,9 - 13,Man Utd v Chelsea
Tyrique George CM,8 - 12,Man Utd v Chelsea
Jamie Gittens CM,8 - 12,Man Utd v Chelsea
Robert Sanchez CM,8 - 12,Man Utd v Chelsea
Sasa Lukic CM,19 - 23,Fulham v Brentford
Joachim Andersen CM,16 - 20,Fulham v Brentford
Issa Diop CM,13 - 17,Fulham v Brentford
Harry Wilson CM,12 - 16,Fulham v Brentford
Sander Berge CM,12 - 16,Fulham v Brentford
Ryan Sessegnon CM,11 - 15,Fulham v Brentford
Kevin CM,11 - 15,Fulham v Brentford
Antonee Robinson CM,11 - 15,Fulham v Brentford
Kenny Tete CM,10 - 14,Fulham v Brentford
Calvin Bassey CM,8 - 12,Fulham v Brentford
Timothy Castagne CM,8 - 12,Fulham v Brentford
Raul Jimenez CM,8 - 12,Fulham v Brentford
Emile Smith Rowe CM,8 - 12,Fulham v Brentford
Adama Traore CM,6 - 9,Fulham v Brentford
Joshua King CM,6 - 9,Fulham v Brentford
Tom Cairney CM,6 - 9,Fulham v Brentford
Rodrigo Muniz CM,5 - 8,Fulham v Brentford
Bernd Leno CM,7 - 10,Fulham v Brentford
Alex Iwobi CM,3 - 6,Fulham v Brentford
Frank Onyeka CM,18 - 22,Fulham v Brentford
Aaron Hickey CM,15 - 19,Fulham v Brentford
Jordan Henderson CM,15 - 19,Fulham v Brentford
Kristoffer Ajer CM,14 - 18,Fulham v Brentford
Igor Thiago CM,12 - 16,Fulham v Brentford
Vitaly Janelt CM,12 - 16,Fulham v Brentford
Yehor Yarmolyuk CM,12 - 16,Fulham v Brentford
Keane Lewis-Potter CM,11 - 15,Fulham v Brentford
Fabio Carvalho CM,11 - 15,Fulham v Brentford
Sepp van den Berg CM,11 - 15,Fulham v Brentford
Dango Ouattara CM,11 - 15,Fulham v Brentford
Michael Kayode CM,11 - 15,Fulham v Brentford
Rico Henry CM,10 - 14,Fulham v Brentford
Nathan Collins CM,10 - 14,Fulham v Brentford
Benjamin Arthur CM,10 - 14,Fulham v Brentford
Kevin Schade CM,7 - 11,Fulham v Brentford
Mikkel Damsgaard CM,7 - 11,Fulham v Brentford
Antoni Milambo CM,7 - 10,Fulham v Brentford
Reiss Nelson CM,7 - 10,Fulham v Brentford
Caoimhin Kelleher CM,6 - 9,Fulham v Brentford
Julian Araujo CM,24 - 28,Bournemouth v Newcastle
Alex Jimenez CM,20 - 24,Bournemouth v Newcastle
Marcos Senesi CM,17 - 21,Bournemouth v Newcastle
Lewis Cook CM,16 - 20,Bournemouth v Newcastle
Tyler Adams CM,16 - 20,Bournemouth v Newcastle
Veljko Milosavljevic CM,16 - 20,Bournemouth v Newcastle
Ryan Christie CM,16 - 20,Bournemouth v Newcastle
Alex Scott CM,14 - 18,Bournemouth v Newcastle
Amine Adli CM,12 - 16,Bournemouth v Newcastle
Ben Doak CM,12 - 16,Bournemouth v Newcastle
Julio Soler CM,12 - 16,Bournemouth v Newcastle
Justin Kluivert CM,11 - 15,Bournemouth v Newcastle
Bafode Diakite CM,11 - 15,Bournemouth v Newcastle
Antoine Semenyo CM,8 - 12,Bournemouth v Newcastle
Evanilson CM,8 - 12,Bournemouth v Newcastle
James Hill CM,7 - 10,Bournemouth v Newcastle
Marcus Tavernier CM,7 - 10,Bournemouth v Newcastle
David Brooks CM,7 - 10,Bournemouth v Newcastle
Adrien Truffert CM,7 - 10,Bournemouth v Newcastle
Eli Junior Kroupi CM,6 - 9,Bournemouth v Newcastle
Djordje Petrovic CM,6 - 9,Bournemouth v Newcastle
Joelinton CM,20 - 24,Bournemouth v Newcastle
Bruno Guimaraes CM,17 - 21,Bournemouth v Newcastle
Fabian Schar CM,16 - 20,Bournemouth v Newcastle
Dan Burn CM,15 - 19,Bournemouth v Newcastle
Nick Woltemade CM,13 - 17,Bournemouth v Newcastle
Sandro Tonali CM,9 - 13,Bournemouth v Newcastle
Joe Willock CM,8 - 12,Bournemouth v Newcastle
Malick Thiaw CM,8 - 12,Bournemouth v Newcastle
Lewis Hall CM,7 - 10,Bournemouth v Newcastle
Kieran Trippier CM,6 - 9,Bournemouth v Newcastle
William Osula CM,6 - 9,Bournemouth v Newcastle
Lewis Miley CM,6 - 9,Bournemouth v Newcastle
Sven Botman CM,6 - 9,Bournemouth v Newcastle
Tino Livramento CM,6 - 9,Bournemouth v Newcastle
Jacob Murphy CM,6 - 9,Bournemouth v Newcastle
Nick Pope CM,7 - 11,Bournemouth v Newcastle
Anthony Elanga CM,2.5 - 5,Bournemouth v Newcastle
Harvey Barnes CM,2.5 - 5,Bournemouth v Newcastle
Reinildo Mandava CM,20 - 24,Sunderland v Aston Villa
Omar Alderete CM,18 - 22,Sunderland v Aston Villa
Daniel Ballard CM,18 - 22,Sunderland v Aston Villa
Trai Hume CM,16 - 20,Sunderland v Aston Villa
Arthur Masuaku CM,16 - 20,Sunderland v Aston Villa
Luke O'Nien CM,12 - 16,Sunderland v Aston Villa
Granit Xhaka CM,12 - 16,Sunderland v Aston Villa
Wilson Isidor CM,12 - 16,Sunderland v Aston Villa
Chris Rigg CM,10 - 14,Sunderland v Aston Villa
Habib Diarra CM,10 - 14,Sunderland v Aston Villa
Lutsharel Geertruida CM,10 - 14,Sunderland v Aston Villa
Noah Sadiki CM,12 - 16,Sunderland v Aston Villa
Nordi Mukiele CM,8 - 12,Sunderland v Aston Villa
Brian Brobbey CM,8 - 12,Sunderland v Aston Villa
Enzo Le Fee CM,7 - 10,Sunderland v Aston Villa
Simon Adingra CM,5 - 8,Sunderland v Aston Villa
Chemsdine Talbi CM,5 - 8,Sunderland v Aston Villa
Bertrand Traore CM,7 - 10,Sunderland v Aston Villa
Robin Roefs CM,5 - 8,Sunderland v Aston Villa
Lamare Bogarde CM,18 - 22,Sunderland v Aston Villa
Boubacar Kamara CM,18 - 22,Sunderland v Aston Villa
Matty Cash CM,16 - 20,Sunderland v Aston Villa
Morgan Rogers CM,13 - 17,Sunderland v Aston Villa
Lucas Digne CM,13 - 17,Sunderland v Aston Villa
John McGinn CM,13 - 17,Sunderland v Aston Villa
Amadou Onana CM,13 - 17,Sunderland v Aston Villa
Ian Maatsen CM,13 - 17,Sunderland v Aston Villa
Tyrone Mings CM,13 - 17,Sunderland v Aston Villa
Youri Tielemans CM,7 - 11,Sunderland v Aston Villa
Evann Guessand CM,7 - 11,Sunderland v Aston Villa
Harvey Elliott CM,7 - 11,Sunderland v Aston Villa
Emi Buendia CM,7 - 11,Sunderland v Aston Villa
Ezri Konsa CM,7 - 11,Sunderland v Aston Villa
Pau Torres CM,7 - 11,Sunderland v Aston Villa
Emiliano Martinez CM,7 - 11,Sunderland v Aston Villa
Donyell Malen CM,5 - 8,Sunderland v Aston Villa
Jadon Sancho CM,2.5 - 5,Sunderland v Aston Villa
Ollie Watkins CM,2.5 - 5,Sunderland v Aston Villa
Christian Norgaard CM,18 - 22,Arsenal v Man City
Piero Hincapie CM,17 - 21,Arsenal v Man City
Myles Lewis-Skelly CM,16 - 20,Arsenal v Man City
Martin Zubimendi CM,16 - 20,Arsenal v Man City
Declan Rice CM,15 - 19,Arsenal v Man City
Ben White CM,15 - 19,Arsenal v Man City
Riccardo Calafiori CM,15 - 19,Arsenal v Man City
Mikel Merino CM,15 - 19,Arsenal v Man City
Jurrien Timber CM,13 - 17,Arsenal v Man City
Gabriel CM,11 - 15,Arsenal v Man City
Bukayo Saka CM,10 - 14,Arsenal v Man City
William Saliba CM,9 - 13,Arsenal v Man City
Cristhian Mosquera CM,9 - 13,Arsenal v Man City
Viktor Gyokeres CM,8 - 12,Arsenal v Man City
Gabriel Martinelli CM,7 - 10,Arsenal v Man City
Leandro Trossard CM,7 - 10,Arsenal v Man City
Martin Odegaard CM,7 - 10,Arsenal v Man City
Max Dowman CM,5 - 8,Arsenal v Man City
Eberechi Eze CM,5 - 8,Arsenal v Man City
Noni Madueke CM,5 - 8,Arsenal v Man City
Ethan Nwaneri CM,5 - 8,Arsenal v Man City
David Raya CM,7 - 10,Arsenal v Man City
Rodri CM,20 - 24,Arsenal v Man City
Nico Gonzalez CM,18 - 22,Arsenal v Man City
Bernardo Silva CM,16 - 20,Arsenal v Man City
Abdukodir Khusanov CM,16 - 20,Arsenal v Man City
Nico O'Reilly CM,13 - 17,Arsenal v Man City
Matheus Nunes CM,13 - 17,Arsenal v Man City
Ruben Dias CM,11 - 15,Arsenal v Man City
Rico Lewis CM,10 - 14,Arsenal v Man City
Tijjani Reijnders CM,10 - 14,Arsenal v Man City
Savinho CM,8 - 12,Arsenal v Man City
Josko Gvardiol CM,8 - 12,Arsenal v Man City
Nathan Ake CM,8 - 12,Arsenal v Man City
John Stones CM,8 - 12,Arsenal v Man City
Jeremy Doku CM,6 - 9,Arsenal v Man City
Erling Haaland CM,5 - 8,Arsenal v Man City
Gianluigi Donnarumma CM,7 - 11,Arsenal v Man City
Oscar Bobb CM,5 - 8,Arsenal v Man City
Phil Foden CM,4 - 7,Arsenal v Man City
