id,xP
443,1.9
444,0.9
445,0.0
446,0.1
447,2.4
448,0.1
449,1.3
450,4.1
451,0.0
452,0.0
454,0.0
455,0.5
457,3.6
458,0.1
459,1.3
460,0.0
461,0.0
462,0.4
463,0.0
464,0.0
465,0.0
466,1.9
467,0.0
468,0.0
681,1.3
733,2.6
755,0.1
769,0.2
771,0.0
52,1.0
135,1.5
469,0.3
471,0.0
472,0.0
473,1.7
474,1.5
475,0.0
476,0.0
477,0.2
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,4.7
486,0.5
487,0.8
488,4.2
489,1.0
490,1.7
491,1.3
492,0.0
494,1.0
495,0.0
496,0.0
497,2.2
498,0.0
500,0.0
501,0.0
674,1.3
684,2.0
689,0.0
714,3.0
753,0.0
765,0.0
772,0.0
12,0.3
426,0.2
502,0.5
503,0.0
504,0.0
505,2.7
506,2.3
507,0.2
508,2.2
509,0.0
510,0.0
511,0.3
512,0.0
513,0.2
514,0.0
515,3.0
516,4.3
517,3.7
518,0.0
519,1.3
520,0.0
521,0.0
522,0.1
523,0.0
524,0.0
525,0.0
526,2.5
527,0.5
669,0.1
675,0.0
693,3.7
696,0.3
699,0.7
715,1.8
716,1.3
729,0.0
734,1.0
528,0.0
529,0.0
530,0.0
531,0.8
532,3.2
533,0.0
534,0.0
535,1.7
536,0.0
537,0.0
538,0.0
539,-0.3
540,0.0
541,0.0
542,0.0
543,2.7
544,0.0
545,0.0
546,0.0
547,2.2
548,0.8
549,0.0
550,0.0
551,0.8
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,0.0
560,0.7
561,0.5
562,0.0
563,0.0
564,0.0
668,3.2
670,4.5
678,0.0
683,4.3
694,5.0
724,2.5
730,0.9
735,0.0
774,0.0
775,0.0
565,3.5
566,0.0
567,0.0
568,3.7
569,2.7
570,1.3
571,0.2
572,0.2
573,3.3
574,0.0
575,4.0
576,0.0
577,0.0
578,0.0
579,0.0
581,0.0
582,2.0
583,0.0
584,0.3
585,3.2
586,0.6
587,0.0
588,1.0
589,0.0
590,0.0
591,2.8
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,3.5
598,0.0
599,0.0
673,1.5
717,0.0
726,1.5
745,0.0
750,0.0
751,0.0
149,0.0
600,2.0
601,0.0
602,0.0
603,0.0
604,0.0
605,1.4
606,1.6
607,0.0
608,0.9
609,1.0
610,0.0
611,0.0
612,3.3
613,1.0
614,0.0
615,1.4
616,0.0
617,0.0
618,0.6
619,0.0
620,0.1
621,0.1
622,0.0
623,2.0
624,4.7
625,0.0
626,0.0
659,0.9
671,2.1
679,0.0
708,3.7
718,3.7
738,0.0
747,0.4
752,0.0
758,0.4
627,0.0
628,1.3
629,0.0
631,0.0
632,1.5
633,1.8
634,1.2
635,0.0
636,1.4
637,0.0
638,0.7
639,0.0
640,0.0
641,0.0
642,2.5
643,1.8
644,0.0
645,0.8
646,2.5
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.7
655,0.0
656,0.0
657,0.0
658,0.0
663,2.5
682,1.2
695,0.8
709,2.3
720,2.8
749,3.0
766,0.0
767,0.0
777,0.0
778,0.0
