scoreline,scoreline_odds,contest,Outcome
4-3,50/1,Newcastle v Brighton,Newcastle Win
5-0,45/1,Newcastle v Brighton,Newcastle Win
5-1,35/1,Newcastle v Brighton,Newcastle Win
5-2,50/1,Newcastle v Brighton,Newcastle Win
6-0,90/1,Newcastle v Brighton,Newcastle Win
6-1,70/1,Newcastle v Brighton,Newcastle Win
6-2,90/1,Newcastle v Brighton,Newcastle Win
7-0,150/1,Newcastle v Brighton,Newcastle Win
7-1,125/1,Newcastle v Brighton,Newcastle Win
8-0,200/1,Newcastle v Brighton,Newcastle Win
9-0,200/1,Newcastle v Brighton,Newcastle Win
10-0,250/1,Newcastle v Brighton,Newcastle Win
0-0,28/1,Newcastle v Brighton,Draw
1-1,10/1,Newcastle v Brighton,Draw
2-2,12/1,Newcastle v Brighton,Draw
3-3,33/1,Newcastle v Brighton,Draw
4-4,100/1,Newcastle v Brighton,Draw
1-0,25/1,Newcastle v Brighton,Brighton Win
2-0,35/1,Newcastle v Brighton,Brighton Win
2-1,16/1,Newcastle v Brighton,Brighton Win
3-0,66/1,Newcastle v Brighton,Brighton Win
3-1,33/1,Newcastle v Brighton,Brighton Win
3-2,28/1,Newcastle v Brighton,Brighton Win
4-0,125/1,Newcastle v Brighton,Brighton Win
4-1,80/1,Newcastle v Brighton,Brighton Win
4-2,70/1,Newcastle v Brighton,Brighton Win
4-3,80/1,Newcastle v Brighton,Brighton Win
5-0,200/1,Newcastle v Brighton,Brighton Win
5-1,150/1,Newcastle v Brighton,Brighton Win
5-2,150/1,Newcastle v Brighton,Brighton Win
6-0,250/1,Newcastle v Brighton,Brighton Win
6-1,200/1,Newcastle v Brighton,Brighton Win
6-2,200/1,Newcastle v Brighton,Brighton Win
7-0,250/1,Newcastle v Brighton,Brighton Win
7-1,250/1,Newcastle v Brighton,Brighton Win
8-0,250/1,Newcastle v Brighton,Brighton Win
9-0,250/1,Newcastle v Brighton,Brighton Win
10-0,250/1,Newcastle v Brighton,Brighton Win
1-0,16/1,Tottenham v Burnley,Tottenham Win
2-0,11/1,Tottenham v Burnley,Tottenham Win
2-1,9/1,Tottenham v Burnley,Tottenham Win
3-0,11/1,Tottenham v Burnley,Tottenham Win
3-1,9/1,Tottenham v Burnley,Tottenham Win
3-2,16/1,Tottenham v Burnley,Tottenham Win
4-0,16/1,Tottenham v Burnley,Tottenham Win
4-1,14/1,Tottenham v Burnley,Tottenham Win
4-2,22/1,Tottenham v Burnley,Tottenham Win
4-3,50/1,Tottenham v Burnley,Tottenham Win
5-0,25/1,Tottenham v Burnley,Tottenham Win
5-1,22/1,Tottenham v Burnley,Tottenham Win
5-2,35/1,Tottenham v Burnley,Tottenham Win
6-0,50/1,Tottenham v Burnley,Tottenham Win
6-1,40/1,Tottenham v Burnley,Tottenham Win
6-2,65/1,Tottenham v Burnley,Tottenham Win
7-0,90/1,Tottenham v Burnley,Tottenham Win
7-1,80/1,Tottenham v Burnley,Tottenham Win
8-0,150/1,Tottenham v Burnley,Tottenham Win
9-0,200/1,Tottenham v Burnley,Tottenham Win
10-0,200/1,Tottenham v Burnley,Tottenham Win
0-0,40/1,Tottenham v Burnley,Draw
1-1,12/1,Tottenham v Burnley,Draw
2-2,14/1,Tottenham v Burnley,Draw
3-3,35/1,Tottenham v Burnley,Draw
4-4,100/1,Tottenham v Burnley,Draw
1-0,40/1,Tottenham v Burnley,Burnley Win
2-0,60/1,Tottenham v Burnley,Burnley Win
2-1,25/1,Tottenham v Burnley,Burnley Win
3-0,100/1,Tottenham v Burnley,Burnley Win
3-1,55/1,Tottenham v Burnley,Burnley Win
3-2,40/1,Tottenham v Burnley,Burnley Win
4-0,150/1,Tottenham v Burnley,Burnley Win
4-1,125/1,Tottenham v Burnley,Burnley Win
4-2,90/1,Tottenham v Burnley,Burnley Win
4-3,90/1,Tottenham v Burnley,Burnley Win
5-0,200/1,Tottenham v Burnley,Burnley Win
5-1,200/1,Tottenham v Burnley,Burnley Win
5-2,150/1,Tottenham v Burnley,Burnley Win
6-0,250/1,Tottenham v Burnley,Burnley Win
6-1,200/1,Tottenham v Burnley,Burnley Win
6-2,200/1,Tottenham v Burnley,Burnley Win
7-0,250/1,Tottenham v Burnley,Burnley Win
7-1,250/1,Tottenham v Burnley,Burnley Win
8-0,250/1,Tottenham v Burnley,Burnley Win
9-0,250/1,Tottenham v Burnley,Burnley Win
1-0,11/1,West Ham v Luton,West Ham Win
2-0,11/1,West Ham v Luton,West Ham Win
2-1,8/1,West Ham v Luton,West Ham Win
3-0,16/1,West Ham v Luton,West Ham Win
3-1,12/1,West Ham v Luton,West Ham Win
3-2,18/1,West Ham v Luton,West Ham Win
4-0,33/1,West Ham v Luton,West Ham Win
4-1,25/1,West Ham v Luton,West Ham Win
4-2,33/1,West Ham v Luton,West Ham Win
4-3,65/1,West Ham v Luton,West Ham Win
5-0,66/1,West Ham v Luton,West Ham Win
5-1,50/1,West Ham v Luton,West Ham Win
5-2,70/1,West Ham v Luton,West Ham Win
6-0,125/1,West Ham v Luton,West Ham Win
6-1,100/1,West Ham v Luton,West Ham Win
6-2,125/1,West Ham v Luton,West Ham Win
7-0,200/1,West Ham v Luton,West Ham Win
7-1,200/1,West Ham v Luton,West Ham Win
8-0,250/1,West Ham v Luton,West Ham Win
9-0,250/1,West Ham v Luton,West Ham Win
10-0,250/1,West Ham v Luton,West Ham Win
0-0,22/1,West Ham v Luton,Draw
1-1,15/2,West Ham v Luton,Draw
2-2,11/1,West Ham v Luton,Draw
3-3,35/1,West Ham v Luton,Draw
4-4,125/1,West Ham v Luton,Draw
1-0,18/1,West Ham v Luton,Luton Win
2-0,25/1,West Ham v Luton,Luton Win
2-1,14/1,West Ham v Luton,Luton Win
3-0,50/1,West Ham v Luton,Luton Win
3-1,28/1,West Ham v Luton,Luton Win
3-2,28/1,West Ham v Luton,Luton Win
4-0,100/1,West Ham v Luton,Luton Win
4-1,70/1,West Ham v Luton,Luton Win
4-2,70/1,West Ham v Luton,Luton Win
4-3,90/1,West Ham v Luton,Luton Win
5-0,200/1,West Ham v Luton,Luton Win
5-1,150/1,West Ham v Luton,Luton Win
5-2,150/1,West Ham v Luton,Luton Win
6-0,250/1,West Ham v Luton,Luton Win
6-1,200/1,West Ham v Luton,Luton Win
6-2,200/1,West Ham v Luton,Luton Win
7-0,250/1,West Ham v Luton,Luton Win
7-1,250/1,West Ham v Luton,Luton Win
8-0,250/1,West Ham v Luton,Luton Win
9-0,250/1,West Ham v Luton,Luton Win
10-0,250/1,West Ham v Luton,Luton Win
1-0,11/1,Wolves v Crystal Palace,Wolves Win
2-0,16/1,Wolves v Crystal Palace,Wolves Win
2-1,10/1,Wolves v Crystal Palace,Wolves Win
3-0,33/1,Wolves v Crystal Palace,Wolves Win
3-1,22/1,Wolves v Crystal Palace,Wolves Win
3-2,28/1,Wolves v Crystal Palace,Wolves Win
4-0,80/1,Wolves v Crystal Palace,Wolves Win
4-1,55/1,Wolves v Crystal Palace,Wolves Win
4-2,70/1,Wolves v Crystal Palace,Wolves Win
4-3,100/1,Wolves v Crystal Palace,Wolves Win
5-0,150/1,Wolves v Crystal Palace,Wolves Win
5-1,125/1,Wolves v Crystal Palace,Wolves Win
5-2,150/1,Wolves v Crystal Palace,Wolves Win
6-0,200/1,Wolves v Crystal Palace,Wolves Win
6-1,200/1,Wolves v Crystal Palace,Wolves Win
6-2,200/1,Wolves v Crystal Palace,Wolves Win
7-0,250/1,Wolves v Crystal Palace,Wolves Win
7-1,250/1,Wolves v Crystal Palace,Wolves Win
8-0,250/1,Wolves v Crystal Palace,Wolves Win
9-0,250/1,Wolves v Crystal Palace,Wolves Win
10-0,250/1,Wolves v Crystal Palace,Wolves Win
0-0,14/1,Wolves v Crystal Palace,Draw
1-1,11/2,Wolves v Crystal Palace,Draw
2-2,12/1,Wolves v Crystal Palace,Draw
3-3,45/1,Wolves v Crystal Palace,Draw
4-4,150/1,Wolves v Crystal Palace,Draw
1-0,10/1,Wolves v Crystal Palace,Crystal Palace Win
2-0,12/1,Wolves v Crystal Palace,Crystal Palace Win
2-1,9/1,Wolves v Crystal Palace,Crystal Palace Win
3-0,25/1,Wolves v Crystal Palace,Crystal Palace Win
3-1,18/1,Wolves v Crystal Palace,Crystal Palace Win
3-2,25/1,Wolves v Crystal Palace,Crystal Palace Win
4-0,60/1,Wolves v Crystal Palace,Crystal Palace Win
4-1,45/1,Wolves v Crystal Palace,Crystal Palace Win
4-2,60/1,Wolves v Crystal Palace,Crystal Palace Win
4-3,100/1,Wolves v Crystal Palace,Crystal Palace Win
5-0,125/1,Wolves v Crystal Palace,Crystal Palace Win
5-1,100/1,Wolves v Crystal Palace,Crystal Palace Win
5-2,125/1,Wolves v Crystal Palace,Crystal Palace Win
6-0,200/1,Wolves v Crystal Palace,Crystal Palace Win
6-1,200/1,Wolves v Crystal Palace,Crystal Palace Win
6-2,200/1,Wolves v Crystal Palace,Crystal Palace Win
7-0,250/1,Wolves v Crystal Palace,Crystal Palace Win
7-1,250/1,Wolves v Crystal Palace,Crystal Palace Win
8-0,250/1,Wolves v Crystal Palace,Crystal Palace Win
9-0,250/1,Wolves v Crystal Palace,Crystal Palace Win
10-0,250/1,Wolves v Crystal Palace,Crystal Palace Win
1-0,16/1,Nottingham Forest v Chelsea,Nottingham Forest Win
2-0,22/1,Nottingham Forest v Chelsea,Nottingham Forest Win
2-1,12/1,Nottingham Forest v Chelsea,Nottingham Forest Win
3-0,40/1,Nottingham Forest v Chelsea,Nottingham Forest Win
3-1,22/1,Nottingham Forest v Chelsea,Nottingham Forest Win
3-2,25/1,Nottingham Forest v Chelsea,Nottingham Forest Win
4-0,90/1,Nottingham Forest v Chelsea,Nottingham Forest Win
4-1,55/1,Nottingham Forest v Chelsea,Nottingham Forest Win
4-2,60/1,Nottingham Forest v Chelsea,Nottingham Forest Win
4-3,80/1,Nottingham Forest v Chelsea,Nottingham Forest Win
5-0,150/1,Nottingham Forest v Chelsea,Nottingham Forest Win
5-1,125/1,Nottingham Forest v Chelsea,Nottingham Forest Win
5-2,125/1,Nottingham Forest v Chelsea,Nottingham Forest Win
6-0,200/1,Nottingham Forest v Chelsea,Nottingham Forest Win
6-1,200/1,Nottingham Forest v Chelsea,Nottingham Forest Win
6-2,200/1,Nottingham Forest v Chelsea,Nottingham Forest Win
7-0,250/1,Nottingham Forest v Chelsea,Nottingham Forest Win
7-1,250/1,Nottingham Forest v Chelsea,Nottingham Forest Win
8-0,250/1,Nottingham Forest v Chelsea,Nottingham Forest Win
9-0,250/1,Nottingham Forest v Chelsea,Nottingham Forest Win
10-0,250/1,Nottingham Forest v Chelsea,Nottingham Forest Win
0-0,20/1,Nottingham Forest v Chelsea,Draw
1-1,7/1,Nottingham Forest v Chelsea,Draw
2-2,11/1,Nottingham Forest v Chelsea,Draw
3-3,33/1,Nottingham Forest v Chelsea,Draw
4-4,125/1,Nottingham Forest v Chelsea,Draw
1-0,12/1,Nottingham Forest v Chelsea,Chelsea Win
2-0,12/1,Nottingham Forest v Chelsea,Chelsea Win
2-1,17/2,Nottingham Forest v Chelsea,Chelsea Win
3-0,20/1,Nottingham Forest v Chelsea,Chelsea Win
3-1,14/1,Nottingham Forest v Chelsea,Chelsea Win
3-2,18/1,Nottingham Forest v Chelsea,Chelsea Win
4-0,40/1,Nottingham Forest v Chelsea,Chelsea Win
4-1,28/1,Nottingham Forest v Chelsea,Chelsea Win
4-2,35/1,Nottingham Forest v Chelsea,Chelsea Win
4-3,65/1,Nottingham Forest v Chelsea,Chelsea Win
5-0,80/1,Nottingham Forest v Chelsea,Chelsea Win
5-1,65/1,Nottingham Forest v Chelsea,Chelsea Win
5-2,80/1,Nottingham Forest v Chelsea,Chelsea Win
6-0,150/1,Nottingham Forest v Chelsea,Chelsea Win
6-1,125/1,Nottingham Forest v Chelsea,Chelsea Win
6-2,150/1,Nottingham Forest v Chelsea,Chelsea Win
7-0,200/1,Nottingham Forest v Chelsea,Chelsea Win
7-1,200/1,Nottingham Forest v Chelsea,Chelsea Win
8-0,250/1,Nottingham Forest v Chelsea,Chelsea Win
9-0,250/1,Nottingham Forest v Chelsea,Chelsea Win
10-0,250/1,Nottingham Forest v Chelsea,Chelsea Win
1-0,28/1,Man Utd v Arsenal,Man Utd Win
2-0,45/1,Man Utd v Arsenal,Man Utd Win
2-1,20/1,Man Utd v Arsenal,Man Utd Win
3-0,90/1,Man Utd v Arsenal,Man Utd Win
3-1,50/1,Man Utd v Arsenal,Man Utd Win
3-2,45/1,Man Utd v Arsenal,Man Utd Win
4-0,150/1,Man Utd v Arsenal,Man Utd Win
4-1,125/1,Man Utd v Arsenal,Man Utd Win
4-2,100/1,Man Utd v Arsenal,Man Utd Win
4-3,125/1,Man Utd v Arsenal,Man Utd Win
5-0,200/1,Man Utd v Arsenal,Man Utd Win
5-1,200/1,Man Utd v Arsenal,Man Utd Win
5-2,200/1,Man Utd v Arsenal,Man Utd Win
6-0,250/1,Man Utd v Arsenal,Man Utd Win
6-1,200/1,Man Utd v Arsenal,Man Utd Win
6-2,200/1,Man Utd v Arsenal,Man Utd Win
7-0,250/1,Man Utd v Arsenal,Man Utd Win
7-1,250/1,Man Utd v Arsenal,Man Utd Win
8-0,250/1,Man Utd v Arsenal,Man Utd Win
9-0,250/1,Man Utd v Arsenal,Man Utd Win
0-0,25/1,Man Utd v Arsenal,Draw
1-1,10/1,Man Utd v Arsenal,Draw
2-2,14/1,Man Utd v Arsenal,Draw
3-3,45/1,Man Utd v Arsenal,Draw
4-4,150/1,Man Utd v Arsenal,Draw
1-0,11/1,Man Utd v Arsenal,Arsenal Win
2-0,17/2,Man Utd v Arsenal,Arsenal Win
2-1,15/2,Man Utd v Arsenal,Arsenal Win
3-0,11/1,Man Utd v Arsenal,Arsenal Win
3-1,10/1,Man Utd v Arsenal,Arsenal Win
3-2,18/1,Man Utd v Arsenal,Arsenal Win
4-0,18/1,Man Utd v Arsenal,Arsenal Win
4-1,16/1,Man Utd v Arsenal,Arsenal Win
4-2,28/1,Man Utd v Arsenal,Arsenal Win
4-3,65/1,Man Utd v Arsenal,Arsenal Win
5-0,35/1,Man Utd v Arsenal,Arsenal Win
5-1,33/1,Man Utd v Arsenal,Arsenal Win
5-2,55/1,Man Utd v Arsenal,Arsenal Win
6-0,70/1,Man Utd v Arsenal,Arsenal Win
6-1,66/1,Man Utd v Arsenal,Arsenal Win
6-2,100/1,Man Utd v Arsenal,Arsenal Win
7-0,125/1,Man Utd v Arsenal,Arsenal Win
7-1,125/1,Man Utd v Arsenal,Arsenal Win
8-0,200/1,Man Utd v Arsenal,Arsenal Win
9-0,200/1,Man Utd v Arsenal,Arsenal Win
10-0,250/1,Man Utd v Arsenal,Arsenal Win
1-0,22/1,Aston Villa v Liverpool,Aston Villa Win
2-0,33/1,Aston Villa v Liverpool,Aston Villa Win
2-1,14/1,Aston Villa v Liverpool,Aston Villa Win
3-0,55/1,Aston Villa v Liverpool,Aston Villa Win
3-1,28/1,Aston Villa v Liverpool,Aston Villa Win
3-2,25/1,Aston Villa v Liverpool,Aston Villa Win
4-0,100/1,Aston Villa v Liverpool,Aston Villa Win
4-1,60/1,Aston Villa v Liverpool,Aston Villa Win
4-2,55/1,Aston Villa v Liverpool,Aston Villa Win
4-3,66/1,Aston Villa v Liverpool,Aston Villa Win
5-0,150/1,Aston Villa v Liverpool,Aston Villa Win
5-1,125/1,Aston Villa v Liverpool,Aston Villa Win
5-2,125/1,Aston Villa v Liverpool,Aston Villa Win
6-0,200/1,Aston Villa v Liverpool,Aston Villa Win
6-1,200/1,Aston Villa v Liverpool,Aston Villa Win
6-2,200/1,Aston Villa v Liverpool,Aston Villa Win
7-0,200/1,Aston Villa v Liverpool,Aston Villa Win
7-1,200/1,Aston Villa v Liverpool,Aston Villa Win
8-0,200/1,Aston Villa v Liverpool,Aston Villa Win
9-0,200/1,Aston Villa v Liverpool,Aston Villa Win
10-0,200/1,Aston Villa v Liverpool,Aston Villa Win
0-0,33/1,Aston Villa v Liverpool,Draw
1-1,9/1,Aston Villa v Liverpool,Draw
2-2,11/1,Aston Villa v Liverpool,Draw
3-3,28/1,Aston Villa v Liverpool,Draw
4-4,90/1,Aston Villa v Liverpool,Draw
1-0,16/1,Aston Villa v Liverpool,Liverpool Win
2-0,14/1,Aston Villa v Liverpool,Liverpool Win
2-1,17/2,Aston Villa v Liverpool,Liverpool Win
3-0,18/1,Aston Villa v Liverpool,Liverpool Win
3-1,12/1,Aston Villa v Liverpool,Liverpool Win
3-2,16/1,Aston Villa v Liverpool,Liverpool Win
4-0,28/1,Aston Villa v Liverpool,Liverpool Win
4-1,20/1,Aston Villa v Liverpool,Liverpool Win
4-2,25/1,Aston Villa v Liverpool,Liverpool Win
4-3,45/1,Aston Villa v Liverpool,Liverpool Win
5-0,55/1,Aston Villa v Liverpool,Liverpool Win
5-1,40/1,Aston Villa v Liverpool,Liverpool Win
5-2,50/1,Aston Villa v Liverpool,Liverpool Win
6-0,100/1,Aston Villa v Liverpool,Liverpool Win
6-1,80/1,Aston Villa v Liverpool,Liverpool Win
6-2,90/1,Aston Villa v Liverpool,Liverpool Win
7-0,150/1,Aston Villa v Liverpool,Liverpool Win
7-1,125/1,Aston Villa v Liverpool,Liverpool Win
8-0,200/1,Aston Villa v Liverpool,Liverpool Win
9-0,200/1,Aston Villa v Liverpool,Liverpool Win
10-0,200/1,Aston Villa v Liverpool,Liverpool Win
1-0,35/1,Fulham v Man City,Fulham Win
2-0,70/1,Fulham v Man City,Fulham Win
2-1,28/1,Fulham v Man City,Fulham Win
3-0,150/1,Fulham v Man City,Fulham Win
3-1,80/1,Fulham v Man City,Fulham Win
3-2,60/1,Fulham v Man City,Fulham Win
4-0,200/1,Fulham v Man City,Fulham Win
4-1,150/1,Fulham v Man City,Fulham Win
4-2,150/1,Fulham v Man City,Fulham Win
4-3,150/1,Fulham v Man City,Fulham Win
5-0,250/1,Fulham v Man City,Fulham Win
5-1,250/1,Fulham v Man City,Fulham Win
5-2,250/1,Fulham v Man City,Fulham Win
6-0,250/1,Fulham v Man City,Fulham Win
6-1,250/1,Fulham v Man City,Fulham Win
6-2,250/1,Fulham v Man City,Fulham Win
7-0,250/1,Fulham v Man City,Fulham Win
7-1,250/1,Fulham v Man City,Fulham Win
8-0,250/1,Fulham v Man City,Fulham Win
0-0,28/1,Fulham v Man City,Draw
1-1,12/1,Fulham v Man City,Draw
2-2,20/1,Fulham v Man City,Draw
3-3,60/1,Fulham v Man City,Draw
4-4,150/1,Fulham v Man City,Draw
1-0,11/1,Fulham v Man City,Man City Win
2-0,15/2,Fulham v Man City,Man City Win
2-1,9/1,Fulham v Man City,Man City Win
3-0,17/2,Fulham v Man City,Man City Win
3-1,9/1,Fulham v Man City,Man City Win
3-2,22/1,Fulham v Man City,Man City Win
4-0,12/1,Fulham v Man City,Man City Win
4-1,14/1,Fulham v Man City,Man City Win
4-2,28/1,Fulham v Man City,Man City Win
4-3,80/1,Fulham v Man City,Man City Win
5-0,20/1,Fulham v Man City,Man City Win
5-1,22/1,Fulham v Man City,Man City Win
5-2,45/1,Fulham v Man City,Man City Win
6-0,40/1,Fulham v Man City,Man City Win
6-1,45/1,Fulham v Man City,Man City Win
6-2,80/1,Fulham v Man City,Man City Win
7-0,80/1,Fulham v Man City,Man City Win
7-1,90/1,Fulham v Man City,Man City Win
8-0,150/1,Fulham v Man City,Man City Win
9-0,200/1,Fulham v Man City,Man City Win
10-0,250/1,Fulham v Man City,Man City Win
