scoreline,scoreline_odds,contest,Outcome
4-0,80/1,Brentford v Man Utd,Brentford Win
4-1,55/1,Brentford v Man Utd,Brentford Win
4-2,65/1,Brentford v Man Utd,Brentford Win
4-3,100/1,Brentford v Man Utd,Brentford Win
5-0,200/1,Brentford v Man Utd,Brentford Win
5-1,125/1,Brentford v Man Utd,Brentford Win
5-2,150/1,Brentford v Man Utd,Brentford Win
6-0,250/1,Brentford v Man Utd,Brentford Win
6-1,250/1,Brentford v Man Utd,Brentford Win
6-2,250/1,Brentford v Man Utd,Brentford Win
7-0,250/1,Brentford v Man Utd,Brentford Win
7-1,250/1,Brentford v Man Utd,Brentford Win
8-0,250/1,Brentford v Man Utd,Brentford Win
9-0,250/1,Brentford v Man Utd,Brentford Win
10-0,250/1,Brentford v Man Utd,Brentford Win
0-0,16/1,Brentford v Man Utd,Draw
1-1,6/1,Brentford v Man Utd,Draw
2-2,11/1,Brentford v Man Utd,Draw
3-3,45/1,Brentford v Man Utd,Draw
4-4,150/1,Brentford v Man Utd,Draw
1-0,10/1,Brentford v Man Utd,Man Utd Win
2-0,12/1,Brentford v Man Utd,Man Utd Win
2-1,17/2,Brentford v Man Utd,Man Utd Win
3-0,22/1,Brentford v Man Utd,Man Utd Win
3-1,16/1,Brentford v Man Utd,Man Utd Win
3-2,22/1,Brentford v Man Utd,Man Utd Win
4-0,55/1,Brentford v Man Utd,Man Utd Win
4-1,40/1,Brentford v Man Utd,Man Utd Win
4-2,50/1,Brentford v Man Utd,Man Utd Win
4-3,90/1,Brentford v Man Utd,Man Utd Win
5-0,125/1,Brentford v Man Utd,Man Utd Win
5-1,90/1,Brentford v Man Utd,Man Utd Win
5-2,125/1,Brentford v Man Utd,Man Utd Win
6-0,200/1,Brentford v Man Utd,Man Utd Win
6-1,200/1,Brentford v Man Utd,Man Utd Win
6-2,200/1,Brentford v Man Utd,Man Utd Win
7-0,250/1,Brentford v Man Utd,Man Utd Win
7-1,250/1,Brentford v Man Utd,Man Utd Win
8-0,250/1,Brentford v Man Utd,Man Utd Win
9-0,250/1,Brentford v Man Utd,Man Utd Win
10-0,250/1,Brentford v Man Utd,Man Utd Win
1-0,10/1,Liverpool v Brighton,Liverpool Win
2-0,8/1,Liverpool v Brighton,Liverpool Win
2-1,8/1,Liverpool v Brighton,Liverpool Win
3-0,10/1,Liverpool v Brighton,Liverpool Win
3-1,10/1,Liverpool v Brighton,Liverpool Win
3-2,20/1,Liverpool v Brighton,Liverpool Win
4-0,16/1,Liverpool v Brighton,Liverpool Win
4-1,16/1,Liverpool v Brighton,Liverpool Win
4-2,28/1,Liverpool v Brighton,Liverpool Win
4-3,70/1,Liverpool v Brighton,Liverpool Win
5-0,28/1,Liverpool v Brighton,Liverpool Win
5-1,28/1,Liverpool v Brighton,Liverpool Win
5-2,50/1,Liverpool v Brighton,Liverpool Win
6-0,60/1,Liverpool v Brighton,Liverpool Win
6-1,60/1,Liverpool v Brighton,Liverpool Win
6-2,100/1,Liverpool v Brighton,Liverpool Win
7-0,125/1,Liverpool v Brighton,Liverpool Win
7-1,125/1,Liverpool v Brighton,Liverpool Win
8-0,200/1,Liverpool v Brighton,Liverpool Win
9-0,200/1,Liverpool v Brighton,Liverpool Win
10-0,250/1,Liverpool v Brighton,Liverpool Win
0-0,25/1,Liverpool v Brighton,Draw
1-1,10/1,Liverpool v Brighton,Draw
2-2,16/1,Liverpool v Brighton,Draw
3-3,50/1,Liverpool v Brighton,Draw
4-4,150/1,Liverpool v Brighton,Draw
1-0,28/1,Liverpool v Brighton,Brighton Win
2-0,50/1,Liverpool v Brighton,Brighton Win
2-1,22/1,Liverpool v Brighton,Brighton Win
3-0,100/1,Liverpool v Brighton,Brighton Win
3-1,60/1,Liverpool v Brighton,Brighton Win
3-2,50/1,Liverpool v Brighton,Brighton Win
4-0,200/1,Liverpool v Brighton,Brighton Win
4-1,125/1,Liverpool v Brighton,Brighton Win
4-2,125/1,Liverpool v Brighton,Brighton Win
4-3,125/1,Liverpool v Brighton,Brighton Win
5-0,250/1,Liverpool v Brighton,Brighton Win
5-1,200/1,Liverpool v Brighton,Brighton Win
5-2,200/1,Liverpool v Brighton,Brighton Win
6-0,250/1,Liverpool v Brighton,Brighton Win
6-1,250/1,Liverpool v Brighton,Brighton Win
6-2,250/1,Liverpool v Brighton,Brighton Win
7-0,250/1,Liverpool v Brighton,Brighton Win
7-1,250/1,Liverpool v Brighton,Brighton Win
8-0,250/1,Liverpool v Brighton,Brighton Win
9-0,250/1,Liverpool v Brighton,Brighton Win
1-0,15/2,Man City v Arsenal,Man City Win
2-0,9/1,Man City v Arsenal,Man City Win
2-1,8/1,Man City v Arsenal,Man City Win
3-0,16/1,Man City v Arsenal,Man City Win
3-1,14/1,Man City v Arsenal,Man City Win
3-2,25/1,Man City v Arsenal,Man City Win
4-0,40/1,Man City v Arsenal,Man City Win
4-1,35/1,Man City v Arsenal,Man City Win
4-2,55/1,Man City v Arsenal,Man City Win
4-3,100/1,Man City v Arsenal,Man City Win
5-0,90/1,Man City v Arsenal,Man City Win
5-1,80/1,Man City v Arsenal,Man City Win
5-2,125/1,Man City v Arsenal,Man City Win
6-0,150/1,Man City v Arsenal,Man City Win
6-1,150/1,Man City v Arsenal,Man City Win
6-2,200/1,Man City v Arsenal,Man City Win
7-0,250/1,Man City v Arsenal,Man City Win
7-1,250/1,Man City v Arsenal,Man City Win
8-0,250/1,Man City v Arsenal,Man City Win
9-0,250/1,Man City v Arsenal,Man City Win
10-0,250/1,Man City v Arsenal,Man City Win
0-0,12/1,Man City v Arsenal,Draw
1-1,6/1,Man City v Arsenal,Draw
2-2,14/1,Man City v Arsenal,Draw
3-3,60/1,Man City v Arsenal,Draw
4-4,200/1,Man City v Arsenal,Draw
1-0,12/1,Man City v Arsenal,Arsenal Win
2-0,20/1,Man City v Arsenal,Arsenal Win
2-1,12/1,Man City v Arsenal,Arsenal Win
3-0,50/1,Man City v Arsenal,Arsenal Win
3-1,33/1,Man City v Arsenal,Arsenal Win
3-2,40/1,Man City v Arsenal,Arsenal Win
4-0,125/1,Man City v Arsenal,Arsenal Win
4-1,90/1,Man City v Arsenal,Arsenal Win
4-2,100/1,Man City v Arsenal,Arsenal Win
4-3,125/1,Man City v Arsenal,Arsenal Win
5-0,200/1,Man City v Arsenal,Arsenal Win
5-1,200/1,Man City v Arsenal,Arsenal Win
5-2,200/1,Man City v Arsenal,Arsenal Win
6-0,250/1,Man City v Arsenal,Arsenal Win
6-1,250/1,Man City v Arsenal,Arsenal Win
6-2,250/1,Man City v Arsenal,Arsenal Win
7-0,250/1,Man City v Arsenal,Arsenal Win
7-1,250/1,Man City v Arsenal,Arsenal Win
8-0,250/1,Man City v Arsenal,Arsenal Win
9-0,250/1,Man City v Arsenal,Arsenal Win
1-0,10/1,Newcastle v Everton,Newcastle Win
2-0,11/1,Newcastle v Everton,Newcastle Win
2-1,17/2,Newcastle v Everton,Newcastle Win
3-0,18/1,Newcastle v Everton,Newcastle Win
3-1,14/1,Newcastle v Everton,Newcastle Win
3-2,22/1,Newcastle v Everton,Newcastle Win
4-0,40/1,Newcastle v Everton,Newcastle Win
4-1,28/1,Newcastle v Everton,Newcastle Win
4-2,45/1,Newcastle v Everton,Newcastle Win
4-3,80/1,Newcastle v Everton,Newcastle Win
5-0,80/1,Newcastle v Everton,Newcastle Win
5-1,70/1,Newcastle v Everton,Newcastle Win
5-2,90/1,Newcastle v Everton,Newcastle Win
6-0,150/1,Newcastle v Everton,Newcastle Win
6-1,150/1,Newcastle v Everton,Newcastle Win
6-2,150/1,Newcastle v Everton,Newcastle Win
7-0,200/1,Newcastle v Everton,Newcastle Win
7-1,200/1,Newcastle v Everton,Newcastle Win
8-0,250/1,Newcastle v Everton,Newcastle Win
9-0,250/1,Newcastle v Everton,Newcastle Win
10-0,250/1,Newcastle v Everton,Newcastle Win
0-0,16/1,Newcastle v Everton,Draw
1-1,13/2,Newcastle v Everton,Draw
2-2,12/1,Newcastle v Everton,Draw
3-3,40/1,Newcastle v Everton,Draw
4-4,150/1,Newcastle v Everton,Draw
1-0,14/1,Newcastle v Everton,Everton Win
2-0,20/1,Newcastle v Everton,Everton Win
2-1,12/1,Newcastle v Everton,Everton Win
3-0,45/1,Newcastle v Everton,Everton Win
3-1,25/1,Newcastle v Everton,Everton Win
3-2,28/1,Newcastle v Everton,Everton Win
4-0,100/1,Newcastle v Everton,Everton Win
4-1,70/1,Newcastle v Everton,Everton Win
4-2,70/1,Newcastle v Everton,Everton Win
4-3,100/1,Newcastle v Everton,Everton Win
5-0,200/1,Newcastle v Everton,Everton Win
5-1,150/1,Newcastle v Everton,Everton Win
5-2,150/1,Newcastle v Everton,Everton Win
6-0,250/1,Newcastle v Everton,Everton Win
6-1,200/1,Newcastle v Everton,Everton Win
6-2,250/1,Newcastle v Everton,Everton Win
7-0,250/1,Newcastle v Everton,Everton Win
7-1,250/1,Newcastle v Everton,Everton Win
8-0,250/1,Newcastle v Everton,Everton Win
9-0,250/1,Newcastle v Everton,Everton Win
10-0,250/1,Newcastle v Everton,Everton Win
1-0,17/2,Burnley v Wolves,Burnley Win
2-0,12/1,Burnley v Wolves,Burnley Win
2-1,9/1,Burnley v Wolves,Burnley Win
3-0,25/1,Burnley v Wolves,Burnley Win
3-1,20/1,Burnley v Wolves,Burnley Win
3-2,28/1,Burnley v Wolves,Burnley Win
4-0,60/1,Burnley v Wolves,Burnley Win
4-1,50/1,Burnley v Wolves,Burnley Win
