player names,one plus ,two plus,contest
Kyle Walker-Peters,8/1,,Wolves v West Ham
Freddie Potts,9/1,,Wolves v West Ham
Soungoutou Magassa,10/1,,Wolves v West Ham
Antoine Semenyo,7/1,12/1,Bournemouth v Arsenal
David Brooks,8/1,20/1,Bournemouth v Arsenal
Justin Kluivert,7/1,22/1,Bournemouth v Arsenal
Marcus Tavernier,17/2,22/1,Bournemouth v Arsenal
Adrien Truffert,11/1,,Bournemouth v Arsenal
Alex Scott,11/1,,Bournemouth v Arsenal
Evanilson,11/1,,Bournemouth v Arsenal
James Hill,14/1,,Bournemouth v Arsenal
Bukayo Saka,21/10,,Bournemouth v Arsenal
Mikel Merino,13/5,,Bournemouth v Arsenal
Leandro Trossard,29/10,,Bournemouth v Arsenal
Martin Odegaard,29/10,,Bournemouth v Arsenal
Viktor Gyokeres,6/1,,Bournemouth v Arsenal
Myles Lewis-Skelly,6/1,,Bournemouth v Arsenal
Martin Zubimendi,6/1,,Bournemouth v Arsenal
Jurrien Timber,9/1,,Bournemouth v Arsenal
Brenden Aaronson,5/1,25/1,Leeds v Man Utd
Anton Stach,11/2,,Leeds v Man Utd
Dominic Calvert-Lewin,8/1,,Leeds v Man Utd
Lukas Nmecha,17/2,,Leeds v Man Utd
Matheus Cunha,10/3,,Leeds v Man Utd
Benjamin Sesko,13/2,,Leeds v Man Utd
Patrick Dorgu,15/2,,Leeds v Man Utd
Joshua Zirkzee,15/2,,Leeds v Man Utd
Dwight McNeil,5/1,,Everton v Brentford
Merlin Rohl,6/1,,Everton v Brentford
Tim Iroegbunam,7/1,,Everton v Brentford
Thierno Barry,17/2,,Everton v Brentford
Igor Thiago,5/1,,Everton v Brentford
Kevin Schade,11/2,,Everton v Brentford
Keane Lewis-Potter,7/1,,Everton v Brentford
Jordan Henderson,8/1,,Everton v Brentford
Morgan Rogers,18/5,28/1,Aston Villa v Nottingham Forest
Emiliano Buendia,15/4,33/1,Aston Villa v Nottingham Forest
Ollie Watkins,15/4,33/1,Aston Villa v Nottingham Forest
John McGinn,11/2,,Aston Villa v Nottingham Forest
Igor Jesus,19/4,,Aston Villa v Nottingham Forest
Morgan Gibbs-White,6/1,,Aston Villa v Nottingham Forest
Omari Hutchinson,11/2,,Aston Villa v Nottingham Forest
Dilane Bakwa,7/1,,Aston Villa v Nottingham Forest
Georginio Rutter,13/5,20/1,Brighton v Burnley
Kaoru Mitoma,29/10,25/1,Brighton v Burnley
Diego Gomez,16/5,28/1,Brighton v Burnley
Brajan Gruda,10/3,33/1,Brighton v Burnley
Jacob Bruun Larsen,15/2,,Brighton v Burnley
Marcus Edwards,8/1,,Brighton v Burnley
Armando Broja,17/2,,Brighton v Burnley
Josh Laurent,10/1,,Brighton v Burnley
Jhon Arias,14/5,18/1,Wolves v West Ham
Fernando Lopez,15/4,33/1,Wolves v West Ham
Hwang Hee-chan,11/2,40/1,Wolves v West Ham
Jorgen Strand Larsen,13/2,,Wolves v West Ham
Jarrod Bowen,4/1,,Wolves v West Ham
Lucas Paqueta,11/2,,Wolves v West Ham
Mateus Fernandes,11/2,,Wolves v West Ham
Callum Wilson,8/1,,Wolves v West Ham
Antoine Semenyo,13/2,12/1,Bournemouth v Arsenal
David Brooks,15/2,22/1,Bournemouth v Arsenal
Justin Kluivert,7/1,22/1,Bournemouth v Arsenal
Marcus Tavernier,17/2,22/1,Bournemouth v Arsenal
Bukayo Saka,21/10,,Bournemouth v Arsenal
Mikel Merino,3/1,,Bournemouth v Arsenal
Leandro Trossard,3/1,,Bournemouth v Arsenal
Martin Odegaard,3/1,,Bournemouth v Arsenal
Anton Stach,15/4,33/1,Leeds v Man Utd
Brenden Aaronson,15/4,33/1,Leeds v Man Utd
Dominic Calvert-Lewin,7/1,28/1,Leeds v Man Utd
Lukas Nmecha,15/2,,Leeds v Man Utd
Matheus Cunha,18/5,,Leeds v Man Utd
Benjamin Sesko,11/2,,Leeds v Man Utd
Patrick Dorgu,13/2,,Leeds v Man Utd
Joshua Zirkzee,17/2,,Leeds v Man Utd
Dwight McNeil,19/4,,Everton v Brentford
Merlin Rohl,11/2,,Everton v Brentford
Thierno Barry,15/2,,Everton v Brentford
James Garner,15/2,,Everton v Brentford
Igor Thiago,5/1,,Everton v Brentford
Kevin Schade,11/2,,Everton v Brentford
Keane Lewis-Potter,7/1,,Everton v Brentford
Yehor Yarmolyuk,9/1,,Everton v Brentford
Harry Wilson,5/1,40/1,Fulham v Liverpool
Sasa Lukic,13/2,,Fulham v Liverpool
Kevin,13/2,,Fulham v Liverpool
Raul Jimenez,13/2,,Fulham v Liverpool
Florian Wirtz,4/1,,Fulham v Liverpool
Dominik Szoboszlai,19/4,,Fulham v Liverpool
Hugo Ekitike,5/1,,Fulham v Liverpool
Jeremie Frimpong,13/2,,Fulham v Liverpool
Anthony Gordon,16/5,25/1,Newcastle v Crystal Palace
Harvey Barnes,10/3,25/1,Newcastle v Crystal Palace
Sandro Tonali,15/4,33/1,Newcastle v Crystal Palace
Yoane Wissa,19/4,,Newcastle v Crystal Palace
Yeremy Pino,13/2,,Newcastle v Crystal Palace
Justin Devenny,17/2,,Newcastle v Crystal Palace
Tyrick Mitchell,11/1,,Newcastle v Crystal Palace
Jean-Philippe Mateta,11/1,,Newcastle v Crystal Palace
Mohammed Kudus,10/3,28/1,Tottenham v Sunderland
Richarlison,4/1,40/1,Tottenham v Sunderland
Wilson Odobert,19/4,,Tottenham v Sunderland
Pedro Porro,6/1,,Tottenham v Sunderland
Eliezer Mayenda,5/1,,Tottenham v Sunderland
Granit Xhaka,13/2,,Tottenham v Sunderland
Simon Adingra,15/2,,Tottenham v Sunderland
Enzo Le Fee,8/1,,Tottenham v Sunderland
Rayan Cherki,2/1,12/1,Man City v Chelsea
Phil Foden,3/1,25/1,Man City v Chelsea
Rodri,4/1,40/1,Man City v Chelsea
Tijjani Reijnders,17/4,,Man City v Chelsea
Estevao,9/2,,Man City v Chelsea
Cole Palmer,5/1,,Man City v Chelsea
Joao Pedro,13/2,,Man City v Chelsea
Pedro Neto,13/2,,Man City v Chelsea
