player names,one plus ,two plus,contest
Declan Rice,17/5,,Sunderland v Arsenal
Jurrien Timber,15/2,,Sunderland v Arsenal
Martin Zubimendi,9/1,,Sunderland v Arsenal
Riccardo Calafiori,11/1,,Sunderland v Arsenal
Joao Pedro,12/5,16/1,Chelsea v Wolves
Estevao,14/5,22/1,Chelsea v Wolves
Alejandro Garnacho,16/5,25/1,Chelsea v Wolves
Enzo Fernandez,10/3,28/1,Chelsea v Wolves
Moises Caicedo,6/1,,Chelsea v Wolves
Reece James,24/5,,Chelsea v Wolves
Malo Gusto,6/1,,Chelsea v Wolves
Jhon Arias,5/1,,Chelsea v Wolves
Jorgen Strand Larsen,13/2,,Chelsea v Wolves
Hwang Hee-chan,15/2,,Chelsea v Wolves
Marshall Munetsi,10/1,,Chelsea v Wolves
Jackson Tchatchoua,10/1,,Chelsea v Wolves
Toti Gomes,18/1,,Chelsea v Wolves
Ladislav Krejci,20/1,,Chelsea v Wolves
Igor Thiago,9/2,40/1,Brentford v Newcastle
Kevin Schade,17/4,40/1,Brentford v Newcastle
Dango Ouattara,9/2,,Brentford v Newcastle
Mikkel Damsgaard,18/5,,Brentford v Newcastle
Yehor Yarmolyuk,15/2,,Brentford v Newcastle
Kristoffer Ajer,8/1,,Brentford v Newcastle
Jordan Henderson,8/1,,Brentford v Newcastle
Nathan Collins,14/1,,Brentford v Newcastle
Nick Woltemade,18/5,,Brentford v Newcastle
Jacob Murphy,7/2,,Brentford v Newcastle
Harvey Barnes,4/1,,Brentford v Newcastle
Bruno Guimaraes,6/1,,Brentford v Newcastle
Joelinton,15/2,,Brentford v Newcastle
Sandro Tonali,11/2,,Brentford v Newcastle
Kieran Trippier,6/1,,Brentford v Newcastle
Malick Thiaw,11/1,,Brentford v Newcastle
Jean-Philippe Mateta,5/2,16/1,Crystal Palace v Brighton
Yeremi Pino,14/5,20/1,Crystal Palace v Brighton
Ismaila Sarr,15/4,33/1,Crystal Palace v Brighton
Daniel Munoz,4/1,28/1,Crystal Palace v Brighton
Daichi Kamada,5/1,33/1,Crystal Palace v Brighton
Tyrick Mitchell,11/2,,Crystal Palace v Brighton
Maxence Lacroix,9/1,,Crystal Palace v Brighton
Marc Guehi,9/1,,Crystal Palace v Brighton
Chris Richards,11/1,,Crystal Palace v Brighton
Danny Welbeck,16/5,,Crystal Palace v Brighton
Georginio Rutter,18/5,,Crystal Palace v Brighton
Yankuba Minteh,19/4,,Crystal Palace v Brighton
Diego Gomez,6/1,,Crystal Palace v Brighton
Mats Wieffer,8/1,,Crystal Palace v Brighton
Carlos Baleba,17/2,,Crystal Palace v Brighton
Ferdi Kadioglu,12/1,,Crystal Palace v Brighton
Morgan Gibbs-White,15/4,33/1,Nottingham Forest v Leeds
Dan Ndoye,5/1,,Nottingham Forest v Leeds
Omari Hutchinson,11/2,,Nottingham Forest v Leeds
Elliot Anderson,11/2,,Nottingham Forest v Leeds
Igor Jesus,13/2,,Nottingham Forest v Leeds
Neco Williams,7/1,,Nottingham Forest v Leeds
Ryan Yates,15/2,,Nottingham Forest v Leeds
Murillo,12/1,,Nottingham Forest v Leeds
Nicolo Savona,12/1,,Nottingham Forest v Leeds
Nikola Milenkovic,12/1,,Nottingham Forest v Leeds
Noah Okafor,19/4,,Nottingham Forest v Leeds
Lukas Nmecha,11/2,,Nottingham Forest v Leeds
Brenden Aaronson,8/1,,Nottingham Forest v Leeds
Sean Longstaff,17/2,,Nottingham Forest v Leeds
Ao Tanaka,9/1,,Nottingham Forest v Leeds
Ethan Ampadu,10/1,,Nottingham Forest v Leeds
Dominic Calvert-Lewin,10/1,,Nottingham Forest v Leeds
Pascal Struijk,10/1,,Nottingham Forest v Leeds
Gabriel Gudmundsson,11/1,,Nottingham Forest v Leeds
Jayden Bogle,11/1,,Nottingham Forest v Leeds
Rayan Cherki,3/1,25/1,Man City v Liverpool
Jeremy Doku,7/2,28/1,Man City v Liverpool
Phil Foden,7/2,28/1,Man City v Liverpool
Erling Haaland,4/1,40/1,Man City v Liverpool
Bernardo Silva,11/2,18/1,Man City v Liverpool
Matheus Nunes,6/1,,Man City v Liverpool
Nico Gonzalez,13/2,,Man City v Liverpool
Nico O'Reilly,9/1,,Man City v Liverpool
Josko Gvardiol,10/1,,Man City v Liverpool
Mohamed Salah,5/2,,Man City v Liverpool
Florian Wirtz,17/4,,Man City v Liverpool
Cody Gakpo,9/2,,Man City v Liverpool
Dominik Szoboszlai,7/1,,Man City v Liverpool
Alexis Mac Allister,8/1,,Man City v Liverpool
Ryan Gravenberch,9/1,,Man City v Liverpool
Conor Bradley,11/1,,Man City v Liverpool
Ollie Watkins,9/5,11/1,Aston Villa v Bournemouth
Morgan Rogers,4/1,33/1,Aston Villa v Bournemouth
Evann Guessand,17/4,,Aston Villa v Bournemouth
Amadou Onana,6/1,,Aston Villa v Bournemouth
John McGinn,13/2,,Aston Villa v Bournemouth
Lucas Digne,7/1,,Aston Villa v Bournemouth
Boubacar Kamara,7/1,,Aston Villa v Bournemouth
Antoine Semenyo,4/1,,Aston Villa v Bournemouth
Marcus Tavernier,5/1,,Aston Villa v Bournemouth
David Brooks,6/1,,Aston Villa v Bournemouth
Adrien Truffert,15/2,,Aston Villa v Bournemouth
Evanilson,8/1,,Aston Villa v Bournemouth
Alex Scott,8/1,,Aston Villa v Bournemouth
Marcos Senesi,9/1,,Aston Villa v Bournemouth
Tyler Adams,11/1,,Aston Villa v Bournemouth
Bafode Diakite,11/1,,Aston Villa v Bournemouth
Alex Jimenez,11/1,,Aston Villa v Bournemouth
