player names,one plus ,two plus,contest
Iliman Ndiaye,18/5,33/1,Everton v Nottingham Forest
Carlos Alcaraz,19/4,40/1,Everton v Nottingham Forest
Dwight McNeil,19/4,,Everton v Nottingham Forest
Thierno Barry,11/2,,Everton v Nottingham Forest
James Garner,17/2,,Everton v Nottingham Forest
Vitaliy Mykolenko,10/1,,Everton v Nottingham Forest
James Tarkowski,11/1,,Everton v Nottingham Forest
Jake O'Brien,11/1,,Everton v Nottingham Forest
Morgan Gibbs-White,15/4,,Everton v Nottingham Forest
Elliot Anderson,19/4,,Everton v Nottingham Forest
Dan Ndoye,6/1,,Everton v Nottingham Forest
Omari Hutchinson,7/1,,Everton v Nottingham Forest
Igor Jesus,15/2,,Everton v Nottingham Forest
Neco Williams,9/1,,Everton v Nottingham Forest
Ibrahim Sangare,5/1,,Everton v Nottingham Forest
Nicolo Savona,10/1,,Everton v Nottingham Forest
Jeremy Doku,9/4,14/1,Man City v Sunderland
Phil Foden,13/5,18/1,Man City v Sunderland
Erling Haaland,14/5,20/1,Man City v Sunderland
Tijjani Reijnders,3/1,25/1,Man City v Sunderland
Bernardo Silva,9/2,,Man City v Sunderland
Nico Gonzalez,5/1,,Man City v Sunderland
Matheus Nunes,6/1,,Man City v Sunderland
Nico O'Reilly,7/1,,Man City v Sunderland
Josko Gvardiol,8/1,,Man City v Sunderland
Ruben Dias,8/1,,Man City v Sunderland
Granit Xhaka,11/2,,Man City v Sunderland
Chemsdine Talbi,7/1,,Man City v Sunderland
Enzo Le Fee,15/2,,Man City v Sunderland
Brian Brobbey,17/2,,Man City v Sunderland
Trai Hume,10/1,,Man City v Sunderland
Nordi Mukiele,11/1,,Man City v Sunderland
Noah Sadiki,12/1,,Man City v Sunderland
Reinildo Mandava,14/1,,Man City v Sunderland
Omar Alderete,16/1,,Man City v Sunderland
Daniel Ballard,22/1,,Man City v Sunderland
Harvey Barnes,11/5,14/1,Newcastle v Burnley
Sandro Tonali,9/4,14/1,Newcastle v Burnley
Nick Woltemade,29/10,22/1,Newcastle v Burnley
Joelinton,19/4,,Newcastle v Burnley
Lewis Miley,5/1,,Newcastle v Burnley
Tino Livramento,6/1,,Newcastle v Burnley
Lewis Hall,13/2,,Newcastle v Burnley
Alex Murphy,7/1,,Newcastle v Burnley
Malick Thiaw,17/2,,Newcastle v Burnley
Dan Burn,9/1,,Newcastle v Burnley
Jaidon Anthony,13/2,,Newcastle v Burnley
Quilindschy Hartman,7/1,,Newcastle v Burnley
Lyle Foster,17/2,,Newcastle v Burnley
Zian Flemming,9/1,,Newcastle v Burnley
Loum Tchaouna,10/1,,Newcastle v Burnley
Josh Cullen,11/1,,Newcastle v Burnley
Kyle Walker,12/1,,Newcastle v Burnley
Mohammed Kudus,5/2,16/1,Tottenham v Brentford
Brennan Johnson,15/4,33/1,Tottenham v Brentford
Pedro Porro,19/4,25/1,Tottenham v Brentford
Randal Kolo Muani,11/2,33/1,Tottenham v Brentford
Lucas Bergvall,8/1,,Tottenham v Brentford
Pape Sarr,17/2,,Tottenham v Brentford
Destiny Udogie,17/2,,Tottenham v Brentford
Rodrigo Bentancur,17/2,,Tottenham v Brentford
Cristian Romero,9/1,,Tottenham v Brentford
Dango Ouattara,16/5,,Tottenham v Brentford
Kevin Schade,18/5,,Tottenham v Brentford
Mathias Jensen,5/1,,Tottenham v Brentford
Vitaly Janelt,6/1,,Tottenham v Brentford
Yehor Yarmolyuk,13/2,,Tottenham v Brentford
Kristoffer Ajer,15/2,,Tottenham v Brentford
Rico Henry,15/2,,Tottenham v Brentford
Anton Stach,10/3,25/1,Leeds v Liverpool
Dominic Calvert-Lewin,6/1,16/1,Leeds v Liverpool
Lukas Nmecha,8/1,20/1,Leeds v Liverpool
Ao Tanaka,9/1,25/1,Leeds v Liverpool
Gabriel Gudmondsson,11/1,33/1,Leeds v Liverpool
Jayden Bogle,11/1,,Leeds v Liverpool
Mohamed Salah,13/5,,Leeds v Liverpool
Cody Gakpo,29/10,,Leeds v Liverpool
Florian Wirtz,16/5,,Leeds v Liverpool
Alexander Isak,4/1,,Leeds v Liverpool
Alexis MacAllister,19/4,,Leeds v Liverpool
Andrew Robertson,6/1,,Leeds v Liverpool
Ryan Gravenberch,7/1,,Leeds v Liverpool
Joe Gomez,11/1,,Leeds v Liverpool
Virgil van Dijk,11/1,,Leeds v Liverpool
Yankuba Minteh,19/10,11/1,Brighton v West Ham
Mats Wieffer,10/3,28/1,Brighton v West Ham
Brajan Gruda,18/5,33/1,Brighton v West Ham
Diego Gomez,4/1,40/1,Brighton v West Ham
Maxime De Cuyper,9/2,,Brighton v West Ham
Danny Welbeck,5/1,,Brighton v West Ham
Carlos Baleba,6/1,,Brighton v West Ham
Ferdi Kadioglu,13/2,,Brighton v West Ham
Jarrod Bowen,4/1,,Brighton v West Ham
Freddie Potts,6/1,,Brighton v West Ham
El Hadji Malick Diouf,6/1,,Brighton v West Ham
Lucas Paqueta,15/2,,Brighton v West Ham
Callum Wilson,8/1,,Brighton v West Ham
Mateus Fernandes,8/1,,Brighton v West Ham
Aaron Wan-Bissaka,9/1,,Brighton v West Ham
Soungoutou Magassa,9/1,,Brighton v West Ham
Jean-Clair Todibo,12/1,,Brighton v West Ham
Alex Iwobi,18/5,33/1,Fulham v Crystal Palace
Sasa Lukic,15/4,33/1,Fulham v Crystal Palace
Harry Wilson,17/4,25/1,Fulham v Crystal Palace
Ryan Sessegnon,5/1,,Fulham v Crystal Palace
Emile Smith Rowe,11/2,,Fulham v Crystal Palace
Raul Jimenez,7/1,,Fulham v Crystal Palace
Sander Berge,8/1,,Fulham v Crystal Palace
Kenny Tete,9/1,,Fulham v Crystal Palace
Yeremi Pino,16/5,,Fulham v Crystal Palace
Maxence Lacroix,5/1,,Fulham v Crystal Palace
Jean-Philippe Mateta,11/2,,Fulham v Crystal Palace
Daichi Kamada,6/1,,Fulham v Crystal Palace
Daniel Munoz,13/2,,Fulham v Crystal Palace
Jefferson Lerma,13/2,,Fulham v Crystal Palace
Tyrick Mitchell,13/2,,Fulham v Crystal Palace
Marc Guehi,17/2,,Fulham v Crystal Palace
Jhon Arias,16/5,25/1,Wolves v Man Utd
Jean-Ricner Bellegarde,11/2,12/1,Wolves v Man Utd
David Moller Wolfe,8/1,14/1,Wolves v Man Utd
Jorgen Strand Larsen,8/1,22/1,Wolves v Man Utd
Joao Gomes,17/2,28/1,Wolves v Man Utd
Jackson Tchatchoua,17/2,,Wolves v Man Utd
Toti Gomes,11/1,,Wolves v Man Utd
Emmanuel Agbadou,11/1,,Wolves v Man Utd
Yerson Mosquera,14/1,,Wolves v Man Utd
Bryan Mbeumo,11/5,,Wolves v Man Utd
Bruno Fernandes,23/10,,Wolves v Man Utd
Amad Diallo,3/1,,Wolves v Man Utd
Matheus Cunha,10/3,,Wolves v Man Utd
Diogo Dalot,17/4,,Wolves v Man Utd
Joshua Zirkzee,9/2,,Wolves v Man Utd
Luke Shaw,19/4,,Wolves v Man Utd
Casemiro,6/1,,Wolves v Man Utd
