player names,one plus ,two plus,contest
Maxence Lacroix,11/2,,Leeds v Crystal Palace
Jean-Philippe Mateta,6/1,,Leeds v Crystal Palace
Eddie Nketiah,6/1,,Leeds v Crystal Palace
Morgan Rogers,14/5,22/1,Aston Villa v Man Utd
Ollie Watkins,9/2,33/1,Aston Villa v Man Utd
Youri Tielemans,9/2,40/1,Aston Villa v Man Utd
Matty Cash,5/1,,Aston Villa v Man Utd
Bruno Fernandes,15/4,,Aston Villa v Man Utd
Matheus Cunha,17/4,,Aston Villa v Man Utd
Mason Mount,11/2,,Aston Villa v Man Utd
Joshua Zirkzee,6/1,,Aston Villa v Man Utd
Harry Wilson,18/5,28/1,Fulham v Nottingham Forest
Sasa Lukic,4/1,40/1,Fulham v Nottingham Forest
Emile Smith Rowe,9/2,,Fulham v Nottingham Forest
Raul Jimenez,5/1,,Fulham v Nottingham Forest
Morgan Gibbs-White,4/1,,Fulham v Nottingham Forest
Elliot Anderson,9/2,,Fulham v Nottingham Forest
Omari Hutchinson,11/2,,Fulham v Nottingham Forest
Callum Hudson-Odoi,6/1,,Fulham v Nottingham Forest
Mohammed Kudus,16/5,22/1,Tottenham v Liverpool
Richarlison,10/3,25/1,Tottenham v Liverpool
Brennan Johnson,9/2,22/1,Tottenham v Liverpool
Xavi Simons,5/1,28/1,Tottenham v Liverpool
Hugo Ekitike,3/1,33/1,Tottenham v Liverpool
Federico Chiesa,10/3,,Tottenham v Liverpool
Florian Wirtz,18/5,,Tottenham v Liverpool
Alexis MacAllister,5/1,,Tottenham v Liverpool
Mohammed Kudus,16/5,22/1,Tottenham v Liverpool
Richarlison,10/3,25/1,Tottenham v Liverpool
Brennan Johnson,9/2,22/1,Tottenham v Liverpool
Xavi Simons,5/1,28/1,Tottenham v Liverpool
Hugo Ekitike,3/1,33/1,Tottenham v Liverpool
Federico Chiesa,10/3,,Tottenham v Liverpool
Florian Wirtz,18/5,,Tottenham v Liverpool
Alexis MacAllister,5/1,,Tottenham v Liverpool
Antoine Semenyo,11/4,18/1,Bournemouth v Burnley
Marcus Tavernier,3/1,22/1,Bournemouth v Burnley
Justin Kluivert,4/1,33/1,Bournemouth v Burnley
Alex Scott,4/1,,Bournemouth v Burnley
Jaidon Anthony,5/1,,Bournemouth v Burnley
Armando Broja,5/1,,Bournemouth v Burnley
Florentino Luis,11/2,,Bournemouth v Burnley
Jacob Bruun Larsen,7/1,,Bournemouth v Burnley
Antoine Semenyo,13/5,18/1,Bournemouth v Burnley
Marcus Tavernier,29/10,22/1,Bournemouth v Burnley
Justin Kluivert,15/4,33/1,Bournemouth v Burnley
Alex Scott,4/1,,Bournemouth v Burnley
Jaidon Anthony,19/4,,Bournemouth v Burnley
Armando Broja,5/1,,Bournemouth v Burnley
Florentino Luis,11/2,,Bournemouth v Burnley
Jacob Bruun Larsen,7/1,,Bournemouth v Burnley
Antoine Semenyo,13/5,18/1,Bournemouth v Burnley
Marcus Tavernier,29/10,22/1,Bournemouth v Burnley
Justin Kluivert,15/4,33/1,Bournemouth v Burnley
Alex Scott,4/1,,Bournemouth v Burnley
Evanilson,11/2,,Bournemouth v Burnley
Lewis Cook,11/2,,Bournemouth v Burnley
Adrien Truffert,13/2,,Bournemouth v Burnley
Bafode Diakite,7/1,,Bournemouth v Burnley
Adam Smith,8/1,,Bournemouth v Burnley
Marcos Senesi,8/1,,Bournemouth v Burnley
Jaidon Anthony,19/4,,Bournemouth v Burnley
Armando Broja,5/1,,Bournemouth v Burnley
Florentino Luis,11/2,,Bournemouth v Burnley
Jacob Bruun Larsen,7/1,,Bournemouth v Burnley
Quilindschy Hartman,15/2,,Bournemouth v Burnley
Josh Cullen,8/1,,Bournemouth v Burnley
Kyle Walker,11/1,,Bournemouth v Burnley
Lesley Ugochukwu,11/1,,Bournemouth v Burnley
Rayan Cherki,6/5,13/2,Man City v West Ham
Phil Foden,2/1,12/1,Man City v West Ham
Erling Haaland,13/5,18/1,Man City v West Ham
Bernardo Silva,10/3,28/1,Man City v West Ham
Tijjani Reijnders,10/3,28/1,Man City v West Ham
Nico Gonzalez,9/2,,Man City v West Ham
Matheus Nunes,5/1,,Man City v West Ham
Nico O'Reilly,6/1,,Man City v West Ham
Josko Gvardiol,8/1,,Man City v West Ham
Jarrod Bowen,19/4,,Man City v West Ham
Crysencio Summerville,8/1,,Man City v West Ham
Lucas Paqueta,17/2,,Man City v West Ham
Mateus Fernandes,9/1,,Man City v West Ham
Kyle Walker-Peters,11/1,,Man City v West Ham
Jean-Clair Todibo,12/1,,Man City v West Ham
Konstantinos Mavropanos,20/1,,Man City v West Ham
Soungoutou Magassa,22/1,,Man City v West Ham
Jhon Arias,3/1,25/1,Wolves v Brentford
Jorgen Strand Larsen,13/2,18/1,Wolves v Brentford
Hwang Hee-chan,7/1,33/1,Wolves v Brentford
David Moller Wolfe,8/1,,Wolves v Brentford
Joao Gomes,17/2,,Wolves v Brentford
Jackson Tchatchoua,9/1,,Wolves v Brentford
Matt Doherty,12/1,,Wolves v Brentford
Toti Gomes,16/1,,Wolves v Brentford
Kevin Schade,5/2,,Wolves v Brentford
Jordan Henderson,10/3,,Wolves v Brentford
Keane Lewis-Potter,17/4,,Wolves v Brentford
Mikkel Damsgaard,17/4,,Wolves v Brentford
Yehor Yarmolyuk,5/1,,Wolves v Brentford
Igor Thiago,6/1,,Wolves v Brentford
Michael Kayode,9/1,,Wolves v Brentford
Aaron Hickey,11/1,,Wolves v Brentford
Jack Grealish,5/1,14/1,Everton v Arsenal
Tim Iroegbunam,11/2,18/1,Everton v Arsenal
Carlos Alcaraz,8/1,28/1,Everton v Arsenal
Thierno Barry,17/2,28/1,Everton v Arsenal
James Garner,9/1,28/1,Everton v Arsenal
James Tarkowski,12/1,,Everton v Arsenal
Vitaliy Mykolenko,12/1,,Everton v Arsenal
Bukayo Saka,23/10,,Everton v Arsenal
Declan Rice,13/5,,Everton v Arsenal
Viktor Gyokeres,7/2,,Everton v Arsenal
Martin Odegaard,18/5,,Everton v Arsenal
Noni Madueke,15/4,,Everton v Arsenal
Riccardo Calafiori,7/1,,Everton v Arsenal
Martin Zubimendi,8/1,,Everton v Arsenal
Jurrien Timber,17/2,,Everton v Arsenal
Piero Hincapie,10/1,,Everton v Arsenal
Anton Stach,4/1,33/1,Leeds v Crystal Palace
Dominic Calvert-Lewin,15/4,33/1,Leeds v Crystal Palace
Noah Okafor,17/4,40/1,Leeds v Crystal Palace
Jayden Bogle,9/1,40/1,Leeds v Crystal Palace
Ao Tanaka,9/1,,Leeds v Crystal Palace
Gabriel Gudmondsson,14/1,,Leeds v Crystal Palace
Yeremy Pino,4/1,,Leeds v Crystal Palace
Maxence Lacroix,5/1,,Leeds v Crystal Palace
Jean-Philippe Mateta,11/2,,Leeds v Crystal Palace
Eddie Nketiah,6/1,,Leeds v Crystal Palace
Tyrick Mitchell,13/2,,Leeds v Crystal Palace
Will Hughes,13/2,,Leeds v Crystal Palace
Marc Guehi,17/2,,Leeds v Crystal Palace
Nathaniel Clyne,11/1,,Leeds v Crystal Palace
Morgan Rogers,3/1,22/1,Aston Villa v Man Utd
Ollie Watkins,5/1,28/1,Aston Villa v Man Utd
Youri Tielemans,5/1,,Aston Villa v Man Utd
Matty Cash,5/1,,Aston Villa v Man Utd
John McGinn,11/2,,Aston Villa v Man Utd
Amadou Onana,6/1,,Aston Villa v Man Utd
Boubacar Kamara,7/1,,Aston Villa v Man Utd
Ian Maatsen,8/1,,Aston Villa v Man Utd
Bruno Fernandes,10/3,,Aston Villa v Man Utd
Matheus Cunha,17/4,,Aston Villa v Man Utd
Benjamin Sesko,19/4,,Aston Villa v Man Utd
Mason Mount,11/2,,Aston Villa v Man Utd
Diogo Dalot,13/2,,Aston Villa v Man Utd
Patrick Dorgu,13/2,,Aston Villa v Man Utd
Manuel Ugarte,7/1,,Aston Villa v Man Utd
Luke Shaw,7/1,,Aston Villa v Man Utd
Harry Wilson,18/5,33/1,Fulham v Nottingham Forest
Emile Smith Rowe,19/4,33/1,Fulham v Nottingham Forest
Raul Jimenez,5/1,,Fulham v Nottingham Forest
Antonee Robinson,11/2,,Fulham v Nottingham Forest
Harrison Reed,7/1,,Fulham v Nottingham Forest
Sander Berge,15/2,,Fulham v Nottingham Forest
Kenny Tete,9/1,,Fulham v Nottingham Forest
Jorge Cuenca,12/1,,Fulham v Nottingham Forest
Morgan Gibbs-White,15/4,,Fulham v Nottingham Forest
Elliot Anderson,9/2,,Fulham v Nottingham Forest
Omari Hutchinson,11/2,,Fulham v Nottingham Forest
Callum Hudson-Odoi,6/1,,Fulham v Nottingham Forest
Igor Jesus,7/1,,Fulham v Nottingham Forest
Neco Williams,9/1,,Fulham v Nottingham Forest
Nicolo Savona,10/1,,Fulham v Nottingham Forest
Murillo,12/1,,Fulham v Nottingham Forest
Yankuba Minteh,9/4,14/1,Brighton v Sunderland
Georginio Rutter,13/5,20/1,Brighton v Sunderland
Brajan Gruda,15/4,40/1,Brighton v Sunderland
Danny Welbeck,4/1,40/1,Brighton v Sunderland
Mats Wieffer,19/4,,Brighton v Sunderland
Yasin Ayari,5/1,,Brighton v Sunderland
Jan Paul van Hecke,11/2,,Brighton v Sunderland
Ferdi Kadioglu,6/1,,Brighton v Sunderland
Jack Hinshelwood,17/2,,Brighton v Sunderland
Olivier Boscagli,10/1,,Brighton v Sunderland
Granit Xhaka,9/2,,Brighton v Sunderland
Brian Brobbey,11/2,,Brighton v Sunderland
Wilson Isidor,11/2,,Brighton v Sunderland
Enzo Le Fee,6/1,,Brighton v Sunderland
Dennis Cirkin,8/1,,Brighton v Sunderland
Dan Neil,10/1,,Brighton v Sunderland
Trai Hume,10/1,,Brighton v Sunderland
Nordi Mukiele,11/1,,Brighton v Sunderland
Omar Alderete,11/1,,Brighton v Sunderland
Daniel Ballard,20/1,,Brighton v Sunderland
Richarlison,7/2,28/1,Tottenham v Liverpool
Mohammed Kudus,18/5,28/1,Tottenham v Liverpool
Randal Kolo Muani,9/2,22/1,Tottenham v Liverpool
Xavi Simons,5/1,28/1,Tottenham v Liverpool
Pedro Porro,7/1,33/1,Tottenham v Liverpool
Lucas Bergvall,8/1,,Tottenham v Liverpool
Rodrigo Bentancur,10/1,,Tottenham v Liverpool
Cristian Romero,11/1,,Tottenham v Liverpool
Djed Spence,11/1,,Tottenham v Liverpool
Hugo Ekitike,3/1,,Tottenham v Liverpool
Alexander Isak,10/3,,Tottenham v Liverpool
Florian Wirtz,18/5,,Tottenham v Liverpool
Alexis MacAllister,19/4,,Tottenham v Liverpool
Curtis Jones,13/2,,Tottenham v Liverpool
Ryan Gravenberch,15/2,,Tottenham v Liverpool
Conor Bradley,8/1,,Tottenham v Liverpool
Milos Kerkez,9/1,,Tottenham v Liverpool
