perfomance_names,perfomance_odds,contest
Samuel Chukwueze Perf,10 - 12.5,Tottenham v Fulham
Daniel Munoz Perf,17.5 - 20,Crystal Palace v Man Utd
Adam Wharton Perf,16 - 18.5,Crystal Palace v Man Utd
Ismaila Sarr Perf,15.5 - 18,Crystal Palace v Man Utd
Yeremy Pino Perf,15.5 - 18,Crystal Palace v Man Utd
Maxence Lacroix Perf,15 - 17.5,Crystal Palace v Man Utd
Marc Guehi Perf,14.5 - 17,Crystal Palace v Man Utd
Daichi Kamada Perf,14.5 - 17,Crystal Palace v Man Utd
Chris Richards Perf,13.5 - 16,Crystal Palace v Man Utd
Tyrick Mitchell Perf,13 - 15.5,Crystal Palace v Man Utd
Jean-Philippe Mateta Perf,11.5 - 14,Crystal Palace v Man Utd
Bruno Fernandes Perf,23 - 26,Crystal Palace v Man Utd
Casemiro Perf,17 - 19.5,Crystal Palace v Man Utd
Bryan Mbeumo Perf,17 - 19.5,Crystal Palace v Man Utd
Leny Yoro Perf,16 - 18.5,Crystal Palace v Man Utd
Matthijs de Ligt Perf,15.5 - 18,Crystal Palace v Man Utd
Amad Diallo Perf,14.5 - 17,Crystal Palace v Man Utd
Patrick Dorgu Perf,14.5 - 17,Crystal Palace v Man Utd
Noussair Mazraoui Perf,14.5 - 17,Crystal Palace v Man Utd
Mason Mount Perf,13.5 - 16,Crystal Palace v Man Utd
Diogo Dalot Perf,13.5 - 16,Crystal Palace v Man Utd
Luke Shaw Perf,12 - 14.5,Crystal Palace v Man Utd
Joshua Zirkzee Perf,10.5 - 13,Crystal Palace v Man Utd
Youri Tielemans Perf,23 - 26,Aston Villa v Wolves
Emiliano Buendia Perf,21 - 24,Aston Villa v Wolves
John McGinn Perf,19 - 22,Aston Villa v Wolves
Amadou Onana Perf,18.5 - 21,Aston Villa v Wolves
Morgan Rogers Perf,18 - 20.5,Aston Villa v Wolves
Evann Guessand Perf,18 - 20.5,Aston Villa v Wolves
Boubacar Kamara Perf,17.5 - 20,Aston Villa v Wolves
Ollie Watkins Perf,16.5 - 19,Aston Villa v Wolves
Lucas Digne Perf,15.5 - 18,Aston Villa v Wolves
Matty Cash Perf,15 - 17.5,Aston Villa v Wolves
Pau Torres Perf,15 - 17.5,Aston Villa v Wolves
Ezri Konsa Perf,15 - 17.5,Aston Villa v Wolves
Donyell Malen Perf,15.5 - 18,Aston Villa v Wolves
Joao Gomes Perf,14.5 - 17,Aston Villa v Wolves
Emmanuel Agbadou Perf,13.5 - 16,Aston Villa v Wolves
Ladislav Krejci Perf,12 - 14.5,Aston Villa v Wolves
Andre Perf,11.5 - 14,Aston Villa v Wolves
Toti Gomes Perf,10.5 - 13,Aston Villa v Wolves
Jean-Ricner Bellegarde Perf,10.5 - 13,Aston Villa v Wolves
Hugo Bueno Perf,9.5 - 12,Aston Villa v Wolves
Marshall Munetsi Perf,9 - 11.5,Aston Villa v Wolves
David Moller Wolfe Perf,7.5 - 9.5,Aston Villa v Wolves
Hwang Hee-chan Perf,7.5 - 9.5,Aston Villa v Wolves
Jorgen Strand Larsen Perf,7.5 - 9.5,Aston Villa v Wolves
Tolu Arokodare Perf,7 - 9,Aston Villa v Wolves
Jackson Tchatchoua Perf,7.5 - 9.5,Aston Villa v Wolves
Enzo Fernandez Perf,18 - 20.5,Chelsea v Arsenal
Cole Palmer Perf,16 - 18.5,Chelsea v Arsenal
Reece James Perf,15.5 - 18,Chelsea v Arsenal
Alejandro Garnacho Perf,15 - 17.5,Chelsea v Arsenal
Malo Gusto Perf,15 - 17.5,Chelsea v Arsenal
Wesley Fofana Perf,14.5 - 17,Chelsea v Arsenal
Andrey Santos Perf,14 - 16.5,Chelsea v Arsenal
Marc Cucurella Perf,14 - 16.5,Chelsea v Arsenal
Trevoh Chalobah Perf,13.5 - 16,Chelsea v Arsenal
Moises Caicedo Perf,13.5 - 16,Chelsea v Arsenal
Tosin Adarabioyo Perf,13.5 - 16,Chelsea v Arsenal
Estevao Perf,12.5 - 15,Chelsea v Arsenal
Joao Pedro Perf,12 - 14.5,Chelsea v Arsenal
Pedro Neto Perf,12 - 14.5,Chelsea v Arsenal
Jamie Gittens Perf,11.5 - 14,Chelsea v Arsenal
Liam Delap Perf,8.5 - 10.5,Chelsea v Arsenal
Bukayo Saka Perf,18 - 20.5,Chelsea v Arsenal
Piero Hincapie Perf,15 - 17.5,Chelsea v Arsenal
William Saliba Perf,14 - 16.5,Chelsea v Arsenal
Declan Rice Perf,14 - 16.5,Chelsea v Arsenal
Martin Odegaard Perf,14 - 16.5,Chelsea v Arsenal
Eberechi Eze Perf,13.5 - 16,Chelsea v Arsenal
Noni Madueke Perf,13.5 - 16,Chelsea v Arsenal
Leandro Trossard Perf,13.5 - 16,Chelsea v Arsenal
Martin Zubimendi Perf,13 - 15.5,Chelsea v Arsenal
Cristhian Mosquera Perf,13 - 15.5,Chelsea v Arsenal
Mikel Merino Perf,12 - 14.5,Chelsea v Arsenal
Jurrien Timber Perf,12.5 - 15,Chelsea v Arsenal
Gabriel Martinelli Perf,11.5 - 14,Chelsea v Arsenal
Viktor Gyokeres Perf,11.5 - 14,Chelsea v Arsenal
Riccardo Calafiori Perf,11 - 13.5,Chelsea v Arsenal
Myles Lewis-Skelly Perf,11 - 13.5,Chelsea v Arsenal
