perfomance_names,perfomance_odds,contest
Trai Hume Perf,14 - 16.5,Sunderland v Newcastle
Reinildo Mandava Perf,13.5 - 16,Sunderland v Newcastle
Daniel Ballard Perf,13 - 15.5,Sunderland v Newcastle
Granit Xhaka Perf,13.5 - 16,Sunderland v Newcastle
Nordi Mukiele Perf,12.5 - 15,Sunderland v Newcastle
Chris Rigg Perf,12 - 14.5,Sunderland v Newcastle
Noah Sadiki Perf,11.5 - 14,Sunderland v Newcastle
Lutsharel Geertruida Perf,11.5 - 14,Sunderland v Newcastle
Omar Alderete Perf,11.5 - 14,Sunderland v Newcastle
Bertrand Traore Perf,10.5 - 13,Sunderland v Newcastle
Chemsdine Talbi Perf,9.5 - 12,Sunderland v Newcastle
Simon Adingra Perf,9.5 - 12,Sunderland v Newcastle
Wilson Isidor Perf,8 - 10,Sunderland v Newcastle
Brian Brobbey Perf,8 - 10,Sunderland v Newcastle
Bruno Guimaraes Perf,20 - 23,Sunderland v Newcastle
Sandro Tonali Perf,19 - 22,Sunderland v Newcastle
Lewis Hall Perf,18.5 - 21,Sunderland v Newcastle
Anthony Gordon Perf,17.5 - 20,Sunderland v Newcastle
Malick Thiaw Perf,16 - 18.5,Sunderland v Newcastle
Harvey Barnes Perf,16 - 18.5,Sunderland v Newcastle
Joelinton Perf,15.5 - 18,Sunderland v Newcastle
Fabian Schar Perf,15 - 17.5,Sunderland v Newcastle
Lewis Miley Perf,14.5 - 17,Sunderland v Newcastle
Anthony Elanga Perf,14 - 16.5,Sunderland v Newcastle
Nick Woltemade Perf,14 - 16.5,Sunderland v Newcastle
Dan Burn Perf,13.5 - 16,Sunderland v Newcastle
Jacob Murphy Perf,13.5 - 16,Sunderland v Newcastle
Tino Livramento Perf,12.5 - 15,Sunderland v Newcastle
Joe Willock Perf,12 - 14.5,Sunderland v Newcastle
Bruno Fernandes Perf,25 - 28,Man Utd v Bournemouth
Matheus Cunha Perf,21 - 24,Man Utd v Bournemouth
Casemiro Perf,20 - 23,Man Utd v Bournemouth
Bryan Mbeumo Perf,20 - 23,Man Utd v Bournemouth
Mason Mount Perf,17.5 - 20,Man Utd v Bournemouth
Amad Diallo Perf,15 - 17.5,Man Utd v Bournemouth
Patrick Dorgu Perf,14.5 - 17,Man Utd v Bournemouth
Leny Yoro Perf,13.5 - 16,Man Utd v Bournemouth
Kobbie Mainoo Perf,13.5 - 16,Man Utd v Bournemouth
Diogo Dalot Perf,13 - 15.5,Man Utd v Bournemouth
Noussair Mazraoui Perf,13 - 15.5,Man Utd v Bournemouth
Joshua Zirkzee Perf,12 - 14.5,Man Utd v Bournemouth
Ayden Heaven Perf,12 - 14.5,Man Utd v Bournemouth
Luke Shaw Perf,10 - 12.5,Man Utd v Bournemouth
Marcus Tavernier Perf,16 - 18.5,Man Utd v Bournemouth
Antoine Semenyo Perf,16 - 18.5,Man Utd v Bournemouth
Marcos Senesi Perf,15.5 - 18,Man Utd v Bournemouth
Tyler Adams Perf,15 - 17.5,Man Utd v Bournemouth
Alex Scott Perf,13.5 - 16,Man Utd v Bournemouth
Bafode Diakite Perf,13.5 - 16,Man Utd v Bournemouth
James Hill Perf,13.5 - 16,Man Utd v Bournemouth
Adrien Truffert Perf,13 - 15.5,Man Utd v Bournemouth
Amine Adli Perf,10.5 - 13,Man Utd v Bournemouth
Evanilson Perf,10 - 12.5,Man Utd v Bournemouth
Justin Kluivert Perf,9 - 11.5,Man Utd v Bournemouth
Eli Junior Kroupi Perf,8.5 - 10.5,Man Utd v Bournemouth
Alex Jimenez Perf,8.5 - 10.5,Man Utd v Bournemouth
Adam Smith Perf,7.5 - 9.5,Man Utd v Bournemouth
