perfomance_names,perfomance_odds,contest
Eliezer Mayenda Perf,6 - 8,Sunderland v Arsenal
Wilson Isidor Perf,6 - 8,Sunderland v Arsenal
Bukayo Saka Perf,25 - 28,Sunderland v Arsenal
Mikel Merino Perf,23 - 26,Sunderland v Arsenal
Christian Norgaard Perf,23 - 26,Sunderland v Arsenal
Martin Zubimendi Perf,22 - 25,Sunderland v Arsenal
Declan Rice Perf,22 - 25,Sunderland v Arsenal
Gabriel Magalhaes Perf,20 - 23,Sunderland v Arsenal
William Saliba Perf,21 - 24,Sunderland v Arsenal
Cristhian Mosquera Perf,21 - 24,Sunderland v Arsenal
Piero Hincapie Perf,21 - 24,Sunderland v Arsenal
Eberechi Eze Perf,19 - 22,Sunderland v Arsenal
Riccardo Calafiori Perf,18.5 - 21,Sunderland v Arsenal
Ben White Perf,17.5 - 20,Sunderland v Arsenal
Ethan Nwaneri Perf,17 - 19.5,Sunderland v Arsenal
Jurrien Timber Perf,17.5 - 20,Sunderland v Arsenal
Leandro Trossard Perf,16 - 18.5,Sunderland v Arsenal
Gabriel Martinelli Perf,16 - 18.5,Sunderland v Arsenal
Myles Lewis-Skelly Perf,15 - 17.5,Sunderland v Arsenal
Enzo Fernandez Perf,31 - 34,Chelsea v Wolves
Joao Pedro Perf,25 - 28,Chelsea v Wolves
Facundo Buonanotte Perf,25 - 28,Chelsea v Wolves
Moises Caicedo Perf,23 - 26,Chelsea v Wolves
Reece James Perf,22 - 25,Chelsea v Wolves
Alejandro Garnacho Perf,21 - 24,Chelsea v Wolves
Marc Cucurella Perf,20 - 23,Chelsea v Wolves
Estevao Perf,19 - 22,Chelsea v Wolves
Trevoh Chalobah Perf,20 - 23,Chelsea v Wolves
Malo Gusto Perf,19 - 22,Chelsea v Wolves
Pedro Neto Perf,19 - 22,Chelsea v Wolves
Jamie Gittens Perf,18 - 20.5,Chelsea v Wolves
Wesley Fofana Perf,17.5 - 20,Chelsea v Wolves
Liam Delap Perf,16.5 - 19,Chelsea v Wolves
Marc Guiu Perf,15.5 - 18,Chelsea v Wolves
Joao Gomes Perf,15 - 17.5,Chelsea v Wolves
Yerson Mosquera Perf,13.5 - 16,Chelsea v Wolves
Ladislav Krejci Perf,12.5 - 15,Chelsea v Wolves
Fernando Lopez Perf,11.5 - 14,Chelsea v Wolves
Andre Perf,11.5 - 14,Chelsea v Wolves
Jean-Ricner Bellegarde Perf,11 - 13.5,Chelsea v Wolves
Jhon Arias Perf,11 - 13.5,Chelsea v Wolves
David Moller Wolfe Perf,11 - 13.5,Chelsea v Wolves
Toti Gomes Perf,10 - 12.5,Chelsea v Wolves
Ki-Jana Hoever Perf,10 - 12.5,Chelsea v Wolves
Marshall Munetsi Perf,9 - 11.5,Chelsea v Wolves
Jackson Tchatchoua Perf,8.5 - 10.5,Chelsea v Wolves
Jorgen Strand Larsen Perf,8 - 10,Chelsea v Wolves
Toluwalase Emmanuel Arokodare Perf,8 - 10,Chelsea v Wolves
Hwang Hee-chan Perf,7 - 9,Chelsea v Wolves
Mikkel Damsgaard Perf,16 - 18.5,Brentford v Newcastle
Dango Ouattara Perf,15 - 17.5,Brentford v Newcastle
Igor Thiago Perf,12.5 - 15,Brentford v Newcastle
Nathan Collins Perf,12.5 - 15,Brentford v Newcastle
Jordan Henderson Perf,12 - 14.5,Brentford v Newcastle
Yehor Yarmolyuk Perf,12 - 14.5,Brentford v Newcastle
Kevin Schade Perf,11 - 13.5,Brentford v Newcastle
Sepp van den Berg Perf,11 - 13.5,Brentford v Newcastle
Michael Kayode Perf,9.5 - 12,Brentford v Newcastle
Anthony Gordon Perf,18.5 - 21,Brentford v Newcastle
Sandro Tonali Perf,18 - 20.5,Brentford v Newcastle
Bruno Guimaraes Perf,17 - 19.5,Brentford v Newcastle
Nick Woltemade Perf,14.5 - 17,Brentford v Newcastle
Jacob Murphy Perf,14.5 - 17,Brentford v Newcastle
Kieran Trippier Perf,14.5 - 17,Brentford v Newcastle
Harvey Barnes Perf,14.5 - 17,Brentford v Newcastle
Dan Burn Perf,14 - 16.5,Brentford v Newcastle
Joelinton Perf,13 - 15.5,Brentford v Newcastle
Malick Thiaw Perf,12 - 14.5,Brentford v Newcastle
Elliot Anderson Perf,Suspended,Nottingham Forest v Leeds
Morgan Gibbs-White Perf,Suspended,Nottingham Forest v Leeds
Ryan Yates Perf,Suspended,Nottingham Forest v Leeds
Neco Williams Perf,Suspended,Nottingham Forest v Leeds
Dan Ndoye Perf,Suspended,Nottingham Forest v Leeds
Murillo Perf,Suspended,Nottingham Forest v Leeds
Callum Hudson-Odoi Perf,Suspended,Nottingham Forest v Leeds
Igor Jesus Perf,Suspended,Nottingham Forest v Leeds
Nikola Milenkovic Perf,Suspended,Nottingham Forest v Leeds
Nicolo Savona Perf,Suspended,Nottingham Forest v Leeds
Ao Tanaka Perf,Suspended,Nottingham Forest v Leeds
Pascal Struijk Perf,Suspended,Nottingham Forest v Leeds
Jaka Bijol Perf,Suspended,Nottingham Forest v Leeds
Ethan Ampadu Perf,Suspended,Nottingham Forest v Leeds
Joe Rodon Perf,Suspended,Nottingham Forest v Leeds
Sean Longstaff Perf,Suspended,Nottingham Forest v Leeds
Jayden Bogle Perf,Suspended,Nottingham Forest v Leeds
Brenden Aaronson Perf,Suspended,Nottingham Forest v Leeds
Gabriel Gudmundsson Perf,Suspended,Nottingham Forest v Leeds
Dominic Calvert-Lewin Perf,Suspended,Nottingham Forest v Leeds
Noah Okafor Perf,Suspended,Nottingham Forest v Leeds
Lukas Nmecha Perf,Suspended,Nottingham Forest v Leeds
Erling Haaland Perf,19 - 22,Man City v Liverpool
Rodri Perf,19 - 22,Man City v Liverpool
Josko Gvardiol Perf,17.5 - 20,Man City v Liverpool
Phil Foden Perf,17 - 19.5,Man City v Liverpool
Ruben Dias Perf,17 - 19.5,Man City v Liverpool
Rayan Cherki Perf,15.5 - 18,Man City v Liverpool
Nico Gonzalez Perf,15.5 - 18,Man City v Liverpool
Matheus Nunes Perf,15 - 17.5,Man City v Liverpool
Bernardo Silva Perf,14.5 - 17,Man City v Liverpool
Jeremy Doku Perf,14.5 - 17,Man City v Liverpool
Nico O'Reilly Perf,14.5 - 17,Man City v Liverpool
Savinho Perf,13.5 - 16,Man City v Liverpool
Tijjani Reijnders Perf,13.5 - 16,Man City v Liverpool
John Stones Perf,12.5 - 15,Man City v Liverpool
Dominik Szoboszlai Perf,16 - 18.5,Man City v Liverpool
Virgil van Dijk Perf,16 - 18.5,Man City v Liverpool
Ryan Gravenberch Perf,15.5 - 18,Man City v Liverpool
Alexis Mac Allister Perf,15 - 17.5,Man City v Liverpool
Mohamed Salah Perf,14 - 16.5,Man City v Liverpool
Conor Bradley Perf,13.5 - 16,Man City v Liverpool
Ibrahima Konate Perf,13.5 - 16,Man City v Liverpool
Curtis Jones Perf,12.5 - 15,Man City v Liverpool
Florian Wirtz Perf,12.5 - 15,Man City v Liverpool
Andrew Robertson Perf,12.5 - 15,Man City v Liverpool
Cody Gakpo Perf,11 - 13.5,Man City v Liverpool
Milos Kerkez Perf,11 - 13.5,Man City v Liverpool
Hugo Ekitike Perf,10 - 12.5,Man City v Liverpool
Alexander Isak Perf,8.5 - 10.5,Man City v Liverpool
