assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id
10,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,106,0,0,0.0,0.0,2024-11-10T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,11,0,863,0,0,3,0.0,0,-18,15,33,44,True,0,379
11,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,116,0,0,0.0,0.0,2024-11-24T16:30:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,12,0,925,0,1,1,0.0,0,50,86,36,44,False,0,379
12,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,126,0,0,0.0,0.0,2024-12-01T13:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,13,0,1091,0,0,4,0.0,0,124,171,47,44,True,0,379
13,0,0,0,0,1.7,379,0.01,0.01,0.0,0.23,131,0,0,0.4,2.0,2024-12-04T20:15:00Z,45,0,0,0,0,0,0,0,False,1,0,0,0,0,14,0,1275,1,0,2,0.0,0,99,191,92,44,False,1,379
14,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,148,0,0,0.0,0.0,2024-12-07T17:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,15,0,2044,0,3,2,0.0,0,633,760,127,44,True,0,379
15,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2024-12-15T16:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,16,0,2160,0,2,1,0.0,0,14,305,291,44,False,0,379
16,0,0,-3,0,12.1,379,0.01,0.01,0.0,0.18,168,1,0,1.0,0.0,2024-12-22T14:00:00Z,45,0,0,0,0,0,0,0,False,3,0,0,0,0,17,0,2209,1,3,0,0.0,1,-53,217,270,44,True,0,379
17,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2024-12-26T17:30:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,18,0,2264,0,0,2,0.0,0,-17,186,203,44,False,0,379
18,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,188,0,0,0.0,0.0,2024-12-30T20:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,19,0,2185,0,2,0,0.0,0,-109,75,184,44,True,0,379
19,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,196,0,0,0.0,0.0,2025-01-05T16:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,20,0,2085,0,2,2,0.0,0,-169,65,234,44,False,0,379
20,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,209,0,0,0.0,0.0,2025-01-16T20:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,21,0,2282,0,1,3,0.0,0,62,266,204,44,True,0,379
21,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,217,0,0,0.0,0.0,2025-01-19T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,22,0,2175,0,3,1,0.0,0,-108,55,163,44,True,0,379
22,0,0,5,0,0.1,379,0.0,0.0,0.0,0.37,225,0,0,0.3,3.2,2025-01-26T19:00:00Z,9,0,0,0,0,0,0,0,False,9,0,0,0,0,23,0,2159,0,1,0,0.0,1,-86,67,153,44,False,0,379
23,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,237,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,24,0,2212,0,2,0,0.0,0,-17,113,130,44,True,0,379
24,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,249,0,0,0.0,0.0,2025-02-16T16:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,25,0,2065,0,0,1,0.0,0,-183,65,248,44,False,0,379
25,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,254,0,0,0.0,0.0,2025-02-22T12:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,26,0,1955,0,2,2,0.0,0,-117,0,117,44,False,0,379
26,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,270,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,27,0,1895,0,2,3,0.0,0,-62,0,62,44,True,0,379
27,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,276,0,0,0.0,0.0,2025-03-09T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,28,0,1840,0,1,1,0.0,0,-55,0,55,44,True,0,379
28,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,287,0,0,0.0,0.0,2025-03-16T19:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,29,0,1803,0,3,0,0.0,0,-33,0,33,44,False,0,379
29,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,1770,0,0,1,0.0,0,-39,0,39,44,False,0,379
30,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,308,0,0,0.0,0.0,2025-04-06T15:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,31,0,1761,0,0,0,0.0,0,-10,0,10,44,True,0,379
31,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,317,0,0,0.0,0.0,2025-04-13T15:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,32,0,1743,0,1,4,0.0,0,-18,0,18,44,False,0,379
32,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,33,0,1725,0,1,0,0.0,0,-18,0,18,44,True,0,379
33,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,332,0,0,0.0,0.0,2025-04-27T13:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,34,0,1714,0,1,1,0.0,0,-12,0,12,44,False,0,379
34,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,343,0,0,0.0,0.0,2025-05-04T13:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,35,0,1713,0,3,4,0.0,0,-1,0,1,44,False,0,379
35,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,1703,0,2,0,0.0,0,-9,0,9,44,True,0,379
36,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,365,0,0,0.0,0.0,2025-05-16T19:15:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,37,0,1700,0,0,1,0.0,0,-4,0,4,44,False,0,379
37,0,0,0,0,0.0,379,0.0,0.0,0.0,0.0,375,0,0,0.0,0.0,2025-05-25T15:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,38,0,1691,0,0,2,0.0,0,-8,0,8,44,True,0,379
