assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,fpl_id,position_x,team,goals,shots,xG,time,position_y,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,understat_id,player_team,FPL_Name,Understat_Name,position
21,0,0,2,0,13.8,599,0.03,0.37,0.34,1.77,211,3,0,2.6,3.6,2024-01-30,62,15,0,0,0,0,22,0,933156,1,3,1,9.0,2,-55304,19079,74383,66,True,0,599,,,0,1,0.2881468832492828,67,FW,Aston Villa,Newcastle United,1,3,22105,2023,637876,0.0655328705906868,0,1,0,0.2881468832492828,0.3536797761917114,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
22,0,0,6,0,18.8,599,0.08,0.3,0.22,1.02,230,0,0,5.3,11.2,2024-02-03,30,17,0,0,0,0,23,0,897163,0,5,0,23.0,1,-37801,12557,50358,65,False,0,599,,,0,1,0.1670456826686859,26,Sub,Sheffield United,Aston Villa,0,5,22124,2023,638754,0.1315088123083114,0,1,0,0.1670456826686859,0.2985544800758362,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
23,0,0,-3,0,11.2,599,0.03,0.18,0.15,0.4,231,1,0,2.8,0.0,2024-02-11,25,14,0,0,0,0,24,0,805882,0,2,1,19.0,0,-91795,7915,99710,65,True,1,599,,,0,2,0.0954665690660476,21,Sub,Aston Villa,Manchester United,1,2,22125,2023,640938,0.0791518837213516,0,1,0,0.0954665690660476,0.1528538167476654,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
24,0,0,2,0,0.0,599,0.0,0.0,0.0,0.57,244,0,0,0.0,0.0,2024-02-17,9,10,0,0,0,0,25,0,726226,0,2,1,0.0,1,-72841,6428,79269,64,False,0,599,,,0,0,0.0,2,Sub,Fulham,Aston Villa,1,2,22138,2023,641790,0.0,0,0,0,0.0,0.0,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
25,0,0,3,0,0.3,599,0.08,0.08,0.0,0.0,252,0,0,0.2,0.0,2024-02-24,1,16,0,0,0,0,26,0,716254,0,2,4,2.0,1,-20675,16205,36880,64,True,0,599,,,0,0,0.0,1,Sub,Aston Villa,Nottingham Forest,4,2,22147,2023,643185,0.0,0,0,0,0.0,0.1284843683242797,0.1284843683242797,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
26,1,0,17,0,15.0,599,0.17,0.17,0.0,0.13,265,0,0,3.7,19.6,2024-03-02,11,12,0,0,0,0,27,0,681815,0,3,2,2.0,4,-34775,5921,40696,64,False,0,599,,,0,0,0.0,3,Sub,Luton,Aston Villa,2,3,22159,2023,645170,0.4272859692573547,1,1,0,0.0,0.4272859692573547,0.4272859692573547,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
27,0,0,1,0,0.3,599,0.0,0.05,0.05,0.68,272,2,0,0.5,0.4,2024-03-10,32,18,0,0,0,0,28,0,663957,0,4,0,4.0,1,-18435,5447,23882,63,True,0,599,,,0,1,0.031228169798851,31,Sub,Aston Villa,Tottenham,0,4,22167,2023,647131,0.0,0,0,0,0.031228169798851,0.031228169798851,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
28,1,0,18,0,36.3,599,0.25,0.3,0.05,0.79,289,0,0,6.9,23.0,2024-03-17,45,19,0,0,0,0,29,0,725992,0,1,1,10.0,4,10672,22065,11393,63,False,0,599,,,0,1,0.0209283493459224,41,Sub,West Ham,Aston Villa,1,1,22183,2023,648765,0.5649164319038391,1,3,0,0.0209283493459224,0.5473347902297974,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
29,1,3,35,1,21.7,599,0.09,0.16,0.07,1.38,291,0,1,9.2,58.8,2024-03-30,87,20,0,0,0,0,30,0,662397,1,0,2,11.0,14,-14149,5141,19290,63,True,0,599,,,1,1,0.0438148975372314,90,FW,Aston Villa,Wolverhampton Wanderers,2,0,22186,2023,650020,0.2040024101734161,1,2,1,0.0438148975372314,0.5248855352401733,0.3208831250667572,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
30,0,0,11,0,11.1,599,0.05,0.1,0.05,2.28,309,3,0,2.6,5.8,2024-04-03,62,13,0,0,0,0,31,0,664510,1,1,4,9.0,2,1168,10278,9110,63,False,0,599,,,0,1,0.0866769701242446,68,AMR,Manchester City,Aston Villa,4,1,22204,2023,651200,0.4804081618785858,0,1,0,0.0866769701242446,0.5670851469039917,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
31,0,0,3,0,0.3,599,0.0,0.0,0.0,0.0,311,0,0,0.1,0.2,2024-04-06,1,4,0,0,0,0,32,0,666726,0,3,3,0.0,1,1558,14317,12759,63,True,0,599,,,0,0,0.0,1,Sub,Aston Villa,Brentford,3,3,22205,2023,651691,0.0,0,0,0,0.0,0.0,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
32,0,0,11,1,1.6,599,0.01,0.05,0.04,1.52,321,0,0,0.7,3.8,2024-04-14,60,1,0,0,0,0,33,0,651006,1,2,0,2.0,3,-16199,5769,21968,63,False,0,599,,,0,1,0.0227734073996543,64,AMR,Arsenal,Aston Villa,0,2,22216,2023,654049,0.0,0,0,0,0.0227734073996543,0.0227734073996543,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
33,0,2,34,0,38.6,599,0.31,1.1,0.79,1.37,331,1,1,11.5,40.0,2024-04-21,90,3,0,0,0,0,34,0,642317,1,1,3,36.0,9,-7745,9984,17729,63,True,0,599,,,1,3,1.0901405811309814,90,AMC,Aston Villa,Bournemouth,3,1,22225,2023,655479,0.3824385702610016,0,2,1,1.0901405811309814,1.512191653251648,0.1418913304805755,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
34,0,0,1,0,0.3,599,0.01,0.01,0.0,1.07,341,2,0,0.0,0.0,2024-04-27,56,7,0,0,0,0,35,0,644795,0,2,2,0.0,1,-734,10293,11027,63,True,0,599,,,0,0,0.0,63,Sub,Aston Villa,Chelsea,2,2,22236,2023,657256,0.0,0,0,0,0.0,0.0877805277705192,0.0877805277705192,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
35,0,0,6,1,5.3,599,0.0,0.04,0.04,1.25,353,0,0,2.9,4.4,2024-05-05,72,5,0,0,0,0,36,0,639611,1,0,1,19.0,3,-5657,3994,9651,63,False,0,599,,,0,1,0.0502806417644023,78,AML,Brighton,Aston Villa,1,0,22247,2023,659411,0.0,0,0,0,0.0502806417644023,0.0502806417644023,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
36,1,0,25,0,52.9,599,0.43,1.06,0.63,1.73,361,3,0,12.3,31.2,2024-05-13,90,11,0,0,0,0,37,0,623842,1,3,3,39.0,5,-14735,2535,17270,63,True,0,599,,,0,3,0.2055986374616623,90,AMC,Aston Villa,Liverpool,3,3,22256,2023,661846,0.9763110876083374,1,5,0,0.2055986374616623,1.181909680366516,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
37,0,0,-2,0,1.4,599,0.01,0.64,0.63,2.48,376,5,0,4.2,6.6,2024-05-19,86,8,0,0,0,0,38,0,631767,1,0,5,34.0,2,5449,13382,7933,63,False,0,599,,,0,2,0.2721768021583557,90,MR,Crystal Palace,Aston Villa,5,0,22270,2023,663101,0.0,0,0,0,0.2721768021583557,0.2282354980707168,0.0,6556,Aston Villa,Moussa Diaby,Moussa Diaby,MID
