PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Manuel Ugarte PGM,1 - 3,Manuel Ugarte SMM,2 - 4,Aston Villa v Man Utd
Leny Yoro PGM,1 - 3,Leny Yoro SMM,2 - 4,Aston Villa v Man Utd
Ayden Heaven PGM,0.5 - 2,Ayden Heaven SMM,1 - 3,Aston Villa v Man Utd
Luke Shaw PGM,0.25 - 1.5,Luke Shaw SMM,0.5 - 2,Aston Villa v Man Utd
Harry Maguire PGM,3 - 6,Harry Maguire SMM,5 - 8,Aston Villa v Man Utd
Raul Jimenez PGM,20 - 23,Raul Jimenez SMM,30 - 36,Fulham v Nottingham Forest
Harry Wilson PGM,10 - 13,Harry Wilson SMM,14 - 18,Fulham v Nottingham Forest
Emile Smith Rowe PGM,8 - 11,Emile Smith Rowe SMM,12 - 16,Fulham v Nottingham Forest
Kevin PGM,8 - 11,Kevin SMM,12 - 16,Fulham v Nottingham Forest
Joshua King PGM,7 - 10,Joshua King SMM,10 - 14,Fulham v Nottingham Forest
Adama Traore PGM,6 - 9,Adama Traore SMM,8 - 11,Fulham v Nottingham Forest
Tom Cairney PGM,3 - 6,Tom Cairney SMM,5 - 8,Fulham v Nottingham Forest
Sasa Lukic PGM,2.5 - 5,Sasa Lukic SMM,5 - 8,Fulham v Nottingham Forest
Harrison Reed PGM,2 - 4,Harrison Reed SMM,4 - 7,Fulham v Nottingham Forest
Sander Berge PGM,2 - 4,Sander Berge SMM,2.5 - 5,Fulham v Nottingham Forest
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2.5 - 5,Fulham v Nottingham Forest
Kenny Tete PGM,1 - 3,Kenny Tete SMM,2 - 4,Fulham v Nottingham Forest
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Fulham v Nottingham Forest
Timothy Castagne PGM,1 - 3,Timothy Castagne SMM,2 - 4,Fulham v Nottingham Forest
Issa Diop PGM,1 - 3,Issa Diop SMM,2 - 4,Fulham v Nottingham Forest
Antonee Robinson PGM,0.5 - 2,Antonee Robinson SMM,1 - 3,Fulham v Nottingham Forest
Igor Jesus PGM,15 - 18,Igor Jesus SMM,22 - 27,Fulham v Nottingham Forest
Arnaud Kalimuendo PGM,13 - 16,Arnaud Kalimuendo SMM,18 - 22,Fulham v Nottingham Forest
Morgan Gibbs-White PGM,10 - 13,Morgan Gibbs-White SMM,14 - 18,Fulham v Nottingham Forest
Omari Hutchinson PGM,6 - 9,Omari Hutchinson SMM,9 - 13,Fulham v Nottingham Forest
Callum Hudson-Odoi PGM,6 - 9,Callum Hudson-Odoi SMM,9 - 13,Fulham v Nottingham Forest
Dan Ndoye PGM,6 - 9,Dan Ndoye SMM,9 - 13,Fulham v Nottingham Forest
James McAtee PGM,6 - 9,James McAtee SMM,9 - 13,Fulham v Nottingham Forest
Elliot Anderson PGM,3 - 6,Elliot Anderson SMM,5 - 8,Fulham v Nottingham Forest
Nikola Milenkovic PGM,2.5 - 5,Nikola Milenkovic SMM,5 - 8,Fulham v Nottingham Forest
Douglas Luiz PGM,2.5 - 5,Douglas Luiz SMM,5 - 8,Fulham v Nottingham Forest
Neco Williams PGM,2 - 4,Neco Williams SMM,2.5 - 5,Fulham v Nottingham Forest
Nicolo Savona PGM,1 - 3,Nicolo Savona SMM,2 - 4,Fulham v Nottingham Forest
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Fulham v Nottingham Forest
Oleksandr Zinchenko PGM,1 - 3,Oleksandr Zinchenko SMM,2 - 4,Fulham v Nottingham Forest
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Fulham v Nottingham Forest
Zach Abbott PGM,0.5 - 2,Zach Abbott SMM,1 - 3,Fulham v Nottingham Forest
