PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Maxence Lacroix PGM,2.5 - 5,Maxence Lacroix SMM,4 - 7,Crystal Palace v Bournemouth
Chris Richards PGM,2 - 4,Chris Richards SMM,2.5 - 5,Crystal Palace v Bournemouth
Adam Wharton PGM,2 - 4,Adam Wharton SMM,2.5 - 5,Crystal Palace v Bournemouth
Marc Guehi PGM,1 - 3,Marc Guehi SMM,2 - 4,Crystal Palace v Bournemouth
Will Hughes PGM,1 - 3,Will Hughes SMM,2 - 4,Crystal Palace v Bournemouth
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2 - 4,Crystal Palace v Bournemouth
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Crystal Palace v Bournemouth
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Crystal Palace v Bournemouth
Nathaniel Clyne PGM,0.5 - 2,Nathaniel Clyne SMM,1 - 3,Crystal Palace v Bournemouth
Evanilson PGM,13 - 16,Evanilson SMM,18 - 22,Crystal Palace v Bournemouth
Eli Junior Kroupi PGM,13 - 16,Eli Junior Kroupi SMM,18 - 22,Crystal Palace v Bournemouth
Antoine Semenyo PGM,11 - 14,Antoine Semenyo SMM,16 - 20,Crystal Palace v Bournemouth
Justin Kluivert PGM,10 - 13,Justin Kluivert SMM,14 - 18,Crystal Palace v Bournemouth
Amine Adli PGM,6 - 9,Amine Adli SMM,9 - 13,Crystal Palace v Bournemouth
David Brooks PGM,6 - 9,David Brooks SMM,8 - 11,Crystal Palace v Bournemouth
Marcus Tavernier PGM,6 - 9,Marcus Tavernier SMM,8 - 11,Crystal Palace v Bournemouth
Ben Doak PGM,5 - 8,Ben Doak SMM,8 - 11,Crystal Palace v Bournemouth
Ryan Christie PGM,3 - 6,Ryan Christie SMM,5 - 8,Crystal Palace v Bournemouth
Bafode Diakite PGM,2.5 - 5,Bafode Diakite SMM,4 - 7,Crystal Palace v Bournemouth
Alex Scott PGM,2 - 4,Alex Scott SMM,2.5 - 5,Crystal Palace v Bournemouth
Marcos Senesi PGM,1 - 3,Marcos Senesi SMM,2.5 - 5,Crystal Palace v Bournemouth
Alejandro Jimenez PGM,1 - 3,Alejandro Jimenez SMM,2.5 - 5,Crystal Palace v Bournemouth
Adrien Truffert PGM,1 - 3,Adrien Truffert SMM,2 - 4,Crystal Palace v Bournemouth
James Hill PGM,1 - 3,James Hill SMM,2 - 4,Crystal Palace v Bournemouth
Veljko Milosavljevic PGM,1 - 3,Veljko Milosavljevic SMM,2 - 4,Crystal Palace v Bournemouth
Tyler Adams PGM,0.5 - 2,Tyler Adams SMM,1 - 3,Crystal Palace v Bournemouth
Julian Araujo PGM,0.5 - 2,Julian Araujo SMM,1 - 3,Crystal Palace v Bournemouth
Lewis Cook PGM,0.5 - 2,Lewis Cook SMM,1 - 3,Crystal Palace v Bournemouth
Julio Soler PGM,0.5 - 2,Julio Soler SMM,1 - 3,Crystal Palace v Bournemouth
Adam Smith PGM,0.25 - 1.5,Adam Smith SMM,0.5 - 2,Crystal Palace v Bournemouth
Erling Haaland PGM,41 - 45,Erling Haaland SMM,70 - 82,Man City v Everton
Phil Foden PGM,13 - 16,Phil Foden SMM,19 - 23,Man City v Everton
Rayan Cherki PGM,11 - 14,Rayan Cherki SMM,16 - 20,Man City v Everton
Oscar Bobb PGM,10 - 13,Oscar Bobb SMM,14 - 18,Man City v Everton
Savinho PGM,9 - 12,Savinho SMM,12 - 16,Man City v Everton
Tijani Reijnders PGM,7 - 10,Tijani Reijnders SMM,10 - 14,Man City v Everton
Jeremy Doku PGM,7 - 10,Jeremy Doku SMM,10 - 14,Man City v Everton
Bernardo Silva PGM,5 - 8,Bernardo Silva SMM,8 - 11,Man City v Everton
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,6 - 9,Man City v Everton
Mateo Kovacic PGM,4 - 7,Mateo Kovacic SMM,6 - 9,Man City v Everton
Josko Gvardiol PGM,4 - 7,Josko Gvardiol SMM,6 - 9,Man City v Everton
Nicolas Gonzalez PGM,3 - 6,Nicolas Gonzalez SMM,5 - 8,Man City v Everton
Nathan Ake PGM,3 - 6,Nathan Ake SMM,5 - 8,Man City v Everton
John Stones PGM,2.5 - 5,John Stones SMM,4 - 7,Man City v Everton
Rico Lewis PGM,2.5 - 5,Rico Lewis SMM,4 - 7,Man City v Everton
Matheus Nunes PGM,1 - 3,Matheus Nunes SMM,2 - 4,Man City v Everton
Ruben Dias PGM,1 - 3,Ruben Dias SMM,2 - 4,Man City v Everton
Thierno Barry PGM,8 - 11,Thierno Barry SMM,12 - 16,Man City v Everton
Beto PGM,8 - 11,Beto SMM,12 - 16,Man City v Everton
Iliman Ndiaye PGM,7 - 10,Iliman Ndiaye SMM,10 - 14,Man City v Everton
Carlos Alcaraz PGM,4 - 7,Carlos Alcaraz SMM,6 - 9,Man City v Everton
Tyler Dibling PGM,3 - 6,Tyler Dibling SMM,5 - 8,Man City v Everton
Kiernan Dewsbury-Hall PGM,2.5 - 5,Kiernan Dewsbury-Hall SMM,5 - 8,Man City v Everton
Dwight McNeil PGM,2.5 - 5,Dwight McNeil SMM,4 - 7,Man City v Everton
Jake O'Brien PGM,1 - 3,Jake O'Brien SMM,2 - 4,Man City v Everton
Tim Iroegbunam PGM,1 - 3,Tim Iroegbunam SMM,2 - 4,Man City v Everton
James Tarkowski PGM,1 - 3,James Tarkowski SMM,2 - 4,Man City v Everton
Michael Keane PGM,1 - 3,Michael Keane SMM,2 - 4,Man City v Everton
James Garner PGM,1 - 3,James Garner SMM,2 - 4,Man City v Everton
Idrissa Gueye PGM,0.5 - 2,Idrissa Gueye SMM,1 - 3,Man City v Everton
Vitaliy Mykolenko PGM,0.25 - 1.5,Vitaliy Mykolenko SMM,0.5 - 2,Man City v Everton
Nathan Patterson PGM,0.25 - 1.5,Nathan Patterson SMM,0.5 - 2,Man City v Everton
Seamus Coleman PGM,0.25 - 1.5,Seamus Coleman SMM,0.5 - 2,Man City v Everton
Wilson Isidor PGM,17 - 20,Wilson Isidor SMM,25 - 30,Sunderland v Wolves
Brian Brobbey PGM,16 - 19,Brian Brobbey SMM,24 - 29,Sunderland v Wolves
Eliezer Mayenda PGM,14 - 17,Eliezer Mayenda SMM,20 - 24,Sunderland v Wolves
Enzo Le Fee PGM,8 - 11,Enzo Le Fee SMM,12 - 16,Sunderland v Wolves
Bertrand Traore PGM,7 - 10,Bertrand Traore SMM,10 - 14,Sunderland v Wolves
Simon Adingra PGM,7 - 10,Simon Adingra SMM,10 - 14,Sunderland v Wolves
Chemsdine Talbi PGM,7 - 10,Chemsdine Talbi SMM,10 - 14,Sunderland v Wolves
Dan Ballard PGM,3 - 6,Dan Ballard SMM,5 - 8,Sunderland v Wolves
Granit Xhaka PGM,2 - 4,Granit Xhaka SMM,4 - 7,Sunderland v Wolves
Nordi Mukiele PGM,2 - 4,Nordi Mukiele SMM,2.5 - 5,Sunderland v Wolves
Omar Alderete PGM,2 - 4,Omar Alderete SMM,2.5 - 5,Sunderland v Wolves
Trai Hume PGM,1 - 3,Trai Hume SMM,2 - 4,Sunderland v Wolves
Noah Sadiki PGM,1 - 3,Noah Sadiki SMM,2 - 4,Sunderland v Wolves
Reinildo Mandava PGM,1 - 3,Reinildo Mandava SMM,2 - 4,Sunderland v Wolves
Arthur Masuaku PGM,1 - 3,Arthur Masuaku SMM,2 - 4,Sunderland v Wolves
Jorgen Strand Larsen PGM,14 - 17,Jorgen Strand Larsen SMM,20 - 24,Sunderland v Wolves
Tolu Arokodare PGM,13 - 16,Tolu Arokodare SMM,19 - 23,Sunderland v Wolves
Hee-chan Hwang PGM,8 - 11,Hee-chan Hwang SMM,12 - 16,Sunderland v Wolves
Jhon Arias PGM,6 - 9,Jhon Arias SMM,8 - 11,Sunderland v Wolves
Marshall Munetsi PGM,5 - 8,Marshall Munetsi SMM,7 - 10,Sunderland v Wolves
Jean-Ricner Bellegarde PGM,3 - 6,Jean-Ricner Bellegarde SMM,6 - 9,Sunderland v Wolves
Joao Gomes PGM,2 - 4,Joao Gomes SMM,4 - 7,Sunderland v Wolves
David Moller Wolfe PGM,2 - 4,David Moller Wolfe SMM,4 - 7,Sunderland v Wolves
Ladislav Krejci PGM,2 - 4,Ladislav Krejci SMM,2.5 - 5,Sunderland v Wolves
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Sunderland v Wolves
Emmanuel Agbadou PGM,1 - 3,Emmanuel Agbadou SMM,2 - 4,Sunderland v Wolves
Santiago Bueno PGM,0.5 - 2,Santiago Bueno SMM,1 - 3,Sunderland v Wolves
Hugo Bueno PGM,0.5 - 2,Hugo Bueno SMM,1 - 3,Sunderland v Wolves
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Sunderland v Wolves
Raul Jimenez PGM,9 - 12,Raul Jimenez SMM,13 - 17,Fulham v Arsenal
Harry Wilson PGM,5 - 8,Harry Wilson SMM,8 - 11,Fulham v Arsenal
Alex Iwobi PGM,4 - 7,Alex Iwobi SMM,7 - 10,Fulham v Arsenal
Kevin PGM,4 - 7,Kevin SMM,7 - 10,Fulham v Arsenal
Joshua King PGM,4 - 7,Joshua King SMM,6 - 9,Fulham v Arsenal
Emile Smith Rowe PGM,4 - 7,Emile Smith Rowe SMM,6 - 9,Fulham v Arsenal
Ryan Sessegnon PGM,3 - 6,Ryan Sessegnon SMM,6 - 9,Fulham v Arsenal
Samuel Chukwueze PGM,3 - 6,Samuel Chukwueze SMM,6 - 9,Fulham v Arsenal
Adama Traore PGM,3 - 6,Adama Traore SMM,5 - 8,Fulham v Arsenal
Tom Cairney PGM,2 - 4,Tom Cairney SMM,2.5 - 5,Fulham v Arsenal
Sander Berge PGM,1 - 3,Sander Berge SMM,2 - 4,Fulham v Arsenal
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Fulham v Arsenal
Timothy Castagne PGM,0.5 - 2,Timothy Castagne SMM,1 - 3,Fulham v Arsenal
Joachim Andersen PGM,0.5 - 2,Joachim Andersen SMM,1 - 3,Fulham v Arsenal
Calvin Bassey PGM,0.25 - 1.5,Calvin Bassey SMM,0.5 - 2,Fulham v Arsenal
Issa Diop PGM,0.25 - 1.5,Issa Diop SMM,0.5 - 2,Fulham v Arsenal
Antonee Robinson PGM,0.25 - 1.5,Antonee Robinson SMM,0.5 - 2,Fulham v Arsenal
Kenny Tete PGM,0.5 - 2,Kenny Tete SMM,1 - 3,Fulham v Arsenal
Viktor Gyokeres PGM,22 - 25,Viktor Gyokeres SMM,33 - 39,Fulham v Arsenal
Bukayo Saka PGM,17 - 20,Bukayo Saka SMM,25 - 30,Fulham v Arsenal
Gabriel Martinelli PGM,11 - 14,Gabriel Martinelli SMM,17 - 21,Fulham v Arsenal
Max Dowman PGM,11 - 14,Max Dowman SMM,17 - 21,Fulham v Arsenal
Leandro Trossard PGM,10 - 13,Leandro Trossard SMM,14 - 18,Fulham v Arsenal
Ethan Nwaneri PGM,9 - 12,Ethan Nwaneri SMM,13 - 17,Fulham v Arsenal
Eberechi Eze PGM,8 - 11,Eberechi Eze SMM,12 - 16,Fulham v Arsenal
Mikel Merino PGM,7 - 10,Mikel Merino SMM,10 - 14,Fulham v Arsenal
Declan Rice PGM,6 - 9,Declan Rice SMM,8 - 11,Fulham v Arsenal
Gabriel Magalhaes PGM,4 - 7,Gabriel Magalhaes SMM,6 - 9,Fulham v Arsenal
Riccardo Calafiori PGM,3 - 6,Riccardo Calafiori SMM,5 - 8,Fulham v Arsenal
Martin Zubimendi PGM,3 - 6,Martin Zubimendi SMM,5 - 8,Fulham v Arsenal
Christian Norgaard PGM,3 - 6,Christian Norgaard SMM,5 - 8,Fulham v Arsenal
Piero Hincapie PGM,2.5 - 5,Piero Hincapie SMM,4 - 7,Fulham v Arsenal
Jurrien Timber PGM,2 - 4,Jurrien Timber SMM,2.5 - 5,Fulham v Arsenal
William Saliba PGM,2 - 4,William Saliba SMM,2.5 - 5,Fulham v Arsenal
Ben White PGM,1 - 3,Ben White SMM,2 - 4,Fulham v Arsenal
Myles Lewis-Skelly PGM,1 - 3,Myles Lewis-Skelly SMM,2 - 4,Fulham v Arsenal
Cristhian Mosquera PGM,1 - 3,Cristhian Mosquera SMM,2 - 4,Fulham v Arsenal
Richarlison PGM,20 - 23,Richarlison SMM,30 - 36,Tottenham v Aston Villa
Mathys Tel PGM,16 - 19,Mathys Tel SMM,25 - 30,Tottenham v Aston Villa
Brennan Johnson PGM,13 - 16,Brennan Johnson SMM,19 - 23,Tottenham v Aston Villa
Mohammed Kudus PGM,12 - 15,Mohammed Kudus SMM,17 - 21,Tottenham v Aston Villa
Xavi Simons PGM,11 - 14,Xavi Simons SMM,17 - 21,Tottenham v Aston Villa
Wilson Odobert PGM,7 - 10,Wilson Odobert SMM,10 - 14,Tottenham v Aston Villa
Pape Matar Sarr PGM,5 - 8,Pape Matar Sarr SMM,8 - 11,Tottenham v Aston Villa
Lucas Bergvall PGM,5 - 8,Lucas Bergvall SMM,7 - 10,Tottenham v Aston Villa
Joao Palhinha PGM,3 - 6,Joao Palhinha SMM,5 - 8,Tottenham v Aston Villa
Cristian Romero PGM,3 - 6,Cristian Romero SMM,5 - 8,Tottenham v Aston Villa
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Tottenham v Aston Villa
Pedro Porro PGM,2.5 - 5,Pedro Porro SMM,4 - 7,Tottenham v Aston Villa
Rodrigo Bentancur PGM,2.5 - 5,Rodrigo Bentancur SMM,4 - 7,Tottenham v Aston Villa
Kevin Danso PGM,2 - 4,Kevin Danso SMM,2.5 - 5,Tottenham v Aston Villa
Djed Spence PGM,1 - 3,Djed Spence SMM,2.5 - 5,Tottenham v Aston Villa
Archie Gray PGM,1 - 3,Archie Gray SMM,2 - 4,Tottenham v Aston Villa
Destiny Udogie PGM,0.5 - 2,Destiny Udogie SMM,1 - 3,Tottenham v Aston Villa
Ollie Watkins PGM,14 - 17,Ollie Watkins SMM,20 - 24,Tottenham v Aston Villa
Donyell Malen PGM,10 - 13,Donyell Malen SMM,16 - 20,Tottenham v Aston Villa
Evann Guessand PGM,9 - 12,Evann Guessand SMM,13 - 17,Tottenham v Aston Villa
Morgan Rogers PGM,7 - 10,Morgan Rogers SMM,10 - 14,Tottenham v Aston Villa
Harvey Elliott PGM,7 - 10,Harvey Elliott SMM,9 - 13,Tottenham v Aston Villa
John McGinn PGM,5 - 8,John McGinn SMM,8 - 11,Tottenham v Aston Villa
Amadou Onana PGM,2.5 - 5,Amadou Onana SMM,5 - 8,Tottenham v Aston Villa
Matty Cash PGM,2 - 4,Matty Cash SMM,2.5 - 5,Tottenham v Aston Villa
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,Tottenham v Aston Villa
Ian Maatsen PGM,1 - 3,Ian Maatsen SMM,2 - 4,Tottenham v Aston Villa
Pau Torres PGM,1 - 3,Pau Torres SMM,2 - 4,Tottenham v Aston Villa
Lucas Digne PGM,0.5 - 2,Lucas Digne SMM,1 - 3,Tottenham v Aston Villa
Boubacar Kamara PGM,0.5 - 2,Boubacar Kamara SMM,1 - 3,Tottenham v Aston Villa
Victor Lindelof PGM,0.5 - 2,Victor Lindelof SMM,1 - 3,Tottenham v Aston Villa
Mohamed Salah PGM,26 - 29,Mohamed Salah SMM,42 - 49,Liverpool v Man Utd
Alexander Isak PGM,26 - 29,Alexander Isak SMM,42 - 49,Liverpool v Man Utd
Hugo Ekitike PGM,24 - 27,Hugo Ekitike SMM,37 - 43,Liverpool v Man Utd
Cody Gakpo PGM,17 - 20,Cody Gakpo SMM,27 - 32,Liverpool v Man Utd
Federico Chiesa PGM,15 - 18,Federico Chiesa SMM,21 - 26,Liverpool v Man Utd
Florian Wirtz PGM,12 - 15,Florian Wirtz SMM,18 - 22,Liverpool v Man Utd
Dominik Szoboszlai PGM,8 - 11,Dominik Szoboszlai SMM,12 - 16,Liverpool v Man Utd
