PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Piero Hincapie PGM,1 - 3,Piero Hincapie SMM,2.5 - 5,Aston Villa v Arsenal
William Saliba PGM,1 - 3,William Saliba SMM,2 - 4,Aston Villa v Arsenal
Myles Lewis-Skelly PGM,1 - 3,Myles Lewis-Skelly SMM,2 - 4,Aston Villa v Arsenal
Cristhian Mosquera PGM,1 - 3,Cristhian Mosquera SMM,2 - 4,Aston Villa v Arsenal
Antoine Semenyo PGM,16 - 19,Antoine Semenyo SMM,24 - 29,Bournemouth v Chelsea
Evanilson PGM,16 - 19,Evanilson SMM,24 - 29,Bournemouth v Chelsea
Eli Junior Kroupi PGM,14 - 17,Eli Junior Kroupi SMM,21 - 26,Bournemouth v Chelsea
Enes Unal PGM,13 - 16,Enes Unal SMM,19 - 23,Bournemouth v Chelsea
Justin Kluivert PGM,10 - 13,Justin Kluivert SMM,14 - 18,Bournemouth v Chelsea
Amine Adli PGM,9 - 12,Amine Adli SMM,13 - 17,Bournemouth v Chelsea
David Brooks PGM,7 - 10,David Brooks SMM,10 - 14,Bournemouth v Chelsea
Marcus Tavernier PGM,5 - 8,Marcus Tavernier SMM,8 - 11,Bournemouth v Chelsea
Bafode Diakite PGM,2.5 - 5,Bafode Diakite SMM,4 - 7,Bournemouth v Chelsea
Alex Scott PGM,2.5 - 5,Alex Scott SMM,4 - 7,Bournemouth v Chelsea
Marcos Senesi PGM,2 - 4,Marcos Senesi SMM,2.5 - 5,Bournemouth v Chelsea
Adrien Truffert PGM,2 - 4,Adrien Truffert SMM,2.5 - 5,Bournemouth v Chelsea
Alex Jimenez PGM,1 - 3,Alex Jimenez SMM,2 - 4,Bournemouth v Chelsea
Veljko Milosavljevic PGM,1 - 3,Veljko Milosavljevic SMM,2 - 4,Bournemouth v Chelsea
Julio Soler PGM,1 - 3,Julio Soler SMM,2 - 4,Bournemouth v Chelsea
Adam Smith PGM,0.5 - 2,Adam Smith SMM,1 - 3,Bournemouth v Chelsea
Cole Palmer PGM,19 - 22,Cole Palmer SMM,28 - 33,Bournemouth v Chelsea
Liam Delap PGM,15 - 18,Liam Delap SMM,21 - 26,Bournemouth v Chelsea
Estevao PGM,14 - 17,Estevao SMM,21 - 26,Bournemouth v Chelsea
Marc Guiu PGM,14 - 17,Marc Guiu SMM,21 - 26,Bournemouth v Chelsea
Enzo Fernandez PGM,13 - 16,Enzo Fernandez SMM,19 - 23,Bournemouth v Chelsea
Joao Pedro PGM,13 - 16,Joao Pedro SMM,19 - 23,Bournemouth v Chelsea
Alejandro Garnacho PGM,10 - 13,Alejandro Garnacho SMM,14 - 18,Bournemouth v Chelsea
Jamie Gittens PGM,9 - 12,Jamie Gittens SMM,12 - 16,Bournemouth v Chelsea
Pedro Neto PGM,8 - 11,Pedro Neto SMM,12 - 16,Bournemouth v Chelsea
Andrey Santos PGM,5 - 8,Andrey Santos SMM,8 - 11,Bournemouth v Chelsea
Marc Cucurella PGM,3 - 6,Marc Cucurella SMM,5 - 8,Bournemouth v Chelsea
Reece James PGM,3 - 6,Reece James SMM,5 - 8,Bournemouth v Chelsea
Trevoh Chalobah PGM,2.5 - 5,Trevoh Chalobah SMM,4 - 7,Bournemouth v Chelsea
Tosin Adarabioyo PGM,2 - 4,Tosin Adarabioyo SMM,2.5 - 5,Bournemouth v Chelsea
Jorrel Hato PGM,2 - 4,Jorrel Hato SMM,2.5 - 5,Bournemouth v Chelsea
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Bournemouth v Chelsea
Wesley Fofana PGM,1 - 3,Wesley Fofana SMM,2 - 4,Bournemouth v Chelsea
Benoit Badiashile PGM,1 - 3,Benoit Badiashile SMM,2 - 4,Bournemouth v Chelsea
Josh Acheampong PGM,1 - 3,Josh Acheampong SMM,2 - 4,Bournemouth v Chelsea
Thierno Barry PGM,15 - 18,Thierno Barry SMM,22 - 27,Everton v Nottingham Forest
Beto PGM,15 - 18,Beto SMM,22 - 27,Everton v Nottingham Forest
Iliman Ndiaye PGM,13 - 16,Iliman Ndiaye SMM,19 - 23,Everton v Nottingham Forest
Jack Grealish PGM,8 - 11,Jack Grealish SMM,12 - 16,Everton v Nottingham Forest
Kiernan Dewsbury-Hall PGM,7 - 10,Kiernan Dewsbury-Hall SMM,9 - 13,Everton v Nottingham Forest
Carlos Alcaraz PGM,7 - 10,Carlos Alcaraz SMM,9 - 13,Everton v Nottingham Forest
Tyler Dibling PGM,5 - 8,Tyler Dibling SMM,8 - 11,Everton v Nottingham Forest
Michael Keane PGM,4 - 7,Michael Keane SMM,7 - 10,Everton v Nottingham Forest
Dwight McNeil PGM,4 - 7,Dwight McNeil SMM,7 - 10,Everton v Nottingham Forest
Jake O'Brien PGM,2.5 - 5,Jake O'Brien SMM,4 - 7,Everton v Nottingham Forest
James Tarkowski PGM,2 - 4,James Tarkowski SMM,2.5 - 5,Everton v Nottingham Forest
James Garner PGM,2 - 4,James Garner SMM,2.5 - 5,Everton v Nottingham Forest
Nathan Patterson PGM,1 - 3,Nathan Patterson SMM,2 - 4,Everton v Nottingham Forest
Vitaliy Mykolenko PGM,0.5 - 2,Vitaliy Mykolenko SMM,1 - 3,Everton v Nottingham Forest
Adam Aznou PGM,0.5 - 2,Adam Aznou SMM,1 - 3,Everton v Nottingham Forest
Igor Jesus PGM,10 - 13,Igor Jesus SMM,14 - 18,Everton v Nottingham Forest
Arnaud Kalimuendo PGM,10 - 13,Arnaud Kalimuendo SMM,14 - 18,Everton v Nottingham Forest
Morgan Gibbs-White PGM,9 - 12,Morgan Gibbs-White SMM,13 - 17,Everton v Nottingham Forest
James McAtee PGM,5 - 8,James McAtee SMM,8 - 11,Everton v Nottingham Forest
Dan Ndoye PGM,4 - 7,Dan Ndoye SMM,6 - 9,Everton v Nottingham Forest
Callum Hudson-Odoi PGM,4 - 7,Callum Hudson-Odoi SMM,6 - 9,Everton v Nottingham Forest
Ryan Yates PGM,3 - 6,Ryan Yates SMM,5 - 8,Everton v Nottingham Forest
Elliot Anderson PGM,2.5 - 5,Elliot Anderson SMM,5 - 8,Everton v Nottingham Forest
Nikola Milenkovic PGM,2.5 - 5,Nikola Milenkovic SMM,4 - 7,Everton v Nottingham Forest
Ibrahim Sangare PGM,2.5 - 5,Ibrahim Sangare SMM,4 - 7,Everton v Nottingham Forest
Nicolas Dominguez PGM,2.5 - 5,Nicolas Dominguez SMM,4 - 7,Everton v Nottingham Forest
Nicolo Savona PGM,2 - 4,Nicolo Savona SMM,2.5 - 5,Everton v Nottingham Forest
Neco Williams PGM,2 - 4,Neco Williams SMM,2.5 - 5,Everton v Nottingham Forest
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Everton v Nottingham Forest
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Everton v Nottingham Forest
Omari Hutchinson PGM,5 - 8,Omari Hutchinson SMM,7 - 10,Everton v Nottingham Forest
Erling Haaland PGM,51 - 55,Erling Haaland SMM,91 - 106,Man City v Sunderland
Omar Marmoush PGM,21 - 24,Omar Marmoush SMM,32 - 38,Man City v Sunderland
Phil Foden PGM,14 - 17,Phil Foden SMM,21 - 26,Man City v Sunderland
Rayan Cherki PGM,12 - 15,Rayan Cherki SMM,17 - 21,Man City v Sunderland
Tijjani Reijnders PGM,10 - 13,Tijjani Reijnders SMM,16 - 20,Man City v Sunderland
Jeremy Doku PGM,10 - 13,Jeremy Doku SMM,16 - 20,Man City v Sunderland
Savinho PGM,10 - 13,Savinho SMM,16 - 20,Man City v Sunderland
Nico O'Reilly PGM,6 - 9,Nico O'Reilly SMM,9 - 13,Man City v Sunderland
Nico Gonzalez PGM,4 - 7,Nico Gonzalez SMM,7 - 10,Man City v Sunderland
Bernardo Silva PGM,4 - 7,Bernardo Silva SMM,7 - 10,Man City v Sunderland
Josko Gvardiol PGM,4 - 7,Josko Gvardiol SMM,6 - 9,Man City v Sunderland
Rayan Ait-Nouri PGM,4 - 7,Rayan Ait-Nouri SMM,6 - 9,Man City v Sunderland
Matheus Nunes PGM,2.5 - 5,Matheus Nunes SMM,5 - 8,Man City v Sunderland
John Stones PGM,2.5 - 5,John Stones SMM,5 - 8,Man City v Sunderland
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,5 - 8,Man City v Sunderland
Rico Lewis PGM,2.5 - 5,Rico Lewis SMM,5 - 8,Man City v Sunderland
Ruben Dias PGM,2 - 4,Ruben Dias SMM,2.5 - 5,Man City v Sunderland
Abdukodir Khusanov PGM,2 - 4,Abdukodir Khusanov SMM,2.5 - 5,Man City v Sunderland
Wilson Isidor PGM,8 - 11,Wilson Isidor SMM,12 - 16,Man City v Sunderland
Brian Brobbey PGM,7 - 10,Brian Brobbey SMM,10 - 14,Man City v Sunderland
Eliezer Mayenda PGM,6 - 9,Eliezer Mayenda SMM,9 - 13,Man City v Sunderland
Bertrand Traore PGM,4 - 7,Bertrand Traore SMM,6 - 9,Man City v Sunderland
Chemsdine Talbi PGM,4 - 7,Chemsdine Talbi SMM,6 - 9,Man City v Sunderland
Simon Adingra PGM,3 - 6,Simon Adingra SMM,5 - 8,Man City v Sunderland
Enzo Le Fee PGM,2.5 - 5,Enzo Le Fee SMM,4 - 7,Man City v Sunderland
Daniel Ballard PGM,2 - 4,Daniel Ballard SMM,2.5 - 5,Man City v Sunderland
Nordi Mukiele PGM,1 - 3,Nordi Mukiele SMM,2 - 4,Man City v Sunderland
Omar Alderete PGM,1 - 3,Omar Alderete SMM,2 - 4,Man City v Sunderland
Lutsharel Geertruida PGM,1 - 3,Lutsharel Geertruida SMM,2 - 4,Man City v Sunderland
Granit Xhaka PGM,1 - 3,Granit Xhaka SMM,2 - 4,Man City v Sunderland
Trai Hume PGM,0.5 - 2,Trai Hume SMM,1 - 3,Man City v Sunderland
Noah Sadiki PGM,0.5 - 2,Noah Sadiki SMM,1 - 3,Man City v Sunderland
Reinildo Mandava PGM,0.25 - 1.5,Reinildo Mandava SMM,0.5 - 2,Man City v Sunderland
Nick Woltemade PGM,29 - 32,Nick Woltemade SMM,46 - 54,Newcastle v Burnley
Yoane Wissa PGM,25 - 28,Yoane Wissa SMM,39 - 46,Newcastle v Burnley
Anthony Gordon PGM,24 - 27,Anthony Gordon SMM,37 - 43,Newcastle v Burnley
Harvey Barnes PGM,24 - 27,Harvey Barnes SMM,37 - 43,Newcastle v Burnley
Jacob Murphy PGM,15 - 18,Jacob Murphy SMM,22 - 27,Newcastle v Burnley
Anthony Elanga PGM,12 - 15,Anthony Elanga SMM,18 - 22,Newcastle v Burnley
Joelinton PGM,10 - 13,Joelinton SMM,14 - 18,Newcastle v Burnley
Bruno Guimaraes PGM,10 - 13,Bruno Guimaraes SMM,14 - 18,Newcastle v Burnley
Jacob Ramsey PGM,10 - 13,Jacob Ramsey SMM,14 - 18,Newcastle v Burnley
Sandro Tonali PGM,9 - 12,Sandro Tonali SMM,12 - 16,Newcastle v Burnley
Joe Willock PGM,9 - 12,Joe Willock SMM,12 - 16,Newcastle v Burnley
Lewis Miley PGM,7 - 10,Lewis Miley SMM,10 - 14,Newcastle v Burnley
Fabian Schar PGM,6 - 9,Fabian Schar SMM,9 - 13,Newcastle v Burnley
Malick Thiaw PGM,3 - 6,Malick Thiaw SMM,5 - 8,Newcastle v Burnley
Dan Burn PGM,3 - 6,Dan Burn SMM,5 - 8,Newcastle v Burnley
Tino Livramento PGM,1 - 3,Tino Livramento SMM,2 - 4,Newcastle v Burnley
Lewis Hall PGM,2 - 4,Lewis Hall SMM,4 - 7,Newcastle v Burnley
Zian Flemming PGM,9 - 12,Zian Flemming SMM,13 - 17,Newcastle v Burnley
Jaidon Anthony PGM,5 - 8,Jaidon Anthony SMM,7 - 10,Newcastle v Burnley
Lyle Foster PGM,5 - 8,Lyle Foster SMM,7 - 10,Newcastle v Burnley
Armando Broja PGM,5 - 8,Armando Broja SMM,7 - 10,Newcastle v Burnley
Jacob Bruun Larsen PGM,3 - 6,Jacob Bruun Larsen SMM,6 - 9,Newcastle v Burnley
Marcus Edwards PGM,3 - 6,Marcus Edwards SMM,6 - 9,Newcastle v Burnley
Loum Tchaouna PGM,3 - 6,Loum Tchaouna SMM,5 - 8,Newcastle v Burnley
Hannibal Mejbri PGM,2 - 4,Hannibal Mejbri SMM,2.5 - 5,Newcastle v Burnley
Josh Laurent PGM,2 - 4,Josh Laurent SMM,2.5 - 5,Newcastle v Burnley
Lesley Ugochukwu PGM,1 - 3,Lesley Ugochukwu SMM,2.5 - 5,Newcastle v Burnley
Josh Cullen PGM,1 - 3,Josh Cullen SMM,2 - 4,Newcastle v Burnley
Florentino Luis PGM,0.5 - 2,Florentino Luis SMM,1 - 3,Newcastle v Burnley
Hjalmar Ekdal PGM,0.25 - 1.5,Hjalmar Ekdal SMM,0.5 - 2,Newcastle v Burnley
Maxime Esteve PGM,0.25 - 1.5,Maxime Esteve SMM,0.5 - 2,Newcastle v Burnley
Quilindschy Hartman PGM,0.25 - 1.5,Quilindschy Hartman SMM,0.5 - 2,Newcastle v Burnley
Lucas Pires PGM,0.25 - 1.5,Lucas Pires SMM,0.5 - 2,Newcastle v Burnley
Kyle Walker PGM,0.1 - 1,Kyle Walker SMM,0.25 - 1.5,Newcastle v Burnley
Richarlison PGM,18 - 21,Richarlison SMM,28 - 33,Tottenham v Brentford
Randal Kolo Muani PGM,17 - 20,Randal Kolo Muani SMM,25 - 30,Tottenham v Brentford
Mathys Tel PGM,14 - 17,Mathys Tel SMM,20 - 24,Tottenham v Brentford
Brennan Johnson PGM,12 - 15,Brennan Johnson SMM,18 - 22,Tottenham v Brentford
Mohammed Kudus PGM,11 - 14,Mohammed Kudus SMM,16 - 20,Tottenham v Brentford
Xavi Simons PGM,8 - 11,Xavi Simons SMM,12 - 16,Tottenham v Brentford
Wilson Odobert PGM,8 - 11,Wilson Odobert SMM,12 - 16,Tottenham v Brentford
Lucas Bergvall PGM,5 - 8,Lucas Bergvall SMM,8 - 11,Tottenham v Brentford
Pape Sarr PGM,5 - 8,Pape Sarr SMM,7 - 10,Tottenham v Brentford
Joao Palhinha PGM,3 - 6,Joao Palhinha SMM,5 - 8,Tottenham v Brentford
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Tottenham v Brentford
Cristian Romero PGM,3 - 6,Cristian Romero SMM,5 - 8,Tottenham v Brentford
Pedro Porro PGM,2.5 - 5,Pedro Porro SMM,4 - 7,Tottenham v Brentford
Rodrigo Bentancur PGM,2.5 - 5,Rodrigo Bentancur SMM,4 - 7,Tottenham v Brentford
Kevin Danso PGM,2 - 4,Kevin Danso SMM,2.5 - 5,Tottenham v Brentford
Destiny Udogie PGM,1 - 3,Destiny Udogie SMM,2 - 4,Tottenham v Brentford
Archie Gray PGM,1 - 3,Archie Gray SMM,2 - 4,Tottenham v Brentford
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Tottenham v Brentford
Igor Thiago PGM,20 - 23,Igor Thiago SMM,30 - 36,Tottenham v Brentford
Dango Ouattara PGM,12 - 15,Dango Ouattara SMM,17 - 21,Tottenham v Brentford
Kevin Schade PGM,10 - 13,Kevin Schade SMM,14 - 18,Tottenham v Brentford
Keane Lewis-Potter PGM,7 - 10,Keane Lewis-Potter SMM,10 - 14,Tottenham v Brentford
Reiss Nelson PGM,6 - 9,Reiss Nelson SMM,9 - 13,Tottenham v Brentford
Mikkel Damsgaard PGM,2.5 - 5,Mikkel Damsgaard SMM,5 - 8,Tottenham v Brentford
Mathias Jensen PGM,2.5 - 5,Mathias Jensen SMM,4 - 7,Tottenham v Brentford
Sepp Van den Berg PGM,2 - 4,Sepp Van den Berg SMM,2.5 - 5,Tottenham v Brentford
Nathan Collins PGM,2 - 4,Nathan Collins SMM,2.5 - 5,Tottenham v Brentford
Vitaly Janelt PGM,2 - 4,Vitaly Janelt SMM,2.5 - 5,Tottenham v Brentford
Yehor Yarmolyuk PGM,2 - 4,Yehor Yarmolyuk SMM,2.5 - 5,Tottenham v Brentford
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Tottenham v Brentford
Ethan Pinnock PGM,1 - 3,Ethan Pinnock SMM,2 - 4,Tottenham v Brentford
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Tottenham v Brentford
Rico Henry PGM,1 - 3,Rico Henry SMM,2 - 4,Tottenham v Brentford
Michael Kayode PGM,0.5 - 2,Michael Kayode SMM,1 - 3,Tottenham v Brentford
Jordan Henderson PGM,0.5 - 2,Jordan Henderson SMM,1 - 3,Tottenham v Brentford
Lukas Nmecha PGM,15 - 18,Lukas Nmecha SMM,22 - 27,Leeds v Liverpool
Joel Piroe PGM,14 - 17,Joel Piroe SMM,21 - 26,Leeds v Liverpool
Dominic Calvert-Lewin PGM,13 - 16,Dominic Calvert-Lewin SMM,19 - 23,Leeds v Liverpool
Noah Okafor PGM,8 - 11,Noah Okafor SMM,12 - 16,Leeds v Liverpool
Wilfried Gnonto PGM,8 - 11,Wilfried Gnonto SMM,12 - 16,Leeds v Liverpool
Brenden Aaronson PGM,7 - 10,Brenden Aaronson SMM,10 - 14,Leeds v Liverpool
Jack Harrison PGM,6 - 9,Jack Harrison SMM,9 - 13,Leeds v Liverpool
Anton Stach PGM,4 - 7,Anton Stach SMM,6 - 9,Leeds v Liverpool
Pascal Struijk PGM,2.5 - 5,Pascal Struijk SMM,4 - 7,Leeds v Liverpool
Ao Tanaka PGM,2.5 - 5,Ao Tanaka SMM,4 - 7,Leeds v Liverpool
Jayden Bogle PGM,2.5 - 5,Jayden Bogle SMM,4 - 7,Leeds v Liverpool
James Justin PGM,2.5 - 5,James Justin SMM,4 - 7,Leeds v Liverpool
Sebastiaan Bornauw PGM,2 - 4,Sebastiaan Bornauw SMM,2.5 - 5,Leeds v Liverpool
Jaka Bijol PGM,1 - 3,Jaka Bijol SMM,2 - 4,Leeds v Liverpool
Joe Rodon PGM,1 - 3,Joe Rodon SMM,2 - 4,Leeds v Liverpool
Gabriel Gudmondsson PGM,1 - 3,Gabriel Gudmondsson SMM,2 - 4,Leeds v Liverpool
Ilia Gruev PGM,1 - 3,Ilia Gruev SMM,2 - 4,Leeds v Liverpool
Ethan Ampadu PGM,1 - 3,Ethan Ampadu SMM,2 - 4,Leeds v Liverpool
Alexander Isak PGM,25 - 28,Alexander Isak SMM,39 - 46,Leeds v Liverpool
Mohamed Salah PGM,20 - 23,Mohamed Salah SMM,31 - 37,Leeds v Liverpool
Cody Gakpo PGM,16 - 19,Cody Gakpo SMM,25 - 30,Leeds v Liverpool
Hugo Ekitike PGM,16 - 19,Hugo Ekitike SMM,25 - 30,Leeds v Liverpool
Federico Chiesa PGM,12 - 15,Federico Chiesa SMM,17 - 21,Leeds v Liverpool
Florian Wirtz PGM,10 - 13,Florian Wirtz SMM,16 - 20,Leeds v Liverpool
Rio Ngumoha PGM,10 - 13,Rio Ngumoha SMM,14 - 18,Leeds v Liverpool
Trey Nyoni PGM,8 - 11,Trey Nyoni SMM,12 - 16,Leeds v Liverpool
Dominik Szoboszlai PGM,7 - 10,Dominik Szoboszlai SMM,9 - 13,Leeds v Liverpool
Alexis MacAllister PGM,6 - 9,Alexis MacAllister SMM,8 - 11,Leeds v Liverpool
Curtis Jones PGM,5 - 8,Curtis Jones SMM,7 - 10,Leeds v Liverpool
Ibrahima Konate PGM,2.5 - 5,Ibrahima Konate SMM,4 - 7,Leeds v Liverpool
Virgil van Dijk PGM,2.5 - 5,Virgil van Dijk SMM,4 - 7,Leeds v Liverpool
Ryan Gravenberch PGM,2.5 - 5,Ryan Gravenberch SMM,4 - 7,Leeds v Liverpool
Milos Kerkez PGM,2.5 - 5,Milos Kerkez SMM,4 - 7,Leeds v Liverpool
Wataru Endo PGM,2 - 4,Wataru Endo SMM,2.5 - 5,Leeds v Liverpool
Joe Gomez PGM,1 - 3,Joe Gomez SMM,2 - 4,Leeds v Liverpool
Andrew Robertson PGM,1 - 3,Andrew Robertson SMM,2 - 4,Leeds v Liverpool
Danny Welbeck PGM,29 - 32,Danny Welbeck SMM,46 - 54,Brighton v West Ham
Stefanos Tzimas PGM,25 - 28,Stefanos Tzimas SMM,39 - 45,Brighton v West Ham
Charalampos Kostoulas PGM,18 - 21,Charalampos Kostoulas SMM,28 - 33,Brighton v West Ham
Kaoru Mitoma PGM,16 - 19,Kaoru Mitoma SMM,24 - 29,Brighton v West Ham
Georginio Rutter PGM,14 - 17,Georginio Rutter SMM,20 - 24,Brighton v West Ham
Yankuba Minteh PGM,14 - 17,Yankuba Minteh SMM,20 - 24,Brighton v West Ham
Brajan Gruda PGM,9 - 12,Brajan Gruda SMM,13 - 17,Brighton v West Ham
Diego Gomez PGM,9 - 12,Diego Gomez SMM,13 - 17,Brighton v West Ham
Jack Hinshelwood PGM,8 - 11,Jack Hinshelwood SMM,12 - 16,Brighton v West Ham
Maxime De Cuyper PGM,7 - 10,Maxime De Cuyper SMM,10 - 14,Brighton v West Ham
Yasin Ayari PGM,6 - 9,Yasin Ayari SMM,9 - 13,Brighton v West Ham
Ferdi Kadioglu PGM,5 - 8,Ferdi Kadioglu SMM,7 - 10,Brighton v West Ham
Mats Wieffer PGM,3 - 6,Mats Wieffer SMM,6 - 9,Brighton v West Ham
Carlos Baleba PGM,3 - 6,Carlos Baleba SMM,6 - 9,Brighton v West Ham
Jan Paul van Hecke PGM,3 - 6,Jan Paul van Hecke SMM,5 - 8,Brighton v West Ham
Lewis Dunk PGM,3 - 6,Lewis Dunk SMM,5 - 8,Brighton v West Ham
Diego Coppola PGM,2.5 - 5,Diego Coppola SMM,5 - 8,Brighton v West Ham
Olivier Boscagli PGM,2.5 - 5,Olivier Boscagli SMM,4 - 7,Brighton v West Ham
Joel Veltman PGM,1 - 3,Joel Veltman SMM,2 - 4,Brighton v West Ham
Callum Wilson PGM,12 - 15,Callum Wilson SMM,17 - 21,Brighton v West Ham
Jarrod Bowen PGM,10 - 13,Jarrod Bowen SMM,14 - 18,Brighton v West Ham
Niclas Fullkrug PGM,10 - 13,Niclas Fullkrug SMM,14 - 18,Brighton v West Ham
Lucas Paqueta PGM,8 - 11,Lucas Paqueta SMM,12 - 16,Brighton v West Ham
Crysencio Summerville PGM,6 - 9,Crysencio Summerville SMM,8 - 11,Brighton v West Ham
Luis Guilherme PGM,5 - 8,Luis Guilherme SMM,7 - 10,Brighton v West Ham
Tomas Soucek PGM,5 - 8,Tomas Soucek SMM,7 - 10,Brighton v West Ham
Mateus Fernandes PGM,2.5 - 5,Mateus Fernandes SMM,4 - 7,Brighton v West Ham
El Hadji Malick Diouf PGM,2 - 4,El Hadji Malick Diouf SMM,2.5 - 5,Brighton v West Ham
James Ward-Prowse PGM,2 - 4,James Ward-Prowse SMM,2.5 - 5,Brighton v West Ham
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,Brighton v West Ham
Freddie Potts PGM,1 - 3,Freddie Potts SMM,2 - 4,Brighton v West Ham
Kyle Walker-Peters PGM,1 - 3,Kyle Walker-Peters SMM,2 - 4,Brighton v West Ham
Max Kilman PGM,1 - 3,Max Kilman SMM,2 - 4,Brighton v West Ham
Aaron Wan-Bissaka PGM,1 - 3,Aaron Wan-Bissaka SMM,2 - 4,Brighton v West Ham
Guido Rodriguez PGM,1 - 3,Guido Rodriguez SMM,2 - 4,Brighton v West Ham
Soungoutou Magassa PGM,0.5 - 2,Soungoutou Magassa SMM,1 - 3,Brighton v West Ham
Jean-Clair Todibo PGM,0.5 - 2,Jean-Clair Todibo SMM,1 - 3,Brighton v West Ham
Raul Jimenez PGM,16 - 19,Raul Jimenez SMM,24 - 29,Fulham v Crystal Palace
Harry Wilson PGM,8 - 11,Harry Wilson SMM,12 - 16,Fulham v Crystal Palace
Emile Smith Rowe PGM,8 - 11,Emile Smith Rowe SMM,12 - 16,Fulham v Crystal Palace
Samuel Chukwueze PGM,7 - 10,Samuel Chukwueze SMM,9 - 13,Fulham v Crystal Palace
Joshua King PGM,6 - 9,Joshua King SMM,9 - 13,Fulham v Crystal Palace
Kevin PGM,6 - 9,Kevin SMM,9 - 13,Fulham v Crystal Palace
Alex Iwobi PGM,5 - 8,Alex Iwobi SMM,7 - 10,Fulham v Crystal Palace
Adama Traore PGM,5 - 8,Adama Traore SMM,7 - 10,Fulham v Crystal Palace
Tom Cairney PGM,3 - 6,Tom Cairney SMM,5 - 8,Fulham v Crystal Palace
Ryan Sessegnon PGM,3 - 6,Ryan Sessegnon SMM,5 - 8,Fulham v Crystal Palace
Sasa Lukic PGM,2.5 - 5,Sasa Lukic SMM,4 - 7,Fulham v Crystal Palace
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Fulham v Crystal Palace
