PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Joelinton PGM,7 - 10,Joelinton SMM,10 - 14,Newcastle v Fulham
Bruno Guimaraes PGM,6 - 9,Bruno Guimaraes SMM,8 - 11,Newcastle v Fulham
Sandro Tonali PGM,6 - 9,Sandro Tonali SMM,8 - 11,Newcastle v Fulham
Fabian Schar PGM,4 - 7,Fabian Schar SMM,7 - 10,Newcastle v Fulham
Lewis Miley PGM,4 - 7,Lewis Miley SMM,7 - 10,Newcastle v Fulham
Sven Botman PGM,2.5 - 5,Sven Botman SMM,4 - 7,Newcastle v Fulham
Dan Burn PGM,2.5 - 5,Dan Burn SMM,4 - 7,Newcastle v Fulham
Malick Thiaw PGM,1 - 3,Malick Thiaw SMM,2 - 4,Newcastle v Fulham
Kieran Trippier PGM,0.5 - 2,Kieran Trippier SMM,1 - 3,Newcastle v Fulham
Raul Jimenez PGM,11 - 14,Raul Jimenez SMM,16 - 20,Newcastle v Fulham
Jonah Kusi Asare PGM,7 - 10,Jonah Kusi Asare SMM,10 - 14,Newcastle v Fulham
Kevin PGM,6 - 9,Kevin SMM,9 - 13,Newcastle v Fulham
Alex Iwobi PGM,5 - 8,Alex Iwobi SMM,8 - 11,Newcastle v Fulham
Emile Smith Rowe PGM,5 - 8,Emile Smith Rowe SMM,8 - 11,Newcastle v Fulham
Harry Wilson PGM,5 - 8,Harry Wilson SMM,7 - 10,Newcastle v Fulham
Samuel Chukwueze PGM,4 - 7,Samuel Chukwueze SMM,6 - 9,Newcastle v Fulham
Joshua King PGM,3 - 6,Joshua King SMM,6 - 9,Newcastle v Fulham
Adama Traore PGM,3 - 6,Adama Traore SMM,5 - 8,Newcastle v Fulham
Ryan Sessegnon PGM,2.5 - 5,Ryan Sessegnon SMM,4 - 7,Newcastle v Fulham
Tom Cairney PGM,2 - 4,Tom Cairney SMM,2.5 - 5,Newcastle v Fulham
Sasa Lukic PGM,1 - 3,Sasa Lukic SMM,2 - 4,Newcastle v Fulham
Sander Berge PGM,1 - 3,Sander Berge SMM,2 - 4,Newcastle v Fulham
Harrison Reed PGM,1 - 3,Harrison Reed SMM,2 - 4,Newcastle v Fulham
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Newcastle v Fulham
Timothy Castagne PGM,0.5 - 2,Timothy Castagne SMM,1 - 3,Newcastle v Fulham
Kenny Tete PGM,0.5 - 2,Kenny Tete SMM,1 - 3,Newcastle v Fulham
Calvin Bassey PGM,0.5 - 2,Calvin Bassey SMM,1 - 3,Newcastle v Fulham
Joachim Andersen PGM,0.5 - 2,Joachim Andersen SMM,1 - 3,Newcastle v Fulham
Issa Diop PGM,0.5 - 2,Issa Diop SMM,1 - 3,Newcastle v Fulham
Benjamin Sesko PGM,19 - 22,Benjamin Sesko SMM,28 - 33,Man Utd v Brighton
Bruno Fernandes PGM,15 - 18,Bruno Fernandes SMM,22 - 27,Man Utd v Brighton
Matheus Cunha PGM,15 - 18,Matheus Cunha SMM,21 - 26,Man Utd v Brighton
Joshua Zirkzee PGM,15 - 18,Joshua Zirkzee SMM,21 - 26,Man Utd v Brighton
Bryan Mbeumo PGM,14 - 17,Bryan Mbeumo SMM,20 - 24,Man Utd v Brighton
Amad Diallo PGM,10 - 13,Amad Diallo SMM,14 - 18,Man Utd v Brighton
Mason Mount PGM,10 - 13,Mason Mount SMM,14 - 18,Man Utd v Brighton
Kobbie Mainoo PGM,5 - 8,Kobbie Mainoo SMM,8 - 11,Man Utd v Brighton
Casemiro PGM,5 - 8,Casemiro SMM,7 - 10,Man Utd v Brighton
Harry Maguire PGM,4 - 7,Harry Maguire SMM,6 - 9,Man Utd v Brighton
Matthijs de Ligt PGM,3 - 6,Matthijs de Ligt SMM,6 - 9,Man Utd v Brighton
Patrick Dorgu PGM,3 - 6,Patrick Dorgu SMM,6 - 9,Man Utd v Brighton
Diogo Dalot PGM,2.5 - 5,Diogo Dalot SMM,4 - 7,Man Utd v Brighton
Noussair Mazraoui PGM,2 - 4,Noussair Mazraoui SMM,2.5 - 5,Man Utd v Brighton
Leny Yoro PGM,1 - 3,Leny Yoro SMM,2 - 4,Man Utd v Brighton
Manuel Ugarte PGM,1 - 3,Manuel Ugarte SMM,2 - 4,Man Utd v Brighton
Ayden Heaven PGM,0.5 - 2,Ayden Heaven SMM,1 - 3,Man Utd v Brighton
Luke Shaw PGM,0.25 - 1.5,Luke Shaw SMM,0.5 - 2,Man Utd v Brighton
Danny Welbeck PGM,20 - 23,Danny Welbeck SMM,31 - 37,Man Utd v Brighton
Stefanos Tzimas PGM,14 - 17,Stefanos Tzimas SMM,20 - 24,Man Utd v Brighton
Charalampos Kostoulas PGM,13 - 16,Charalampos Kostoulas SMM,19 - 23,Man Utd v Brighton
Yankuba Minteh PGM,9 - 12,Yankuba Minteh SMM,13 - 17,Man Utd v Brighton
Georginio Rutter PGM,9 - 12,Georginio Rutter SMM,12 - 16,Man Utd v Brighton
Kaoru Mitoma PGM,9 - 12,Kaoru Mitoma SMM,12 - 16,Man Utd v Brighton
Brajan Gruda PGM,8 - 11,Brajan Gruda SMM,12 - 16,Man Utd v Brighton
Diego Gomez PGM,6 - 9,Diego Gomez SMM,9 - 13,Man Utd v Brighton
James Milner PGM,4 - 7,James Milner SMM,6 - 9,Man Utd v Brighton
Maxime De Cuyper PGM,3 - 6,Maxime De Cuyper SMM,6 - 9,Man Utd v Brighton
Yasin Ayari PGM,3 - 6,Yasin Ayari SMM,5 - 8,Man Utd v Brighton
Ferdi Kadioglu PGM,2.5 - 5,Ferdi Kadioglu SMM,4 - 7,Man Utd v Brighton
Carlos Baleba PGM,2 - 4,Carlos Baleba SMM,2.5 - 5,Man Utd v Brighton
Mats Wieffer PGM,2 - 4,Mats Wieffer SMM,2.5 - 5,Man Utd v Brighton
Diego Coppola PGM,2 - 4,Diego Coppola SMM,2.5 - 5,Man Utd v Brighton
Lewis Dunk PGM,1 - 3,Lewis Dunk SMM,2 - 4,Man Utd v Brighton
Jan Paul van Hecke PGM,1 - 3,Jan Paul van Hecke SMM,2 - 4,Man Utd v Brighton
Olivier Boscagli PGM,1 - 3,Olivier Boscagli SMM,2 - 4,Man Utd v Brighton
Igor Thiago PGM,19 - 22,Igor Thiago SMM,28 - 34,Brentford v Liverpool
Kevin Schade PGM,12 - 15,Kevin Schade SMM,17 - 21,Brentford v Liverpool
Dango Ouattara PGM,10 - 13,Dango Ouattara SMM,16 - 20,Brentford v Liverpool
Fabio Carvalho PGM,9 - 12,Fabio Carvalho SMM,13 - 17,Brentford v Liverpool
Reiss Nelson PGM,7 - 10,Reiss Nelson SMM,9 - 13,Brentford v Liverpool
Mikkel Damsgaard PGM,3 - 6,Mikkel Damsgaard SMM,5 - 8,Brentford v Liverpool
Mathias Jensen PGM,3 - 6,Mathias Jensen SMM,5 - 8,Brentford v Liverpool
Keane Lewis-Potter PGM,3 - 6,Keane Lewis-Potter SMM,5 - 8,Brentford v Liverpool
Frank Onyeka PGM,2.5 - 5,Frank Onyeka SMM,4 - 7,Brentford v Liverpool
Yehor Yarmolyuk PGM,2 - 4,Yehor Yarmolyuk SMM,2.5 - 5,Brentford v Liverpool
Vitaly Janelt PGM,2 - 4,Vitaly Janelt SMM,2.5 - 5,Brentford v Liverpool
Kristoffer Ajer PGM,2 - 4,Kristoffer Ajer SMM,2.5 - 5,Brentford v Liverpool
Nathan Collins PGM,2 - 4,Nathan Collins SMM,2.5 - 5,Brentford v Liverpool
Ethan Pinnock PGM,2 - 4,Ethan Pinnock SMM,2.5 - 5,Brentford v Liverpool
Rico Henry PGM,1 - 3,Rico Henry SMM,2 - 4,Brentford v Liverpool
Sepp van den Berg PGM,1 - 3,Sepp van den Berg SMM,2 - 4,Brentford v Liverpool
Jordan Henderson PGM,1 - 3,Jordan Henderson SMM,2 - 4,Brentford v Liverpool
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Brentford v Liverpool
Michael Kayode PGM,0.5 - 2,Michael Kayode SMM,1 - 3,Brentford v Liverpool
Alexander Isak PGM,21 - 24,Alexander Isak SMM,32 - 38,Brentford v Liverpool
Mohamed Salah PGM,21 - 24,Mohamed Salah SMM,32 - 38,Brentford v Liverpool
Hugo Ekitike PGM,21 - 24,Hugo Ekitike SMM,32 - 38,Brentford v Liverpool
Cody Gakpo PGM,13 - 16,Cody Gakpo SMM,20 - 24,Brentford v Liverpool
Federico Chiesa PGM,12 - 15,Federico Chiesa SMM,18 - 22,Brentford v Liverpool
Rio Ngumoha PGM,10 - 13,Rio Ngumoha SMM,16 - 20,Brentford v Liverpool
Florian Wirtz PGM,10 - 13,Florian Wirtz SMM,14 - 18,Brentford v Liverpool
Dominik Szoboszlai PGM,6 - 9,Dominik Szoboszlai SMM,9 - 13,Brentford v Liverpool
Curtis Jones PGM,4 - 7,Curtis Jones SMM,7 - 10,Brentford v Liverpool
Jeremie Frimpong PGM,Suspended,Jeremie Frimpong SMM,Suspended,Brentford v Liverpool
Alexis MacAllister PGM,3 - 6,Alexis MacAllister SMM,5 - 8,Brentford v Liverpool
Virgil van Dijk PGM,2.5 - 5,Virgil van Dijk SMM,5 - 8,Brentford v Liverpool
Conor Bradley PGM,2 - 4,Conor Bradley SMM,2.5 - 5,Brentford v Liverpool
Andrew Robertson PGM,2 - 4,Andrew Robertson SMM,2.5 - 5,Brentford v Liverpool
Ryan Gravenberch PGM,2 - 4,Ryan Gravenberch SMM,2.5 - 5,Brentford v Liverpool
Ibrahima Konate PGM,1 - 3,Ibrahima Konate SMM,2.5 - 5,Brentford v Liverpool
Milos Kerkez PGM,1 - 3,Milos Kerkez SMM,2.5 - 5,Brentford v Liverpool
Joe Gomez PGM,1 - 3,Joe Gomez SMM,2 - 4,Brentford v Liverpool
Viktor Gyokeres PGM,26 - 29,Viktor Gyokeres SMM,41 - 48,Arsenal v Crystal Palace
Bukayo Saka PGM,20 - 23,Bukayo Saka SMM,31 - 37,Arsenal v Crystal Palace
Leandro Trossard PGM,14 - 17,Leandro Trossard SMM,20 - 24,Arsenal v Crystal Palace
Gabriel Martinelli PGM,14 - 17,Gabriel Martinelli SMM,20 - 24,Arsenal v Crystal Palace
Ethan Nwaneri PGM,12 - 15,Ethan Nwaneri SMM,18 - 22,Arsenal v Crystal Palace
Eberechi Eze PGM,12 - 15,Eberechi Eze SMM,18 - 22,Arsenal v Crystal Palace
Mikel Merino PGM,9 - 12,Mikel Merino SMM,13 - 17,Arsenal v Crystal Palace
Declan Rice PGM,6 - 9,Declan Rice SMM,9 - 13,Arsenal v Crystal Palace
Gabriel Magalhaes PGM,5 - 8,Gabriel Magalhaes SMM,7 - 10,Arsenal v Crystal Palace
Riccardo Calafiori PGM,4 - 7,Riccardo Calafiori SMM,6 - 9,Arsenal v Crystal Palace
Christian Norgaard PGM,3 - 6,Christian Norgaard SMM,6 - 9,Arsenal v Crystal Palace
Martin Zubimendi PGM,3 - 6,Martin Zubimendi SMM,6 - 9,Arsenal v Crystal Palace
Jurrien Timber PGM,2.5 - 5,Jurrien Timber SMM,4 - 7,Arsenal v Crystal Palace
William Saliba PGM,2 - 4,William Saliba SMM,2.5 - 5,Arsenal v Crystal Palace
Myles Lewis-Skelly PGM,2 - 4,Myles Lewis-Skelly SMM,2.5 - 5,Arsenal v Crystal Palace
Cristhian Mosquera PGM,1 - 3,Cristhian Mosquera SMM,2 - 4,Arsenal v Crystal Palace
Jean-Philippe Mateta PGM,11 - 14,Jean-Philippe Mateta SMM,16 - 20,Arsenal v Crystal Palace
Eddie Nketiah PGM,7 - 10,Eddie Nketiah SMM,10 - 14,Arsenal v Crystal Palace
Ismaila Sarr PGM,5 - 8,Ismaila Sarr SMM,7 - 10,Arsenal v Crystal Palace
Christantus Uche PGM,5 - 8,Christantus Uche SMM,7 - 10,Arsenal v Crystal Palace
Yeremy Pino PGM,3 - 6,Yeremy Pino SMM,6 - 9,Arsenal v Crystal Palace
Romaine Esse PGM,3 - 6,Romaine Esse SMM,5 - 8,Arsenal v Crystal Palace
Justin Devenny PGM,3 - 6,Justin Devenny SMM,5 - 8,Arsenal v Crystal Palace
Daichi Kamada PGM,2.5 - 5,Daichi Kamada SMM,5 - 8,Arsenal v Crystal Palace
Daniel Munoz PGM,2.5 - 5,Daniel Munoz SMM,4 - 7,Arsenal v Crystal Palace
Jefferson Lerma PGM,1 - 3,Jefferson Lerma SMM,2 - 4,Arsenal v Crystal Palace
Maxence Lacroix PGM,1 - 3,Maxence Lacroix SMM,2 - 4,Arsenal v Crystal Palace
Chris Richards PGM,0.5 - 2,Chris Richards SMM,1 - 3,Arsenal v Crystal Palace
Adam Wharton PGM,0.5 - 2,Adam Wharton SMM,1 - 3,Arsenal v Crystal Palace
Will Hughes PGM,0.5 - 2,Will Hughes SMM,1 - 3,Arsenal v Crystal Palace
Marc Guehi PGM,0.5 - 2,Marc Guehi SMM,1 - 3,Arsenal v Crystal Palace
Borna Sosa PGM,0.5 - 2,Borna Sosa SMM,1 - 3,Arsenal v Crystal Palace
Tyrick Mitchell PGM,0.25 - 1.5,Tyrick Mitchell SMM,0.5 - 2,Arsenal v Crystal Palace
Jaydee Canvot PGM,0.25 - 1.5,Jaydee Canvot SMM,0.5 - 2,Arsenal v Crystal Palace
Nathaniel Clyne PGM,0.1 - 1,Nathaniel Clyne SMM,0.25 - 1.5,Arsenal v Crystal Palace
Ollie Watkins PGM,12 - 15,Ollie Watkins SMM,18 - 22,Aston Villa v Man City
Donyell Malen PGM,8 - 11,Donyell Malen SMM,12 - 16,Aston Villa v Man City
Evann Guessand PGM,7 - 10,Evann Guessand SMM,10 - 14,Aston Villa v Man City
Morgan Rogers PGM,8 - 11,Morgan Rogers SMM,12 - 16,Aston Villa v Man City
Harvey Elliott PGM,7 - 10,Harvey Elliott SMM,10 - 14,Aston Villa v Man City
Emiliano Buendia PGM,6 - 9,Emiliano Buendia SMM,9 - 13,Aston Villa v Man City
John McGinn PGM,5 - 8,John McGinn SMM,8 - 11,Aston Villa v Man City
Jadon Sancho PGM,5 - 8,Jadon Sancho SMM,7 - 10,Aston Villa v Man City
Amadou Onana PGM,2.5 - 5,Amadou Onana SMM,4 - 7,Aston Villa v Man City
Matty Cash PGM,2 - 4,Matty Cash SMM,2.5 - 5,Aston Villa v Man City
Ian Maatsen PGM,1 - 3,Ian Maatsen SMM,2 - 4,Aston Villa v Man City
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,Aston Villa v Man City
Pau Torres PGM,1 - 3,Pau Torres SMM,2 - 4,Aston Villa v Man City
Victor Lindelof PGM,1 - 3,Victor Lindelof SMM,2 - 4,Aston Villa v Man City
Lucas Digne PGM,0.5 - 2,Lucas Digne SMM,1 - 3,Aston Villa v Man City
Boubacar Kamara PGM,0.5 - 2,Boubacar Kamara SMM,1 - 3,Aston Villa v Man City
Lamare Bogarde PGM,0.5 - 2,Lamare Bogarde SMM,1 - 3,Aston Villa v Man City
Erling Haaland PGM,39 - 43,Erling Haaland SMM,69 - 79,Aston Villa v Man City
Omar Marmoush PGM,14 - 17,Omar Marmoush SMM,21 - 26,Aston Villa v Man City
Phil Foden PGM,9 - 12,Phil Foden SMM,13 - 17,Aston Villa v Man City
Rayan Cherki PGM,9 - 12,Rayan Cherki SMM,13 - 17,Aston Villa v Man City
Tijani Reijnders PGM,6 - 9,Tijani Reijnders SMM,9 - 13,Aston Villa v Man City
Jeremy Doku PGM,6 - 9,Jeremy Doku SMM,9 - 13,Aston Villa v Man City
Savinho PGM,6 - 9,Savinho SMM,8 - 11,Aston Villa v Man City
Bernardo Silva PGM,4 - 7,Bernardo Silva SMM,6 - 9,Aston Villa v Man City
Nico O'Reilly PGM,3 - 6,Nico O'Reilly SMM,5 - 8,Aston Villa v Man City
Rayan Ait-Nouri PGM,3 - 6,Rayan Ait-Nouri SMM,5 - 8,Aston Villa v Man City
Josko Gvardiol PGM,2.5 - 5,Josko Gvardiol SMM,4 - 7,Aston Villa v Man City
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,4 - 7,Aston Villa v Man City
Mateo Kovacic PGM,2.5 - 5,Mateo Kovacic SMM,4 - 7,Aston Villa v Man City
Nicolas Gonzalez PGM,2 - 4,Nicolas Gonzalez SMM,2.5 - 5,Aston Villa v Man City
John Stones PGM,2 - 4,John Stones SMM,2.5 - 5,Aston Villa v Man City
Rico Lewis PGM,2 - 4,Rico Lewis SMM,2.5 - 5,Aston Villa v Man City
Matheus Nunes PGM,1 - 3,Matheus Nunes SMM,2 - 4,Aston Villa v Man City
Ruben Dias PGM,1 - 3,Ruben Dias SMM,2 - 4,Aston Villa v Man City
Evanilson PGM,19 - 22,Evanilson SMM,28 - 33,Bournemouth v Nottingham Forest
Eli Junior Kroupi PGM,17 - 20,Eli Junior Kroupi SMM,25 - 30,Bournemouth v Nottingham Forest
Justin Kluivert PGM,15 - 18,Justin Kluivert SMM,22 - 27,Bournemouth v Nottingham Forest
Antoine Semenyo PGM,13 - 16,Antoine Semenyo SMM,20 - 24,Bournemouth v Nottingham Forest
Amine Adli PGM,12 - 15,Amine Adli SMM,18 - 22,Bournemouth v Nottingham Forest
David Brooks PGM,9 - 12,David Brooks SMM,13 - 17,Bournemouth v Nottingham Forest
Marcus Tavernier PGM,7 - 10,Marcus Tavernier SMM,10 - 14,Bournemouth v Nottingham Forest
Ben Doak PGM,7 - 10,Ben Doak SMM,10 - 14,Bournemouth v Nottingham Forest
Ryan Christie PGM,5 - 8,Ryan Christie SMM,8 - 11,Bournemouth v Nottingham Forest
Bafode Diakite PGM,3 - 6,Bafode Diakite SMM,5 - 8,Bournemouth v Nottingham Forest
Alex Scott PGM,3 - 6,Alex Scott SMM,5 - 8,Bournemouth v Nottingham Forest
Marcos Senesi PGM,2.5 - 5,Marcos Senesi SMM,4 - 7,Bournemouth v Nottingham Forest
Adrien Truffert PGM,2.5 - 5,Adrien Truffert SMM,4 - 7,Bournemouth v Nottingham Forest
Alejandro Jimenez PGM,2 - 4,Alejandro Jimenez SMM,2.5 - 5,Bournemouth v Nottingham Forest
James Hill PGM,2 - 4,James Hill SMM,2.5 - 5,Bournemouth v Nottingham Forest
Tyler Adams PGM,1 - 3,Tyler Adams SMM,2 - 4,Bournemouth v Nottingham Forest
Lewis Cook PGM,1 - 3,Lewis Cook SMM,2 - 4,Bournemouth v Nottingham Forest
Chris Wood PGM,15 - 18,Chris Wood SMM,22 - 27,Bournemouth v Nottingham Forest
Taiwo Awoniyi PGM,12 - 15,Taiwo Awoniyi SMM,17 - 21,Bournemouth v Nottingham Forest
Igor Jesus PGM,12 - 15,Igor Jesus SMM,17 - 21,Bournemouth v Nottingham Forest
Dan Ndoye PGM,5 - 8,Dan Ndoye SMM,7 - 10,Bournemouth v Nottingham Forest
Morgan Gibbs-White PGM,5 - 8,Morgan Gibbs-White SMM,7 - 10,Bournemouth v Nottingham Forest
James McAtee PGM,5 - 8,James McAtee SMM,7 - 10,Bournemouth v Nottingham Forest
Callum Hudson-Odoi PGM,4 - 7,Callum Hudson-Odoi SMM,6 - 9,Bournemouth v Nottingham Forest
Omari Hutchinson PGM,4 - 7,Omari Hutchinson SMM,6 - 9,Bournemouth v Nottingham Forest
Dilane Bakwa PGM,4 - 7,Dilane Bakwa SMM,6 - 9,Bournemouth v Nottingham Forest
Douglas Luiz PGM,3 - 6,Douglas Luiz SMM,5 - 8,Bournemouth v Nottingham Forest
Ryan Yates PGM,3 - 6,Ryan Yates SMM,5 - 8,Bournemouth v Nottingham Forest
Elliot Anderson PGM,2.5 - 5,Elliot Anderson SMM,4 - 7,Bournemouth v Nottingham Forest
Nicolas Dominguez PGM,2 - 4,Nicolas Dominguez SMM,4 - 7,Bournemouth v Nottingham Forest
Nikola Milenkovic PGM,2 - 4,Nikola Milenkovic SMM,2.5 - 5,Bournemouth v Nottingham Forest
Ibrahim Sangare PGM,1 - 3,Ibrahim Sangare SMM,2 - 4,Bournemouth v Nottingham Forest
Neco Williams PGM,1 - 3,Neco Williams SMM,2 - 4,Bournemouth v Nottingham Forest
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Bournemouth v Nottingham Forest
Nicolo Savona PGM,1 - 3,Nicolo Savona SMM,2 - 4,Bournemouth v Nottingham Forest
Jair Cunha PGM,1 - 3,Jair Cunha SMM,2 - 4,Bournemouth v Nottingham Forest
Oleksandr Zinchenko PGM,1 - 3,Oleksandr Zinchenko SMM,2 - 4,Bournemouth v Nottingham Forest
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Bournemouth v Nottingham Forest
Jorgen Strand Larsen PGM,19 - 22,Jorgen Strand Larsen SMM,28 - 33,Wolves v Burnley
Tolu Arokodare PGM,13 - 16,Tolu Arokodare SMM,20 - 24,Wolves v Burnley
Hwang Hee-Chan PGM,10 - 13,Hwang Hee-Chan SMM,16 - 20,Wolves v Burnley
Marshall Munetsi PGM,8 - 11,Marshall Munetsi SMM,12 - 16,Wolves v Burnley
Jhon Arias PGM,7 - 10,Jhon Arias SMM,10 - 14,Wolves v Burnley
Rodrigo Gomes PGM,7 - 10,Rodrigo Gomes SMM,10 - 14,Wolves v Burnley
Fer Lopez PGM,7 - 10,Fer Lopez SMM,10 - 14,Wolves v Burnley
Ladislav Krejci PGM,4 - 7,Ladislav Krejci SMM,7 - 10,Wolves v Burnley
Jean-Ricner Bellegarde PGM,4 - 7,Jean-Ricner Bellegarde SMM,7 - 10,Wolves v Burnley
Joao Gomes PGM,3 - 6,Joao Gomes SMM,5 - 8,Wolves v Burnley
Matt Doherty PGM,2.5 - 5,Matt Doherty SMM,4 - 7,Wolves v Burnley
Yerson Mosquera PGM,2.5 - 5,Yerson Mosquera SMM,4 - 7,Wolves v Burnley
Ki-Jana Hoever PGM,2 - 4,Ki-Jana Hoever SMM,2.5 - 5,Wolves v Burnley
Emmanuel Agbadou PGM,2 - 4,Emmanuel Agbadou SMM,2.5 - 5,Wolves v Burnley
David Moller Wolfe PGM,1 - 3,David Moller Wolfe SMM,2 - 4,Wolves v Burnley
Toti Gomes PGM,1 - 3,Toti Gomes SMM,2 - 4,Wolves v Burnley
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Wolves v Burnley
Santiago Bueno PGM,0.5 - 2,Santiago Bueno SMM,2 - 4,Wolves v Burnley
Hugo Bueno PGM,0.5 - 2,Hugo Bueno SMM,2 - 4,Wolves v Burnley
Andre PGM,0.5 - 2,Andre SMM,2 - 4,Wolves v Burnley
Jaidon Anthony PGM,10 - 13,Jaidon Anthony SMM,14 - 18,Wolves v Burnley
Lyle Foster PGM,9 - 12,Lyle Foster SMM,13 - 17,Wolves v Burnley
Zian Flemming PGM,9 - 12,Zian Flemming SMM,13 - 17,Wolves v Burnley
Armando Broja PGM,9 - 12,Armando Broja SMM,13 - 17,Wolves v Burnley
Ashley Barnes PGM,8 - 11,Ashley Barnes SMM,12 - 16,Wolves v Burnley
Jacob Bruun Larsen PGM,7 - 10,Jacob Bruun Larsen SMM,10 - 14,Wolves v Burnley
Loum Tchaouna PGM,5 - 8,Loum Tchaouna SMM,7 - 10,Wolves v Burnley
Marcus Edwards PGM,5 - 8,Marcus Edwards SMM,7 - 10,Wolves v Burnley
Hannibal Mejbri PGM,3 - 6,Hannibal Mejbri SMM,5 - 8,Wolves v Burnley
Lesley Ugochukwu PGM,2.5 - 5,Lesley Ugochukwu SMM,4 - 7,Wolves v Burnley
Josh Cullen PGM,2 - 4,Josh Cullen SMM,2.5 - 5,Wolves v Burnley
Josh Laurent PGM,2 - 4,Josh Laurent SMM,2.5 - 5,Wolves v Burnley
