PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Josh Acheampong PGM,1 - 3,Josh Acheampong SMM,2 - 4,Brentford v Chelsea
Zian Flemming PGM,8 - 11,Zian Flemming SMM,12 - 16,Burnley v Liverpool
Jaidon Anthony PGM,7 - 10,Jaidon Anthony SMM,10 - 14,Burnley v Liverpool
Lyle Foster PGM,7 - 10,Lyle Foster SMM,10 - 14,Burnley v Liverpool
Armando Broja PGM,7 - 10,Armando Broja SMM,10 - 14,Burnley v Liverpool
Jacob Bruun Larsen PGM,6 - 9,Jacob Bruun Larsen SMM,8 - 11,Burnley v Liverpool
Loum Tchaouna PGM,4 - 7,Loum Tchaouna SMM,7 - 10,Burnley v Liverpool
Marcus Edwards PGM,4 - 7,Marcus Edwards SMM,7 - 10,Burnley v Liverpool
Hannibal Mejbri PGM,3 - 6,Hannibal Mejbri SMM,5 - 8,Burnley v Liverpool
Josh Laurent PGM,2 - 4,Josh Laurent SMM,2.5 - 5,Burnley v Liverpool
Josh Cullen PGM,1 - 3,Josh Cullen SMM,2 - 4,Burnley v Liverpool
Quilindschy Hartman PGM,0.5 - 2,Quilindschy Hartman SMM,1 - 3,Burnley v Liverpool
Lesley Ugochukwu PGM,0.5 - 2,Lesley Ugochukwu SMM,1 - 3,Burnley v Liverpool
Bashir Humphreys PGM,0.5 - 2,Bashir Humphreys SMM,1 - 3,Burnley v Liverpool
Florentino Luis PGM,0.5 - 2,Florentino Luis SMM,1 - 3,Burnley v Liverpool
Hjalmar Ekdal PGM,0.25 - 1.5,Hjalmar Ekdal SMM,0.5 - 2,Burnley v Liverpool
Maxime Esteve PGM,0.25 - 1.5,Maxime Esteve SMM,0.5 - 2,Burnley v Liverpool
Axel Tuanzebe PGM,0.25 - 1.5,Axel Tuanzebe SMM,0.5 - 2,Burnley v Liverpool
Kyle Walker PGM,0.1 - 1,Kyle Walker SMM,0.25 - 1.5,Burnley v Liverpool
Mohamed Salah PGM,32 - 35,Mohamed Salah SMM,54 - 62,Burnley v Liverpool
Alexander Isak PGM,29 - 32,Alexander Isak SMM,46 - 54,Burnley v Liverpool
Hugo Ekitike PGM,25 - 28,Hugo Ekitike SMM,39 - 46,Burnley v Liverpool
Cody Gakpo PGM,18 - 21,Cody Gakpo SMM,28 - 33,Burnley v Liverpool
Florian Wirtz PGM,17 - 20,Florian Wirtz SMM,27 - 32,Burnley v Liverpool
Rio Ngumoha PGM,15 - 18,Rio Ngumoha SMM,22 - 27,Burnley v Liverpool
Federico Chiesa PGM,12 - 15,Federico Chiesa SMM,18 - 22,Burnley v Liverpool
Dominik Szoboszlai PGM,7 - 10,Dominik Szoboszlai SMM,10 - 14,Burnley v Liverpool
Curtis Jones PGM,7 - 10,Curtis Jones SMM,10 - 14,Burnley v Liverpool
Alexis Mac Allister PGM,7 - 10,Alexis Mac Allister SMM,10 - 14,Burnley v Liverpool
Jeremie Frimpong PGM,5 - 8,Jeremie Frimpong SMM,7 - 10,Burnley v Liverpool
Virgil van Dijk PGM,3 - 6,Virgil van Dijk SMM,5 - 8,Burnley v Liverpool
Ibrahima Konate PGM,2 - 4,Ibrahima Konate SMM,4 - 7,Burnley v Liverpool
Ryan Gravenberch PGM,2 - 4,Ryan Gravenberch SMM,4 - 7,Burnley v Liverpool
Wataru Endo PGM,2 - 4,Wataru Endo SMM,4 - 7,Burnley v Liverpool
Andrew Robertson PGM,2 - 4,Andrew Robertson SMM,4 - 7,Burnley v Liverpool
Conor Bradley PGM,2 - 4,Conor Bradley SMM,4 - 7,Burnley v Liverpool
Milos Kerkez PGM,1 - 3,Milos Kerkez SMM,2 - 4,Burnley v Liverpool
Erling Haaland PGM,35 - 38,Erling Haaland SMM,58 - 68,Man City v Man Utd
Phil Foden PGM,12 - 15,Phil Foden SMM,17 - 21,Man City v Man Utd
Oscar Bobb PGM,10 - 13,Oscar Bobb SMM,14 - 18,Man City v Man Utd
Tijjani Reijnders PGM,9 - 12,Tijjani Reijnders SMM,12 - 16,Man City v Man Utd
Jeremy Doku PGM,7 - 10,Jeremy Doku SMM,9 - 13,Man City v Man Utd
Savinho PGM,7 - 10,Savinho SMM,9 - 13,Man City v Man Utd
Josko Gvardiol PGM,4 - 7,Josko Gvardiol SMM,6 - 9,Man City v Man Utd
Bernardo Silva PGM,4 - 7,Bernardo Silva SMM,6 - 9,Man City v Man Utd
Nico Gonzalez PGM,4 - 7,Nico Gonzalez SMM,6 - 9,Man City v Man Utd
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,6 - 9,Man City v Man Utd
Rodri PGM,3 - 6,Rodri SMM,5 - 8,Man City v Man Utd
Rayan Ait-Nouri PGM,3 - 6,Rayan Ait-Nouri SMM,5 - 8,Man City v Man Utd
John Stones PGM,2.5 - 5,John Stones SMM,4 - 7,Man City v Man Utd
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,4 - 7,Man City v Man Utd
Rico Lewis PGM,2 - 4,Rico Lewis SMM,2.5 - 5,Man City v Man Utd
Ruben Dias PGM,2 - 4,Ruben Dias SMM,2.5 - 5,Man City v Man Utd
Matheus Nunes PGM,2 - 4,Matheus Nunes SMM,2.5 - 5,Man City v Man Utd
Abdukodir Khusanov PGM,1 - 3,Abdukodir Khusanov SMM,2 - 4,Man City v Man Utd
Benjamin Sesko PGM,11 - 14,Benjamin Sesko SMM,17 - 21,Man City v Man Utd
Bruno Fernandes PGM,11 - 14,Bruno Fernandes SMM,16 - 20,Man City v Man Utd
Bryan Mbeumo PGM,10 - 13,Bryan Mbeumo SMM,13 - 17,Man City v Man Utd
Matheus Cunha PGM,10 - 13,Matheus Cunha SMM,13 - 17,Man City v Man Utd
Joshua Zirkzee PGM,9 - 12,Joshua Zirkzee SMM,13 - 17,Man City v Man Utd
Amad Diallo PGM,6 - 9,Amad Diallo SMM,8 - 11,Man City v Man Utd
Mason Mount PGM,6 - 9,Mason Mount SMM,8 - 11,Man City v Man Utd
Casemiro PGM,2.5 - 5,Casemiro SMM,5 - 8,Man City v Man Utd
Harry Maguire PGM,2.5 - 5,Harry Maguire SMM,5 - 8,Man City v Man Utd
Matthijs De Ligt PGM,2 - 4,Matthijs De Ligt SMM,4 - 7,Man City v Man Utd
Kobbie Mainoo PGM,2 - 4,Kobbie Mainoo SMM,4 - 7,Man City v Man Utd
Patrick Dorgu PGM,2 - 4,Patrick Dorgu SMM,2.5 - 5,Man City v Man Utd
Leny Yoro PGM,2 - 4,Leny Yoro SMM,2.5 - 5,Man City v Man Utd
Diogo Dalot PGM,2 - 4,Diogo Dalot SMM,2.5 - 5,Man City v Man Utd
Ayden Heaven PGM,1 - 3,Ayden Heaven SMM,2 - 4,Man City v Man Utd
Manuel Ugarte PGM,1 - 3,Manuel Ugarte SMM,2 - 4,Man City v Man Utd
Noussair Mazraoui PGM,0.5 - 2,Noussair Mazraoui SMM,1 - 3,Man City v Man Utd
Luke Shaw PGM,0.25 - 1.5,Luke Shaw SMM,0.5 - 2,Man City v Man Utd
