PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Malick Thiaw PGM,2.5 - 5,Malick Thiaw SMM,5 - 8,Burnley v Newcastle
Lewis Hall PGM,2 - 4,Lewis Hall SMM,2.5 - 5,Burnley v Newcastle
Cole Palmer PGM,24 - 27,Cole Palmer SMM,37 - 43,Chelsea v Bournemouth
Joao Pedro PGM,20 - 23,Joao Pedro SMM,31 - 37,Chelsea v Bournemouth
Alejandro Garnacho PGM,14 - 17,Alejandro Garnacho SMM,20 - 24,Chelsea v Bournemouth
Pedro Neto PGM,12 - 15,Pedro Neto SMM,18 - 22,Chelsea v Bournemouth
Andrey Santos PGM,8 - 11,Andrey Santos SMM,12 - 16,Chelsea v Bournemouth
Enzo Fernandez PGM,7 - 10,Enzo Fernandez SMM,10 - 14,Chelsea v Bournemouth
Marc Cucurella PGM,4 - 7,Marc Cucurella SMM,6 - 9,Chelsea v Bournemouth
Reece James PGM,3 - 6,Reece James SMM,5 - 8,Chelsea v Bournemouth
Trevoh Chalobah PGM,3 - 6,Trevoh Chalobah SMM,5 - 8,Chelsea v Bournemouth
Moises Caicedo PGM,3 - 6,Moises Caicedo SMM,5 - 8,Chelsea v Bournemouth
Tosin Adarabioyo PGM,2.5 - 5,Tosin Adarabioyo SMM,4 - 7,Chelsea v Bournemouth
Josh Acheampong PGM,2.5 - 5,Josh Acheampong SMM,4 - 7,Chelsea v Bournemouth
Benoit Badiashile PGM,2 - 4,Benoit Badiashile SMM,2.5 - 5,Chelsea v Bournemouth
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Chelsea v Bournemouth
Wesley Fofana PGM,1 - 3,Wesley Fofana SMM,2 - 4,Chelsea v Bournemouth
Estevao PGM,17 - 20,Estevao SMM,27 - 32,Chelsea v Bournemouth
Antoine Semenyo PGM,13 - 16,Antoine Semenyo SMM,19 - 23,Chelsea v Bournemouth
Eli Junior Kroupi PGM,11 - 14,Eli Junior Kroupi SMM,16 - 20,Chelsea v Bournemouth
Evanilson PGM,11 - 14,Evanilson SMM,16 - 20,Chelsea v Bournemouth
Enes Unal PGM,9 - 12,Enes Unal SMM,13 - 17,Chelsea v Bournemouth
Justin Kluivert PGM,8 - 11,Justin Kluivert SMM,12 - 16,Chelsea v Bournemouth
Amine Adli PGM,7 - 10,Amine Adli SMM,9 - 13,Chelsea v Bournemouth
Marcus Tavernier PGM,5 - 8,Marcus Tavernier SMM,7 - 10,Chelsea v Bournemouth
David Brooks PGM,4 - 7,David Brooks SMM,6 - 9,Chelsea v Bournemouth
Ryan Christie PGM,3 - 6,Ryan Christie SMM,6 - 9,Chelsea v Bournemouth
Alejandro Jimenez PGM,3 - 6,Alejandro Jimenez SMM,5 - 8,Chelsea v Bournemouth
Alex Scott PGM,2.5 - 5,Alex Scott SMM,4 - 7,Chelsea v Bournemouth
Bafode Diakite PGM,2 - 4,Bafode Diakite SMM,2.5 - 5,Chelsea v Bournemouth
Marcos Senesi PGM,1 - 3,Marcos Senesi SMM,2 - 4,Chelsea v Bournemouth
Adam Smith PGM,0.5 - 2,Adam Smith SMM,1 - 3,Chelsea v Bournemouth
Adrien Truffert PGM,0.5 - 2,Adrien Truffert SMM,1 - 3,Chelsea v Bournemouth
Lewis Cook PGM,0.5 - 2,Lewis Cook SMM,1 - 3,Chelsea v Bournemouth
Julio Soler PGM,0.5 - 2,Julio Soler SMM,1 - 3,Chelsea v Bournemouth
James Hill PGM,0.5 - 2,James Hill SMM,1 - 3,Chelsea v Bournemouth
Igor Jesus PGM,17 - 20,Igor Jesus SMM,27 - 32,Nottingham Forest v Everton
Taiwo Awoniyi PGM,15 - 18,Taiwo Awoniyi SMM,21 - 26,Nottingham Forest v Everton
Arnaud Kalimuendo PGM,14 - 17,Arnaud Kalimuendo SMM,20 - 24,Nottingham Forest v Everton
Morgan Gibbs-White PGM,8 - 11,Morgan Gibbs-White SMM,12 - 16,Nottingham Forest v Everton
James McAtee PGM,7 - 10,James McAtee SMM,10 - 14,Nottingham Forest v Everton
Omari Hutchinson PGM,7 - 10,Omari Hutchinson SMM,9 - 13,Nottingham Forest v Everton
Callum Hudson-Odoi PGM,6 - 9,Callum Hudson-Odoi SMM,9 - 13,Nottingham Forest v Everton
Dilane Bakwa PGM,6 - 9,Dilane Bakwa SMM,9 - 13,Nottingham Forest v Everton
Elliot Anderson PGM,3 - 6,Elliot Anderson SMM,5 - 8,Nottingham Forest v Everton
Nicolas Dominguez PGM,3 - 6,Nicolas Dominguez SMM,5 - 8,Nottingham Forest v Everton
Nikola Milenkovic PGM,2.5 - 5,Nikola Milenkovic SMM,5 - 8,Nottingham Forest v Everton
Douglas Luiz PGM,2 - 4,Douglas Luiz SMM,4 - 7,Nottingham Forest v Everton
Nicolo Savona PGM,2 - 4,Nicolo Savona SMM,2.5 - 5,Nottingham Forest v Everton
Neco Williams PGM,2 - 4,Neco Williams SMM,2.5 - 5,Nottingham Forest v Everton
Jair Cunha PGM,1 - 3,Jair Cunha SMM,2.5 - 5,Nottingham Forest v Everton
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Nottingham Forest v Everton
Oleksandr Zinchenko PGM,1 - 3,Oleksandr Zinchenko SMM,2 - 4,Nottingham Forest v Everton
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Nottingham Forest v Everton
Zach Abbott PGM,0.5 - 2,Zach Abbott SMM,1 - 3,Nottingham Forest v Everton
Thierno Barry PGM,14 - 17,Thierno Barry SMM,20 - 24,Nottingham Forest v Everton
Beto PGM,12 - 15,Beto SMM,17 - 21,Nottingham Forest v Everton
Carlos Alcaraz PGM,6 - 9,Carlos Alcaraz SMM,9 - 13,Nottingham Forest v Everton
Tyler Dibling PGM,5 - 8,Tyler Dibling SMM,7 - 10,Nottingham Forest v Everton
Jack Grealish PGM,4 - 7,Jack Grealish SMM,7 - 10,Nottingham Forest v Everton
Merlin Rohl PGM,4 - 7,Merlin Rohl SMM,6 - 9,Nottingham Forest v Everton
Dwight McNeil PGM,2.5 - 5,Dwight McNeil SMM,4 - 7,Nottingham Forest v Everton
Michael Keane PGM,2.5 - 5,Michael Keane SMM,4 - 7,Nottingham Forest v Everton
Jake O'Brien PGM,2 - 4,Jake O'Brien SMM,2.5 - 5,Nottingham Forest v Everton
James Garner PGM,2 - 4,James Garner SMM,2.5 - 5,Nottingham Forest v Everton
James Tarkowski PGM,1 - 3,James Tarkowski SMM,2 - 4,Nottingham Forest v Everton
Tim Iroegbunam PGM,1 - 3,Tim Iroegbunam SMM,2 - 4,Nottingham Forest v Everton
Adam Aznou PGM,1 - 3,Adam Aznou SMM,2 - 4,Nottingham Forest v Everton
Nathan Patterson PGM,0.25 - 1.5,Nathan Patterson SMM,0.5 - 2,Nottingham Forest v Everton
Vitaliy Mykolenko PGM,0.1 - 1,Vitaliy Mykolenko SMM,0.25 - 1.5,Nottingham Forest v Everton
Jarrod Bowen PGM,15 - 18,Jarrod Bowen SMM,22 - 27,West Ham v Brighton
Callum Wilson PGM,12 - 15,Callum Wilson SMM,18 - 22,West Ham v Brighton
Lucas Paqueta PGM,11 - 14,Lucas Paqueta SMM,16 - 20,West Ham v Brighton
Tomas Soucek PGM,8 - 11,Tomas Soucek SMM,12 - 16,West Ham v Brighton
Crysencio Summerville PGM,8 - 11,Crysencio Summerville SMM,12 - 16,West Ham v Brighton
Mateus Fernandes PGM,3 - 6,Mateus Fernandes SMM,5 - 8,West Ham v Brighton
Freddie Potts PGM,2 - 4,Freddie Potts SMM,2.5 - 5,West Ham v Brighton
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,West Ham v Brighton
Guido Rodriguez PGM,1 - 3,Guido Rodriguez SMM,2 - 4,West Ham v Brighton
Soungoutou Magassa PGM,1 - 3,Soungoutou Magassa SMM,2 - 4,West Ham v Brighton
Kyle Walker-Peters PGM,1 - 3,Kyle Walker-Peters SMM,2 - 4,West Ham v Brighton
Max Kilman PGM,1 - 3,Max Kilman SMM,2 - 4,West Ham v Brighton
Oliver Scarles PGM,1 - 3,Oliver Scarles SMM,2 - 4,West Ham v Brighton
Jean-Clair Todibo PGM,0.5 - 2,Jean-Clair Todibo SMM,1 - 3,West Ham v Brighton
Danny Welbeck PGM,20 - 23,Danny Welbeck SMM,30 - 36,West Ham v Brighton
Kaoru Mitoma PGM,13 - 16,Kaoru Mitoma SMM,20 - 24,West Ham v Brighton
Georginio Rutter PGM,13 - 16,Georginio Rutter SMM,18 - 22,West Ham v Brighton
Diego Gomez PGM,10 - 13,Diego Gomez SMM,14 - 18,West Ham v Brighton
Yankuba Minteh PGM,9 - 12,Yankuba Minteh SMM,13 - 17,West Ham v Brighton
Maxime De Cuyper PGM,7 - 10,Maxime De Cuyper SMM,10 - 14,West Ham v Brighton
Brajan Gruda PGM,7 - 10,Brajan Gruda SMM,10 - 14,West Ham v Brighton
Jack Hinshelwood PGM,5 - 8,Jack Hinshelwood SMM,7 - 10,West Ham v Brighton
Yasin Ayari PGM,5 - 8,Yasin Ayari SMM,7 - 10,West Ham v Brighton
Jan Paul van Hecke PGM,3 - 6,Jan Paul van Hecke SMM,5 - 8,West Ham v Brighton
Mats Wieffer PGM,2.5 - 5,Mats Wieffer SMM,5 - 8,West Ham v Brighton
Lewis Dunk PGM,2.5 - 5,Lewis Dunk SMM,4 - 7,West Ham v Brighton
Ferdi Kadioglu PGM,2.5 - 5,Ferdi Kadioglu SMM,4 - 7,West Ham v Brighton
Olivier Boscagli PGM,2 - 4,Olivier Boscagli SMM,2.5 - 5,West Ham v Brighton
Viktor Gyokeres PGM,24 - 27,Viktor Gyokeres SMM,36 - 42,Arsenal v Aston Villa
Gabriel Jesus PGM,19 - 22,Gabriel Jesus SMM,28 - 34,Arsenal v Aston Villa
Bukayo Saka PGM,18 - 21,Bukayo Saka SMM,28 - 33,Arsenal v Aston Villa
Kai Havertz PGM,18 - 21,Kai Havertz SMM,28 - 33,Arsenal v Aston Villa
Eberechi Eze PGM,14 - 17,Eberechi Eze SMM,20 - 24,Arsenal v Aston Villa
Gabriel Martinelli PGM,14 - 17,Gabriel Martinelli SMM,20 - 24,Arsenal v Aston Villa
Leandro Trossard PGM,14 - 17,Leandro Trossard SMM,20 - 24,Arsenal v Aston Villa
Noni Madueke PGM,14 - 17,Noni Madueke SMM,20 - 24,Arsenal v Aston Villa
Ethan Nwaneri PGM,11 - 14,Ethan Nwaneri SMM,16 - 20,Arsenal v Aston Villa
Mikel Merino PGM,9 - 12,Mikel Merino SMM,13 - 17,Arsenal v Aston Villa
Martin Odegaard PGM,8 - 11,Martin Odegaard SMM,12 - 16,Arsenal v Aston Villa
Declan Rice PGM,7 - 10,Declan Rice SMM,10 - 14,Arsenal v Aston Villa
Gabriel Magalhaes PGM,4 - 7,Gabriel Magalhaes SMM,6 - 9,Arsenal v Aston Villa
Martin Zubimendi PGM,4 - 7,Martin Zubimendi SMM,6 - 9,Arsenal v Aston Villa
Riccardo Calafiori PGM,4 - 7,Riccardo Calafiori SMM,6 - 9,Arsenal v Aston Villa
Christian Norgaard PGM,3 - 6,Christian Norgaard SMM,6 - 9,Arsenal v Aston Villa
Jurrien Timber PGM,2.5 - 5,Jurrien Timber SMM,5 - 8,Arsenal v Aston Villa
Piero Hincapie PGM,2.5 - 5,Piero Hincapie SMM,4 - 7,Arsenal v Aston Villa
William Saliba PGM,2 - 4,William Saliba SMM,2.5 - 5,Arsenal v Aston Villa
Myles Lewis-Skelly PGM,1 - 3,Myles Lewis-Skelly SMM,2 - 4,Arsenal v Aston Villa
Ollie Watkins PGM,10 - 13,Ollie Watkins SMM,14 - 18,Arsenal v Aston Villa
Donyell Malen PGM,9 - 12,Donyell Malen SMM,13 - 17,Arsenal v Aston Villa
Morgan Rogers PGM,6 - 9,Morgan Rogers SMM,9 - 13,Arsenal v Aston Villa
Emiliano Buendia PGM,4 - 7,Emiliano Buendia SMM,6 - 9,Arsenal v Aston Villa
Jadon Sancho PGM,3 - 6,Jadon Sancho SMM,5 - 8,Arsenal v Aston Villa
John McGinn PGM,3 - 6,John McGinn SMM,5 - 8,Arsenal v Aston Villa
Youri Tielemans PGM,2 - 4,Youri Tielemans SMM,2.5 - 5,Arsenal v Aston Villa
Amadou Onana PGM,1 - 3,Amadou Onana SMM,2 - 4,Arsenal v Aston Villa
George Hemmings PGM,1 - 3,George Hemmings SMM,2 - 4,Arsenal v Aston Villa
Ian Maatsen PGM,1 - 3,Ian Maatsen SMM,2 - 4,Arsenal v Aston Villa
Ezri Konsa PGM,0.25 - 1.5,Ezri Konsa SMM,0.5 - 2,Arsenal v Aston Villa
Andres Garcia PGM,0.25 - 1.5,Andres Garcia SMM,0.5 - 2,Arsenal v Aston Villa
Lamare Bogarde PGM,0.25 - 1.5,Lamare Bogarde SMM,0.5 - 2,Arsenal v Aston Villa
Victor Lindelof PGM,0.25 - 1.5,Victor Lindelof SMM,0.5 - 2,Arsenal v Aston Villa
Lucas Digne PGM,0.25 - 1.5,Lucas Digne SMM,0.5 - 2,Arsenal v Aston Villa
Matheus Cunha PGM,27 - 30,Matheus Cunha SMM,43 - 50,Man Utd v Wolves
Benjamin Sesko PGM,27 - 30,Benjamin Sesko SMM,43 - 50,Man Utd v Wolves
Joshua Zirkzee PGM,19 - 22,Joshua Zirkzee SMM,28 - 34,Man Utd v Wolves
Mason Mount PGM,15 - 18,Mason Mount SMM,22 - 27,Man Utd v Wolves
Jack Fletcher PGM,9 - 12,Jack Fletcher SMM,13 - 17,Man Utd v Wolves
Patrick Dorgu PGM,8 - 11,Patrick Dorgu SMM,12 - 16,Man Utd v Wolves
Casemiro PGM,7 - 10,Casemiro SMM,10 - 14,Man Utd v Wolves
Lisandro Martinez PGM,4 - 7,Lisandro Martinez SMM,6 - 9,Man Utd v Wolves
Diogo Dalot PGM,3 - 6,Diogo Dalot SMM,6 - 9,Man Utd v Wolves
Ayden Heaven PGM,2.5 - 5,Ayden Heaven SMM,4 - 7,Man Utd v Wolves
Manuel Ugarte PGM,2.5 - 5,Manuel Ugarte SMM,4 - 7,Man Utd v Wolves
Leny Yoro PGM,2.5 - 5,Leny Yoro SMM,4 - 7,Man Utd v Wolves
Tyler Fredricson PGM,2 - 4,Tyler Fredricson SMM,2.5 - 5,Man Utd v Wolves
Tyrell Malacia PGM,1 - 3,Tyrell Malacia SMM,2 - 4,Man Utd v Wolves
Luke Shaw PGM,0.5 - 2,Luke Shaw SMM,1 - 3,Man Utd v Wolves
Jorgen Strand Larsen PGM,12 - 15,Jorgen Strand Larsen SMM,17 - 21,Man Utd v Wolves
Tolu Arokodare PGM,8 - 11,Tolu Arokodare SMM,12 - 16,Man Utd v Wolves
Hwang Hee-chan PGM,7 - 10,Hwang Hee-chan SMM,10 - 14,Man Utd v Wolves
Mateus Mane PGM,6 - 9,Mateus Mane SMM,9 - 13,Man Utd v Wolves
Jhon Arias PGM,5 - 8,Jhon Arias SMM,8 - 11,Man Utd v Wolves
Fer Lopez PGM,5 - 8,Fer Lopez SMM,7 - 10,Man Utd v Wolves
Joao Gomes PGM,2.5 - 5,Joao Gomes SMM,4 - 7,Man Utd v Wolves
Ladislav Krejci PGM,2 - 4,Ladislav Krejci SMM,2.5 - 5,Man Utd v Wolves
Ki-Jana Hoever PGM,1 - 3,Ki-Jana Hoever SMM,2 - 4,Man Utd v Wolves
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Man Utd v Wolves
Yerson Mosquera PGM,1 - 3,Yerson Mosquera SMM,2 - 4,Man Utd v Wolves
Matt Doherty PGM,1 - 3,Matt Doherty SMM,2 - 4,Man Utd v Wolves
David Moller Wolfe PGM,1 - 3,David Moller Wolfe SMM,2 - 4,Man Utd v Wolves
Andre PGM,0.5 - 2,Andre SMM,1 - 3,Man Utd v Wolves
Hugo Bueno  PGM,0.5 - 2,Hugo Bueno  SMM,1 - 3,Man Utd v Wolves
Santiago Bueno PGM,0.25 - 1.5,Santiago Bueno SMM,0.5 - 2,Man Utd v Wolves
Jean-Philippe Mateta PGM,25 - 28,Jean-Philippe Mateta SMM,39 - 46,Crystal Palace v Fulham
Eddie Nketiah PGM,15 - 18,Eddie Nketiah SMM,21 - 26,Crystal Palace v Fulham
Christantus Uche PGM,12 - 15,Christantus Uche SMM,17 - 21,Crystal Palace v Fulham
Yeremy Pino PGM,8 - 11,Yeremy Pino SMM,12 - 16,Crystal Palace v Fulham
Romaine Esse PGM,6 - 9,Romaine Esse SMM,9 - 13,Crystal Palace v Fulham
Justin Devenny PGM,6 - 9,Justin Devenny SMM,9 - 13,Crystal Palace v Fulham
Daichi Kamada PGM,5 - 8,Daichi Kamada SMM,8 - 11,Crystal Palace v Fulham
Jefferson Lerma PGM,2.5 - 5,Jefferson Lerma SMM,5 - 8,Crystal Palace v Fulham
Marc Guehi PGM,2 - 4,Marc Guehi SMM,2.5 - 5,Crystal Palace v Fulham
Maxence Lacroix PGM,2 - 4,Maxence Lacroix SMM,2.5 - 5,Crystal Palace v Fulham
Chris Richards PGM,1 - 3,Chris Richards SMM,2 - 4,Crystal Palace v Fulham
Nathaniel Clyne PGM,1 - 3,Nathaniel Clyne SMM,2 - 4,Crystal Palace v Fulham
Will Hughes PGM,1 - 3,Will Hughes SMM,2 - 4,Crystal Palace v Fulham
Adam Wharton PGM,1 - 3,Adam Wharton SMM,2 - 4,Crystal Palace v Fulham
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Crystal Palace v Fulham
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Crystal Palace v Fulham
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2 - 4,Crystal Palace v Fulham
Raul Jimenez PGM,16 - 19,Raul Jimenez SMM,25 - 30,Crystal Palace v Fulham
Emile Smith Rowe PGM,7 - 10,Emile Smith Rowe SMM,10 - 14,Crystal Palace v Fulham
Harry Wilson PGM,7 - 10,Harry Wilson SMM,10 - 14,Crystal Palace v Fulham
Kevin PGM,5 - 8,Kevin SMM,8 - 11,Crystal Palace v Fulham
Adama Traore PGM,4 - 7,Adama Traore SMM,7 - 10,Crystal Palace v Fulham
Joshua King PGM,4 - 7,Joshua King SMM,6 - 9,Crystal Palace v Fulham
Tom Cairney PGM,3 - 6,Tom Cairney SMM,6 - 9,Crystal Palace v Fulham
Sasa Lukic PGM,3 - 6,Sasa Lukic SMM,5 - 8,Crystal Palace v Fulham
Sander Berge PGM,1 - 3,Sander Berge SMM,2 - 4,Crystal Palace v Fulham
Harrison Reed PGM,1 - 3,Harrison Reed SMM,2 - 4,Crystal Palace v Fulham
Kenny Tete PGM,1 - 3,Kenny Tete SMM,2 - 4,Crystal Palace v Fulham
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Crystal Palace v Fulham
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Crystal Palace v Fulham
Timothy Castagne PGM,1 - 3,Timothy Castagne SMM,2 - 4,Crystal Palace v Fulham
Issa Diop PGM,1 - 3,Issa Diop SMM,2 - 4,Crystal Palace v Fulham
Antonee Robinson PGM,0.5 - 2,Antonee Robinson SMM,1 - 3,Crystal Palace v Fulham
Igor Thiago PGM,28 - 31,Igor Thiago SMM,45 - 52,Brentford v Tottenham
Kevin Schade PGM,10 - 13,Kevin Schade SMM,16 - 20,Brentford v Tottenham
Keane Lewis-Potter PGM,9 - 12,Keane Lewis-Potter SMM,13 - 17,Brentford v Tottenham
Reiss Nelson PGM,8 - 11,Reiss Nelson SMM,12 - 16,Brentford v Tottenham
Sepp van den Berg PGM,3 - 6,Sepp van den Berg SMM,6 - 9,Brentford v Tottenham
Mikkel Damsgaard PGM,3 - 6,Mikkel Damsgaard SMM,5 - 8,Brentford v Tottenham
Mathias Jensen PGM,3 - 6,Mathias Jensen SMM,5 - 8,Brentford v Tottenham
Nathan Collins PGM,2.5 - 5,Nathan Collins SMM,4 - 7,Brentford v Tottenham
Kristoffer Ajer PGM,1 - 3,Kristoffer Ajer SMM,2 - 4,Brentford v Tottenham
Vitaly Janelt PGM,1 - 3,Vitaly Janelt SMM,2 - 4,Brentford v Tottenham
Ethan Pinnock PGM,1 - 3,Ethan Pinnock SMM,2 - 4,Brentford v Tottenham
Yehor Yarmolyuk PGM,1 - 3,Yehor Yarmolyuk SMM,2 - 4,Brentford v Tottenham
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2 - 4,Brentford v Tottenham
Michael Kayode PGM,1 - 3,Michael Kayode SMM,2 - 4,Brentford v Tottenham
Rico Henry PGM,1 - 3,Rico Henry SMM,2 - 4,Brentford v Tottenham
Jordan Henderson PGM,0.5 - 2,Jordan Henderson SMM,1 - 3,Brentford v Tottenham
Dane Scarlett PGM,12 - 15,Dane Scarlett SMM,18 - 22,Brentford v Tottenham
Randal Kolo Muani PGM,12 - 15,Randal Kolo Muani SMM,18 - 22,Brentford v Tottenham
Mohammed Kudus PGM,11 - 14,Mohammed Kudus SMM,16 - 20,Brentford v Tottenham
Richarlison PGM,10 - 13,Richarlison SMM,14 - 18,Brentford v Tottenham
Mathys Tel PGM,10 - 13,Mathys Tel SMM,14 - 18,Brentford v Tottenham
Brennan Johnson PGM,8 - 11,Brennan Johnson SMM,12 - 16,Brentford v Tottenham
Wilson Odobert PGM,6 - 9,Wilson Odobert SMM,9 - 13,Brentford v Tottenham
Lucas Bergvall PGM,4 - 7,Lucas Bergvall SMM,6 - 9,Brentford v Tottenham
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Brentford v Tottenham
Joao Palhinha PGM,2.5 - 5,Joao Palhinha SMM,5 - 8,Brentford v Tottenham
Cristian Romero PGM,2 - 4,Cristian Romero SMM,2.5 - 5,Brentford v Tottenham
Rodrigo Bentancur PGM,1 - 3,Rodrigo Bentancur SMM,2 - 4,Brentford v Tottenham
Radu Dragusin PGM,1 - 3,Radu Dragusin SMM,2 - 4,Brentford v Tottenham
Ben Davies PGM,1 - 3,Ben Davies SMM,2 - 4,Brentford v Tottenham
Pedro Porro PGM,1 - 3,Pedro Porro SMM,2 - 4,Brentford v Tottenham
Archie Gray PGM,1 - 3,Archie Gray SMM,2 - 4,Brentford v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Brentford v Tottenham
Djed Spence PGM,0.5 - 2,Djed Spence SMM,1 - 3,Brentford v Tottenham
Brian Brobbey PGM,9 - 12,Brian Brobbey SMM,12 - 16,Sunderland v Man City
Wilson Isidor PGM,9 - 12,Wilson Isidor SMM,12 - 16,Sunderland v Man City
Eliezer Mayenda PGM,8 - 11,Eliezer Mayenda SMM,12 - 16,Sunderland v Man City
Simon Adingra PGM,5 - 8,Simon Adingra SMM,7 - 10,Sunderland v Man City
Enzo Le Fee PGM,4 - 7,Enzo Le Fee SMM,7 - 10,Sunderland v Man City
Romaine Mundle PGM,4 - 7,Romaine Mundle SMM,6 - 9,Sunderland v Man City
Chris Rigg PGM,3 - 6,Chris Rigg SMM,5 - 8,Sunderland v Man City
Daniel Ballard PGM,2.5 - 5,Daniel Ballard SMM,4 - 7,Sunderland v Man City
Nordi Mukiele PGM,1 - 3,Nordi Mukiele SMM,2 - 4,Sunderland v Man City
Granit Xhaka PGM,1 - 3,Granit Xhaka SMM,2 - 4,Sunderland v Man City
Lutsharel Geertruida PGM,1 - 3,Lutsharel Geertruida SMM,2 - 4,Sunderland v Man City
Omar Alderete PGM,1 - 3,Omar Alderete SMM,2 - 4,Sunderland v Man City
Dennis Cirkin PGM,1 - 3,Dennis Cirkin SMM,2 - 4,Sunderland v Man City
Dan Neil PGM,1 - 3,Dan Neil SMM,2 - 4,Sunderland v Man City
Luke O'Nien PGM,1 - 3,Luke O'Nien SMM,2 - 4,Sunderland v Man City
Trai Hume PGM,1 - 3,Trai Hume SMM,2 - 4,Sunderland v Man City
Erling Haaland PGM,45 - 49,Erling Haaland SMM,79 - 91,Sunderland v Man City
Divine Mukasa PGM,18 - 21,Divine Mukasa SMM,28 - 33,Sunderland v Man City
Phil Foden PGM,16 - 19,Phil Foden SMM,24 - 29,Sunderland v Man City
Rayan Cherki PGM,10 - 13,Rayan Cherki SMM,16 - 20,Sunderland v Man City
Savinho PGM,10 - 13,Savinho SMM,14 - 18,Sunderland v Man City
Tijjani Reijnders PGM,8 - 11,Tijjani Reijnders SMM,12 - 16,Sunderland v Man City
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,7 - 10,Sunderland v Man City
Bernardo Silva PGM,4 - 7,Bernardo Silva SMM,6 - 9,Sunderland v Man City
Rodri PGM,4 - 7,Rodri SMM,6 - 9,Sunderland v Man City
Josko Gvardiol PGM,3 - 6,Josko Gvardiol SMM,5 - 8,Sunderland v Man City
Rico Lewis PGM,3 - 6,Rico Lewis SMM,5 - 8,Sunderland v Man City
Nico Gonzalez PGM,2.5 - 5,Nico Gonzalez SMM,5 - 8,Sunderland v Man City
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,5 - 8,Sunderland v Man City
Matheus Nunes PGM,1 - 3,Matheus Nunes SMM,2 - 4,Sunderland v Man City
