PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Tim Iroegbunam PGM,1 - 3,Tim Iroegbunam SMM,2 - 4,Chelsea v Everton
Idrissa Gueye PGM,1 - 3,Idrissa Gueye SMM,2 - 4,Chelsea v Everton
Nathan Patterson PGM,0.5 - 2,Nathan Patterson SMM,1 - 3,Chelsea v Everton
Vitaliy Mykolenko PGM,0.25 - 1.5,Vitaliy Mykolenko SMM,0.5 - 2,Chelsea v Everton
Adam Aznou PGM,0.25 - 1.5,Adam Aznou SMM,0.5 - 2,Chelsea v Everton
Mohamed Salah PGM,26 - 29,Mohamed Salah SMM,42 - 49,Liverpool v Brighton
Alexander Isak PGM,24 - 27,Alexander Isak SMM,39 - 45,Liverpool v Brighton
Hugo Ekitike PGM,21 - 24,Hugo Ekitike SMM,32 - 38,Liverpool v Brighton
Dominik Szoboszlai PGM,16 - 19,Dominik Szoboszlai SMM,25 - 30,Liverpool v Brighton
Federico Chiesa PGM,13 - 16,Federico Chiesa SMM,19 - 23,Liverpool v Brighton
Florian Wirtz PGM,12 - 15,Florian Wirtz SMM,18 - 22,Liverpool v Brighton
Alexis MacAllister PGM,6 - 9,Alexis MacAllister SMM,9 - 13,Liverpool v Brighton
Curtis Jones PGM,6 - 9,Curtis Jones SMM,9 - 13,Liverpool v Brighton
Virgil van Dijk PGM,3 - 6,Virgil van Dijk SMM,6 - 9,Liverpool v Brighton
Ryan Gravenberch PGM,3 - 6,Ryan Gravenberch SMM,5 - 8,Liverpool v Brighton
Ibrahima Konate PGM,2.5 - 5,Ibrahima Konate SMM,4 - 7,Liverpool v Brighton
Milos Kerkez PGM,2.5 - 5,Milos Kerkez SMM,4 - 7,Liverpool v Brighton
Andrew Robertson PGM,2 - 4,Andrew Robertson SMM,2.5 - 5,Liverpool v Brighton
Joe Gomez PGM,0.5 - 2,Joe Gomez SMM,1 - 3,Liverpool v Brighton
Danny Welbeck PGM,15 - 18,Danny Welbeck SMM,22 - 27,Liverpool v Brighton
Kaoru Mitoma PGM,9 - 12,Kaoru Mitoma SMM,13 - 17,Liverpool v Brighton
Yankuba Minteh PGM,7 - 10,Yankuba Minteh SMM,10 - 14,Liverpool v Brighton
Georginio Rutter PGM,7 - 10,Georginio Rutter SMM,10 - 14,Liverpool v Brighton
James Milner PGM,5 - 8,James Milner SMM,7 - 10,Liverpool v Brighton
Diego Gomez PGM,4 - 7,Diego Gomez SMM,7 - 10,Liverpool v Brighton
Maxime De Cuyper PGM,3 - 6,Maxime De Cuyper SMM,5 - 8,Liverpool v Brighton
Yasin Ayari PGM,3 - 6,Yasin Ayari SMM,5 - 8,Liverpool v Brighton
Ferdi Kadioglu PGM,2.5 - 5,Ferdi Kadioglu SMM,4 - 7,Liverpool v Brighton
Mats Wieffer PGM,2 - 4,Mats Wieffer SMM,2.5 - 5,Liverpool v Brighton
Carlos Baleba PGM,1 - 3,Carlos Baleba SMM,2.5 - 5,Liverpool v Brighton
Lewis Dunk PGM,1 - 3,Lewis Dunk SMM,2 - 4,Liverpool v Brighton
Jan Paul van Hecke PGM,1 - 3,Jan Paul van Hecke SMM,2 - 4,Liverpool v Brighton
Zian Flemming PGM,12 - 15,Zian Flemming SMM,17 - 21,Burnley v Fulham
Armando Broja PGM,10 - 13,Armando Broja SMM,14 - 18,Burnley v Fulham
Lyle Foster PGM,9 - 12,Lyle Foster SMM,12 - 16,Burnley v Fulham
Jaidon Anthony PGM,7 - 10,Jaidon Anthony SMM,10 - 14,Burnley v Fulham
Jacob Bruun Larsen PGM,6 - 9,Jacob Bruun Larsen SMM,9 - 13,Burnley v Fulham
Marcus Edwards PGM,5 - 8,Marcus Edwards SMM,8 - 11,Burnley v Fulham
Loum Tchaouna PGM,5 - 8,Loum Tchaouna SMM,8 - 11,Burnley v Fulham
Mike Tresor PGM,3 - 6,Mike Tresor SMM,6 - 9,Burnley v Fulham
Lesley Ugochukwu PGM,2.5 - 5,Lesley Ugochukwu SMM,5 - 8,Burnley v Fulham
Oliver Sonne PGM,2 - 4,Oliver Sonne SMM,2.5 - 5,Burnley v Fulham
Josh Laurent PGM,2 - 4,Josh Laurent SMM,2.5 - 5,Burnley v Fulham
Florentino Luis PGM,1 - 3,Florentino Luis SMM,2 - 4,Burnley v Fulham
Josh Cullen PGM,1 - 3,Josh Cullen SMM,2 - 4,Burnley v Fulham
Hjalmar Ekdal PGM,0.5 - 2,Hjalmar Ekdal SMM,2 - 4,Burnley v Fulham
Quilindschy Hartman PGM,0.5 - 2,Quilindschy Hartman SMM,1 - 3,Burnley v Fulham
Maxime Esteve PGM,0.25 - 1.5,Maxime Esteve SMM,0.5 - 2,Burnley v Fulham
Joe Worrall PGM,0.25 - 1.5,Joe Worrall SMM,0.5 - 2,Burnley v Fulham
Raul Jimenez PGM,20 - 23,Raul Jimenez SMM,31 - 37,Burnley v Fulham
Jonah Kusi-Asare PGM,15 - 18,Jonah Kusi-Asare SMM,22 - 27,Burnley v Fulham
Harry Wilson PGM,10 - 13,Harry Wilson SMM,14 - 18,Burnley v Fulham
Joshua King PGM,9 - 12,Joshua King SMM,13 - 17,Burnley v Fulham
Kevin PGM,9 - 12,Kevin SMM,13 - 17,Burnley v Fulham
Emile Smith Rowe PGM,9 - 12,Emile Smith Rowe SMM,13 - 17,Burnley v Fulham
Samuel Chukwueze PGM,8 - 11,Samuel Chukwueze SMM,12 - 16,Burnley v Fulham
Alex Iwobi PGM,7 - 10,Alex Iwobi SMM,9 - 13,Burnley v Fulham
Adama Traore PGM,7 - 10,Adama Traore SMM,9 - 13,Burnley v Fulham
Ryan Sessegnon PGM,5 - 8,Ryan Sessegnon SMM,7 - 10,Burnley v Fulham
Tom Cairney PGM,3 - 6,Tom Cairney SMM,6 - 9,Burnley v Fulham
Sasa Lukic PGM,3 - 6,Sasa Lukic SMM,5 - 8,Burnley v Fulham
Issa Diop PGM,2 - 4,Issa Diop SMM,4 - 7,Burnley v Fulham
Jorge Cuenca PGM,2 - 4,Jorge Cuenca SMM,2.5 - 5,Burnley v Fulham
Kenny Tete PGM,1 - 3,Kenny Tete SMM,2 - 4,Burnley v Fulham
Timothy Castagne PGM,1 - 3,Timothy Castagne SMM,2 - 4,Burnley v Fulham
Sander Berge PGM,1 - 3,Sander Berge SMM,2 - 4,Burnley v Fulham
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Burnley v Fulham
Calvin Bassey PGM,1 - 3,Calvin Bassey SMM,2 - 4,Burnley v Fulham
Viktor Gyokeres PGM,36 - 39,Viktor Gyokeres SMM,61 - 71,Arsenal v Wolves
Bukayo Saka PGM,30 - 33,Bukayo Saka SMM,49 - 57,Arsenal v Wolves
Gabriel Jesus PGM,26 - 29,Gabriel Jesus SMM,41 - 48,Arsenal v Wolves
Eberechi Eze PGM,25 - 28,Eberechi Eze SMM,39 - 45,Arsenal v Wolves
Gabriel Martinelli PGM,23 - 26,Gabriel Martinelli SMM,36 - 42,Arsenal v Wolves
Leandro Trossard PGM,23 - 26,Leandro Trossard SMM,36 - 42,Arsenal v Wolves
Noni Madueke PGM,22 - 25,Noni Madueke SMM,33 - 39,Arsenal v Wolves
Mikel Merino PGM,16 - 19,Mikel Merino SMM,24 - 29,Arsenal v Wolves
Ethan Nwaneri PGM,14 - 17,Ethan Nwaneri SMM,21 - 26,Arsenal v Wolves
Martin Odegaard PGM,13 - 16,Martin Odegaard SMM,19 - 23,Arsenal v Wolves
Declan Rice PGM,12 - 15,Declan Rice SMM,17 - 21,Arsenal v Wolves
Christian Norgaard PGM,7 - 10,Christian Norgaard SMM,10 - 14,Arsenal v Wolves
Martin Zubimendi PGM,6 - 9,Martin Zubimendi SMM,8 - 11,Arsenal v Wolves
Jurrien Timber PGM,3 - 6,Jurrien Timber SMM,5 - 8,Arsenal v Wolves
Piero Hincapie PGM,3 - 6,Piero Hincapie SMM,5 - 8,Arsenal v Wolves
Myles Lewis-Skelly PGM,3 - 6,Myles Lewis-Skelly SMM,5 - 8,Arsenal v Wolves
Ben White PGM,2.5 - 5,Ben White SMM,4 - 7,Arsenal v Wolves
William Saliba PGM,4 - 7,William Saliba SMM,7 - 10,Arsenal v Wolves
Jorgen Strand Larsen PGM,6 - 9,Jorgen Strand Larsen SMM,9 - 13,Arsenal v Wolves
Tolu Arokodare PGM,4 - 7,Tolu Arokodare SMM,7 - 10,Arsenal v Wolves
Hwang Hee-chan PGM,3 - 6,Hwang Hee-chan SMM,6 - 9,Arsenal v Wolves
Mateus Mane PGM,3 - 6,Mateus Mane SMM,5 - 8,Arsenal v Wolves
Jhon Arias PGM,2.5 - 5,Jhon Arias SMM,4 - 7,Arsenal v Wolves
Fernando Lopez PGM,1 - 3,Fernando Lopez SMM,2 - 4,Arsenal v Wolves
Ladislav Krejci PGM,1 - 3,Ladislav Krejci SMM,2 - 4,Arsenal v Wolves
Jean-Ricner Bellegarde PGM,1 - 3,Jean-Ricner Bellegarde SMM,2 - 4,Arsenal v Wolves
Jackson Tchatchoua PGM,1 - 3,Jackson Tchatchoua SMM,2 - 4,Arsenal v Wolves
Ki-Jana Hoever PGM,0.5 - 2,Ki-Jana Hoever SMM,1 - 3,Arsenal v Wolves
Yerson Mosquera PGM,0.5 - 2,Yerson Mosquera SMM,1 - 3,Arsenal v Wolves
David Moller Wolfe PGM,0.5 - 2,David Moller Wolfe SMM,1 - 3,Arsenal v Wolves
Emmanuel Agbadou PGM,0.25 - 1.5,Emmanuel Agbadou SMM,0.5 - 2,Arsenal v Wolves
Toti Gomes PGM,0.25 - 1.5,Toti Gomes SMM,0.5 - 2,Arsenal v Wolves
Andre PGM,0.25 - 1.5,Andre SMM,0.5 - 2,Arsenal v Wolves
Hugo Bueno PGM,0.25 - 1.5,Hugo Bueno SMM,0.5 - 2,Arsenal v Wolves
Joao Gomes PGM,1 - 3,Joao Gomes SMM,2 - 4,Arsenal v Wolves
Jean-Philippe Mateta PGM,19 - 22,Jean-Philippe Mateta SMM,28 - 33,Crystal Palace v Man City
Eddie Nketiah PGM,12 - 15,Eddie Nketiah SMM,18 - 22,Crystal Palace v Man City
Christantus Uche PGM,7 - 10,Christantus Uche SMM,10 - 14,Crystal Palace v Man City
Romaine Esse PGM,6 - 9,Romaine Esse SMM,9 - 13,Crystal Palace v Man City
Yeremy Pino PGM,6 - 9,Yeremy Pino SMM,8 - 11,Crystal Palace v Man City
Justin Devenny PGM,5 - 8,Justin Devenny SMM,7 - 10,Crystal Palace v Man City
Daniel Munoz PGM,4 - 7,Daniel Munoz SMM,6 - 9,Crystal Palace v Man City
Daichi Kamada PGM,3 - 6,Daichi Kamada SMM,5 - 8,Crystal Palace v Man City
Jefferson Lerma PGM,2 - 4,Jefferson Lerma SMM,2.5 - 5,Crystal Palace v Man City
Marc Guehi PGM,1 - 3,Marc Guehi SMM,2.5 - 5,Crystal Palace v Man City
Maxence Lacroix PGM,1 - 3,Maxence Lacroix SMM,2.5 - 5,Crystal Palace v Man City
Chris Richards PGM,1 - 3,Chris Richards SMM,2 - 4,Crystal Palace v Man City
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Crystal Palace v Man City
Adam Wharton PGM,1 - 3,Adam Wharton SMM,2 - 4,Crystal Palace v Man City
Will Hughes PGM,1 - 3,Will Hughes SMM,2 - 4,Crystal Palace v Man City
Borna Sosa PGM,1 - 3,Borna Sosa SMM,2 - 4,Crystal Palace v Man City
Jaydee Canvot PGM,1 - 3,Jaydee Canvot SMM,2 - 4,Crystal Palace v Man City
Nathaniel Clyne PGM,0.25 - 1.5,Nathaniel Clyne SMM,0.5 - 2,Crystal Palace v Man City
Erling Haaland PGM,36 - 39,Erling Haaland SMM,61 - 71,Crystal Palace v Man City
Omar Marmoush PGM,20 - 23,Omar Marmoush SMM,30 - 36,Crystal Palace v Man City
Phil Foden PGM,10 - 13,Phil Foden SMM,14 - 18,Crystal Palace v Man City
Rayan Cherki PGM,8 - 11,Rayan Cherki SMM,12 - 16,Crystal Palace v Man City
Oscar Bobb PGM,8 - 11,Oscar Bobb SMM,12 - 16,Crystal Palace v Man City
Savinho PGM,7 - 10,Savinho SMM,10 - 14,Crystal Palace v Man City
Tijjani Reijnders PGM,7 - 10,Tijjani Reijnders SMM,10 - 14,Crystal Palace v Man City
Jeremy Doku PGM,7 - 10,Jeremy Doku SMM,9 - 13,Crystal Palace v Man City
Nico O'Reilly PGM,4 - 7,Nico O'Reilly SMM,7 - 10,Crystal Palace v Man City
Rayan Ait-Nouri PGM,3 - 6,Rayan Ait-Nouri SMM,5 - 8,Crystal Palace v Man City
Bernardo Silva PGM,3 - 6,Bernardo Silva SMM,5 - 8,Crystal Palace v Man City
Nico Gonzalez PGM,3 - 6,Nico Gonzalez SMM,5 - 8,Crystal Palace v Man City
Josko Gvardiol PGM,2.5 - 5,Josko Gvardiol SMM,4 - 7,Crystal Palace v Man City
Nathan Ake PGM,2.5 - 5,Nathan Ake SMM,4 - 7,Crystal Palace v Man City
Matheus Nunes PGM,2 - 4,Matheus Nunes SMM,2.5 - 5,Crystal Palace v Man City
Rico Lewis PGM,2 - 4,Rico Lewis SMM,2.5 - 5,Crystal Palace v Man City
Ruben Dias PGM,1 - 3,Ruben Dias SMM,2 - 4,Crystal Palace v Man City
Abdukodir Khusanov PGM,1 - 3,Abdukodir Khusanov SMM,2 - 4,Crystal Palace v Man City
Igor Jesus PGM,14 - 17,Igor Jesus SMM,21 - 26,Nottingham Forest v Tottenham
Arnaud Kalimuendo PGM,12 - 15,Arnaud Kalimuendo SMM,17 - 21,Nottingham Forest v Tottenham
Morgan Gibbs-White PGM,11 - 14,Morgan Gibbs-White SMM,16 - 20,Nottingham Forest v Tottenham
Omari Hutchinson PGM,7 - 10,Omari Hutchinson SMM,10 - 14,Nottingham Forest v Tottenham
Callum Hudson-Odoi PGM,6 - 9,Callum Hudson-Odoi SMM,9 - 13,Nottingham Forest v Tottenham
James McAtee PGM,6 - 9,James McAtee SMM,9 - 13,Nottingham Forest v Tottenham
Dan Ndoye PGM,5 - 8,Dan Ndoye SMM,8 - 11,Nottingham Forest v Tottenham
Nikola Milenkovic PGM,3 - 6,Nikola Milenkovic SMM,5 - 8,Nottingham Forest v Tottenham
Elliot Anderson PGM,3 - 6,Elliot Anderson SMM,5 - 8,Nottingham Forest v Tottenham
Nicolas Dominguez PGM,2.5 - 5,Nicolas Dominguez SMM,4 - 7,Nottingham Forest v Tottenham
Nicolo Savona PGM,2 - 4,Nicolo Savona SMM,2.5 - 5,Nottingham Forest v Tottenham
Neco Williams PGM,2 - 4,Neco Williams SMM,2.5 - 5,Nottingham Forest v Tottenham
Ibrahim Sangare PGM,2 - 4,Ibrahim Sangare SMM,2.5 - 5,Nottingham Forest v Tottenham
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Nottingham Forest v Tottenham
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Nottingham Forest v Tottenham
Zach Abbott PGM,0.5 - 2,Zach Abbott SMM,1 - 3,Nottingham Forest v Tottenham
Douglas Luiz PGM,3 - 6,Douglas Luiz SMM,5 - 8,Nottingham Forest v Tottenham
Oleksandr Zinchenko PGM,0.5 - 2,Oleksandr Zinchenko SMM,1 - 3,Nottingham Forest v Tottenham
Richarlison PGM,13 - 16,Richarlison SMM,19 - 23,Nottingham Forest v Tottenham
Randal Kolo Muani PGM,12 - 15,Randal Kolo Muani SMM,17 - 21,Nottingham Forest v Tottenham
Mathys Tel PGM,12 - 15,Mathys Tel SMM,17 - 21,Nottingham Forest v Tottenham
Brennan Johnson PGM,9 - 12,Brennan Johnson SMM,13 - 17,Nottingham Forest v Tottenham
Mohammed Kudus PGM,8 - 11,Mohammed Kudus SMM,12 - 16,Nottingham Forest v Tottenham
Xavi Simons PGM,8 - 11,Xavi Simons SMM,12 - 16,Nottingham Forest v Tottenham
Wilson Odobert PGM,6 - 9,Wilson Odobert SMM,8 - 11,Nottingham Forest v Tottenham
Pape Matar Sarr PGM,4 - 7,Pape Matar Sarr SMM,7 - 10,Nottingham Forest v Tottenham
Cristian Romero PGM,3 - 6,Cristian Romero SMM,5 - 8,Nottingham Forest v Tottenham
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Nottingham Forest v Tottenham
Lucas Bergvall PGM,3 - 6,Lucas Bergvall SMM,5 - 8,Nottingham Forest v Tottenham
Joao Palhinha PGM,2.5 - 5,Joao Palhinha SMM,4 - 7,Nottingham Forest v Tottenham
Pedro Porro PGM,2 - 4,Pedro Porro SMM,2.5 - 5,Nottingham Forest v Tottenham
Rodrigo Bentancur PGM,2 - 4,Rodrigo Bentancur SMM,2.5 - 5,Nottingham Forest v Tottenham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Nottingham Forest v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Nottingham Forest v Tottenham
Archie Gray PGM,0.5 - 2,Archie Gray SMM,1 - 3,Nottingham Forest v Tottenham
Wilson Isidor PGM,15 - 18,Wilson Isidor SMM,21 - 26,Sunderland v Newcastle
Brian Brobbey PGM,12 - 15,Brian Brobbey SMM,18 - 22,Sunderland v Newcastle
Eliezer Mayenda PGM,12 - 15,Eliezer Mayenda SMM,17 - 21,Sunderland v Newcastle
Bertrand Traore PGM,8 - 11,Bertrand Traore SMM,12 - 16,Sunderland v Newcastle
Chemsdine Talbi PGM,6 - 9,Chemsdine Talbi SMM,9 - 13,Sunderland v Newcastle
Enzo Le Fee PGM,6 - 9,Enzo Le Fee SMM,8 - 11,Sunderland v Newcastle
Simon Adingra PGM,5 - 8,Simon Adingra SMM,8 - 11,Sunderland v Newcastle
Chris Rigg PGM,5 - 8,Chris Rigg SMM,7 - 10,Sunderland v Newcastle
Daniel Ballard PGM,4 - 7,Daniel Ballard SMM,6 - 9,Sunderland v Newcastle
Omar Alderete PGM,2.5 - 5,Omar Alderete SMM,4 - 7,Sunderland v Newcastle
Nordi Mukiele PGM,2.5 - 5,Nordi Mukiele SMM,4 - 7,Sunderland v Newcastle
Lutsharel Geertruida PGM,2.5 - 5,Lutsharel Geertruida SMM,4 - 7,Sunderland v Newcastle
Granit Xhaka PGM,2 - 4,Granit Xhaka SMM,2.5 - 5,Sunderland v Newcastle
Trai Hume PGM,1 - 3,Trai Hume SMM,2 - 4,Sunderland v Newcastle
Noah Sadiki PGM,1 - 3,Noah Sadiki SMM,2 - 4,Sunderland v Newcastle
Reinildo Mandava PGM,1 - 3,Reinildo Mandava SMM,2 - 4,Sunderland v Newcastle
Nick Woltemade PGM,19 - 22,Nick Woltemade SMM,28 - 34,Sunderland v Newcastle
Anthony Gordon PGM,15 - 18,Anthony Gordon SMM,22 - 27,Sunderland v Newcastle
Harvey Barnes PGM,13 - 16,Harvey Barnes SMM,19 - 23,Sunderland v Newcastle
Anthony Elanga PGM,8 - 11,Anthony Elanga SMM,12 - 16,Sunderland v Newcastle
Jacob Murphy PGM,8 - 11,Jacob Murphy SMM,12 - 16,Sunderland v Newcastle
Jacob Ramsey PGM,6 - 9,Jacob Ramsey SMM,9 - 13,Sunderland v Newcastle
Joelinton PGM,4 - 7,Joelinton SMM,7 - 10,Sunderland v Newcastle
Joe Willock PGM,4 - 7,Joe Willock SMM,7 - 10,Sunderland v Newcastle
Sandro Tonali PGM,3 - 6,Sandro Tonali SMM,6 - 9,Sunderland v Newcastle
Bruno Guimaraes PGM,3 - 6,Bruno Guimaraes SMM,6 - 9,Sunderland v Newcastle
Lewis Miley PGM,2.5 - 5,Lewis Miley SMM,4 - 7,Sunderland v Newcastle
Dan Burn PGM,2.5 - 5,Dan Burn SMM,4 - 7,Sunderland v Newcastle
Fabian Schar PGM,2 - 4,Fabian Schar SMM,2.5 - 5,Sunderland v Newcastle
Malick Thiaw PGM,2 - 4,Malick Thiaw SMM,2.5 - 5,Sunderland v Newcastle
Lewis Hall PGM,1 - 3,Lewis Hall SMM,2 - 4,Sunderland v Newcastle
Tino Livramento PGM,0.25 - 1.5,Tino Livramento SMM,0.5 - 2,Sunderland v Newcastle
Jarrod Bowen PGM,14 - 17,Jarrod Bowen SMM,20 - 24,West Ham v Aston Villa
Callum Wilson PGM,13 - 16,Callum Wilson SMM,19 - 23,West Ham v Aston Villa
Niclas Fullkrug PGM,10 - 13,Niclas Fullkrug SMM,16 - 20,West Ham v Aston Villa
Lucas Paqueta PGM,8 - 11,Lucas Paqueta SMM,12 - 16,West Ham v Aston Villa
Tomas Soucek PGM,7 - 10,Tomas Soucek SMM,10 - 14,West Ham v Aston Villa
Crysencio Summerville PGM,5 - 8,Crysencio Summerville SMM,8 - 11,West Ham v Aston Villa
Luis Guilherme PGM,5 - 8,Luis Guilherme SMM,8 - 11,West Ham v Aston Villa
Mateus Fernandes PGM,3 - 6,Mateus Fernandes SMM,5 - 8,West Ham v Aston Villa
Andy Irving PGM,3 - 6,Andy Irving SMM,5 - 8,West Ham v Aston Villa
El Hadji Malick Diouf PGM,2.5 - 5,El Hadji Malick Diouf SMM,4 - 7,West Ham v Aston Villa
Konstantinos Mavropanos PGM,1 - 3,Konstantinos Mavropanos SMM,2 - 4,West Ham v Aston Villa
Freddie Potts PGM,1 - 3,Freddie Potts SMM,2 - 4,West Ham v Aston Villa
Max Kilman PGM,1 - 3,Max Kilman SMM,2 - 4,West Ham v Aston Villa
Guido Rodriguez PGM,1 - 3,Guido Rodriguez SMM,2 - 4,West Ham v Aston Villa
Aaron Wan-Bissaka PGM,0.5 - 2,Aaron Wan-Bissaka SMM,2 - 4,West Ham v Aston Villa
Kyle Walker-Peters PGM,0.5 - 2,Kyle Walker-Peters SMM,2 - 4,West Ham v Aston Villa
Soungoutou Magassa PGM,0.5 - 2,Soungoutou Magassa SMM,2 - 4,West Ham v Aston Villa
Jean-Clair Todibo PGM,0.5 - 2,Jean-Clair Todibo SMM,1 - 3,West Ham v Aston Villa
Igor Julio PGM,0.5 - 2,Igor Julio SMM,1 - 3,West Ham v Aston Villa
Ollie Watkins PGM,21 - 24,Ollie Watkins SMM,32 - 38,West Ham v Aston Villa
Donyell Malen PGM,18 - 21,Donyell Malen SMM,28 - 33,West Ham v Aston Villa
Evann Guessand PGM,13 - 16,Evann Guessand SMM,20 - 24,West Ham v Aston Villa
Morgan Rogers PGM,12 - 15,Morgan Rogers SMM,18 - 22,West Ham v Aston Villa
Harvey Elliott PGM,11 - 14,Harvey Elliott SMM,16 - 20,West Ham v Aston Villa
John McGinn PGM,9 - 12,John McGinn SMM,13 - 17,West Ham v Aston Villa
Emiliano Buendia PGM,9 - 12,Emiliano Buendia SMM,13 - 17,West Ham v Aston Villa
Jadon Sancho PGM,8 - 11,Jadon Sancho SMM,12 - 16,West Ham v Aston Villa
Youri Tielemans PGM,6 - 9,Youri Tielemans SMM,9 - 13,West Ham v Aston Villa
Amadou Onana PGM,3 - 6,Amadou Onana SMM,5 - 8,West Ham v Aston Villa
Matty Cash PGM,2.5 - 5,Matty Cash SMM,4 - 7,West Ham v Aston Villa
Ian Maatsen PGM,2.5 - 5,Ian Maatsen SMM,4 - 7,West Ham v Aston Villa
Pau Torres PGM,1 - 3,Pau Torres SMM,2.5 - 5,West Ham v Aston Villa
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,West Ham v Aston Villa
Andres Garcia PGM,1 - 3,Andres Garcia SMM,2 - 4,West Ham v Aston Villa
Boubacar Kamara PGM,1 - 3,Boubacar Kamara SMM,2 - 4,West Ham v Aston Villa
Victor Lindelof PGM,1 - 3,Victor Lindelof SMM,2 - 4,West Ham v Aston Villa
Lucas Digne PGM,1 - 3,Lucas Digne SMM,2 - 4,West Ham v Aston Villa
Lamare Bogarde PGM,1 - 3,Lamare Bogarde SMM,2 - 4,West Ham v Aston Villa
Igor Thiago PGM,27 - 30,Igor Thiago SMM,43 - 50,Brentford v Leeds
Dango Ouattara PGM,15 - 18,Dango Ouattara SMM,22 - 27,Brentford v Leeds
Keane Lewis-Potter PGM,9 - 12,Keane Lewis-Potter SMM,13 - 17,Brentford v Leeds
Mikkel Damsgaard PGM,5 - 8,Mikkel Damsgaard SMM,7 - 10,Brentford v Leeds
Mathias Jensen PGM,4 - 7,Mathias Jensen SMM,6 - 9,Brentford v Leeds
Yehor Yarmolyuk PGM,2.5 - 5,Yehor Yarmolyuk SMM,4 - 7,Brentford v Leeds
Sepp van den Berg PGM,2.5 - 5,Sepp van den Berg SMM,4 - 7,Brentford v Leeds
Nathan Collins PGM,2.5 - 5,Nathan Collins SMM,4 - 7,Brentford v Leeds
Ethan Pinnock PGM,2.5 - 5,Ethan Pinnock SMM,4 - 7,Brentford v Leeds
Vitaly Janelt PGM,2 - 4,Vitaly Janelt SMM,2.5 - 5,Brentford v Leeds
Kristoffer Ajer PGM,2 - 4,Kristoffer Ajer SMM,2.5 - 5,Brentford v Leeds
Jordan Henderson PGM,2 - 4,Jordan Henderson SMM,2.5 - 5,Brentford v Leeds
