PGM_names,PGM_odds,SMM_names,SMM_odds,contest
Lesley Ugochukwu PGM,3 - 6,Lesley Ugochukwu SMM,6 - 9,Burnley v Tottenham
Josh Laurent PGM,2 - 4,Josh Laurent SMM,2.5 - 5,Burnley v Tottenham
Hjalmar Ekdal PGM,1 - 3,Hjalmar Ekdal SMM,2 - 4,Burnley v Tottenham
Florentino Luis PGM,1 - 3,Florentino Luis SMM,2 - 4,Burnley v Tottenham
Bashir Humphreys PGM,1 - 3,Bashir Humphreys SMM,2 - 4,Burnley v Tottenham
Lucas Pires PGM,1 - 3,Lucas Pires SMM,2 - 4,Burnley v Tottenham
Quilindschy Hartman PGM,1 - 3,Quilindschy Hartman SMM,2 - 4,Burnley v Tottenham
Axel Tuanzebe PGM,0.5 - 2,Axel Tuanzebe SMM,1 - 3,Burnley v Tottenham
Maxime Esteve PGM,0.5 - 2,Maxime Esteve SMM,1 - 3,Burnley v Tottenham
Kyle Walker PGM,0.5 - 2,Kyle Walker SMM,1 - 3,Burnley v Tottenham
Dominic Solanke PGM,16 - 19,Dominic Solanke SMM,22 - 27,Burnley v Tottenham
Randal Kolo Muani PGM,13 - 16,Randal Kolo Muani SMM,19 - 23,Burnley v Tottenham
Mathys Tel PGM,9 - 12,Mathys Tel SMM,13 - 17,Burnley v Tottenham
Xavi Simons PGM,9 - 12,Xavi Simons SMM,12 - 16,Burnley v Tottenham
Wilson Odobert PGM,8 - 11,Wilson Odobert SMM,12 - 16,Burnley v Tottenham
Pape Matar Sarr PGM,5 - 8,Pape Matar Sarr SMM,7 - 10,Burnley v Tottenham
Conor Gallagher PGM,4 - 7,Conor Gallagher SMM,7 - 10,Burnley v Tottenham
Cristian Romero PGM,3 - 6,Cristian Romero SMM,5 - 8,Burnley v Tottenham
Micky van de Ven PGM,3 - 6,Micky van de Ven SMM,5 - 8,Burnley v Tottenham
Joao Palhinha PGM,3 - 6,Joao Palhinha SMM,5 - 8,Burnley v Tottenham
Pedro Porro PGM,2 - 4,Pedro Porro SMM,2.5 - 5,Burnley v Tottenham
Archie Gray PGM,2 - 4,Archie Gray SMM,2.5 - 5,Burnley v Tottenham
Radu Dragusin PGM,2 - 4,Radu Dragusin SMM,2.5 - 5,Burnley v Tottenham
Kevin Danso PGM,1 - 3,Kevin Danso SMM,2 - 4,Burnley v Tottenham
Djed Spence PGM,1 - 3,Djed Spence SMM,2 - 4,Burnley v Tottenham
Yves Bissouma PGM,1 - 3,Yves Bissouma SMM,2 - 4,Burnley v Tottenham
Destiny Udogie PGM,1 - 3,Destiny Udogie SMM,2 - 4,Burnley v Tottenham
Raul Jimenez PGM,21 - 24,Raul Jimenez SMM,32 - 38,Fulham v Brighton
Harry Wilson PGM,14 - 17,Harry Wilson SMM,20 - 24,Fulham v Brighton
Kevin PGM,9 - 12,Kevin SMM,13 - 17,Fulham v Brighton
Emile Smith Rowe PGM,9 - 12,Emile Smith Rowe SMM,13 - 17,Fulham v Brighton
Joshua King PGM,8 - 11,Joshua King SMM,12 - 16,Fulham v Brighton
Ryan Sessegnon PGM,6 - 9,Ryan Sessegnon SMM,9 - 13,Fulham v Brighton
Alex Iwobi PGM,6 - 9,Alex Iwobi SMM,9 - 13,Fulham v Brighton
Adama Traore PGM,6 - 9,Adama Traore SMM,9 - 13,Fulham v Brighton
Tom Cairney PGM,4 - 7,Tom Cairney SMM,6 - 9,Fulham v Brighton
Sasa Lukic PGM,3 - 6,Sasa Lukic SMM,5 - 8,Fulham v Brighton
Harrison Reed PGM,2.5 - 5,Harrison Reed SMM,4 - 7,Fulham v Brighton
Timothy Castagne PGM,2 - 4,Timothy Castagne SMM,2.5 - 5,Fulham v Brighton
Sander Berge PGM,2 - 4,Sander Berge SMM,2.5 - 5,Fulham v Brighton
Joachim Andersen PGM,1 - 3,Joachim Andersen SMM,2 - 4,Fulham v Brighton
Calvin Bassey PGM,1 - 3,Calvin Bassey SMM,2 - 4,Fulham v Brighton
Antonee Robinson PGM,1 - 3,Antonee Robinson SMM,2 - 4,Fulham v Brighton
Jorge Cuenca PGM,1 - 3,Jorge Cuenca SMM,2 - 4,Fulham v Brighton
Issa Diop PGM,1 - 3,Issa Diop SMM,2 - 4,Fulham v Brighton
Danny Welbeck PGM,16 - 19,Danny Welbeck SMM,24 - 29,Fulham v Brighton
Charalampos Kostoulas PGM,15 - 18,Charalampos Kostoulas SMM,21 - 26,Fulham v Brighton
Georginio Rutter PGM,10 - 13,Georginio Rutter SMM,14 - 18,Fulham v Brighton
Yankuba Minteh PGM,9 - 12,Yankuba Minteh SMM,13 - 17,Fulham v Brighton
Kaoru Mitoma PGM,9 - 12,Kaoru Mitoma SMM,13 - 17,Fulham v Brighton
Diego Gomez PGM,7 - 10,Diego Gomez SMM,10 - 14,Fulham v Brighton
Pascal Gross PGM,6 - 9,Pascal Gross SMM,9 - 13,Fulham v Brighton
Brajan Gruda PGM,6 - 9,Brajan Gruda SMM,9 - 13,Fulham v Brighton
Jack Hinshelwood PGM,4 - 7,Jack Hinshelwood SMM,6 - 9,Fulham v Brighton
Yasin Ayari PGM,3 - 6,Yasin Ayari SMM,5 - 8,Fulham v Brighton
Ferdi Kadioglu PGM,2.5 - 5,Ferdi Kadioglu SMM,4 - 7,Fulham v Brighton
Jan Paul van Hecke PGM,2 - 4,Jan Paul van Hecke SMM,2.5 - 5,Fulham v Brighton
Lewis Dunk PGM,2 - 4,Lewis Dunk SMM,2.5 - 5,Fulham v Brighton
Carlos Baleba PGM,2 - 4,Carlos Baleba SMM,2.5 - 5,Fulham v Brighton
Diego Coppola PGM,2 - 4,Diego Coppola SMM,2.5 - 5,Fulham v Brighton
Olivier Boscagli PGM,1 - 3,Olivier Boscagli SMM,2 - 4,Fulham v Brighton
Joel Veltman PGM,0.5 - 2,Joel Veltman SMM,1 - 3,Fulham v Brighton
Maxime De Cuyper PGM,5 - 8,Maxime De Cuyper SMM,8 - 11,Fulham v Brighton
Erling Haaland PGM,55 - 59,Erling Haaland SMM,98 - 118,Man City v Wolves
Omar Marmoush PGM,27 - 30,Omar Marmoush SMM,43 - 50,Man City v Wolves
Antoine Semenyo PGM,18 - 21,Antoine Semenyo SMM,28 - 33,Man City v Wolves
Phil Foden PGM,17 - 20,Phil Foden SMM,27 - 32,Man City v Wolves
Rayan Cherki PGM,13 - 16,Rayan Cherki SMM,19 - 23,Man City v Wolves
Jeremy Doku PGM,11 - 14,Jeremy Doku SMM,16 - 20,Man City v Wolves
Tijjani Reijnders PGM,10 - 13,Tijjani Reijnders SMM,14 - 18,Man City v Wolves
Bernardo Silva PGM,7 - 10,Bernardo Silva SMM,10 - 14,Man City v Wolves
Nico O'Reilly PGM,6 - 9,Nico O'Reilly SMM,9 - 13,Man City v Wolves
Marc Guehi PGM,4 - 7,Marc Guehi SMM,7 - 10,Man City v Wolves
Rayan Ait-Nouri PGM,4 - 7,Rayan Ait-Nouri SMM,7 - 10,Man City v Wolves
Rodri PGM,3 - 6,Rodri SMM,6 - 9,Man City v Wolves
Nathan Ake PGM,3 - 6,Nathan Ake SMM,5 - 8,Man City v Wolves
Max Alleyne PGM,3 - 6,Max Alleyne SMM,5 - 8,Man City v Wolves
Matheus Nunes PGM,2 - 4,Matheus Nunes SMM,2.5 - 5,Man City v Wolves
Abdukodir Khusanov PGM,2 - 4,Abdukodir Khusanov SMM,2.5 - 5,Man City v Wolves
Rico Lewis PGM,2 - 4,Rico Lewis SMM,2.5 - 5,Man City v Wolves
Jorgen Strand Larsen PGM,9 - 12,Jorgen Strand Larsen SMM,13 - 17,Man City v Wolves
Tolu Arokodare PGM,7 - 10,Tolu Arokodare SMM,10 - 14,Man City v Wolves
Hwang Hee-chan PGM,7 - 10,Hwang Hee-chan SMM,10 - 14,Man City v Wolves
Mateus Mane PGM,5 - 8,Mateus Mane SMM,7 - 10,Man City v Wolves
Jhon Arias PGM,4 - 7,Jhon Arias SMM,6 - 9,Man City v Wolves
Fernando Lopez PGM,4 - 7,Fernando Lopez SMM,6 - 9,Man City v Wolves
Rodrigo Gomes PGM,3 - 6,Rodrigo Gomes SMM,6 - 9,Man City v Wolves
Ladislav Krejci PGM,2 - 4,Ladislav Krejci SMM,2.5 - 5,Man City v Wolves
Yerson Mosquera PGM,1 - 3,Yerson Mosquera SMM,2 - 4,Man City v Wolves
Emmanuel Agbadou PGM,1 - 3,Emmanuel Agbadou SMM,2 - 4,Man City v Wolves
Joao Gomes PGM,1 - 3,Joao Gomes SMM,2 - 4,Man City v Wolves
Hugo Bueno PGM,1 - 3,Hugo Bueno SMM,2 - 4,Man City v Wolves
Santiago Bueno PGM,1 - 3,Santiago Bueno SMM,2 - 4,Man City v Wolves
David Moller Wolfe PGM,1 - 3,David Moller Wolfe SMM,2 - 4,Man City v Wolves
Jackson Tchatchoua PGM,0.25 - 1.5,Jackson Tchatchoua SMM,0.5 - 2,Man City v Wolves
Matt Doherty PGM,0.25 - 1.5,Matt Doherty SMM,0.5 - 2,Man City v Wolves
Andre PGM,0.1 - 1,Andre SMM,0.25 - 1.5,Man City v Wolves
Evanilson PGM,16 - 19,Evanilson SMM,24 - 29,Bournemouth v Liverpool
Eli Junior Kroupi PGM,13 - 16,Eli Junior Kroupi SMM,20 - 24,Bournemouth v Liverpool
Remy Rees-Dottin PGM,10 - 13,Remy Rees-Dottin SMM,13 - 17,Bournemouth v Liverpool
Malcom Dacosta PGM,8 - 11,Malcom Dacosta SMM,12 - 16,Bournemouth v Liverpool
Amine Adli PGM,8 - 11,Amine Adli SMM,12 - 16,Bournemouth v Liverpool
Ryan Christie PGM,4 - 7,Ryan Christie SMM,6 - 9,Bournemouth v Liverpool
Alex Scott PGM,2.5 - 5,Alex Scott SMM,4 - 7,Bournemouth v Liverpool
Alejandro Jimenez PGM,2 - 4,Alejandro Jimenez SMM,2.5 - 5,Bournemouth v Liverpool
Marcos Senesi PGM,1 - 3,Marcos Senesi SMM,2 - 4,Bournemouth v Liverpool
Lewis Cook PGM,1 - 3,Lewis Cook SMM,2 - 4,Bournemouth v Liverpool
Veljko Milosavljevic PGM,1 - 3,Veljko Milosavljevic SMM,2 - 4,Bournemouth v Liverpool
James Hill PGM,0.5 - 2,James Hill SMM,1 - 3,Bournemouth v Liverpool
Adrien Truffert PGM,0.5 - 2,Adrien Truffert SMM,1 - 3,Bournemouth v Liverpool
Adam Smith PGM,0.5 - 2,Adam Smith SMM,1 - 3,Bournemouth v Liverpool
Mohamed Salah PGM,21 - 24,Mohamed Salah SMM,33 - 39,Bournemouth v Liverpool
Hugo Ekitike PGM,18 - 21,Hugo Ekitike SMM,27 - 32,Bournemouth v Liverpool
Cody Gakpo PGM,13 - 16,Cody Gakpo SMM,19 - 23,Bournemouth v Liverpool
Federico Chiesa PGM,13 - 16,Federico Chiesa SMM,19 - 23,Bournemouth v Liverpool
Rio Ngumoha PGM,11 - 14,Rio Ngumoha SMM,16 - 20,Bournemouth v Liverpool
Florian Wirtz PGM,10 - 13,Florian Wirtz SMM,14 - 18,Bournemouth v Liverpool
Trey Nyoni PGM,7 - 10,Trey Nyoni SMM,10 - 14,Bournemouth v Liverpool
Dominik Szoboszlai PGM,5 - 8,Dominik Szoboszlai SMM,8 - 11,Bournemouth v Liverpool
Curtis Jones PGM,5 - 8,Curtis Jones SMM,7 - 10,Bournemouth v Liverpool
Alexis MacAllister PGM,4 - 7,Alexis MacAllister SMM,6 - 9,Bournemouth v Liverpool
Jeremie Frimpong PGM,3 - 6,Jeremie Frimpong SMM,6 - 9,Bournemouth v Liverpool
Virgil van Dijk PGM,2.5 - 5,Virgil van Dijk SMM,5 - 8,Bournemouth v Liverpool
Ibrahima Konate PGM,2 - 4,Ibrahima Konate SMM,2.5 - 5,Bournemouth v Liverpool
Milos Kerkez PGM,1 - 3,Milos Kerkez SMM,2 - 4,Bournemouth v Liverpool
Ryan Gravenberch PGM,1 - 3,Ryan Gravenberch SMM,2 - 4,Bournemouth v Liverpool
Wataru Endo PGM,1 - 3,Wataru Endo SMM,2 - 4,Bournemouth v Liverpool
Andrew Robertson PGM,1 - 3,Andrew Robertson SMM,2 - 4,Bournemouth v Liverpool
Joe Gomez PGM,0.5 - 2,Joe Gomez SMM,1 - 3,Bournemouth v Liverpool
Igor Thiago PGM,26 - 29,Igor Thiago SMM,41 - 48,Brentford v Nottingham Forest
Dango Ouattara PGM,15 - 18,Dango Ouattara SMM,22 - 27,Brentford v Nottingham Forest
Kevin Schade PGM,13 - 16,Kevin Schade SMM,20 - 24,Brentford v Nottingham Forest
Reiss Nelson PGM,11 - 14,Reiss Nelson SMM,16 - 20,Brentford v Nottingham Forest
Keane Lewis-Potter PGM,11 - 14,Keane Lewis-Potter SMM,16 - 20,Brentford v Nottingham Forest
Romelle Donovan PGM,10 - 13,Romelle Donovan SMM,14 - 18,Brentford v Nottingham Forest
Mathias Jensen PGM,6 - 9,Mathias Jensen SMM,9 - 13,Brentford v Nottingham Forest
Mikkel Damsgaard PGM,6 - 9,Mikkel Damsgaard SMM,9 - 13,Brentford v Nottingham Forest
Frank Onyeka PGM,3 - 6,Frank Onyeka SMM,5 - 8,Brentford v Nottingham Forest
Sepp van den Berg PGM,3 - 6,Sepp van den Berg SMM,5 - 8,Brentford v Nottingham Forest
Nathan Collins PGM,2.5 - 5,Nathan Collins SMM,4 - 7,Brentford v Nottingham Forest
Yehor Yarmolyuk PGM,2.5 - 5,Yehor Yarmolyuk SMM,4 - 7,Brentford v Nottingham Forest
Vitaly Janelt PGM,2.5 - 5,Vitaly Janelt SMM,4 - 7,Brentford v Nottingham Forest
Ethan Pinnock PGM,2.5 - 5,Ethan Pinnock SMM,4 - 7,Brentford v Nottingham Forest
Kristoffer Ajer PGM,2 - 4,Kristoffer Ajer SMM,2.5 - 5,Brentford v Nottingham Forest
Rico Henry PGM,1 - 3,Rico Henry SMM,2.5 - 5,Brentford v Nottingham Forest
Aaron Hickey PGM,1 - 3,Aaron Hickey SMM,2.5 - 5,Brentford v Nottingham Forest
Michael Kayode PGM,1 - 3,Michael Kayode SMM,2 - 4,Brentford v Nottingham Forest
Igor Jesus PGM,11 - 14,Igor Jesus SMM,17 - 21,Brentford v Nottingham Forest
Taiwo Awoniyi PGM,11 - 14,Taiwo Awoniyi SMM,17 - 21,Brentford v Nottingham Forest
Morgan Gibbs-White PGM,10 - 13,Morgan Gibbs-White SMM,13 - 17,Brentford v Nottingham Forest
Callum Hudson-Odoi PGM,6 - 9,Callum Hudson-Odoi SMM,8 - 11,Brentford v Nottingham Forest
Dan Ndoye PGM,5 - 8,Dan Ndoye SMM,8 - 11,Brentford v Nottingham Forest
James McAtee PGM,5 - 8,James McAtee SMM,8 - 11,Brentford v Nottingham Forest
Omari Hutchinson PGM,5 - 8,Omari Hutchinson SMM,8 - 11,Brentford v Nottingham Forest
Ryan Yates PGM,3 - 6,Ryan Yates SMM,6 - 9,Brentford v Nottingham Forest
Nicolas Dominguez PGM,3 - 6,Nicolas Dominguez SMM,5 - 8,Brentford v Nottingham Forest
Elliot Anderson PGM,2.5 - 5,Elliot Anderson SMM,5 - 8,Brentford v Nottingham Forest
Douglas Luiz PGM,2.5 - 5,Douglas Luiz SMM,5 - 8,Brentford v Nottingham Forest
Nikola Milenkovic PGM,1 - 3,Nikola Milenkovic SMM,2.5 - 5,Brentford v Nottingham Forest
Ibrahim Sangare PGM,1 - 3,Ibrahim Sangare SMM,2.5 - 5,Brentford v Nottingham Forest
Neco Williams PGM,1 - 3,Neco Williams SMM,2 - 4,Brentford v Nottingham Forest
Nicolo Savona PGM,1 - 3,Nicolo Savona SMM,2 - 4,Brentford v Nottingham Forest
Murillo PGM,1 - 3,Murillo SMM,2 - 4,Brentford v Nottingham Forest
Ola Aina PGM,0.5 - 2,Ola Aina SMM,1 - 3,Brentford v Nottingham Forest
Morato PGM,0.5 - 2,Morato SMM,1 - 3,Brentford v Nottingham Forest
Jean-Philippe Mateta PGM,19 - 22,Jean-Philippe Mateta SMM,28 - 33,Crystal Palace v Chelsea
Eddie Nketiah PGM,14 - 17,Eddie Nketiah SMM,20 - 24,Crystal Palace v Chelsea
Ismaila Sarr PGM,12 - 15,Ismaila Sarr SMM,18 - 22,Crystal Palace v Chelsea
Brennan Johnson PGM,11 - 14,Brennan Johnson SMM,16 - 20,Crystal Palace v Chelsea
Chrisantus Uche PGM,11 - 14,Chrisantus Uche SMM,16 - 20,Crystal Palace v Chelsea
Yeremi Pino PGM,7 - 10,Yeremi Pino SMM,9 - 13,Crystal Palace v Chelsea
Justin Devenny PGM,5 - 8,Justin Devenny SMM,7 - 10,Crystal Palace v Chelsea
Daniel Munoz PGM,4 - 7,Daniel Munoz SMM,7 - 10,Crystal Palace v Chelsea
Jefferson Lerma PGM,2 - 4,Jefferson Lerma SMM,2.5 - 5,Crystal Palace v Chelsea
Chris Richards PGM,2 - 4,Chris Richards SMM,2.5 - 5,Crystal Palace v Chelsea
Maxence Lacroix PGM,2 - 4,Maxence Lacroix SMM,2.5 - 5,Crystal Palace v Chelsea
Will Hughes PGM,2 - 4,Will Hughes SMM,2.5 - 5,Crystal Palace v Chelsea
Adam Wharton PGM,1 - 3,Adam Wharton SMM,2 - 4,Crystal Palace v Chelsea
Tyrick Mitchell PGM,1 - 3,Tyrick Mitchell SMM,2 - 4,Crystal Palace v Chelsea
Borna Sosa PGM,0.5 - 2,Borna Sosa SMM,1 - 3,Crystal Palace v Chelsea
Nathaniel Clyne PGM,0.25 - 1.5,Nathaniel Clyne SMM,0.5 - 2,Crystal Palace v Chelsea
Jaydee Canvot PGM,0.25 - 1.5,Jaydee Canvot SMM,0.5 - 2,Crystal Palace v Chelsea
Cole Palmer PGM,18 - 21,Cole Palmer SMM,28 - 33,Crystal Palace v Chelsea
Liam Delap PGM,18 - 21,Liam Delap SMM,27 - 32,Crystal Palace v Chelsea
Estevao PGM,16 - 19,Estevao SMM,24 - 29,Crystal Palace v Chelsea
Joao Pedro PGM,14 - 17,Joao Pedro SMM,21 - 26,Crystal Palace v Chelsea
Marc Guiu PGM,13 - 16,Marc Guiu SMM,19 - 23,Crystal Palace v Chelsea
Alejandro Garnacho PGM,12 - 15,Alejandro Garnacho SMM,17 - 21,Crystal Palace v Chelsea
Enzo Fernandez PGM,9 - 12,Enzo Fernandez SMM,13 - 17,Crystal Palace v Chelsea
Pedro Neto PGM,9 - 12,Pedro Neto SMM,13 - 17,Crystal Palace v Chelsea
Tyrique George PGM,9 - 12,Tyrique George SMM,13 - 17,Crystal Palace v Chelsea
Jamie Gittens PGM,7 - 10,Jamie Gittens SMM,10 - 14,Crystal Palace v Chelsea
Andrey Santos PGM,7 - 10,Andrey Santos SMM,10 - 14,Crystal Palace v Chelsea
Reece James PGM,3 - 6,Reece James SMM,5 - 8,Crystal Palace v Chelsea
Trevoh Chalobah PGM,3 - 6,Trevoh Chalobah SMM,5 - 8,Crystal Palace v Chelsea
Marc Cucurella PGM,2.5 - 5,Marc Cucurella SMM,5 - 8,Crystal Palace v Chelsea
Moises Caicedo PGM,2.5 - 5,Moises Caicedo SMM,4 - 7,Crystal Palace v Chelsea
Benoit Badiashile PGM,2 - 4,Benoit Badiashile SMM,2.5 - 5,Crystal Palace v Chelsea
Jorrel Hato PGM,2 - 4,Jorrel Hato SMM,2.5 - 5,Crystal Palace v Chelsea
Wesley Fofana PGM,2 - 4,Wesley Fofana SMM,2.5 - 5,Crystal Palace v Chelsea
Malo Gusto PGM,1 - 3,Malo Gusto SMM,2 - 4,Crystal Palace v Chelsea
Josh Acheampong PGM,1 - 3,Josh Acheampong SMM,2 - 4,Crystal Palace v Chelsea
Nick Woltemade PGM,24 - 27,Nick Woltemade SMM,37 - 43,Newcastle v Aston Villa
Yoane Wissa PGM,22 - 25,Yoane Wissa SMM,35 - 41,Newcastle v Aston Villa
Anthony Gordon PGM,17 - 20,Anthony Gordon SMM,27 - 32,Newcastle v Aston Villa
Harvey Barnes PGM,15 - 18,Harvey Barnes SMM,21 - 26,Newcastle v Aston Villa
Anthony Elanga PGM,9 - 12,Anthony Elanga SMM,13 - 17,Newcastle v Aston Villa
Bruno Guimaraes PGM,8 - 11,Bruno Guimaraes SMM,12 - 16,Newcastle v Aston Villa
Joelinton PGM,6 - 9,Joelinton SMM,8 - 11,Newcastle v Aston Villa
Jacob Ramsey PGM,6 - 9,Jacob Ramsey SMM,8 - 11,Newcastle v Aston Villa
Joe Willock PGM,5 - 8,Joe Willock SMM,7 - 10,Newcastle v Aston Villa
Sandro Tonali PGM,3 - 6,Sandro Tonali SMM,5 - 8,Newcastle v Aston Villa
Lewis Miley PGM,3 - 6,Lewis Miley SMM,5 - 8,Newcastle v Aston Villa
Malick Thiaw PGM,2.5 - 5,Malick Thiaw SMM,4 - 7,Newcastle v Aston Villa
Sven Botman PGM,2 - 4,Sven Botman SMM,2.5 - 5,Newcastle v Aston Villa
Kieran Trippier PGM,1 - 3,Kieran Trippier SMM,2 - 4,Newcastle v Aston Villa
Lewis Hall PGM,1 - 3,Lewis Hall SMM,2 - 4,Newcastle v Aston Villa
Ollie Watkins PGM,17 - 20,Ollie Watkins SMM,27 - 32,Newcastle v Aston Villa
Morgan Rogers PGM,11 - 14,Morgan Rogers SMM,17 - 21,Newcastle v Aston Villa
Emiliano Buendia PGM,8 - 11,Emiliano Buendia SMM,12 - 16,Newcastle v Aston Villa
Evann Guessand PGM,8 - 11,Evann Guessand SMM,12 - 16,Newcastle v Aston Villa
Jadon Sancho PGM,6 - 9,Jadon Sancho SMM,8 - 11,Newcastle v Aston Villa
Youri Tielemans PGM,4 - 7,Youri Tielemans SMM,7 - 10,Newcastle v Aston Villa
John McGinn PGM,4 - 7,John McGinn SMM,7 - 10,Newcastle v Aston Villa
George Hemmings PGM,2.5 - 5,George Hemmings SMM,5 - 8,Newcastle v Aston Villa
Matty Cash PGM,2 - 4,Matty Cash SMM,2.5 - 5,Newcastle v Aston Villa
Ezri Konsa PGM,1 - 3,Ezri Konsa SMM,2 - 4,Newcastle v Aston Villa
Ian Maatsen PGM,1 - 3,Ian Maatsen SMM,2 - 4,Newcastle v Aston Villa
Lamare Bogarde PGM,1 - 3,Lamare Bogarde SMM,2 - 4,Newcastle v Aston Villa
Tyrone Mings PGM,1 - 3,Tyrone Mings SMM,2 - 4,Newcastle v Aston Villa
Pau Torres PGM,0.5 - 2,Pau Torres SMM,1 - 3,Newcastle v Aston Villa
Victor Lindelof PGM,0.5 - 2,Victor Lindelof SMM,1 - 3,Newcastle v Aston Villa
Lucas Digne PGM,0.5 - 2,Lucas Digne SMM,1 - 3,Newcastle v Aston Villa
Viktor Gyokeres PGM,22 - 25,Viktor Gyokeres SMM,33 - 39,Arsenal v Man Utd
Gabriel Jesus PGM,18 - 21,Gabriel Jesus SMM,27 - 32,Arsenal v Man Utd
Bukayo Saka PGM,17 - 20,Bukayo Saka SMM,27 - 32,Arsenal v Man Utd
Kai Havertz PGM,17 - 20,Kai Havertz SMM,27 - 32,Arsenal v Man Utd
Leandro Trossard PGM,15 - 18,Leandro Trossard SMM,22 - 27,Arsenal v Man Utd
Gabriel Martinelli PGM,13 - 16,Gabriel Martinelli SMM,19 - 23,Arsenal v Man Utd
