AM_namesX10,AM_oddsX10,contest
Jake O'Brien Ax10,0.2 - 0.4,Aston Villa v Everton
Ezri Konsa Ax10,0.2 - 0.4,Aston Villa v Everton
Pau Torres Ax10,0.1 - 0.3,Aston Villa v Everton
Lamare Bogarde Ax10,0.1 - 0.3,Aston Villa v Everton
Victor Lindelof Ax10,0.1 - 0.3,Aston Villa v Everton
Tyrone Mings Ax10,0.1 - 0.3,Aston Villa v Everton
Merlin Rohl Ax10,0.7 - 0.9,Aston Villa v Everton
Yankuba Minteh Ax10,2.9 - 3.4,Brighton v Bournemouth
Kaoru Mitoma Ax10,1.8 - 2.2,Brighton v Bournemouth
David Brooks Ax10,1.5 - 1.9,Brighton v Bournemouth
Marcus Tavernier Ax10,1.4 - 1.7,Brighton v Bournemouth
Pascal Gross Ax10,1.3 - 1.6,Brighton v Bournemouth
Georginio Rutter Ax10,1.2 - 1.5,Brighton v Bournemouth
Diego Gomez Ax10,0.9 - 1.2,Brighton v Bournemouth
Lewis Cook Ax10,0.9 - 1.2,Brighton v Bournemouth
Adrien Truffert Ax10,0.75 - 1,Brighton v Bournemouth
Eli Junior Kroupi Ax10,0.7 - 0.9,Brighton v Bournemouth
Evanilson Ax10,0.7 - 0.9,Brighton v Bournemouth
Alex Scott Ax10,0.6 - 0.8,Brighton v Bournemouth
Ferdi Kadioglu Ax10,0.6 - 0.8,Brighton v Bournemouth
Yasin Ayari Ax10,0.5 - 0.7,Brighton v Bournemouth
Danny Welbeck Ax10,0.3 - 0.5,Brighton v Bournemouth
Maxime De Cuyper Ax10,1.5 - 1.9,Brighton v Bournemouth
Brajan Gruda Ax10,1.3 - 1.6,Brighton v Bournemouth
Amine Adli Ax10,0.7 - 0.9,Brighton v Bournemouth
James Milner Ax10,0.6 - 0.8,Brighton v Bournemouth
Marcos Senesi Ax10,0.6 - 0.8,Brighton v Bournemouth
Alejandro Jimenez Ax10,0.5 - 0.7,Brighton v Bournemouth
Joel Veltman Ax10,0.3 - 0.5,Brighton v Bournemouth
James Hill Ax10,0.3 - 0.5,Brighton v Bournemouth
Julio Soler Ax10,0.3 - 0.5,Brighton v Bournemouth
Jack Hinshelwood Ax10,0.3 - 0.5,Brighton v Bournemouth
Jan Paul van Hecke Ax10,0.2 - 0.4,Brighton v Bournemouth
Lewis Dunk Ax10,0.1 - 0.3,Brighton v Bournemouth
Bafode Diakite Ax10,0 - 0.2,Brighton v Bournemouth
