AM_namesX10,AM_oddsX10,contest
Kenny Tete Ax10,0.3 - 0.5,Everton v Fulham
Jake O'Brien Ax10,0.3 - 0.5,Everton v Fulham
Vitaliy Mykolenko Ax10,0.3 - 0.5,Everton v Fulham
El Hadji Malick Diouf Ax10,3.1 - 3.6,West Ham v Burnley
Jarrod Bowen Ax10,3.1 - 3.6,West Ham v Burnley
Callum Wilson Ax10,2.4 - 2.8,West Ham v Burnley
Crysencio Summerville Ax10,1.6 - 2,West Ham v Burnley
Jaidon Anthony Ax10,1.6 - 1.9,West Ham v Burnley
Zian Flemming Ax10,1.4 - 1.7,West Ham v Burnley
Mateus Fernandes Ax10,1.6 - 1.9,West Ham v Burnley
Lucas Paqueta Ax10,1.4 - 1.7,West Ham v Burnley
Jacob Bruun Larsen Ax10,1 - 1.3,West Ham v Burnley
Josh Cullen Ax10,1 - 1.3,West Ham v Burnley
Freddie Potts Ax10,1 - 1.3,West Ham v Burnley
Aaron Wan-Bissaka Ax10,0.9 - 1.2,West Ham v Burnley
Quilindschy Hartman Ax10,0.75 - 1,West Ham v Burnley
Josh Laurent Ax10,0.7 - 0.9,West Ham v Burnley
Lesley Ugochukwu Ax10,0.7 - 0.9,West Ham v Burnley
Maximilian Kilman Ax10,0.6 - 0.8,West Ham v Burnley
Jean-Clair Todibo Ax10,0.6 - 0.8,West Ham v Burnley
Axel Tuanzebe Ax10,0.5 - 0.7,West Ham v Burnley
Kyle Walker Ax10,0.3 - 0.5,West Ham v Burnley
Maxime Esteve Ax10,0.2 - 0.4,West Ham v Burnley
Bukayo Saka Ax10,3.8 - 4.3,Sunderland v Arsenal
Eberechi Eze Ax10,2.6 - 3,Sunderland v Arsenal
Leandro Trossard Ax10,2.6 - 3,Sunderland v Arsenal
Declan Rice Ax10,2.6 - 3,Sunderland v Arsenal
Wilson Isidor Ax10,1.1 - 1.4,Sunderland v Arsenal
Martin Zubimendi Ax10,1.2 - 1.5,Sunderland v Arsenal
Bertrand Traore Ax10,0.9 - 1.2,Sunderland v Arsenal
Granit Xhaka Ax10,0.9 - 1.2,Sunderland v Arsenal
Enzo Le Fee Ax10,0.75 - 1,Sunderland v Arsenal
Riccardo Calafiori Ax10,1.1 - 1.4,Sunderland v Arsenal
Trai Hume Ax10,0.6 - 0.8,Sunderland v Arsenal
Nordi Mukiele Ax10,0.3 - 0.5,Sunderland v Arsenal
Daniel Ballard Ax10,0.3 - 0.5,Sunderland v Arsenal
Reinildo Mandava Ax10,0.3 - 0.5,Sunderland v Arsenal
Gabriel Martinelli Ax10,2 - 2.4,Sunderland v Arsenal
Ethan Nwaneri Ax10,2 - 2.4,Sunderland v Arsenal
Mikel Merino Ax10,1.6 - 2,Sunderland v Arsenal
Ben White Ax10,1.4 - 1.7,Sunderland v Arsenal
Jurrien Timber Ax10,1.3 - 1.6,Sunderland v Arsenal
Myles Lewis-Skelly Ax10,1.2 - 1.5,Sunderland v Arsenal
Piero Hincapie Ax10,1.1 - 1.4,Sunderland v Arsenal
Christian Norgaard Ax10,1.1 - 1.4,Sunderland v Arsenal
Simon Adingra Ax10,0.9 - 1.2,Sunderland v Arsenal
Gabriel Magalhaes Ax10,0.75 - 1,Sunderland v Arsenal
Chemsdine Talbi Ax10,0.75 - 1,Sunderland v Arsenal
Brian Brobbey Ax10,0.7 - 0.9,Sunderland v Arsenal
Chris Rigg Ax10,0.7 - 0.9,Sunderland v Arsenal
Eliezer Mayenda Ax10,0.6 - 0.8,Sunderland v Arsenal
William Saliba Ax10,0.5 - 0.7,Sunderland v Arsenal
Cristhian Mosquera Ax10,0.5 - 0.7,Sunderland v Arsenal
Noah Sadiki Ax10,0.3 - 0.5,Sunderland v Arsenal
Arthur Masuaku Ax10,0.3 - 0.5,Sunderland v Arsenal
Lutsharel Geertruida Ax10,0.2 - 0.4,Sunderland v Arsenal
Omar Alderete Ax10,0.1 - 0.3,Sunderland v Arsenal
Estevao Ax10,3.4 - 3.9,Chelsea v Wolves
Reece James Ax10,2.3 - 2.7,Chelsea v Wolves
Enzo Fernandez Ax10,2.2 - 2.6,Chelsea v Wolves
Alejandro Garnacho Ax10,2.1 - 2.5,Chelsea v Wolves
Joao Pedro Ax10,1.8 - 2.2,Chelsea v Wolves
Malo Gusto Ax10,1.6 - 1.9,Chelsea v Wolves
Marc Cucurella Ax10,1.2 - 1.5,Chelsea v Wolves
Jhon Arias Ax10,0.9 - 1.2,Chelsea v Wolves
Jackson Tchatchoua Ax10,0.8 - 1.1,Chelsea v Wolves
Moises Caicedo Ax10,0.75 - 1,Chelsea v Wolves
Jean-Ricner Bellegarde Ax10,0.7 - 0.9,Chelsea v Wolves
Ki-Jana Hoever Ax10,0.6 - 0.8,Chelsea v Wolves
Jorgen Strand Larsen Ax10,0.6 - 0.8,Chelsea v Wolves
Hwang Hee-chan Ax10,0.5 - 0.7,Chelsea v Wolves
Marshall Munetsi Ax10,0.3 - 0.5,Chelsea v Wolves
Toti Gomes Ax10,0.1 - 0.3,Chelsea v Wolves
Wesley Fofana Ax10,0 - 0.2,Chelsea v Wolves
Ladislav Krejci Ax10,0 - 0.2,Chelsea v Wolves
Yerson Mosquera Ax10,0 - 0.2,Chelsea v Wolves
Pedro Neto Ax10,3.7 - 4.2,Chelsea v Wolves
Jamie Gittens Ax10,2.1 - 2.5,Chelsea v Wolves
Facundo Buonanotte Ax10,1.5 - 1.9,Chelsea v Wolves
Liam Delap Ax10,1 - 1.3,Chelsea v Wolves
Marc Guiu Ax10,0.6 - 0.8,Chelsea v Wolves
Fernando Lopez Ax10,0.5 - 0.7,Chelsea v Wolves
David Moller Wolfe Ax10,0.5 - 0.7,Chelsea v Wolves
Toluwalase Emmanuel Arokodare Ax10,0.2 - 0.4,Chelsea v Wolves
Trevoh Chalobah Ax10,0.2 - 0.4,Chelsea v Wolves
Joao Gomes Ax10,0.1 - 0.3,Chelsea v Wolves
Andre Ax10,0 - 0.2,Chelsea v Wolves
Mikkel Damsgaard Ax10,2.2 - 2.6,Brentford v Newcastle
Jacob Murphy Ax10,2.2 - 2.6,Brentford v Newcastle
Anthony Gordon Ax10,1.8 - 2.2,Brentford v Newcastle
Sandro Tonali Ax10,1.7 - 2.1,Brentford v Newcastle
Kieran Trippier Ax10,1.6 - 2,Brentford v Newcastle
Bruno Guimaraes Ax10,1.6 - 1.9,Brentford v Newcastle
Nick Woltemade Ax10,1.2 - 1.5,Brentford v Newcastle
Dango Ouattara Ax10,1.1 - 1.4,Brentford v Newcastle
Igor Thiago Ax10,1 - 1.3,Brentford v Newcastle
Kevin Schade Ax10,1 - 1.3,Brentford v Newcastle
Joelinton Ax10,1 - 1.3,Brentford v Newcastle
Jordan Henderson Ax10,0.9 - 1.2,Brentford v Newcastle
Kristoffer Ajer Ax10,0.6 - 0.8,Brentford v Newcastle
Emil Krafth Ax10,0.5 - 0.7,Brentford v Newcastle
Dan Burn Ax10,0.3 - 0.5,Brentford v Newcastle
Yehor Yarmolyuk Ax10,0.2 - 0.5,Brentford v Newcastle
Nathan Collins Ax10,0.2 - 0.4,Brentford v Newcastle
Malick Thiaw Ax10,0.2 - 0.4,Brentford v Newcastle
Sven Botman Ax10,0.1 - 0.3,Brentford v Newcastle
Sepp van den Berg Ax10,0.1 - 0.3,Brentford v Newcastle
Harvey Barnes Ax10,2 - 2.4,Brentford v Newcastle
Michael Kayode Ax10,0.9 - 1.2,Brentford v Newcastle
Phil Foden Ax10,2.4 - 2.8,Man City v Liverpool
Rayan Cherki Ax10,2.3 - 2.7,Man City v Liverpool
Jeremy Doku Ax10,2.3 - 2.7,Man City v Liverpool
Mohamed Salah Ax10,1.8 - 2.2,Man City v Liverpool
Dominik Szoboszlai Ax10,1.7 - 2.1,Man City v Liverpool
Bernardo Silva Ax10,1.4 - 1.7,Man City v Liverpool
Cody Gakpo Ax10,1.3 - 1.6,Man City v Liverpool
Matheus Nunes Ax10,1.2 - 1.5,Man City v Liverpool
Conor Bradley Ax10,1 - 1.3,Man City v Liverpool
Nico O'Reilly Ax10,1 - 1.3,Man City v Liverpool
Erling Haaland Ax10,0.9 - 1.2,Man City v Liverpool
Hugo Ekitike Ax10,0.9 - 1.2,Man City v Liverpool
Alexis Mac Allister Ax10,0.6 - 0.8,Man City v Liverpool
Ryan Gravenberch Ax10,0.5 - 0.7,Man City v Liverpool
Josko Gvardiol Ax10,0.5 - 0.7,Man City v Liverpool
Nico Gonzalez Ax10,0.3 - 0.5,Man City v Liverpool
Savinho Ax10,2.2 - 2.6,Man City v Liverpool
Oscar Bobb Ax10,2.1 - 2.5,Man City v Liverpool
Omar Marmoush Ax10,1.9 - 2.3,Man City v Liverpool
Florian Wirtz Ax10,1.5 - 1.9,Man City v Liverpool
Rayan Ait-Nouri Ax10,1.4 - 1.7,Man City v Liverpool
Federico Chiesa Ax10,1.2 - 1.5,Man City v Liverpool
Andrew Robertson Ax10,1.1 - 1.4,Man City v Liverpool
Rico Lewis Ax10,1 - 1.3,Man City v Liverpool
Rio Ngumoha Ax10,1 - 1.3,Man City v Liverpool
Tijjani Reijnders Ax10,0.9 - 1.2,Man City v Liverpool
Milos Kerkez Ax10,0.75 - 1,Man City v Liverpool
Rodri Ax10,0.7 - 0.9,Man City v Liverpool
Alexander Isak Ax10,0.7 - 0.9,Man City v Liverpool
Curtis Jones Ax10,0.4 - 0.6,Man City v Liverpool
Nathan Ake Ax10,0.2 - 0.5,Man City v Liverpool
Abdukodir Khusanov Ax10,0.2 - 0.5,Man City v Liverpool
Wataru Endo Ax10,0.2 - 0.4,Man City v Liverpool
John Stones Ax10,0.2 - 0.4,Man City v Liverpool
Joe Gomez Ax10,0.1 - 0.3,Man City v Liverpool
Virgil van Dijk Ax10,0.1 - 0.3,Man City v Liverpool
Ruben Dias Ax10,0.1 - 0.3,Man City v Liverpool
Ibrahima Konate Ax10,0.1 - 0.3,Man City v Liverpool
Morgan Gibbs-White Ax10,1.8 - 2.2,Nottingham Forest v Leeds
Dan Ndoye Ax10,1.6 - 1.9,Nottingham Forest v Leeds
Sean Longstaff Ax10,1.4 - 1.7,Nottingham Forest v Leeds
Elliot Anderson Ax10,1.3 - 1.6,Nottingham Forest v Leeds
Callum Hudson-Odoi Ax10,1.2 - 1.5,Nottingham Forest v Leeds
Omari Hutchinson Ax10,1.7 - 2.1,Nottingham Forest v Leeds
Igor Jesus Ax10,1.1 - 1.4,Nottingham Forest v Leeds
Brenden Aaronson Ax10,0.9 - 1.2,Nottingham Forest v Leeds
Noah Okafor Ax10,0.8 - 1.1,Nottingham Forest v Leeds
Neco Williams Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Murillo Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Jayden Bogle Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Ao Tanaka Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Ryan Yates Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Nicolo Savona Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Dominic Calvert-Lewin Ax10,0.7 - 0.9,Nottingham Forest v Leeds
Lukas Nmecha Ax10,0.6 - 0.8,Nottingham Forest v Leeds
Gabriel Gudmundsson Ax10,0.6 - 0.8,Nottingham Forest v Leeds
Ethan Ampadu Ax10,0.4 - 0.6,Nottingham Forest v Leeds
Jaka Bijol Ax10,0.3 - 0.5,Nottingham Forest v Leeds
Nikola Milenkovic Ax10,0.3 - 0.5,Nottingham Forest v Leeds
Pascal Struijk Ax10,0.2 - 0.4,Nottingham Forest v Leeds
Joe Rodon Ax10,0.2 - 0.4,Nottingham Forest v Leeds
