AM_namesX10,AM_oddsX10,contest
Moises Caicedo Ax10,0.6 - 0.8,Chelsea v Brighton
Enzo Fernandez Ax10,1.6 - 2,Chelsea v Brighton
Kaoru Mitoma Ax10,1 - 1.3,Chelsea v Brighton
Joel Veltman Ax10,0.1 - 0.3,Chelsea v Brighton
Joao Pedro Ax10,1.2 - 1.5,Chelsea v Brighton
Ferdi Kadioglu Ax10,0.5 - 0.7,Chelsea v Brighton
Pedro Neto Ax10,2.7 - 3.2,Chelsea v Brighton
Estevao Ax10,2.2 - 2.6,Chelsea v Brighton
Yankuba Minteh Ax10,1.2 - 1.5,Chelsea v Brighton
Reece James Ax10,1.1 - 1.4,Chelsea v Brighton
Georginio Rutter Ax10,0.8 - 1.1,Chelsea v Brighton
Brajan Gruda Ax10,2 - 2.4,Chelsea v Brighton
Jan Paul van Hecke Ax10,1.8 - 2.2,Chelsea v Brighton
Andrey Santos Ax10,1.8 - 2.2,Chelsea v Brighton
Trevoh Chalobah Ax10,1.8 - 2.2,Chelsea v Brighton
Lewis Dunk Ax10,1.8 - 2.2,Chelsea v Brighton
Wesley Fofana Ax10,1.7 - 2.1,Chelsea v Brighton
Maxime De Cuyper Ax10,1.7 - 2.1,Chelsea v Brighton
Alejandro Garnacho Ax10,1.7 - 2.1,Chelsea v Brighton
Carlos Baleba Ax10,1.7 - 2.1,Chelsea v Brighton
Danny Welbeck Ax10,1.6 - 2,Chelsea v Brighton
Yasin Ayari Ax10,1.6 - 2,Chelsea v Brighton
Jamie Gittens Ax10,1.4 - 1.7,Chelsea v Brighton
Mohamed Salah Ax10,2.3 - 2.7,Crystal Palace v Liverpool
Dominik Szoboszlai Ax10,1.7 - 2.1,Crystal Palace v Liverpool
Cody Gakpo Ax10,1.4 - 1.7,Crystal Palace v Liverpool
Conor Bradley Ax10,1.2 - 1.6,Crystal Palace v Liverpool
Alexander Isak Ax10,1.1 - 1.4,Crystal Palace v Liverpool
Alexis MacAllister Ax10,1 - 1.3,Crystal Palace v Liverpool
Jean-Philippe Mateta Ax10,0.9 - 1.2,Crystal Palace v Liverpool
Daniel Munoz Ax10,0.75 - 1,Crystal Palace v Liverpool
Will Hughes Ax10,0.75 - 1,Crystal Palace v Liverpool
Tyrick Mitchell Ax10,0.75 - 1,Crystal Palace v Liverpool
Milos Kerkez Ax10,0.75 - 1,Crystal Palace v Liverpool
Daichi Kamada Ax10,0.7 - 0.9,Crystal Palace v Liverpool
Ryan Gravenberch Ax10,0.6 - 0.8,Crystal Palace v Liverpool
Chris Richards Ax10,0 - 0.2,Crystal Palace v Liverpool
Maxence Lacroix Ax10,0 - 0.2,Crystal Palace v Liverpool
Florian Wirtz Ax10,2.2 - 2.6,Crystal Palace v Liverpool
Jeremie Frimpong Ax10,1.3 - 1.6,Crystal Palace v Liverpool
Ismaila Sarr Ax10,1 - 1.3,Crystal Palace v Liverpool
Adam Wharton Ax10,0.9 - 1.2,Crystal Palace v Liverpool
Justin Devenny Ax10,0.7 - 0.9,Crystal Palace v Liverpool
Ibrahima Konate Ax10,0.1 - 0.3,Crystal Palace v Liverpool
Virgil van Dijk Ax10,0 - 0.2,Crystal Palace v Liverpool
Marc Guehi Ax10,0 - 0.2,Crystal Palace v Liverpool
Evanilson Ax10,1.8 - 2.2,Leeds v Bournemouth
Antoine Semenyo Ax10,1.7 - 2.1,Leeds v Bournemouth
Marcus Tavernier Ax10,1.6 - 2,Leeds v Bournemouth
David Brooks Ax10,1.6 - 1.9,Leeds v Bournemouth
Anton Stach Ax10,1.6 - 1.9,Leeds v Bournemouth
Noah Okafor Ax10,1.6 - 1.9,Leeds v Bournemouth
Dominic Calvert-Lewin Ax10,1.4 - 1.7,Leeds v Bournemouth
Adrien Truffert Ax10,1.2 - 1.5,Leeds v Bournemouth
Alex Scott Ax10,1.1 - 1.4,Leeds v Bournemouth
Sean Longstaff Ax10,1 - 1.3,Leeds v Bournemouth
Brenden Aaronson Ax10,1 - 1.3,Leeds v Bournemouth
James Hill Ax10,1 - 1.3,Leeds v Bournemouth
Marcos Senesi Ax10,0.9 - 1.2,Leeds v Bournemouth
Bafode Diakite Ax10,0.75 - 1,Leeds v Bournemouth
Tyler Adams Ax10,0.75 - 1,Leeds v Bournemouth
Ethan Ampadu Ax10,0.6 - 0.8,Leeds v Bournemouth
Pascal Struijk Ax10,0.6 - 0.8,Leeds v Bournemouth
Gabriel Gudmundsson Ax10,0.6 - 0.8,Leeds v Bournemouth
Ollie Watkins Ax10,0.8 - 1.1,Aston Villa v Fulham
Morgan Rogers Ax10,1.4 - 1.7,Aston Villa v Fulham
Joshua King Ax10,0.75 - 1,Aston Villa v Fulham
John McGinn Ax10,1 - 1.3,Aston Villa v Fulham
Jadon Sancho Ax10,1.4 - 1.7,Aston Villa v Fulham
Alex Iwobi Ax10,1.3 - 1.6,Aston Villa v Fulham
Harvey Elliott Ax10,1.2 - 1.5,Aston Villa v Fulham
Harry Wilson Ax10,0.7 - 0.9,Aston Villa v Fulham
Rodrigo Muniz Ax10,0.6 - 0.8,Aston Villa v Fulham
Ryan Sessegnon Ax10,2.1 - 2.5,Aston Villa v Fulham
Ian Maatsen Ax10,1.4 - 1.7,Aston Villa v Fulham
Sander Berge Ax10,0.3 - 0.5,Aston Villa v Fulham
Tyrone Mings Ax10,0 - 0.2,Aston Villa v Fulham
Sasa Lukic Ax10,0.6 - 0.8,Aston Villa v Fulham
Matty Cash Ax10,0.5 - 0.7,Aston Villa v Fulham
Kenny Tete Ax10,0.2 - 0.4,Aston Villa v Fulham
Joachim Andersen Ax10,0.2 - 0.4,Aston Villa v Fulham
Emiliano Buendia Ax10,1.1 - 1.4,Aston Villa v Fulham
Ezri Konsa Ax10,0.1 - 0.3,Aston Villa v Fulham
Boubacar Kamara Ax10,0.3 - 0.5,Aston Villa v Fulham
Lucas Digne Ax10,1.1 - 1.4,Aston Villa v Fulham
Emile Smith Rowe Ax10,0.3 - 0.5,Aston Villa v Fulham
Raul Jimenez Ax10,0.3 - 0.5,Aston Villa v Fulham
Calvin Bassey Ax10,0 - 0.2,Aston Villa v Fulham
