AM_namesX10,AM_oddsX10,contest
Virgil van Dijk Ax10,0.1 - 0.3,Brentford v Liverpool
Ibrahima Konate Ax10,0.1 - 0.3,Brentford v Liverpool
Bukayo Saka Ax10,2.9 - 3.4,Arsenal v Crystal Palace
Eberechi Eze Ax10,2.3 - 2.7,Arsenal v Crystal Palace
Declan Rice Ax10,1.9 - 2.3,Arsenal v Crystal Palace
Viktor Gyokeres Ax10,1.8 - 2.2,Arsenal v Crystal Palace
Leandro Trossard Ax10,1.3 - 1.6,Arsenal v Crystal Palace
Ismaila Sarr Ax10,0.8 - 1.1,Arsenal v Crystal Palace
Jean-Philippe Mateta Ax10,0.7 - 0.9,Arsenal v Crystal Palace
Daniel Munoz Ax10,0.5 - 0.7,Arsenal v Crystal Palace
Tyrick Mitchell Ax10,0.5 - 0.7,Arsenal v Crystal Palace
Daichi Kamada Ax10,0.4 - 0.6,Arsenal v Crystal Palace
Maxence Lacroix Ax10,0.1 - 0.3,Arsenal v Crystal Palace
Chris Richards Ax10,0 - 0.2,Arsenal v Crystal Palace
Gabriel Martinelli Ax10,2 - 2.4,Arsenal v Crystal Palace
Martin Zubimendi Ax10,0.7 - 0.9,Arsenal v Crystal Palace
Riccardo Calafiori Ax10,0.7 - 0.9,Arsenal v Crystal Palace
Yeremy Pino Ax10,0.5 - 0.7,Arsenal v Crystal Palace
Savinho Ax10,2.7 - 3.1,Aston Villa v Man City
Erling Haaland Ax10,0.8 - 1.1,Aston Villa v Man City
Jeremy Doku Ax10,2.7 - 3.1,Aston Villa v Man City
Phil Foden Ax10,2.3 - 2.7,Aston Villa v Man City
Tijani Reijnders Ax10,1 - 1.3,Aston Villa v Man City
Morgan Rogers Ax10,1.1 - 1.4,Aston Villa v Man City
Evann Guessand Ax10,1 - 1.3,Aston Villa v Man City
Donyell Malen Ax10,0.9 - 1.2,Aston Villa v Man City
Matheus Nunes Ax10,1.3 - 1.6,Aston Villa v Man City
Nico O'Reilly Ax10,0.9 - 1.2,Aston Villa v Man City
John McGinn Ax10,0.9 - 1.2,Aston Villa v Man City
Boubacar Kamara Ax10,0.3 - 0.5,Aston Villa v Man City
Amadou Onana Ax10,0.1 - 0.3,Aston Villa v Man City
Matty Cash Ax10,0.3 - 0.5,Aston Villa v Man City
Ollie Watkins Ax10,0.75 - 1,Aston Villa v Man City
Ezri Konsa Ax10,0 - 0.2,Aston Villa v Man City
Pau Torres Ax10,0.1 - 0.3,Aston Villa v Man City
Lucas Digne Ax10,1.2 - 1.5,Aston Villa v Man City
Emiliano Buendia Ax10,0.8 - 1.1,Aston Villa v Man City
Ian Maatsen Ax10,0.9 - 1.2,Aston Villa v Man City
Bernardo Silva Ax10,1.6 - 2,Aston Villa v Man City
Josko Gvardiol Ax10,0.4 - 0.6,Aston Villa v Man City
Nicolas Gonzalez Ax10,0.3 - 0.5,Aston Villa v Man City
Ruben Dias Ax10,0.1 - 0.3,Aston Villa v Man City
Omar Marmoush Ax10,2.3 - 2.7,Aston Villa v Man City
Rayan Cherki Ax10,3.3 - 3.8,Aston Villa v Man City
