AM_namesX10,AM_oddsX10,contest
Archie Gray Ax10,0.1 - 0.3,Tottenham v Liverpool
Bukayo Saka Ax10,2.4 - 2.8,Everton v Arsenal
Declan Rice Ax10,1.9 - 2.3,Everton v Arsenal
Eberechi Eze Ax10,1.7 - 2.1,Everton v Arsenal
Dwight McNeil Ax10,1.7 - 2.1,Everton v Arsenal
Gabriel Martinelli Ax10,1.6 - 2,Everton v Arsenal
Viktor Gyokeres Ax10,1.5 - 1.8,Everton v Arsenal
Jack Grealish Ax10,1 - 1.3,Everton v Arsenal
Martin Zubimendi Ax10,0.7 - 0.9,Everton v Arsenal
James Garner Ax10,0.7 - 0.9,Everton v Arsenal
Piero Hincapie Ax10,0.5 - 0.7,Everton v Arsenal
Myles Lewis-Skelly Ax10,0.5 - 0.7,Everton v Arsenal
Carlos Alcaraz Ax10,0.4 - 0.6,Everton v Arsenal
Vitaliy Mykolenko Ax10,0.4 - 0.6,Everton v Arsenal
Jurrien Timber Ax10,0.3 - 0.5,Everton v Arsenal
Thierno Barry Ax10,0.4 - 0.6,Everton v Arsenal
James Tarkowski Ax10,0.2 - 0.4,Everton v Arsenal
Tim Iroegbunam Ax10,0.1 - 0.3,Everton v Arsenal
Jake O'Brien Ax10,0.1 - 0.3,Everton v Arsenal
Martin Odegaard Ax10,2.2 - 2.6,Everton v Arsenal
Noni Madueke Ax10,1.6 - 1.9,Everton v Arsenal
Gabriel Jesus Ax10,1.3 - 1.6,Everton v Arsenal
Leandro Trossard Ax10,1.2 - 1.5,Everton v Arsenal
Mikel Merino Ax10,1 - 1.3,Everton v Arsenal
Ethan Nwaneri Ax10,0.9 - 1.2,Everton v Arsenal
Kiernan Dewsbury-Hall Ax10,0.8 - 1.1,Everton v Arsenal
Ben White Ax10,0.7 - 0.9,Everton v Arsenal
Nathan Patterson Ax10,0.7 - 0.9,Everton v Arsenal
Riccardo Calafiori Ax10,0.6 - 0.8,Everton v Arsenal
Christian Norgaard Ax10,0.5 - 0.7,Everton v Arsenal
Tyler Dibling Ax10,0.4 - 0.6,Everton v Arsenal
Beto Ax10,0.4 - 0.6,Everton v Arsenal
William Saliba Ax10,0.1 - 0.3,Everton v Arsenal
Michael Keane Ax10,0.1 - 0.3,Everton v Arsenal
Bruno Fernandes Ax10,2.3 - 2.7,Aston Villa v Man Utd
Morgan Rogers Ax10,1.8 - 2.2,Aston Villa v Man Utd
Youri Tielemans Ax10,1.7 - 2.1,Aston Villa v Man Utd
Emiliano Buendia Ax10,1.6 - 2,Aston Villa v Man Utd
John McGinn Ax10,1.4 - 1.7,Aston Villa v Man Utd
Lucas Digne Ax10,1.4 - 1.7,Aston Villa v Man Utd
Ian Maatsen Ax10,1.3 - 1.6,Aston Villa v Man Utd
Mason Mount Ax10,1.3 - 1.6,Aston Villa v Man Utd
Jadon Sancho Ax10,1.2 - 1.5,Aston Villa v Man Utd
Matty Cash Ax10,1 - 1.3,Aston Villa v Man Utd
Matheus Cunha Ax10,1 - 1.3,Aston Villa v Man Utd
Ollie Watkins Ax10,1 - 1.3,Aston Villa v Man Utd
Evann Guessand Ax10,0.9 - 1.2,Aston Villa v Man Utd
Donyell Malen Ax10,0.8 - 1.1,Aston Villa v Man Utd
Patrick Dorgu Ax10,0.75 - 1,Aston Villa v Man Utd
Diogo Dalot Ax10,0.75 - 1,Aston Villa v Man Utd
Joshua Zirkzee Ax10,0.7 - 0.9,Aston Villa v Man Utd
Tyrell Malacia Ax10,0.6 - 0.8,Aston Villa v Man Utd
Kobbie Mainoo Ax10,0.6 - 0.8,Aston Villa v Man Utd
Boubacar Kamara Ax10,0.6 - 0.8,Aston Villa v Man Utd
Luke Shaw Ax10,0.3 - 0.5,Aston Villa v Man Utd
Benjamin Sesko Ax10,0.3 - 0.5,Aston Villa v Man Utd
Manuel Ugarte Ax10,0.2 - 0.4,Aston Villa v Man Utd
Amadou Onana Ax10,0.1 - 0.3,Aston Villa v Man Utd
Ezri Konsa Ax10,0.1 - 0.3,Aston Villa v Man Utd
Matthijs de Ligt Ax10,0.1 - 0.3,Aston Villa v Man Utd
Lisandro Martinez Ax10,0.1 - 0.3,Aston Villa v Man Utd
Leny Yoro Ax10,0.1 - 0.3,Aston Villa v Man Utd
Ayden Heaven Ax10,0.1 - 0.3,Aston Villa v Man Utd
Victor Lindelof Ax10,0 - 0.2,Aston Villa v Man Utd
Harry Wilson Ax10,2.1 - 2.5,Fulham v Nottingham Forest
Elliot Anderson Ax10,1.9 - 2.3,Fulham v Nottingham Forest
Morgan Gibbs-White Ax10,1.9 - 2.3,Fulham v Nottingham Forest
Sasa Lukic Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Omari Hutchinson Ax10,1.7 - 2.1,Fulham v Nottingham Forest
Emile Smith Rowe Ax10,1.4 - 1.7,Fulham v Nottingham Forest
Raul Jimenez Ax10,1.4 - 1.7,Fulham v Nottingham Forest
Antonee Robinson Ax10,1.3 - 1.6,Fulham v Nottingham Forest
Igor Jesus Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Callum Hudson-Odoi Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Sander Berge Ax10,1 - 1.3,Fulham v Nottingham Forest
Neco Williams Ax10,0.9 - 1.2,Fulham v Nottingham Forest
Nicolo Savona Ax10,0.9 - 1.2,Fulham v Nottingham Forest
Kenny Tete Ax10,0.75 - 1,Fulham v Nottingham Forest
Murillo Ax10,0.75 - 1,Fulham v Nottingham Forest
Jorge Cuenca Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Tom Cairney Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Adama Traore Ax10,1.8 - 2.2,Fulham v Nottingham Forest
Dan Ndoye Ax10,1.7 - 2.1,Fulham v Nottingham Forest
Kevin Ax10,1.6 - 2,Fulham v Nottingham Forest
Joshua King Ax10,1.6 - 2,Fulham v Nottingham Forest
James McAtee Ax10,1.6 - 2,Fulham v Nottingham Forest
Arnaud Kalimuendo Ax10,1.3 - 1.6,Fulham v Nottingham Forest
Douglas Luiz Ax10,1.2 - 1.5,Fulham v Nottingham Forest
Harrison Reed Ax10,1 - 1.3,Fulham v Nottingham Forest
Timothy Castagne Ax10,0.75 - 1,Fulham v Nottingham Forest
Oleksandr Zinchenko Ax10,0.75 - 1,Fulham v Nottingham Forest
Joachim Andersen Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Morato Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Zach Abbott Ax10,0.5 - 0.7,Fulham v Nottingham Forest
Issa Diop Ax10,0.2 - 0.4,Fulham v Nottingham Forest
Nikola Milenkovic Ax10,0.2 - 0.4,Fulham v Nottingham Forest
