AM_namesX10,AM_oddsX10,contest
Alejandro Jimenez Ax10,2 - 2.4,Man City v Bournemouth
Tijjani Reijnders Ax10,1.7 - 2.1,Man City v Bournemouth
Marcus Tavernier Ax10,1.4 - 1.7,Man City v Bournemouth
Matheus Nunes Ax10,1.3 - 1.6,Man City v Bournemouth
Nico O'Reilly Ax10,1.1 - 1.4,Man City v Bournemouth
Adrien Truffert Ax10,1.1 - 1.4,Man City v Bournemouth
Justin Kluivert Ax10,1 - 1.3,Man City v Bournemouth
Erling Haaland Ax10,1 - 1.3,Man City v Bournemouth
Antoine Semenyo Ax10,0.75 - 1,Man City v Bournemouth
Josko Gvardiol Ax10,0.75 - 1,Man City v Bournemouth
Alex Scott Ax10,0.7 - 0.9,Man City v Bournemouth
Eli Junior Kroupi Ax10,0.4 - 0.6,Man City v Bournemouth
Tyler Adams Ax10,0.2 - 0.4,Man City v Bournemouth
Marcos Senesi Ax10,0.1 - 0.3,Man City v Bournemouth
Rayan Cherki Ax10,3.9 - 4.4,Man City v Bournemouth
Omar Marmoush Ax10,2.2 - 2.6,Man City v Bournemouth
David Brooks Ax10,1.4 - 1.7,Man City v Bournemouth
Tijani Reijnders Ax10,1 - 1.3,Man City v Bournemouth
Ryan Christie Ax10,0.8 - 1.1,Man City v Bournemouth
Alex Jimenez Ax10,0.7 - 0.9,Man City v Bournemouth
Nicolas Gonzalez Ax10,0.4 - 0.6,Man City v Bournemouth
Evanilson Ax10,0.3 - 0.5,Man City v Bournemouth
John Stones Ax10,0.2 - 0.4,Man City v Bournemouth
Ruben Dias Ax10,0.1 - 0.3,Man City v Bournemouth
