AM_namesX10,AM_oddsX10,contest
Matty Cash Ax10,0.9 - 1.2,Aston Villa v Wolves
Boubacar Kamara Ax10,0.8 - 1.1,Aston Villa v Wolves
Jorgen Strand Larsen Ax10,0.5 - 0.7,Aston Villa v Wolves
David Moller Wolfe Ax10,0.4 - 0.6,Aston Villa v Wolves
Marshall Munetsi Ax10,0.3 - 0.5,Aston Villa v Wolves
Tolu Arokodare Ax10,0.2 - 0.4,Aston Villa v Wolves
Joao Gomes Ax10,0.2 - 0.4,Aston Villa v Wolves
Toti Gomes Ax10,0.2 - 0.4,Aston Villa v Wolves
Emmanuel Agbadou Ax10,0.1 - 0.3,Aston Villa v Wolves
Evann Guessand Ax10,1.5 - 1.9,Aston Villa v Wolves
Hugo Bueno Ax10,0.8 - 1.1,Aston Villa v Wolves
Jean-Ricner Bellegarde Ax10,0.8 - 1.1,Aston Villa v Wolves
Hwang Hee-chan Ax10,0.7 - 0.9,Aston Villa v Wolves
Amadou Onana Ax10,0.2 - 0.5,Aston Villa v Wolves
Ladislav Krejci Ax10,0.2 - 0.4,Aston Villa v Wolves
Pau Torres Ax10,0.1 - 0.3,Aston Villa v Wolves
Ezri Konsa Ax10,0.1 - 0.3,Aston Villa v Wolves
Andre Ax10,0.1 - 0.3,Aston Villa v Wolves
Bukayo Saka Ax10,2.7 - 3.1,Chelsea v Arsenal
Declan Rice Ax10,1.7 - 2.1,Chelsea v Arsenal
Pedro Neto Ax10,1.6 - 2,Chelsea v Arsenal
Enzo Fernandez Ax10,1.6 - 2,Chelsea v Arsenal
Eberechi Eze Ax10,1.6 - 2,Chelsea v Arsenal
Gabriel Martinelli Ax10,1.3 - 1.6,Chelsea v Arsenal
Jamie Gittens Ax10,1.2 - 1.5,Chelsea v Arsenal
Mikel Merino Ax10,1.1 - 1.4,Chelsea v Arsenal
Joao Pedro Ax10,1 - 1.3,Chelsea v Arsenal
Reece James Ax10,1 - 1.3,Chelsea v Arsenal
Martin Zubimendi Ax10,0.75 - 1,Chelsea v Arsenal
Riccardo Calafiori Ax10,0.75 - 1,Chelsea v Arsenal
Liam Delap Ax10,0.5 - 0.7,Chelsea v Arsenal
Jurrien Timber Ax10,0.5 - 0.7,Chelsea v Arsenal
Marc Cucurella Ax10,0.5 - 0.7,Chelsea v Arsenal
Moises Caicedo Ax10,0.5 - 0.7,Chelsea v Arsenal
Piero Hincapie Ax10,0.3 - 0.5,Chelsea v Arsenal
Wesley Fofana Ax10,0.2 - 0.4,Chelsea v Arsenal
William Saliba Ax10,0.1 - 0.3,Chelsea v Arsenal
Trevoh Chalobah Ax10,0.1 - 0.3,Chelsea v Arsenal
Cole Palmer Ax10,2 - 2.4,Chelsea v Arsenal
Estevao Ax10,1.7 - 2.1,Chelsea v Arsenal
Martin Odegaard Ax10,1.7 - 2.1,Chelsea v Arsenal
Leandro Trossard Ax10,1.3 - 1.6,Chelsea v Arsenal
Noni Madueke Ax10,1.2 - 1.5,Chelsea v Arsenal
Alejandro Garnacho Ax10,1.2 - 1.5,Chelsea v Arsenal
Malo Gusto Ax10,0.9 - 1.2,Chelsea v Arsenal
Viktor Gyokeres Ax10,0.75 - 1,Chelsea v Arsenal
Myles Lewis-Skelly Ax10,0.75 - 1,Chelsea v Arsenal
Andrey Santos Ax10,0.6 - 0.8,Chelsea v Arsenal
Tosin Adarabioyo Ax10,0.1 - 0.3,Chelsea v Arsenal
Cristhian Mosquera Ax10,0 - 0.2,Chelsea v Arsenal
