AM_namesX10,AM_oddsX10,contest
Mohamed Salah Ax10,2.8 - 3.3,Liverpool v Nottingham Forest
Cody Gakpo Ax10,2 - 2.4,Liverpool v Nottingham Forest
Dominik Szoboszlai Ax10,1.9 - 2.3,Liverpool v Nottingham Forest
Conor Bradley Ax10,1.6 - 2,Liverpool v Nottingham Forest
Andrew Robertson Ax10,1.6 - 2,Liverpool v Nottingham Forest
Hugo Ekitike Ax10,1.3 - 1.6,Liverpool v Nottingham Forest
Alexander Isak Ax10,1.2 - 1.5,Liverpool v Nottingham Forest
Alexis MacAllister Ax10,1.1 - 1.4,Liverpool v Nottingham Forest
Milos Kerkez Ax10,1.1 - 1.4,Liverpool v Nottingham Forest
Ryan Gravenberch Ax10,0.7 - 0.9,Liverpool v Nottingham Forest
Curtis Jones Ax10,0.6 - 0.8,Liverpool v Nottingham Forest
Wataru Endo Ax10,0.3 - 0.5,Liverpool v Nottingham Forest
Ibrahima Konate Ax10,0.3 - 0.5,Liverpool v Nottingham Forest
Joe Gomez Ax10,0.2 - 0.4,Liverpool v Nottingham Forest
Virgil van Dijk Ax10,0.1 - 0.3,Liverpool v Nottingham Forest
Morgan Gibbs-White Ax10,1.5 - 1.9,Liverpool v Nottingham Forest
Omari Hutchinson Ax10,1.1 - 1.4,Liverpool v Nottingham Forest
Dan Ndoye Ax10,1 - 1.3,Liverpool v Nottingham Forest
Callum Hudson-Odoi Ax10,0.9 - 1.2,Liverpool v Nottingham Forest
Elliot Anderson Ax10,0.8 - 1.1,Liverpool v Nottingham Forest
James McAtee Ax10,0.75 - 1,Liverpool v Nottingham Forest
Arnaud Kalimuendo Ax10,0.6 - 0.8,Liverpool v Nottingham Forest
Neco Williams Ax10,0.5 - 0.7,Liverpool v Nottingham Forest
Oleksandr Zinchenko Ax10,0.3 - 0.5,Liverpool v Nottingham Forest
Taiwo Awoniyi Ax10,0.3 - 0.5,Liverpool v Nottingham Forest
Nicolas Dominguez Ax10,0.3 - 0.5,Liverpool v Nottingham Forest
Igor Jesus Ax10,0.2 - 0.4,Liverpool v Nottingham Forest
Chris Wood Ax10,0.2 - 0.4,Liverpool v Nottingham Forest
Ibrahim Sangare Ax10,0.2 - 0.4,Liverpool v Nottingham Forest
Ryan Yates Ax10,0.2 - 0.4,Liverpool v Nottingham Forest
Nicolo Savona Ax10,0.2 - 0.4,Liverpool v Nottingham Forest
Jair Cunha Ax10,0.1 - 0.3,Liverpool v Nottingham Forest
Morato Ax10,0.1 - 0.3,Liverpool v Nottingham Forest
Willy Boly Ax10,0.1 - 0.3,Liverpool v Nottingham Forest
Nikola Milenkovic Ax10,0 - 0.2,Liverpool v Nottingham Forest
Murillo Ax10,0 - 0.2,Liverpool v Nottingham Forest
Yeremy Pino Ax10,2.6 - 3,Wolves v Crystal Palace
Ismaila Sarr Ax10,1.9 - 2.3,Wolves v Crystal Palace
Daniel Munoz Ax10,1.6 - 1.9,Wolves v Crystal Palace
Daichi Kamada Ax10,1.6 - 1.9,Wolves v Crystal Palace
Tyrick Mitchell Ax10,1.3 - 1.6,Wolves v Crystal Palace
Jean-Philippe Mateta Ax10,1.3 - 1.6,Wolves v Crystal Palace
Jean-Ricner Bellegarde Ax10,1.3 - 1.6,Wolves v Crystal Palace
Jorgen Strand Larsen Ax10,1.1 - 1.4,Wolves v Crystal Palace
Hwang Hee-chan Ax10,1 - 1.3,Wolves v Crystal Palace
Joao Gomes Ax10,0.75 - 1,Wolves v Crystal Palace
Maxence Lacroix Ax10,0.75 - 1,Wolves v Crystal Palace
Jackson Tchatchoua Ax10,0.7 - 0.9,Wolves v Crystal Palace
Chris Richards Ax10,0.6 - 0.8,Wolves v Crystal Palace
Toti Gomes Ax10,0.3 - 0.5,Wolves v Crystal Palace
Marc Guehi Ax10,1 - 1.3,Wolves v Crystal Palace
Rayan Cherki Ax10,2.4 - 2.8,Newcastle v Man City
Jeremy Doku Ax10,2.4 - 2.8,Newcastle v Man City
Phil Foden Ax10,2.2 - 2.6,Newcastle v Man City
Jacob Murphy Ax10,1.6 - 2,Newcastle v Man City
Anthony Gordon Ax10,1.6 - 2,Newcastle v Man City
Bernardo Silva Ax10,1.6 - 2,Newcastle v Man City
Sandro Tonali Ax10,1.2 - 1.5,Newcastle v Man City
Erling Haaland Ax10,1.1 - 1.4,Newcastle v Man City
Nick Woltemade Ax10,1 - 1.3,Newcastle v Man City
Bruno Guimaraes Ax10,1 - 1.3,Newcastle v Man City
Joelinton Ax10,1 - 1.3,Newcastle v Man City
Lewis Hall Ax10,1 - 1.3,Newcastle v Man City
Kieran Trippier Ax10,1 - 1.3,Newcastle v Man City
Nico Gonzalez Ax10,0.9 - 1.2,Newcastle v Man City
Matheus Nunes Ax10,0.9 - 1.2,Newcastle v Man City
Nico O'Reilly Ax10,0.9 - 1.2,Newcastle v Man City
Malick Thiaw Ax10,0.2 - 0.4,Newcastle v Man City
Omar Marmoush Ax10,2.4 - 2.8,Newcastle v Man City
Savinho Ax10,2.2 - 2.6,Newcastle v Man City
Harvey Barnes Ax10,1.8 - 2.2,Newcastle v Man City
Anthony Elanga Ax10,1.8 - 2.2,Newcastle v Man City
Oscar Bobb Ax10,1.8 - 2.2,Newcastle v Man City
Rayan Ait-Nouri Ax10,1.3 - 1.6,Newcastle v Man City
Tijjani Reijnders Ax10,1.3 - 1.6,Newcastle v Man City
Lewis Miley Ax10,1 - 1.3,Newcastle v Man City
Joe Willock Ax10,1 - 1.3,Newcastle v Man City
Jacob Ramsey Ax10,1 - 1.3,Newcastle v Man City
Rico Lewis Ax10,0.75 - 1,Newcastle v Man City
Josko Gvardiol Ax10,0.75 - 1,Newcastle v Man City
John Stones Ax10,0.6 - 0.8,Newcastle v Man City
Jamaal Lascelles Ax10,0.5 - 0.7,Newcastle v Man City
Sven Botman Ax10,0.3 - 0.5,Newcastle v Man City
Emil Krafth Ax10,0.3 - 0.5,Newcastle v Man City
Nathan Ake Ax10,0.3 - 0.5,Newcastle v Man City
Fabian Schar Ax10,0.3 - 0.5,Newcastle v Man City
Ruben Dias Ax10,0.2 - 0.4,Newcastle v Man City
Bukayo Saka Ax10,2.4 - 2.8,Arsenal v Tottenham
Eberechi Eze Ax10,1.7 - 2.1,Arsenal v Tottenham
Declan Rice Ax10,1.6 - 2,Arsenal v Tottenham
Mohammed Kudus Ax10,1.1 - 1.4,Arsenal v Tottenham
Leandro Trossard Ax10,1 - 1.3,Arsenal v Tottenham
Mikel Merino Ax10,1 - 1.3,Arsenal v Tottenham
Xavi Simons Ax10,0.9 - 1.2,Arsenal v Tottenham
Martin Zubimendi Ax10,0.8 - 1.1,Arsenal v Tottenham
Piero Hincapie Ax10,0.75 - 1,Arsenal v Tottenham
Wilson Odobert Ax10,0.75 - 1,Arsenal v Tottenham
Pedro Porro Ax10,0.7 - 0.9,Arsenal v Tottenham
Jurrien Timber Ax10,0.3 - 0.5,Arsenal v Tottenham
Richarlison Ax10,0.3 - 0.5,Arsenal v Tottenham
Destiny Udogie Ax10,0.2 - 0.4,Arsenal v Tottenham
Cristian Romero Ax10,0.1 - 0.3,Arsenal v Tottenham
Rodrigo Bentancur Ax10,0.1 - 0.3,Arsenal v Tottenham
Joao Palhinha Ax10,0 - 0.2,Arsenal v Tottenham
Viktor Gyokeres Ax10,1 - 1.3,Arsenal v Tottenham
Riccardo Calafiori Ax10,0.8 - 1.1,Arsenal v Tottenham
Mathys Tel Ax10,0.6 - 0.8,Arsenal v Tottenham
Brennan Johnson Ax10,0.5 - 0.7,Arsenal v Tottenham
Pape Sarr Ax10,0.2 - 0.4,Arsenal v Tottenham
William Saliba Ax10,0.1 - 0.3,Arsenal v Tottenham
Micky van de Ven Ax10,0.1 - 0.3,Arsenal v Tottenham
Cristhian Mosquera Ax10,0 - 0.2,Arsenal v Tottenham
Matheus Cunha Ax10,3.3 - 3.8,Man Utd v Everton
Bryan Mbeumo Ax10,2.9 - 3.4,Man Utd v Everton
Bruno Fernandes Ax10,2.4 - 2.8,Man Utd v Everton
Jack Grealish Ax10,2.2 - 2.6,Man Utd v Everton
Amad Diallo Ax10,2 - 2.4,Man Utd v Everton
Patrick Dorgu Ax10,1.4 - 1.7,Man Utd v Everton
Kiernan Dewsbury-Hall Ax10,1.4 - 1.7,Man Utd v Everton
Mason Mount Ax10,1.3 - 1.6,Man Utd v Everton
Casemiro Ax10,1.2 - 1.5,Man Utd v Everton
Iliman Ndiaye Ax10,1.2 - 1.5,Man Utd v Everton
Thierno Barry Ax10,1 - 1.3,Man Utd v Everton
Luke Shaw Ax10,0.75 - 1,Man Utd v Everton
James Garner Ax10,0.75 - 1,Man Utd v Everton
James Tarkowski Ax10,0.6 - 0.8,Man Utd v Everton
Tim Iroegbunam Ax10,0.6 - 0.8,Man Utd v Everton
Idrissa Gueye Ax10,0.5 - 0.7,Man Utd v Everton
Michael Keane Ax10,0.2 - 0.4,Man Utd v Everton
Carlos Alcaraz Ax10,1.4 - 1.7,Man Utd v Everton
Dwight McNeil Ax10,1.4 - 1.7,Man Utd v Everton
Joshua Zirkzee Ax10,1.3 - 1.6,Man Utd v Everton
Diogo Dalot Ax10,1.3 - 1.6,Man Utd v Everton
Tyler Dibling Ax10,1.1 - 1.4,Man Utd v Everton
Manuel Ugarte Ax10,1 - 1.3,Man Utd v Everton
Kobbie Mainoo Ax10,1 - 1.3,Man Utd v Everton
Noussair Mazraoui Ax10,0.75 - 1,Man Utd v Everton
Beto Ax10,0.7 - 0.9,Man Utd v Everton
Vitaliy Mykolenko Ax10,0.6 - 0.8,Man Utd v Everton
Seamus Coleman Ax10,0.6 - 0.8,Man Utd v Everton
Jake O'Brien Ax10,0.5 - 0.7,Man Utd v Everton
Adam Aznou Ax10,0.5 - 0.7,Man Utd v Everton
Ayden Heaven Ax10,0.5 - 0.7,Man Utd v Everton
Leny Yoro Ax10,0.3 - 0.5,Man Utd v Everton
Matthijs de Ligt Ax10,0.2 - 0.4,Man Utd v Everton
