scoreline,scoreline_odds,contest,Outcome
3-0,16/1,Everton v Nottingham Forest,Everton Win
3-1,16/1,Everton v Nottingham Forest,Everton Win
3-2,25/1,Everton v Nottingham Forest,Everton Win
4-0,40/1,Everton v Nottingham Forest,Everton Win
4-1,40/1,Everton v Nottingham Forest,Everton Win
4-2,66/1,Everton v Nottingham Forest,Everton Win
4-3,100/1,Everton v Nottingham Forest,Everton Win
5-0,90/1,Everton v Nottingham Forest,Everton Win
5-1,90/1,Everton v Nottingham Forest,Everton Win
5-2,125/1,Everton v Nottingham Forest,Everton Win
6-0,150/1,Everton v Nottingham Forest,Everton Win
6-1,150/1,Everton v Nottingham Forest,Everton Win
6-2,150/1,Everton v Nottingham Forest,Everton Win
7-0,150/1,Everton v Nottingham Forest,Everton Win
7-1,150/1,Everton v Nottingham Forest,Everton Win
8-0,150/1,Everton v Nottingham Forest,Everton Win
9-0,150/1,Everton v Nottingham Forest,Everton Win
10-0,150/1,Everton v Nottingham Forest,Everton Win
0-0,8/1,Everton v Nottingham Forest,Draw
1-1,5/1,Everton v Nottingham Forest,Draw
2-2,14/1,Everton v Nottingham Forest,Draw
3-3,66/1,Everton v Nottingham Forest,Draw
4-4,150/1,Everton v Nottingham Forest,Draw
1-0,17/2,Everton v Nottingham Forest,Nottingham Forest Win
2-0,16/1,Everton v Nottingham Forest,Nottingham Forest Win
2-1,10/1,Everton v Nottingham Forest,Nottingham Forest Win
3-0,40/1,Everton v Nottingham Forest,Nottingham Forest Win
3-1,33/1,Everton v Nottingham Forest,Nottingham Forest Win
3-2,35/1,Everton v Nottingham Forest,Nottingham Forest Win
4-0,100/1,Everton v Nottingham Forest,Nottingham Forest Win
4-1,80/1,Everton v Nottingham Forest,Nottingham Forest Win
4-2,100/1,Everton v Nottingham Forest,Nottingham Forest Win
4-3,125/1,Everton v Nottingham Forest,Nottingham Forest Win
5-0,150/1,Everton v Nottingham Forest,Nottingham Forest Win
5-1,150/1,Everton v Nottingham Forest,Nottingham Forest Win
5-2,150/1,Everton v Nottingham Forest,Nottingham Forest Win
6-0,150/1,Everton v Nottingham Forest,Nottingham Forest Win
6-1,150/1,Everton v Nottingham Forest,Nottingham Forest Win
6-2,150/1,Everton v Nottingham Forest,Nottingham Forest Win
7-0,150/1,Everton v Nottingham Forest,Nottingham Forest Win
7-1,150/1,Everton v Nottingham Forest,Nottingham Forest Win
8-0,150/1,Everton v Nottingham Forest,Nottingham Forest Win
9-0,150/1,Everton v Nottingham Forest,Nottingham Forest Win
1-0,7/1,Man City v Sunderland,Man City Win
2-0,11/2,Man City v Sunderland,Man City Win
2-1,13/2,Man City v Sunderland,Man City Win
3-0,7/1,Man City v Sunderland,Man City Win
3-1,9/1,Man City v Sunderland,Man City Win
3-2,20/1,Man City v Sunderland,Man City Win
4-0,11/1,Man City v Sunderland,Man City Win
4-1,14/1,Man City v Sunderland,Man City Win
4-2,35/1,Man City v Sunderland,Man City Win
4-3,80/1,Man City v Sunderland,Man City Win
5-0,20/1,Man City v Sunderland,Man City Win
5-1,28/1,Man City v Sunderland,Man City Win
5-2,60/1,Man City v Sunderland,Man City Win
6-0,40/1,Man City v Sunderland,Man City Win
6-1,55/1,Man City v Sunderland,Man City Win
6-2,100/1,Man City v Sunderland,Man City Win
7-0,80/1,Man City v Sunderland,Man City Win
7-1,100/1,Man City v Sunderland,Man City Win
8-0,125/1,Man City v Sunderland,Man City Win
9-0,150/1,Man City v Sunderland,Man City Win
10-0,150/1,Man City v Sunderland,Man City Win
0-0,18/1,Man City v Sunderland,Draw
1-1,10/1,Man City v Sunderland,Draw
2-2,20/1,Man City v Sunderland,Draw
3-3,70/1,Man City v Sunderland,Draw
4-4,150/1,Man City v Sunderland,Draw
1-0,28/1,Man City v Sunderland,Sunderland Win
2-0,65/1,Man City v Sunderland,Sunderland Win
2-1,25/1,Man City v Sunderland,Sunderland Win
3-0,125/1,Man City v Sunderland,Sunderland Win
3-1,80/1,Man City v Sunderland,Sunderland Win
3-2,66/1,Man City v Sunderland,Sunderland Win
4-0,150/1,Man City v Sunderland,Sunderland Win
4-1,150/1,Man City v Sunderland,Sunderland Win
4-2,150/1,Man City v Sunderland,Sunderland Win
4-3,150/1,Man City v Sunderland,Sunderland Win
5-0,150/1,Man City v Sunderland,Sunderland Win
5-1,150/1,Man City v Sunderland,Sunderland Win
5-2,150/1,Man City v Sunderland,Sunderland Win
6-0,150/1,Man City v Sunderland,Sunderland Win
6-1,150/1,Man City v Sunderland,Sunderland Win
6-2,150/1,Man City v Sunderland,Sunderland Win
7-0,150/1,Man City v Sunderland,Sunderland Win
7-1,150/1,Man City v Sunderland,Sunderland Win
1-0,13/2,Newcastle v Burnley,Newcastle Win
2-0,11/2,Newcastle v Burnley,Newcastle Win
2-1,7/1,Newcastle v Burnley,Newcastle Win
3-0,7/1,Newcastle v Burnley,Newcastle Win
3-1,10/1,Newcastle v Burnley,Newcastle Win
3-2,22/1,Newcastle v Burnley,Newcastle Win
4-0,11/1,Newcastle v Burnley,Newcastle Win
4-1,16/1,Newcastle v Burnley,Newcastle Win
4-2,40/1,Newcastle v Burnley,Newcastle Win
4-3,100/1,Newcastle v Burnley,Newcastle Win
5-0,22/1,Newcastle v Burnley,Newcastle Win
5-1,28/1,Newcastle v Burnley,Newcastle Win
5-2,70/1,Newcastle v Burnley,Newcastle Win
6-0,45/1,Newcastle v Burnley,Newcastle Win
6-1,60/1,Newcastle v Burnley,Newcastle Win
6-2,100/1,Newcastle v Burnley,Newcastle Win
7-0,90/1,Newcastle v Burnley,Newcastle Win
7-1,100/1,Newcastle v Burnley,Newcastle Win
8-0,150/1,Newcastle v Burnley,Newcastle Win
9-0,150/1,Newcastle v Burnley,Newcastle Win
10-0,150/1,Newcastle v Burnley,Newcastle Win
0-0,14/1,Newcastle v Burnley,Draw
1-1,9/1,Newcastle v Burnley,Draw
2-2,20/1,Newcastle v Burnley,Draw
3-3,70/1,Newcastle v Burnley,Draw
4-4,150/1,Newcastle v Burnley,Draw
1-0,22/1,Newcastle v Burnley,Burnley Win
2-0,55/1,Newcastle v Burnley,Burnley Win
2-1,22/1,Newcastle v Burnley,Burnley Win
3-0,125/1,Newcastle v Burnley,Burnley Win
3-1,80/1,Newcastle v Burnley,Burnley Win
3-2,66/1,Newcastle v Burnley,Burnley Win
4-0,150/1,Newcastle v Burnley,Burnley Win
4-1,150/1,Newcastle v Burnley,Burnley Win
4-2,150/1,Newcastle v Burnley,Burnley Win
4-3,150/1,Newcastle v Burnley,Burnley Win
5-0,150/1,Newcastle v Burnley,Burnley Win
5-1,150/1,Newcastle v Burnley,Burnley Win
5-2,150/1,Newcastle v Burnley,Burnley Win
6-0,150/1,Newcastle v Burnley,Burnley Win
6-1,150/1,Newcastle v Burnley,Burnley Win
6-2,150/1,Newcastle v Burnley,Burnley Win
7-0,150/1,Newcastle v Burnley,Burnley Win
7-1,150/1,Newcastle v Burnley,Burnley Win
1-0,15/2,Tottenham v Brentford,Tottenham Win
2-0,10/1,Tottenham v Brentford,Tottenham Win
2-1,15/2,Tottenham v Brentford,Tottenham Win
3-0,20/1,Tottenham v Brentford,Tottenham Win
3-1,14/1,Tottenham v Brentford,Tottenham Win
3-2,22/1,Tottenham v Brentford,Tottenham Win
4-0,45/1,Tottenham v Brentford,Tottenham Win
4-1,35/1,Tottenham v Brentford,Tottenham Win
4-2,50/1,Tottenham v Brentford,Tottenham Win
4-3,80/1,Tottenham v Brentford,Tottenham Win
5-0,90/1,Tottenham v Brentford,Tottenham Win
5-1,80/1,Tottenham v Brentford,Tottenham Win
5-2,100/1,Tottenham v Brentford,Tottenham Win
6-0,150/1,Tottenham v Brentford,Tottenham Win
6-1,125/1,Tottenham v Brentford,Tottenham Win
6-2,150/1,Tottenham v Brentford,Tottenham Win
7-0,150/1,Tottenham v Brentford,Tottenham Win
7-1,150/1,Tottenham v Brentford,Tottenham Win
8-0,150/1,Tottenham v Brentford,Tottenham Win
9-0,150/1,Tottenham v Brentford,Tottenham Win
10-0,150/1,Tottenham v Brentford,Tottenham Win
0-0,11/1,Tottenham v Brentford,Draw
1-1,11/2,Tottenham v Brentford,Draw
2-2,11/1,Tottenham v Brentford,Draw
3-3,40/1,Tottenham v Brentford,Draw
4-4,125/1,Tottenham v Brentford,Draw
1-0,10/1,Tottenham v Brentford,Brentford Win
2-0,14/1,Tottenham v Brentford,Brentford Win
2-1,9/1,Tottenham v Brentford,Brentford Win
3-0,28/1,Tottenham v Brentford,Brentford Win
3-1,22/1,Tottenham v Brentford,Brentford Win
3-2,25/1,Tottenham v Brentford,Brentford Win
4-0,70/1,Tottenham v Brentford,Brentford Win
4-1,55/1,Tottenham v Brentford,Brentford Win
4-2,66/1,Tottenham v Brentford,Brentford Win
4-3,90/1,Tottenham v Brentford,Brentford Win
5-0,125/1,Tottenham v Brentford,Brentford Win
5-1,100/1,Tottenham v Brentford,Brentford Win
5-2,125/1,Tottenham v Brentford,Brentford Win
6-0,150/1,Tottenham v Brentford,Brentford Win
6-1,150/1,Tottenham v Brentford,Brentford Win
6-2,150/1,Tottenham v Brentford,Brentford Win
7-0,150/1,Tottenham v Brentford,Brentford Win
7-1,150/1,Tottenham v Brentford,Brentford Win
8-0,150/1,Tottenham v Brentford,Brentford Win
9-0,150/1,Tottenham v Brentford,Brentford Win
10-0,150/1,Tottenham v Brentford,Brentford Win
1-0,12/1,Leeds v Liverpool,Leeds Win
2-0,22/1,Leeds v Liverpool,Leeds Win
2-1,12/1,Leeds v Liverpool,Leeds Win
3-0,50/1,Leeds v Liverpool,Leeds Win
3-1,28/1,Leeds v Liverpool,Leeds Win
3-2,28/1,Leeds v Liverpool,Leeds Win
4-0,100/1,Leeds v Liverpool,Leeds Win
4-1,80/1,Leeds v Liverpool,Leeds Win
4-2,80/1,Leeds v Liverpool,Leeds Win
4-3,100/1,Leeds v Liverpool,Leeds Win
5-0,150/1,Leeds v Liverpool,Leeds Win
5-1,125/1,Leeds v Liverpool,Leeds Win
5-2,150/1,Leeds v Liverpool,Leeds Win
6-0,150/1,Leeds v Liverpool,Leeds Win
6-1,150/1,Leeds v Liverpool,Leeds Win
6-2,150/1,Leeds v Liverpool,Leeds Win
7-0,150/1,Leeds v Liverpool,Leeds Win
7-1,150/1,Leeds v Liverpool,Leeds Win
8-0,150/1,Leeds v Liverpool,Leeds Win
9-0,150/1,Leeds v Liverpool,Leeds Win
0-0,12/1,Leeds v Liverpool,Draw
1-1,6/1,Leeds v Liverpool,Draw
2-2,11/1,Leeds v Liverpool,Draw
3-3,40/1,Leeds v Liverpool,Draw
4-4,125/1,Leeds v Liverpool,Draw
1-0,15/2,Leeds v Liverpool,Liverpool Win
2-0,17/2,Leeds v Liverpool,Liverpool Win
2-1,7/1,Leeds v Liverpool,Liverpool Win
3-0,12/1,Leeds v Liverpool,Liverpool Win
3-1,12/1,Leeds v Liverpool,Liverpool Win
3-2,18/1,Leeds v Liverpool,Liverpool Win
4-0,25/1,Leeds v Liverpool,Liverpool Win
4-1,22/1,Leeds v Liverpool,Liverpool Win
4-2,35/1,Leeds v Liverpool,Liverpool Win
4-3,70/1,Leeds v Liverpool,Liverpool Win
5-0,55/1,Leeds v Liverpool,Liverpool Win
5-1,50/1,Leeds v Liverpool,Liverpool Win
5-2,70/1,Leeds v Liverpool,Liverpool Win
6-0,100/1,Leeds v Liverpool,Liverpool Win
6-1,100/1,Leeds v Liverpool,Liverpool Win
6-2,125/1,Leeds v Liverpool,Liverpool Win
7-0,150/1,Leeds v Liverpool,Liverpool Win
7-1,150/1,Leeds v Liverpool,Liverpool Win
8-0,150/1,Leeds v Liverpool,Liverpool Win
9-0,150/1,Leeds v Liverpool,Liverpool Win
10-0,150/1,Leeds v Liverpool,Liverpool Win
1-0,15/2,Brighton v West Ham,Brighton Win
2-0,15/2,Brighton v West Ham,Brighton Win
2-1,13/2,Brighton v West Ham,Brighton Win
3-0,11/1,Brighton v West Ham,Brighton Win
3-1,11/1,Brighton v West Ham,Brighton Win
3-2,18/1,Brighton v West Ham,Brighton Win
4-0,20/1,Brighton v West Ham,Brighton Win
4-1,20/1,Brighton v West Ham,Brighton Win
4-2,35/1,Brighton v West Ham,Brighton Win
4-3,70/1,Brighton v West Ham,Brighton Win
5-0,45/1,Brighton v West Ham,Brighton Win
5-1,40/1,Brighton v West Ham,Brighton Win
5-2,70/1,Brighton v West Ham,Brighton Win
6-0,90/1,Brighton v West Ham,Brighton Win
6-1,90/1,Brighton v West Ham,Brighton Win
6-2,100/1,Brighton v West Ham,Brighton Win
7-0,150/1,Brighton v West Ham,Brighton Win
7-1,125/1,Brighton v West Ham,Brighton Win
8-0,150/1,Brighton v West Ham,Brighton Win
9-0,150/1,Brighton v West Ham,Brighton Win
10-0,150/1,Brighton v West Ham,Brighton Win
0-0,14/1,Brighton v West Ham,Draw
1-1,13/2,Brighton v West Ham,Draw
2-2,12/1,Brighton v West Ham,Draw
3-3,40/1,Brighton v West Ham,Draw
4-4,125/1,Brighton v West Ham,Draw
1-0,16/1,Brighton v West Ham,West Ham Win
2-0,28/1,Brighton v West Ham,West Ham Win
2-1,14/1,Brighton v West Ham,West Ham Win
3-0,65/1,Brighton v West Ham,West Ham Win
3-1,35/1,Brighton v West Ham,West Ham Win
3-2,35/1,Brighton v West Ham,West Ham Win
4-0,125/1,Brighton v West Ham,West Ham Win
4-1,90/1,Brighton v West Ham,West Ham Win
4-2,90/1,Brighton v West Ham,West Ham Win
4-3,100/1,Brighton v West Ham,West Ham Win
5-0,150/1,Brighton v West Ham,West Ham Win
5-1,150/1,Brighton v West Ham,West Ham Win
5-2,150/1,Brighton v West Ham,West Ham Win
6-0,150/1,Brighton v West Ham,West Ham Win
6-1,150/1,Brighton v West Ham,West Ham Win
6-2,150/1,Brighton v West Ham,West Ham Win
7-0,150/1,Brighton v West Ham,West Ham Win
7-1,150/1,Brighton v West Ham,West Ham Win
8-0,150/1,Brighton v West Ham,West Ham Win
9-0,150/1,Brighton v West Ham,West Ham Win
1-0,7/1,Fulham v Crystal Palace,Fulham Win
2-0,12/1,Fulham v Crystal Palace,Fulham Win
2-1,17/2,Fulham v Crystal Palace,Fulham Win
3-0,25/1,Fulham v Crystal Palace,Fulham Win
3-1,22/1,Fulham v Crystal Palace,Fulham Win
3-2,28/1,Fulham v Crystal Palace,Fulham Win
4-0,66/1,Fulham v Crystal Palace,Fulham Win
4-1,55/1,Fulham v Crystal Palace,Fulham Win
4-2,70/1,Fulham v Crystal Palace,Fulham Win
4-3,100/1,Fulham v Crystal Palace,Fulham Win
5-0,125/1,Fulham v Crystal Palace,Fulham Win
5-1,100/1,Fulham v Crystal Palace,Fulham Win
5-2,125/1,Fulham v Crystal Palace,Fulham Win
6-0,150/1,Fulham v Crystal Palace,Fulham Win
6-1,150/1,Fulham v Crystal Palace,Fulham Win
6-2,150/1,Fulham v Crystal Palace,Fulham Win
7-0,150/1,Fulham v Crystal Palace,Fulham Win
7-1,150/1,Fulham v Crystal Palace,Fulham Win
8-0,150/1,Fulham v Crystal Palace,Fulham Win
9-0,150/1,Fulham v Crystal Palace,Fulham Win
10-0,150/1,Fulham v Crystal Palace,Fulham Win
0-0,8/1,Fulham v Crystal Palace,Draw
1-1,5/1,Fulham v Crystal Palace,Draw
2-2,12/1,Fulham v Crystal Palace,Draw
3-3,55/1,Fulham v Crystal Palace,Draw
4-4,150/1,Fulham v Crystal Palace,Draw
1-0,7/1,Fulham v Crystal Palace,Crystal Palace Win
2-0,12/1,Fulham v Crystal Palace,Crystal Palace Win
2-1,17/2,Fulham v Crystal Palace,Crystal Palace Win
3-0,25/1,Fulham v Crystal Palace,Crystal Palace Win
3-1,20/1,Fulham v Crystal Palace,Crystal Palace Win
3-2,28/1,Fulham v Crystal Palace,Crystal Palace Win
4-0,65/1,Fulham v Crystal Palace,Crystal Palace Win
4-1,55/1,Fulham v Crystal Palace,Crystal Palace Win
4-2,70/1,Fulham v Crystal Palace,Crystal Palace Win
4-3,100/1,Fulham v Crystal Palace,Crystal Palace Win
5-0,125/1,Fulham v Crystal Palace,Crystal Palace Win
5-1,100/1,Fulham v Crystal Palace,Crystal Palace Win
5-2,125/1,Fulham v Crystal Palace,Crystal Palace Win
6-0,150/1,Fulham v Crystal Palace,Crystal Palace Win
6-1,150/1,Fulham v Crystal Palace,Crystal Palace Win
6-2,150/1,Fulham v Crystal Palace,Crystal Palace Win
7-0,150/1,Fulham v Crystal Palace,Crystal Palace Win
7-1,150/1,Fulham v Crystal Palace,Crystal Palace Win
8-0,150/1,Fulham v Crystal Palace,Crystal Palace Win
9-0,150/1,Fulham v Crystal Palace,Crystal Palace Win
10-0,150/1,Fulham v Crystal Palace,Crystal Palace Win
1-0,12/1,Wolves v Man Utd,Wolves Win
2-0,25/1,Wolves v Man Utd,Wolves Win
2-1,12/1,Wolves v Man Utd,Wolves Win
3-0,55/1,Wolves v Man Utd,Wolves Win
3-1,35/1,Wolves v Man Utd,Wolves Win
3-2,35/1,Wolves v Man Utd,Wolves Win
4-0,100/1,Wolves v Man Utd,Wolves Win
4-1,90/1,Wolves v Man Utd,Wolves Win
4-2,90/1,Wolves v Man Utd,Wolves Win
4-3,100/1,Wolves v Man Utd,Wolves Win
5-0,150/1,Wolves v Man Utd,Wolves Win
5-1,150/1,Wolves v Man Utd,Wolves Win
5-2,150/1,Wolves v Man Utd,Wolves Win
6-0,150/1,Wolves v Man Utd,Wolves Win
6-1,150/1,Wolves v Man Utd,Wolves Win
6-2,150/1,Wolves v Man Utd,Wolves Win
7-0,150/1,Wolves v Man Utd,Wolves Win
7-1,150/1,Wolves v Man Utd,Wolves Win
8-0,150/1,Wolves v Man Utd,Wolves Win
9-0,150/1,Wolves v Man Utd,Wolves Win
0-0,12/1,Wolves v Man Utd,Draw
1-1,6/1,Wolves v Man Utd,Draw
2-2,12/1,Wolves v Man Utd,Draw
3-3,50/1,Wolves v Man Utd,Draw
4-4,125/1,Wolves v Man Utd,Draw
1-0,13/2,Wolves v Man Utd,Man Utd Win
2-0,15/2,Wolves v Man Utd,Man Utd Win
2-1,13/2,Wolves v Man Utd,Man Utd Win
3-0,12/1,Wolves v Man Utd,Man Utd Win
3-1,12/1,Wolves v Man Utd,Man Utd Win
3-2,20/1,Wolves v Man Utd,Man Utd Win
4-0,25/1,Wolves v Man Utd,Man Utd Win
4-1,22/1,Wolves v Man Utd,Man Utd Win
4-2,40/1,Wolves v Man Utd,Man Utd Win
4-3,80/1,Wolves v Man Utd,Man Utd Win
5-0,55/1,Wolves v Man Utd,Man Utd Win
5-1,55/1,Wolves v Man Utd,Man Utd Win
5-2,80/1,Wolves v Man Utd,Man Utd Win
6-0,100/1,Wolves v Man Utd,Man Utd Win
6-1,100/1,Wolves v Man Utd,Man Utd Win
6-2,125/1,Wolves v Man Utd,Man Utd Win
7-0,150/1,Wolves v Man Utd,Man Utd Win
7-1,150/1,Wolves v Man Utd,Man Utd Win
8-0,150/1,Wolves v Man Utd,Man Utd Win
9-0,150/1,Wolves v Man Utd,Man Utd Win
10-0,150/1,Wolves v Man Utd,Man Utd Win
