assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event
0,0,0,0,7.8,54,0.05,0.05,0.0,1.04,221,1,0,2.4,2.4,2025-01-26,71,0,0,0,0,0,0,0,False,19,0,0,0,0,23,0,2644706,1,1,1,14.0,1,144558,241424,96866,56,True,1,0,0,0.0,81,AMC,Aston Villa,West Ham,1,1,26823,2024,702180,0.0,0,0,0,0.0,0.1499005407094955,0.1499005407094955,Aston Villa,2,4,23
0,0,-2,0,21.3,54,0.04,0.08,0.04,1.63,240,2,0,3.7,4.6,2025-02-01,90,0,0,0,0,0,0,0,False,20,0,0,0,0,24,0,2691649,1,0,2,11.0,1,45672,165892,120220,56,False,1,0,1,0.082737810909748,90,AMR,Wolverhampton Wanderers,Aston Villa,2,0,26841,2024,703656,0.0252032596617937,0,1,0,0.082737810909748,0.3717401027679443,0.3717401027679443,Aston Villa,3,3,24
0,0,6,0,44.8,54,0.12,0.95,0.83,0.37,241,1,0,13.5,13.6,2025-02-15,90,0,0,0,0,0,0,0,False,10,0,0,0,0,25,0,3395859,1,1,1,77.0,2,654870,721046,66176,56,True,0,0,5,1.3502812385559082,90,AMC,Aston Villa,Ipswich,1,1,26842,2024,706159,0.2223488837480545,0,4,0,1.3502812385559082,1.5235450267791748,0.1593998670578003,Aston Villa,2,4,25
0,0,10,0,7.2,54,0.05,0.09,0.04,2.44,282,2,0,3.1,11.6,2025-02-19,90,0,0,0,0,0,0,0,False,12,0,0,0,0,25,0,3395859,1,2,2,12.0,2,654870,721046,66176,56,True,0,0,1,0.0495805032551288,90,AMR,Aston Villa,Liverpool,2,2,26884,2024,707333,0.0,0,0,0,0.0495805032551288,0.3874824047088623,0.3874824047088623,Aston Villa,5,4,25
0,0,10,0,16.9,54,0.19,0.19,0.0,2.29,252,1,0,3.5,8.4,2025-02-22,77,0,0,0,0,0,0,0,False,6,0,0,0,0,26,0,3035794,1,1,2,10.0,2,-316839,50083,366922,57,True,0,0,0,0.0,84,AMR,Aston Villa,Chelsea,2,1,26854,2024,708078,0.0708072036504745,0,1,0,0.0,0.1452067792415619,0.0743995681405067,Aston Villa,3,4,26
0,0,23,0,5.4,54,0.02,0.15,0.13,4.31,263,4,1,6.9,40.8,2025-02-25,90,0,0,0,0,0,0,0,False,7,0,0,0,0,27,0,2321526,1,1,4,23.0,7,-713466,11912,725378,56,False,0,1,1,0.3849146962165832,90,FWR,Crystal Palace,Aston Villa,4,1,26868,2024,709109,0.0,0,0,1,0.3849146962165832,0.3849146962165832,0.0,Aston Villa,3,3,27
0,0,13,1,22.6,54,0.02,0.1,0.08,0.83,271,0,0,3.4,6.6,2025-03-08,90,0,0,0,0,0,0,0,False,4,0,0,0,0,28,0,2268995,1,1,0,5.0,3,-61899,64006,125905,56,False,0,0,1,0.0490800328552722,90,AMC,Brentford,Aston Villa,0,1,26872,2024,711562,0.2800802886486053,0,2,0,0.0490800328552722,0.3875629305839538,0.0584026016294956,Aston Villa,3,3,28
2,1,30,1,25.3,54,0.27,0.27,0.0,0.49,293,0,0,7.5,48.0,2025-04-02,87,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,1831720,1,3,0,2.0,10,-16028,150849,166877,55,False,0,0,0,0.0,89,AMR,Brighton,Aston Villa,0,3,26893,2024,716194,0.754486083984375,2,2,0,0.0,0.8384206295013428,0.0839345529675483,Aston Villa,3,3,30
0,2,26,0,22.9,54,0.11,1.09,0.98,1.48,301,1,1,11.2,42.4,2025-04-05,90,0,0,0,0,0,0,0,False,16,0,0,0,0,31,0,2042837,1,1,2,47.0,9,207401,263835,56434,55,True,0,1,3,0.6325885653495789,90,AML,Aston Villa,Nottingham Forest,2,1,26902,2024,717055,0.1639222204685211,0,2,1,0.6325885653495789,0.7487742900848389,0.0203326474875211,Aston Villa,4,4,31
1,0,21,1,17.3,54,0.08,0.08,0.0,0.25,319,0,0,5.9,21.4,2025-04-12,84,0,0,0,0,0,0,0,False,17,0,0,0,0,32,0,2485230,1,3,0,20.0,6,429124,459402,30278,56,False,0,0,0,0.0,86,AMR,Southampton,Aston Villa,0,3,26921,2024,718649,0.2669849395751953,1,1,0,0.0,0.4191982746124267,0.4191982746124267,Aston Villa,3,1,32
1,1,25,0,25.9,54,0.14,0.46,0.32,1.0,321,1,0,11.3,39.0,2025-04-19,81,0,0,0,0,0,0,0,False,15,0,0,0,0,33,0,3154148,1,1,4,48.0,6,544509,575658,31149,57,True,0,0,4,0.7600476741790771,85,AMR,Aston Villa,Newcastle United,4,1,26922,2024,720617,0.1620266139507293,1,2,0,0.7600476741790771,1.202810764312744,0.28073650598526,Aston Villa,4,4,33
0,0,7,0,15.1,54,0.11,0.11,0.0,0.91,336,1,0,2.6,7.0,2025-04-22,85,0,0,0,0,0,0,0,False,13,0,0,0,0,33,0,3154148,1,1,2,4.0,1,544509,575658,31149,57,False,1,0,0,0.0,90,AMR,Manchester City,Aston Villa,2,1,26937,2024,721733,0.3001308441162109,0,1,0,0.0,0.3001308441162109,0.0,Aston Villa,3,4,33
0,0,19,1,43.8,54,0.71,0.79,0.08,0.85,342,0,0,6.4,14.6,2025-05-03,90,0,0,0,0,0,0,0,False,9,0,0,0,0,35,0,2863144,1,0,1,6.0,3,146323,182932,36609,57,True,0,0,1,0.0477362908422946,90,AML,Aston Villa,Fulham,1,0,26946,2024,723806,0.777758002281189,0,3,0,0.0477362908422946,0.8578827977180481,0.5981026887893677,Aston Villa,3,4,35
1,0,20,1,14.5,54,0.28,0.28,0.0,0.26,351,0,0,4.4,27.2,2025-05-10,88,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,2806591,1,1,0,2.0,6,-43585,71650,115235,57,False,0,0,0,0.0,90,AMR,Bournemouth,Aston Villa,0,1,26955,2024,726013,0.5449903607368469,1,1,0,0.0,0.8932634592056274,0.3482730984687805,Aston Villa,3,3,36
1,0,23,1,27.8,54,0.08,0.44,0.36,0.51,362,0,0,8.2,27.4,2025-05-16,90,0,0,0,0,0,0,0,False,18,0,0,0,0,37,0,3002258,1,0,2,27.0,6,173514,207104,33590,57,True,0,0,2,0.4215573072433471,90,AMR,Aston Villa,Tottenham,2,0,26963,2024,727511,0.1053221300244331,1,2,0,0.4215573072433471,0.6395512223243713,0.2179939001798629,Aston Villa,2,4,37
0,0,-4,0,4.8,54,0.01,0.01,0.0,1.99,375,1,0,0.8,1.6,2025-05-25,83,0,0,0,0,0,0,0,False,14,0,0,0,0,38,0,2957546,1,0,2,2.0,1,-22443,84029,106472,58,False,1,0,0,0.0,89,AMR,Manchester United,Aston Villa,2,0,26974,2024,730241,0.0,0,0,0,0.0,0.0,0.0,Aston Villa,3,3,38
