fpl_id,fpl_name,fpl_position,team,full_team_name,understat_name,understat_id
107,Igor Thiago Nascimento Rodrigues,4,Brentford,Brentford,Thiago,13222
148,Danny Welbeck,4,Brighton,Brighton,Danny Welbeck,501
136,Mitoma Kaoru,3,Brighton,Brighton,Kaoru Mitoma,10806
129,João Pedro Junqueira de Jesus,4,Brighton,Brighton,João Pedro,8272
135,Yankuba Minteh,3,Brighton,Brighton,Yankuba Minteh,12759
618,Georginio Rutter,3,Brighton,Brighton,Georginio Rutter,6937
131,Tariq Lamptey,2,Brighton,Brighton,Tariq Lamptey,8226
115,Carlos Baleba,3,Brighton,Brighton,Carlos Baleba,10527
113,Simon Adingra,3,Brighton,Brighton,Simon Adingra,11710
123,Evan Ferguson,4,West Ham,West Ham,Evan Ferguson,10177
126,Jack Hinshelwood,3,Brighton,Brighton,Jack Hinshelwood,11269
149,Mats Wieffer,3,Brighton,Brighton,Mats Wieffer,12758
628,Ferdi Kadioglu,2,Brighton,Brighton,Ferdi Kadioglu,13066
629,Matt O'Riley,3,Brighton,Brighton,Matt O'Riley,13206
134,James Milner,3,Brighton,Brighton,James Milner,489
122,Pervis Estupiñán,2,Brighton,Brighton,Estupiñán,5136
120,Lewis Dunk,2,Brighton,Brighton,Lewis Dunk,6048
132,Solly March,3,Brighton,Brighton,Solly March,6049
142,Jason Steele,1,Brighton,Brighton,Jason Steele,7235
147,Adam Webster,2,Brighton,Brighton,Adam Webster,7699
128,Igor Julio dos Santos de Paulo,2,Brighton,Brighton,Igor Julio,7943
124,Billy Gilmour,3,Brighton,Brighton,Billy Gilmour,7988
145,Joël Veltman,2,Brighton,Brighton,Joël Veltman,8780
137,Jakub Moder,3,Brighton,Brighton,Jakub Moder,9284
141,Jeremy Sarmiento Morante,3,Brighton,Brighton,Jeremy Sarmiento,10036
144,Jan Paul van Hecke,2,Brighton,Brighton,Jan Paul van Hecke,10807
121,Julio Enciso,3,Ipswich,Ipswich,Julio Enciso,11058
595,Brajan Gruda,3,Brighton,Brighton,Brajan Gruda,11310
600,Yasin Ayari,3,Brighton,Brighton,Yasin Ayari,11385
146,Bart Verbruggen,1,Brighton,Brighton,Bart Verbruggen,11711
714,Diego Gómez,3,Brighton,Brighton,Diego Gómez,13364
182,Cole Palmer,3,Chelsea,Chelsea,Cole Palmer,8497
180,Nicolas Jackson,4,Chelsea,Chelsea,Nicolas Jackson,10048
177,Noni Madueke,3,Chelsea,Chelsea,Noni Madueke,11357
168,Enzo Fernández,3,Chelsea,Chelsea,Enzo Fernández,11356
181,Christopher Nkunku,3,Chelsea,Chelsea,Christopher Nkunku,3300
386,Jadon Sancho,3,Chelsea,Chelsea,Jadon Sancho,6345
73,Norberto Murara Neto,1,Arsenal,Arsenal,Pedro Neto,6382
163,Marc Cucurella Saseta,2,Chelsea,Chelsea,Marc Cucurella,7134
187,Tosin Adarabioyo,2,Chelsea,Chelsea,Tosin Adarabioyo,5590
167,Axel Disasi,2,Aston Villa,Aston Villa,Axel Disasi,6885
621,João Félix Sequeira,3,Chelsea,Chelsea,João Félix,7892
172,Reece James,2,Chelsea,Chelsea,Reece James,8067
157,Moisés Caicedo Corozo,3,Chelsea,Chelsea,Moisés Caicedo,9453
159,Trevoh Chalobah,2,Chelsea,Chelsea,Trevoh Chalobah,6615
153,Benoît Badiashile,2,Chelsea,Chelsea,Benoit Badiashile Mukinayi,7240
189,Wesley Fofana,2,Chelsea,Chelsea,Wesley Fofana,7589
171,Malo Gusto,2,Chelsea,Chelsea,Malo Gusto,9017
185,Robert Sánchez,1,Chelsea,Chelsea,Robert Sánchez,9098
581,Filip Jørgensen,1,Chelsea,Chelsea,Filip Jorgensen,9272
166,Kiernan Dewsbury-Hall,3,Chelsea,Chelsea,Kiernan Dewsbury-Hall,9739
174,Roméo Lavia,3,Chelsea,Chelsea,Romeo Lavia,10004
162,Levi Colwill,2,Chelsea,Chelsea,Levi Colwill,10805
179,Mykhailo Mudryk,3,Chelsea,Chelsea,Mykhailo Mudryk,11305
184,Renato Palma Veiga,3,Chelsea,Chelsea,Renato Veiga,11383
178,Marc Guiu Paz,4,Chelsea,Chelsea,Marc Guiu,11633
697,Josh Acheampong,2,Chelsea,Chelsea,Josh Acheampong,12535
696,Tyrique George,3,Chelsea,Chelsea,Tyrique George,12573
207,Jean-Philippe Mateta,4,Crystal Palace,Crystal Palace,Jean-Philippe Mateta,5735
585,Ismaïla Sarr,3,Crystal Palace,Crystal Palace,Ismaila Sarr,5675
159,Trevoh Chalobah,2,Chelsea,Chelsea,Trevoh Chalobah,6615
200,Marc Guéhi,2,Crystal Palace,Crystal Palace,Marc Guehi,7603
199,Eberechi Eze,3,Crystal Palace,Crystal Palace,Eberechi Eze,8706
211,Daniel Muñoz,2,Crystal Palace,Crystal Palace,Daniel Muñoz,12408
650,Maxence Lacroix,2,Crystal Palace,Crystal Palace,Maxence Lacroix,8853
645,Justin Devenny,3,Crystal Palace,Crystal Palace,Justin Devenny,13038
730,Romain Esse,3,Crystal Palace,Crystal Palace,Romain Esse,13387
196,Nathaniel Clyne,2,Crystal Palace,Crystal Palace,Nathaniel Clyne,603
192,Jordan Ayew,3,Leicester,Leicester,Jordan Ayew,672
214,Jeffrey Schlupp,3,Crystal Palace,Crystal Palace,Jeffrey Schlupp,757
160,Ben Chilwell,2,Crystal Palace,Crystal Palace,Ben Chilwell,782
206,Jefferson Lerma Solís,3,Crystal Palace,Crystal Palace,Jefferson Lerma,2182
198,Odsonne Edouard,4,Leicester,Leicester,Odsonne Edouard,3697
203,Will Hughes,3,Crystal Palace,Crystal Palace,Will Hughes,6104
205,Daichi Kamada,3,Crystal Palace,Crystal Palace,Daichi Kamada,6145
191,Joachim Andersen,2,Fulham,Fulham,Joachim Andersen,6314
11,Eddie Nketiah,4,Crystal Palace,Crystal Palace,Eddie Nketiah,6482
201,Dean Henderson,1,Crystal Palace,Crystal Palace,Dean Henderson,7702
210,Tyrick Mitchell,2,Crystal Palace,Crystal Palace,Tyrick Mitchell,8214
194,Chris Richards,2,Crystal Palace,Crystal Palace,Chris Richards,8430
193,Cheick Doucouré,3,Crystal Palace,Crystal Palace,Cheick Oumar Doucoure,8666
195,Chadi Riad Dnanou,2,Crystal Palace,Crystal Palace,Chadi Riad,11167
216,Adam Wharton,3,Crystal Palace,Crystal Palace,Adam Wharton,12409
646,Asher Agbinone,3,Crystal Palace,Crystal Palace,Asher Agbinone,13039
666,Caleb Kporha,2,Crystal Palace,Crystal Palace,Caleb Kporha,13130
232,Iliman Ndiaye,4,Everton,Everton,Iliman Ndiaye,9307
218,Norberto Bercique Gomes Betuncal,4,Everton,Everton,Beto,9983
220,Dominic Calvert-Lewin,4,Everton,Everton,Dominic Calvert-Lewin,5555
230,Dwight McNeil,3,Everton,Everton,Dwight McNeil,6756
228,Michael Keane,2,Everton,Everton,Michael Keane,1653
238,Ashley Young,2,Everton,Everton,Ashley Young,631
236,James Tarkowski,2,Everton,Everton,James Tarkowski,1665
217,Abdoulaye Doucouré,3,Everton,Everton,Abdoulaye Doucouré,1726
651,Orel Mangala,3,Everton,Everton,Orel Mangala,6088
450,Carlos Alcaraz Durán,3,Everton,Everton,Carlos Alcaraz,11297
221,Séamus Coleman,2,Everton,Everton,Seamus Coleman,585
222,Idrissa Gueye,3,Everton,Everton,Idrissa Gueye,668
235,Jordan Pickford,1,Everton,Everton,Jordan Pickford,741
225,Mason Holgate,2,Everton,Everton,Mason Holgate,985
223,James Garner,3,Everton,Everton,James Garner,7438
156,Armando Broja,4,Everton,Everton,Armando Broja,8384
219,Jarrad Branthwaite,2,Everton,Everton,Jarrad Branthwaite,8476
224,Jack Harrison,3,Everton,Everton,Jack Harrison,8720
226,Tim Iroegbunam,3,Everton,Everton,Tim Iroegbunam,9554
577,Jesper Lindstrøm,3,Everton,Everton,Jesper Lindstrom,9752
231,Vitalii Mykolenko,2,Everton,Everton,Vitalii Mykolenko,10291
234,Nathan Patterson,2,Everton,Everton,Nathan Patterson,10292
582,Jake O'Brien,2,Everton,Everton,Jake O'Brien,12014
603,Harrison Armstrong,3,Everton,Everton,Harrison Armstrong,12757
627,Roman Dixon,2,Everton,Everton,Roman Dixon,12946
252,Raúl Jiménez,4,Fulham,Fulham,Raúl Jiménez,4105
247,Alex Iwobi,3,Fulham,Fulham,Alex Iwobi,500
259,Harry Wilson,3,Fulham,Fulham,Harry Wilson,5596
19,Emile Smith Rowe,3,Fulham,Fulham,Emile Smith-Rowe,7230
251,Rodrigo Muniz Carvalho,4,Fulham,Fulham,Rodrigo Muniz,10717
239,Adama Traoré,3,Fulham,Fulham,Adama Traoré,900
240,Andreas Hoelgebaum Pereira,3,Fulham,Fulham,Andreas Pereira,922
10,Reiss Nelson,3,Fulham,Fulham,Reiss Nelson,6492
243,Tom Cairney,3,Fulham,Fulham,Tom Cairney,6835
241,Calvin Bassey,2,Fulham,Fulham,Calvin Bassey,11728
248,Bernd Leno,1,Fulham,Fulham,Bernd Leno,181
772,Willian Borges da Silva,3,Fulham,Fulham,Willian,700
254,Harrison Reed,3,Fulham,Fulham,Harrison Reed,910
249,Saša Lukić,3,Fulham,Fulham,Sasa Lukic,1537
245,Issa Diop,2,Fulham,Fulham,Issa Diop,3203
257,Kenny Tete,2,Fulham,Fulham,Kenny Tete,5973
244,Timothy Castagne,2,Fulham,Fulham,Timothy Castagne,6157
191,Joachim Andersen,2,Fulham,Fulham,Joachim Andersen,6314
579,Ryan Sessegnon,2,Fulham,Fulham,Ryan Sessegnon,6837
35,Diego Carlos Santos Silva,2,Aston Villa,Aston Villa,Carlos Vinicius,7395
622,Sander Berge,3,Fulham,Fulham,Sander Berge,8285
586,Jorge Cuenca Barreno,2,Fulham,Fulham,Jorge Cuenca,8489
255,Antonee Robinson,2,Fulham,Fulham,Antonee Robinson,8940
256,Jay Stansfield,4,Fulham,Fulham,Jay Stansfield,10718
605,Martial Godo,3,Fulham,Fulham,Martial Godo,11164
604,Josh King,3,Fulham,Fulham,Joshua King,12410
268,Liam Delap,4,Ipswich,Ipswich,Liam Delap,8868
611,Sam Szmodics,3,Ipswich,Ipswich,Sammie Szmodics,12752
274,Omari Giraud-Hutchinson,3,Ipswich,Ipswich,Omari Hutchinson,10348
272,George Hirst,4,Ipswich,Ipswich,George Hirst,8563
267,Leif Davis,2,Ipswich,Ipswich,Leif Davis,8919
270,Jacob Greaves,2,Ipswich,Ipswich,Jacob Greaves,12745
278,Sam Morsy,3,Ipswich,Ipswich,Sam Morsy,12748
265,Conor Chaplin,3,Ipswich,Ipswich,Conor Chaplin,12750
281,Jack Taylor,3,Ipswich,Ipswich,Jack Taylor,12754
282,Axel Tuanzebe,2,Ipswich,Ipswich,Axel Tuanzebe,934
764,Alex Palmer,1,Ipswich,Ipswich,Alex Palmer,1038
275,Ben Johnson,2,Ipswich,Ipswich,Ben Johnson,6424
568,Arijanet Muric,1,Ipswich,Ipswich,Arijanet Muric,7027
715,Ben Godfrey,2,Ipswich,Ipswich,Ben Godfrey,7689
359,Kalvin Phillips,3,Ipswich,Ipswich,Kalvin Phillips,8719
630,Dara O'Shea,2,Ipswich,Ipswich,Dara O'Shea,8756
583,Conor Townsend,2,Ipswich,Ipswich,Conor Townsend,8905
283,Christian Walton,1,Ipswich,Ipswich,Christian Walton,9251
262,Nathan Broadhead,3,Ipswich,Ipswich,Nathan Broadhead,9406
569,Jaden Philogene,3,Ipswich,Ipswich,Jaden Philogene-Bidace,9415
619,Jens Cajuste,3,Ipswich,Ipswich,Jens Cajuste,10301
121,Julio Enciso,3,Ipswich,Ipswich,Julio Enciso,11058
632,Chiedozie Ogbene,3,Ipswich,Ipswich,Chiedozie Ogbene,11719
284,Luke Woolfenden,2,Ipswich,Ipswich,Luke Woolfenden,12746
277,Massimo Luongo,3,Ipswich,Ipswich,Massimo Luongo,12747
264,Wes Burns,3,Ipswich,Ipswich,Wes Burns,12749
260,Ali Al-Hamadi,4,Ipswich,Ipswich,Ali Al-Hamadi,12751
271,Marcus Myers-Harness,3,Ipswich,Ipswich,Marcus Harness,12753
263,Cameron Burgess,2,Ipswich,Ipswich,Cameron Burgess,12755
269,George Edmundson,2,Ipswich,Ipswich,George Edmundson,12947
631,Jack Clarke,3,Ipswich,Ipswich,Jack Clarke,13019
266,Harry Clarke,2,Ipswich,Ipswich,Harry Clarke,13133
306,Jamie Vardy,4,Leicester,Leicester,Jamie Vardy,755
192,Jordan Ayew,3,Leicester,Leicester,Jordan Ayew,672
117,Facundo Buonanotte,3,Leicester,Leicester,Facundo Buonanotte,11362
298,Stephy Mavididi,3,Leicester,Leicester,Stephy Mavididi,7484
295,James Justin,2,Leicester,Leicester,James Justin,7753
635,Bilal El Khannouss,3,Leicester,Leicester,Bilal El Khannouss,13020
290,Bobby De Cordova-Reid,3,Leicester,Leicester,Bobby Reid,6827
291,Wout Faes,2,Leicester,Leicester,Wout Faes,8646
289,Patson Daka,4,Leicester,Leicester,Patson Daka,9738
307,Jannik Vestergaard,2,Leicester,Leicester,Jannik Vestergaard,111
308,Danny Ward,1,Leicester,Leicester,Danny Ward,473
309,Harry Winks,3,Leicester,Leicester,Harry Winks,971
240,Andreas Hoelgebaum Pereira,3,Fulham,Fulham,Ricardo Pereira,3303
198,Odsonne Edouard,4,Leicester,Leicester,Odsonne Edouard,3697
300,Wilfred Ndidi,3,Leicester,Leicester,Wilfred Ndidi,5545
285,Boubakary Soumaré,3,Leicester,Leicester,Boubakary Soumare,6310
287,Hamza Choudhury,3,Leicester,Leicester,Hamza Choudhury,6418
288,Conor Coady,2,Leicester,Leicester,Conor Coady,6851
501,Oliver Skipp,3,Leicester,Leicester,Oliver Skipp,7198
301,Caleb Okoli,2,Leicester,Leicester,Caleb Okoli,7333
305,Luke Thomas,2,Leicester,Leicester,Luke Thomas,8562
299,Kasey McAteer,3,Leicester,Leicester,Kasey McAteer,10166
296,Victor Kristiansen,2,Leicester,Leicester,Victor Kristiansen,11367
726,Woyo Coulibaly,2,Leicester,Leicester,Woyo Coulibaly,12782
293,Mads Hermansen,1,Leicester,Leicester,Mads Hermansen,12910
570,Abdul Fatawu,3,Leicester,Leicester,Abdul Fatawu,12911
304,Jakub Stolarczyk,1,Leicester,Leicester,Jakub Stolarczyk,13301
606,Will Alves,3,Leicester,Leicester,Will Alves,13302
328,Mohamed Salah,3,Liverpool,Liverpool,Mohamed Salah,1250
327,Luis Díaz,3,Liverpool,Liverpool,Luis Díaz,10408
321,Cody Gakpo,4,Liverpool,Liverpool,Cody Gakpo,11296
317,Diogo Teixeira da Silva,3,Liverpool,Liverpool,Diogo Jota,6854
316,Darwin Núñez Ribeiro,4,Liverpool,Liverpool,Darwin Núñez,10720
324,Curtis Jones,3,Liverpool,Liverpool,Curtis Jones,6665
336,Dominik Szoboszlai,3,Liverpool,Liverpool,Dominik Szoboszlai,9788
329,Alexis Mac Allister,3,Liverpool,Liverpool,Alexis Mac Allister,8379
339,Virgil van Dijk,2,Liverpool,Liverpool,Virgil van Dijk,833
311,Trent Alexander-Arnold,2,Liverpool,Liverpool,Trent Alexander-Arnold,1791
326,Ibrahima Konaté,2,Liverpool,Liverpool,Ibrahima Konaté,6326
322,Joe Gomez,2,Liverpool,Liverpool,Joseph Gomez,987
310,Alisson Ramses Becker,1,Liverpool,Liverpool,Alisson,1257
636,Federico Chiesa,3,Liverpool,Liverpool,Federico Chiesa,1433
335,Andrew Robertson,2,Liverpool,Liverpool,Andrew Robertson,1688
319,Harvey Elliott,3,Liverpool,Liverpool,Harvey Elliott,7546
325,Caoimhin Kelleher,1,Liverpool,Liverpool,Caoimhin Kelleher,7904
320,Endo Wataru,3,Liverpool,Liverpool,Wataru Endo,8808
337,Konstantinos Tsimikas,2,Liverpool,Liverpool,Konstantinos Tsimikas,8852
313,Conor Bradley,2,Liverpool,Liverpool,Conor Bradley,10120
333,Jarell Quansah,2,Liverpool,Liverpool,Jarell Quansah,10187
323,Ryan Gravenberch,3,Liverpool,Liverpool,Ryan Gravenberch,10697
709,Jayden Danns,4,Liverpool,Liverpool,Jayden Danns,12455
660,Vítezslav Jaros,1,Liverpool,Liverpool,Vítezslav Jaros,13103
351,Erling Haaland,4,Man City,Manchester City,Erling Haaland,8260
348,Phil Foden,3,Man City,Manchester City,Phil Foden,6055
350,Joško Gvardiol,2,Man City,Manchester City,Josko Gvardiol,9790
354,Mateo Kovačić,3,Man City,Manchester City,Mateo Kovacic,2254
755,Omar Marmoush,4,Man City,Manchester City,Omar Marmoush,8393
346,Jérémy Doku,3,Man City,Manchester City,Jéremy Doku,8981
345,Kevin De Bruyne,3,Man City,Manchester City,Kevin De Bruyne,447
362,John Stones,2,Man City,Manchester City,John Stones,586
9,Gabriel Martinelli Silva,3,Arsenal,Arsenal,Bernardo Silva,3635
357,James McAtee,3,Man City,Manchester City,James McAtee,10126
355,Rico Lewis,2,Man City,Manchester City,Rico Lewis,10847
571,Sávio 'Savinho' Moreira de Oliveira,3,Man City,Manchester City,Sávio,11735
625,Ilkay Gündogan,3,Man City,Manchester City,Ilkay Gündogan,314
341,Nathan Aké,2,Man City,Manchester City,Nathan Aké,579
363,Kyle Walker,2,Man City,Manchester City,Kyle Walker,638
349,Jack Grealish,3,Man City,Manchester City,Jack Grealish,675
107,Igor Thiago Nascimento Rodrigues,4,Brentford,Brentford,Rodri,2496
347,Ederson Santana de Moraes,1,Man City,Manchester City,Ederson,6054
340,Manuel Akanji,2,Man City,Manchester City,Manuel Akanji,6490
358,Stefan Ortega Moreno,1,Man City,Manchester City,Stefan Ortega Moreno,8786
361,Rúben Gato Alves Dias,2,Man City,Manchester City,Rúben Dias,8961
765,Nico González,3,Man City,Manchester City,Nico González,9802
356,Matheus Luiz Nunes,3,Man City,Manchester City,Matheus Nunes,11000
698,Divin Mubama,4,Man City,Manchester City,Divin Mubama,11242
607,Nico O'Reilly,3,Man City,Manchester City,Nico O'Reilly,11592
732,Abdukodir Khusanov,2,Man City,Manchester City,Abduqodir Khusanov,11763
672,Jahmai Simpson-Pusey,2,Man City,Manchester City,Jahmai Simpson-Pusey,13185
364,Amad Diallo,3,Man Utd,Manchester United,Amad Diallo Traore,8127
366,Bruno Borges Fernandes,3,Man Utd,Manchester United,Bruno Fernandes,1228
385,Marcus Rashford,3,Aston Villa,Aston Villa,Marcus Rashford,556
389,Joshua Zirkzee,4,Man Utd,Manchester United,Joshua Zirkzee,8044
372,Alejandro Garnacho,3,Man Utd,Manchester United,Alejandro Garnacho,10552
380,Lisandro Martínez,2,Man Utd,Manchester United,Lisandro Martínez,10802
375,Rasmus Højlund,4,Man Utd,Manchester United,Rasmus Højlund,11055
368,Carlos Henrique Casimiro,3,Man Utd,Manchester United,Casemiro,2248
593,Matthijs de Ligt,2,Man Utd,Manchester United,Matthijs de Ligt,7902
370,Christian Eriksen,3,Man Utd,Manchester United,Christian Eriksen,646
371,Jonny Evans,2,Man Utd,Manchester United,Jonny Evans,807
387,Luke Shaw,2,Man Utd,Manchester United,Luke Shaw,1006
377,Harry Maguire,2,Man Utd,Manchester United,Harry Maguire,1687
381,Scott McTominay,3,Man Utd,Manchester United,Scott McTominay,5560
376,Victor Lindelöf,2,Man Utd,Manchester United,Victor Lindelöf,6080
369,Diogo Dalot Teixeira,2,Man Utd,Manchester United,Diogo Dalot,7281
382,Mason Mount,3,Man Utd,Manchester United,Mason Mount,7768
572,Leny Yoro,2,Man Utd,Manchester United,Leny Yoro,10564
594,Noussair Mazraoui,2,Man Utd,Manchester United,Noussair Mazraoui,10696
379,Tyrell Malacia,2,Man Utd,Manchester United,Tyrell Malacia,10803
383,André Onana,1,Man Utd,Manchester United,André Onana,10913
