id,xP
695,1.0
696,2.2
697,1.2
740,6.2
771,1.3
774,1.0
781,1.5
782,1.0
11,1.8
160,0.5
190,0.0
193,0.0
194,4.8
195,0.0
196,0.2
197,0.0
199,2.5
200,4.2
201,4.0
202,0.0
203,2.2
205,1.5
206,1.8
207,8.2
208,0.0
209,0.0
210,4.8
211,7.2
212,0.0
213,0.0
214,0.0
215,0.0
216,1.2
445,0.0
585,5.8
644,0.0
645,0.8
646,0.0
647,0.0
650,5.5
666,0.0
676,0.0
730,0.0
741,12.8
156,0.0
217,3.8
218,7.4
219,3.0
220,0.0
221,0.0
222,1.8
223,2.4
224,2.4
225,0.0
226,1.6
227,0.0
228,0.0
229,0.0
230,0.0
231,3.2
232,0.0
234,0.1
235,3.2
236,4.4
237,0.0
238,1.2
450,3.2
577,1.8
582,3.8
603,0.0
614,0.0
624,0.0
627,0.0
651,0.0
678,0.0
724,0.0
742,7.8
773,0.0
775,0.0
10,0.0
19,2.2
191,1.0
239,4.2
240,2.8
241,3.0
242,0.0
243,0.2
244,1.8
245,1.0
246,0.0
247,1.8
248,2.2
249,1.8
250,0.0
251,4.8
252,4.0
253,0.0
254,0.2
255,1.8
256,0.0
257,0.0
258,0.0
259,0.0
579,2.5
586,0.5
604,0.0
605,0.0
622,1.2
690,0.0
753,11.0
772,1.0
121,0.0
260,0.0
261,0.0
262,1.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.5
268,5.0
269,0.0
270,0.8
271,0.0
272,1.0
273,0.0
274,4.2
275,0.5
276,0.0
277,0.2
278,0.5
279,0.0
280,0.0
281,1.0
282,0.8
283,0.0
284,0.2
359,0.4
568,0.2
569,4.5
583,0.5
611,0.2
619,0.9
630,0.8
631,2.0
632,0.0
715,-0.2
743,3.2
764,2.0
117,0.8
192,1.2
198,0.0
285,2.0
286,0.0
287,0.0
288,0.2
289,0.8
290,1.5
291,0.5
292,0.0
293,1.2
294,0.0
295,0.4
296,0.5
297,0.0
298,1.0
299,0.0
300,1.5
301,0.5
302,0.0
303,0.0
304,0.0
305,0.2
306,1.8
307,0.0
308,0.0
309,0.8
501,0.2
570,0.0
606,0.0
616,0.0
635,1.8
694,0.0
708,0.0
726,0.0
754,0.0
310,5.2
311,5.8
312,0.0
313,0.0
315,0.0
316,1.3
317,2.5
318,0.0
319,0.7
320,1.2
321,2.0
322,0.0
323,2.8
324,2.3
325,0.5
326,3.8
327,5.3
328,12.0
329,3.5
330,0.5
331,0.0
332,0.0
333,1.2
334,0.0
335,3.3
336,6.0
337,1.8
339,4.0
636,0.5
660,0.5
669,0.5
688,0.5
692,0.5
709,0.0
744,8.5
340,0.0
341,0.7
342,1.3
343,0.1
344,0.5
345,1.3
346,2.0
347,6.3
348,2.5
349,0.7
350,4.0
351,4.0
352,0.0
353,0.0
354,2.3
355,2.3
356,2.0
357,2.7
358,0.5
360,0.0
361,2.3
362,0.0
363,0.0
571,4.5
607,0.7
625,2.5
626,0.0
671,0.0
672,0.5
675,0.0
698,0.5
703,0.5
704,0.5
732,3.7
733,0.5
736,6.0
755,6.3
765,3.2
364,0.0
365,0.0
366,5.8
367,0.0
368,1.0
369,2.0
370,0.5
371,0.0
372,1.5
373,0.0
374,0.0
375,1.5
376,0.2
377,2.8
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,2.2
384,0.0
387,0.0
389,1.5
572,0.5
593,2.8
594,1.2
613,0.0
648,0.0
652,2.8
658,0.0
667,0.0
670,0.0
673,0.0
691,0.0
745,3.5
761,0.0
766,-0.3
776,0.3
777,0.0
778,0.0
779,0.0
783,0.0
390,0.0
391,0.0
392,0.0
393,-0.4
394,1.3
395,0.0
396,0.0
398,1.3
399,2.3
400,0.0
401,3.7
402,4.0
403,-0.2
404,0.0
405,-0.3
406,-0.5
407,0.0
408,0.0
409,0.5
410,0.0
411,2.3
412,-0.5
413,0.0
414,-0.5
415,0.3
416,-0.5
417,1.0
418,0.0
419,0.0
420,1.7
421,0.5
574,0.0
590,0.0
746,2.3
26,0.0
422,3.2
423,2.2
424,0.5
425,0.2
426,0.0
427,0.0
428,0.0
429,1.5
430,0.0
431,1.2
432,5.0
433,7.2
434,3.0
435,0.0
436,3.0
437,5.5
438,0.0
439,0.0
440,0.0
441,0.0
442,1.5
443,4.2
444,0.0
446,0.0
447,8.2
448,0.0
449,1.5
573,4.2
596,1.8
620,0.0
653,1.8
706,0.0
721,0.0
747,6.0
14,1.0
27,0.0
188,0.0
397,-0.5
451,0.0
452,3.2
453,0.0
454,0.0
455,0.0
456,-1.0
457,-0.2
458,0.0
459,0.0
460,0.0
461,-0.4
462,3.2
463,0.0
464,-0.2
465,0.0
466,-1.0
467,-0.8
468,0.0
469,-1.0
470,2.2
471,0.0
472,-0.8
473,-0.2
474,-0.8
475,-1.0
476,-0.2
477,-1.0
515,0.0
518,-0.5
584,0.0
608,0.0
623,1.0
693,0.0
718,-0.2
719,-1.0
734,-0.2
748,1.2
82,0.0
478,0.0
479,-0.5
480,1.7
481,2.3
482,0.7
483,0.0
484,0.0
485,0.0
486,0.0
487,0.0
488,-0.5
489,1.5
490,0.0
491,3.7
492,3.5
493,0.0
494,3.3
495,3.3
496,-0.5
497,0.0
498,0.0
499,1.3
500,0.7
502,0.0
503,5.0
504,6.3
505,0.5
506,0.0
507,0.0
508,3.3
509,-0.3
510,-0.5
609,0.0
610,-0.3
612,0.5
683,-0.5
684,-0.5
689,0.0
699,0.0
700,-0.5
716,1.3
717,0.0
729,-0.5
749,6.7
760,-0.5
767,2.8
768,1.8
123,0.8
388,5.0
511,2.0
512,0.0
513,4.2
514,7.0
516,0.0
517,4.0
519,0.0
520,1.0
521,0.0
522,0.0
523,0.2
524,4.2
525,3.2
526,0.5
527,0.0
528,1.2
529,0.0
530,3.8
531,1.5
532,0.0
576,0.5
587,0.0
588,0.0
589,0.0
591,2.8
643,0.0
654,1.2
677,3.8
686,0.0
701,0.2
750,7.5
204,0.0
533,3.8
534,0.0
535,5.0
536,0.0
537,0.0
538,0.0
539,0.0
540,0.0
541,6.8
542,0.0
543,3.0
544,1.0
545,0.0
546,0.0
547,0.0
548,0.2
549,0.0
550,0.0
551,0.0
552,0.0
553,2.2
554,4.8
555,0.0
556,0.0
557,0.0
558,0.0
559,4.2
561,0.5
562,0.0
563,0.0
564,2.2
565,2.0
566,0.5
567,3.8
637,0.0
642,2.5
655,0.0
664,0.0
682,0.0
711,0.0
720,0.0
751,10.2
769,0.3
770,3.0
784,1.1
