FPL_ID,FPL_Name,Understat_ID,Understat_Name
398,44,Jhon Durán,11366,Jhon Durán
401,830,Jimi Tauriainen,12497,Jimi Tauriainen
402,220,Joachim Andersen,6314,Joachim Andersen
404,305,Joel Matip,332,Joel Matip
405,242,Joel Ward,510,Joel Ward
412,81,Joe Rothwell,561,Joe Rothwell
414,794,Joe White,9959,Joe White
416,432,Joe Willock,6630,Joe Willock
417,469,Joe Worrall,10756,Joe Worrall
419,480,John Egan,7703,John Egan
420,481,John Fleck,7709,John Fleck
422,50,John McGinn,7723,John McGinn
423,368,John Stones,586,John Stones
426,463,Jonjo Shelvey,769,Jonjo Shelvey
427,703,Jonny Evans,807,Jonny Evans
429,221,Jordan Ayew,672,Jordan Ayew
431,320,Jordan Clark,12187,Jordan Clark
432,299,Jordan Henderson,605,Jordan Henderson
433,263,Jordan Pickford,741,Jordan Pickford
436,682,Joseph Johnson,11980,Joseph Johnson
439,838,Josh Acheampong,12535,Josh Acheampong
442,161,Josh Brownhill,8323,Josh Brownhill
443,165,Josh Cullen,1018,Josh Cullen
444,99,Josh Dasilva,10405,Josh Dasilva
449,346,João Cancelo,2379,João Cancelo
452,151,Joël Veltman,8780,Joël Veltman
454,130,Julio Enciso,11058,Julio Enciso
455,343,Julián Álvarez,10846,Julián Álvarez
456,585,Jurriën Timber,11707,Jurriën Timber
458,72,Justin Kluivert,6963,Justin Kluivert
464,774,Kaelan Casey,11409,Kaelan Casey
465,783,Kaide Gordon,10118,Kaide Gordon
467,6,Kai Havertz,5220,Kai Havertz
468,364,Kalvin Phillips,8719,Kalvin Phillips
469,143,Kaoru Mitoma,10806,Kaoru Mitoma
472,107,Keane Lewis-Potter,10809,Keane Lewis-Potter
475,285,Kenny Tete,5973,Kenny Tete
477,349,Kevin De Bruyne,447,Kevin De Bruyne
478,277,Kevin Mbabu,983,Kevin Mbabu
479,115,Kevin Schade,9156,Kevin Schade
482,76,Kieffer Moore,10743,Kieffer Moore
483,24,Kieran Tierney,8089,Kieran Tierney
484,430,Kieran Trippier,652,Kieran Trippier
486,388,Kobbie Mainoo,11174,Kobbie Mainoo
487,676,Konstantinos Mavropanos,6722,Konstantinos Mavropanos
488,311,Konstantinos Tsimikas,8852,Konstantinos Tsimikas
491,90,Kristoffer Ajer,9677,Kristoffer Ajer
492,544,Kurt Zouma,935,Kurt Zouma
493,369,Kyle Walker,638,Kyle Walker
496,40,Leander Dendoncker,7236,Leander Dendoncker
497,26,Leandro Trossard,7698,Leandro Trossard
499,34,Leon Bailey,5221,Leon Bailey
500,836,Leon Chiwome,12532,Leon Chiwome
503,197,Levi Colwill,10805,Levi Colwill
504,66,Lewis Cook,1789,Lewis Cook
505,624,Lewis Dobbin,10027,Lewis Dobbin
506,129,Lewis Dunk,6048,Lewis Dunk
507,204,Lewis Hall,10216,Lewis Hall
509,635,Lewis Miley,11386,Lewis Miley
512,841,Lewis Warrington,10775,Lewis Warrington
513,391,Lisandro Martínez,10802,Lisandro Martínez
514,70,Lloyd Kelly,8090,Lloyd Kelly
515,805,Lorenz Assignon,8973,Lorenz Assignon
516,580,Loris Karius,37,Loris Karius
522,42,Lucas Digne,1823,Lucas Digne
525,605,Luca Koleosho,10620,Luca Koleosho
527,303,Luis Díaz,10408,Luis Díaz
528,705,Luis Sinisterra,10866,Luis Sinisterra
529,533,Lukasz Fabianski,706,Lukasz Fabianski
530,317,Luke Berry,11722,Luke Berry
534,683,Luke Harris,10719,Luke Harris
537,398,Luke Shaw,1006,Luke Shaw
538,693,Luke Thomas,8562,Luke Thomas
539,168,Lyle Foster,7498,Lyle Foster
542,93,Mads Bech Sørensen,9683,Mads Bech Sørensen
546,128,Mahmoud Dahoud,205,Mahmoud Dahoud
548,224,Malcolm Ebiowei,10698,Malcolm Ebiowei
549,203,Malo Gusto,9017,Malo Gusto
550,583,Manor Solomon,10716,Manor Solomon
552,341,Manuel Akanji,6490,Manuel Akanji
554,83,Marcos Senesi,10864,Marcos Senesi
557,396,Marcus Rashford,556,Marcus Rashford
558,86,Marcus Tavernier,10741,Marcus Tavernier
561,284,Marek Rodák,8704,Marek Rodák
562,565,Mario Lemina,1299,Mario Lemina
563,101,Mark Flekken,7047,Mark Flekken
565,741,Mark O’Mahony,12205,Mark O’Mahony
566,88,Mark Travers,7582,Mark Travers
567,409,Martin Dubravka,6532,Martin Dubravka
569,52,Marvelous Nakamba,8040,Marvelous Nakamba
570,623,Mason Burstow,11810,Mason Burstow
571,255,Mason Holgate,985,Mason Holgate
572,209,Mason Mount,7768,Mason Mount
577,106,Mathias Jensen,7166,Mathias Jensen
584,598,Matt Doherty,6852,Matt Doherty
586,425,Matt Ritchie,461,Matt Ritchie
587,428,Matt Targett,884,Matt Targett
588,28,Matt Turner,10700,Matt Turner
589,808,Matz Sels,6903,Matz Sels
592,527,Maxwel Cornet,3278,Maxwel Cornet
593,643,Max Aarons,7688,Max Aarons
594,563,Max Kilman,7332,Max Kilman
597,484,Max Lowe,8918,Max Lowe
600,257,Michael Keane,1653,Michael Keane
601,745,Michael Ndiweni,12215,Michael Ndiweni
602,174,Michael Obafemi,6504,Michael Obafemi
603,620,Michael Olakigbe,11487,Michael Olakigbe
604,236,Michael Olise,9948,Michael Olise
605,523,Michail Antonio,531,Michail Antonio
608,639,Micky van de Ven,10050,Micky van de Ven
610,860,Mikey Moore,12603,Mikey Moore
611,706,Mike Trésor,12094,Mike Trésor
612,98,Mikkel Damsgaard,8859,Mikkel Damsgaard
613,595,Milos Kerkez,11709,Milos Kerkez
615,3,Mohamed Elneny,496,Mohamed Elneny
616,308,Mohamed Salah,1250,Mohamed Salah
617,689,Mohammed Kudus,12027,Mohammed Kudus
619,447,Morgan Gibbs-White,6857,Morgan Gibbs-White
620,803,Morgan Rogers,12412,Morgan Rogers
621,56,Morgan Sanson,3696,Morgan Sanson
622,599,Moussa Diaby,6556,Moussa Diaby
625,210,Mykhailo Mudryk,11305,Mykhailo Mudryk
627,744,Myles Peart-Harris,10205,Myles Peart-Harris
628,363,Máximo Perrone,11378,Máximo Perrone
629,219,Naouirou Ahamada,9274,Naouirou Ahamada
630,222,Nathaniel Clyne,603,Nathaniel Clyne
631,306,Nathaniel Phillips,8228,Nathaniel Phillips
632,342,Nathan Aké,579,Nathan Aké
633,96,Nathan Collins,9733,Nathan Collins
634,704,Nathan Fraser,11210,Nathan Fraser
635,262,Nathan Patterson,10292,Nathan Patterson
636,600,Nathan Redmond,790,Nathan Redmond
638,258,Neal Maupay,3621,Neal Maupay
639,467,Neco Williams,8204,Neco Williams
640,424,Nick Pope,5552,Nick Pope
641,211,Nicolas Jackson,10048,Nicolas Jackson
643,712,Nicolás Domínguez,8252,Nicolás Domínguez
647,208,Noni Madueke,11357,Noni Madueke
653,845,Odeluga Offiah,10453,Odeluga Offiah
654,225,Odsonne Edouard,3697,Odsonne Edouard
656,31,Oleksandr Zinchenko,2958,Oleksandr Zinchenko
657,823,Oliver Arblaster,12449,Oliver Arblaster
658,485,Oliver McBurnie,1736,Oliver McBurnie
659,488,Oliver Norwood,7710,Oliver Norwood
661,515,Oliver Skipp,7198,Oliver Skipp
664,60,Ollie Watkins,8865,Ollie Watkins
666,632,Omari Forson,12340,Omari Forson
667,618,Omari Kellyman,11739,Omari Kellyman
669,453,Orel Mangala,6088,Orel Mangala
670,345,Oscar Bobb,11903,Oscar Bobb
671,782,Owen Beck,10119,Owen Beck
676,570,Pablo Sarabia,2199,Pablo Sarabia
678,134,Pascal Groß,239,Pascal Groß
679,581,Paul Dummett,853,Paul Dummett
680,584,Pau Torres,6221,Pau Torres
682,506,Pedro Porro,6912,Pedro Porro
683,582,Pelly Ruddock Mpanzu,11716,Pelly Ruddock Mpanzu
686,63,Philip Billing,6034,Philip Billing
687,353,Phil Foden,6055,Phil Foden
688,188,Pierre-Emerick Aubameyang,318,Pierre-Emerick Aubameyang
689,499,Pierre-Emile Højbjerg,343,Pierre-Emile Højbjerg
691,777,Radu Dragusin,9105,Radu Dragusin
692,216,Raheem Sterling,618,Raheem Sterling
694,617,Rasmus Højlund,11055,Rasmus Højlund
696,558,Raúl Jiménez,4105,Raúl Jiménez
697,318,Reece Burke,1771,Reece Burke
698,206,Reece James,8067,Reece James
699,578,Reiss Nelson,6492,Reiss Nelson
700,233,Remi Matthews,9834,Remi Matthews
701,446,Remo Freuler,1488,Remo Freuler
703,477,Rhian Brewster,5569,Rhian Brewster
705,487,Rhys Norrington-Davies,12291,Rhys Norrington-Davies
708,103,Rico Henry,9679,Rico Henry
709,358,Rico Lewis,10847,Rico Lewis
710,359,Riyad Mahrez,750,Riyad Mahrez
711,145,Robert Sánchez,9098,Robert Sánchez
712,53,Robin Olsen,6962,Robin Olsen
713,7,Rob Holding,1749,Rob Holding
714,492,Rodrigo Bentancur,6108,Rodrigo Bentancur
718,799,Romain Faivre,6420,Romain Faivre
723,630,Ross Barkley,592,Ross Barkley
724,65,Ryan Christie,10744,Ryan Christie
725,410,Ryan Fraser,1683,Ryan Fraser
726,68,Ryan Fredericks,6891,Ryan Fredericks
728,708,Ryan Gravenberch,10697,Ryan Gravenberch
729,730,Ryan Oné,12158,Ryan Oné
730,514,Ryan Sessegnon,6837,Ryan Sessegnon
732,470,Ryan Yates,11003,Ryan Yates
735,701,Saman Ghoddos,7069,Saman Ghoddos
738,828,Sam Curtis,12465,Sam Curtis
739,230,Sam Johnstone,978,Sam Johnstone
741,464,Sam Surridge,5602,Sam Surridge
742,475,Sander Berge,8285,Sander Berge
743,429,Sandro Tonali,7958,Sandro Tonali
744,697,Santiago Bueno,10945,Santiago Bueno
745,562,Sasa Kalajdzic,8812,Sasa Kalajdzic
749,455,Scott McKenna,10757,Scott McKenna
750,392,Scott McTominay,5560,Scott McTominay
752,247,Seamus Coleman,585,Seamus Coleman
753,421,Sean Longstaff,7078,Sean Longstaff
755,436,Serge Aurier,3600,Serge Aurier
756,366,Sergio Gómez,6656,Sergio Gómez
757,508,Sergio Reguilón,7187,Sergio Reguilón
759,92,Shandon Baptiste,9914,Shandon Baptiste
760,348,Shea Charles,11594,Shea Charles
762,122,Simon Adingra,11710,Simon Adingra
763,67,Siriki Dembélé,10749,Siriki Dembélé
764,709,Sofyan Amrabat,7927,Sofyan Amrabat
765,140,Solly March,6049,Solly March
767,292,Stefan Bajcetic,10723,Stefan Bajcetic
768,361,Stefan Ortega Moreno,8786,Stefan Ortega Moreno
771,441,Steve Cook,458,Steve Cook
772,405,Sven Botman,8635,Sven Botman
773,759,Sydie Peck,12251,Sydie Peck
774,586,Tahith Chong,7439,Tahith Chong
775,437,Taiwo Awoniyi,7814,Taiwo Awoniyi
776,25,Takehiro Tomiyasu,7931,Takehiro Tomiyasu
778,139,Tariq Lamptey,8226,Tariq Lamptey
779,750,Tawanda Chirewa,12234,Tawanda Chirewa
783,393,Teden Mengi,12073,Teden Mengi
789,537,Thilo Kehrer,2674,Thilo Kehrer
790,649,Thomas Cannon,11232,Thomas Cannon
791,614,Thomas Kaminski,11712,Thomas Kaminski
792,15,Thomas Partey,2328,Thomas Partey
793,116,Thomas Strakosha,1214,Thomas Strakosha
794,688,Timothy Castagne,6157,Timothy Castagne
795,776,Timo Werner,65,Timo Werner
796,46,Tim Iroegbunam,9554,Tim Iroegbunam
798,281,Tim Ream,7184,Tim Ream
802,351,Tommy Doyle,8496,Tommy Doyle
803,268,Tom Cairney,6835,Tom Cairney
804,666,Tom Davies,1042,Tom Davies
807,575,Tom Lockyer,11714,Tom Lockyer
810,286,Tosin Adarabioyo,5590,Tosin Adarabioyo
813,290,Trent Alexander-Arnold,1791,Trent Alexander-Arnold
814,194,Trevoh Chalobah,6615,Trevoh Chalobah
816,673,Tyler Adams,7352,Tyler Adams
817,650,Tyler Onyango,9287,Tyler Onyango
818,389,Tyrell Malacia,10803,Tyrell Malacia
819,272,Tyrese Francois,9552,Tyrese Francois
821,234,Tyrick Mitchell,8214,Tyrick Mitchell
823,51,Tyrone Mings,1024,Tyrone Mings
825,816,Valentín Barco,12498,Valentín Barco
827,227,Vicente Guaita,2190,Vicente Guaita
829,386,Victor Lindelöf,6080,Victor Lindelöf
833,313,Virgil van Dijk,833,Virgil van Dijk
834,260,Vitalii Mykolenko,10291,Vitalii Mykolenko
835,105,Vitaly Janelt,9680,Vitaly Janelt
837,668,Wataru Endo,8808,Wataru Endo
838,448,Wayne Hennessey,509,Wayne Hennessey
839,201,Wesley Fofana,7589,Wesley Fofana
842,482,Wes Foderingham,8776,Wes Foderingham
843,490,William Osula,9556,William Osula
844,20,William Saliba,6888,William Saliba
846,439,Willy Boly,6850,Willy Boly
847,766,Willy Kambwala,12275,Willy Kambwala
848,229,Will Hughes,6104,Will Hughes
849,660,Wilson Odobert,10822,Wilson Odobert
850,183,Wout Weghorst,7052,Wout Weghorst
852,124,Yasin Ayari,11385,Yasin Ayari
853,592,Yasser Larouci,10041,Yasser Larouci
857,119,Yoane Wissa,5786,Yoane Wissa
858,58,Youri Tielemans,5956,Youri Tielemans
861,493,Yves Bissouma,5609,Yves Bissouma
862,734,Zack Nelson,12188,Zack Nelson
865,594,Zeki Amdouni,11701,Zeki Amdouni
