player names,first score,anytime score,last score,two or more,hatrick,contest
Hwang Hee-chan,9/1,3/1,9/1,18/1,66/1,Newcastle v Wolves
Fer Lopez,14/1,24/5,14/1,33/1,200/1,Newcastle v Wolves
Marshall Munetsi,14/1,5/1,14/1,40/1,200/1,Newcastle v Wolves
Jhon Arias,14/1,5/1,14/1,40/1,250/1,Newcastle v Wolves
Jean-Ricner Bellegarde,22/1,8/1,22/1,66/1,500/1,Newcastle v Wolves
Rodrigo Gomes,22/1,9/1,22/1,66/1,500/1,Newcastle v Wolves
David Moller Wolfe,28/1,11/1,28/1,80/1,500/1,Newcastle v Wolves
Joao Gomes,28/1,11/1,28/1,80/1,500/1,Newcastle v Wolves
Matt Doherty,28/1,12/1,28/1,100/1,500/1,Newcastle v Wolves
Yerson Mosquera,33/1,14/1,33/1,150/1,500/1,Newcastle v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,200/1,500/1,Newcastle v Wolves
Emmanuel Agbadou,40/1,18/1,40/1,250/1,500/1,Newcastle v Wolves
Toti Gomes,40/1,20/1,40/1,300/1,500/1,Newcastle v Wolves
Hugo Bueno,40/1,20/1,40/1,300/1,500/1,Newcastle v Wolves
Santiago Bueno,50/1,22/1,50/1,300/1,500/1,Newcastle v Wolves
Andre,50/1,22/1,50/1,300/1,500/1,Newcastle v Wolves
Jorgen Strand Larsen,9/1,14/5,9/1,16/1,66/1,Newcastle v Wolves
Jarrod Bowen,7/1,21/10,7/1,12/1,50/1,West Ham v Tottenham
Callum Wilson,8/1,5/2,8/1,14/1,50/1,West Ham v Tottenham
Lucas Paqueta,9/1,3/1,9/1,18/1,66/1,West Ham v Tottenham
Crysencio Summerville,12/1,17/4,12/1,33/1,150/1,West Ham v Tottenham
Tomas Soucek,14/1,24/5,14/1,33/1,200/1,West Ham v Tottenham
El Hadji Malick Diouf,22/1,8/1,22/1,66/1,500/1,West Ham v Tottenham
James Ward Prowse,20/1,15/2,20/1,50/1,500/1,West Ham v Tottenham
Mateus Fernandes,20/1,15/2,20/1,50/1,500/1,West Ham v Tottenham
Konstantinos Mavropanos,33/1,14/1,33/1,100/1,500/1,West Ham v Tottenham
Aaron Wan-Bissaka,40/1,16/1,40/1,250/1,500/1,West Ham v Tottenham
Max Kilman,40/1,18/1,40/1,250/1,500/1,West Ham v Tottenham
Kyle Walker-Peters,40/1,18/1,40/1,250/1,500/1,West Ham v Tottenham
Jean-Clair Todibo,40/1,20/1,40/1,300/1,500/1,West Ham v Tottenham
Igor,50/1,33/1,50/1,300/1,500/1,West Ham v Tottenham
Niclas Fullkrug,15/2,12/5,15/2,14/1,50/1,West Ham v Tottenham
Soungoutou Magassa,33/1,14/1,33/1,150/1,500/1,West Ham v Tottenham
Richarlison,23/5,11/8,23/5,15/2,28/1,West Ham v Tottenham
Randal Kolo Muani,5/1,31/20,5/1,17/2,33/1,West Ham v Tottenham
Brennan Johnson,15/2,12/5,15/2,14/1,50/1,West Ham v Tottenham
Mathys Tel,8/1,5/2,8/1,14/1,66/1,West Ham v Tottenham
Mohammed Kudus,9/1,14/5,9/1,16/1,66/1,West Ham v Tottenham
Xavi Simons,15/2,12/5,15/2,14/1,50/1,West Ham v Tottenham
Pape Matar Sarr,14/1,5/1,14/1,40/1,200/1,West Ham v Tottenham
Lucas Bergvall,16/1,6/1,16/1,50/1,300/1,West Ham v Tottenham
Joao Palhinha,22/1,8/1,22/1,66/1,500/1,West Ham v Tottenham
Pedro Porro,22/1,9/1,22/1,66/1,500/1,West Ham v Tottenham
Cristian Romero,22/1,9/1,22/1,66/1,500/1,West Ham v Tottenham
Rodrigo Bentancur,22/1,9/1,22/1,66/1,500/1,West Ham v Tottenham
Micky van de Ven,28/1,11/1,28/1,80/1,500/1,West Ham v Tottenham
Destiny Udogie,28/1,12/1,28/1,100/1,500/1,West Ham v Tottenham
Djed Spence,33/1,14/1,33/1,100/1,500/1,West Ham v Tottenham
Kevin Danso,33/1,14/1,33/1,100/1,500/1,West Ham v Tottenham
Archie Gray,33/1,14/1,33/1,100/1,500/1,West Ham v Tottenham
Igor Thiago,13/2,2/1,13/2,11/1,50/1,Brentford v Chelsea
Kevin Schade,9/1,3/1,9/1,18/1,66/1,Brentford v Chelsea
Dango Ouattara,10/1,17/5,10/1,20/1,80/1,Brentford v Chelsea
Fabio Carvalho,10/1,17/5,10/1,20/1,80/1,Brentford v Chelsea
Antoni Milambo,16/1,11/2,16/1,40/1,250/1,Brentford v Chelsea
Mikkel Damsgaard,20/1,8/1,20/1,50/1,500/1,Brentford v Chelsea
Mathias Jensen,22/1,17/2,22/1,66/1,500/1,Brentford v Chelsea
Keane Lewis-Potter,25/1,10/1,25/1,66/1,500/1,Brentford v Chelsea
Yehor Yarmolyuk,28/1,11/1,28/1,100/1,500/1,Brentford v Chelsea
Nathan Collins,28/1,12/1,28/1,100/1,500/1,Brentford v Chelsea
Jordan Henderson,28/1,12/1,28/1,100/1,500/1,Brentford v Chelsea
Ethan Pinnock,28/1,12/1,28/1,100/1,500/1,Brentford v Chelsea
Frank Onyeka,28/1,11/1,28/1,100/1,500/1,Brentford v Chelsea
Sepp van den Berg,33/1,14/1,33/1,150/1,500/1,Brentford v Chelsea
Kristoffer Ajer,33/1,14/1,33/1,150/1,500/1,Brentford v Chelsea
Michael Kayode,40/1,16/1,40/1,200/1,500/1,Brentford v Chelsea
Aaron Hickey,40/1,16/1,40/1,200/1,500/1,Brentford v Chelsea
Rico Henry,40/1,20/1,40/1,300/1,500/1,Brentford v Chelsea
Joao Pedro,5/1,6/4,5/1,17/2,33/1,Brentford v Chelsea
Cole Palmer,5/1,8/5,5/1,9/1,33/1,Brentford v Chelsea
Estevao,15/2,12/5,15/2,14/1,50/1,Brentford v Chelsea
Alejandro Garnacho,8/1,13/5,8/1,16/1,66/1,Brentford v Chelsea
Enzo Fernandez,10/1,16/5,10/1,20/1,80/1,Brentford v Chelsea
Jamie Gittens,10/1,16/5,10/1,20/1,80/1,Brentford v Chelsea
Pedro Neto,10/1,16/5,10/1,20/1,80/1,Brentford v Chelsea
Andrey Santos,11/1,15/4,11/1,28/1,100/1,Brentford v Chelsea
Tyrique George,11/1,15/4,11/1,28/1,100/1,Brentford v Chelsea
Marc Cucurella,20/1,7/1,20/1,50/1,500/1,Brentford v Chelsea
Tosin Adarabioyo,22/1,9/1,22/1,66/1,500/1,Brentford v Chelsea
Reece James,22/1,9/1,22/1,66/1,500/1,Brentford v Chelsea
Trevoh Chalobah,25/1,10/1,25/1,80/1,500/1,Brentford v Chelsea
Moises Caicedo,28/1,11/1,28/1,100/1,500/1,Brentford v Chelsea
Jorrel Hato,28/1,11/1,28/1,100/1,500/1,Brentford v Chelsea
Malo Gusto,33/1,14/1,33/1,150/1,500/1,Brentford v Chelsea
Wesley Fofana,33/1,14/1,33/1,150/1,500/1,Brentford v Chelsea
Josh Acheampong,33/1,14/1,33/1,150/1,500/1,Brentford v Chelsea
Zian Flemming,12/1,18/5,12/1,22/1,100/1,Burnley v Liverpool
Jaidon Anthony,14/1,17/4,14/1,28/1,150/1,Burnley v Liverpool
Lyle Foster,14/1,4/1,14/1,28/1,100/1,Burnley v Liverpool
Armando Broja,14/1,4/1,14/1,28/1,100/1,Burnley v Liverpool
Jacob Bruun Larsen,14/1,9/2,14/1,33/1,150/1,Burnley v Liverpool
Loum Tchaouna,18/1,11/2,18/1,40/1,250/1,Burnley v Liverpool
Marcus Edwards,18/1,11/2,18/1,40/1,250/1,Burnley v Liverpool
Hannibal Mejbri,22/1,7/1,22/1,50/1,500/1,Burnley v Liverpool
Josh Laurent,25/1,9/1,25/1,66/1,500/1,Burnley v Liverpool
Josh Cullen,40/1,16/1,40/1,200/1,500/1,Burnley v Liverpool
Quilindschy Hartman,40/1,18/1,40/1,300/1,500/1,Burnley v Liverpool
Lesley Ugochukwu,40/1,18/1,40/1,300/1,500/1,Burnley v Liverpool
Bashir Humphreys,40/1,18/1,40/1,300/1,500/1,Burnley v Liverpool
Florentino Luis,40/1,18/1,40/1,300/1,500/1,Burnley v Liverpool
Hjalmar Ekdal,50/1,28/1,50/1,300/1,500/1,Burnley v Liverpool
Maxime Esteve,50/1,28/1,50/1,300/1,500/1,Burnley v Liverpool
Axel Tuanzebe,50/1,28/1,50/1,300/1,500/1,Burnley v Liverpool
Kyle Walker,66/1,33/1,66/1,300/1,500/1,Burnley v Liverpool
Mohamed Salah,7/2,10/11,7/2,23/5,16/1,Burnley v Liverpool
Alexander Isak,7/2,10/11,7/2,23/5,16/1,Burnley v Liverpool
Hugo Ekitike,4/1,21/20,4/1,11/2,18/1,Burnley v Liverpool
Cody Gakpo,11/2,31/20,11/2,17/2,33/1,Burnley v Liverpool
Florian Wirtz,13/2,15/8,13/2,11/1,40/1,Burnley v Liverpool
Rio Ngumoha,13/2,15/8,13/2,11/1,40/1,Burnley v Liverpool
Federico Chiesa,7/1,21/10,7/1,12/1,50/1,Burnley v Liverpool
Dominik Szoboszlai,14/1,17/4,14/1,33/1,150/1,Burnley v Liverpool
Curtis Jones,14/1,17/4,14/1,33/1,150/1,Burnley v Liverpool
Alexis Mac Allister,14/1,23/5,14/1,33/1,150/1,Burnley v Liverpool
Jeremie Frimpong,16/1,11/2,16/1,40/1,250/1,Burnley v Liverpool
Virgil van Dijk,20/1,15/2,20/1,50/1,500/1,Burnley v Liverpool
Ibrahima Konate,28/1,10/1,28/1,80/1,500/1,Burnley v Liverpool
Ryan Gravenberch,28/1,10/1,28/1,80/1,500/1,Burnley v Liverpool
Wataru Endo,28/1,10/1,28/1,80/1,500/1,Burnley v Liverpool
Andrew Robertson,28/1,10/1,28/1,80/1,500/1,Burnley v Liverpool
Conor Bradley,28/1,10/1,28/1,80/1,500/1,Burnley v Liverpool
Milos Kerkez,33/1,14/1,33/1,150/1,500/1,Burnley v Liverpool
Erling Haaland,3/1,3/4,3/1,18/5,12/1,Man City v Man Utd
Phil Foden,17/2,12/5,17/2,14/1,50/1,Man City v Man Utd
Oscar Bobb,9/1,29/10,9/1,16/1,66/1,Man City v Man Utd
Tijjani Reijnders,11/1,17/5,11/1,22/1,80/1,Man City v Man Utd
Jeremy Doku,11/1,17/5,11/1,22/1,80/1,Man City v Man Utd
Savinho,11/1,17/5,11/1,22/1,80/1,Man City v Man Utd
Josko Gvardiol,18/1,13/2,18/1,50/1,300/1,Man City v Man Utd
Bernardo Silva,16/1,11/2,16/1,40/1,250/1,Man City v Man Utd
Nico Gonzalez,18/1,6/1,18/1,40/1,300/1,Man City v Man Utd
Nico O'Reilly,18/1,6/1,18/1,40/1,300/1,Man City v Man Utd
Rodri,20/1,7/1,20/1,50/1,400/1,Man City v Man Utd
