player names,first score,anytime score,last score,two or more,hatrick,contest
Idrissa Gueye,33/1,14/1,33/1,150/1,500/1,Chelsea v Everton
Nathan Patterson,40/1,18/1,40/1,250/1,500/1,Chelsea v Everton
Vitaliy Mykolenko,40/1,22/1,40/1,300/1,500/1,Chelsea v Everton
Adam Aznou,40/1,22/1,40/1,300/1,500/1,Chelsea v Everton
Mohamed Salah,9/2,23/20,9/2,6/1,22/1,Liverpool v Brighton
Alexander Isak,23/5,6/5,23/5,6/1,22/1,Liverpool v Brighton
Hugo Ekitike,5/1,13/10,5/1,7/1,28/1,Liverpool v Brighton
Dominik Szoboszlai,13/2,7/4,13/2,10/1,40/1,Liverpool v Brighton
Federico Chiesa,15/2,9/4,15/2,12/1,50/1,Liverpool v Brighton
Florian Wirtz,8/1,12/5,8/1,14/1,50/1,Liverpool v Brighton
Alexis MacAllister,14/1,23/5,14/1,33/1,150/1,Liverpool v Brighton
Curtis Jones,14/1,24/5,14/1,33/1,200/1,Liverpool v Brighton
Virgil van Dijk,22/1,15/2,22/1,50/1,500/1,Liverpool v Brighton
Ryan Gravenberch,22/1,15/2,22/1,50/1,500/1,Liverpool v Brighton
Ibrahima Konate,25/1,10/1,25/1,66/1,500/1,Liverpool v Brighton
Milos Kerkez,25/1,10/1,25/1,66/1,500/1,Liverpool v Brighton
Andrew Robertson,28/1,12/1,28/1,100/1,500/1,Liverpool v Brighton
Joe Gomez,40/1,16/1,40/1,200/1,500/1,Liverpool v Brighton
Danny Welbeck,7/1,2/1,7/1,11/1,50/1,Liverpool v Brighton
Kaoru Mitoma,11/1,10/3,11/1,20/1,80/1,Liverpool v Brighton
Yankuba Minteh,12/1,4/1,12/1,28/1,100/1,Liverpool v Brighton
Georginio Rutter,12/1,4/1,12/1,28/1,100/1,Liverpool v Brighton
James Milner,16/1,11/2,16/1,40/1,250/1,Liverpool v Brighton
Diego Gomez,16/1,11/2,16/1,40/1,250/1,Liverpool v Brighton
Maxime De Cuyper,16/1,5/1,16/1,40/1,250/1,Liverpool v Brighton
Yasin Ayari,22/1,8/1,22/1,66/1,500/1,Liverpool v Brighton
Ferdi Kadioglu,20/1,7/1,20/1,50/1,400/1,Liverpool v Brighton
Mats Wieffer,28/1,11/1,28/1,80/1,500/1,Liverpool v Brighton
Carlos Baleba,28/1,12/1,28/1,100/1,500/1,Liverpool v Brighton
Lewis Dunk,33/1,12/1,33/1,100/1,500/1,Liverpool v Brighton
Jan Paul van Hecke,33/1,12/1,33/1,100/1,500/1,Liverpool v Brighton
Zian Flemming,7/1,12/5,7/1,14/1,50/1,Burnley v Fulham
Armando Broja,15/2,27/10,15/2,16/1,66/1,Burnley v Fulham
Lyle Foster,9/1,16/5,9/1,20/1,80/1,Burnley v Fulham
Jaidon Anthony,10/1,15/4,10/1,28/1,100/1,Burnley v Fulham
Jacob Bruun Larsen,11/1,4/1,11/1,28/1,100/1,Burnley v Fulham
Marcus Edwards,11/1,17/4,11/1,33/1,150/1,Burnley v Fulham
Loum Tchaouna,12/1,5/1,12/1,33/1,200/1,Burnley v Fulham
Mike Tresor,14/1,6/1,14/1,40/1,300/1,Burnley v Fulham
Lesley Ugochukwu,16/1,7/1,16/1,50/1,400/1,Burnley v Fulham
Oliver Sonne,22/1,9/1,22/1,66/1,500/1,Burnley v Fulham
Josh Laurent,22/1,9/1,22/1,66/1,500/1,Burnley v Fulham
Florentino Luis,28/1,12/1,28/1,100/1,500/1,Burnley v Fulham
Josh Cullen,28/1,12/1,28/1,100/1,500/1,Burnley v Fulham
Hjalmar Ekdal,33/1,16/1,33/1,200/1,500/1,Burnley v Fulham
Quilindschy Hartman,40/1,18/1,40/1,250/1,500/1,Burnley v Fulham
Maxime Esteve,40/1,22/1,40/1,300/1,500/1,Burnley v Fulham
Joe Worrall,40/1,22/1,40/1,300/1,500/1,Burnley v Fulham
Raul Jimenez,9/2,31/20,9/2,17/2,33/1,Burnley v Fulham
Jonah Kusi-Asare,6/1,21/10,6/1,12/1,50/1,Burnley v Fulham
Harry Wilson,8/1,29/10,8/1,16/1,66/1,Burnley v Fulham
Joshua King,9/1,10/3,9/1,20/1,80/1,Burnley v Fulham
Kevin,17/2,3/1,17/2,18/1,66/1,Burnley v Fulham
Emile Smith Rowe,17/2,3/1,17/2,18/1,66/1,Burnley v Fulham
Samuel Chukwueze,9/1,10/3,9/1,20/1,80/1,Burnley v Fulham
Alex Iwobi,12/1,9/2,12/1,33/1,150/1,Burnley v Fulham
Adama Traore,11/1,4/1,11/1,28/1,100/1,Burnley v Fulham
Ryan Sessegnon,11/1,4/1,11/1,28/1,100/1,Burnley v Fulham
Tom Cairney,14/1,6/1,14/1,40/1,300/1,Burnley v Fulham
Sasa Lukic,18/1,15/2,18/1,50/1,500/1,Burnley v Fulham
Issa Diop,25/1,10/1,25/1,80/1,500/1,Burnley v Fulham
Jorge Cuenca,25/1,11/1,25/1,100/1,500/1,Burnley v Fulham
Kenny Tete,28/1,12/1,28/1,100/1,500/1,Burnley v Fulham
Timothy Castagne,28/1,12/1,28/1,100/1,500/1,Burnley v Fulham
Sander Berge,28/1,12/1,28/1,100/1,500/1,Burnley v Fulham
Joachim Andersen,33/1,14/1,33/1,150/1,500/1,Burnley v Fulham
Calvin Bassey,33/1,14/1,33/1,150/1,500/1,Burnley v Fulham
Viktor Gyokeres,16/5,3/4,16/5,15/4,12/1,Arsenal v Wolves
Bukayo Saka,18/5,10/11,18/5,19/4,16/1,Arsenal v Wolves
Gabriel Jesus,17/4,11/10,17/4,11/2,20/1,Arsenal v Wolves
Eberechi Eze,9/2,23/20,9/2,6/1,22/1,Arsenal v Wolves
Gabriel Martinelli,24/5,5/4,24/5,13/2,25/1,Arsenal v Wolves
Leandro Trossard,24/5,5/4,24/5,13/2,25/1,Arsenal v Wolves
Noni Madueke,5/1,13/10,5/1,7/1,28/1,Arsenal v Wolves
Mikel Merino,5/1,29/20,5/1,8/1,33/1,Arsenal v Wolves
Ethan Nwaneri,7/1,2/1,7/1,11/1,50/1,Arsenal v Wolves
Martin Odegaard,8/1,12/5,8/1,14/1,50/1,Arsenal v Wolves
Declan Rice,9/1,13/5,9/1,16/1,66/1,Arsenal v Wolves
Christian Norgaard,14/1,9/2,14/1,33/1,150/1,Arsenal v Wolves
Martin Zubimendi,16/1,5/1,16/1,40/1,200/1,Arsenal v Wolves
Jurrien Timber,20/1,7/1,20/1,50/1,400/1,Arsenal v Wolves
Piero Hincapie,22/1,8/1,22/1,66/1,500/1,Arsenal v Wolves
Myles Lewis-Skelly,22/1,8/1,22/1,66/1,500/1,Arsenal v Wolves
Ben White,25/1,9/1,25/1,66/1,500/1,Arsenal v Wolves
William Saliba,18/1,13/2,18/1,50/1,300/1,Arsenal v Wolves
Jorgen Strand Larsen,14/1,17/4,14/1,33/1,150/1,Arsenal v Wolves
Tolu Arokodare,16/1,11/2,16/1,40/1,250/1,Arsenal v Wolves
Hwang Hee-chan,20/1,13/2,20/1,50/1,300/1,Arsenal v Wolves
Mateus Mane,20/1,13/2,20/1,50/1,400/1,Arsenal v Wolves
Jhon Arias,22/1,8/1,22/1,50/1,500/1,Arsenal v Wolves
Fernando Lopez,28/1,12/1,28/1,100/1,500/1,Arsenal v Wolves
Ladislav Krejci,33/1,12/1,33/1,100/1,500/1,Arsenal v Wolves
Jean-Ricner Bellegarde,33/1,12/1,33/1,100/1,500/1,Arsenal v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,150/1,500/1,Arsenal v Wolves
Ki-Jana Hoever,40/1,16/1,40/1,250/1,500/1,Arsenal v Wolves
Yerson Mosquera,40/1,20/1,40/1,300/1,500/1,Arsenal v Wolves
David Moller Wolfe,40/1,20/1,40/1,300/1,500/1,Arsenal v Wolves
Emmanuel Agbadou,50/1,25/1,50/1,300/1,500/1,Arsenal v Wolves
Toti Gomes,50/1,28/1,50/1,300/1,500/1,Arsenal v Wolves
Andre,50/1,28/1,50/1,300/1,500/1,Arsenal v Wolves
Hugo Bueno,50/1,28/1,50/1,300/1,500/1,Arsenal v Wolves
Joao Gomes,33/1,12/1,33/1,100/1,500/1,Arsenal v Wolves
Jean-Philippe Mateta,11/2,13/8,11/2,9/1,40/1,Crystal Palace v Man City
Eddie Nketiah,8/1,12/5,8/1,14/1,50/1,Crystal Palace v Man City
Christantus Uche,11/1,18/5,11/1,22/1,100/1,Crystal Palace v Man City
Romaine Esse,12/1,4/1,12/1,28/1,100/1,Crystal Palace v Man City
Yeremy Pino,14/1,23/5,14/1,33/1,150/1,Crystal Palace v Man City
Justin Devenny,14/1,5/1,14/1,33/1,200/1,Crystal Palace v Man City
Daniel Munoz,18/1,13/2,18/1,50/1,400/1,Crystal Palace v Man City
Daichi Kamada,20/1,7/1,20/1,50/1,400/1,Crystal Palace v Man City
Jefferson Lerma,28/1,11/1,28/1,80/1,500/1,Crystal Palace v Man City
Marc Guehi,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Man City
Maxence Lacroix,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Man City
Chris Richards,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man City
Tyrick Mitchell,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man City
Adam Wharton,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man City
Will Hughes,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man City
Borna Sosa,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man City
Jaydee Canvot,40/1,16/1,40/1,200/1,500/1,Crystal Palace v Man City
Nathaniel Clyne,50/1,25/1,50/1,300/1,500/1,Crystal Palace v Man City
Erling Haaland,11/4,8/11,11/4,7/2,12/1,Crystal Palace v Man City
Omar Marmoush,24/5,7/5,24/5,15/2,28/1,Crystal Palace v Man City
Phil Foden,9/1,29/10,9/1,16/1,66/1,Crystal Palace v Man City
Rayan Cherki,10/1,16/5,10/1,20/1,80/1,Crystal Palace v Man City
Oscar Bobb,10/1,16/5,10/1,20/1,80/1,Crystal Palace v Man City
Savinho,11/1,7/2,11/1,22/1,80/1,Crystal Palace v Man City
Tijjani Reijnders,12/1,15/4,12/1,28/1,100/1,Crystal Palace v Man City
Jeremy Doku,12/1,17/4,12/1,28/1,150/1,Crystal Palace v Man City
Nico O'Reilly,18/1,13/2,18/1,50/1,300/1,Crystal Palace v Man City
Rayan Ait-Nouri,20/1,15/2,20/1,50/1,500/1,Crystal Palace v Man City
Bernardo Silva,20/1,15/2,20/1,50/1,500/1,Crystal Palace v Man City
Nico Gonzalez,20/1,15/2,20/1,50/1,500/1,Crystal Palace v Man City
Josko Gvardiol,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Man City
Nathan Ake,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Man City
Matheus Nunes,28/1,11/1,28/1,80/1,500/1,Crystal Palace v Man City
Rico Lewis,28/1,11/1,28/1,80/1,500/1,Crystal Palace v Man City
Ruben Dias,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Man City
Abdukodir Khusanov,33/1,14/1,33/1,150/1,500/1,Crystal Palace v Man City
Igor Jesus,6/1,2/1,6/1,12/1,50/1,Nottingham Forest v Tottenham
Arnaud Kalimuendo,13/2,9/4,13/2,12/1,50/1,Nottingham Forest v Tottenham
Morgan Gibbs-White,8/1,11/4,8/1,16/1,66/1,Nottingham Forest v Tottenham
Omari Hutchinson,11/1,15/4,11/1,28/1,100/1,Nottingham Forest v Tottenham
Callum Hudson-Odoi,11/1,17/4,11/1,28/1,150/1,Nottingham Forest v Tottenham
James McAtee,11/1,15/4,11/1,28/1,100/1,Nottingham Forest v Tottenham
Dan Ndoye,12/1,23/5,12/1,33/1,150/1,Nottingham Forest v Tottenham
Nikola Milenkovic,20/1,17/2,20/1,66/1,500/1,Nottingham Forest v Tottenham
Elliot Anderson,20/1,17/2,20/1,66/1,500/1,Nottingham Forest v Tottenham
Nicolas Dominguez,18/1,15/2,18/1,50/1,500/1,Nottingham Forest v Tottenham
Nicolo Savona,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Tottenham
Neco Williams,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Tottenham
Ibrahim Sangare,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Tottenham
Murillo,28/1,14/1,28/1,150/1,500/1,Nottingham Forest v Tottenham
Morato,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Tottenham
Zach Abbott,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Tottenham
Douglas Luiz,18/1,15/2,18/1,50/1,500/1,Nottingham Forest v Tottenham
Oleksandr Zinchenko,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Tottenham
Richarlison,13/2,11/5,13/2,12/1,50/1,Nottingham Forest v Tottenham
Randal Kolo Muani,7/1,12/5,7/1,14/1,50/1,Nottingham Forest v Tottenham
Mathys Tel,7/1,12/5,7/1,14/1,50/1,Nottingham Forest v Tottenham
Brennan Johnson,9/1,3/1,9/1,18/1,66/1,Nottingham Forest v Tottenham
Mohammed Kudus,10/1,17/5,10/1,22/1,80/1,Nottingham Forest v Tottenham
Xavi Simons,10/1,17/5,10/1,22/1,80/1,Nottingham Forest v Tottenham
Wilson Odobert,11/1,4/1,11/1,28/1,100/1,Nottingham Forest v Tottenham
Pape Matar Sarr,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Tottenham
Cristian Romero,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Tottenham
Micky van de Ven,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Tottenham
Lucas Bergvall,18/1,7/1,18/1,50/1,400/1,Nottingham Forest v Tottenham
Joao Palhinha,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Tottenham
Pedro Porro,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Tottenham
Rodrigo Bentancur,25/1,10/1,25/1,66/1,500/1,Nottingham Forest v Tottenham
Djed Spence,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Tottenham
Kevin Danso,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Tottenham
Archie Gray,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Tottenham
Wilson Isidor,6/1,2/1,6/1,11/1,50/1,Sunderland v Newcastle
Brian Brobbey,7/1,23/10,7/1,14/1,50/1,Sunderland v Newcastle
Eliezer Mayenda,7/1,23/10,7/1,14/1,50/1,Sunderland v Newcastle
Bertrand Traore,10/1,7/2,10/1,22/1,100/1,Sunderland v Newcastle
Chemsdine Talbi,11/1,4/1,11/1,28/1,100/1,Sunderland v Newcastle
Enzo Le Fee,12/1,17/4,12/1,33/1,150/1,Sunderland v Newcastle
Simon Adingra,12/1,23/5,12/1,33/1,150/1,Sunderland v Newcastle
Chris Rigg,12/1,24/5,12/1,33/1,200/1,Sunderland v Newcastle
Daniel Ballard,18/1,7/1,18/1,50/1,400/1,Sunderland v Newcastle
Omar Alderete,22/1,9/1,22/1,66/1,500/1,Sunderland v Newcastle
Nordi Mukiele,22/1,9/1,22/1,66/1,500/1,Sunderland v Newcastle
Lutsharel Geertruida,25/1,10/1,25/1,66/1,500/1,Sunderland v Newcastle
Granit Xhaka,25/1,11/1,25/1,80/1,500/1,Sunderland v Newcastle
Trai Hume,28/1,12/1,28/1,100/1,500/1,Sunderland v Newcastle
Noah Sadiki,28/1,14/1,28/1,150/1,500/1,Sunderland v Newcastle
Reinildo Mandava,28/1,14/1,28/1,150/1,500/1,Sunderland v Newcastle
Dennis Cirkin,25/1,10/1,25/1,66/1,500/1,Sunderland v Newcastle
Nick Woltemade,23/5,6/4,23/5,17/2,33/1,Sunderland v Newcastle
Anthony Gordon,5/1,9/5,5/1,10/1,40/1,Sunderland v Newcastle
Harvey Barnes,13/2,9/4,13/2,12/1,50/1,Sunderland v Newcastle
Anthony Elanga,9/1,16/5,9/1,18/1,80/1,Sunderland v Newcastle
Jacob Murphy,10/1,7/2,10/1,22/1,80/1,Sunderland v Newcastle
Jacob Ramsey,12/1,17/4,12/1,28/1,150/1,Sunderland v Newcastle
Joelinton,16/1,6/1,16/1,40/1,300/1,Sunderland v Newcastle
Joe Willock,14/1,11/2,14/1,40/1,250/1,Sunderland v Newcastle
Sandro Tonali,16/1,7/1,16/1,50/1,400/1,Sunderland v Newcastle
Bruno Guimaraes,16/1,6/1,16/1,40/1,300/1,Sunderland v Newcastle
Lewis Miley,20/1,17/2,20/1,66/1,500/1,Sunderland v Newcastle
Dan Burn,22/1,10/1,22/1,66/1,500/1,Sunderland v Newcastle
Fabian Schar,25/1,11/1,25/1,80/1,500/1,Sunderland v Newcastle
Malick Thiaw,25/1,11/1,25/1,80/1,500/1,Sunderland v Newcastle
Lewis Hall,33/1,16/1,33/1,200/1,500/1,Sunderland v Newcastle
Tino Livramento,50/1,28/1,50/1,300/1,500/1,Sunderland v Newcastle
Jarrod Bowen,13/2,21/10,13/2,12/1,50/1,West Ham v Aston Villa
Callum Wilson,7/1,9/4,7/1,12/1,50/1,West Ham v Aston Villa
Niclas Fullkrug,17/2,11/4,17/2,16/1,66/1,West Ham v Aston Villa
Lucas Paqueta,9/1,16/5,9/1,20/1,80/1,West Ham v Aston Villa
Tomas Soucek,12/1,4/1,12/1,28/1,100/1,West Ham v Aston Villa
Crysencio Summerville,12/1,24/5,12/1,33/1,200/1,West Ham v Aston Villa
Luis Guilherme,14/1,5/1,14/1,33/1,200/1,West Ham v Aston Villa
Mateus Fernandes,20/1,15/2,20/1,50/1,500/1,West Ham v Aston Villa
Andy Irving,18/1,7/1,18/1,50/1,400/1,West Ham v Aston Villa
El Hadji Malick Diouf,22/1,9/1,22/1,66/1,500/1,West Ham v Aston Villa
Konstantinos Mavropanos,28/1,12/1,28/1,100/1,500/1,West Ham v Aston Villa
Freddie Potts,28/1,12/1,28/1,100/1,500/1,West Ham v Aston Villa
Max Kilman,33/1,14/1,33/1,150/1,500/1,West Ham v Aston Villa
Guido Rodriguez,33/1,14/1,33/1,150/1,500/1,West Ham v Aston Villa
Aaron Wan-Bissaka,40/1,16/1,40/1,250/1,500/1,West Ham v Aston Villa
Kyle Walker-Peters,40/1,16/1,40/1,250/1,500/1,West Ham v Aston Villa
Soungoutou Magassa,40/1,16/1,40/1,250/1,500/1,West Ham v Aston Villa
Jean-Clair Todibo,40/1,20/1,40/1,300/1,500/1,West Ham v Aston Villa
Igor Julio,40/1,20/1,40/1,300/1,500/1,West Ham v Aston Villa
Ollie Watkins,9/2,7/5,9/2,15/2,28/1,West Ham v Aston Villa
Donyell Malen,5/1,31/20,5/1,17/2,33/1,West Ham v Aston Villa
Evann Guessand,7/1,9/4,7/1,12/1,50/1,West Ham v Aston Villa
Morgan Rogers,15/2,5/2,15/2,14/1,66/1,West Ham v Aston Villa
Harvey Elliott,17/2,29/10,17/2,18/1,66/1,West Ham v Aston Villa
John McGinn,9/1,16/5,9/1,20/1,80/1,West Ham v Aston Villa
Emiliano Buendia,9/1,16/5,9/1,18/1,80/1,West Ham v Aston Villa
Jadon Sancho,10/1,18/5,10/1,25/1,100/1,West Ham v Aston Villa
Youri Tielemans,12/1,23/5,12/1,33/1,150/1,West Ham v Aston Villa
Amadou Onana,18/1,13/2,18/1,50/1,400/1,West Ham v Aston Villa
Matty Cash,22/1,9/1,22/1,66/1,500/1,West Ham v Aston Villa
Ian Maatsen,22/1,9/1,22/1,66/1,500/1,West Ham v Aston Villa
Pau Torres,28/1,12/1,28/1,100/1,500/1,West Ham v Aston Villa
Ezri Konsa,33/1,14/1,33/1,150/1,500/1,West Ham v Aston Villa
Andres Garcia,33/1,14/1,33/1,150/1,500/1,West Ham v Aston Villa
Boubacar Kamara,33/1,14/1,33/1,150/1,500/1,West Ham v Aston Villa
Victor Lindelof,33/1,16/1,33/1,200/1,500/1,West Ham v Aston Villa
Lucas Digne,33/1,16/1,33/1,200/1,500/1,West Ham v Aston Villa
Lamare Bogarde,33/1,16/1,33/1,200/1,500/1,West Ham v Aston Villa
Igor Thiago,18/5,11/10,18/5,11/2,20/1,Brentford v Leeds
Dango Ouattara,6/1,2/1,6/1,12/1,50/1,Brentford v Leeds
Keane Lewis-Potter,9/1,3/1,9/1,18/1,66/1,Brentford v Leeds
Mikkel Damsgaard,14/1,11/2,14/1,40/1,250/1,Brentford v Leeds
Mathias Jensen,16/1,6/1,16/1,50/1,300/1,Brentford v Leeds
Yehor Yarmolyuk,22/1,9/1,22/1,66/1,500/1,Brentford v Leeds
Sepp van den Berg,25/1,10/1,25/1,66/1,500/1,Brentford v Leeds
Nathan Collins,25/1,10/1,25/1,66/1,500/1,Brentford v Leeds
Ethan Pinnock,25/1,10/1,25/1,66/1,500/1,Brentford v Leeds
Vitaly Janelt,25/1,11/1,25/1,80/1,500/1,Brentford v Leeds
Kristoffer Ajer,28/1,12/1,28/1,100/1,500/1,Brentford v Leeds
Jordan Henderson,28/1,12/1,28/1,100/1,500/1,Brentford v Leeds
Aaron Hickey,33/1,14/1,33/1,150/1,500/1,Brentford v Leeds
Michael Kayode,33/1,16/1,33/1,200/1,500/1,Brentford v Leeds
Rico Henry,33/1,16/1,33/1,200/1,500/1,Brentford v Leeds
Reiss Nelson,8/1,27/10,8/1,16/1,66/1,Brentford v Leeds
Dominic Calvert-Lewin,11/2,7/4,11/2,10/1,40/1,Brentford v Leeds
Joel Piroe,13/2,9/4,13/2,12/1,50/1,Brentford v Leeds
Lukas Nmecha,13/2,9/4,13/2,12/1,50/1,Brentford v Leeds
Noah Okafor,10/1,10/3,10/1,20/1,80/1,Brentford v Leeds
Wilfried Gnonto,11/1,15/4,11/1,28/1,100/1,Brentford v Leeds
Brenden Aaronson,12/1,19/4,12/1,33/1,150/1,Brentford v Leeds
Anton Stach,16/1,13/2,16/1,50/1,300/1,Brentford v Leeds
Ao Tanaka,16/1,13/2,16/1,50/1,300/1,Brentford v Leeds
Jayden Bogle,22/1,9/1,22/1,66/1,500/1,Brentford v Leeds
Pascal Struijk,25/1,10/1,25/1,80/1,500/1,Brentford v Leeds
James Justin,25/1,10/1,25/1,80/1,500/1,Brentford v Leeds
Joe Rodon,28/1,12/1,28/1,100/1,500/1,Brentford v Leeds
Jaka Bijol,28/1,12/1,28/1,100/1,500/1,Brentford v Leeds
Gabriel Gudmondsson,28/1,12/1,28/1,100/1,500/1,Brentford v Leeds
Ilia Gruev,33/1,16/1,33/1,200/1,500/1,Brentford v Leeds
Ethan Ampadu,40/1,16/1,40/1,250/1,500/1,Brentford v Leeds
Bryan Mbeumo,11/2,31/20,11/2,17/2,33/1,Man Utd v Bournemouth
Matheus Cunha,6/1,7/4,6/1,9/1,40/1,Man Utd v Bournemouth
Bruno Fernandes,7/1,2/1,7/1,11/1,50/1,Man Utd v Bournemouth
Benjamin Sesko,6/1,7/4,6/1,9/1,40/1,Man Utd v Bournemouth
Joshua Zirkzee,7/1,2/1,7/1,11/1,50/1,Man Utd v Bournemouth
Mason Mount,9/1,13/5,9/1,14/1,66/1,Man Utd v Bournemouth
Amad Diallo,12/1,18/5,12/1,25/1,100/1,Man Utd v Bournemouth
Casemiro,14/1,23/5,14/1,33/1,150/1,Man Utd v Bournemouth
Matthijs de Ligt,20/1,13/2,20/1,50/1,400/1,Man Utd v Bournemouth
Harry Maguire,18/1,11/2,18/1,40/1,300/1,Man Utd v Bournemouth
Kobbie Mainoo,18/1,11/2,18/1,40/1,300/1,Man Utd v Bournemouth
Diogo Dalot,22/1,8/1,22/1,66/1,500/1,Man Utd v Bournemouth
Patrick Dorgu,22/1,8/1,22/1,66/1,500/1,Man Utd v Bournemouth
Leny Yoro,25/1,10/1,25/1,80/1,500/1,Man Utd v Bournemouth
Lisandro Martinez,28/1,11/1,28/1,100/1,500/1,Man Utd v Bournemouth
Manuel Ugarte,28/1,11/1,28/1,100/1,500/1,Man Utd v Bournemouth
Ayden Heaven,25/1,10/1,25/1,80/1,500/1,Man Utd v Bournemouth
Noussair Mazraoui,33/1,12/1,33/1,150/1,500/1,Man Utd v Bournemouth
Luke Shaw,66/1,40/1,66/1,300/1,500/1,Man Utd v Bournemouth
Antoine Semenyo,8/1,23/10,8/1,12/1,50/1,Man Utd v Bournemouth
Evanilson,15/2,21/10,15/2,12/1,50/1,Man Utd v Bournemouth
Eli Junior Kroupi,15/2,21/10,15/2,12/1,50/1,Man Utd v Bournemouth
Enes Unal,15/2,21/10,15/2,12/1,50/1,Man Utd v Bournemouth
Justin Kluivert,9/1,14/5,9/1,16/1,66/1,Man Utd v Bournemouth
Amine Adli,11/1,18/5,11/1,25/1,100/1,Man Utd v Bournemouth
Marcus Tavernier,12/1,15/4,12/1,28/1,100/1,Man Utd v Bournemouth
David Brooks,16/1,5/1,16/1,40/1,200/1,Man Utd v Bournemouth
Alex Jimenez,20/1,13/2,20/1,50/1,400/1,Man Utd v Bournemouth
Bafode Diakite,25/1,9/1,25/1,66/1,500/1,Man Utd v Bournemouth
Marcos Senesi,28/1,11/1,28/1,100/1,500/1,Man Utd v Bournemouth
Alex Scott,25/1,9/1,25/1,66/1,500/1,Man Utd v Bournemouth
Adrien Truffert,33/1,12/1,33/1,150/1,500/1,Man Utd v Bournemouth
Tyler Adams,33/1,12/1,33/1,150/1,500/1,Man Utd v Bournemouth
Veljko Milosavljevic,33/1,12/1,33/1,150/1,500/1,Man Utd v Bournemouth
