player names,first score,anytime score,last score,two or more,hatrick,contest
Mateus Fernandes,18/1,13/2,18/1,50/1,400/1,Wolves v West Ham
Konstantinos Mavropanos,25/1,10/1,25/1,66/1,500/1,Wolves v West Ham
Freddie Potts,28/1,12/1,28/1,100/1,500/1,Wolves v West Ham
Kyle Walker-Peters,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Max Kilman,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Oliver Scarles,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Soungoutou Magassa,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Jean-Clair Todibo,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Igor Julio,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Guido Rodriguez,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Antoine Semenyo,10/1,16/5,10/1,20/1,80/1,Bournemouth v Arsenal
Evanilson,11/1,7/2,11/1,22/1,80/1,Bournemouth v Arsenal
Enes Unal,11/1,7/2,11/1,22/1,80/1,Bournemouth v Arsenal
Eli Junior Kroupi,11/1,7/2,11/1,22/1,80/1,Bournemouth v Arsenal
Justin Kluivert,12/1,17/4,12/1,33/1,150/1,Bournemouth v Arsenal
David Brooks,14/1,24/5,14/1,33/1,200/1,Bournemouth v Arsenal
Amine Adli,14/1,5/1,14/1,40/1,250/1,Bournemouth v Arsenal
Marcus Tavernier,16/1,6/1,16/1,40/1,300/1,Bournemouth v Arsenal
Alex Scott,28/1,12/1,28/1,100/1,500/1,Bournemouth v Arsenal
Marcos Senesi,40/1,16/1,40/1,250/1,500/1,Bournemouth v Arsenal
Alex Jimenez,40/1,20/1,40/1,300/1,500/1,Bournemouth v Arsenal
James Hill,40/1,20/1,40/1,300/1,500/1,Bournemouth v Arsenal
Adrien Truffert,40/1,20/1,40/1,300/1,500/1,Bournemouth v Arsenal
Bafode Diakite,50/1,25/1,50/1,300/1,500/1,Bournemouth v Arsenal
Adam Smith,66/1,40/1,66/1,300/1,500/1,Bournemouth v Arsenal
Viktor Gyokeres,9/2,5/4,9/2,13/2,25/1,Bournemouth v Arsenal
Bukayo Saka,11/2,13/8,11/2,9/1,33/1,Bournemouth v Arsenal
Gabriel Jesus,5/1,7/5,5/1,15/2,33/1,Bournemouth v Arsenal
Kai Havertz,5/1,6/4,5/1,17/2,33/1,Bournemouth v Arsenal
Leandro Trossard,6/1,15/8,6/1,10/1,40/1,Bournemouth v Arsenal
Gabriel Martinelli,6/1,15/8,6/1,10/1,40/1,Bournemouth v Arsenal
Noni Madueke,6/1,15/8,6/1,10/1,40/1,Bournemouth v Arsenal
Eberechi Eze,15/2,9/4,15/2,12/1,50/1,Bournemouth v Arsenal
Mikel Merino,8/1,12/5,8/1,14/1,50/1,Bournemouth v Arsenal
Martin Odegaard,11/1,7/2,11/1,22/1,80/1,Bournemouth v Arsenal
Declan Rice,14/1,9/2,14/1,33/1,150/1,Bournemouth v Arsenal
Gabriel Magalhaes,16/1,11/2,16/1,40/1,250/1,Bournemouth v Arsenal
Martin Zubimendi,18/1,13/2,18/1,50/1,300/1,Bournemouth v Arsenal
Christian Norgaard,18/1,13/2,18/1,50/1,300/1,Bournemouth v Arsenal
Jurrien Timber,18/1,13/2,18/1,50/1,300/1,Bournemouth v Arsenal
Myles Lewis-Skelly,33/1,12/1,33/1,100/1,500/1,Bournemouth v Arsenal
Ben White,28/1,11/1,28/1,80/1,500/1,Bournemouth v Arsenal
William Saliba,33/1,12/1,33/1,100/1,500/1,Bournemouth v Arsenal
Dominic Calvert-Lewin,9/2,13/10,9/2,7/1,28/1,Leeds v Man Utd
Lukas Nmecha,11/2,13/8,11/2,9/1,40/1,Leeds v Man Utd
Joel Piroe,6/1,19/10,6/1,11/1,50/1,Leeds v Man Utd
Noah Okafor,8/1,13/5,8/1,16/1,66/1,Leeds v Man Utd
Wilfried Gnonto,10/1,10/3,10/1,20/1,80/1,Leeds v Man Utd
Brenden Aaronson,12/1,17/4,12/1,33/1,150/1,Leeds v Man Utd
Jack Harrison,12/1,17/4,12/1,33/1,150/1,Leeds v Man Utd
Anton Stach,16/1,13/2,16/1,50/1,300/1,Leeds v Man Utd
Pascal Struijk,20/1,8/1,20/1,66/1,500/1,Leeds v Man Utd
Jayden Bogle,20/1,8/1,20/1,66/1,500/1,Leeds v Man Utd
Ao Tanaka,18/1,7/1,18/1,50/1,400/1,Leeds v Man Utd
Jaka Bijol,28/1,11/1,28/1,80/1,500/1,Leeds v Man Utd
Gabriel Gudmondsson,33/1,12/1,33/1,100/1,500/1,Leeds v Man Utd
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Leeds v Man Utd
Sebastiaan Bornauw,22/1,17/2,22/1,66/1,500/1,Leeds v Man Utd
James Justin,22/1,9/1,22/1,66/1,500/1,Leeds v Man Utd
Sam Byram,33/1,12/1,33/1,100/1,500/1,Leeds v Man Utd
Matheus Cunha,11/2,7/4,11/2,10/1,40/1,Leeds v Man Utd
Benjamin Sesko,6/1,19/10,6/1,11/1,40/1,Leeds v Man Utd
Joshua Zirkzee,8/1,5/2,8/1,14/1,66/1,Leeds v Man Utd
Mason Mount,10/1,16/5,10/1,20/1,80/1,Leeds v Man Utd
Jack Fletcher,14/1,5/1,14/1,40/1,200/1,Leeds v Man Utd
Casemiro,16/1,6/1,16/1,50/1,300/1,Leeds v Man Utd
Patrick Dorgu,16/1,6/1,16/1,50/1,300/1,Leeds v Man Utd
Matthijs de Ligt,25/1,10/1,25/1,66/1,500/1,Leeds v Man Utd
Diogo Dalot,28/1,11/1,28/1,80/1,500/1,Leeds v Man Utd
Lisandro Martinez,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Leny Yoro,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Ayden Heaven,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Manuel Ugarte,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Tyrell Malacia,33/1,14/1,33/1,150/1,500/1,Leeds v Man Utd
Tyler Fredricson,33/1,14/1,33/1,150/1,500/1,Leeds v Man Utd
Luke Shaw,50/1,28/1,50/1,300/1,500/1,Leeds v Man Utd
Kobbie Mainoo,16/1,6/1,16/1,50/1,300/1,Leeds v Man Utd
Thierno Barry,15/4,13/10,15/4,7/1,28/1,Everton v Brentford
Beto,23/5,31/20,23/5,17/2,33/1,Everton v Brentford
Carlos Alcaraz,7/1,13/5,7/1,14/1,66/1,Everton v Brentford
Tyler Dibling,10/1,15/4,10/1,25/1,100/1,Everton v Brentford
Jack Grealish,10/1,15/4,10/1,25/1,100/1,Everton v Brentford
Kiernan Dewsbury-Hall,12/1,23/5,12/1,33/1,150/1,Everton v Brentford
Merlin Rohl,11/1,17/4,11/1,33/1,150/1,Everton v Brentford
Dwight McNeil,16/1,7/1,16/1,50/1,400/1,Everton v Brentford
Michael Keane,18/1,8/1,18/1,50/1,500/1,Everton v Brentford
Jake O'Brien,20/1,17/2,20/1,66/1,500/1,Everton v Brentford
James Garner,22/1,9/1,22/1,66/1,500/1,Everton v Brentford
James Tarkowski,25/1,11/1,25/1,80/1,500/1,Everton v Brentford
Tim Iroegbunam,22/1,10/1,22/1,80/1,500/1,Everton v Brentford
Adam Aznou,25/1,10/1,25/1,80/1,500/1,Everton v Brentford
Nathan Patterson,40/1,18/1,40/1,300/1,500/1,Everton v Brentford
Vitaliy Mykolenko,50/1,28/1,50/1,300/1,500/1,Everton v Brentford
Harrison Armstrong,28/1,12/1,28/1,100/1,500/1,Everton v Brentford
Igor Thiago,17/4,29/20,17/4,8/1,33/1,Everton v Brentford
Kevin Schade,8/1,29/10,8/1,16/1,66/1,Everton v Brentford
Keane Lewis-Potter,11/1,17/4,11/1,28/1,150/1,Everton v Brentford
Reiss Nelson,12/1,17/4,12/1,33/1,150/1,Everton v Brentford
Sepp van den Berg,20/1,17/2,20/1,66/1,500/1,Everton v Brentford
Mikkel Damsgaard,20/1,17/2,20/1,66/1,500/1,Everton v Brentford
Mathias Jensen,22/1,9/1,22/1,66/1,500/1,Everton v Brentford
Nathan Collins,25/1,11/1,25/1,80/1,500/1,Everton v Brentford
Vitaly Janelt,28/1,14/1,28/1,150/1,500/1,Everton v Brentford
Ethan Pinnock,33/1,14/1,33/1,150/1,500/1,Everton v Brentford
Kristoffer Ajer,33/1,14/1,33/1,150/1,500/1,Everton v Brentford
Aaron Hickey,33/1,16/1,33/1,200/1,500/1,Everton v Brentford
Michael Kayode,40/1,20/1,40/1,300/1,500/1,Everton v Brentford
Rico Henry,40/1,18/1,40/1,250/1,500/1,Everton v Brentford
Yehor Yarmolyuk,33/1,16/1,33/1,200/1,500/1,Everton v Brentford
Jordan Henderson,40/1,22/1,40/1,300/1,500/1,Everton v Brentford
Ollie Watkins,23/5,29/20,23/5,8/1,33/1,Aston Villa v Nottingham Forest
Morgan Rogers,13/2,9/4,13/2,12/1,50/1,Aston Villa v Nottingham Forest
Emiliano Buendia,9/1,3/1,9/1,18/1,66/1,Aston Villa v Nottingham Forest
John McGinn,10/1,17/5,10/1,22/1,80/1,Aston Villa v Nottingham Forest
Youri Tielemans,14/1,11/2,14/1,40/1,250/1,Aston Villa v Nottingham Forest
Matty Cash,20/1,8/1,20/1,50/1,500/1,Aston Villa v Nottingham Forest
Ian Maatsen,25/1,10/1,25/1,80/1,500/1,Aston Villa v Nottingham Forest
Ezri Konsa,28/1,12/1,28/1,100/1,500/1,Aston Villa v Nottingham Forest
Boubacar Kamara,28/1,12/1,28/1,100/1,500/1,Aston Villa v Nottingham Forest
Victor Lindelof,33/1,16/1,33/1,200/1,500/1,Aston Villa v Nottingham Forest
Igor Jesus,7/1,12/5,7/1,14/1,50/1,Aston Villa v Nottingham Forest
Morgan Gibbs-White,12/1,4/1,12/1,28/1,100/1,Aston Villa v Nottingham Forest
Omari Hutchinson,16/1,6/1,16/1,40/1,300/1,Aston Villa v Nottingham Forest
Elliot Anderson,14/1,11/2,14/1,40/1,250/1,Aston Villa v Nottingham Forest
Nikola Milenkovic,28/1,11/1,28/1,80/1,500/1,Aston Villa v Nottingham Forest
Nicolas Dominguez,28/1,11/1,28/1,80/1,500/1,Aston Villa v Nottingham Forest
Murillo,33/1,14/1,33/1,200/1,500/1,Aston Villa v Nottingham Forest
Neco Williams,33/1,14/1,33/1,200/1,500/1,Aston Villa v Nottingham Forest
Dilane Bakwa,14/1,5/1,14/1,40/1,250/1,Aston Villa v Nottingham Forest
Ola Aina,40/1,16/1,40/1,250/1,500/1,Aston Villa v Nottingham Forest
Danny Welbeck,15/4,21/20,15/4,11/2,18/1,Brighton v Burnley
Georginio Rutter,5/1,29/20,5/1,8/1,33/1,Brighton v Burnley
Kaoru Mitoma,6/1,9/5,6/1,10/1,40/1,Brighton v Burnley
Diego Gomez,7/1,11/5,7/1,12/1,50/1,Brighton v Burnley
Yankuba Minteh,15/2,23/10,15/2,14/1,50/1,Brighton v Burnley
Brajan Gruda,15/2,23/10,15/2,14/1,50/1,Brighton v Burnley
Maxime De Cuyper,10/1,3/1,10/1,18/1,80/1,Brighton v Burnley
James Milner,9/1,29/10,9/1,16/1,66/1,Brighton v Burnley
Yasin Ayari,14/1,23/5,14/1,33/1,150/1,Brighton v Burnley
Jack Hinshelwood,11/1,7/2,11/1,22/1,80/1,Brighton v Burnley
Jan Paul van Hecke,18/1,13/2,18/1,50/1,400/1,Brighton v Burnley
Lewis Dunk,20/1,7/1,20/1,50/1,500/1,Brighton v Burnley
Ferdi Kadioglu,16/1,11/2,16/1,40/1,250/1,Brighton v Burnley
Joel Veltman,22/1,8/1,22/1,50/1,500/1,Brighton v Burnley
Olivier Boscagli,22/1,8/1,22/1,50/1,500/1,Brighton v Burnley
Diego Coppola,22/1,8/1,22/1,50/1,500/1,Brighton v Burnley
Armando Broja,17/2,13/5,17/2,14/1,66/1,Brighton v Burnley
Zian Flemming,17/2,13/5,17/2,14/1,66/1,Brighton v Burnley
Marcus Edwards,12/1,17/4,12/1,33/1,150/1,Brighton v Burnley
Jaidon Anthony,12/1,17/4,12/1,33/1,150/1,Brighton v Burnley
Lesley Ugochukwu,16/1,11/2,16/1,40/1,250/1,Brighton v Burnley
Loum Tchaouna,16/1,6/1,16/1,40/1,300/1,Brighton v Burnley
Jacob Bruun Larsen,16/1,11/2,16/1,40/1,250/1,Brighton v Burnley
Josh Laurent,33/1,12/1,33/1,100/1,500/1,Brighton v Burnley
Florentino Luis,33/1,12/1,33/1,100/1,500/1,Brighton v Burnley
Bashir Humphreys,40/1,16/1,40/1,250/1,500/1,Brighton v Burnley
Hjalmar Ekdal,40/1,18/1,40/1,250/1,500/1,Brighton v Burnley
Lucas Pires,40/1,18/1,40/1,250/1,500/1,Brighton v Burnley
Kyle Walker,50/1,25/1,50/1,300/1,500/1,Brighton v Burnley
Jorgen Strand Larsen,24/5,13/8,24/5,9/1,40/1,Wolves v West Ham
Tolu Arokodare,6/1,21/10,13/2,12/1,50/1,Wolves v West Ham
Hwang Hee-chan,13/2,23/10,7/1,14/1,66/1,Wolves v West Ham
Mateus Mane,17/2,3/1,9/1,22/1,80/1,Wolves v West Ham
Fernando Lopez,11/1,4/1,11/1,28/1,100/1,Wolves v West Ham
Jhon Arias,9/1,17/5,12/1,33/1,150/1,Wolves v West Ham
Ladislav Krejci,20/1,17/2,20/1,66/1,500/1,Wolves v West Ham
Joao Gomes,20/1,17/2,20/1,66/1,500/1,Wolves v West Ham
Yerson Mosquera,22/1,10/1,22/1,66/1,500/1,Wolves v West Ham
Matt Doherty,25/1,11/1,25/1,100/1,500/1,Wolves v West Ham
Jackson Tchatchoua,25/1,11/1,25/1,100/1,500/1,Wolves v West Ham
Hugo Bueno,28/1,14/1,28/1,150/1,500/1,Wolves v West Ham
Santiago Bueno,28/1,14/1,28/1,150/1,500/1,Wolves v West Ham
David Moller Wolfe,28/1,14/1,28/1,150/1,500/1,Wolves v West Ham
Andre,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Callum Wilson,11/2,19/10,11/2,11/1,40/1,Wolves v West Ham
Jarrod Bowen,13/2,9/4,7/1,14/1,50/1,Wolves v West Ham
Lucas Paqueta,17/2,3/1,17/2,18/1,66/1,Wolves v West Ham
Crysencio Summerville,10/1,15/4,10/1,25/1,100/1,Wolves v West Ham
Tomas Soucek,10/1,15/4,10/1,25/1,100/1,Wolves v West Ham
Mateus Fernandes,18/1,7/1,18/1,50/1,400/1,Wolves v West Ham
Konstantinos Mavropanos,25/1,10/1,25/1,80/1,500/1,Wolves v West Ham
Freddie Potts,28/1,12/1,28/1,100/1,500/1,Wolves v West Ham
Kyle Walker-Peters,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Max Kilman,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Oliver Scarles,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Soungoutou Magassa,33/1,14/1,33/1,150/1,500/1,Wolves v West Ham
Jean-Clair Todibo,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Igor Julio,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Guido Rodriguez,40/1,18/1,40/1,250/1,500/1,Wolves v West Ham
Antoine Semenyo,10/1,16/5,10/1,18/1,80/1,Bournemouth v Arsenal
Evanilson,11/1,17/5,11/1,22/1,80/1,Bournemouth v Arsenal
Enes Unal,11/1,17/5,11/1,22/1,80/1,Bournemouth v Arsenal
Eli Junior Kroupi,11/1,17/5,11/1,22/1,80/1,Bournemouth v Arsenal
Justin Kluivert,12/1,17/4,12/1,33/1,150/1,Bournemouth v Arsenal
David Brooks,14/1,24/5,14/1,33/1,200/1,Bournemouth v Arsenal
Amine Adli,14/1,5/1,14/1,40/1,200/1,Bournemouth v Arsenal
Marcus Tavernier,16/1,6/1,16/1,40/1,300/1,Bournemouth v Arsenal
Alex Scott,28/1,12/1,28/1,100/1,500/1,Bournemouth v Arsenal
Marcos Senesi,40/1,16/1,40/1,250/1,500/1,Bournemouth v Arsenal
Alex Jimenez,40/1,20/1,40/1,300/1,500/1,Bournemouth v Arsenal
James Hill,40/1,20/1,40/1,300/1,500/1,Bournemouth v Arsenal
Adrien Truffert,40/1,20/1,40/1,300/1,500/1,Bournemouth v Arsenal
Bafode Diakite,50/1,25/1,50/1,300/1,500/1,Bournemouth v Arsenal
Adam Smith,66/1,40/1,66/1,300/1,500/1,Bournemouth v Arsenal
Viktor Gyokeres,9/2,6/5,9/2,13/2,25/1,Bournemouth v Arsenal
Bukayo Saka,11/2,8/5,11/2,9/1,33/1,Bournemouth v Arsenal
Gabriel Jesus,5/1,11/8,5/1,15/2,28/1,Bournemouth v Arsenal
Kai Havertz,5/1,6/4,5/1,8/1,33/1,Bournemouth v Arsenal
Leandro Trossard,6/1,9/5,6/1,10/1,40/1,Bournemouth v Arsenal
Gabriel Martinelli,6/1,9/5,6/1,10/1,40/1,Bournemouth v Arsenal
Noni Madueke,6/1,9/5,6/1,10/1,40/1,Bournemouth v Arsenal
Eberechi Eze,15/2,11/5,15/2,12/1,50/1,Bournemouth v Arsenal
Mikel Merino,8/1,12/5,8/1,14/1,50/1,Bournemouth v Arsenal
Martin Odegaard,11/1,17/5,11/1,22/1,80/1,Bournemouth v Arsenal
Declan Rice,12/1,17/4,12/1,33/1,150/1,Bournemouth v Arsenal
Gabriel Magalhaes,16/1,11/2,16/1,40/1,250/1,Bournemouth v Arsenal
Martin Zubimendi,18/1,13/2,18/1,50/1,300/1,Bournemouth v Arsenal
Christian Norgaard,18/1,13/2,18/1,50/1,300/1,Bournemouth v Arsenal
Jurrien Timber,18/1,13/2,18/1,50/1,300/1,Bournemouth v Arsenal
Myles Lewis-Skelly,33/1,12/1,33/1,100/1,500/1,Bournemouth v Arsenal
Ben White,28/1,11/1,28/1,80/1,500/1,Bournemouth v Arsenal
William Saliba,33/1,12/1,33/1,100/1,500/1,Bournemouth v Arsenal
Dominic Calvert-Lewin,17/4,5/4,17/4,13/2,25/1,Leeds v Man Utd
Lukas Nmecha,5/1,31/20,5/1,9/1,33/1,Leeds v Man Utd
Joel Piroe,6/1,15/8,6/1,11/1,40/1,Leeds v Man Utd
Noah Okafor,8/1,5/2,8/1,14/1,50/1,Leeds v Man Utd
Wilfried Gnonto,9/1,16/5,9/1,18/1,80/1,Leeds v Man Utd
Brenden Aaronson,12/1,17/4,12/1,28/1,150/1,Leeds v Man Utd
Jack Harrison,12/1,17/4,12/1,28/1,150/1,Leeds v Man Utd
Anton Stach,16/1,6/1,16/1,40/1,300/1,Leeds v Man Utd
Pascal Struijk,20/1,8/1,20/1,50/1,500/1,Leeds v Man Utd
Jayden Bogle,20/1,8/1,20/1,50/1,500/1,Leeds v Man Utd
Ao Tanaka,18/1,7/1,18/1,50/1,400/1,Leeds v Man Utd
Jaka Bijol,22/1,9/1,22/1,66/1,500/1,Leeds v Man Utd
Gabriel Gudmondsson,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Leeds v Man Utd
Sebastiaan Bornauw,22/1,17/2,22/1,66/1,500/1,Leeds v Man Utd
James Justin,22/1,9/1,22/1,66/1,500/1,Leeds v Man Utd
Sam Byram,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Matheus Cunha,11/2,9/5,11/2,10/1,40/1,Leeds v Man Utd
Benjamin Sesko,6/1,19/10,6/1,11/1,50/1,Leeds v Man Utd
Joshua Zirkzee,8/1,13/5,8/1,16/1,66/1,Leeds v Man Utd
Mason Mount,10/1,10/3,10/1,20/1,80/1,Leeds v Man Utd
Jack Fletcher,14/1,5/1,14/1,40/1,200/1,Leeds v Man Utd
Casemiro,16/1,13/2,16/1,50/1,300/1,Leeds v Man Utd
Patrick Dorgu,16/1,13/2,16/1,50/1,300/1,Leeds v Man Utd
Matthijs de Ligt,25/1,10/1,25/1,80/1,500/1,Leeds v Man Utd
Diogo Dalot,28/1,11/1,28/1,80/1,500/1,Leeds v Man Utd
Lisandro Martinez,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Leny Yoro,28/1,12/1,28/1,100/1,500/1,Leeds v Man Utd
Ayden Heaven,33/1,12/1,33/1,100/1,500/1,Leeds v Man Utd
Manuel Ugarte,33/1,12/1,33/1,100/1,500/1,Leeds v Man Utd
Tyrell Malacia,33/1,14/1,33/1,150/1,500/1,Leeds v Man Utd
Tyler Fredricson,33/1,14/1,33/1,150/1,500/1,Leeds v Man Utd
Luke Shaw,50/1,28/1,50/1,300/1,500/1,Leeds v Man Utd
Kobbie Mainoo,16/1,13/2,16/1,50/1,300/1,Leeds v Man Utd
Thierno Barry,15/4,13/10,15/4,7/1,28/1,Everton v Brentford
Beto,9/2,31/20,9/2,17/2,33/1,Everton v Brentford
Carlos Alcaraz,7/1,13/5,7/1,14/1,66/1,Everton v Brentford
Tyler Dibling,10/1,18/5,10/1,25/1,100/1,Everton v Brentford
Jack Grealish,10/1,18/5,10/1,25/1,100/1,Everton v Brentford
Kiernan Dewsbury-Hall,12/1,23/5,12/1,33/1,150/1,Everton v Brentford
Merlin Rohl,11/1,17/4,11/1,28/1,150/1,Everton v Brentford
Dwight McNeil,16/1,7/1,16/1,50/1,400/1,Everton v Brentford
