player names,first score,anytime score,last score,two or more,hatrick,contest
Romeo Lavia,25/1,10/1,25/1,66/1,500/1,Nottingham Forest v Chelsea
Benoit Badiashile,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Chelsea
Jorrel Hato,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Chelsea
Malo Gusto,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Chelsea
Josh Acheampong,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Chelsea
Wesley Fofana,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Chelsea
Danny Welbeck,5/1,17/10,5/1,9/1,40/1,Brighton v Newcastle
Stefanos Tzimas,6/1,2/1,6/1,11/1,50/1,Brighton v Newcastle
Kaoru Mitoma,10/1,17/5,10/1,20/1,80/1,Brighton v Newcastle
Georginio Rutter,8/1,13/5,8/1,16/1,66/1,Brighton v Newcastle
Yankuba Minteh,10/1,17/5,11/1,28/1,100/1,Brighton v Newcastle
Diego Gomez,12/1,9/2,12/1,33/1,150/1,Brighton v Newcastle
Brajan Gruda,12/1,9/2,12/1,33/1,150/1,Brighton v Newcastle
James Milner,14/1,5/1,14/1,40/1,250/1,Brighton v Newcastle
Yasin Ayari,18/1,13/2,18/1,50/1,400/1,Brighton v Newcastle
Ferdi Kadioglu,22/1,9/1,22/1,66/1,500/1,Brighton v Newcastle
Maxime De Cuyper,22/1,9/1,22/1,66/1,500/1,Brighton v Newcastle
Carlos Baleba,22/1,9/1,22/1,66/1,500/1,Brighton v Newcastle
Mats Wieffer,28/1,11/1,28/1,80/1,500/1,Brighton v Newcastle
Lewis Dunk,28/1,11/1,28/1,80/1,500/1,Brighton v Newcastle
Jan Paul van Hecke,33/1,14/1,33/1,100/1,500/1,Brighton v Newcastle
Diego Coppola,33/1,14/1,33/1,100/1,500/1,Brighton v Newcastle
Nick Woltemade,5/1,13/8,5/1,9/1,40/1,Brighton v Newcastle
Anthony Gordon,13/2,21/10,13/2,12/1,50/1,Brighton v Newcastle
Harvey Barnes,8/1,13/5,8/1,16/1,66/1,Brighton v Newcastle
William Osula,8/1,13/5,8/1,16/1,66/1,Brighton v Newcastle
Anthony Elanga,11/1,15/4,11/1,25/1,100/1,Brighton v Newcastle
Jacob Murphy,11/1,15/4,11/1,25/1,100/1,Brighton v Newcastle
Joe Willock,12/1,17/4,12/1,33/1,150/1,Brighton v Newcastle
Joelinton,14/1,5/1,14/1,40/1,200/1,Brighton v Newcastle
Bruno Guimaraes,16/1,13/2,16/1,50/1,300/1,Brighton v Newcastle
Sandro Tonali,16/1,13/2,16/1,50/1,300/1,Brighton v Newcastle
Fabian Schar,20/1,8/1,20/1,66/1,500/1,Brighton v Newcastle
Lewis Miley,20/1,8/1,20/1,66/1,500/1,Brighton v Newcastle
Sven Botman,28/1,11/1,28/1,80/1,500/1,Brighton v Newcastle
Dan Burn,28/1,11/1,28/1,80/1,500/1,Brighton v Newcastle
Malick Thiaw,33/1,14/1,33/1,150/1,500/1,Brighton v Newcastle
Kieran Trippier,40/1,22/1,40/1,300/1,500/1,Brighton v Newcastle
Jean-Philippe Mateta,4/1,5/4,4/1,13/2,25/1,Crystal Palace v Bournemouth
Eddie Nketiah,11/2,9/5,11/2,10/1,40/1,Crystal Palace v Bournemouth
Ismaila Sarr,7/1,12/5,7/1,14/1,50/1,Crystal Palace v Bournemouth
Christantus Uche,15/2,5/2,15/2,14/1,66/1,Crystal Palace v Bournemouth
Yeremy Pino,9/1,16/5,9/1,20/1,80/1,Crystal Palace v Bournemouth
Justin Devenny,10/1,18/5,10/1,25/1,100/1,Crystal Palace v Bournemouth
Daichi Kamada,11/1,4/1,11/1,28/1,100/1,Crystal Palace v Bournemouth
Daniel Munoz,14/1,5/1,14/1,40/1,250/1,Crystal Palace v Bournemouth
Jefferson Lerma,20/1,8/1,20/1,66/1,500/1,Crystal Palace v Bournemouth
Maxence Lacroix,22/1,9/1,22/1,66/1,500/1,Crystal Palace v Bournemouth
Chris Richards,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Adam Wharton,25/1,10/1,25/1,80/1,500/1,Crystal Palace v Bournemouth
Marc Guehi,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Will Hughes,28/1,11/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Borna Sosa,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Tyrick Mitchell,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Jaydee Canvot,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Bournemouth
Nathaniel Clyne,40/1,20/1,40/1,300/1,500/1,Crystal Palace v Bournemouth
Evanilson,7/1,23/10,7/1,14/1,50/1,Crystal Palace v Bournemouth
Eli Junior Kroupi,7/1,23/10,7/1,14/1,50/1,Crystal Palace v Bournemouth
Antoine Semenyo,8/1,27/10,8/1,16/1,66/1,Crystal Palace v Bournemouth
Justin Kluivert,9/1,3/1,9/1,18/1,80/1,Crystal Palace v Bournemouth
Amine Adli,12/1,4/1,12/1,28/1,100/1,Crystal Palace v Bournemouth
David Brooks,12/1,24/5,12/1,33/1,200/1,Crystal Palace v Bournemouth
Marcus Tavernier,14/1,5/1,14/1,33/1,200/1,Crystal Palace v Bournemouth
Ben Doak,14/1,5/1,14/1,33/1,200/1,Crystal Palace v Bournemouth
Ryan Christie,18/1,15/2,18/1,50/1,500/1,Crystal Palace v Bournemouth
Bafode Diakite,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Bournemouth
Alex Scott,25/1,10/1,25/1,66/1,500/1,Crystal Palace v Bournemouth
Marcos Senesi,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Alejandro Jimenez,28/1,12/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
Adrien Truffert,28/1,14/1,28/1,100/1,500/1,Crystal Palace v Bournemouth
James Hill,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Bournemouth
Veljko Milosavljevic,33/1,16/1,33/1,200/1,500/1,Crystal Palace v Bournemouth
Tyler Adams,40/1,18/1,40/1,300/1,500/1,Crystal Palace v Bournemouth
Julian Araujo,40/1,18/1,40/1,300/1,500/1,Crystal Palace v Bournemouth
Lewis Cook,40/1,18/1,40/1,300/1,500/1,Crystal Palace v Bournemouth
Julio Soler,40/1,18/1,40/1,300/1,500/1,Crystal Palace v Bournemouth
Adam Smith,50/1,25/1,50/1,300/1,500/1,Crystal Palace v Bournemouth
Erling Haaland,11/5,4/7,11/5,11/4,9/1,Man City v Everton
Phil Foden,15/2,23/10,15/2,12/1,50/1,Man City v Everton
Rayan Cherki,8/1,13/5,8/1,14/1,66/1,Man City v Everton
Oscar Bobb,9/1,14/5,9/1,16/1,66/1,Man City v Everton
Savinho,9/1,3/1,9/1,18/1,66/1,Man City v Everton
Tijani Reijnders,11/1,15/4,11/1,25/1,100/1,Man City v Everton
Jeremy Doku,11/1,18/5,11/1,22/1,100/1,Man City v Everton
Bernardo Silva,14/1,24/5,14/1,33/1,200/1,Man City v Everton
Nico O'Reilly,18/1,13/2,18/1,50/1,300/1,Man City v Everton
Mateo Kovacic,18/1,13/2,18/1,50/1,300/1,Man City v Everton
Josko Gvardiol,18/1,7/1,18/1,50/1,400/1,Man City v Everton
Nicolas Gonzalez,18/1,7/1,18/1,50/1,400/1,Man City v Everton
Nathan Ake,20/1,8/1,20/1,50/1,500/1,Man City v Everton
John Stones,25/1,10/1,25/1,66/1,500/1,Man City v Everton
Rico Lewis,25/1,10/1,25/1,66/1,500/1,Man City v Everton
Matheus Nunes,28/1,12/1,28/1,100/1,500/1,Man City v Everton
Ruben Dias,28/1,12/1,28/1,100/1,500/1,Man City v Everton
Thierno Barry,11/1,17/5,11/1,22/1,80/1,Man City v Everton
Beto,11/1,17/5,11/1,22/1,80/1,Man City v Everton
Iliman Ndiaye,12/1,4/1,12/1,28/1,100/1,Man City v Everton
Carlos Alcaraz,16/1,11/2,16/1,40/1,250/1,Man City v Everton
Tyler Dibling,18/1,7/1,18/1,50/1,400/1,Man City v Everton
Kiernan Dewsbury-Hall,20/1,15/2,20/1,50/1,500/1,Man City v Everton
Dwight McNeil,22/1,8/1,22/1,50/1,500/1,Man City v Everton
Jake O'Brien,33/1,14/1,33/1,150/1,500/1,Man City v Everton
Tim Iroegbunam,28/1,12/1,28/1,100/1,500/1,Man City v Everton
James Tarkowski,33/1,14/1,33/1,150/1,500/1,Man City v Everton
Michael Keane,33/1,14/1,33/1,150/1,500/1,Man City v Everton
James Garner,40/1,16/1,40/1,200/1,500/1,Man City v Everton
Idrissa Gueye,40/1,20/1,40/1,300/1,500/1,Man City v Everton
Vitaliy Mykolenko,50/1,28/1,50/1,300/1,500/1,Man City v Everton
Nathan Patterson,50/1,28/1,50/1,300/1,500/1,Man City v Everton
Seamus Coleman,50/1,28/1,50/1,300/1,500/1,Man City v Everton
Erling Haaland,11/5,4/7,11/5,11/4,9/1,Man City v Everton
Phil Foden,15/2,23/10,15/2,12/1,50/1,Man City v Everton
Rayan Cherki,8/1,13/5,8/1,14/1,66/1,Man City v Everton
Oscar Bobb,9/1,14/5,9/1,16/1,66/1,Man City v Everton
Savinho,9/1,3/1,9/1,18/1,66/1,Man City v Everton
Tijani Reijnders,11/1,15/4,11/1,25/1,100/1,Man City v Everton
Jeremy Doku,11/1,18/5,11/1,22/1,100/1,Man City v Everton
Bernardo Silva,14/1,24/5,14/1,33/1,200/1,Man City v Everton
Nico O'Reilly,18/1,13/2,18/1,50/1,300/1,Man City v Everton
Mateo Kovacic,18/1,13/2,18/1,50/1,300/1,Man City v Everton
Josko Gvardiol,18/1,7/1,18/1,50/1,400/1,Man City v Everton
Nicolas Gonzalez,18/1,7/1,18/1,50/1,400/1,Man City v Everton
Nathan Ake,20/1,8/1,20/1,50/1,500/1,Man City v Everton
John Stones,25/1,10/1,25/1,66/1,500/1,Man City v Everton
Rico Lewis,25/1,10/1,25/1,66/1,500/1,Man City v Everton
Matheus Nunes,28/1,12/1,28/1,100/1,500/1,Man City v Everton
Ruben Dias,28/1,12/1,28/1,100/1,500/1,Man City v Everton
Thierno Barry,11/1,17/5,11/1,22/1,80/1,Man City v Everton
Beto,11/1,17/5,11/1,22/1,80/1,Man City v Everton
Iliman Ndiaye,12/1,4/1,12/1,28/1,100/1,Man City v Everton
Carlos Alcaraz,16/1,11/2,16/1,40/1,250/1,Man City v Everton
Tyler Dibling,18/1,7/1,18/1,50/1,400/1,Man City v Everton
Kiernan Dewsbury-Hall,20/1,15/2,20/1,50/1,500/1,Man City v Everton
Dwight McNeil,22/1,8/1,22/1,50/1,500/1,Man City v Everton
Jake O'Brien,33/1,14/1,33/1,150/1,500/1,Man City v Everton
Tim Iroegbunam,28/1,12/1,28/1,100/1,500/1,Man City v Everton
James Tarkowski,33/1,14/1,33/1,150/1,500/1,Man City v Everton
Michael Keane,33/1,14/1,33/1,150/1,500/1,Man City v Everton
James Garner,40/1,16/1,40/1,200/1,500/1,Man City v Everton
Idrissa Gueye,40/1,20/1,40/1,300/1,500/1,Man City v Everton
Vitaliy Mykolenko,50/1,28/1,50/1,300/1,500/1,Man City v Everton
Nathan Patterson,50/1,28/1,50/1,300/1,500/1,Man City v Everton
Seamus Coleman,50/1,28/1,50/1,300/1,500/1,Man City v Everton
Wilson Isidor,24/5,7/4,24/5,10/1,40/1,Sunderland v Wolves
Brian Brobbey,5/1,19/10,5/1,11/1,40/1,Sunderland v Wolves
Eliezer Mayenda,11/2,21/10,11/2,12/1,50/1,Sunderland v Wolves
Enzo Le Fee,9/1,7/2,9/1,22/1,80/1,Sunderland v Wolves
Bertrand Traore,9/1,15/4,9/1,25/1,100/1,Sunderland v Wolves
Simon Adingra,9/1,15/4,9/1,25/1,100/1,Sunderland v Wolves
Chemsdine Talbi,9/1,15/4,9/1,25/1,100/1,Sunderland v Wolves
Dan Ballard,18/1,8/1,18/1,50/1,500/1,Sunderland v Wolves
Granit Xhaka,14/1,13/2,14/1,50/1,300/1,Sunderland v Wolves
Nordi Mukiele,25/1,12/1,25/1,100/1,500/1,Sunderland v Wolves
Omar Alderete,25/1,12/1,25/1,100/1,500/1,Sunderland v Wolves
Trai Hume,28/1,14/1,28/1,150/1,500/1,Sunderland v Wolves
Noah Sadiki,25/1,12/1,25/1,100/1,500/1,Sunderland v Wolves
Reinildo Mandava,33/1,16/1,33/1,200/1,500/1,Sunderland v Wolves
Arthur Masuaku,33/1,16/1,33/1,200/1,500/1,Sunderland v Wolves
Jorgen Strand Larsen,5/1,19/10,5/1,11/1,40/1,Sunderland v Wolves
Tolu Arokodare,6/1,23/10,6/1,14/1,50/1,Sunderland v Wolves
Hee-chan Hwang,13/2,5/2,13/2,14/1,50/1,Sunderland v Wolves
Jhon Arias,12/1,19/4,12/1,33/1,150/1,Sunderland v Wolves
Marshall Munetsi,12/1,5/1,12/1,33/1,200/1,Sunderland v Wolves
Jean-Ricner Bellegarde,16/1,13/2,16/1,50/1,400/1,Sunderland v Wolves
Joao Gomes,20/1,9/1,20/1,66/1,500/1,Sunderland v Wolves
David Moller Wolfe,20/1,9/1,20/1,66/1,500/1,Sunderland v Wolves
Ladislav Krejci,14/1,11/2,14/1,40/1,250/1,Sunderland v Wolves
Jackson Tchatchoua,28/1,12/1,28/1,100/1,500/1,Sunderland v Wolves
Emmanuel Agbadou,28/1,14/1,28/1,150/1,500/1,Sunderland v Wolves
Santiago Bueno,40/1,22/1,40/1,300/1,500/1,Sunderland v Wolves
Hugo Bueno,40/1,22/1,40/1,300/1,500/1,Sunderland v Wolves
Andre,33/1,18/1,33/1,250/1,500/1,Sunderland v Wolves
Raul Jimenez,9/1,3/1,9/1,18/1,80/1,Fulham v Arsenal
Harry Wilson,12/1,23/5,12/1,33/1,150/1,Fulham v Arsenal
Alex Iwobi,14/1,11/2,14/1,40/1,250/1,Fulham v Arsenal
Kevin,14/1,11/2,14/1,40/1,250/1,Fulham v Arsenal
Joshua King,14/1,11/2,14/1,40/1,250/1,Fulham v Arsenal
Emile Smith Rowe,14/1,11/2,14/1,40/1,250/1,Fulham v Arsenal
Ryan Sessegnon,16/1,6/1,16/1,40/1,300/1,Fulham v Arsenal
Samuel Chukwueze,16/1,6/1,16/1,40/1,300/1,Fulham v Arsenal
Adama Traore,18/1,7/1,18/1,50/1,500/1,Fulham v Arsenal
Tom Cairney,25/1,11/1,25/1,80/1,500/1,Fulham v Arsenal
Sander Berge,33/1,16/1,33/1,200/1,500/1,Fulham v Arsenal
Jorge Cuenca,33/1,16/1,33/1,200/1,500/1,Fulham v Arsenal
Timothy Castagne,40/1,18/1,40/1,250/1,500/1,Fulham v Arsenal
Joachim Andersen,40/1,20/1,40/1,300/1,500/1,Fulham v Arsenal
Calvin Bassey,50/1,25/1,50/1,300/1,500/1,Fulham v Arsenal
Issa Diop,50/1,25/1,50/1,300/1,500/1,Fulham v Arsenal
Antonee Robinson,50/1,25/1,50/1,300/1,500/1,Fulham v Arsenal
Kenny Tete,40/1,20/1,40/1,300/1,500/1,Fulham v Arsenal
Viktor Gyokeres,15/4,5/4,15/4,13/2,25/1,Fulham v Arsenal
Bukayo Saka,5/1,7/4,5/1,10/1,40/1,Fulham v Arsenal
Gabriel Martinelli,7/1,12/5,7/1,14/1,50/1,Fulham v Arsenal
Max Dowman,7/1,12/5,7/1,14/1,50/1,Fulham v Arsenal
Leandro Trossard,15/2,13/5,15/2,14/1,66/1,Fulham v Arsenal
Ethan Nwaneri,17/2,3/1,17/2,18/1,66/1,Fulham v Arsenal
Eberechi Eze,8/1,27/10,8/1,16/1,66/1,Fulham v Arsenal
Mikel Merino,11/1,15/4,11/1,28/1,100/1,Fulham v Arsenal
Declan Rice,12/1,24/5,12/1,33/1,200/1,Fulham v Arsenal
Gabriel Magalhaes,16/1,13/2,16/1,50/1,400/1,Fulham v Arsenal
Riccardo Calafiori,20/1,8/1,20/1,50/1,500/1,Fulham v Arsenal
Martin Zubimendi,20/1,8/1,20/1,50/1,500/1,Fulham v Arsenal
Christian Norgaard,20/1,8/1,20/1,50/1,500/1,Fulham v Arsenal
Piero Hincapie,22/1,10/1,22/1,66/1,500/1,Fulham v Arsenal
Jurrien Timber,25/1,11/1,25/1,80/1,500/1,Fulham v Arsenal
William Saliba,25/1,11/1,25/1,80/1,500/1,Fulham v Arsenal
Ben White,28/1,12/1,28/1,100/1,500/1,Fulham v Arsenal
Myles Lewis-Skelly,28/1,12/1,28/1,100/1,500/1,Fulham v Arsenal
Cristhian Mosquera,33/1,14/1,33/1,150/1,500/1,Fulham v Arsenal
Richarlison,23/5,7/5,23/5,8/1,33/1,Tottenham v Aston Villa
Mathys Tel,5/1,17/10,5/1,9/1,40/1,Tottenham v Aston Villa
Brennan Johnson,7/1,23/10,7/1,12/1,50/1,Tottenham v Aston Villa
Mohammed Kudus,8/1,11/4,8/1,16/1,66/1,Tottenham v Aston Villa
Xavi Simons,8/1,11/4,8/1,16/1,66/1,Tottenham v Aston Villa
Wilson Odobert,10/1,17/5,10/1,20/1,80/1,Tottenham v Aston Villa
Pape Matar Sarr,14/1,5/1,14/1,40/1,200/1,Tottenham v Aston Villa
Lucas Bergvall,14/1,11/2,14/1,40/1,250/1,Tottenham v Aston Villa
Joao Palhinha,20/1,8/1,20/1,50/1,500/1,Tottenham v Aston Villa
Cristian Romero,22/1,17/2,22/1,66/1,500/1,Tottenham v Aston Villa
Micky van de Ven,22/1,17/2,22/1,66/1,500/1,Tottenham v Aston Villa
Pedro Porro,22/1,9/1,22/1,66/1,500/1,Tottenham v Aston Villa
Rodrigo Bentancur,22/1,9/1,22/1,66/1,500/1,Tottenham v Aston Villa
Kevin Danso,28/1,11/1,28/1,80/1,500/1,Tottenham v Aston Villa
Djed Spence,28/1,12/1,28/1,100/1,500/1,Tottenham v Aston Villa
Archie Gray,33/1,16/1,33/1,200/1,500/1,Tottenham v Aston Villa
Destiny Udogie,33/1,16/1,33/1,200/1,500/1,Tottenham v Aston Villa
Ollie Watkins,13/2,21/10,13/2,12/1,50/1,Tottenham v Aston Villa
Donyell Malen,17/2,11/4,17/2,16/1,66/1,Tottenham v Aston Villa
Evann Guessand,9/1,16/5,9/1,18/1,80/1,Tottenham v Aston Villa
Morgan Rogers,11/1,15/4,11/1,25/1,100/1,Tottenham v Aston Villa
Harvey Elliott,11/1,4/1,11/1,28/1,100/1,Tottenham v Aston Villa
John McGinn,14/1,5/1,14/1,40/1,200/1,Tottenham v Aston Villa
Amadou Onana,22/1,17/2,22/1,66/1,500/1,Tottenham v Aston Villa
Matty Cash,28/1,12/1,28/1,100/1,500/1,Tottenham v Aston Villa
Ezri Konsa,33/1,14/1,33/1,150/1,500/1,Tottenham v Aston Villa
Ian Maatsen,33/1,14/1,33/1,150/1,500/1,Tottenham v Aston Villa
Pau Torres,33/1,14/1,33/1,150/1,500/1,Tottenham v Aston Villa
Lucas Digne,40/1,20/1,40/1,300/1,500/1,Tottenham v Aston Villa
Boubacar Kamara,40/1,20/1,40/1,300/1,500/1,Tottenham v Aston Villa
Victor Lindelof,40/1,20/1,40/1,300/1,500/1,Tottenham v Aston Villa
Lamare Bogarde,40/1,20/1,40/1,300/1,500/1,Tottenham v Aston Villa
Jarrod Bowen,6/1,2/1,6/1,11/1,50/1,West Ham v Brentford
Callum Wilson,13/2,9/4,13/2,12/1,50/1,West Ham v Brentford
Lucas Paqueta,9/1,3/1,9/1,18/1,80/1,West Ham v Brentford
Callum Marshall,15/2,13/5,15/2,14/1,66/1,West Ham v Brentford
Tomas Soucek,11/1,4/1,11/1,28/1,100/1,West Ham v Brentford
Crysencio Summerville,11/1,4/1,11/1,28/1,100/1,West Ham v Brentford
Luis Guilherme,11/1,4/1,11/1,28/1,100/1,West Ham v Brentford
James Ward-Prowse,18/1,7/1,18/1,50/1,500/1,West Ham v Brentford
Mateus Fernandes,20/1,8/1,20/1,66/1,500/1,West Ham v Brentford
Konstantinos Mavropanos,22/1,9/1,22/1,80/1,500/1,West Ham v Brentford
El Hadji Malick Diouf,22/1,9/1,22/1,80/1,500/1,West Ham v Brentford
Max Kilman,28/1,12/1,28/1,100/1,500/1,West Ham v Brentford
Soungoutou Magassa,33/1,14/1,33/1,150/1,500/1,West Ham v Brentford
Kyle Walker-Peters,40/1,16/1,40/1,250/1,500/1,West Ham v Brentford
Guido Rodriguez,33/1,14/1,33/1,150/1,500/1,West Ham v Brentford
Jean-Clair Todibo,40/1,16/1,40/1,250/1,500/1,West Ham v Brentford
Freddie Potts,33/1,14/1,33/1,150/1,500/1,West Ham v Brentford
Aaron Wan-Bissaka,40/1,22/1,40/1,300/1,500/1,West Ham v Brentford
Igor,40/1,22/1,40/1,300/1,500/1,West Ham v Brentford
Igor Thiago,24/5,31/20,24/5,17/2,33/1,West Ham v Brentford
Kevin Schade,8/1,14/5,8/1,16/1,66/1,West Ham v Brentford
Dango Ouattara,8/1,14/5,8/1,16/1,66/1,West Ham v Brentford
Fabio Carvalho,9/1,3/1,9/1,18/1,80/1,West Ham v Brentford
Reiss Nelson,10/1,15/4,10/1,28/1,100/1,West Ham v Brentford
Mikkel Damsgaard,16/1,13/2,16/1,50/1,400/1,West Ham v Brentford
Frank Onyeka,16/1,13/2,16/1,50/1,400/1,West Ham v Brentford
Keane Lewis-Potter,16/1,13/2,16/1,50/1,400/1,West Ham v Brentford
Yehor Yarmolyuk,20/1,8/1,20/1,66/1,500/1,West Ham v Brentford
Mathias Jensen,20/1,8/1,20/1,66/1,500/1,West Ham v Brentford
Nathan Collins,25/1,11/1,25/1,100/1,500/1,West Ham v Brentford
Ethan Pinnock,25/1,11/1,25/1,100/1,500/1,West Ham v Brentford
Vitaly Janelt,22/1,9/1,22/1,66/1,500/1,West Ham v Brentford
Sepp van den Berg,28/1,12/1,28/1,100/1,500/1,West Ham v Brentford
Kristoffer Ajer,28/1,12/1,28/1,100/1,500/1,West Ham v Brentford
Aaron Hickey,33/1,12/1,33/1,150/1,500/1,West Ham v Brentford
Michael Kayode,40/1,18/1,40/1,250/1,500/1,West Ham v Brentford
Rico Henry,40/1,18/1,40/1,250/1,500/1,West Ham v Brentford
Jordan Henderson,33/1,14/1,33/1,200/1,500/1,West Ham v Brentford
Jaidon Anthony,15/2,11/4,15/2,16/1,66/1,Burnley v Leeds
Lyle Foster,15/2,11/4,15/2,16/1,66/1,Burnley v Leeds
Zian Flemming,15/2,11/4,15/2,16/1,66/1,Burnley v Leeds
Armando Broja,15/2,11/4,15/2,16/1,66/1,Burnley v Leeds
Jacob Bruun Larsen,8/1,3/1,8/1,18/1,66/1,Burnley v Leeds
Marcus Edwards,11/1,17/4,11/1,28/1,150/1,Burnley v Leeds
Loum Tchaouna,12/1,24/5,12/1,33/1,200/1,Burnley v Leeds
Hannibal Mejbri,16/1,13/2,16/1,50/1,400/1,Burnley v Leeds
Josh Laurent,22/1,10/1,22/1,80/1,500/1,Burnley v Leeds
Josh Cullen,25/1,12/1,25/1,100/1,500/1,Burnley v Leeds
Lesley Ugochukwu,22/1,10/1,22/1,80/1,500/1,Burnley v Leeds
Hjalmar Ekdal,28/1,12/1,28/1,100/1,500/1,Burnley v Leeds
Florentino Luis,28/1,14/1,28/1,100/1,500/1,Burnley v Leeds
Joe Worrall,33/1,14/1,33/1,150/1,500/1,Burnley v Leeds
Bashir Humphreys,33/1,14/1,33/1,150/1,500/1,Burnley v Leeds
Axel Tuanzebe,40/1,18/1,40/1,250/1,500/1,Burnley v Leeds
Maxime Esteve,40/1,18/1,40/1,250/1,500/1,Burnley v Leeds
Quilindschy Hartman,40/1,18/1,40/1,250/1,500/1,Burnley v Leeds
Kyle Walker,50/1,28/1,50/1,300/1,500/1,Burnley v Leeds
Dominic Calvert-Lewin,17/4,31/20,17/4,17/2,33/1,Burnley v Leeds
Joel Piroe,17/4,31/20,17/4,17/2,33/1,Burnley v Leeds
Lukas Nmecha,17/4,31/20,17/4,17/2,33/1,Burnley v Leeds
Noah Okafor,13/2,5/2,13/2,14/1,50/1,Burnley v Leeds
Daniel James,8/1,3/1,8/1,18/1,66/1,Burnley v Leeds
Brenden Aaronson,10/1,4/1,10/1,28/1,100/1,Burnley v Leeds
Jack Harrison,10/1,4/1,10/1,28/1,100/1,Burnley v Leeds
Pascal Struijk,14/1,6/1,14/1,40/1,300/1,Burnley v Leeds
Anton Stach,14/1,11/2,14/1,40/1,250/1,Burnley v Leeds
Ao Tanaka,14/1,11/2,14/1,40/1,250/1,Burnley v Leeds
Jayden Bogle,20/1,17/2,20/1,66/1,500/1,Burnley v Leeds
Sean Longstaff,20/1,17/2,20/1,66/1,500/1,Burnley v Leeds
