player names,first score,anytime score,last score,two or more,hatrick,contest
Gabriel Gudmundsson,28/1,12/1,28/1,100/1,500/1,Leeds v Bournemouth
Ilia Gruev,33/1,14/1,33/1,150/1,500/1,Leeds v Bournemouth
Ethan Ampadu,33/1,16/1,33/1,200/1,500/1,Leeds v Bournemouth
Joe Rodon,40/1,18/1,40/1,250/1,500/1,Leeds v Bournemouth
Evanilson,11/2,9/5,11/2,10/1,40/1,Leeds v Bournemouth
Antoine Semenyo,11/2,19/10,11/2,11/1,40/1,Leeds v Bournemouth
Eli Junior Kroupi,11/2,9/5,11/2,10/1,40/1,Leeds v Bournemouth
Justin Kluivert,7/1,12/5,7/1,14/1,50/1,Leeds v Bournemouth
Amine Adli,9/1,17/5,9/1,22/1,80/1,Leeds v Bournemouth
David Brooks,10/1,18/5,10/1,25/1,100/1,Leeds v Bournemouth
Marcus Tavernier,10/1,15/4,10/1,28/1,100/1,Leeds v Bournemouth
Ben Doak,12/1,9/2,12/1,33/1,150/1,Leeds v Bournemouth
Ryan Christie,14/1,11/2,14/1,40/1,250/1,Leeds v Bournemouth
Bafode Diakite,20/1,8/1,20/1,66/1,500/1,Leeds v Bournemouth
Alex Scott,20/1,8/1,20/1,66/1,500/1,Leeds v Bournemouth
Marcos Senesi,25/1,11/1,25/1,80/1,500/1,Leeds v Bournemouth
Adrien Truffert,25/1,11/1,25/1,80/1,500/1,Leeds v Bournemouth
Alex Jimenez,25/1,11/1,25/1,80/1,500/1,Leeds v Bournemouth
James Hill,28/1,14/1,28/1,100/1,500/1,Leeds v Bournemouth
Veljko Milosavljevic,28/1,14/1,28/1,100/1,500/1,Leeds v Bournemouth
Tyler Adams,40/1,18/1,40/1,250/1,500/1,Leeds v Bournemouth
Julio Soler,40/1,18/1,40/1,250/1,500/1,Leeds v Bournemouth
Erling Haaland,19/10,2/5,19/10,19/10,6/1,Man City v Burnley
Phil Foden,13/2,17/10,13/2,9/1,40/1,Man City v Burnley
Oscar Bobb,8/1,21/10,8/1,12/1,50/1,Man City v Burnley
Tijjani Reijnders,9/1,11/4,9/1,16/1,66/1,Man City v Burnley
Jeremy Doku,9/1,13/5,9/1,14/1,66/1,Man City v Burnley
Bernardo Silva,12/1,7/2,12/1,22/1,80/1,Man City v Burnley
Josko Gvardiol,14/1,24/5,14/1,33/1,200/1,Man City v Burnley
Nico O'Reilly,14/1,24/5,14/1,33/1,200/1,Man City v Burnley
Rodri,14/1,24/5,14/1,33/1,200/1,Man City v Burnley
Nico Gonzalez,16/1,5/1,16/1,40/1,200/1,Man City v Burnley
Nathan Ake,20/1,7/1,20/1,50/1,400/1,Man City v Burnley
John Stones,22/1,8/1,22/1,50/1,500/1,Man City v Burnley
Matheus Nunes,22/1,8/1,22/1,50/1,500/1,Man City v Burnley
Rico Lewis,25/1,9/1,25/1,66/1,500/1,Man City v Burnley
Ruben Dias,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Abdukodir Khusanov,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Zian Flemming,14/1,4/1,14/1,28/1,100/1,Man City v Burnley
Lyle Foster,14/1,4/1,14/1,28/1,100/1,Man City v Burnley
Jaidon Anthony,14/1,17/4,14/1,33/1,150/1,Man City v Burnley
Armando Broja,16/1,5/1,16/1,40/1,200/1,Man City v Burnley
Marcus Edwards,18/1,11/2,18/1,40/1,250/1,Man City v Burnley
Loum Tchaouna,20/1,13/2,20/1,50/1,300/1,Man City v Burnley
Josh Laurent,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Hannibal Mejbri,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Josh Cullen,33/1,14/1,33/1,150/1,500/1,Man City v Burnley
Florentino Luis,33/1,14/1,33/1,150/1,500/1,Man City v Burnley
Joe Worrall,40/1,18/1,40/1,250/1,500/1,Man City v Burnley
Hjalmar Ekdal,50/1,22/1,50/1,300/1,500/1,Man City v Burnley
Bashir Humphreys,50/1,22/1,50/1,300/1,500/1,Man City v Burnley
Lucas Pires,50/1,28/1,50/1,300/1,500/1,Man City v Burnley
Maxime Esteve,66/1,33/1,66/1,300/1,500/1,Man City v Burnley
Quilindschy Hartman,66/1,33/1,66/1,300/1,500/1,Man City v Burnley
Kyle Walker,66/1,40/1,66/1,300/1,500/1,Man City v Burnley
Erling Haaland,19/10,2/5,19/10,19/10,6/1,Man City v Burnley
Phil Foden,13/2,17/10,13/2,9/1,40/1,Man City v Burnley
Oscar Bobb,8/1,21/10,8/1,12/1,50/1,Man City v Burnley
Tijjani Reijnders,9/1,11/4,9/1,16/1,66/1,Man City v Burnley
Jeremy Doku,9/1,13/5,9/1,14/1,66/1,Man City v Burnley
Bernardo Silva,12/1,7/2,12/1,22/1,80/1,Man City v Burnley
Josko Gvardiol,14/1,24/5,14/1,33/1,200/1,Man City v Burnley
Nico O'Reilly,14/1,24/5,14/1,33/1,200/1,Man City v Burnley
Rodri,14/1,24/5,14/1,33/1,200/1,Man City v Burnley
Nico Gonzalez,16/1,5/1,16/1,40/1,200/1,Man City v Burnley
Nathan Ake,20/1,7/1,20/1,50/1,400/1,Man City v Burnley
John Stones,22/1,8/1,22/1,50/1,500/1,Man City v Burnley
Matheus Nunes,22/1,8/1,22/1,50/1,500/1,Man City v Burnley
Rico Lewis,25/1,9/1,25/1,66/1,500/1,Man City v Burnley
Ruben Dias,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Abdukodir Khusanov,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Zian Flemming,14/1,4/1,14/1,28/1,100/1,Man City v Burnley
Lyle Foster,14/1,4/1,14/1,28/1,100/1,Man City v Burnley
Jaidon Anthony,14/1,17/4,14/1,33/1,150/1,Man City v Burnley
Armando Broja,16/1,5/1,16/1,40/1,200/1,Man City v Burnley
Marcus Edwards,18/1,11/2,18/1,40/1,250/1,Man City v Burnley
Loum Tchaouna,20/1,13/2,20/1,50/1,300/1,Man City v Burnley
Josh Laurent,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Hannibal Mejbri,28/1,11/1,28/1,80/1,500/1,Man City v Burnley
Josh Cullen,33/1,14/1,33/1,150/1,500/1,Man City v Burnley
Florentino Luis,33/1,14/1,33/1,150/1,500/1,Man City v Burnley
Joe Worrall,40/1,18/1,40/1,250/1,500/1,Man City v Burnley
Hjalmar Ekdal,50/1,22/1,50/1,300/1,500/1,Man City v Burnley
Bashir Humphreys,50/1,22/1,50/1,300/1,500/1,Man City v Burnley
Lucas Pires,50/1,28/1,50/1,300/1,500/1,Man City v Burnley
Maxime Esteve,66/1,33/1,66/1,300/1,500/1,Man City v Burnley
Quilindschy Hartman,66/1,33/1,66/1,300/1,500/1,Man City v Burnley
Kyle Walker,66/1,40/1,66/1,300/1,500/1,Man City v Burnley
Chris Wood,7/2,11/10,7/2,6/1,22/1,Nottingham Forest v Sunderland
Igor Jesus,4/1,13/10,4/1,7/1,28/1,Nottingham Forest v Sunderland
Arnaud Kalimuendo,24/5,8/5,24/5,9/1,33/1,Nottingham Forest v Sunderland
Omari Hutchinson,8/1,11/4,8/1,16/1,66/1,Nottingham Forest v Sunderland
James McAtee,15/2,13/5,15/2,14/1,66/1,Nottingham Forest v Sunderland
Morgan Gibbs-White,9/1,16/5,9/1,18/1,80/1,Nottingham Forest v Sunderland
Dan Ndoye,17/2,29/10,17/2,16/1,66/1,Nottingham Forest v Sunderland
Dilane Bakwa,9/1,16/5,9/1,18/1,80/1,Nottingham Forest v Sunderland
Callum Hudson-Odoi,9/1,17/5,9/1,22/1,80/1,Nottingham Forest v Sunderland
Ryan Yates,10/1,15/4,10/1,25/1,100/1,Nottingham Forest v Sunderland
Elliot Anderson,12/1,24/5,12/1,33/1,200/1,Nottingham Forest v Sunderland
Douglas Luiz,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Sunderland
Neco Williams,20/1,8/1,20/1,66/1,500/1,Nottingham Forest v Sunderland
Nikola Milenkovic,20/1,8/1,20/1,66/1,500/1,Nottingham Forest v Sunderland
Ibrahim Sangare,20/1,8/1,20/1,66/1,500/1,Nottingham Forest v Sunderland
Murillo,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Sunderland
Willy Boly,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Sunderland
Oleksandr Zinchenko,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Sunderland
Morato,40/1,18/1,40/1,250/1,500/1,Nottingham Forest v Sunderland
Wilson Isidor,7/1,12/5,7/1,14/1,50/1,Nottingham Forest v Sunderland
Eliezer Mayenda,15/2,13/5,15/2,14/1,66/1,Nottingham Forest v Sunderland
Brian Brobbey,17/2,29/10,17/2,16/1,66/1,Nottingham Forest v Sunderland
Simon Adingra,12/1,23/5,12/1,33/1,150/1,Nottingham Forest v Sunderland
Bertrand Traore,12/1,24/5,12/1,33/1,200/1,Nottingham Forest v Sunderland
Habib Diarra,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Sunderland
Chemsdine Talbi,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Sunderland
Enzo Le Fee,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Sunderland
Chris Rigg,14/1,11/2,14/1,40/1,250/1,Nottingham Forest v Sunderland
Daniel Ballard,22/1,9/1,22/1,66/1,500/1,Nottingham Forest v Sunderland
Lutsharel Geertruida,25/1,11/1,25/1,80/1,500/1,Nottingham Forest v Sunderland
Nordi Mukiele,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Sunderland
Omar Alderete,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Sunderland
Trai Hume,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Sunderland
Granit Xhaka,28/1,12/1,28/1,100/1,500/1,Nottingham Forest v Sunderland
Dan Neil,33/1,14/1,33/1,150/1,500/1,Nottingham Forest v Sunderland
Noah Sadiki,40/1,16/1,40/1,250/1,500/1,Nottingham Forest v Sunderland
Arthur Masuaku,40/1,18/1,40/1,300/1,500/1,Nottingham Forest v Sunderland
Richarlison,17/5,19/20,17/5,5/1,16/1,Tottenham v Wolves
Mathys Tel,5/1,6/4,5/1,17/2,33/1,Tottenham v Wolves
Brennan Johnson,13/2,2/1,13/2,11/1,50/1,Tottenham v Wolves
Xavi Simons,7/1,11/5,7/1,12/1,50/1,Tottenham v Wolves
Mohammed Kudus,7/1,11/5,7/1,12/1,50/1,Tottenham v Wolves
Wilson Odobert,7/1,23/10,7/1,12/1,50/1,Tottenham v Wolves
Rodrigo Bentancur,12/1,4/1,12/1,28/1,100/1,Tottenham v Wolves
Lucas Bergvall,14/1,11/2,14/1,40/1,250/1,Tottenham v Wolves
Joao Palhinha,16/1,11/2,16/1,40/1,300/1,Tottenham v Wolves
Pedro Porro,20/1,15/2,20/1,50/1,500/1,Tottenham v Wolves
Cristian Romero,20/1,15/2,20/1,50/1,500/1,Tottenham v Wolves
Micky van de Ven,22/1,9/1,22/1,66/1,500/1,Tottenham v Wolves
Destiny Udogie,25/1,10/1,25/1,80/1,500/1,Tottenham v Wolves
Archie Gray,25/1,10/1,25/1,80/1,500/1,Tottenham v Wolves
Djed Spence,25/1,10/1,25/1,80/1,500/1,Tottenham v Wolves
Kevin Danso,28/1,12/1,28/1,100/1,500/1,Tottenham v Wolves
Hwang Hee-Chan,17/2,5/2,17/2,14/1,66/1,Tottenham v Wolves
Tolu Arokodare,10/1,16/5,10/1,20/1,80/1,Tottenham v Wolves
Fer Lopez,12/1,17/4,12/1,28/1,150/1,Tottenham v Wolves
Marshall Munetsi,12/1,17/4,12/1,33/1,150/1,Tottenham v Wolves
Jhon Arias,14/1,23/5,14/1,33/1,150/1,Tottenham v Wolves
Rodrigo Gomes,20/1,7/1,20/1,50/1,500/1,Tottenham v Wolves
Jean-Ricner Bellegarde,20/1,7/1,20/1,50/1,500/1,Tottenham v Wolves
David Moller Wolfe,25/1,10/1,25/1,66/1,500/1,Tottenham v Wolves
Joao Gomes,25/1,10/1,25/1,80/1,500/1,Tottenham v Wolves
Ladislav Krejci,28/1,11/1,28/1,80/1,500/1,Tottenham v Wolves
Matt Doherty,28/1,11/1,28/1,80/1,500/1,Tottenham v Wolves
Yerson Mosquera,33/1,12/1,33/1,100/1,500/1,Tottenham v Wolves
Jackson Tchatchoua,33/1,14/1,33/1,150/1,500/1,Tottenham v Wolves
Emmanuel Agbadou,40/1,16/1,40/1,200/1,500/1,Tottenham v Wolves
Toti Gomes,40/1,18/1,40/1,250/1,500/1,Tottenham v Wolves
Hugo Bueno,40/1,18/1,40/1,250/1,500/1,Tottenham v Wolves
Andre,40/1,20/1,40/1,300/1,500/1,Tottenham v Wolves
Santiago Bueno,40/1,20/1,40/1,300/1,500/1,Tottenham v Wolves
Jorgen Strand Larsen,8/1,5/2,8/1,14/1,50/1,Tottenham v Wolves
Ollie Watkins,24/5,13/8,24/5,9/1,40/1,Aston Villa v Fulham
Evann Guessand,11/2,2/1,11/2,11/1,50/1,Aston Villa v Fulham
Morgan Rogers,15/2,27/10,15/2,16/1,66/1,Aston Villa v Fulham
Harvey Elliott,17/2,16/5,17/2,18/1,80/1,Aston Villa v Fulham
Donyell Malen,6/1,11/5,6/1,12/1,50/1,Aston Villa v Fulham
Jadon Sancho,10/1,18/5,10/1,22/1,100/1,Aston Villa v Fulham
Emiliano Buendia,10/1,15/4,10/1,28/1,100/1,Aston Villa v Fulham
John McGinn,14/1,5/1,14/1,40/1,250/1,Aston Villa v Fulham
Matty Cash,25/1,11/1,25/1,80/1,500/1,Aston Villa v Fulham
Ian Maatsen,25/1,11/1,25/1,80/1,500/1,Aston Villa v Fulham
Ezri Konsa,28/1,14/1,28/1,100/1,500/1,Aston Villa v Fulham
Tyrone Mings,33/1,14/1,33/1,150/1,500/1,Aston Villa v Fulham
Lucas Digne,33/1,16/1,33/1,250/1,500/1,Aston Villa v Fulham
Boubacar Kamara,33/1,16/1,33/1,250/1,500/1,Aston Villa v Fulham
Lamare Bogarde,33/1,16/1,33/1,250/1,500/1,Aston Villa v Fulham
Raul Jimenez,5/1,9/5,5/1,10/1,40/1,Aston Villa v Fulham
Rodrigo Muniz,6/1,21/10,6/1,12/1,50/1,Aston Villa v Fulham
Harry Wilson,17/2,3/1,17/2,18/1,80/1,Aston Villa v Fulham
Alex Iwobi,10/1,15/4,10/1,28/1,100/1,Aston Villa v Fulham
Kevin,10/1,15/4,10/1,28/1,100/1,Aston Villa v Fulham
Emile Smith Rowe,10/1,15/4,10/1,28/1,100/1,Aston Villa v Fulham
Joshua King,12/1,23/5,12/1,33/1,150/1,Aston Villa v Fulham
Adama Traore,12/1,5/1,12/1,33/1,200/1,Aston Villa v Fulham
Ryan Sessegnon,22/1,9/1,22/1,66/1,500/1,Aston Villa v Fulham
Sasa Lukic,22/1,9/1,22/1,66/1,500/1,Aston Villa v Fulham
Sander Berge,28/1,12/1,28/1,100/1,500/1,Aston Villa v Fulham
Kenny Tete,33/1,14/1,33/1,200/1,500/1,Aston Villa v Fulham
Joachim Andersen,33/1,14/1,33/1,200/1,500/1,Aston Villa v Fulham
Timothy Castagne,33/1,14/1,33/1,200/1,500/1,Aston Villa v Fulham
Calvin Bassey,33/1,16/1,33/1,250/1,500/1,Aston Villa v Fulham
Antonee Robinson,33/1,16/1,33/1,250/1,500/1,Aston Villa v Fulham
Nick Woltemade,6/1,2/1,6/1,11/1,50/1,Newcastle v Arsenal
Anthony Gordon,7/1,5/2,7/1,14/1,66/1,Newcastle v Arsenal
William Osula,17/2,3/1,17/2,18/1,80/1,Newcastle v Arsenal
Harvey Barnes,10/1,18/5,10/1,25/1,100/1,Newcastle v Arsenal
Jacob Murphy,11/1,17/4,11/1,33/1,150/1,Newcastle v Arsenal
Anthony Elanga,12/1,17/4,12/1,33/1,150/1,Newcastle v Arsenal
Joe Willock,16/1,6/1,16/1,50/1,300/1,Newcastle v Arsenal
Joelinton,18/1,7/1,18/1,50/1,500/1,Newcastle v Arsenal
Bruno Guimaraes,18/1,7/1,18/1,50/1,500/1,Newcastle v Arsenal
Sandro Tonali,18/1,15/2,18/1,50/1,500/1,Newcastle v Arsenal
Fabian Schar,18/1,15/2,18/1,50/1,500/1,Newcastle v Arsenal
Lewis Miley,25/1,10/1,25/1,80/1,500/1,Newcastle v Arsenal
Dan Burn,33/1,12/1,33/1,150/1,500/1,Newcastle v Arsenal
Sven Botman,33/1,14/1,33/1,150/1,500/1,Newcastle v Arsenal
Lewis Hall,40/1,16/1,40/1,250/1,500/1,Newcastle v Arsenal
Malick Thiaw,40/1,18/1,40/1,300/1,500/1,Newcastle v Arsenal
Kieran Trippier,40/1,25/1,40/1,300/1,500/1,Newcastle v Arsenal
Tino Livramento,40/1,25/1,40/1,300/1,500/1,Newcastle v Arsenal
Viktor Gyokeres,5/1,9/5,5/1,10/1,40/1,Newcastle v Arsenal
Bukayo Saka,6/1,9/4,6/1,12/1,50/1,Newcastle v Arsenal
Gabriel Martinelli,9/1,16/5,9/1,20/1,80/1,Newcastle v Arsenal
Leandro Trossard,9/1,16/5,9/1,20/1,80/1,Newcastle v Arsenal
Ethan Nwaneri,9/1,10/3,9/1,22/1,80/1,Newcastle v Arsenal
Eberechi Eze,9/1,18/5,9/1,25/1,100/1,Newcastle v Arsenal
Mikel Merino,10/1,15/4,10/1,28/1,100/1,Newcastle v Arsenal
Martin Odegaard,14/1,5/1,14/1,40/1,250/1,Newcastle v Arsenal
Declan Rice,16/1,13/2,16/1,50/1,400/1,Newcastle v Arsenal
Martin Zubimendi,20/1,8/1,20/1,66/1,500/1,Newcastle v Arsenal
Gabriel Magalhaes,20/1,17/2,20/1,66/1,500/1,Newcastle v Arsenal
Christian Norgaard,20/1,8/1,20/1,66/1,500/1,Newcastle v Arsenal
