Name,League,Division,Team id,points,OR
Liam OBoyle,9,7,1919898,78,98157
William Liao,9,7,295093,76,230915
Pav Kot,9,7,1252406,75,652881
Ian Lahart,9,7,34725,73,2065054
Callum Quinn,9,7,75194,72,243545
Paul McDevitt,9,7,1397314,69,883372
Sandow Abdul Mumin Sugri,9,7,1752774,66,287333
David Rodham,9,7,1914086,66,1653812
Luke Chidgey,9,7,1556509,64,540839
Che Regan,9,7,7685997,64,3432465
Arifky Kurniawan,9,7,1949932,63,1136311
Alex S,9,7,232428,52,4944264
Nathan Singh,9,7,1190424,48,2892490
Dinan Fakhri,9,7,474317,48,3916233
Brendan Long,9,7,898495,45,513464
Thomas Goodyer,9,7,1952019,44,2906146
Abijayan M,9,7,2881646,40,3730292
Jordan Musah,9,7,9365858,39,7115390
Hoang Dung Pham,9,7,123436,33,7056587
Samuel Chukwuma,9,7,1773041,21,9870836
Emir Güney,9,8,792130,79,757923
Gideon Kanyara,9,8,6307454,72,1137211
Natalya Seregina,9,8,3144795,69,49265
Harry Patterson,9,8,219756,67,57996
Mohamed Adel,9,8,6835786,67,1856017
Hoskuldur Erlingsson,9,8,2059174,66,392815
Jigar Kastavala,9,8,4575842,66,1144523
Brili Agung,9,8,2117134,65,705342
Mark Masterson,9,8,169796,61,491766
Ashish Sharma,9,8,380077,60,1342679
Saiful Choudhury,9,8,1179672,58,388335
Hitham Hazem,9,8,507325,57,1494418
Ståle Edland,9,8,2912558,54,923166
haytham sabbagh,9,8,1812997,49,1789369
Paulo De Matos,9,8,2825029,49,2827457
Karol Rogas,9,8,776543,49,3133280
Arjun Jamwal,9,8,3954040,48,2294999
Cheapros Men,9,8,8280359,33,5557551
Tyler McHenry,9,8,6326836,30,4155067
Deraine Graphics,9,8,7675290,30,8690474
Andrew Forgan,9,9,786664,84,754438
Ahasan Ul Azad Akash,9,9,4624720,81,48933
adam foster,9,9,422436,72,1480457
Alan Homer,9,9,1950961,70,1955313
Tuan Muda,9,9,2386860,69,604528
Dovydas Simanynas,9,9,3146009,66,100347
Kevin Brikkel,9,9,349090,63,1388443
Sa Ka,9,9,3785327,63,1803870
Oladimeji Adaramoye,9,9,6985306,61,2320503
Jako Känd,9,9,3340074,61,4736759
Habib BD,9,9,1663915,60,2014910
Gary Heathcock,9,9,1051182,57,4238402
Stephen Siokwu,9,9,3256110,56,3118967
Enyesiobi Chinedu,9,9,4071601,52,3078714
jason izo,9,9,8438129,49,2200852
John Danson,9,9,126921,45,2911354
Sarvesh Ganatra,9,9,1281621,43,5528827
Mr Drake,9,9,4298935,36,7154383
Honour Cobain,9,9,8277961,34,7620432
Picky Anesthesia,9,9,9621802,13,10321775
Malte Z,9,10,2093090,84,219681
Karl Jones 2,9,10,682871,67,351732
Sayeed Mahmud,9,10,7364833,66,1870325
Mohsin shah,9,10,4235783,66,1912719
Craig Croxford,9,10,1217516,65,360721
Godfred yeboah,9,10,4392722,63,2053639
Gareth Sanders,9,10,99987,61,2475055
Philip Flood,9,10,7691388,60,4421635
Martin Kenney,9,10,3508827,58,918198
A Man Has No Name,9,10,73044,58,2030655
Raghuram R,9,10,333757,57,3544175
Michael Ola,9,10,2372251,55,4387701
Tukwasi Emezie,9,10,3192601,54,479409
Tony Rutt,9,10,397748,54,1747838
Adedolapo Gbadebo,9,10,7457567,52,4580818
Diego Forlan,9,10,8437688,51,2049824
Sohaib Baloch,9,10,3184480,50,4522716
William Lau,9,10,527247,45,4331564
david Banigo,9,10,9338559,45,8748080
Adam Muridi Awes,9,10,5883261,24,8162846
Tomislav Bedeković,9,11,1853966,78,278806
Col Stjj,9,11,637628,78,571008
Venkata Surisetti,9,11,13306,76,34467
Adham Mohy Eldin,9,11,6508,75,360721
Andrew Procter,9,11,2695058,73,1198973
Oguntola Kolawole,9,11,6979974,71,1124027
Tom Kennard,9,11,2813098,66,2711833
Colm Kavanagh,9,11,3797329,63,3297153
Bobby Styles,9,11,196012,60,191129
Giuseppe Pulvirenti,9,11,3135590,60,4240774
Samson Ramu,9,11,3820646,57,1605622
Tom Beans,9,11,257963,55,1568406
DeNyssa Furlonge,9,11,2075131,54,2055718
Tammy Josh Wilson,9,11,5880942,49,5186526
Edemic 305,9,11,8688537,49,6706349
Village People,9,11,7728837,43,5214862
David Bailey,9,11,4110002,41,3571816
Arfan Iqbal,9,11,666940,37,7284539
Kushal Dulloo,9,11,8531786,33,7461519
Sam Boah,9,11,4189349,13,10480449
David Fletcher,9,12,653708,76,513838
Jarrett Jordaan,9,12,2247863,75,596941
Richard Templeton,9,12,64845,74,967172
Ismail Higgy,9,12,7992030,72,333648
Jacob Brammer,9,12,3374892,72,936183
Tomás Pimentel Fontes,9,12,3499180,68,168047
Richard Frewin,9,12,239971,63,617015
Milan Březina,9,12,31238,61,265869
taiwo babalola,9,12,5581438,60,2507182
saiful islam,9,12,2171993,58,4266586
Den Mb,9,12,1960544,57,1779503
Rohit Chris D'Souza,9,12,5495492,57,2629703
Kevin Williams,9,12,3106513,55,3259443
Khalil Ahmed,9,12,9830646,54,5400714
phil mason,9,12,1666743,43,5225525
saiful islam,9,12,2514931,42,4814009
Craig O’Brien,9,12,438604,40,3568084
QUYETCHIEN NGUYEN,9,12,16959,40,4102058
William Guirales,9,12,7246174,39,7909844
Big Vern,9,12,145620,27,7648288
Peterson Moyo,9,13,60414,85,266450
Sash G,9,13,2916781,81,223634
Maciej Jabłoński,9,13,6957,80,85843
Do Cuong,9,13,267410,72,285120
Paul Aubin,9,13,3903343,66,990047
Aleksander Gajicic,9,13,739596,64,2055322
Rajat Mohapatra,9,13,4226385,64,4362696
Arvid Sundelin,9,13,715388,58,1927116
Sajal Regmi,9,13,2708211,58,3005143
Ted McGuinness,9,13,7103112,56,2205412
Scott Severance,9,13,758849,55,897456
Gail Corke,9,13,124931,54,762806
Craig Marshalleck,9,13,224661,52,1472950
phyngah Dyck,9,13,8255857,48,5970268
Erry K,9,13,7390512,46,2827850
Sagar Dahal,9,13,224149,43,4283531
KAUSSHIK SHYAM,9,13,3215387,40,6186285
Fahad Sharafuddin,9,13,279597,36,2486963
John Kent,9,13,2666425,35,6586071
Kevin Gilbert,9,13,1815659,34,5394697
ShiZwan Omar,9,14,422136,76,342703
Fergz Boss,9,14,1011059,69,748194
taliban 33,9,14,1617740,69,1175740
Jermaine ob,9,14,954054,67,488486
Anton Herman,9,14,7722801,66,1256751
Bojan Mihajlović,9,14,867283,64,1232468
unbeatable pavel,9,14,880149,63,221327
Sue McDonald,9,14,4065112,63,412575
Soban Rokaya,9,14,317211,60,2640628
Andrews Adu Mensah,9,14,6052004,60,3396644
Crowther 04,9,14,1904550,57,1736973
Clive H,9,14,2486364,54,4255336
Skippo EGJHN LaCeka,9,14,667030,51,2749174
Joe Mutter,9,14,4342840,51,3543966
Lwazi Adam,9,14,352078,49,1271022
Wessel De Loë,9,14,478704,49,2930907
Paul Connaughton,9,14,554176,46,2927296
Jérémy Blain,9,14,101943,44,3982906
Ernest Mfune,9,14,5739593,42,7922499
Joel Pollard,9,14,4014622,36,5701959
Andreas Kostas,9,15,2522611,82,34803
Sebastian De Vuyst,9,15,200328,78,3185
Lauri Hankela,9,15,2927078,72,121104
Scott Daniel,9,15,1043526,69,96467
Calum Grant,9,15,534126,68,316479
pol frank,9,15,4884329,68,436648
Manav Narang,9,15,5311,62,1351604
Björn A,9,15,3095820,60,1326112
Ricardo Quintal,9,15,2609479,59,835908
daniel allard,9,15,125510,58,1291335
Ayan Kumar Chatterjee,9,15,746773,57,2066713
Mads Strøm Kopperud,9,15,469603,56,211310
Odinaka Nwaribeaku,9,15,191182,55,1222599
jake krehbiel,9,15,3394826,52,366321
Mohsen Mohseni,9,15,2180438,51,4481842
Fahim Rahman,9,15,164678,49,2582481
Mohamed Sei,9,15,9682096,41,7435383
Ntando Buthelezi,9,15,6754475,37,3927480
Aleks Sabo,9,15,974247,27,7714412
marcus guckian,9,15,3708101,25,6764851
Ivan Mihajlov,9,16,291145,83,23780
Paul Howlett,9,16,4219686,76,89970
Andy Selby,9,16,29569,73,114551
Tony Ludlam,9,16,2518244,73,1278409
Summer Neeve,9,16,659237,70,342829
Bernard Kittikhoun,9,16,6906135,69,278102
Fares Mejri,9,16,650741,69,1041347
Matt Cork,9,16,3789299,68,196126
Michael Sparkes,9,16,5084223,60,1783777
Emmanuel Effiong,9,16,7955293,60,2286602
luke davis,9,16,45745,54,724513
Thandokuhle Makhathini,9,16,7212284,54,1548589
Ebony Elephant,9,16,2859060,52,1914930
Treasure Iwuagwu,9,16,7798500,49,4266015
Berry Peters,9,16,8127878,47,5492777
Pelumi Alabi,9,16,6768637,42,4759121
Michael Campbell,9,16,610465,42,5553341
Allan Lotto,9,16,7597634,40,3271266
Hanoz Patel,9,16,8089048,24,8202907
Steve Dillon,9,16,3334824,23,8763110
Dan Reed,9,17,197655,73,1057588
Roel Fleskens,9,17,390672,72,2000441
Swen xs,9,17,7755040,69,2090525
Mohammed Saif,9,17,28035,67,312879
Tomasz Pierzchalski,9,17,3875221,65,3616410
Ensar Basic,9,17,4505585,64,1425923
Moschino Munez,9,17,8116637,63,544694
Gregg Fitz-John,9,17,332948,63,1883655
Keith Alexander,9,17,492809,63,1920905
lenny heming,9,17,826776,60,942292
Dmitrii Iakovlev,9,17,6829686,59,705522
Ashley Fox,9,17,2183274,58,1158845
Francis Rugema,9,17,424830,58,3494002
Peter Ogunbiyi,9,17,6200747,53,2114520
eugene bogun,9,17,594190,48,2694736
Shayan Roosta,9,17,6890498,46,3106342
Aus O,9,17,7942284,45,3525387
Joshua Boyd-Smith,9,17,594049,37,2944973
Gordon Shillinglaw,9,17,3240781,37,6272013
Zaki Azhari,9,17,707511,33,4643842
Bob Windmill,9,18,1065012,94,129621
Dhibban Beckham,9,18,6315027,75,483591
Joshua Gray,9,18,300248,73,158473
Luka Lizatovic,9,18,1815449,73,257659
Nikos Georgopoulos,9,18,8284536,70,624691
Andrew Young,9,18,1322883,70,1408187
Subash Baniya,9,18,159269,69,1314990
IRENA SAMSON,9,18,864178,64,1738909
Јован Арсов,9,18,3124185,63,4997768
Tarek Elnemr,9,18,4344710,57,3491318
John Boal,9,18,221165,54,1163088
Monsur Akinwale,9,18,983935,54,2866043
Rowan Mcmahon,9,18,3200082,53,3352927
Yobra Fc,9,18,836871,48,4869227
Tom Barnes,9,18,3478483,45,3853450
Llewellyn Dias,9,18,4104172,39,4785468
Prokopis Ellinas,9,18,4327115,39,5556046
Tom Albertsson,9,18,964551,39,8402839
Yash Patil,9,18,8091352,34,8111690
Ruth Harases,9,18,4881430,21,8802847
HATTA DAH,9,19,10652,90,81322
Johnny Keenaghan,9,19,34773,76,144462
Russell Yates,9,19,326282,73,326501
Uzoh Omuzaga,9,19,8492884,69,1288408
Johnny Biscuits,9,19,9422,67,387274
Navinderr pal Singh,9,19,1742395,66,1747838
Aaron Baker,9,19,47235,64,1350781
Zowie Emril,9,19,8208002,63,820140
Ilija McCool,9,19,3227076,61,2656176
Ankit Bhansali,9,19,2907115,60,1218765
Harry Pigott,9,19,5519650,58,3459944
Paddy Cummins,9,19,392038,55,1554930
Geoff Preisman,9,19,41980,51,5946694
David Donkor,9,19,6732540,49,5694968
Rodrigo Morales,9,19,7267126,46,6664981
Coster Rungano,9,19,792258,39,3126730
Machedi Thuram,9,19,7535422,39,5979910
Chandima Weerasekara,9,19,7579403,38,4837467
Aimee Burgin,9,19,5229703,36,4592689
John Udoh,9,19,7997834,34,5293543
PAUL MCPARLAND,9,20,4676906,84,4722
Ben White,9,20,593002,83,5160
Fahmidul Alam Sakib,9,20,4127565,79,1480457
Evan Wooodall,9,20,907480,72,2099437
Sollly March,9,20,1887898,71,40733
James Small,9,20,619240,70,1857454
Jonathan Sautter,9,20,494822,69,562521
Obijiofor Izuchukwu,9,20,3057892,67,1099105
Arabi Chani,9,20,2916741,61,1762731
Fosu Enock,9,20,354367,57,2008897
Andre Heiler,9,20,540972,53,1585570
Sergelenbaatar Uuganbayar,9,20,2908798,52,3936832
Denis Shapovalov,9,20,4054694,49,4969673
Paul Njeru,9,20,6730648,48,3189703
alwyn robertson,9,20,390749,40,5913592
Paul Jessup,9,20,258819,39,4690818
Sam Jam,9,20,202629,39,5417314
Nanna BH,9,20,95383,37,2863459
Cealan Goan,9,20,4841413,37,5991819
Don Makaveli,9,20,3783575,24,8602835
Budiono Siregar,9,21,1059700,91,129964
Tommy Ong,9,21,550348,72,226166
John Doherty,9,21,1426222,72,573432
Ayoola James,9,21,2227083,72,1431603
Grant Mallabar,9,21,549422,68,169557
Godric Ikeji,9,21,438067,67,2173218
Steff Mace,9,21,454623,63,224015
Alan Robinson,9,21,2954770,61,493894
Falana Abiodun,9,21,6206609,60,1685581
Daniel Lee,9,21,3170731,58,481070
Andrii Kapustin,9,21,3563925,57,1180551
David Santiago,9,21,2125658,56,1900007
Deleted Player,9,21,1406254,48,0
Roshan Maharjan,9,21,8097389,47,5024490
Jamie Jamison,9,21,2158853,45,6170849
O Nedre,9,21,5968759,45,6305497
Vaskar Chakraborty,9,21,134944,40,5392828
Shaip Xhemajli,9,21,7921929,39,6150687
kidz PASSION,9,21,1856247,37,3488320
Suhrob Ahmedov,9,21,5165000,36,6477234
Ashley Woodward,9,22,3054913,74,126157
Jason Barry Reacher,9,22,10902,74,644643
Greg Hjelm,9,22,742744,74,645675
Jason Turner,9,22,1871002,73,431116
Anthony Joyce,9,22,683769,72,629503
Drexy Beedreb,9,22,2733635,70,1962777
Brady Smith,9,22,335609,69,273503
Jordan H,9,22,3287244,69,294492
Mohit Khadgi,9,22,4862182,60,398962
⚽ Miguel,9,22,486751,60,1488408
Imie Jams,9,22,5878920,59,546487
lee may,9,22,1845466,56,827251
Surajudeen-Bakinde MohammedSiraj,9,22,55394,55,3668030
mikha rio,9,22,4351184,54,3129776
Umang Jain,9,22,5821500,54,3277740
Michael Ndathe,9,22,135604,51,2143592
Sosso Ramafole,9,22,6358380,41,6226094
Joe Eccleston,9,22,722224,25,6576792
Willkins Jnr,9,22,4830713,20,8366381
Wak Jowo,9,22,9308913,20,8751726
Alex Madden,9,23,334480,78,240019
Ash Choruma,9,23,4106,75,262121
Ville-Veikko Haaraniemi,9,23,2992171,74,14286
Petteri Ylimaa,9,23,584935,72,29715
dod davies,9,23,110619,66,173634
Colette Brown,9,23,1042483,66,368604
Adepoju Adekunle,9,23,3111783,66,629838
Rasoul BZ,9,23,315068,63,726253
Seb Harwood,9,23,8272438,59,297957
Ajay Bashyal,9,23,380248,57,505204
Gerben Soet,9,23,67124,57,1153361
Adam Adamski,9,23,3406779,56,2352561
Martin Alcott,9,23,193018,55,334974
wendy cottrell,9,23,72257,55,1355733
Korhan Temirkan,9,23,7152876,49,4178330
Armin A.,9,23,173422,45,1452072
Bishesh Bhattarai,9,23,4763644,45,3487642
Edem Cudjoe,9,23,6944476,44,4166335
izal denias,9,23,6376457,25,4774982
Jaivir M,9,23,3216017,25,5067550
Gururaj Puranik,9,24,352551,79,66954
David Glover,9,24,2602745,77,1398831
Nathan Hand,9,24,874891,73,177067
Sir Ejiks,9,24,4128371,73,581018
Trev Plant,9,24,492854,66,623807
Ollie Smith,9,24,3828612,65,512089
Sakar Dhakal,9,24,3882641,61,1477769
Gustav Fagerberg,9,24,299941,60,314826
Andy Charles,9,24,4588900,60,1196077
Jonathan McCall,9,24,1069440,60,2077022
Mark Chambers,9,24,630209,59,1102841
Ebenezer Safi,9,24,4104094,56,2437219
gary millard,9,24,1191800,54,4251158
Bobby Jnr,9,24,7468232,52,2918787
Kizzy Rulez,9,24,2244120,47,3177031
Yeah Fc,9,24,6365394,45,7255014
Charles Adjaye,9,24,548097,42,5270505
Anderson Baptiste,9,24,9344613,41,6282218
Joshua Sylvanus,9,24,7843613,31,7613712
Martin Woolley,9,24,6448325,27,6279366
Natalie Wright,9,25,27755,87,50331
khalil boussi,9,25,2624981,73,2207772
jack snyder,9,25,5277485,70,1887378
Ariyan Hosseinzadeh,9,25,3111582,68,223303
mohamed gamal,9,25,2685457,66,2382327
Matt Tooke,9,25,3214541,65,913567
Fredrik Lia,9,25,2644570,61,799831
James Obrien,9,25,5552172,61,2698090
Sam Woods,9,25,575078,57,2183691
Abdalla Ilkacase,9,25,284372,56,1157466
Cian Walsh,9,25,298346,55,1610141
SR Khan,9,25,2520788,55,2377457
Dhana Mt,9,25,3273122,54,2803635
David Walls,9,25,3177547,53,957321
Dávid Rimár,9,25,3491767,49,4059699
Roger Ward,9,25,2179935,47,1015498
Andre Reich,9,25,1610579,43,2826302
tracey Smith,9,25,4800118,43,4371793
Haji Bolbol,9,25,5522126,39,5896234
Dhruva Parab,9,25,7362257,28,9501551
Christopher Murphy,9,26,373958,78,80272
John Woods,9,26,772725,75,972462
Jordan Fowler,9,26,6697,70,125005
Syad Khai,9,26,2322146,63,198374
James Anthony,9,26,3654326,63,399450
Alif Muzammil,9,26,8095168,62,2016565
Vineet Nair,9,26,35804,61,43525
Celum Magang,9,26,2428219,60,332313
Kevin Smith,9,26,1107553,59,714426
Ayush Mahajan,9,26,1740074,58,1045132
Jonathan Jenssveen,9,26,848196,57,561408
Ragnar Másson,9,26,923546,57,1246572
Tom Wright,9,26,1898115,55,1812247
Nigel Robertson,9,26,1948472,55,1891286
Jonathan Bradshaw,9,26,195233,53,662685
Richie Ryan,9,26,3505286,52,2236564
Soul Ji,9,26,2372326,42,1860688
Jeff Kanny,9,26,8650798,40,8580808
Faisal Fahmi,9,26,2754607,39,4075131
James Kadamika,9,26,6581558,33,5588667
Conrad Bugingo,9,27,315735,79,254444
Conor Byrne,9,27,2126103,77,276949
Craig Churches,9,27,3402441,75,618819
Emil Bergelin,9,27,49588,75,1290072
Adrian Gjengår,9,27,69788,73,90537
Celia Ann,9,27,5201664,69,462863
Confidence Akrasi,9,27,6459296,69,3412199
Paul George,9,27,8284437,63,4083342
Jochem Van de Heyning,9,27,4928907,61,1518081
Hafiz Kk,9,27,4123895,59,4061167
Shawn Lee,9,27,7406130,54,1802624
Viktor Smolovic,9,27,2098214,52,1276607
Hadimusleh Hadirin,9,27,5691569,49,5105477
Rafal Najda,9,27,5624167,48,1832967
Steve Flynn,9,27,871860,47,4509131
Obaida ALDiri,9,27,5295407,43,6248556
Olatunbosun Layinka,9,27,1790840,41,6714760
Sujai JM,9,27,441061,39,4230746
Ajimo Samuel,9,27,2356483,31,7662336
Alfred AK Sesay,9,27,8233037,28,9700512
Virinder Gupta,9,28,1217968,96,25162
Hamed Yassad,9,28,75933,80,64153
Gajendra Khatri,9,28,4981011,78,455784
Maximilian Utikeyev,9,28,1125097,70,596941
Billy Deakins,9,28,2767299,67,413176
dave barry,9,28,5527842,61,69333
Taiwo Popoola,9,28,103014,61,2646489
Adrian S Arulanandam,9,28,407751,59,553575
Samu kalajainen,9,28,8381121,59,2193517
Andrew Ferguson,9,28,7416199,58,1700166
Josh Roberts,9,28,2585569,58,1822836
Clive Griffiths,9,28,363843,56,834998
Niki Bowering,9,28,1921256,56,1715715
Tioluwani Ojo,9,28,3600721,48,5181542
Luis Gonzalez,9,28,7317825,44,1869546
Igli Keci,9,28,48353,42,4112932
Andrew Cross,9,28,3755767,42,6532103
Tony Quartey,9,28,2287151,36,5994892
David West,9,28,66025,30,5929363
Gez Buckley,9,28,8714816,30,7934633
Steve Hyman,9,29,5207384,75,146650
Bram Verhelst,9,29,3811619,71,258387
Matt Roe,9,29,1326852,71,410326
Wael El Dabaa,9,29,74335,68,649123
Sagar Ranganath K,9,29,967249,66,1108332
Craig Walker,9,29,1174341,64,1390072
Kenny Harvey,9,29,2910009,63,410326
Mark Bellamy,9,29,189792,63,422819
Eslam Usama,9,29,1646970,63,1395831
Osho Kanabe,9,29,5137487,60,232541
Martyn Sheridan,9,29,1469614,55,1121608
Nishad Goliwadekar,9,29,846028,54,840488
Amèns JNR,9,29,3545932,53,813300
Francis Onyeka,9,29,840043,51,1508723
Kapil Kumar,9,29,3829995,51,6134021
Vaibhav Agarwal,9,29,5947575,50,5594184
Oscar Samantha,9,29,2809746,49,3726388
Daniel Amimi,9,29,3532279,36,7591473
Fernando Ayerdi,9,29,3930706,35,7931902
Jude Millar,9,29,1290960,33,6066045
Ghost Recon.,9,30,5215025,76,411810
Emmanuel Ighovwemerehor,9,30,3794061,69,467247
Michael Gromek,9,30,4465208,69,1375367
Roger Ditchburn,9,30,6966654,66,1227481
Aaron Lloyd,9,30,4163778,65,66189
James Johnson,9,30,1690932,63,1090062
Alaa Esmat,9,30,719476,61,669080
Lut Hendrixx,9,30,6211579,61,983612
UZAIR IQBAL,9,30,351545,60,1256751
David Harney,9,30,4594351,59,495359
Gustav Gnosspelius,9,30,455772,59,850241
Sean Scully,9,30,3416352,56,772426
Samuel Olorunsola,9,30,7236144,53,921382
Simon Lees,9,30,2515528,53,1203819
Ridhwan Hajaree,9,30,535410,51,568673
Carl Schorah,9,30,257352,51,1147047
Jack Morris,9,30,636739,47,1313441
Bøl Strāp,9,30,1862788,45,2602384
Reko wael,9,30,7940735,33,4329337
DILEEPKUMAR R M,9,30,6154350,31,5492393
Abdur Raheem,9,31,5935934,75,786388
Bruce Kingsley,9,31,5256565,70,1422953
David crouch,9,31,275319,68,398299
Miloš Milincic,9,31,7879761,67,658049
XUS CRIS,9,31,1033520,64,373156
Roshan Poojari,9,31,30408,62,87058
Usman Shah,9,31,8069251,60,2820477
Arunava Banerjee,9,31,6337143,60,2886479
Tai Kemichi,9,31,3209087,59,1875895
Wilson Harrison,9,31,2294182,57,540099
C L,9,31,73146,56,1391945
الواد قلبوا بيوجوعوا,9,31,7070106,55,1940530
Brett Fox,9,31,1944167,52,737757
Moughel Da gyel,9,31,3716468,52,4308634
Rizwaan Dawood,9,31,734097,49,3328338
David Li,9,31,8597116,47,4457808
Kiran Malli,9,31,148432,46,2935941
Ruby Le,9,31,748474,45,4482303
Sanchay Mehta,9,31,3781984,45,5974465
Jacob Karnas,9,31,4465369,41,4931970
angshuman gupta,9,32,809195,85,998568
alex Gledhill,9,32,960796,84,172732
Ergys Dunga,9,32,132264,69,536817
Matt Bonner,9,32,3632892,68,1425923
Sidharth Pai,9,32,6680730,67,504024
Adan K,9,32,314233,66,1373087
Pramod dawadi,9,32,360575,64,1642935
Tom Mahia,9,32,2563147,64,2399233
Myles Murphy,9,32,3875506,57,3676799
Viktor Arev,9,32,850708,54,3290234
