Name,League,Division,Team id,points,OR
darren sharp,7,10,91069,56,504024
Zia Shams Sakib,7,10,3985651,50,1542498
Curtis Chan,7,10,8279523,48,630835
suny tyagi,7,10,2381064,48,1995612
Kofoworola Olatunbosun,7,10,5653994,46,913881
Ollie Keene,7,10,55566,46,1363539
Filipp Fil,7,10,37844,41,733584
Rafael Begazo,7,10,532701,32,6760273
Md Amaan ur Rahman,7,11,1997523,90,8067
Boža Podunavac,7,11,1035767,81,352552
Pranjal Das,7,11,678243,79,4475
Aarush Jamadar,7,11,10970,63,46855
Andrew Lambert,7,11,18385,63,241869
Kalnis Kalnis,7,11,186289,61,96146
David Berry,7,11,17359,61,134708
Anthony Roots,7,11,26282,60,82395
Baron Von BlondeLox,7,11,530084,59,368604
Samuel Scott,7,11,1256291,58,20516
Arvind Ganti,7,11,91952,58,1422056
Kellie Gallivan,7,11,2681979,55,112074
Ketan Chopra,7,11,51892,52,291781
Ricardo Baresi,7,11,122416,52,344981
Richard Rodgers,7,11,685343,52,1260689
Mr. Alan,7,11,5690803,47,827530
Rob Martin,7,11,6768,39,1052544
Lee Cook,7,11,6527033,36,4056015
Sanjay Dangol,7,11,6284051,35,5429745
Islam Khouni,7,11,45336,27,7343980
Jesper Rydh,7,12,1586,78,44883
Greg Young,7,12,125281,75,457324
Glenn Matheson,7,12,145233,69,90743
Karl Walker,7,12,1742786,69,304273
David McQueen,7,12,2625395,67,275950
Wawrzyniec Slusarczyk,7,12,6338950,66,100185
Joakim Viheriä,7,12,339825,63,648493
Thomas Tunstall,7,12,313724,61,206219
Tomas Kulbak,7,12,470875,60,1023109
Jan Remi Nilsen,7,12,1528635,59,93109
Patrick Dean,7,12,2826258,57,377638
Hayden Gray,7,12,6188,56,724513
Andrew Frost,7,12,624623,54,792170
Strahinja Lukovic,7,12,1071040,50,2199338
Tom Laxton,7,12,4527065,48,421318
AA33 .,7,12,14150,46,3800894
Ray Gardner,7,12,2027281,42,1450852
Eraldo Di Muro,7,12,4596433,41,3160612
Tony O'Donovan,7,12,444071,40,2251266
Michael Neave,7,12,7341430,33,6068924
Joel Philpott,7,13,273393,77,19792
Frederick F,7,13,65080,71,87058
Tim Allstrin,7,13,92759,67,1437996
Cesar Jr,7,13,602784,64,91290
Johannes Åkerøy,7,13,587130,60,141152
Michael Kennedy,7,13,7347816,60,481070
Chrisy Hagan,7,13,2449948,59,1238232
Ajayi Favour Ayomide,7,13,23203,58,115224
Kavi Raja,7,13,67448,57,854352
Mark Davis,7,13,196779,57,952028
Danny Reeves,7,13,7725,54,123786
Tore Flo,7,13,11769,54,745335
Anthony Foo,7,13,88547,54,1290072
Juan Laborde,7,13,199342,52,1550469
Jason Desouza,7,13,94360,51,394101
Chris Atkinson,7,13,3818497,51,1402845
Cláudio Silva,7,13,416090,47,1384224
Nishant Didar Singh,7,13,139047,45,188972
David Wallin,7,13,156684,45,1867098
Gerard O'Reilly,7,13,216949,44,1860992
Andrew Rink,7,14,231271,81,8960
Jonathan Pacey,7,14,5373472,81,91496
Dion Ng,7,14,1059147,75,131442
Damien O'Brien,7,14,3572371,72,183140
John Morén,7,14,493852,69,610659
James Clayton,7,14,104204,66,241397
Matthew Fiveson,7,14,3534481,60,347697
Lionel Jacobs,7,14,550464,60,455784
Alan Harte,7,14,13221,59,17242
Steve Morrison,7,14,239108,59,2841275
Tom Petchey,7,14,1307,57,483098
Zico Zirkzee Martial,7,14,7408,55,840488
Gary Wright,7,14,510036,55,1105991
Liam W,7,14,5604407,53,957321
Chirag Shah,7,14,2709633,52,970691
Bharat Phukan,7,14,72103,41,1340262
Robert Jeffreys,7,14,661683,38,1686461
Ali Hashem,7,14,4239258,37,5911780
Ryan Chan,7,14,5973569,33,4513946
Tom Harris,7,14,157058,29,4884258
Ben Gould,7,15,4318990,77,17304
Alan Dyer,7,15,5878,71,3531
Laurie Stein,7,15,1398626,69,257018
Gideon Gyamfi,7,15,273831,67,222301
Sam O'Sullivan,7,15,24141,65,296284
Natapon Akomsoontorn,7,15,419225,63,25572
Gareth Lyons,7,15,368477,63,42315
Alessandro Nesta,7,15,444007,63,609461
Patrick Linnane,7,15,410095,61,285120
Ahmad Shariff,7,15,523535,61,336822
Adam Szymon,7,15,144439,59,6147
Lee Blannin,7,15,551595,58,164825
Adeniyi Adeshiyan,7,15,3244675,57,203135
R J,7,15,7444138,54,213188
Nell Lakey,7,15,7960811,53,1446844
einar eiriksson,7,15,3265292,46,2622321
Adam F,7,15,3131,43,420821
Manan Chheda,7,15,2410,40,531377
Isobel Triggs,7,15,6224327,39,671514
Paul Mitchell,7,15,1409545,21,5605982
Saido Mohamed,7,16,34597,75,6045
Per-Åke Franklind,7,16,469964,75,432566
James Long,7,16,265986,72,436321
Jason Roberts,7,16,461199,66,28143
Denver Slowther,7,16,538368,66,124006
Reilly Sims,7,16,1193852,62,236287
Will Lobley,7,16,432854,62,386010
Vegard Sines Petersen,7,16,1141620,61,173353
Jason Kong,7,16,2423888,59,440147
Richard Emerson,7,16,85359,58,62734
Alex Rozynski,7,16,564424,57,276315
Daniel Hernández,7,16,2832724,57,1875895
Chris Barnett,7,16,557049,56,210382
Alex Bromley,7,16,2468176,54,293168
Jay Lim,7,16,2863,52,1209035
Artyom Mischuk,7,16,2081193,51,1109987
Piotr Szczepkowski,7,16,1447182,49,353467
russell yeboah,7,16,408888,49,1760384
Paul Byrne,7,16,3776187,30,1072462
Tobias Johansson,7,16,246363,18,7332721
Vladislav Pirinski,7,17,185763,72,15018
Samuel Chong,7,17,351676,70,188235
Phil Bazley,7,17,9336,69,55666
Rik Andrews,7,17,2229,68,181436
Michael Lydon,7,17,5622612,66,238942
Dave G-J,7,17,2700109,66,641807
Ivan Donchev,7,17,901972,64,335634
Sultan alsalahi,7,17,118880,63,567945
Ben Poulton,7,17,748829,60,58681
Mosope Adeyemi,7,17,397118,60,420084
Jude Rosli,7,17,2417588,54,1384834
Martin Jones,7,17,1218121,54,1513650
Ross Donaghey,7,17,950543,52,1245806
Dan Frost,7,17,362942,51,408439
Stuart Parr,7,17,3072329,50,209513
Jesper Lindahl,7,17,219483,48,277746
Mr Beresford,7,17,96280,48,773101
adam limmer,7,17,234331,43,1775327
Mithilesh Palegar,7,17,6939581,42,993072
Martin Lilov,7,17,1574269,36,1635126
Saqif Shams,7,18,947612,72,93921
Brayden Dilley,7,18,1934500,69,117689
Dean Ade,7,18,766253,66,269883
Kristoffer Nesvik,7,18,1478053,64,38810
Sourya Ghosh,7,18,1005781,64,1679007
Nishat Chadha,7,18,1607435,63,338916
Ronny Herdlevær,7,18,28291,63,666918
Pete Bell,7,18,822089,60,598159
Vladimir Stojiljković,7,18,6532580,60,1201323
Dale Soney,7,18,5136908,58,1160843
Jake Visser,7,18,3402482,58,1852467
Ahmed Elhedeny,7,18,4275320,57,556951
Ollie Kitson,7,18,7607,57,786264
Teemu M Määttä,7,18,208466,52,1752047
Joe Morrin,7,18,4618793,51,1179301
Giorgio Carfagna,7,18,2719511,51,2211766
Cath Hudson,7,18,1760311,48,1378162
Barney O'Gorman,7,18,146686,42,1349480
Tom Hendryk,7,18,2761426,42,5268058
Cal Stoffel,7,18,291161,38,1769802
Mohamad Abou Salem,7,19,2742478,78,55406
Sam Page,7,19,668497,66,695088
Bobby Kavanagh,7,19,43417,65,293558
David O’Donnell,7,19,1815345,64,171121
John Collins,7,19,2666176,61,553867
Souradeep Chandra,7,19,426073,61,580138
Matthew Moore,7,19,2703103,59,83776
Serhiy Diachenko,7,19,172204,59,428380
Billy Boswell,7,19,2649129,58,326945
kareem kahil,7,19,281128,57,149902
Andrew Kobal,7,19,843274,57,1084060
Muhd Firdaus,7,19,4550830,57,1217895
Janet Bayfield,7,19,369260,55,240347
Darren Thomas-Frederick,7,19,2897892,51,393605
Yunus Shawwal Ibrahim,7,19,767504,50,1347129
Joe Brewin,7,19,5039367,48,2498634
Anthony Mason,7,19,492876,46,1344484
Lar Doyle,7,19,2285304,46,1589006
David Fraser,7,19,610942,45,1614530
Ross Allen,7,19,550940,43,719720
Brad Wilson,7,20,768969,77,447142
Brett Woodward,7,20,15073,75,18501
Fiyin Doherty,7,20,660050,73,87058
Siddharth Madaan,7,20,1402246,69,152243
Jason Allen,7,20,94498,64,48933
Sanchit Suri,7,20,10356,64,57917
Reg Brine,7,20,477196,64,475429
Sonni Moorley,7,20,4181,61,29327
Musa Ogunsolu,7,20,1121301,60,285430
Shaun McGartland,7,20,780272,60,485088
Neil Fryer,7,20,163996,57,226388
Mark Whelan,7,20,7246644,57,879430
Alex Arblaster,7,20,2901634,54,123786
JOHN JACK,7,20,1280323,53,793363
Jayme Junior,7,20,5129557,52,4545512
Dennis Karanja,7,20,1655451,46,849673
Jay Eden,7,20,201490,43,1852467
RFS 352,7,20,646279,42,3198941
Prap kimprenk,7,20,3986063,39,1020157
Patrick Stack,7,20,8451653,24,7827259
David Schliecker,7,21,2316285,76,86042
shagaire welsh,7,21,19135,75,40037
Atul Krishna Kumar,7,21,100905,73,19497
John Quinn,7,21,8259291,70,3660
Reagan NA,7,21,8255581,70,18630
Victor David,7,21,4893925,69,434499
Anton Landaburu,7,21,3305984,68,234693
Kevwe Fadahunsi,7,21,6565,67,130167
Phillip Smith,7,21,400718,63,208330
Jamie Davis,7,21,620203,60,401645
Mark Currie,7,21,973222,57,430032
Zlatko Omanović,7,21,3415598,53,893395
Lino Mališa,7,21,648710,51,1227481
Laurence Dicks,7,21,3241668,51,1297377
Sezy Bandaranayake,7,21,315723,49,795627
AIMEUR Karim,7,21,297532,42,1160012
Obafunmilayo Olamilekan,7,21,164006,39,603149
John Illidge,7,21,13862,39,2133090
Roddy Byrne,7,21,1890535,36,2496482
Darrel Whitworth,7,21,332390,27,1282968
Hermann Hjartarson,7,22,225488,73,133153
Jeremy Rowe,7,22,106893,72,31193
Brendan Murray,7,22,3604306,69,45954
Mr. Eagle,7,22,118735,68,76132
Christopher Hilbig,7,22,159081,64,509438
Kenneth Wilson,7,22,33553,63,689333
Keith Ledger,7,22,14869,62,153702
Oscar Ferrer,7,22,2873242,61,40601
Guy Manuel,7,22,4096710,61,1782530
Viktor Aleksander Østgård,7,22,144640,58,92402
Darren Nicholls,7,22,41951,57,126787
Kamol Sriwijit,7,22,40114,57,397565
Neil Atkins,7,22,633215,56,1083007
Aidan O'Boyle,7,22,5200,52,152243
Gregg Stevenson,7,22,580156,51,214498
Alan Chan,7,22,373397,50,127802
Alan Smart,7,22,1089377,46,2251266
Ivan Mijatovic,7,22,6103167,45,90893
Hussein Imam,7,22,693148,39,1959729
Michael Clark,7,22,519567,25,4863366
Johan Gustavsson,7,23,846626,78,128475
Subham Bose,7,23,37745,72,170010
James Kay,7,23,7479,69,248869
Sergio Pretorius,7,23,239492,67,911302
Stephen Lawlor,7,23,262999,65,62079
harrison white,7,23,3217434,63,41931
Matt Potter,7,23,89651,63,327145
JD Piland,7,23,523614,61,140885
Stoyan Kolarov,7,23,15406,60,398962
Kafui Agbodo,7,23,4031165,57,375665
Cian Aherne,7,23,39409,57,773726
Shaad Lakdawala,7,23,18619,52,64153
Marty Burke,7,23,297736,51,520243
Vasil Raykov,7,23,8489699,49,2873412
Jonathan Thompson,7,23,1793559,48,1921858
Nicholas Harris,7,23,3079753,47,1003361
Justin Vermeulen,7,23,69149,46,3112831
Deco Herb,7,23,2183523,44,874526
Nate Eisele,7,23,757184,43,2518476
Hasan Almarzooqi,7,23,798316,42,3271266
Alex Galbraith,7,24,416717,79,218607
Shane Keeling,7,24,2838293,71,746706
Ado Fitzsimons,7,24,3215975,69,104390
Ian Spittle,7,24,37053,67,328925
Thomas Graham,7,24,431612,66,6909
David Muller,7,24,2036934,64,498458
Liso Nkosi,7,24,3559685,59,540376
Chris Hindle,7,24,203920,59,958361
Helge Martens,7,24,29919,58,1109987
Ryan McCarthy,7,24,5156055,57,597522
Ivan Royo,7,24,1490098,57,1967478
Sam Johnson,7,24,55641,56,742382
Gavin Maher,7,24,2877,52,386286
Papa Zig,7,24,261670,52,2461833
Piotr Kocikowski,7,24,19972,50,844860
Daniel Ó Donovan,7,24,4241853,50,1541157
Simon Walters,7,24,858307,47,1140335
David Brundish,7,24,680363,45,3687995
chris tuck,7,24,334047,39,6252572
Andre Antunes,7,24,2309134,33,6352743
Jose De La Roca,7,25,25534,72,51671
Tony Cassidy,7,25,175004,71,281817
Thanasis Kritharellis,7,25,146597,68,269938
Pedro Azevedo,7,25,22146,66,314826
Dan Bangs,7,25,394264,64,164328
Andrew Fero-Kovassy,7,25,2353842,63,231756
Anindyt Nagar,7,25,1882367,62,431252
Christian Mayo,7,25,1123175,61,87877
Ric Brailsford,7,25,7225,60,351159
Sarang Kedia,7,25,10032,58,748840
Wayne Burrows,7,25,2989152,56,824867
Freddie Couldwell,7,25,607675,55,213476
Steve Preston,7,25,3932850,55,569594
Admir Omanovic,7,25,119190,52,1623755
Atull Gupta,7,25,3000068,51,420169
Chris Blackwell,7,25,1910868,48,2478007
Liam Rawsthorne,7,25,10939,44,748194
David N,7,25,1531413,44,1544090
Matthew Green,7,25,2431347,41,1741524
Matt S,7,25,7055846,37,6311171
Rijul Sabharwal,7,26,7519953,75,29259
Kristian Kvamsøe,7,26,4482,73,113553
Abdulqoyum Elelu,7,26,13415,69,252552
Łukasz Nowosiński,7,26,135957,68,136426
Bishoy Saed,7,26,1807752,63,530780
Lee Thompson,7,26,7889,61,205926
James Astin,7,26,20732,60,45212
Hugo Miller,7,26,261052,60,62734
António Duarte,7,26,421650,58,89152
Mark Neish,7,26,5175142,58,217027
Abdullaziz Alrawahi,7,26,8484815,57,676381
Michael óg Manley,7,26,122322,54,214197
Steve Rayner,7,26,1055787,53,572621
Pavlo Gulenko,7,26,4510925,51,283124
Balasubramanya Basuvaraj,7,26,289930,48,446136
Andy Hogg,7,26,1480073,48,1084485
Josh Rudge,7,26,158,48,1758960
Jenna Taylor,7,26,4848050,47,2776577
Ciaran Hartnett,7,26,1140904,42,3967948
Sean Eberhardt,7,26,2713781,39,3445978
Mark Lilliman,7,27,378581,74,127373
Zach Griffith,7,27,562093,73,57145
Ciaran Collins,7,27,2901588,72,84532
Tampan Sakti,7,27,4565447,64,368127
Malcolm Christie,7,27,1543414,62,153125
Alexander Sims,7,27,2359624,61,299699
Chewie Stevenson,7,27,2599656,61,324163
Raj Sharma,7,27,11458,61,381662
Mark Harrison,7,27,2178221,60,680116
Pete Hampson,7,27,773040,58,970036
David Walton,7,27,4324381,55,283542
Steve Coppins,7,27,61305,55,406221
Michael Byrne,7,27,4963664,55,2156530
Steven Sanchez,7,27,2984123,52,421318
Mark Williams,7,27,49072,50,444659
Matt Wesołowski,7,27,11011,48,163593
David Pargetor,7,27,780061,46,2351516
Karan Sardana,7,27,362510,42,994460
Miz H.,7,27,1200946,42,2768260
Jonathan Wrynn,7,27,469284,40,1034855
Gavin COCHRANE,7,28,869116,72,192387
simon warner,7,28,3776954,69,249249
Matthew Taylor,7,28,12186,66,32386
Chris Carter,7,28,2087641,66,46991
Jason o mahony,7,28,834200,66,108286
Michael Jones,7,28,89810,63,538544
Matthew Kevin Joe,7,28,201,63,538544
Sami Rumani,7,28,1851,60,148421
Hamilton Brandon,7,28,2437948,60,599302
Ole Henning Jordheim,7,28,1840465,57,262804
Messimerized .,7,28,2007080,54,497468
Meron Teweldemedhin,7,28,4377171,54,751173
Roee Farky,7,28,1041,54,799387
Johan Eidfelt,7,28,317551,53,269074
Ujjwal Tiwari,7,28,4860628,52,919690
rj reisman,7,28,603807,52,1061083
Matthew Hill,7,28,310176,49,674617
Rohan Bhimrajka,7,28,1744,48,674398
Joonas Kröönström,7,28,4028905,43,806765
John Crumpler,7,28,2738269,36,2115429
Stephen Flett,7,29,2923050,84,155032
Odhrán Naughton,7,29,503107,75,49795
Rob Tuck,7,29,3769764,70,57022
chris bradley,7,29,6906,70,145392
Steve Kakarouchas,7,29,1180536,69,105086
Leonid Andreev,7,29,3143166,68,420821
Mladen Grozev,7,29,5414,67,60513
Bjorn Olsthoorn,7,29,556860,65,160206
Brian Sweet,7,29,402215,61,673839
Mohammed Ali,7,29,841038,60,211813
Erwin Tolen,7,29,590320,57,893395
Matthew Jones,7,29,17174,55,862613
Alek Dziergas,7,29,950217,49,423205
Jonathan D,7,29,8461008,47,866994
Chris Pearce,7,29,101218,45,290514
Shilajit .,7,29,4873,45,1312819
Artur Silva,7,29,3742591,44,2858221
Mogu Tang,7,29,282515,39,2226166
Samitinjaya Rath,7,29,193159,36,605160
Dinmahomed Cassamo,7,29,20766,22,7945777
Nathan Campbell,7,30,740547,73,93321
Daniel Sailer,7,30,2977777,73,99432
Paul Smith,7,30,9839,72,891411
Paul Baker,7,30,7068,71,9700
John-Paul Kennedy,7,30,265842,70,31998
Dawid Rapciak,7,30,202666,70,36764
Miro Rantanen,7,30,4587972,69,937
Martin Lyall,7,30,3760124,65,192763
Yann Lebleuf,7,30,103370,59,604528
Patric ter Horst,7,30,6836722,57,914597
Duncan Moir,7,30,1075566,55,656559
Siddharth K,7,30,122388,54,233475
Antony Maughan,7,30,448235,51,1323994
Martin Svenningsen,7,30,2345180,46,432566
Tiyamike Msonthi,7,30,364199,46,3846904
James Busby,7,30,611856,45,1847928
Ian Tan,7,30,4814697,43,3658904
Adam Parretti,7,30,4033500,40,664028
Klemen Perko,7,30,129795,34,3141914
Martha McGlade,7,30,4966401,34,3874776
RAJ Kashyap,7,31,78419,76,14113
Chinmay Mayekar,7,31,2340621,74,530171
Colby Pridham,7,31,471861,70,42706
Tiago Ferreira,7,31,263584,69,422819
KianHwee Lim,7,31,388622,68,598759
Christian Walsh,7,31,191214,67,218607
Hrafnkell Ásgeirsson,7,31,211037,64,126405
Barry Carney,7,31,3403,61,252255
Astik Gupta,7,31,724566,61,1506213
Yusuf Sader,7,31,14742,60,225653
Brian Evans,7,31,1443779,60,1553743
Lewis Disney,7,31,3934886,59,697227
James Sarson,7,31,3110421,58,2290866
tim tamer,7,31,2861304,57,329354
Andree Büchner,7,31,501931,49,3563677
William Russell,7,31,267082,45,2417544
Evan Jenkinson,7,31,5452665,44,4342250
Kyu Kyung,7,31,302634,33,3423628
Ryan Lanser,7,31,7311062,29,7055361
Mark Rose,7,31,152941,27,6794331
Michael Silva,7,32,189547,79,2634
Len Håvar Thomassen,7,32,34564,79,8695
Randy Nedd,7,32,12415,70,548082
David Millar,7,32,61710,63,396692
Thomas Lane,7,32,1206,63,586514
Joe Coombes,7,32,25740,61,49404
Aris Geo,7,32,482161,61,857696
Lance Tammero,7,32,298501,58,384942
Artur Bugla,7,32,796757,58,392209
Antony Phillips,7,32,371471,57,1592261
Hamza Bhurgri,7,32,17308,56,695577
Stephen Rawlings,7,32,1419047,55,1059370
Elton Appie,7,32,1260175,53,94452
Andy Lai,7,32,896932,52,315716
J L,7,32,500952,52,987972
Yusuf Onur Sarıkelleoğlu,7,32,437738,51,346085
George Caldwell,7,32,226925,51,446849
william hallett,7,32,595075,50,71880
Niall Mallon,7,32,35166,34,5141863
Joe prince,7,32,1670310,26,7448703
Tony Fitzpatrick,7,33,201134,75,75716
william yip,7,33,258099,75,111865
G L,7,33,3164888,73,171726
Ben Heys,7,33,790386,69,67263
Tom Huelin,7,33,3219483,67,48313
Andy Bayliss,7,33,604485,66,105721
Keith Thomas,7,33,1641622,63,218607
Sam Turner,7,33,1508261,61,664028
Rob Hunt,7,33,37525,57,529584
Ali D,7,33,403069,56,285120
JAMES JOSEPH,7,33,745349,55,205323
Jack Moore,7,33,734578,55,1741976
oren wolf,7,33,817582,53,571008
Andrej Dikoš,7,33,2993664,51,659359
Geoff Harding,7,33,3849731,49,533831
DAVID BRODIE,7,33,1113018,48,1316596
