player names,first card,anytime card,red_card,contest
Myles Lewis-Skelly,16/1,5/1,50/1,Arsenal v Brentford
Jurrien Timber,16/1,11/2,50/1,Arsenal v Brentford
Cristhian Mosquera,18/1,13/2,50/1,Arsenal v Brentford
Bukayo Saka,20/1,13/2,50/1,Arsenal v Brentford
William Saliba,20/1,13/2,50/1,Arsenal v Brentford
Viktor Gyokeres,20/1,7/1,50/1,Arsenal v Brentford
Noni Madueke,25/1,8/1,66/1,Arsenal v Brentford
Martin Odegaard,25/1,8/1,66/1,Arsenal v Brentford
Leandro Trossard,25/1,17/2,66/1,Arsenal v Brentford
David Raya,25/1,17/2,66/1,Arsenal v Brentford
Gabriel Martinelli,28/1,9/1,66/1,Arsenal v Brentford
Eberechi Eze,28/1,9/1,66/1,Arsenal v Brentford
Aaron Hickey,9/1,5/2,33/1,Arsenal v Brentford
Yehor Yarmolyuk,9/1,11/4,33/1,Arsenal v Brentford
Nathan Collins,10/1,14/5,33/1,Arsenal v Brentford
Jordan Henderson,10/1,14/5,33/1,Arsenal v Brentford
Igor Thiago,10/1,29/10,33/1,Arsenal v Brentford
Mathias Jensen,11/1,17/5,40/1,Arsenal v Brentford
Kristoffer Ajer,11/1,17/5,40/1,Arsenal v Brentford
Keane Lewis-Potter,12/1,18/5,40/1,Arsenal v Brentford
Vitaly Janelt,12/1,18/5,40/1,Arsenal v Brentford
Kevin Schade,12/1,15/4,40/1,Arsenal v Brentford
Dango Ouattara,12/1,15/4,40/1,Arsenal v Brentford
Michael Kayode,12/1,4/1,40/1,Arsenal v Brentford
Sepp van den Berg,14/1,17/4,40/1,Arsenal v Brentford
Rico Henry,14/1,24/5,40/1,Arsenal v Brentford
Mikkel Damsgaard,16/1,11/2,50/1,Arsenal v Brentford
Caoimhin Kelleher,22/1,15/2,50/1,Arsenal v Brentford
Danny Welbeck,23/5,7/5,23/5,Brighton v Aston Villa
Stefanos Tzimas,5/1,13/8,5/1,Brighton v Aston Villa
Charalampos Kostoulas,7/1,9/4,7/1,Brighton v Aston Villa
Yankuba Minteh,9/1,3/1,9/1,Brighton v Aston Villa
Georginio Rutter,9/1,3/1,9/1,Brighton v Aston Villa
Brajan Gruda,11/1,15/4,11/1,Brighton v Aston Villa
Diego Gomez,11/1,4/1,11/1,Brighton v Aston Villa
Jack Hinshelwood,14/1,11/2,14/1,Brighton v Aston Villa
Ferdi Kadioglu,14/1,11/2,14/1,Brighton v Aston Villa
Yasin Ayari,16/1,6/1,16/1,Brighton v Aston Villa
Maxim De Cuyper,14/1,5/1,14/1,Brighton v Aston Villa
Carlos Baleba,22/1,17/2,22/1,Brighton v Aston Villa
Lewis Dunk,25/1,10/1,25/1,Brighton v Aston Villa
Mats Wieffer,25/1,10/1,25/1,Brighton v Aston Villa
Jan Paul van Hecke,28/1,12/1,28/1,Brighton v Aston Villa
Olivier Boscagli,28/1,12/1,28/1,Brighton v Aston Villa
Diego Coppola,28/1,12/1,28/1,Brighton v Aston Villa
Joel Veltman,33/1,16/1,33/1,Brighton v Aston Villa
Donyell Malen,13/2,21/10,13/2,Brighton v Aston Villa
Ollie Watkins,13/2,2/1,13/2,Brighton v Aston Villa
Evann Guessand,9/1,3/1,9/1,Brighton v Aston Villa
Morgan Rogers,10/1,10/3,10/1,Brighton v Aston Villa
John McGinn,12/1,17/4,12/1,Brighton v Aston Villa
Emi Buendia,14/1,24/5,14/1,Brighton v Aston Villa
Jadon Sancho,14/1,24/5,14/1,Brighton v Aston Villa
Youri Tielemans,16/1,6/1,16/1,Brighton v Aston Villa
Ross Barkley,14/1,11/2,14/1,Brighton v Aston Villa
Amadou Onana,22/1,9/1,22/1,Brighton v Aston Villa
Matty Cash,25/1,10/1,25/1,Brighton v Aston Villa
Ian Maatsen,25/1,10/1,25/1,Brighton v Aston Villa
Pau Torres,33/1,14/1,33/1,Brighton v Aston Villa
Ezri Konsa,40/1,18/1,40/1,Brighton v Aston Villa
Lucas Digne,40/1,18/1,40/1,Brighton v Aston Villa
Boubacar Kamara,40/1,18/1,40/1,Brighton v Aston Villa
Victor Lindelof,40/1,18/1,40/1,Brighton v Aston Villa
Lamare Bogarde,40/1,18/1,40/1,Brighton v Aston Villa
Lesley Ugochukwu,9/1,11/5,28/1,Burnley v Crystal Palace
Florentino Luis,9/1,12/5,33/1,Burnley v Crystal Palace
Josh Cullen,10/1,5/2,33/1,Burnley v Crystal Palace
Josh Laurent,11/1,14/5,33/1,Burnley v Crystal Palace
Hannibal Mejbri,11/1,14/5,33/1,Burnley v Crystal Palace
Lucas Pires,11/1,14/5,33/1,Burnley v Crystal Palace
Axel Tuanzebe,12/1,10/3,40/1,Burnley v Crystal Palace
Kyle Walker,12/1,7/2,40/1,Burnley v Crystal Palace
Hjalmar Ekdal,12/1,18/5,40/1,Burnley v Crystal Palace
Zian Flemming,14/1,15/4,40/1,Burnley v Crystal Palace
Lyle Foster,14/1,4/1,40/1,Burnley v Crystal Palace
Armando Broja,14/1,4/1,40/1,Burnley v Crystal Palace
Quilindschy Hartman,14/1,17/4,40/1,Burnley v Crystal Palace
Jaidon Anthony,16/1,23/5,40/1,Burnley v Crystal Palace
Loum Tchaouna,16/1,23/5,40/1,Burnley v Crystal Palace
Marcus Edwards,16/1,24/5,40/1,Burnley v Crystal Palace
Maxime Esteve,18/1,5/1,50/1,Burnley v Crystal Palace
Martin Dubravka,25/1,15/2,50/1,Burnley v Crystal Palace
Jacob Bruun Larsen,28/1,17/2,66/1,Burnley v Crystal Palace
Will Hughes,9/1,11/5,28/1,Burnley v Crystal Palace
Jefferson Lerma,9/1,23/10,28/1,Burnley v Crystal Palace
Yeremy Pino,9/1,23/10,28/1,Burnley v Crystal Palace
Daniel Munoz,9/1,23/10,28/1,Burnley v Crystal Palace
Christantus Uche,12/1,3/1,33/1,Burnley v Crystal Palace
Marc Guehi,12/1,3/1,33/1,Burnley v Crystal Palace
Daichi Kamada,12/1,17/5,40/1,Burnley v Crystal Palace
Chris Richards,12/1,17/5,40/1,Burnley v Crystal Palace
Eddie Nketiah,12/1,18/5,40/1,Burnley v Crystal Palace
Maxence Lacroix,14/1,15/4,40/1,Burnley v Crystal Palace
Nathaniel Clyne,14/1,15/4,40/1,Burnley v Crystal Palace
Adam Wharton,14/1,4/1,40/1,Burnley v Crystal Palace
Jaydee Canvot,14/1,4/1,40/1,Burnley v Crystal Palace
Borna Sosa,16/1,17/4,40/1,Burnley v Crystal Palace
Jean-Philippe Mateta,16/1,5/1,50/1,Burnley v Crystal Palace
Ismaila Sarr,16/1,5/1,50/1,Burnley v Crystal Palace
Tyrick Mitchell,16/1,5/1,50/1,Burnley v Crystal Palace
Justin Devenny,18/1,11/2,50/1,Burnley v Crystal Palace
Dean Henderson,20/1,13/2,50/1,Burnley v Crystal Palace
Joao Gomes,17/2,9/5,25/1,Wolves v Nottingham Forest
Andre,17/2,9/5,25/1,Wolves v Nottingham Forest
Ladislav Krejci,9/1,21/10,28/1,Wolves v Nottingham Forest
Emmanuel Agbadou,11/1,12/5,33/1,Wolves v Nottingham Forest
Toti Gomes,11/1,12/5,33/1,Wolves v Nottingham Forest
Yerson Mosquera,11/1,12/5,33/1,Wolves v Nottingham Forest
Santiago Bueno,12/1,29/10,33/1,Wolves v Nottingham Forest
Jackson Tchatchoua,14/1,18/5,40/1,Wolves v Nottingham Forest
David Moller Wolfe,14/1,18/5,40/1,Wolves v Nottingham Forest
Jorgen Strand Larsen,16/1,19/4,40/1,Wolves v Nottingham Forest
Tolu Arokodare,16/1,19/4,40/1,Wolves v Nottingham Forest
Hwang Hee-chan,16/1,19/4,40/1,Wolves v Nottingham Forest
Jhon Arias,16/1,19/4,40/1,Wolves v Nottingham Forest
Marshall Munetsi,14/1,18/5,40/1,Wolves v Nottingham Forest
Jean-Ricner Bellegarde,16/1,19/4,40/1,Wolves v Nottingham Forest
Hugo Bueno,16/1,19/4,40/1,Wolves v Nottingham Forest
Sam Johnstone,22/1,13/2,50/1,Wolves v Nottingham Forest
Morgan Gibbs-White,11/1,13/5,33/1,Wolves v Nottingham Forest
Ryan Yates,11/1,13/5,33/1,Wolves v Nottingham Forest
Elliot Anderson,11/1,13/5,33/1,Wolves v Nottingham Forest
Nicolas Dominguez,11/1,13/5,33/1,Wolves v Nottingham Forest
Ibrahim Sangare,11/1,13/5,33/1,Wolves v Nottingham Forest
Igor Jesus,12/1,3/1,33/1,Wolves v Nottingham Forest
Nikola Milenkovic,12/1,3/1,33/1,Wolves v Nottingham Forest
Neco Williams,12/1,3/1,33/1,Wolves v Nottingham Forest
Murillo,12/1,3/1,33/1,Wolves v Nottingham Forest
Jair Cunha,12/1,3/1,33/1,Wolves v Nottingham Forest
Morato,12/1,3/1,33/1,Wolves v Nottingham Forest
Zach Abbott,12/1,3/1,33/1,Wolves v Nottingham Forest
Nicolo Savona,14/1,15/4,40/1,Wolves v Nottingham Forest
Arnaud Kalimuendo,18/1,24/5,50/1,Wolves v Nottingham Forest
Dan Ndoye,18/1,24/5,50/1,Wolves v Nottingham Forest
James McAtee,18/1,24/5,50/1,Wolves v Nottingham Forest
Omari Hutchinson,18/1,24/5,50/1,Wolves v Nottingham Forest
Callum Hudson-Odoi,22/1,13/2,50/1,Wolves v Nottingham Forest
Matz Sels,22/1,13/2,50/1,Wolves v Nottingham Forest
Wilfried Gnonto,9/1,11/5,28/1,Leeds v Chelsea
Jayden Bogle,9/1,11/5,28/1,Leeds v Chelsea
Jaka Bijol,12/1,14/5,33/1,Leeds v Chelsea
James Justin,12/1,17/5,40/1,Leeds v Chelsea
Ao Tanaka,14/1,15/4,40/1,Leeds v Chelsea
Lukas Nmecha,16/1,17/4,40/1,Leeds v Chelsea
Dominic Calvert-Lewin,16/1,17/4,40/1,Leeds v Chelsea
Pascal Struijk,16/1,17/4,40/1,Leeds v Chelsea
Joe Rodon,16/1,17/4,40/1,Leeds v Chelsea
Ilia Gruev,16/1,17/4,40/1,Leeds v Chelsea
Ethan Ampadu,16/1,17/4,40/1,Leeds v Chelsea
Daniel James,18/1,24/5,50/1,Leeds v Chelsea
Noah Okafor,18/1,24/5,50/1,Leeds v Chelsea
Gabriel Gudmondsson,18/1,24/5,50/1,Leeds v Chelsea
Joel Piroe,20/1,11/2,50/1,Leeds v Chelsea
Brenden Aaronson,20/1,11/2,50/1,Leeds v Chelsea
Jack Harrison,22/1,13/2,50/1,Leeds v Chelsea
Lucas Perri,22/1,13/2,50/1,Leeds v Chelsea
Liam Delap,10/1,12/5,33/1,Leeds v Chelsea
Enzo Fernandez,10/1,12/5,33/1,Leeds v Chelsea
Estevao,14/1,17/5,40/1,Leeds v Chelsea
Andrey Santos,14/1,17/5,40/1,Leeds v Chelsea
Marc Cucurella,14/1,17/5,40/1,Leeds v Chelsea
Tosin Adarabioyo,14/1,17/5,40/1,Leeds v Chelsea
Trevoh Chalobah,14/1,15/4,40/1,Leeds v Chelsea
Benoit Badiashile,14/1,15/4,40/1,Leeds v Chelsea
Cole Palmer,16/1,17/4,40/1,Leeds v Chelsea
Pedro Neto,16/1,17/4,40/1,Leeds v Chelsea
Reece James,16/1,17/4,40/1,Leeds v Chelsea
Malo Gusto,16/1,17/4,40/1,Leeds v Chelsea
Wesley Fofana,16/1,17/4,40/1,Leeds v Chelsea
Joao Pedro,18/1,5/1,50/1,Leeds v Chelsea
Josh Acheampong,18/1,5/1,50/1,Leeds v Chelsea
Alejandro Garnacho,20/1,11/2,50/1,Leeds v Chelsea
Jamie Gittens,22/1,13/2,50/1,Leeds v Chelsea
Mohamed Salah,15/4,Evs,15/4,Liverpool v Sunderland
Alexander Isak,15/4,19/20,15/4,Liverpool v Sunderland
Hugo Ekitike,9/2,6/5,9/2,Liverpool v Sunderland
Cody Gakpo,11/2,8/5,11/2,Liverpool v Sunderland
Federico Chiesa,13/2,19/10,13/2,Liverpool v Sunderland
Florian Wirtz,17/2,5/2,17/2,Liverpool v Sunderland
Rio Ngumoha,8/1,12/5,8/1,Liverpool v Sunderland
Dominik Szoboszlai,12/1,17/4,12/1,Liverpool v Sunderland
Alexis MacAllister,14/1,5/1,14/1,Liverpool v Sunderland
Curtis Jones,14/1,5/1,14/1,Liverpool v Sunderland
Virgil van Dijk,20/1,15/2,20/1,Liverpool v Sunderland
Ryan Gravenberch,20/1,15/2,20/1,Liverpool v Sunderland
Ibrahima Konate,25/1,9/1,25/1,Liverpool v Sunderland
Milos Kerkez,25/1,9/1,25/1,Liverpool v Sunderland
Andrew Robertson,28/1,12/1,28/1,Liverpool v Sunderland
Joe Gomez,33/1,14/1,33/1,Liverpool v Sunderland
Wilson Isidor,10/1,16/5,10/1,Liverpool v Sunderland
Brian Brobbey,10/1,3/1,10/1,Liverpool v Sunderland
Eliezer Mayenda,11/1,17/5,11/1,Liverpool v Sunderland
Bertrand Traore,16/1,5/1,16/1,Liverpool v Sunderland
Enzo Le Fee,16/1,11/2,16/1,Liverpool v Sunderland
Chemsdine Talbi,16/1,11/2,16/1,Liverpool v Sunderland
Simon Adingra,16/1,11/2,16/1,Liverpool v Sunderland
Romaine Mundle,16/1,11/2,16/1,Liverpool v Sunderland
Daniel Ballard,28/1,10/1,28/1,Liverpool v Sunderland
Granit Xhaka,33/1,12/1,33/1,Liverpool v Sunderland
Nordi Mukiele,33/1,14/1,33/1,Liverpool v Sunderland
Omar Alderete,33/1,14/1,33/1,Liverpool v Sunderland
Lutsharel Geertruida,33/1,14/1,33/1,Liverpool v Sunderland
Trai Hume,40/1,16/1,40/1,Liverpool v Sunderland
Noah Sadiki,40/1,18/1,40/1,Liverpool v Sunderland
Reinildo Mandava,50/1,28/1,50/1,Liverpool v Sunderland
Casemiro,9/1,5/2,33/1,Man Utd v West Ham
Manuel Ugarte,9/1,5/2,33/1,Man Utd v West Ham
Patrick Dorgu,10/1,14/5,33/1,Man Utd v West Ham
Lisandro Martinez,10/1,14/5,33/1,Man Utd v West Ham
Luke Shaw,12/1,18/5,40/1,Man Utd v West Ham
Bruno Fernandes,12/1,4/1,40/1,Man Utd v West Ham
Kobbie Mainoo,12/1,4/1,40/1,Man Utd v West Ham
Diogo Dalot,12/1,4/1,40/1,Man Utd v West Ham
Ayden Heaven,12/1,4/1,40/1,Man Utd v West Ham
Leny Yoro,14/1,9/2,40/1,Man Utd v West Ham
Matheus Cunha,16/1,5/1,50/1,Man Utd v West Ham
Amad Diallo,16/1,5/1,50/1,Man Utd v West Ham
Mason Mount,16/1,5/1,50/1,Man Utd v West Ham
Matthijs de Ligt,16/1,5/1,50/1,Man Utd v West Ham
Noussair Mazraoui,18/1,11/2,50/1,Man Utd v West Ham
Bryan Mbeumo,18/1,6/1,50/1,Man Utd v West Ham
Joshua Zirkzee,18/1,6/1,50/1,Man Utd v West Ham
Senne Lammens,33/1,11/1,66/1,Man Utd v West Ham
Guido Rodriguez,7/1,9/5,25/1,Man Utd v West Ham
Soungoutou Magassa,7/1,9/5,25/1,Man Utd v West Ham
Igor,7/1,9/5,25/1,Man Utd v West Ham
Mateus Fernandes,9/1,12/5,33/1,Man Utd v West Ham
Tomas Soucek,10/1,13/5,33/1,Man Utd v West Ham
Konstantinos Mavropanos,10/1,13/5,33/1,Man Utd v West Ham
Freddie Potts,10/1,13/5,33/1,Man Utd v West Ham
Crysencio Summerville,12/1,17/5,40/1,Man Utd v West Ham
Max Kilman,12/1,17/5,40/1,Man Utd v West Ham
Jean-Clair Todibo,12/1,17/5,40/1,Man Utd v West Ham
El Hadji Malick Diouf,12/1,15/4,40/1,Man Utd v West Ham
Kyle Walker-Peters,12/1,15/4,40/1,Man Utd v West Ham
Callum Wilson,14/1,9/2,40/1,Man Utd v West Ham
Luis Guilherme,14/1,9/2,40/1,Man Utd v West Ham
Aaron Wan-Bissaka,14/1,9/2,40/1,Man Utd v West Ham
Niclas Fullkrug,16/1,5/1,50/1,Man Utd v West Ham
Jarrod Bowen,28/1,17/2,66/1,Man Utd v West Ham
Alphonse Areola,28/1,17/2,66/1,Man Utd v West Ham
