player names,first card,anytime card,red_card,contest
Beto,18/1,5/1,50/1,Everton v Nottingham Forest
Iliman Ndiaye,18/1,5/1,50/1,Everton v Nottingham Forest
Michael Keane,18/1,5/1,50/1,Everton v Nottingham Forest
Jordan Pickford,18/1,5/1,50/1,Everton v Nottingham Forest
Dwight McNeil,28/1,17/2,66/1,Everton v Nottingham Forest
Morato,9/1,11/5,28/1,Everton v Nottingham Forest
Ryan Yates,9/1,9/4,28/1,Everton v Nottingham Forest
Elliot Anderson,9/1,23/10,28/1,Everton v Nottingham Forest
Nicolo Savona,10/1,5/2,33/1,Everton v Nottingham Forest
Morgan Gibbs-White,11/1,11/4,33/1,Everton v Nottingham Forest
Neco Williams,12/1,3/1,33/1,Everton v Nottingham Forest
Murillo,12/1,3/1,33/1,Everton v Nottingham Forest
Nikola Milenkovic,14/1,18/5,40/1,Everton v Nottingham Forest
Ibrahim Sangare,14/1,18/5,40/1,Everton v Nottingham Forest
Nicolas Dominguez,12/1,3/1,33/1,Everton v Nottingham Forest
Dan Ndoye,16/1,9/2,40/1,Everton v Nottingham Forest
Igor Jesus,18/1,5/1,50/1,Everton v Nottingham Forest
James McAtee,18/1,5/1,50/1,Everton v Nottingham Forest
Arnaud Kalimuendo,22/1,7/1,50/1,Everton v Nottingham Forest
Omari Hutchinson,20/1,6/1,50/1,Everton v Nottingham Forest
Matz Sels,22/1,7/1,50/1,Everton v Nottingham Forest
Callum Hudson-Odoi,28/1,17/2,66/1,Everton v Nottingham Forest
Nico Gonzalez,11/1,18/5,40/1,Man City v Sunderland
Bernardo Silva,11/1,18/5,40/1,Man City v Sunderland
Abdukodir Khusanov,11/1,18/5,40/1,Man City v Sunderland
Savinho,14/1,5/1,50/1,Man City v Sunderland
Rayan Ait-Nouri,14/1,5/1,50/1,Man City v Sunderland
Matheus Nunes,14/1,5/1,50/1,Man City v Sunderland
Ruben Dias,14/1,5/1,50/1,Man City v Sunderland
Tijjani Reijnders,18/1,6/1,50/1,Man City v Sunderland
Nico O'Reilly,18/1,6/1,50/1,Man City v Sunderland
Josko Gvardiol,18/1,6/1,50/1,Man City v Sunderland
Rico Lewis,18/1,6/1,50/1,Man City v Sunderland
Omar Marmoush,20/1,15/2,50/1,Man City v Sunderland
Phil Foden,20/1,15/2,50/1,Man City v Sunderland
Rayan Cherki,20/1,15/2,50/1,Man City v Sunderland
John Stones,20/1,15/2,50/1,Man City v Sunderland
Nathan Ake,20/1,15/2,50/1,Man City v Sunderland
Gianluigi Donnarumma,20/1,15/2,50/1,Man City v Sunderland
Erling Haaland,28/1,10/1,66/1,Man City v Sunderland
Jeremy Doku,28/1,10/1,66/1,Man City v Sunderland
Daniel Ballard,17/2,23/10,28/1,Man City v Sunderland
Nordi Mukiele,9/1,11/4,33/1,Man City v Sunderland
Granit Xhaka,9/1,11/4,33/1,Man City v Sunderland
Trai Hume,9/1,11/4,33/1,Man City v Sunderland
Reinildo Mandava,9/1,11/4,33/1,Man City v Sunderland
Omar Alderete,11/1,10/3,33/1,Man City v Sunderland
Noah Sadiki,11/1,10/3,33/1,Man City v Sunderland
Wilson Isidor,12/1,4/1,40/1,Man City v Sunderland
Brian Brobbey,12/1,4/1,40/1,Man City v Sunderland
Bertrand Traore,12/1,4/1,40/1,Man City v Sunderland
Lutsharel Geertruida,12/1,4/1,40/1,Man City v Sunderland
Enzo Le Fee,16/1,5/1,50/1,Man City v Sunderland
Eliezer Mayenda,20/1,7/1,50/1,Man City v Sunderland
Chemsdine Talbi,20/1,7/1,50/1,Man City v Sunderland
Simon Adingra,20/1,7/1,50/1,Man City v Sunderland
Robin Roefs,20/1,7/1,50/1,Man City v Sunderland
Joelinton,10/1,3/1,33/1,Newcastle v Burnley
Bruno Guimaraes,12/1,15/4,40/1,Newcastle v Burnley
Fabian Schar,12/1,15/4,40/1,Newcastle v Burnley
Malick Thiaw,14/1,24/5,40/1,Newcastle v Burnley
Anthony Gordon,16/1,5/1,50/1,Newcastle v Burnley
Jacob Ramsey,16/1,5/1,50/1,Newcastle v Burnley
Sandro Tonali,16/1,5/1,50/1,Newcastle v Burnley
Dan Burn,16/1,5/1,50/1,Newcastle v Burnley
Lewis Miley,18/1,6/1,50/1,Newcastle v Burnley
Tino Livramento,18/1,6/1,50/1,Newcastle v Burnley
Lewis Hall,18/1,6/1,50/1,Newcastle v Burnley
Nick Woltemade,22/1,15/2,50/1,Newcastle v Burnley
Yoane Wissa,22/1,15/2,50/1,Newcastle v Burnley
Jacob Murphy,22/1,15/2,50/1,Newcastle v Burnley
Joe Willock,22/1,15/2,50/1,Newcastle v Burnley
Harvey Barnes,28/1,10/1,66/1,Newcastle v Burnley
Anthony Elanga,28/1,10/1,66/1,Newcastle v Burnley
Aaron Ramsdale,28/1,10/1,66/1,Newcastle v Burnley
Hannibal Mejbri,15/2,2/1,28/1,Newcastle v Burnley
Lesley Ugochukwu,8/1,21/10,28/1,Newcastle v Burnley
Josh Cullen,8/1,21/10,28/1,Newcastle v Burnley
Florentino Luis,8/1,21/10,28/1,Newcastle v Burnley
Kyle Walker,10/1,3/1,33/1,Newcastle v Burnley
Josh Laurent,11/1,10/3,40/1,Newcastle v Burnley
Hjalmar Ekdal,11/1,10/3,40/1,Newcastle v Burnley
Lucas Pires,10/1,3/1,33/1,Newcastle v Burnley
Jacob Bruun Larsen,14/1,17/4,40/1,Newcastle v Burnley
Quilindschy Hartman,12/1,15/4,40/1,Newcastle v Burnley
Zian Flemming,14/1,17/4,40/1,Newcastle v Burnley
Lyle Foster,14/1,17/4,40/1,Newcastle v Burnley
Jaidon Anthony,14/1,24/5,40/1,Newcastle v Burnley
Armando Broja,14/1,24/5,40/1,Newcastle v Burnley
Loum Tchaouna,14/1,24/5,40/1,Newcastle v Burnley
Maxime Esteve,12/1,15/4,40/1,Newcastle v Burnley
Marcus Edwards,16/1,11/2,50/1,Newcastle v Burnley
Martin Dubravka,20/1,13/2,50/1,Newcastle v Burnley
Rodrigo Bentancur,8/1,7/4,25/1,Tottenham v Brentford
Cristian Romero,9/1,21/10,28/1,Tottenham v Brentford
Joao Palhinha,10/1,23/10,28/1,Tottenham v Brentford
Richarlison,12/1,3/1,33/1,Tottenham v Brentford
Xavi Simons,12/1,3/1,33/1,Tottenham v Brentford
Lucas Bergvall,12/1,16/5,33/1,Tottenham v Brentford
Destiny Udogie,12/1,16/5,33/1,Tottenham v Brentford
Pape Sarr,14/1,18/5,40/1,Tottenham v Brentford
Kevin Danso,12/1,16/5,33/1,Tottenham v Brentford
Micky van de Ven,14/1,4/1,40/1,Tottenham v Brentford
Pedro Porro,14/1,4/1,40/1,Tottenham v Brentford
Mohammed Kudus,16/1,17/4,40/1,Tottenham v Brentford
Brennan Johnson,16/1,9/2,40/1,Tottenham v Brentford
Archie Gray,18/1,5/1,50/1,Tottenham v Brentford
Randal Kolo Muani,20/1,6/1,50/1,Tottenham v Brentford
Djed Spence,20/1,6/1,50/1,Tottenham v Brentford
Mathys Tel,20/1,6/1,50/1,Tottenham v Brentford
Wilson Odobert,22/1,7/1,50/1,Tottenham v Brentford
Guglielmo Vicario,22/1,7/1,50/1,Tottenham v Brentford
Igor Thiago,11/1,13/5,33/1,Tottenham v Brentford
Kevin Schade,11/1,14/5,33/1,Tottenham v Brentford
Jordan Henderson,12/1,3/1,33/1,Tottenham v Brentford
Vitaly Janelt,12/1,7/2,40/1,Tottenham v Brentford
Dango Ouattara,14/1,15/4,40/1,Tottenham v Brentford
Mathias Jensen,14/1,15/4,40/1,Tottenham v Brentford
Nathan Collins,14/1,15/4,40/1,Tottenham v Brentford
Yehor Yarmolyuk,12/1,3/1,33/1,Tottenham v Brentford
Aaron Hickey,12/1,3/1,33/1,Tottenham v Brentford
Michael Kayode,14/1,15/4,40/1,Tottenham v Brentford
Sepp Van den Berg,16/1,17/4,40/1,Tottenham v Brentford
Kristoffer Ajer,12/1,7/2,40/1,Tottenham v Brentford
Rico Henry,16/1,17/4,40/1,Tottenham v Brentford
Keane Lewis-Potter,18/1,5/1,50/1,Tottenham v Brentford
Mikkel Damsgaard,18/1,5/1,50/1,Tottenham v Brentford
Ethan Pinnock,18/1,5/1,50/1,Tottenham v Brentford
Reiss Nelson,20/1,11/2,50/1,Tottenham v Brentford
Caoimhin Kelleher,22/1,13/2,50/1,Tottenham v Brentford
Jayden Bogle,9/1,23/10,28/1,Leeds v Liverpool
Ethan Ampadu,9/1,23/10,28/1,Leeds v Liverpool
Wilfried Gnonto,9/1,5/2,33/1,Leeds v Liverpool
Anton Stach,11/1,16/5,33/1,Leeds v Liverpool
Sebastiaan Bornauw,11/1,16/5,33/1,Leeds v Liverpool
Jaka Bijol,11/1,16/5,33/1,Leeds v Liverpool
Ao Tanaka,12/1,7/2,40/1,Leeds v Liverpool
James Justin,12/1,15/4,40/1,Leeds v Liverpool
Lukas Nmecha,14/1,17/4,40/1,Leeds v Liverpool
Pascal Struijk,14/1,17/4,40/1,Leeds v Liverpool
Joe Rodon,14/1,17/4,40/1,Leeds v Liverpool
Ilia Gruev,14/1,17/4,40/1,Leeds v Liverpool
Dominic Calvert-Lewin,16/1,24/5,40/1,Leeds v Liverpool
Joel Piroe,16/1,11/2,50/1,Leeds v Liverpool
Noah Okafor,16/1,11/2,50/1,Leeds v Liverpool
Gabriel Gudmondsson,16/1,11/2,50/1,Leeds v Liverpool
Brenden Aaronson,22/1,15/2,50/1,Leeds v Liverpool
Jack Harrison,22/1,15/2,50/1,Leeds v Liverpool
Lucas Perri,22/1,15/2,50/1,Leeds v Liverpool
Ryan Gravenberch,10/1,27/10,33/1,Leeds v Liverpool
Alexis MacAllister,11/1,3/1,33/1,Leeds v Liverpool
Ibrahima Konate,12/1,18/5,40/1,Leeds v Liverpool
Dominik Szoboszlai,12/1,4/1,40/1,Leeds v Liverpool
Virgil van Dijk,12/1,4/1,40/1,Leeds v Liverpool
Milos Kerkez,12/1,4/1,40/1,Leeds v Liverpool
Joe Gomez,12/1,18/5,40/1,Leeds v Liverpool
Andrew Robertson,12/1,4/1,40/1,Leeds v Liverpool
Wataru Endo,14/1,17/4,40/1,Leeds v Liverpool
Florian Wirtz,14/1,24/5,40/1,Leeds v Liverpool
Curtis Jones,14/1,24/5,40/1,Leeds v Liverpool
Alexander Isak,18/1,6/1,50/1,Leeds v Liverpool
Cody Gakpo,18/1,6/1,50/1,Leeds v Liverpool
Federico Chiesa,18/1,6/1,50/1,Leeds v Liverpool
Rio Ngumoha,18/1,6/1,50/1,Leeds v Liverpool
Trey Nyoni,18/1,6/1,50/1,Leeds v Liverpool
Hugo Ekitike,20/1,7/1,50/1,Leeds v Liverpool
Mohamed Salah,33/1,9/1,66/1,Leeds v Liverpool
Alisson,33/1,9/1,66/1,Leeds v Liverpool
Carlos Baleba,10/1,12/5,33/1,Brighton v West Ham
Mats Wieffer,12/1,16/5,33/1,Brighton v West Ham
Jan Paul van Hecke,12/1,16/5,33/1,Brighton v West Ham
Joel Veltman,12/1,16/5,33/1,Brighton v West Ham
Stefanos Tzimas,14/1,15/4,40/1,Brighton v West Ham
Yankuba Minteh,14/1,15/4,40/1,Brighton v West Ham
Lewis Dunk,14/1,15/4,40/1,Brighton v West Ham
Diego Coppola,14/1,15/4,40/1,Brighton v West Ham
Brajan Gruda,14/1,17/4,40/1,Brighton v West Ham
Jack Hinshelwood,14/1,17/4,40/1,Brighton v West Ham
Georginio Rutter,16/1,23/5,40/1,Brighton v West Ham
Diego Gomez,16/1,23/5,40/1,Brighton v West Ham
Maxime De Cuyper,16/1,23/5,40/1,Brighton v West Ham
Yasin Ayari,16/1,23/5,40/1,Brighton v West Ham
Olivier Boscagli,16/1,23/5,40/1,Brighton v West Ham
Danny Welbeck,20/1,6/1,50/1,Brighton v West Ham
Charalampos Kostoulas,20/1,6/1,50/1,Brighton v West Ham
Ferdi Kadioglu,20/1,6/1,50/1,Brighton v West Ham
Kaoru Mitoma,28/1,8/1,66/1,Brighton v West Ham
Bart Verbruggen,28/1,8/1,66/1,Brighton v West Ham
Lucas Paqueta,7/1,6/4,22/1,Brighton v West Ham
Tomas Soucek,10/1,23/10,28/1,Brighton v West Ham
Guido Rodriguez,10/1,23/10,28/1,Brighton v West Ham
Soungoutou Magassa,10/1,23/10,28/1,Brighton v West Ham
El Hadji Malick Diouf,10/1,5/2,33/1,Brighton v West Ham
Konstantinos Mavropanos,10/1,5/2,33/1,Brighton v West Ham
Freddie Potts,10/1,5/2,33/1,Brighton v West Ham
Crysencio Summerville,11/1,14/5,33/1,Brighton v West Ham
Mateus Fernandes,11/1,14/5,33/1,Brighton v West Ham
Jean-Clair Todibo,11/1,14/5,33/1,Brighton v West Ham
James Ward-Prowse,12/1,3/1,33/1,Brighton v West Ham
Callum Wilson,12/1,7/2,40/1,Brighton v West Ham
Max Kilman,14/1,18/5,40/1,Brighton v West Ham
Aaron Wan-Bissaka,14/1,18/5,40/1,Brighton v West Ham
Luis Guilherme,14/1,15/4,40/1,Brighton v West Ham
Kyle Walker-Peters,14/1,15/4,40/1,Brighton v West Ham
Jarrod Bowen,18/1,5/1,50/1,Brighton v West Ham
Niclas Fullkrug,18/1,5/1,50/1,Brighton v West Ham
Alphonse Areola,18/1,11/2,50/1,Brighton v West Ham
Sasa Lukic,15/2,13/8,25/1,Fulham v Crystal Palace
Tom Cairney,12/1,29/10,33/1,Fulham v Crystal Palace
Jorge Cuenca,12/1,29/10,33/1,Fulham v Crystal Palace
Kenny Tete,12/1,29/10,33/1,Fulham v Crystal Palace
Sander Berge,12/1,29/10,33/1,Fulham v Crystal Palace
Joachim Andersen,12/1,29/10,33/1,Fulham v Crystal Palace
Calvin Bassey,12/1,29/10,33/1,Fulham v Crystal Palace
Raul Jimenez,12/1,17/5,40/1,Fulham v Crystal Palace
Harry Wilson,12/1,17/5,40/1,Fulham v Crystal Palace
Joshua King,12/1,17/5,40/1,Fulham v Crystal Palace
Kevin,12/1,17/5,40/1,Fulham v Crystal Palace
Ryan Sessegnon,14/1,15/4,40/1,Fulham v Crystal Palace
Adama Traore,14/1,4/1,40/1,Fulham v Crystal Palace
Alex Iwobi,16/1,9/2,40/1,Fulham v Crystal Palace
Timothy Castagne,16/1,9/2,40/1,Fulham v Crystal Palace
Bernd Leno,16/1,9/2,40/1,Fulham v Crystal Palace
Samuel Chukwueze,18/1,5/1,50/1,Fulham v Crystal Palace
Emile Smith Rowe,22/1,6/1,50/1,Fulham v Crystal Palace
Will Hughes,17/2,15/8,28/1,Fulham v Crystal Palace
Jefferson Lerma,17/2,19/10,28/1,Fulham v Crystal Palace
Daniel Munoz,9/1,9/4,28/1,Fulham v Crystal Palace
Eddie Nketiah,10/1,5/2,33/1,Fulham v Crystal Palace
Yeremi Pino,10/1,5/2,33/1,Fulham v Crystal Palace
Chrisantus Uche,10/1,5/2,33/1,Fulham v Crystal Palace
Marc Guehi,12/1,3/1,33/1,Fulham v Crystal Palace
Jaydee Canvot,12/1,3/1,33/1,Fulham v Crystal Palace
Daichi Kamada,14/1,15/4,40/1,Fulham v Crystal Palace
Maxence Lacroix,14/1,15/4,40/1,Fulham v Crystal Palace
Chris Richards,14/1,15/4,40/1,Fulham v Crystal Palace
Adam Wharton,14/1,15/4,40/1,Fulham v Crystal Palace
Nathaniel Clyne,14/1,15/4,40/1,Fulham v Crystal Palace
Tyrick Mitchell,16/1,17/4,40/1,Fulham v Crystal Palace
Romain Esse,16/1,23/5,50/1,Fulham v Crystal Palace
Justin Devenny,16/1,23/5,50/1,Fulham v Crystal Palace
Jean-Philippe Mateta,18/1,11/2,50/1,Fulham v Crystal Palace
Dean Henderson,18/1,11/2,50/1,Fulham v Crystal Palace
Jorgen Strand Larsen,11/2,13/8,11/2,Wolves v Man Utd
Tolu Arokodare,15/2,12/5,15/2,Wolves v Man Utd
Hwang Hee-chan,9/1,14/5,9/1,Wolves v Man Utd
Mateus Mane,10/1,10/3,10/1,Wolves v Man Utd
Jhon Arias,11/1,18/5,11/1,Wolves v Man Utd
Tawanda Chirewa,14/1,23/5,14/1,Wolves v Man Utd
Marshall Munetsi,14/1,5/1,14/1,Wolves v Man Utd
Jean-Ricner Bellegarde,14/1,5/1,14/1,Wolves v Man Utd
Ladislav Krejci,20/1,15/2,20/1,Wolves v Man Utd
Matt Doherty,25/1,10/1,25/1,Wolves v Man Utd
Yerson Mosquera,28/1,11/1,28/1,Wolves v Man Utd
Emmanuel Agbadou,28/1,11/1,28/1,Wolves v Man Utd
Jackson Tchatchoua,28/1,11/1,28/1,Wolves v Man Utd
David Moller Wolfe,33/1,12/1,33/1,Wolves v Man Utd
Ki-Jana Hoever,33/1,12/1,33/1,Wolves v Man Utd
Toti Gomes,40/1,16/1,40/1,Wolves v Man Utd
Hugo Bueno,40/1,16/1,40/1,Wolves v Man Utd
Andre,40/1,20/1,40/1,Wolves v Man Utd
Santiago Bueno,40/1,20/1,40/1,Wolves v Man Utd
Bryan Mbeumo,11/2,13/8,11/2,Wolves v Man Utd
Matheus Cunha,6/1,15/8,6/1,Wolves v Man Utd
Joshua Zirkzee,6/1,15/8,6/1,Wolves v Man Utd
Bruno Fernandes,7/1,9/4,7/1,Wolves v Man Utd
Mason Mount,17/2,11/4,17/2,Wolves v Man Utd
Amad Diallo,11/1,7/2,11/1,Wolves v Man Utd
Casemiro,14/1,5/1,14/1,Wolves v Man Utd
Kobbie Mainoo,14/1,5/1,14/1,Wolves v Man Utd
Matthijs de Ligt,20/1,7/1,20/1,Wolves v Man Utd
Patrick Dorgu,20/1,7/1,20/1,Wolves v Man Utd
Diogo Dalot,25/1,10/1,25/1,Wolves v Man Utd
Noussair Mazraoui,25/1,10/1,25/1,Wolves v Man Utd
Lisandro Martinez,25/1,10/1,25/1,Wolves v Man Utd
Manuel Ugarte,25/1,10/1,25/1,Wolves v Man Utd
Leny Yoro,33/1,12/1,33/1,Wolves v Man Utd
Luke Shaw,50/1,25/1,50/1,Wolves v Man Utd
Ayden Heaven,33/1,12/1,33/1,Wolves v Man Utd
