player names,first card,anytime card,red_card,contest
Hugo Bueno,40/1,20/1,40/1,Everton v Wolves
Andre,40/1,20/1,40/1,Everton v Wolves
Sasa Lukic,9/1,7/4,25/1,Fulham v Chelsea
Joachim Andersen,10/1,21/10,28/1,Fulham v Chelsea
Harry Wilson,12/1,5/2,33/1,Fulham v Chelsea
Sander Berge,14/1,3/1,33/1,Fulham v Chelsea
Harrison Reed,14/1,3/1,33/1,Fulham v Chelsea
Jorge Cuenca,14/1,3/1,33/1,Fulham v Chelsea
Raul Jimenez,14/1,16/5,33/1,Fulham v Chelsea
Antonee Robinson,14/1,16/5,33/1,Fulham v Chelsea
Kevin,14/1,17/5,40/1,Fulham v Chelsea
Joshua King,14/1,17/5,40/1,Fulham v Chelsea
Issa Diop,14/1,17/5,40/1,Fulham v Chelsea
Tom Cairney,14/1,18/5,40/1,Fulham v Chelsea
Timothy Castagne,16/1,15/4,40/1,Fulham v Chelsea
Jonah Kusi-Asare,18/1,9/2,40/1,Fulham v Chelsea
Bernd Leno,18/1,9/2,40/1,Fulham v Chelsea
Emile Smith Rowe,22/1,6/1,50/1,Fulham v Chelsea
Adama Traore,22/1,6/1,50/1,Fulham v Chelsea
Benjamin Lecomte,28/1,15/2,50/1,Fulham v Chelsea
Moises Caicedo,17/2,13/8,25/1,Fulham v Chelsea
Liam Delap,10/1,21/10,28/1,Fulham v Chelsea
Enzo Fernandez,11/1,11/5,28/1,Fulham v Chelsea
Wesley Fofana,11/1,11/5,28/1,Fulham v Chelsea
Andrey Santos,11/1,12/5,33/1,Fulham v Chelsea
Malo Gusto,11/1,12/5,33/1,Fulham v Chelsea
Marc Cucurella,12/1,5/2,33/1,Fulham v Chelsea
Benoit Badiashile,12/1,13/5,33/1,Fulham v Chelsea
Jorrel Hato,12/1,13/5,33/1,Fulham v Chelsea
Reece James,12/1,29/10,33/1,Fulham v Chelsea
Josh Acheampong,12/1,29/10,33/1,Fulham v Chelsea
Estevao,14/1,10/3,40/1,Fulham v Chelsea
Tosin Adarabioyo,14/1,10/3,40/1,Fulham v Chelsea
Pedro Neto,14/1,7/2,40/1,Fulham v Chelsea
Trevoh Chalobah,14/1,7/2,40/1,Fulham v Chelsea
Joao Pedro,16/1,4/1,40/1,Fulham v Chelsea
Marc Guiu,16/1,17/4,40/1,Fulham v Chelsea
Alejandro Garnacho,16/1,17/4,40/1,Fulham v Chelsea
Robert Sanchez,16/1,17/4,40/1,Fulham v Chelsea
Cole Palmer,18/1,23/5,40/1,Fulham v Chelsea
Jamie Gittens,22/1,6/1,50/1,Fulham v Chelsea
Filip Jorgensen,22/1,6/1,50/1,Fulham v Chelsea
Bernardo Silva,11/1,10/3,33/1,Man City v Brighton
Nico Gonzalez,12/1,18/5,40/1,Man City v Brighton
Rodri,12/1,18/5,40/1,Man City v Brighton
Abdukodir Khusanov,12/1,18/5,40/1,Man City v Brighton
Savinho,16/1,24/5,40/1,Man City v Brighton
Nico O'Reilly,16/1,24/5,40/1,Man City v Brighton
Matheus Nunes,16/1,24/5,40/1,Man City v Brighton
Ruben Dias,16/1,5/1,50/1,Man City v Brighton
Tijjani Reijnders,18/1,11/2,50/1,Man City v Brighton
Gianluigi Donnarumma,18/1,11/2,50/1,Man City v Brighton
Phil Foden,18/1,13/2,50/1,Man City v Brighton
John Stones,18/1,11/2,50/1,Man City v Brighton
Nathan Ake,18/1,13/2,50/1,Man City v Brighton
Rico Lewis,18/1,13/2,50/1,Man City v Brighton
Divine Mukasa,20/1,7/1,50/1,Man City v Brighton
Rayan Cherki,25/1,8/1,66/1,Man City v Brighton
Jeremy Doku,25/1,8/1,66/1,Man City v Brighton
Erling Haaland,28/1,9/1,66/1,Man City v Brighton
James Milner,9/1,12/5,33/1,Man City v Brighton
Jan Paul van Hecke,9/1,12/5,33/1,Man City v Brighton
Lewis Dunk,9/1,12/5,33/1,Man City v Brighton
Joel Veltman,9/1,12/5,33/1,Man City v Brighton
Diego Gomez,11/1,29/10,33/1,Man City v Brighton
Diego Coppola,9/1,12/5,33/1,Man City v Brighton
Danny Welbeck,12/1,18/5,40/1,Man City v Brighton
Yankuba Minteh,11/1,16/5,33/1,Man City v Brighton
Georginio Rutter,12/1,18/5,40/1,Man City v Brighton
Brajan Gruda,12/1,18/5,40/1,Man City v Brighton
Maxime De Cuyper,12/1,18/5,40/1,Man City v Brighton
Olivier Boscagli,11/1,16/5,33/1,Man City v Brighton
Jack Hinshelwood,12/1,18/5,40/1,Man City v Brighton
Yasin Ayari,12/1,18/5,40/1,Man City v Brighton
Ferdi Kadioglu,14/1,4/1,40/1,Man City v Brighton
Charalampos Kostoulas,14/1,4/1,40/1,Man City v Brighton
Bart Verbruggen,14/1,4/1,40/1,Man City v Brighton
Kaoru Mitoma,14/1,23/5,40/1,Man City v Brighton
Tom Watson,20/1,13/2,50/1,Man City v Brighton
Kyle Walker,17/2,9/4,28/1,Burnley v Man Utd
Lesley Ugochukwu,9/1,12/5,33/1,Burnley v Man Utd
Ashley Barnes,10/1,27/10,33/1,Burnley v Man Utd
Florentino Luis,10/1,27/10,33/1,Burnley v Man Utd
Lucas Pires,10/1,27/10,33/1,Burnley v Man Utd
Josh Laurent,10/1,29/10,33/1,Burnley v Man Utd
Oliver Sonne,11/1,10/3,33/1,Burnley v Man Utd
Quilindschy Hartman,12/1,15/4,40/1,Burnley v Man Utd
Loum Tchaouna,14/1,17/4,40/1,Burnley v Man Utd
Bashir Humphreys,14/1,17/4,40/1,Burnley v Man Utd
Hjalmar Ekdal,16/1,5/1,50/1,Burnley v Man Utd
Maxime Esteve,16/1,5/1,50/1,Burnley v Man Utd
Jaidon Anthony,16/1,5/1,50/1,Burnley v Man Utd
Marcus Edwards,16/1,5/1,50/1,Burnley v Man Utd
Armando Broja,18/1,6/1,50/1,Burnley v Man Utd
Jacob Bruun Larsen,33/1,10/1,66/1,Burnley v Man Utd
Martin Dubravka,33/1,10/1,66/1,Burnley v Man Utd
Casemiro,10/1,29/10,33/1,Burnley v Man Utd
Manuel Ugarte,11/1,3/1,33/1,Burnley v Man Utd
Lisandro Martinez,12/1,18/5,40/1,Burnley v Man Utd
Luke Shaw,12/1,18/5,40/1,Burnley v Man Utd
Patrick Dorgu,12/1,15/4,40/1,Burnley v Man Utd
Bruno Fernandes,16/1,24/5,40/1,Burnley v Man Utd
Jack Fletcher,16/1,24/5,40/1,Burnley v Man Utd
Diogo Dalot,16/1,24/5,40/1,Burnley v Man Utd
Ayden Heaven,16/1,24/5,40/1,Burnley v Man Utd
Mason Mount,16/1,5/1,50/1,Burnley v Man Utd
Kobbie Mainoo,16/1,5/1,50/1,Burnley v Man Utd
Leny Yoro,16/1,5/1,50/1,Burnley v Man Utd
Matheus Cunha,18/1,6/1,50/1,Burnley v Man Utd
Joshua Zirkzee,18/1,6/1,50/1,Burnley v Man Utd
Shea Lacey,20/1,7/1,50/1,Burnley v Man Utd
Benjamin Sesko,28/1,9/1,66/1,Burnley v Man Utd
Bendito Mantato,28/1,9/1,66/1,Burnley v Man Utd
Senne Lammens,33/1,11/1,66/1,Burnley v Man Utd
Bruno Guimaraes,10/1,16/5,33/1,Newcastle v Leeds
Joelinton,11/1,17/5,33/1,Newcastle v Leeds
Fabian Schar,11/1,17/5,33/1,Newcastle v Leeds
Yoane Wissa,14/1,9/2,40/1,Newcastle v Leeds
Anthony Gordon,14/1,9/2,40/1,Newcastle v Leeds
Sandro Tonali,14/1,24/5,40/1,Newcastle v Leeds
Jacob Ramsey,16/1,11/2,50/1,Newcastle v Leeds
Lewis Miley,16/1,11/2,50/1,Newcastle v Leeds
Malick Thiaw,16/1,11/2,50/1,Newcastle v Leeds
Lewis Hall,16/1,11/2,50/1,Newcastle v Leeds
Joe Willock,18/1,13/2,50/1,Newcastle v Leeds
Kieran Trippier,20/1,7/1,50/1,Newcastle v Leeds
Nick Woltemade,22/1,15/2,50/1,Newcastle v Leeds
Jacob Murphy,22/1,8/1,66/1,Newcastle v Leeds
Sven Botman,22/1,8/1,66/1,Newcastle v Leeds
Nick Pope,22/1,8/1,66/1,Newcastle v Leeds
Tino Livramento,28/1,9/1,66/1,Newcastle v Leeds
Harvey Barnes,33/1,10/1,66/1,Newcastle v Leeds
Ethan Ampadu,8/1,9/4,28/1,Newcastle v Leeds
Jayden Bogle,17/2,12/5,33/1,Newcastle v Leeds
Wilfried Gnonto,9/1,13/5,33/1,Newcastle v Leeds
Jaka Bijol,9/1,14/5,33/1,Newcastle v Leeds
Sebastiaan Bornauw,11/1,10/3,40/1,Newcastle v Leeds
Ao Tanaka,12/1,18/5,40/1,Newcastle v Leeds
Anton Stach,12/1,18/5,40/1,Newcastle v Leeds
Sean Longstaff,12/1,4/1,40/1,Newcastle v Leeds
Pascal Struijk,12/1,4/1,40/1,Newcastle v Leeds
James Justin,12/1,4/1,40/1,Newcastle v Leeds
Ilia Gruev,12/1,4/1,40/1,Newcastle v Leeds
Gabriel Gudmondsson,14/1,23/5,40/1,Newcastle v Leeds
Noah Okafor,16/1,5/1,50/1,Newcastle v Leeds
Dominic Calvert-Lewin,18/1,6/1,50/1,Newcastle v Leeds
Brenden Aaronson,18/1,6/1,50/1,Newcastle v Leeds
Lukas Nmecha,18/1,6/1,50/1,Newcastle v Leeds
Joel Piroe,20/1,13/2,50/1,Newcastle v Leeds
Jack Harrison,28/1,17/2,66/1,Newcastle v Leeds
Lucas Perri,20/1,7/1,50/1,Newcastle v Leeds
Gabriel Jesus,17/2,19/10,28/1,Arsenal v Liverpool
Christian Norgaard,10/1,23/10,33/1,Arsenal v Liverpool
Piero Hincapie,10/1,23/10,33/1,Arsenal v Liverpool
Martin Zubimendi,10/1,12/5,33/1,Arsenal v Liverpool
Riccardo Calafiori,10/1,12/5,33/1,Arsenal v Liverpool
Myles Lewis-Skelly,10/1,12/5,33/1,Arsenal v Liverpool
Kai Havertz,11/1,14/5,33/1,Arsenal v Liverpool
Mikel Merino,11/1,14/5,33/1,Arsenal v Liverpool
Declan Rice,12/1,16/5,40/1,Arsenal v Liverpool
Jurrien Timber,12/1,17/5,40/1,Arsenal v Liverpool
Ben White,12/1,17/5,40/1,Arsenal v Liverpool
Gabriel Magalhaes,12/1,7/2,40/1,Arsenal v Liverpool
Bukayo Saka,16/1,17/4,40/1,Arsenal v Liverpool
Viktor Gyokeres,16/1,23/5,40/1,Arsenal v Liverpool
Leandro Trossard,16/1,24/5,50/1,Arsenal v Liverpool
Martin Odegaard,16/1,24/5,50/1,Arsenal v Liverpool
William Saliba,16/1,24/5,50/1,Arsenal v Liverpool
Noni Madueke,18/1,5/1,50/1,Arsenal v Liverpool
Gabriel Martinelli,18/1,11/2,50/1,Arsenal v Liverpool
Eberechi Eze,20/1,11/2,50/1,Arsenal v Liverpool
David Raya,22/1,6/1,50/1,Arsenal v Liverpool
Conor Bradley,15/2,31/20,22/1,Arsenal v Liverpool
Alexis MacAllister,9/1,21/10,28/1,Arsenal v Liverpool
Ryan Gravenberch,10/1,12/5,33/1,Arsenal v Liverpool
Ibrahima Konate,10/1,23/10,33/1,Arsenal v Liverpool
Joe Gomez,10/1,12/5,33/1,Arsenal v Liverpool
Milos Kerkez,11/1,13/5,33/1,Arsenal v Liverpool
Dominik Szoboszlai,11/1,27/10,33/1,Arsenal v Liverpool
Virgil van Dijk,11/1,27/10,33/1,Arsenal v Liverpool
Curtis Jones,12/1,3/1,33/1,Arsenal v Liverpool
Andrew Robertson,12/1,10/3,40/1,Arsenal v Liverpool
Jeremie Frimpong,14/1,7/2,40/1,Arsenal v Liverpool
Florian Wirtz,14/1,15/4,40/1,Arsenal v Liverpool
Federico Chiesa,16/1,17/4,40/1,Arsenal v Liverpool
Rio Ngumoha,16/1,17/4,40/1,Arsenal v Liverpool
Hugo Ekitike,16/1,17/4,40/1,Arsenal v Liverpool
Cody Gakpo,16/1,23/5,50/1,Arsenal v Liverpool
Alisson,28/1,7/1,66/1,Arsenal v Liverpool
