player names,first card,anytime card,red_card,contest
Emile Smith Rowe,20/1,7/1,50/1,Burnley v Fulham
Jonah Kusi-Asare,18/1,11/2,50/1,Burnley v Fulham
Christian Norgaard,14/1,23/5,40/1,Arsenal v Wolves
Piero Hincapie,14/1,5/1,40/1,Arsenal v Wolves
Myles Lewis-Skelly,14/1,5/1,40/1,Arsenal v Wolves
Martin Zubimendi,14/1,5/1,50/1,Arsenal v Wolves
Mikel Merino,16/1,11/2,50/1,Arsenal v Wolves
Declan Rice,16/1,11/2,50/1,Arsenal v Wolves
Viktor Gyokeres,18/1,13/2,50/1,Arsenal v Wolves
Bukayo Saka,18/1,13/2,50/1,Arsenal v Wolves
Jurrien Timber,18/1,13/2,50/1,Arsenal v Wolves
Leandro Trossard,20/1,15/2,50/1,Arsenal v Wolves
Martin Odegaard,20/1,15/2,50/1,Arsenal v Wolves
Ben White,20/1,15/2,50/1,Arsenal v Wolves
Eberechi Eze,22/1,17/2,66/1,Arsenal v Wolves
Noni Madueke,22/1,17/2,66/1,Arsenal v Wolves
Ethan Nwaneri,22/1,17/2,66/1,Arsenal v Wolves
David Raya,28/1,9/1,66/1,Arsenal v Wolves
Gabriel Martinelli,33/1,10/1,66/1,Arsenal v Wolves
Joao Gomes,6/1,7/4,25/1,Arsenal v Wolves
Yerson Mosquera,15/2,21/10,28/1,Arsenal v Wolves
Ladislav Krejci,8/1,23/10,28/1,Arsenal v Wolves
Toti Gomes,10/1,29/10,33/1,Arsenal v Wolves
Andre,10/1,29/10,33/1,Arsenal v Wolves
Emmanuel Agbadou,10/1,16/5,33/1,Arsenal v Wolves
Jorgen Strand Larsen,12/1,4/1,40/1,Arsenal v Wolves
Ki-Jana Hoever,12/1,4/1,40/1,Arsenal v Wolves
David Moller Wolfe,12/1,4/1,40/1,Arsenal v Wolves
Fernando Lopez,12/1,4/1,40/1,Arsenal v Wolves
Jean-Ricner Bellegarde,12/1,4/1,40/1,Arsenal v Wolves
Tolu Arokodare,16/1,11/2,50/1,Arsenal v Wolves
Hwang Hee-chan,14/1,9/2,40/1,Arsenal v Wolves
Jhon Arias,16/1,11/2,50/1,Arsenal v Wolves
Hugo Bueno,14/1,5/1,50/1,Arsenal v Wolves
Sam Johnstone,16/1,11/2,50/1,Arsenal v Wolves
Will Hughes,15/2,9/5,25/1,Crystal Palace v Man City
Daniel Munoz,9/1,9/4,28/1,Crystal Palace v Man City
Jefferson Lerma,9/1,9/4,28/1,Crystal Palace v Man City
Yeremy Pino,9/1,12/5,33/1,Crystal Palace v Man City
Eddie Nketiah,11/1,3/1,33/1,Crystal Palace v Man City
Marc Guehi,11/1,3/1,33/1,Crystal Palace v Man City
Daichi Kamada,12/1,17/5,40/1,Crystal Palace v Man City
Chris Richards,12/1,17/5,40/1,Crystal Palace v Man City
Maxence Lacroix,12/1,7/2,40/1,Crystal Palace v Man City
Adam Wharton,12/1,15/4,40/1,Crystal Palace v Man City
Nathaniel Clyne,14/1,15/4,40/1,Crystal Palace v Man City
Tyrick Mitchell,14/1,17/4,40/1,Crystal Palace v Man City
Jean-Philippe Mateta,16/1,23/5,40/1,Crystal Palace v Man City
Dean Henderson,20/1,6/1,50/1,Crystal Palace v Man City
Bernardo Silva,9/1,23/10,28/1,Crystal Palace v Man City
Nico Gonzalez,9/1,23/10,28/1,Crystal Palace v Man City
Abdukodir Khusanov,9/1,12/5,33/1,Crystal Palace v Man City
Rayan Ait-Nouri,10/1,11/4,33/1,Crystal Palace v Man City
Matheus Nunes,10/1,11/4,33/1,Crystal Palace v Man City
Nico O'Reilly,12/1,16/5,33/1,Crystal Palace v Man City
Ruben Dias,12/1,16/5,33/1,Crystal Palace v Man City
Rico Lewis,12/1,7/2,40/1,Crystal Palace v Man City
Savinho,14/1,15/4,40/1,Crystal Palace v Man City
Tijjani Reijnders,14/1,15/4,40/1,Crystal Palace v Man City
Josko Gvardiol,14/1,15/4,40/1,Crystal Palace v Man City
Omar Marmoush,16/1,9/2,40/1,Crystal Palace v Man City
Phil Foden,16/1,24/5,40/1,Crystal Palace v Man City
Nathan Ake,16/1,24/5,40/1,Crystal Palace v Man City
Rayan Cherki,16/1,5/1,50/1,Crystal Palace v Man City
Erling Haaland,18/1,11/2,50/1,Crystal Palace v Man City
Oscar Bobb,18/1,11/2,50/1,Crystal Palace v Man City
Jeremy Doku,18/1,11/2,50/1,Crystal Palace v Man City
Gianluigi Donnarumma,20/1,6/1,50/1,Crystal Palace v Man City
Nicolas Dominguez,10/1,23/10,28/1,Nottingham Forest v Tottenham
Morato,10/1,23/10,28/1,Nottingham Forest v Tottenham
Elliot Anderson,12/1,14/5,33/1,Nottingham Forest v Tottenham
Ibrahim Sangare,12/1,14/5,33/1,Nottingham Forest v Tottenham
Zach Abbott,12/1,14/5,33/1,Nottingham Forest v Tottenham
Morgan Gibbs-White,12/1,3/1,33/1,Nottingham Forest v Tottenham
Douglas Luiz,12/1,14/5,33/1,Nottingham Forest v Tottenham
Neco Williams,12/1,3/1,33/1,Nottingham Forest v Tottenham
Nicolo Savona,14/1,7/2,40/1,Nottingham Forest v Tottenham
Nikola Milenkovic,14/1,4/1,40/1,Nottingham Forest v Tottenham
Murillo,14/1,4/1,40/1,Nottingham Forest v Tottenham
Igor Jesus,16/1,9/2,40/1,Nottingham Forest v Tottenham
James McAtee,16/1,9/2,40/1,Nottingham Forest v Tottenham
Dan Ndoye,16/1,9/2,40/1,Nottingham Forest v Tottenham
Omari Hutchinson,18/1,5/1,50/1,Nottingham Forest v Tottenham
Arnaud Kalimuendo,22/1,6/1,50/1,Nottingham Forest v Tottenham
Matz Sels,28/1,8/1,50/1,Nottingham Forest v Tottenham
Oleksandr Zinchenko,18/1,5/1,50/1,Nottingham Forest v Tottenham
Callum Hudson-Odoi,33/1,9/1,66/1,Nottingham Forest v Tottenham
Joao Palhinha,17/2,9/5,25/1,Nottingham Forest v Tottenham
Rodrigo Bentancur,17/2,9/5,25/1,Nottingham Forest v Tottenham
Cristian Romero,9/1,19/10,28/1,Nottingham Forest v Tottenham
Richarlison,11/1,5/2,33/1,Nottingham Forest v Tottenham
Pape Matar Sarr,12/1,14/5,33/1,Nottingham Forest v Tottenham
Lucas Bergvall,12/1,14/5,33/1,Nottingham Forest v Tottenham
Micky van de Ven,12/1,3/1,33/1,Nottingham Forest v Tottenham
Pedro Porro,12/1,3/1,33/1,Nottingham Forest v Tottenham
Kevin Danso,12/1,3/1,33/1,Nottingham Forest v Tottenham
Xavi Simons,14/1,17/5,40/1,Nottingham Forest v Tottenham
Djed Spence,14/1,17/5,40/1,Nottingham Forest v Tottenham
Brennan Johnson,14/1,15/4,40/1,Nottingham Forest v Tottenham
Mohammed Kudus,14/1,15/4,40/1,Nottingham Forest v Tottenham
Randal Kolo Muani,16/1,17/4,40/1,Nottingham Forest v Tottenham
Mathys Tel,16/1,17/4,40/1,Nottingham Forest v Tottenham
Archie Gray,18/1,24/5,40/1,Nottingham Forest v Tottenham
Wilson Odobert,25/1,7/1,50/1,Nottingham Forest v Tottenham
Guglielmo Vicario,25/1,7/1,50/1,Nottingham Forest v Tottenham
Daniel Ballard,17/2,7/5,22/1,Sunderland v Newcastle
Nordi Mukiele,10/1,17/10,25/1,Sunderland v Newcastle
Granit Xhaka,10/1,17/10,25/1,Sunderland v Newcastle
Trai Hume,10/1,9/5,25/1,Sunderland v Newcastle
Reinildo Mandava,11/1,2/1,28/1,Sunderland v Newcastle
Omar Alderete,12/1,11/5,28/1,Sunderland v Newcastle
Noah Sadiki,10/1,7/4,25/1,Sunderland v Newcastle
Dennis Cirkin,11/1,2/1,28/1,Sunderland v Newcastle
Brian Brobbey,14/1,13/5,33/1,Sunderland v Newcastle
Wilson Isidor,14/1,11/4,33/1,Sunderland v Newcastle
Bertrand Traore,14/1,11/4,33/1,Sunderland v Newcastle
Lutsharel Geertruida,14/1,11/4,33/1,Sunderland v Newcastle
Enzo Le Fee,16/1,18/5,40/1,Sunderland v Newcastle
Chris Rigg,16/1,10/3,40/1,Sunderland v Newcastle
Robin Roefs,20/1,19/4,40/1,Sunderland v Newcastle
Eliezer Mayenda,22/1,5/1,50/1,Sunderland v Newcastle
Chemsdine Talbi,22/1,5/1,50/1,Sunderland v Newcastle
Simon Adingra,18/1,17/4,40/1,Sunderland v Newcastle
Joelinton,9/1,29/20,22/1,Sunderland v Newcastle
Anthony Gordon,9/1,31/20,22/1,Sunderland v Newcastle
Dan Burn,9/1,31/20,22/1,Sunderland v Newcastle
Bruno Guimaraes,9/1,13/8,22/1,Sunderland v Newcastle
Fabian Schar,10/1,17/10,25/1,Sunderland v Newcastle
Tino Livramento,11/1,19/10,28/1,Sunderland v Newcastle
Lewis Miley,14/1,3/1,33/1,Sunderland v Newcastle
Malick Thiaw,14/1,3/1,33/1,Sunderland v Newcastle
Jacob Ramsey,16/1,16/5,33/1,Sunderland v Newcastle
Joe Willock,16/1,16/5,33/1,Sunderland v Newcastle
Nick Woltemade,16/1,17/5,40/1,Sunderland v Newcastle
Sandro Tonali,14/1,13/5,33/1,Sunderland v Newcastle
Lewis Hall,16/1,17/5,40/1,Sunderland v Newcastle
Harvey Barnes,25/1,11/2,50/1,Sunderland v Newcastle
Jacob Murphy,25/1,11/2,50/1,Sunderland v Newcastle
Anthony Elanga,28/1,6/1,50/1,Sunderland v Newcastle
Aaron Ramsdale,28/1,6/1,50/1,Sunderland v Newcastle
Lucas Paqueta,7/1,13/8,22/1,West Ham v Aston Villa
Soungoutou Magassa,9/1,23/10,28/1,West Ham v Aston Villa
Igor Julio,10/1,5/2,33/1,West Ham v Aston Villa
Guido Rodriguez,10/1,5/2,33/1,West Ham v Aston Villa
Andy Irving,11/1,14/5,33/1,West Ham v Aston Villa
Tomas Soucek,11/1,29/10,33/1,West Ham v Aston Villa
Crysencio Summerville,11/1,29/10,33/1,West Ham v Aston Villa
Mateus Fernandes,11/1,29/10,33/1,West Ham v Aston Villa
Konstantinos Mavropanos,11/1,29/10,33/1,West Ham v Aston Villa
Freddie Potts,11/1,29/10,33/1,West Ham v Aston Villa
El Hadji Malick Diouf,11/1,3/1,33/1,West Ham v Aston Villa
Jean-Clair Todibo,12/1,16/5,33/1,West Ham v Aston Villa
Max Kilman,12/1,18/5,40/1,West Ham v Aston Villa
Aaron Wan-Bissaka,14/1,15/4,40/1,West Ham v Aston Villa
Kyle Walker-Peters,14/1,15/4,40/1,West Ham v Aston Villa
Callum Wilson,14/1,17/4,40/1,West Ham v Aston Villa
Luis Guilherme,16/1,19/4,40/1,West Ham v Aston Villa
Niclas Fullkrug,18/1,5/1,50/1,West Ham v Aston Villa
Jarrod Bowen,22/1,7/1,50/1,West Ham v Aston Villa
Alphonse Areola,22/1,7/1,50/1,West Ham v Aston Villa
Morgan Rogers,11/1,29/10,33/1,West Ham v Aston Villa
Boubacar Kamara,11/1,29/10,33/1,West Ham v Aston Villa
Amadou Onana,12/1,3/1,33/1,West Ham v Aston Villa
Matty Cash,12/1,3/1,33/1,West Ham v Aston Villa
Ian Maatsen,12/1,3/1,33/1,West Ham v Aston Villa
Lamare Bogarde,12/1,16/5,33/1,West Ham v Aston Villa
John McGinn,12/1,17/5,40/1,West Ham v Aston Villa
Youri Tielemans,12/1,15/4,40/1,West Ham v Aston Villa
Harvey Elliott,14/1,15/4,40/1,West Ham v Aston Villa
Pau Torres,16/1,23/5,40/1,West Ham v Aston Villa
Ezri Konsa,16/1,23/5,40/1,West Ham v Aston Villa
Andres Garcia,16/1,23/5,40/1,West Ham v Aston Villa
Lucas Digne,14/1,17/4,40/1,West Ham v Aston Villa
Emiliano Buendia,16/1,24/5,40/1,West Ham v Aston Villa
Victor Lindelof,16/1,5/1,50/1,West Ham v Aston Villa
Ollie Watkins,18/1,5/1,50/1,West Ham v Aston Villa
Donyell Malen,18/1,5/1,50/1,West Ham v Aston Villa
Evann Guessand,18/1,11/2,50/1,West Ham v Aston Villa
Emiliano Martinez,18/1,11/2,50/1,West Ham v Aston Villa
Jadon Sancho,22/1,7/1,50/1,West Ham v Aston Villa
Igor Thiago,18/5,11/10,18/5,Brentford v Leeds
Dango Ouattara,6/1,2/1,6/1,Brentford v Leeds
Keane Lewis-Potter,9/1,3/1,9/1,Brentford v Leeds
Mikkel Damsgaard,14/1,11/2,14/1,Brentford v Leeds
Mathias Jensen,16/1,6/1,16/1,Brentford v Leeds
Yehor Yarmolyuk,22/1,9/1,22/1,Brentford v Leeds
Sepp van den Berg,25/1,10/1,25/1,Brentford v Leeds
Nathan Collins,25/1,10/1,25/1,Brentford v Leeds
Ethan Pinnock,25/1,10/1,25/1,Brentford v Leeds
Vitaly Janelt,25/1,11/1,25/1,Brentford v Leeds
Kristoffer Ajer,28/1,12/1,28/1,Brentford v Leeds
Jordan Henderson,28/1,12/1,28/1,Brentford v Leeds
Aaron Hickey,33/1,14/1,33/1,Brentford v Leeds
Michael Kayode,33/1,16/1,33/1,Brentford v Leeds
Rico Henry,33/1,16/1,33/1,Brentford v Leeds
Reiss Nelson,8/1,27/10,8/1,Brentford v Leeds
Dominic Calvert-Lewin,11/2,7/4,11/2,Brentford v Leeds
Joel Piroe,13/2,9/4,13/2,Brentford v Leeds
Lukas Nmecha,13/2,9/4,13/2,Brentford v Leeds
Noah Okafor,10/1,10/3,10/1,Brentford v Leeds
Wilfried Gnonto,11/1,15/4,11/1,Brentford v Leeds
Brenden Aaronson,12/1,19/4,12/1,Brentford v Leeds
Anton Stach,16/1,13/2,16/1,Brentford v Leeds
Ao Tanaka,16/1,13/2,16/1,Brentford v Leeds
Jayden Bogle,22/1,9/1,22/1,Brentford v Leeds
Pascal Struijk,25/1,10/1,25/1,Brentford v Leeds
James Justin,25/1,10/1,25/1,Brentford v Leeds
Joe Rodon,28/1,12/1,28/1,Brentford v Leeds
Jaka Bijol,28/1,12/1,28/1,Brentford v Leeds
Gabriel Gudmondsson,28/1,12/1,28/1,Brentford v Leeds
Ilia Gruev,33/1,16/1,33/1,Brentford v Leeds
Ethan Ampadu,40/1,16/1,40/1,Brentford v Leeds
