player names,first card,anytime card,red_card,contest
Jackson Tchatchoua,14/1,4/1,40/1,Wolves v West Ham
Santiago Bueno,14/1,4/1,40/1,Wolves v West Ham
David Moller Wolfe,14/1,4/1,40/1,Wolves v West Ham
Jorgen Strand Larsen,18/1,5/1,50/1,Wolves v West Ham
Tolu Arokodare,18/1,5/1,50/1,Wolves v West Ham
Hwang Hee-chan,18/1,5/1,50/1,Wolves v West Ham
Fernando Lopez,18/1,5/1,50/1,Wolves v West Ham
Jhon Arias,18/1,5/1,50/1,Wolves v West Ham
Hugo Bueno,18/1,5/1,50/1,Wolves v West Ham
Jose Sa,25/1,7/1,50/1,Wolves v West Ham
Lucas Paqueta,15/2,13/8,22/1,Wolves v West Ham
Soungoutou Magassa,17/2,9/5,25/1,Wolves v West Ham
Crysencio Summerville,12/1,3/1,33/1,Wolves v West Ham
Tomas Soucek,12/1,3/1,33/1,Wolves v West Ham
Konstantinos Mavropanos,12/1,3/1,33/1,Wolves v West Ham
Freddie Potts,12/1,3/1,33/1,Wolves v West Ham
Oliver Scarles,12/1,3/1,33/1,Wolves v West Ham
Jean-Clair Todibo,12/1,3/1,33/1,Wolves v West Ham
Igor Julio,10/1,5/2,33/1,Wolves v West Ham
Guido Rodriguez,10/1,5/2,33/1,Wolves v West Ham
Mateus Fernandes,14/1,18/5,40/1,Wolves v West Ham
Kyle Walker-Peters,14/1,18/5,40/1,Wolves v West Ham
Max Kilman,14/1,18/5,40/1,Wolves v West Ham
Callum Wilson,16/1,24/5,40/1,Wolves v West Ham
Jarrod Bowen,22/1,13/2,50/1,Wolves v West Ham
Alphonse Areola,22/1,13/2,50/1,Wolves v West Ham
Marcos Senesi,10/1,12/5,33/1,Bournemouth v Arsenal
Alex Jimenez,10/1,12/5,33/1,Bournemouth v Arsenal
Justin Kluivert,12/1,29/10,33/1,Bournemouth v Arsenal
David Brooks,12/1,29/10,33/1,Bournemouth v Arsenal
Alex Scott,10/1,12/5,33/1,Bournemouth v Arsenal
Antoine Semenyo,14/1,18/5,40/1,Bournemouth v Arsenal
Enes Unal,14/1,18/5,40/1,Bournemouth v Arsenal
Amine Adli,14/1,18/5,40/1,Bournemouth v Arsenal
Marcus Tavernier,14/1,18/5,40/1,Bournemouth v Arsenal
James Hill,14/1,18/5,40/1,Bournemouth v Arsenal
Adrien Truffert,14/1,18/5,40/1,Bournemouth v Arsenal
Bafode Diakite,14/1,18/5,40/1,Bournemouth v Arsenal
Adam Smith,12/1,29/10,33/1,Bournemouth v Arsenal
Evanilson,16/1,23/5,40/1,Bournemouth v Arsenal
Eli Junior Kroupi,16/1,23/5,40/1,Bournemouth v Arsenal
Djordje Petrovic,22/1,13/2,50/1,Bournemouth v Arsenal
Christian Norgaard,9/1,21/10,28/1,Bournemouth v Arsenal
Myles Lewis-Skelly,9/1,21/10,28/1,Bournemouth v Arsenal
Martin Zubimendi,10/1,5/2,33/1,Bournemouth v Arsenal
Mikel Merino,12/1,29/10,33/1,Bournemouth v Arsenal
Declan Rice,12/1,29/10,33/1,Bournemouth v Arsenal
Ben White,12/1,29/10,33/1,Bournemouth v Arsenal
Gabriel Jesus,12/1,17/5,40/1,Bournemouth v Arsenal
Kai Havertz,12/1,17/5,40/1,Bournemouth v Arsenal
Jurrien Timber,12/1,17/5,40/1,Bournemouth v Arsenal
Viktor Gyokeres,16/1,17/4,40/1,Bournemouth v Arsenal
Gabriel Magalhaes,16/1,17/4,40/1,Bournemouth v Arsenal
Bukayo Saka,18/1,5/1,50/1,Bournemouth v Arsenal
Gabriel Martinelli,18/1,5/1,50/1,Bournemouth v Arsenal
Noni Madueke,18/1,5/1,50/1,Bournemouth v Arsenal
Eberechi Eze,18/1,5/1,50/1,Bournemouth v Arsenal
Martin Odegaard,18/1,5/1,50/1,Bournemouth v Arsenal
William Saliba,18/1,5/1,50/1,Bournemouth v Arsenal
Leandro Trossard,25/1,7/1,50/1,Bournemouth v Arsenal
David Raya,25/1,7/1,50/1,Bournemouth v Arsenal
Jayden Bogle,9/1,15/8,28/1,Leeds v Man Utd
Sam Byram,9/1,2/1,28/1,Leeds v Man Utd
Wilfried Gnonto,11/1,12/5,33/1,Leeds v Man Utd
Sebastiaan Bornauw,11/1,5/2,33/1,Leeds v Man Utd
Jaka Bijol,11/1,13/5,33/1,Leeds v Man Utd
Ilia Gruev,12/1,14/5,33/1,Leeds v Man Utd
Anton Stach,12/1,3/1,33/1,Leeds v Man Utd
Ao Tanaka,12/1,16/5,33/1,Leeds v Man Utd
Pascal Struijk,14/1,7/2,40/1,Leeds v Man Utd
James Justin,12/1,16/5,33/1,Leeds v Man Utd
Lukas Nmecha,16/1,4/1,40/1,Leeds v Man Utd
Gabriel Gudmondsson,16/1,23/5,40/1,Leeds v Man Utd
Joel Piroe,18/1,24/5,50/1,Leeds v Man Utd
Noah Okafor,18/1,24/5,50/1,Leeds v Man Utd
Dominic Calvert-Lewin,18/1,5/1,50/1,Leeds v Man Utd
Jack Harrison,18/1,5/1,50/1,Leeds v Man Utd
Brenden Aaronson,20/1,11/2,50/1,Leeds v Man Utd
Lucas Perri,22/1,6/1,50/1,Leeds v Man Utd
Casemiro,9/1,19/10,28/1,Leeds v Man Utd
Manuel Ugarte,9/1,19/10,28/1,Leeds v Man Utd
Tyrell Malacia,10/1,21/10,28/1,Leeds v Man Utd
Patrick Dorgu,12/1,11/4,33/1,Leeds v Man Utd
Luke Shaw,11/1,5/2,33/1,Leeds v Man Utd
Lisandro Martinez,12/1,11/4,33/1,Leeds v Man Utd
Ayden Heaven,12/1,11/4,33/1,Leeds v Man Utd
Jack Fletcher,12/1,3/1,33/1,Leeds v Man Utd
Leny Yoro,12/1,3/1,33/1,Leeds v Man Utd
Matthijs de Ligt,14/1,10/3,40/1,Leeds v Man Utd
Diogo Dalot,14/1,10/3,40/1,Leeds v Man Utd
Matheus Cunha,14/1,7/2,40/1,Leeds v Man Utd
Tyler Fredricson,14/1,18/5,40/1,Leeds v Man Utd
Kobbie Mainoo,12/1,3/1,33/1,Leeds v Man Utd
Mason Mount,16/1,15/4,40/1,Leeds v Man Utd
Joshua Zirkzee,18/1,24/5,40/1,Leeds v Man Utd
Benjamin Sesko,20/1,11/2,50/1,Leeds v Man Utd
Senne Lammens,28/1,8/1,66/1,Leeds v Man Utd
Tim Iroegbunam,17/2,11/5,28/1,Everton v Brentford
James Garner,10/1,14/5,33/1,Everton v Brentford
Nathan Patterson,10/1,14/5,33/1,Everton v Brentford
Merlin Rohl,11/1,16/5,33/1,Everton v Brentford
Jack Grealish,12/1,17/5,40/1,Everton v Brentford
Kiernan Dewsbury-Hall,12/1,7/2,40/1,Everton v Brentford
Carlos Alcaraz,12/1,15/4,40/1,Everton v Brentford
James Tarkowski,12/1,4/1,40/1,Everton v Brentford
Thierno Barry,14/1,17/4,40/1,Everton v Brentford
Harrison Armstrong,14/1,17/4,40/1,Everton v Brentford
Vitaliy Mykolenko,14/1,23/5,40/1,Everton v Brentford
Tyler Dibling,16/1,5/1,50/1,Everton v Brentford
Jake O'Brien,16/1,5/1,50/1,Everton v Brentford
Adam Aznou,18/1,11/2,50/1,Everton v Brentford
Michael Keane,20/1,13/2,50/1,Everton v Brentford
Jordan Pickford,25/1,15/2,50/1,Everton v Brentford
Dwight McNeil,28/1,17/2,66/1,Everton v Brentford
Beto,33/1,11/1,80/1,Everton v Brentford
Mark Travers,40/1,12/1,80/1,Everton v Brentford
Kevin Schade,10/1,3/1,33/1,Everton v Brentford
Aaron Hickey,11/1,3/1,33/1,Everton v Brentford
Igor Thiago,11/1,3/1,33/1,Everton v Brentford
Kristoffer Ajer,12/1,7/2,40/1,Everton v Brentford
Yehor Yarmolyuk,12/1,7/2,40/1,Everton v Brentford
Jordan Henderson,12/1,18/5,40/1,Everton v Brentford
Vitaly Janelt,12/1,15/4,40/1,Everton v Brentford
Nathan Collins,14/1,4/1,40/1,Everton v Brentford
Mathias Jensen,14/1,17/4,40/1,Everton v Brentford
Michael Kayode,11/1,3/1,33/1,Everton v Brentford
Rico Henry,16/1,5/1,50/1,Everton v Brentford
Keane Lewis-Potter,16/1,11/2,50/1,Everton v Brentford
Sepp van den Berg,18/1,11/2,50/1,Everton v Brentford
Reiss Nelson,18/1,13/2,50/1,Everton v Brentford
Mikkel Damsgaard,22/1,15/2,50/1,Everton v Brentford
Ethan Pinnock,28/1,17/2,66/1,Everton v Brentford
Caoimhin Kelleher,28/1,9/1,66/1,Everton v Brentford
Hakon Valdimarsson,40/1,18/1,100/1,Everton v Brentford
John McGinn,12/1,3/1,33/1,Aston Villa v Nottingham Forest
Boubacar Kamara,12/1,3/1,33/1,Aston Villa v Nottingham Forest
Morgan Rogers,12/1,16/5,33/1,Aston Villa v Nottingham Forest
Matty Cash,12/1,16/5,33/1,Aston Villa v Nottingham Forest
Ian Maatsen,14/1,15/4,40/1,Aston Villa v Nottingham Forest
Ezri Konsa,16/1,23/5,40/1,Aston Villa v Nottingham Forest
Youri Tielemans,18/1,5/1,50/1,Aston Villa v Nottingham Forest
Victor Lindelof,18/1,5/1,50/1,Aston Villa v Nottingham Forest
Emiliano Martinez,18/1,5/1,50/1,Aston Villa v Nottingham Forest
Emiliano Buendia,20/1,6/1,50/1,Aston Villa v Nottingham Forest
Ollie Watkins,22/1,13/2,50/1,Aston Villa v Nottingham Forest
Morgan Gibbs-White,9/1,2/1,28/1,Aston Villa v Nottingham Forest
Elliot Anderson,9/1,2/1,28/1,Aston Villa v Nottingham Forest
Nicolas Dominguez,10/1,9/4,28/1,Aston Villa v Nottingham Forest
Neco Williams,10/1,9/4,28/1,Aston Villa v Nottingham Forest
Murillo,12/1,27/10,33/1,Aston Villa v Nottingham Forest
Nikola Milenkovic,12/1,3/1,33/1,Aston Villa v Nottingham Forest
Igor Jesus,16/1,4/1,40/1,Aston Villa v Nottingham Forest
Ola Aina,12/1,3/1,33/1,Aston Villa v Nottingham Forest
Dilane Bakwa,14/1,15/4,40/1,Aston Villa v Nottingham Forest
Omari Hutchinson,16/1,17/4,40/1,Aston Villa v Nottingham Forest
John Victor,20/1,11/2,50/1,Aston Villa v Nottingham Forest
Lewis Dunk,11/1,3/1,33/1,Brighton v Burnley
Joel Veltman,11/1,3/1,33/1,Brighton v Burnley
Jan Paul van Hecke,12/1,17/5,40/1,Brighton v Burnley
James Milner,14/1,4/1,40/1,Brighton v Burnley
Yankuba Minteh,12/1,17/5,40/1,Brighton v Burnley
Diego Gomez,14/1,17/4,40/1,Brighton v Burnley
Diego Coppola,14/1,4/1,40/1,Brighton v Burnley
Danny Welbeck,16/1,5/1,50/1,Brighton v Burnley
Maxime De Cuyper,16/1,5/1,50/1,Brighton v Burnley
Olivier Boscagli,16/1,24/5,40/1,Brighton v Burnley
Ferdi Kadioglu,18/1,11/2,50/1,Brighton v Burnley
Bart Verbruggen,18/1,11/2,50/1,Brighton v Burnley
Georginio Rutter,18/1,6/1,50/1,Brighton v Burnley
Yasin Ayari,18/1,6/1,50/1,Brighton v Burnley
Jack Hinshelwood,14/1,17/4,40/1,Brighton v Burnley
Brajan Gruda,22/1,7/1,50/1,Brighton v Burnley
Kaoru Mitoma,28/1,9/1,66/1,Brighton v Burnley
Florentino Luis,9/1,11/5,28/1,Brighton v Burnley
Lesley Ugochukwu,9/1,12/5,33/1,Brighton v Burnley
Lucas Pires,10/1,13/5,33/1,Brighton v Burnley
Kyle Walker,10/1,13/5,33/1,Brighton v Burnley
Josh Laurent,11/1,14/5,33/1,Brighton v Burnley
Hjalmar Ekdal,11/1,3/1,33/1,Brighton v Burnley
Jaidon Anthony,12/1,17/5,40/1,Brighton v Burnley
Zian Flemming,14/1,15/4,40/1,Brighton v Burnley
Marcus Edwards,14/1,15/4,40/1,Brighton v Burnley
Loum Tchaouna,14/1,15/4,40/1,Brighton v Burnley
Bashir Humphreys,14/1,17/4,40/1,Brighton v Burnley
Armando Broja,18/1,11/2,50/1,Brighton v Burnley
Martin Dubravka,20/1,13/2,50/1,Brighton v Burnley
Jacob Bruun Larsen,25/1,15/2,50/1,Brighton v Burnley
Joao Gomes,9/1,2/1,28/1,Wolves v West Ham
Yerson Mosquera,10/1,23/10,28/1,Wolves v West Ham
Ladislav Krejci,11/1,27/10,33/1,Wolves v West Ham
Andre,11/1,27/10,33/1,Wolves v West Ham
Matt Doherty,12/1,16/5,33/1,Wolves v West Ham
Mateus Mane,14/1,15/4,40/1,Wolves v West Ham
Jackson Tchatchoua,14/1,15/4,40/1,Wolves v West Ham
Santiago Bueno,14/1,15/4,40/1,Wolves v West Ham
David Moller Wolfe,14/1,15/4,40/1,Wolves v West Ham
Jorgen Strand Larsen,18/1,5/1,50/1,Wolves v West Ham
Tolu Arokodare,18/1,5/1,50/1,Wolves v West Ham
Hwang Hee-chan,18/1,5/1,50/1,Wolves v West Ham
Fernando Lopez,18/1,5/1,50/1,Wolves v West Ham
Jhon Arias,18/1,5/1,50/1,Wolves v West Ham
Hugo Bueno,18/1,5/1,50/1,Wolves v West Ham
Jose Sa,25/1,7/1,50/1,Wolves v West Ham
Lucas Paqueta,15/2,13/8,22/1,Wolves v West Ham
Soungoutou Magassa,17/2,15/8,25/1,Wolves v West Ham
Crysencio Summerville,12/1,3/1,33/1,Wolves v West Ham
Tomas Soucek,12/1,3/1,33/1,Wolves v West Ham
Konstantinos Mavropanos,12/1,3/1,33/1,Wolves v West Ham
Freddie Potts,12/1,3/1,33/1,Wolves v West Ham
Oliver Scarles,12/1,3/1,33/1,Wolves v West Ham
Jean-Clair Todibo,12/1,3/1,33/1,Wolves v West Ham
Igor Julio,11/1,5/2,33/1,Wolves v West Ham
Guido Rodriguez,11/1,5/2,33/1,Wolves v West Ham
Mateus Fernandes,14/1,15/4,40/1,Wolves v West Ham
Kyle Walker-Peters,14/1,15/4,40/1,Wolves v West Ham
Max Kilman,14/1,15/4,40/1,Wolves v West Ham
Callum Wilson,16/1,24/5,40/1,Wolves v West Ham
Jarrod Bowen,22/1,13/2,50/1,Wolves v West Ham
Alphonse Areola,22/1,13/2,50/1,Wolves v West Ham
Marcos Senesi,10/1,13/5,33/1,Bournemouth v Arsenal
Alex Jimenez,10/1,13/5,33/1,Bournemouth v Arsenal
Justin Kluivert,12/1,3/1,33/1,Bournemouth v Arsenal
David Brooks,12/1,3/1,33/1,Bournemouth v Arsenal
Alex Scott,10/1,13/5,33/1,Bournemouth v Arsenal
Antoine Semenyo,14/1,15/4,40/1,Bournemouth v Arsenal
Enes Unal,14/1,15/4,40/1,Bournemouth v Arsenal
Amine Adli,14/1,15/4,40/1,Bournemouth v Arsenal
Marcus Tavernier,14/1,15/4,40/1,Bournemouth v Arsenal
James Hill,14/1,15/4,40/1,Bournemouth v Arsenal
Adrien Truffert,14/1,15/4,40/1,Bournemouth v Arsenal
Bafode Diakite,14/1,15/4,40/1,Bournemouth v Arsenal
Adam Smith,12/1,3/1,33/1,Bournemouth v Arsenal
Evanilson,16/1,5/1,50/1,Bournemouth v Arsenal
Eli Junior Kroupi,16/1,5/1,50/1,Bournemouth v Arsenal
Djordje Petrovic,22/1,13/2,50/1,Bournemouth v Arsenal
Christian Norgaard,9/1,23/10,28/1,Bournemouth v Arsenal
Myles Lewis-Skelly,9/1,23/10,28/1,Bournemouth v Arsenal
Martin Zubimendi,10/1,13/5,33/1,Bournemouth v Arsenal
Mikel Merino,11/1,3/1,33/1,Bournemouth v Arsenal
Declan Rice,11/1,3/1,33/1,Bournemouth v Arsenal
Ben White,11/1,3/1,33/1,Bournemouth v Arsenal
Gabriel Jesus,12/1,18/5,40/1,Bournemouth v Arsenal
Kai Havertz,12/1,18/5,40/1,Bournemouth v Arsenal
Jurrien Timber,12/1,18/5,40/1,Bournemouth v Arsenal
Viktor Gyokeres,16/1,17/4,40/1,Bournemouth v Arsenal
Gabriel Magalhaes,16/1,17/4,40/1,Bournemouth v Arsenal
Bukayo Saka,18/1,11/2,50/1,Bournemouth v Arsenal
Gabriel Martinelli,18/1,11/2,50/1,Bournemouth v Arsenal
Noni Madueke,18/1,11/2,50/1,Bournemouth v Arsenal
Eberechi Eze,18/1,11/2,50/1,Bournemouth v Arsenal
Martin Odegaard,18/1,11/2,50/1,Bournemouth v Arsenal
William Saliba,18/1,11/2,50/1,Bournemouth v Arsenal
Leandro Trossard,25/1,15/2,50/1,Bournemouth v Arsenal
David Raya,25/1,15/2,50/1,Bournemouth v Arsenal
Jayden Bogle,9/1,19/10,28/1,Leeds v Man Utd
Sam Byram,9/1,2/1,28/1,Leeds v Man Utd
Wilfried Gnonto,11/1,12/5,33/1,Leeds v Man Utd
Sebastiaan Bornauw,11/1,5/2,33/1,Leeds v Man Utd
Jaka Bijol,11/1,13/5,33/1,Leeds v Man Utd
Ilia Gruev,12/1,29/10,33/1,Leeds v Man Utd
Anton Stach,12/1,3/1,33/1,Leeds v Man Utd
Ao Tanaka,12/1,16/5,33/1,Leeds v Man Utd
Pascal Struijk,14/1,18/5,40/1,Leeds v Man Utd
James Justin,12/1,16/5,33/1,Leeds v Man Utd
Lukas Nmecha,16/1,4/1,40/1,Leeds v Man Utd
Gabriel Gudmondsson,16/1,23/5,40/1,Leeds v Man Utd
Joel Piroe,18/1,5/1,50/1,Leeds v Man Utd
Noah Okafor,18/1,5/1,50/1,Leeds v Man Utd
Dominic Calvert-Lewin,18/1,5/1,50/1,Leeds v Man Utd
Jack Harrison,18/1,5/1,50/1,Leeds v Man Utd
Brenden Aaronson,20/1,11/2,50/1,Leeds v Man Utd
Lucas Perri,22/1,13/2,50/1,Leeds v Man Utd
Casemiro,9/1,2/1,28/1,Leeds v Man Utd
Manuel Ugarte,9/1,2/1,28/1,Leeds v Man Utd
Tyrell Malacia,10/1,21/10,28/1,Leeds v Man Utd
Patrick Dorgu,12/1,11/4,33/1,Leeds v Man Utd
Luke Shaw,11/1,5/2,33/1,Leeds v Man Utd
Lisandro Martinez,12/1,11/4,33/1,Leeds v Man Utd
Ayden Heaven,12/1,11/4,33/1,Leeds v Man Utd
Jack Fletcher,12/1,3/1,33/1,Leeds v Man Utd
Leny Yoro,12/1,3/1,33/1,Leeds v Man Utd
Matthijs de Ligt,14/1,10/3,40/1,Leeds v Man Utd
Diogo Dalot,14/1,10/3,40/1,Leeds v Man Utd
Matheus Cunha,14/1,7/2,40/1,Leeds v Man Utd
Tyler Fredricson,14/1,15/4,40/1,Leeds v Man Utd
Kobbie Mainoo,12/1,3/1,33/1,Leeds v Man Utd
Mason Mount,16/1,4/1,40/1,Leeds v Man Utd
Joshua Zirkzee,18/1,24/5,40/1,Leeds v Man Utd
Benjamin Sesko,20/1,11/2,50/1,Leeds v Man Utd
Senne Lammens,28/1,8/1,66/1,Leeds v Man Utd
Tim Iroegbunam,17/2,9/4,28/1,Everton v Brentford
James Garner,10/1,14/5,33/1,Everton v Brentford
Nathan Patterson,10/1,14/5,33/1,Everton v Brentford
Merlin Rohl,11/1,10/3,33/1,Everton v Brentford
Jack Grealish,12/1,17/5,40/1,Everton v Brentford
Kiernan Dewsbury-Hall,12/1,18/5,40/1,Everton v Brentford
Carlos Alcaraz,12/1,4/1,40/1,Everton v Brentford
James Tarkowski,12/1,4/1,40/1,Everton v Brentford
Thierno Barry,14/1,17/4,40/1,Everton v Brentford
Harrison Armstrong,14/1,17/4,40/1,Everton v Brentford
Vitaliy Mykolenko,14/1,23/5,40/1,Everton v Brentford
Tyler Dibling,16/1,5/1,50/1,Everton v Brentford
Jake O'Brien,16/1,5/1,50/1,Everton v Brentford
Adam Aznou,18/1,11/2,50/1,Everton v Brentford
Michael Keane,20/1,13/2,50/1,Everton v Brentford
Jordan Pickford,25/1,8/1,66/1,Everton v Brentford
Dwight McNeil,28/1,17/2,66/1,Everton v Brentford
Beto,33/1,11/1,80/1,Everton v Brentford
Mark Travers,40/1,12/1,80/1,Everton v Brentford
Kevin Schade,10/1,3/1,33/1,Everton v Brentford
Aaron Hickey,11/1,16/5,33/1,Everton v Brentford
Igor Thiago,11/1,16/5,33/1,Everton v Brentford
Kristoffer Ajer,12/1,7/2,40/1,Everton v Brentford
Yehor Yarmolyuk,12/1,18/5,40/1,Everton v Brentford
Jordan Henderson,12/1,18/5,40/1,Everton v Brentford
Vitaly Janelt,12/1,15/4,40/1,Everton v Brentford
Nathan Collins,14/1,4/1,40/1,Everton v Brentford
Mathias Jensen,14/1,17/4,40/1,Everton v Brentford
Michael Kayode,11/1,3/1,33/1,Everton v Brentford
Rico Henry,16/1,5/1,50/1,Everton v Brentford
Keane Lewis-Potter,16/1,11/2,50/1,Everton v Brentford
Sepp van den Berg,18/1,11/2,50/1,Everton v Brentford
Reiss Nelson,18/1,13/2,50/1,Everton v Brentford
Mikkel Damsgaard,22/1,15/2,50/1,Everton v Brentford
Ethan Pinnock,28/1,17/2,66/1,Everton v Brentford
Caoimhin Kelleher,28/1,9/1,66/1,Everton v Brentford
Hakon Valdimarsson,40/1,18/1,100/1,Everton v Brentford
Sasa Lukic,9/1,12/5,33/1,Fulham v Liverpool
Joachim Andersen,10/1,29/10,33/1,Fulham v Liverpool
Harry Wilson,11/1,16/5,33/1,Fulham v Liverpool
Harrison Reed,11/1,16/5,40/1,Fulham v Liverpool
Joshua King,12/1,15/4,40/1,Fulham v Liverpool
Jorge Cuenca,12/1,15/4,40/1,Fulham v Liverpool
Sander Berge,12/1,15/4,40/1,Fulham v Liverpool
Tom Cairney,12/1,4/1,40/1,Fulham v Liverpool
Raul Jimenez,16/1,5/1,50/1,Fulham v Liverpool
Timothy Castagne,14/1,23/5,40/1,Fulham v Liverpool
Antonee Robinson,16/1,24/5,50/1,Fulham v Liverpool
Issa Diop,16/1,24/5,50/1,Fulham v Liverpool
Bernd Leno,16/1,5/1,50/1,Fulham v Liverpool
Jonah Kusi-Asare,18/1,13/2,50/1,Fulham v Liverpool
Kevin,18/1,13/2,50/1,Fulham v Liverpool
Adama Traore,16/1,5/1,50/1,Fulham v Liverpool
Emile Smith Rowe,22/1,8/1,50/1,Fulham v Liverpool
Conor Bradley,10/1,29/10,33/1,Fulham v Liverpool
Federico Chiesa,12/1,18/5,40/1,Fulham v Liverpool
Alexis MacAllister,12/1,18/5,40/1,Fulham v Liverpool
Dominik Szoboszlai,12/1,17/4,40/1,Fulham v Liverpool
Curtis Jones,12/1,17/4,40/1,Fulham v Liverpool
Virgil van Dijk,12/1,17/4,40/1,Fulham v Liverpool
Ryan Gravenberch,12/1,17/4,40/1,Fulham v Liverpool
Jeremie Frimpong,16/1,5/1,50/1,Fulham v Liverpool
Milos Kerkez,16/1,5/1,50/1,Fulham v Liverpool
Ibrahima Konate,16/1,24/5,50/1,Fulham v Liverpool
Hugo Ekitike,16/1,11/2,50/1,Fulham v Liverpool
Andrew Robertson,16/1,11/2,50/1,Fulham v Liverpool
Florian Wirtz,18/1,13/2,50/1,Fulham v Liverpool
Cody Gakpo,20/1,7/1,50/1,Fulham v Liverpool
Rio Ngumoha,25/1,17/2,66/1,Fulham v Liverpool
Alisson,40/1,11/1,80/1,Fulham v Liverpool
Bruno Guimaraes,10/1,23/10,28/1,Newcastle v Crystal Palace
Fabian Schar,10/1,5/2,33/1,Newcastle v Crystal Palace
Joelinton,10/1,5/2,33/1,Newcastle v Crystal Palace
Anthony Gordon,12/1,17/5,40/1,Newcastle v Crystal Palace
