player names,first card,anytime card,red_card,contest
Crysencio Summerville,10/1,12/5,33/1,Bournemouth v West Ham
El Hadji Malick Diouf,10/1,12/5,33/1,Bournemouth v West Ham
Freddie Potts,10/1,12/5,33/1,Bournemouth v West Ham
Igor Julio,9/1,2/1,28/1,Bournemouth v West Ham
Mateus Fernandes,11/1,11/4,33/1,Bournemouth v West Ham
Jean-Clair Todibo,11/1,11/4,33/1,Bournemouth v West Ham
Max Kilman,12/1,17/5,40/1,Bournemouth v West Ham
Kyle Walker-Peters,12/1,17/5,40/1,Bournemouth v West Ham
Guido Rodriguez,9/1,2/1,28/1,Bournemouth v West Ham
Aaron Wan-Bissaka,14/1,15/4,40/1,Bournemouth v West Ham
Callum Wilson,12/1,17/5,40/1,Bournemouth v West Ham
Jarrod Bowen,16/1,17/4,40/1,Bournemouth v West Ham
Luis Guilherme,14/1,15/4,40/1,Bournemouth v West Ham
Andy Irving,10/1,12/5,33/1,Bournemouth v West Ham
Alphonse Areola,18/1,5/1,50/1,Bournemouth v West Ham
Carlos Baleba,9/1,2/1,28/1,Brighton v Brentford
Stefanos Tzimas,11/1,27/10,33/1,Brighton v Brentford
Mats Wieffer,11/1,27/10,33/1,Brighton v Brentford
Jan Paul van Hecke,11/1,27/10,33/1,Brighton v Brentford
Joel Veltman,11/1,27/10,33/1,Brighton v Brentford
Yankuba Minteh,12/1,16/5,33/1,Brighton v Brentford
Maxime De Cuyper,12/1,16/5,33/1,Brighton v Brentford
Lewis Dunk,12/1,16/5,33/1,Brighton v Brentford
Diego Coppola,12/1,16/5,33/1,Brighton v Brentford
Georginio Rutter,14/1,4/1,40/1,Brighton v Brentford
Diego Gomez,14/1,4/1,40/1,Brighton v Brentford
Yasin Ayari,14/1,4/1,40/1,Brighton v Brentford
Olivier Boscagli,14/1,4/1,40/1,Brighton v Brentford
Danny Welbeck,18/1,5/1,50/1,Brighton v Brentford
Charalampos Kostoulas,18/1,5/1,50/1,Brighton v Brentford
Ferdi Kadioglu,18/1,5/1,50/1,Brighton v Brentford
Bart Verbruggen,25/1,7/1,50/1,Brighton v Brentford
Igor Thiago,10/1,12/5,33/1,Brighton v Brentford
Frank Onyeka,10/1,12/5,33/1,Brighton v Brentford
Aaron Hickey,10/1,12/5,33/1,Brighton v Brentford
Jordan Henderson,10/1,12/5,33/1,Brighton v Brentford
Kevin Schade,12/1,29/10,33/1,Brighton v Brentford
Keane Lewis-Potter,12/1,29/10,33/1,Brighton v Brentford
Vitaly Janelt,12/1,29/10,33/1,Brighton v Brentford
Nathan Collins,12/1,29/10,33/1,Brighton v Brentford
Dango Ouattara,14/1,18/5,40/1,Brighton v Brentford
Fabio Carvalho,14/1,18/5,40/1,Brighton v Brentford
Mathias Jensen,14/1,18/5,40/1,Brighton v Brentford
Sepp van den Berg,14/1,18/5,40/1,Brighton v Brentford
Yehor Yarmolyuk,14/1,18/5,40/1,Brighton v Brentford
Michael Kayode,14/1,18/5,40/1,Brighton v Brentford
Reiss Nelson,16/1,23/5,40/1,Brighton v Brentford
Mikkel Damsgaard,16/1,23/5,40/1,Brighton v Brentford
Ethan Pinnock,16/1,23/5,40/1,Brighton v Brentford
Rico Henry,16/1,23/5,40/1,Brighton v Brentford
Caoimhin Kelleher,22/1,13/2,50/1,Brighton v Brentford
Joachim Andersen,11/1,29/10,33/1,Fulham v Sunderland
Kenny Tete,12/1,18/5,40/1,Fulham v Sunderland
Sander Berge,14/1,4/1,40/1,Fulham v Sunderland
Jorge Cuenca,14/1,17/4,40/1,Fulham v Sunderland
Calvin Bassey,14/1,17/4,40/1,Fulham v Sunderland
Harry Wilson,14/1,17/4,40/1,Fulham v Sunderland
Kevin,14/1,17/4,40/1,Fulham v Sunderland
Ryan Sessegnon,16/1,5/1,50/1,Fulham v Sunderland
Raul Jimenez,16/1,11/2,50/1,Fulham v Sunderland
Joshua King,18/1,6/1,50/1,Fulham v Sunderland
Bernd Leno,20/1,13/2,50/1,Fulham v Sunderland
Alex Iwobi,22/1,15/2,50/1,Fulham v Sunderland
Emile Smith Rowe,25/1,8/1,66/1,Fulham v Sunderland
Granit Xhaka,9/1,5/2,33/1,Fulham v Sunderland
Reinildo Mandava,9/1,5/2,33/1,Fulham v Sunderland
Nordi Mukiele,10/1,13/5,33/1,Fulham v Sunderland
Trai Hume,10/1,27/10,33/1,Fulham v Sunderland
Daniel Ballard,10/1,14/5,33/1,Fulham v Sunderland
Noah Sadiki,11/1,29/10,33/1,Fulham v Sunderland
Wilson Isidor,12/1,16/5,33/1,Fulham v Sunderland
Bertrand Traore,14/1,15/4,40/1,Fulham v Sunderland
Chris Rigg,14/1,9/2,40/1,Fulham v Sunderland
Enzo Le Fee,16/1,24/5,40/1,Fulham v Sunderland
Lutsharel Geertruida,16/1,5/1,50/1,Fulham v Sunderland
Chemsdine Talbi,18/1,11/2,50/1,Fulham v Sunderland
Simon Adingra,20/1,6/1,50/1,Fulham v Sunderland
Robin Roefs,22/1,7/1,50/1,Fulham v Sunderland
Alexis MacAllister,11/1,16/5,33/1,Liverpool v Nottingham Forest
Conor Bradley,11/1,17/5,40/1,Liverpool v Nottingham Forest
Ryan Gravenberch,12/1,18/5,40/1,Liverpool v Nottingham Forest
Ibrahima Konate,12/1,15/4,40/1,Liverpool v Nottingham Forest
Milos Kerkez,12/1,4/1,40/1,Liverpool v Nottingham Forest
Joe Gomez,14/1,9/2,40/1,Liverpool v Nottingham Forest
Dominik Szoboszlai,14/1,23/5,40/1,Liverpool v Nottingham Forest
Virgil van Dijk,14/1,24/5,40/1,Liverpool v Nottingham Forest
Andrew Robertson,16/1,5/1,40/1,Liverpool v Nottingham Forest
Rio Ngumoha,16/1,5/1,50/1,Liverpool v Nottingham Forest
Federico Chiesa,16/1,11/2,50/1,Liverpool v Nottingham Forest
Wataru Endo,16/1,11/2,50/1,Liverpool v Nottingham Forest
Florian Wirtz,18/1,6/1,50/1,Liverpool v Nottingham Forest
Curtis Jones,20/1,7/1,50/1,Liverpool v Nottingham Forest
Alexander Isak,20/1,7/1,50/1,Liverpool v Nottingham Forest
Cody Gakpo,22/1,15/2,50/1,Liverpool v Nottingham Forest
Freddie Woodman,22/1,8/1,50/1,Liverpool v Nottingham Forest
Hugo Ekitike,28/1,9/1,66/1,Liverpool v Nottingham Forest
Giorgi Mamardashvili,33/1,10/1,66/1,Liverpool v Nottingham Forest
Mohamed Salah,33/1,11/1,66/1,Liverpool v Nottingham Forest
Alisson,50/1,28/1,100/1,Liverpool v Nottingham Forest
Ibrahim Sangare,9/1,5/2,33/1,Liverpool v Nottingham Forest
Ryan Yates,10/1,27/10,33/1,Liverpool v Nottingham Forest
Morgan Gibbs-White,10/1,11/4,33/1,Liverpool v Nottingham Forest
Nicolas Dominguez,10/1,14/5,33/1,Liverpool v Nottingham Forest
Morato,11/1,3/1,33/1,Liverpool v Nottingham Forest
Nikola Milenkovic,11/1,10/3,40/1,Liverpool v Nottingham Forest
Neco Williams,12/1,17/5,40/1,Liverpool v Nottingham Forest
Murillo,12/1,17/5,40/1,Liverpool v Nottingham Forest
Elliot Anderson,12/1,18/5,40/1,Liverpool v Nottingham Forest
Dilane Bakwa,14/1,4/1,40/1,Liverpool v Nottingham Forest
Nicolo Savona,14/1,4/1,40/1,Liverpool v Nottingham Forest
Igor Jesus,14/1,17/4,40/1,Liverpool v Nottingham Forest
Oleksandr Zinchenko,14/1,17/4,40/1,Liverpool v Nottingham Forest
Willy Boly,14/1,19/4,40/1,Liverpool v Nottingham Forest
James McAtee,16/1,5/1,50/1,Liverpool v Nottingham Forest
Dan Ndoye,16/1,5/1,50/1,Liverpool v Nottingham Forest
Omari Hutchinson,18/1,11/2,50/1,Liverpool v Nottingham Forest
Arnaud Kalimuendo,18/1,6/1,50/1,Liverpool v Nottingham Forest
John Victor,20/1,13/2,50/1,Liverpool v Nottingham Forest
Taiwo Awoniyi,25/1,8/1,66/1,Liverpool v Nottingham Forest
Matz Sels,28/1,17/2,66/1,Liverpool v Nottingham Forest
Jair Cunha,28/1,9/1,66/1,Liverpool v Nottingham Forest
Callum Hudson-Odoi,33/1,11/1,80/1,Liverpool v Nottingham Forest
Chris Wood,40/1,14/1,80/1,Liverpool v Nottingham Forest
Joao Gomes,9/1,21/10,28/1,Wolves v Crystal Palace
Ladislav Krejci,9/1,11/5,28/1,Wolves v Crystal Palace
Andre,10/1,13/5,33/1,Wolves v Crystal Palace
Toti Gomes,11/1,11/4,33/1,Wolves v Crystal Palace
Emmanuel Agbadou,12/1,3/1,33/1,Wolves v Crystal Palace
Marshall Munetsi,12/1,17/5,40/1,Wolves v Crystal Palace
Ki-Jana Hoever,14/1,15/4,40/1,Wolves v Crystal Palace
David Moller Wolfe,14/1,15/4,40/1,Wolves v Crystal Palace
Jackson Tchatchoua,14/1,4/1,40/1,Wolves v Crystal Palace
Santiago Bueno,14/1,4/1,40/1,Wolves v Crystal Palace
Jorgen Strand Larsen,14/1,17/4,40/1,Wolves v Crystal Palace
Jhon Arias,14/1,17/4,40/1,Wolves v Crystal Palace
Jean-Ricner Bellegarde,14/1,17/4,40/1,Wolves v Crystal Palace
Fernando Lopez,16/1,19/4,40/1,Wolves v Crystal Palace
Hugo Bueno,16/1,19/4,40/1,Wolves v Crystal Palace
Hwang Hee-chan,18/1,5/1,50/1,Wolves v Crystal Palace
Sam Johnstone,20/1,6/1,50/1,Wolves v Crystal Palace
Will Hughes,8/1,19/10,28/1,Wolves v Crystal Palace
Daniel Munoz,9/1,21/10,28/1,Wolves v Crystal Palace
Jefferson Lerma,8/1,19/10,28/1,Wolves v Crystal Palace
Yeremy Pino,9/1,12/5,33/1,Wolves v Crystal Palace
Chris Richards,12/1,16/5,33/1,Wolves v Crystal Palace
Marc Guehi,12/1,16/5,33/1,Wolves v Crystal Palace
Eddie Nketiah,12/1,17/5,40/1,Wolves v Crystal Palace
Daichi Kamada,12/1,17/5,40/1,Wolves v Crystal Palace
Maxence Lacroix,12/1,17/5,40/1,Wolves v Crystal Palace
Adam Wharton,12/1,15/4,40/1,Wolves v Crystal Palace
Jean-Philippe Mateta,14/1,17/4,40/1,Wolves v Crystal Palace
Tyrick Mitchell,14/1,17/4,40/1,Wolves v Crystal Palace
Borna Sosa,12/1,15/4,40/1,Wolves v Crystal Palace
Jaydee Canvot,14/1,17/4,40/1,Wolves v Crystal Palace
Ismaila Sarr,16/1,23/5,40/1,Wolves v Crystal Palace
Dean Henderson,20/1,6/1,50/1,Wolves v Crystal Palace
Joelinton,9/1,2/1,28/1,Newcastle v Man City
Bruno Guimaraes,10/1,23/10,28/1,Newcastle v Man City
Fabian Schar,10/1,23/10,28/1,Newcastle v Man City
Emil Krafth,10/1,23/10,28/1,Newcastle v Man City
Jamaal Lascelles,10/1,5/2,33/1,Newcastle v Man City
Anthony Gordon,11/1,27/10,33/1,Newcastle v Man City
Sandro Tonali,12/1,16/5,33/1,Newcastle v Man City
Malick Thiaw,12/1,16/5,33/1,Newcastle v Man City
Jacob Ramsey,14/1,18/5,40/1,Newcastle v Man City
Kieran Trippier,14/1,18/5,40/1,Newcastle v Man City
Lewis Hall,14/1,4/1,40/1,Newcastle v Man City
Sven Botman,16/1,17/4,40/1,Newcastle v Man City
Nick Woltemade,16/1,9/2,40/1,Newcastle v Man City
Joe Willock,16/1,9/2,40/1,Newcastle v Man City
Jacob Murphy,18/1,5/1,50/1,Newcastle v Man City
Lewis Miley,18/1,5/1,50/1,Newcastle v Man City
Nick Pope,18/1,11/2,50/1,Newcastle v Man City
Harvey Barnes,25/1,7/1,50/1,Newcastle v Man City
Anthony Elanga,25/1,7/1,50/1,Newcastle v Man City
Nico Gonzalez,9/1,2/1,28/1,Newcastle v Man City
Bernardo Silva,9/1,21/10,28/1,Newcastle v Man City
Rayan Ait-Nouri,11/1,5/2,33/1,Newcastle v Man City
Nico O'Reilly,11/1,14/5,33/1,Newcastle v Man City
Matheus Nunes,12/1,3/1,33/1,Newcastle v Man City
Tijjani Reijnders,12/1,17/5,40/1,Newcastle v Man City
Savinho,14/1,15/4,40/1,Newcastle v Man City
Rico Lewis,14/1,15/4,40/1,Newcastle v Man City
Ruben Dias,14/1,15/4,40/1,Newcastle v Man City
John Stones,14/1,4/1,40/1,Newcastle v Man City
Omar Marmoush,16/1,17/4,40/1,Newcastle v Man City
Phil Foden,16/1,17/4,40/1,Newcastle v Man City
Josko Gvardiol,16/1,17/4,40/1,Newcastle v Man City
Nathan Ake,16/1,17/4,40/1,Newcastle v Man City
Rayan Cherki,16/1,24/5,40/1,Newcastle v Man City
Gianluigi Donnarumma,18/1,5/1,50/1,Newcastle v Man City
Oscar Bobb,18/1,11/2,50/1,Newcastle v Man City
Jeremy Doku,18/1,11/2,50/1,Newcastle v Man City
Erling Haaland,20/1,6/1,50/1,Newcastle v Man City
Jaka Bijol,9/1,21/10,28/1,Leeds v Aston Villa
Ethan Ampadu,9/1,21/10,28/1,Leeds v Aston Villa
Jayden Bogle,10/1,12/5,33/1,Leeds v Aston Villa
Anton Stach,12/1,14/5,33/1,Leeds v Aston Villa
Joe Rodon,12/1,7/2,40/1,Leeds v Aston Villa
Ao Tanaka,12/1,14/5,33/1,Leeds v Aston Villa
Sean Longstaff,14/1,15/4,40/1,Leeds v Aston Villa
Pascal Struijk,14/1,15/4,40/1,Leeds v Aston Villa
Gabriel Gudmondsson,14/1,15/4,40/1,Leeds v Aston Villa
Daniel James,16/1,17/4,40/1,Leeds v Aston Villa
Lukas Nmecha,18/1,5/1,50/1,Leeds v Aston Villa
Dominic Calvert-Lewin,18/1,5/1,50/1,Leeds v Aston Villa
Joel Piroe,18/1,5/1,50/1,Leeds v Aston Villa
Noah Okafor,20/1,11/2,50/1,Leeds v Aston Villa
Brenden Aaronson,20/1,11/2,50/1,Leeds v Aston Villa
Jack Harrison,22/1,13/2,50/1,Leeds v Aston Villa
Lucas Perri,22/1,13/2,50/1,Leeds v Aston Villa
John McGinn,10/1,12/5,33/1,Leeds v Aston Villa
Morgan Rogers,11/1,13/5,33/1,Leeds v Aston Villa
Amadou Onana,10/1,12/5,33/1,Leeds v Aston Villa
Ross Barkley,12/1,3/1,33/1,Leeds v Aston Villa
Youri Tielemans,12/1,3/1,33/1,Leeds v Aston Villa
Boubacar Kamara,11/1,13/5,33/1,Leeds v Aston Villa
Lamare Bogarde,12/1,3/1,33/1,Leeds v Aston Villa
Matty Cash,12/1,7/2,40/1,Leeds v Aston Villa
Ezri Konsa,14/1,15/4,40/1,Leeds v Aston Villa
Pau Torres,14/1,15/4,40/1,Leeds v Aston Villa
Lucas Digne,14/1,15/4,40/1,Leeds v Aston Villa
Ollie Watkins,16/1,17/4,40/1,Leeds v Aston Villa
Emiliano Buendia,16/1,17/4,40/1,Leeds v Aston Villa
Emiliano Martinez,16/1,17/4,40/1,Leeds v Aston Villa
Donyell Malen,18/1,5/1,50/1,Leeds v Aston Villa
Evann Guessand,18/1,5/1,50/1,Leeds v Aston Villa
Jadon Sancho,20/1,11/2,50/1,Leeds v Aston Villa
Christian Norgaard,9/1,9/5,25/1,Arsenal v Tottenham
Riccardo Calafiori,11/1,11/5,28/1,Arsenal v Tottenham
Piero Hincapie,11/1,11/5,28/1,Arsenal v Tottenham
Jurrien Timber,11/1,12/5,33/1,Arsenal v Tottenham
Martin Zubimendi,11/1,12/5,33/1,Arsenal v Tottenham
Declan Rice,12/1,27/10,33/1,Arsenal v Tottenham
Mikel Merino,12/1,29/10,33/1,Arsenal v Tottenham
Gabriel Magalhaes,12/1,29/10,33/1,Arsenal v Tottenham
Ben White,14/1,17/5,40/1,Arsenal v Tottenham
Bukayo Saka,16/1,15/4,40/1,Arsenal v Tottenham
Leandro Trossard,18/1,17/4,40/1,Arsenal v Tottenham
William Saliba,18/1,17/4,40/1,Arsenal v Tottenham
Myles Lewis-Skelly,14/1,18/5,40/1,Arsenal v Tottenham
Viktor Gyokeres,18/1,23/5,40/1,Arsenal v Tottenham
Eberechi Eze,20/1,5/1,50/1,Arsenal v Tottenham
Martin Odegaard,20/1,5/1,50/1,Arsenal v Tottenham
Cristhian Mosquera,22/1,11/2,50/1,Arsenal v Tottenham
David Raya,28/1,13/2,50/1,Arsenal v Tottenham
Ethan Nwaneri,28/1,13/2,50/1,Arsenal v Tottenham
Rodrigo Bentancur,13/2,21/20,16/1,Arsenal v Tottenham
Cristian Romero,17/2,29/20,22/1,Arsenal v Tottenham
Joao Palhinha,17/2,31/20,22/1,Arsenal v Tottenham
Xavi Simons,10/1,9/5,28/1,Arsenal v Tottenham
Richarlison,10/1,19/10,28/1,Arsenal v Tottenham
Brennan Johnson,11/1,9/4,28/1,Arsenal v Tottenham
Pape Sarr,11/1,9/4,28/1,Arsenal v Tottenham
Micky van de Ven,12/1,5/2,33/1,Arsenal v Tottenham
Kevin Danso,12/1,5/2,33/1,Arsenal v Tottenham
Mohammed Kudus,14/1,3/1,33/1,Arsenal v Tottenham
Destiny Udogie,14/1,17/5,40/1,Arsenal v Tottenham
Randal Kolo Muani,14/1,17/5,40/1,Arsenal v Tottenham
Mathys Tel,14/1,17/5,40/1,Arsenal v Tottenham
Lucas Bergvall,14/1,3/1,33/1,Arsenal v Tottenham
Pedro Porro,14/1,3/1,33/1,Arsenal v Tottenham
Djed Spence,16/1,18/5,40/1,Arsenal v Tottenham
Wilson Odobert,18/1,17/4,40/1,Arsenal v Tottenham
Guglielmo Vicario,22/1,11/2,50/1,Arsenal v Tottenham
Manuel Ugarte,9/1,11/5,28/1,Man Utd v Everton
Casemiro,10/1,5/2,33/1,Man Utd v Everton
Patrick Dorgu,12/1,3/1,33/1,Man Utd v Everton
Luke Shaw,12/1,3/1,33/1,Man Utd v Everton
Bruno Fernandes,12/1,7/2,40/1,Man Utd v Everton
Mason Mount,14/1,18/5,40/1,Man Utd v Everton
Kobbie Mainoo,14/1,18/5,40/1,Man Utd v Everton
Leny Yoro,14/1,18/5,40/1,Man Utd v Everton
Amad Diallo,14/1,15/4,40/1,Man Utd v Everton
Matheus Cunha,14/1,4/1,40/1,Man Utd v Everton
Matthijs de Ligt,14/1,4/1,40/1,Man Utd v Everton
Ayden Heaven,14/1,4/1,40/1,Man Utd v Everton
Diogo Dalot,14/1,4/1,40/1,Man Utd v Everton
Noussair Mazraoui,16/1,24/5,50/1,Man Utd v Everton
Joshua Zirkzee,18/1,11/2,50/1,Man Utd v Everton
Bryan Mbeumo,28/1,7/1,66/1,Man Utd v Everton
Senne Lammens,28/1,15/2,66/1,Man Utd v Everton
Jack Grealish,9/1,2/1,28/1,Man Utd v Everton
Tim Iroegbunam,9/1,2/1,28/1,Man Utd v Everton
Idrissa Gueye,9/1,2/1,28/1,Man Utd v Everton
James Garner,9/1,2/1,28/1,Man Utd v Everton
Carlos Alcaraz,10/1,9/4,33/1,Man Utd v Everton
Kiernan Dewsbury-Hall,11/1,5/2,33/1,Man Utd v Everton
James Tarkowski,11/1,5/2,33/1,Man Utd v Everton
Jake O'Brien,11/1,5/2,33/1,Man Utd v Everton
Michael Keane,11/1,11/4,33/1,Man Utd v Everton
Adam Aznou,11/1,11/4,33/1,Man Utd v Everton
Tyler Dibling,12/1,3/1,40/1,Man Utd v Everton
Vitaliy Mykolenko,12/1,3/1,40/1,Man Utd v Everton
Thierno Barry,14/1,7/2,40/1,Man Utd v Everton
Seamus Coleman,14/1,7/2,40/1,Man Utd v Everton
Iliman Ndiaye,14/1,4/1,40/1,Man Utd v Everton
Dwight McNeil,14/1,4/1,40/1,Man Utd v Everton
Jordan Pickford,14/1,4/1,40/1,Man Utd v Everton
Beto,16/1,23/5,50/1,Man Utd v Everton
Jaka Bijol,9/1,21/10,28/1,Leeds v Aston Villa
Ethan Ampadu,9/1,21/10,28/1,Leeds v Aston Villa
Jayden Bogle,10/1,12/5,33/1,Leeds v Aston Villa
Anton Stach,12/1,14/5,33/1,Leeds v Aston Villa
Joe Rodon,12/1,7/2,40/1,Leeds v Aston Villa
Ao Tanaka,12/1,14/5,33/1,Leeds v Aston Villa
Sean Longstaff,14/1,15/4,40/1,Leeds v Aston Villa
Pascal Struijk,14/1,15/4,40/1,Leeds v Aston Villa
Gabriel Gudmondsson,14/1,15/4,40/1,Leeds v Aston Villa
Daniel James,16/1,17/4,40/1,Leeds v Aston Villa
Lukas Nmecha,18/1,5/1,50/1,Leeds v Aston Villa
Dominic Calvert-Lewin,18/1,5/1,50/1,Leeds v Aston Villa
Joel Piroe,18/1,5/1,50/1,Leeds v Aston Villa
Noah Okafor,20/1,11/2,50/1,Leeds v Aston Villa
Brenden Aaronson,20/1,11/2,50/1,Leeds v Aston Villa
Jack Harrison,22/1,13/2,50/1,Leeds v Aston Villa
Lucas Perri,22/1,13/2,50/1,Leeds v Aston Villa
John McGinn,10/1,12/5,33/1,Leeds v Aston Villa
Morgan Rogers,11/1,13/5,33/1,Leeds v Aston Villa
Amadou Onana,10/1,12/5,33/1,Leeds v Aston Villa
Ross Barkley,12/1,3/1,33/1,Leeds v Aston Villa
Youri Tielemans,12/1,3/1,33/1,Leeds v Aston Villa
Boubacar Kamara,11/1,13/5,33/1,Leeds v Aston Villa
Lamare Bogarde,12/1,3/1,33/1,Leeds v Aston Villa
Matty Cash,12/1,7/2,40/1,Leeds v Aston Villa
Ezri Konsa,14/1,15/4,40/1,Leeds v Aston Villa
