player names,first card,anytime card,red_card,contest
Hannes Delcroix,12/1,15/4,40/1,Burnley v Arsenal
Lyle Foster,12/1,4/1,40/1,Burnley v Arsenal
Jaydon Banel,12/1,4/1,40/1,Burnley v Arsenal
Quilindschy Hartman,12/1,4/1,40/1,Burnley v Arsenal
Jaidon Anthony,12/1,17/4,40/1,Burnley v Arsenal
Bashir Humphreys,14/1,24/5,40/1,Burnley v Arsenal
Zian Flemming,14/1,5/1,50/1,Burnley v Arsenal
Kyle Walker,14/1,5/1,50/1,Burnley v Arsenal
Hjalmar Ekdal,14/1,5/1,50/1,Burnley v Arsenal
Marcus Edwards,16/1,11/2,50/1,Burnley v Arsenal
Loum Tchaouna,16/1,11/2,50/1,Burnley v Arsenal
Mike Tresor,20/1,15/2,50/1,Burnley v Arsenal
Maxime Esteve,20/1,15/2,50/1,Burnley v Arsenal
Max Weiss,25/1,9/1,66/1,Burnley v Arsenal
Armando Broja,28/1,9/1,66/1,Burnley v Arsenal
Vaclav Hladky,28/1,10/1,66/1,Burnley v Arsenal
Martin Dubravka,33/1,10/1,66/1,Burnley v Arsenal
Jacob Bruun Larsen,40/1,14/1,80/1,Burnley v Arsenal
Christian Norgaard,9/1,29/10,33/1,Burnley v Arsenal
Piero Hincapie,10/1,16/5,33/1,Burnley v Arsenal
Mikel Merino,12/1,4/1,40/1,Burnley v Arsenal
Martin Zubimendi,12/1,4/1,40/1,Burnley v Arsenal
Myles Lewis-Skelly,12/1,17/4,40/1,Burnley v Arsenal
Jurrien Timber,12/1,17/4,40/1,Burnley v Arsenal
Declan Rice,12/1,9/2,40/1,Burnley v Arsenal
Riccardo Calafiori,12/1,23/5,40/1,Burnley v Arsenal
Gabriel Magalhaes,14/1,19/4,40/1,Burnley v Arsenal
Ben White,14/1,5/1,40/1,Burnley v Arsenal
Bukayo Saka,14/1,5/1,50/1,Burnley v Arsenal
Max Dowman,14/1,5/1,50/1,Burnley v Arsenal
William Saliba,18/1,13/2,50/1,Burnley v Arsenal
Leandro Trossard,18/1,7/1,50/1,Burnley v Arsenal
Viktor Gyokeres,18/1,7/1,50/1,Burnley v Arsenal
Gabriel Martinelli,20/1,7/1,50/1,Burnley v Arsenal
Ethan Nwaneri,20/1,15/2,50/1,Burnley v Arsenal
Eberechi Eze,22/1,17/2,66/1,Burnley v Arsenal
Cristhian Mosquera,22/1,17/2,66/1,Burnley v Arsenal
Kepa Arrizabalaga,25/1,9/1,66/1,Burnley v Arsenal
David Raya,25/1,9/1,66/1,Burnley v Arsenal
Will Hughes,9/1,21/10,28/1,Crystal Palace v Brentford
Daniel Munoz,10/1,12/5,33/1,Crystal Palace v Brentford
Yeremy Pino,11/1,13/5,33/1,Crystal Palace v Brentford
Jefferson Lerma,10/1,5/2,33/1,Crystal Palace v Brentford
Marc Guehi,12/1,3/1,33/1,Crystal Palace v Brentford
Daichi Kamada,12/1,17/5,40/1,Crystal Palace v Brentford
Maxence Lacroix,14/1,18/5,40/1,Crystal Palace v Brentford
Chris Richards,14/1,15/4,40/1,Crystal Palace v Brentford
Jaydee Canvot,14/1,15/4,40/1,Crystal Palace v Brentford
Borna Sosa,14/1,4/1,40/1,Crystal Palace v Brentford
Tyrick Mitchell,16/1,17/4,40/1,Crystal Palace v Brentford
Jean-Philippe Mateta,18/1,5/1,50/1,Crystal Palace v Brentford
Adam Wharton,16/1,17/4,40/1,Crystal Palace v Brentford
Ismaila Sarr,18/1,5/1,50/1,Crystal Palace v Brentford
Justin Devenny,18/1,5/1,50/1,Crystal Palace v Brentford
Nathaniel Clyne,18/1,5/1,50/1,Crystal Palace v Brentford
Romaine Esse,20/1,6/1,50/1,Crystal Palace v Brentford
Dean Henderson,22/1,13/2,50/1,Crystal Palace v Brentford
Walter Benitez,28/1,8/1,66/1,Crystal Palace v Brentford
Frank Onyeka,10/1,9/4,28/1,Crystal Palace v Brentford
Igor Thiago,10/1,12/5,33/1,Crystal Palace v Brentford
Kristoffer Ajer,11/1,5/2,33/1,Crystal Palace v Brentford
Jordan Henderson,11/1,5/2,33/1,Crystal Palace v Brentford
Keane Lewis-Potter,11/1,27/10,33/1,Crystal Palace v Brentford
Vitaly Janelt,11/1,14/5,33/1,Crystal Palace v Brentford
Yehor Yarmolyuk,12/1,29/10,33/1,Crystal Palace v Brentford
Nathan Collins,12/1,3/1,33/1,Crystal Palace v Brentford
Kevin Schade,12/1,17/5,40/1,Crystal Palace v Brentford
Mathias Jensen,12/1,17/5,40/1,Crystal Palace v Brentford
Michael Kayode,12/1,17/5,40/1,Crystal Palace v Brentford
Sepp van den Berg,14/1,15/4,40/1,Crystal Palace v Brentford
Rico Henry,14/1,15/4,40/1,Crystal Palace v Brentford
Dango Ouattara,14/1,4/1,40/1,Crystal Palace v Brentford
Ethan Pinnock,16/1,23/5,40/1,Crystal Palace v Brentford
Mikkel Damsgaard,18/1,11/2,50/1,Crystal Palace v Brentford
Caoimhin Kelleher,22/1,13/2,50/1,Crystal Palace v Brentford
Hakon Valdimarsson,25/1,7/1,50/1,Crystal Palace v Brentford
Sasa Lukic,8/1,9/5,25/1,Fulham v Wolves
Sander Berge,12/1,3/1,33/1,Fulham v Wolves
Issa Diop,11/1,29/10,33/1,Fulham v Wolves
Jorge Cuenca,12/1,7/2,40/1,Fulham v Wolves
Kenny Tete,12/1,7/2,40/1,Fulham v Wolves
Calvin Bassey,12/1,7/2,40/1,Fulham v Wolves
Raul Jimenez,14/1,17/4,40/1,Fulham v Wolves
Ryan Sessegnon,14/1,4/1,40/1,Fulham v Wolves
Tom Cairney,16/1,9/2,40/1,Fulham v Wolves
Timothy Castagne,14/1,17/4,40/1,Fulham v Wolves
Adama Traore,14/1,17/4,40/1,Fulham v Wolves
Joshua King,14/1,17/4,40/1,Fulham v Wolves
Emile Smith Rowe,22/1,13/2,50/1,Fulham v Wolves
Alex Iwobi,22/1,13/2,50/1,Fulham v Wolves
Bernd Leno,20/1,6/1,50/1,Fulham v Wolves
Joao Gomes,8/1,9/5,25/1,Fulham v Wolves
Ladislav Krejci,17/2,19/10,28/1,Fulham v Wolves
Ki-Jana Hoever,12/1,10/3,40/1,Fulham v Wolves
Andre,9/1,21/10,28/1,Fulham v Wolves
Toti Gomes,10/1,12/5,33/1,Fulham v Wolves
Marshall Munetsi,12/1,3/1,33/1,Fulham v Wolves
Emmanuel Agbadou,11/1,11/4,33/1,Fulham v Wolves
Jhon Arias,14/1,15/4,40/1,Fulham v Wolves
Rodrigo Gomes,14/1,15/4,40/1,Fulham v Wolves
David Moller Wolfe,12/1,10/3,40/1,Fulham v Wolves
Jackson Tchatchoua,12/1,7/2,40/1,Fulham v Wolves
Santiago Bueno,12/1,7/2,40/1,Fulham v Wolves
Jorgen Strand Larsen,14/1,15/4,40/1,Fulham v Wolves
Tolu Arokodare,14/1,17/4,40/1,Fulham v Wolves
Hwang Hee-chan,14/1,17/4,40/1,Fulham v Wolves
Jean-Ricner Bellegarde,14/1,15/4,40/1,Fulham v Wolves
Fernando Lopez,14/1,17/4,40/1,Fulham v Wolves
Hugo Bueno,14/1,17/4,40/1,Fulham v Wolves
Sam Johnstone,18/1,11/2,50/1,Fulham v Wolves
Morgan Gibbs-White,9/1,21/10,28/1,Nottingham Forest v Man Utd
Elliot Anderson,10/1,23/10,28/1,Nottingham Forest v Man Utd
Douglas Luiz,11/1,5/2,33/1,Nottingham Forest v Man Utd
Nicolas Dominguez,11/1,5/2,33/1,Nottingham Forest v Man Utd
Ryan Yates,11/1,27/10,33/1,Nottingham Forest v Man Utd
Neco Williams,12/1,29/10,33/1,Nottingham Forest v Man Utd
Ibrahim Sangare,12/1,29/10,33/1,Nottingham Forest v Man Utd
Omari Hutchinson,12/1,16/5,33/1,Nottingham Forest v Man Utd
Morato,12/1,16/5,33/1,Nottingham Forest v Man Utd
Murillo,14/1,7/2,40/1,Nottingham Forest v Man Utd
Arnaud Kalimuendo,14/1,4/1,40/1,Nottingham Forest v Man Utd
Igor Jesus,14/1,7/2,40/1,Nottingham Forest v Man Utd
Nikola Milenkovic,14/1,7/2,40/1,Nottingham Forest v Man Utd
Oleksandr Zinchenko,16/1,9/2,40/1,Nottingham Forest v Man Utd
Dan Ndoye,18/1,5/1,50/1,Nottingham Forest v Man Utd
Nicolo Savona,18/1,5/1,50/1,Nottingham Forest v Man Utd
Matz Sels,20/1,11/2,50/1,Nottingham Forest v Man Utd
Taiwo Awoniyi,25/1,7/1,50/1,Nottingham Forest v Man Utd
Callum Hudson-Odoi,25/1,7/1,50/1,Nottingham Forest v Man Utd
Chris Wood,25/1,7/1,50/1,Nottingham Forest v Man Utd
Bruno Fernandes,17/2,19/10,28/1,Nottingham Forest v Man Utd
Manuel Ugarte,17/2,19/10,28/1,Nottingham Forest v Man Utd
Casemiro,9/1,2/1,28/1,Nottingham Forest v Man Utd
Luke Shaw,10/1,11/5,28/1,Nottingham Forest v Man Utd
Harry Maguire,12/1,29/10,33/1,Nottingham Forest v Man Utd
Diogo Dalot,12/1,29/10,33/1,Nottingham Forest v Man Utd
Ayden Heaven,12/1,29/10,33/1,Nottingham Forest v Man Utd
Amad Diallo,12/1,16/5,33/1,Nottingham Forest v Man Utd
Patrick Dorgu,12/1,16/5,33/1,Nottingham Forest v Man Utd
Kobbie Mainoo,12/1,16/5,33/1,Nottingham Forest v Man Utd
Leny Yoro,12/1,16/5,33/1,Nottingham Forest v Man Utd
Joshua Zirkzee,14/1,18/5,40/1,Nottingham Forest v Man Utd
Matheus Cunha,12/1,16/5,33/1,Nottingham Forest v Man Utd
Matthijs de Ligt,14/1,18/5,40/1,Nottingham Forest v Man Utd
Tyrell Malacia,12/1,16/5,33/1,Nottingham Forest v Man Utd
Mason Mount,16/1,4/1,40/1,Nottingham Forest v Man Utd
Bryan Mbeumo,16/1,23/5,40/1,Nottingham Forest v Man Utd
Noussair Mazraoui,16/1,23/5,40/1,Nottingham Forest v Man Utd
Benjamin Sesko,18/1,5/1,50/1,Nottingham Forest v Man Utd
Senne Lammens,22/1,13/2,50/1,Nottingham Forest v Man Utd
Rodrigo Bentancur,8/1,29/20,22/1,Tottenham v Chelsea
Joao Palhinha,10/1,21/10,28/1,Tottenham v Chelsea
Cristian Romero,10/1,21/10,28/1,Tottenham v Chelsea
Xavi Simons,11/1,12/5,33/1,Tottenham v Chelsea
Richarlison,12/1,27/10,33/1,Tottenham v Chelsea
Lucas Bergvall,12/1,27/10,33/1,Tottenham v Chelsea
Destiny Udogie,12/1,27/10,33/1,Tottenham v Chelsea
Pape Sarr,12/1,29/10,33/1,Tottenham v Chelsea
Micky van de Ven,14/1,16/5,33/1,Tottenham v Chelsea
Kevin Danso,14/1,16/5,33/1,Tottenham v Chelsea
Mohammed Kudus,14/1,18/5,40/1,Tottenham v Chelsea
Mathys Tel,16/1,4/1,40/1,Tottenham v Chelsea
Brennan Johnson,16/1,4/1,40/1,Tottenham v Chelsea
Pedro Porro,16/1,4/1,40/1,Tottenham v Chelsea
Djed Spence,16/1,4/1,40/1,Tottenham v Chelsea
Archie Gray,16/1,4/1,40/1,Tottenham v Chelsea
Randal Kolo Muani,18/1,19/4,40/1,Tottenham v Chelsea
Dane Scarlett,20/1,11/2,50/1,Tottenham v Chelsea
Wilson Odobert,20/1,11/2,50/1,Tottenham v Chelsea
Moises Caicedo,9/1,17/10,25/1,Tottenham v Chelsea
Romeo Lavia,9/1,17/10,25/1,Tottenham v Chelsea
Facundo Buonanotte,9/1,15/8,28/1,Tottenham v Chelsea
Wesley Fofana,9/1,15/8,28/1,Tottenham v Chelsea
Enzo Fernandez,10/1,2/1,28/1,Tottenham v Chelsea
Andrey Santos,10/1,2/1,28/1,Tottenham v Chelsea
Marc Cucurella,11/1,11/5,28/1,Tottenham v Chelsea
Jorrel Hato,11/1,11/5,28/1,Tottenham v Chelsea
Joao Pedro,12/1,11/4,33/1,Tottenham v Chelsea
Estevao,12/1,11/4,33/1,Tottenham v Chelsea
Pedro Neto,12/1,11/4,33/1,Tottenham v Chelsea
Trevoh Chalobah,12/1,11/4,33/1,Tottenham v Chelsea
Tosin Adarabioyo,12/1,11/4,33/1,Tottenham v Chelsea
Josh Acheampong,12/1,11/4,33/1,Tottenham v Chelsea
Marc Guiu,14/1,3/1,33/1,Tottenham v Chelsea
Reece James,14/1,3/1,33/1,Tottenham v Chelsea
Malo Gusto,14/1,3/1,33/1,Tottenham v Chelsea
Alejandro Garnacho,14/1,7/2,40/1,Tottenham v Chelsea
Tyrique George,16/1,4/1,40/1,Tottenham v Chelsea
Jamie Gittens,16/1,4/1,40/1,Tottenham v Chelsea
Conor Bradley,10/1,12/5,33/1,Liverpool v Aston Villa
Alexis MacAllister,11/1,13/5,33/1,Liverpool v Aston Villa
Milos Kerkez,12/1,29/10,33/1,Liverpool v Aston Villa
Ryan Gravenberch,11/1,14/5,33/1,Liverpool v Aston Villa
Ibrahima Konate,12/1,3/1,33/1,Liverpool v Aston Villa
Dominik Szoboszlai,12/1,16/5,33/1,Liverpool v Aston Villa
Joe Gomez,12/1,17/5,40/1,Liverpool v Aston Villa
Virgil van Dijk,14/1,15/4,40/1,Liverpool v Aston Villa
Florian Wirtz,16/1,17/4,40/1,Liverpool v Aston Villa
Andrew Robertson,16/1,17/4,40/1,Liverpool v Aston Villa
Curtis Jones,16/1,19/4,40/1,Liverpool v Aston Villa
Hugo Ekitike,20/1,11/2,50/1,Liverpool v Aston Villa
Cody Gakpo,20/1,6/1,50/1,Liverpool v Aston Villa
Federico Chiesa,20/1,6/1,50/1,Liverpool v Aston Villa
Rio Ngumoha,20/1,6/1,50/1,Liverpool v Aston Villa
Giorgi Mamardashvili,25/1,7/1,50/1,Liverpool v Aston Villa
Mohamed Salah,33/1,9/1,66/1,Liverpool v Aston Villa
Ian Maatsen,9/1,21/10,28/1,Liverpool v Aston Villa
Matty Cash,10/1,23/10,28/1,Liverpool v Aston Villa
Boubacar Kamara,10/1,23/10,28/1,Liverpool v Aston Villa
Morgan Rogers,10/1,12/5,33/1,Liverpool v Aston Villa
Amadou Onana,11/1,5/2,33/1,Liverpool v Aston Villa
Tyrone Mings,11/1,5/2,33/1,Liverpool v Aston Villa
John McGinn,11/1,13/5,33/1,Liverpool v Aston Villa
Lucas Digne,12/1,14/5,33/1,Liverpool v Aston Villa
Emiliano Buendia,14/1,17/5,40/1,Liverpool v Aston Villa
Ezri Konsa,14/1,17/5,40/1,Liverpool v Aston Villa
Pau Torres,14/1,15/4,40/1,Liverpool v Aston Villa
Emiliano Martinez,14/1,15/4,40/1,Liverpool v Aston Villa
Donyell Malen,16/1,9/2,40/1,Liverpool v Aston Villa
Marco Bizot,16/1,9/2,40/1,Liverpool v Aston Villa
Evann Guessand,18/1,5/1,50/1,Liverpool v Aston Villa
Ollie Watkins,25/1,13/2,50/1,Liverpool v Aston Villa
Jadon Sancho,28/1,15/2,50/1,Liverpool v Aston Villa
Lucas Paqueta,8/1,19/10,28/1,West Ham v Newcastle
Soungoutou Magassa,9/1,23/10,28/1,West Ham v Newcastle
Andy Irving,9/1,12/5,33/1,West Ham v Newcastle
Tomas Soucek,10/1,5/2,33/1,West Ham v Newcastle
Konstantinos Mavropanos,10/1,13/5,33/1,West Ham v Newcastle
Mateus Fernandes,10/1,11/4,33/1,West Ham v Newcastle
El Hadji Malick Diouf,11/1,14/5,33/1,West Ham v Newcastle
Oliver Scarles,11/1,14/5,33/1,West Ham v Newcastle
Jean-Clair Todibo,12/1,10/3,40/1,West Ham v Newcastle
Max Kilman,12/1,7/2,40/1,West Ham v Newcastle
Crysencio Summerville,12/1,18/5,40/1,West Ham v Newcastle
Aaron Wan-Bissaka,14/1,15/4,40/1,West Ham v Newcastle
Kyle Walker-Peters,14/1,15/4,40/1,West Ham v Newcastle
Callum Wilson,14/1,4/1,40/1,West Ham v Newcastle
Niclas Fullkrug,20/1,13/2,50/1,West Ham v Newcastle
Alphonse Areola,22/1,7/1,50/1,West Ham v Newcastle
Jarrod Bowen,22/1,7/1,50/1,West Ham v Newcastle
Joelinton,10/1,14/5,33/1,West Ham v Newcastle
Bruno Guimaraes,11/1,3/1,33/1,West Ham v Newcastle
Fabian Schar,12/1,17/5,40/1,West Ham v Newcastle
Dan Burn,12/1,17/5,40/1,West Ham v Newcastle
Sandro Tonali,12/1,18/5,40/1,West Ham v Newcastle
Anthony Gordon,12/1,15/4,40/1,West Ham v Newcastle
Malick Thiaw,14/1,23/5,40/1,West Ham v Newcastle
Nick Woltemade,16/1,5/1,50/1,West Ham v Newcastle
Sven Botman,18/1,11/2,50/1,West Ham v Newcastle
Kieran Trippier,18/1,11/2,50/1,West Ham v Newcastle
Lewis Miley,18/1,6/1,50/1,West Ham v Newcastle
Nick Pope,20/1,13/2,50/1,West Ham v Newcastle
Jacob Murphy,22/1,7/1,50/1,West Ham v Newcastle
Harvey Barnes,28/1,17/2,66/1,West Ham v Newcastle
Anthony Elanga,28/1,9/1,66/1,West Ham v Newcastle
Bernardo Silva,11/1,3/1,33/1,Man City v Bournemouth
Rodri,11/1,16/5,33/1,Man City v Bournemouth
Nicolas Gonzalez,11/1,16/5,33/1,Man City v Bournemouth
Mateo Kovacic,12/1,18/5,40/1,Man City v Bournemouth
Matheus Nunes,12/1,15/4,40/1,Man City v Bournemouth
John Stones,16/1,11/2,50/1,Man City v Bournemouth
Ruben Dias,16/1,11/2,50/1,Man City v Bournemouth
Savinho,18/1,6/1,50/1,Man City v Bournemouth
Josko Gvardiol,18/1,11/2,50/1,Man City v Bournemouth
Nico O'Reilly,18/1,13/2,50/1,Man City v Bournemouth
Omar Marmoush,22/1,7/1,50/1,Man City v Bournemouth
Rayan Cherki,22/1,7/1,50/1,Man City v Bournemouth
Phil Foden,22/1,15/2,50/1,Man City v Bournemouth
Oscar Bobb,22/1,15/2,50/1,Man City v Bournemouth
Tijani Reijnders,16/1,11/2,50/1,Man City v Bournemouth
Nathan Ake,22/1,15/2,50/1,Man City v Bournemouth
Rico Lewis,22/1,15/2,50/1,Man City v Bournemouth
Gianluigi Donnarumma,22/1,15/2,50/1,Man City v Bournemouth
Erling Haaland,28/1,9/1,66/1,Man City v Bournemouth
Jeremy Doku,28/1,9/1,66/1,Man City v Bournemouth
Marcos Senesi,8/1,2/1,28/1,Man City v Bournemouth
Tyler Adams,17/2,21/10,28/1,Man City v Bournemouth
Ryan Christie,9/1,12/5,33/1,Man City v Bournemouth
Alex Scott,9/1,5/2,33/1,Man City v Bournemouth
Veljko Milosavljevic,9/1,5/2,33/1,Man City v Bournemouth
Lewis Cook,9/1,5/2,33/1,Man City v Bournemouth
Amine Adli,11/1,3/1,33/1,Man City v Bournemouth
Bafode Diakite,11/1,3/1,33/1,Man City v Bournemouth
Alex Jimenez,9/1,5/2,33/1,Man City v Bournemouth
David Brooks,12/1,7/2,40/1,Man City v Bournemouth
Ben Doak,12/1,7/2,40/1,Man City v Bournemouth
Justin Kluivert,12/1,15/4,40/1,Man City v Bournemouth
Antoine Semenyo,12/1,10/3,40/1,Man City v Bournemouth
Eli Junior Kroupi,16/1,5/1,50/1,Man City v Bournemouth
Evanilson,14/1,17/4,40/1,Man City v Bournemouth
Marcus Tavernier,16/1,24/5,40/1,Man City v Bournemouth
Adrien Truffert,16/1,24/5,40/1,Man City v Bournemouth
Djordje Petrovic,20/1,13/2,50/1,Man City v Bournemouth
Daniel Ballard,11/1,3/1,33/1,Sunderland v Everton
Granit Xhaka,11/1,3/1,33/1,Sunderland v Everton
Nordi Mukiele,11/1,3/1,33/1,Sunderland v Everton
Reinildo Mandava,11/1,3/1,33/1,Sunderland v Everton
Luke O'Nien,11/1,3/1,33/1,Sunderland v Everton
Arthur Masuaku,11/1,3/1,33/1,Sunderland v Everton
Wilson Isidor,12/1,10/3,40/1,Sunderland v Everton
Noah Sadiki,12/1,10/3,40/1,Sunderland v Everton
Trai Hume,11/1,3/1,33/1,Sunderland v Everton
Omar Alderete,12/1,10/3,40/1,Sunderland v Everton
Brian Brobbey,11/1,3/1,33/1,Sunderland v Everton
Bertrand Traore,12/1,15/4,40/1,Sunderland v Everton
Lutsharel Geertruida,16/1,24/5,50/1,Sunderland v Everton
Chemsdine Talbi,16/1,11/2,50/1,Sunderland v Everton
Enzo Le Fee,16/1,11/2,50/1,Sunderland v Everton
Chris Rigg,16/1,24/5,50/1,Sunderland v Everton
Dan Neil,16/1,11/2,50/1,Sunderland v Everton
Eliezer Mayenda,20/1,6/1,50/1,Sunderland v Everton
Simon Adingra,20/1,6/1,50/1,Sunderland v Everton
Robin Roefs,33/1,17/2,66/1,Sunderland v Everton
Tim Iroegbunam,17/2,9/4,28/1,Sunderland v Everton
Jack Grealish,10/1,14/5,33/1,Sunderland v Everton
Idrissa Gueye,10/1,14/5,33/1,Sunderland v Everton
James Garner,10/1,14/5,33/1,Sunderland v Everton
James Tarkowski,11/1,3/1,33/1,Sunderland v Everton
Kiernan Dewsbury-Hall,12/1,10/3,40/1,Sunderland v Everton
Jake O'Brien,12/1,10/3,40/1,Sunderland v Everton
Carlos Alcaraz,11/1,3/1,33/1,Sunderland v Everton
Merlin Rohl,12/1,10/3,40/1,Sunderland v Everton
Tyler Dibling,12/1,18/5,40/1,Sunderland v Everton
Michael Keane,14/1,4/1,40/1,Sunderland v Everton
Vitaliy Mykolenko,14/1,4/1,40/1,Sunderland v Everton
Thierno Barry,14/1,9/2,40/1,Sunderland v Everton
Iliman Ndiaye,14/1,9/2,40/1,Sunderland v Everton
Seamus Coleman,16/1,5/1,50/1,Sunderland v Everton
Jordan Pickford,16/1,5/1,50/1,Sunderland v Everton
Beto,18/1,11/2,50/1,Sunderland v Everton
Dwight McNeil,18/1,11/2,50/1,Sunderland v Everton
Adam Aznou,12/1,10/3,40/1,Sunderland v Everton
