player names,first card,anytime card,red_card,contest
Jack Harrison,16/1,17/4,40/1,Leeds v Everton
Sean Longstaff,16/1,17/4,40/1,Leeds v Everton
Joel Piroe,16/1,24/5,50/1,Leeds v Everton
Brenden Aaronson,16/1,24/5,50/1,Leeds v Everton
Gabriel Gudmundsson,16/1,24/5,50/1,Leeds v Everton
Lucas Perri,28/1,8/1,66/1,Leeds v Everton
Tim Iroegbunam,9/1,21/10,28/1,Leeds v Everton
Idrissa Gueye,9/1,23/10,33/1,Leeds v Everton
Jake O'Brien,11/1,27/10,33/1,Leeds v Everton
Carlos Alcaraz,10/1,12/5,33/1,Leeds v Everton
Jack Grealish,12/1,29/10,33/1,Leeds v Everton
James Tarkowski,12/1,29/10,33/1,Leeds v Everton
Adam Aznou,11/1,27/10,33/1,Leeds v Everton
James Garner,12/1,16/5,40/1,Leeds v Everton
Kiernan Dewsbury-Hall,12/1,16/5,40/1,Leeds v Everton
Michael Keane,14/1,18/5,40/1,Leeds v Everton
Jarrad Branthwaite,14/1,18/5,40/1,Leeds v Everton
Vitaliy Mykolenko,14/1,18/5,40/1,Leeds v Everton
Thierno Barry,12/1,16/5,40/1,Leeds v Everton
Iliman Ndiaye,16/1,23/5,50/1,Leeds v Everton
Seamus Coleman  ,14/1,4/1,40/1,Leeds v Everton
Jordan Pickford,16/1,23/5,50/1,Leeds v Everton
Dwight McNeil,18/1,5/1,50/1,Leeds v Everton
Beto,22/1,6/1,50/1,Leeds v Everton
