player names,first card,anytime card,red_card,contest
Nathan Ake,18/1,13/2,50/1,Man City v Everton
Rico Lewis,18/1,13/2,50/1,Man City v Everton
Phil Foden,25/1,8/1,66/1,Man City v Everton
Rayan Cherki,25/1,8/1,66/1,Man City v Everton
Gianluigi Donnarumma,25/1,8/1,66/1,Man City v Everton
Erling Haaland,28/1,9/1,66/1,Man City v Everton
Jeremy Doku,28/1,9/1,66/1,Man City v Everton
Oscar Bobb,33/1,11/1,66/1,Man City v Everton
Tim Iroegbunam,15/2,19/10,28/1,Man City v Everton
Idrissa Gueye,9/1,12/5,33/1,Man City v Everton
James Garner,10/1,27/10,33/1,Man City v Everton
Carlos Alcaraz,11/1,29/10,33/1,Man City v Everton
Tyler Dibling,12/1,16/5,33/1,Man City v Everton
James Tarkowski,12/1,16/5,33/1,Man City v Everton
Nathan Patterson,12/1,16/5,33/1,Man City v Everton
Jake O'Brien,12/1,18/5,40/1,Man City v Everton
Michael Keane,12/1,18/5,40/1,Man City v Everton
Vitaliy Mykolenko,12/1,18/5,40/1,Man City v Everton
Iliman Ndiaye,14/1,4/1,40/1,Man City v Everton
Kiernan Dewsbury-Hall,14/1,4/1,40/1,Man City v Everton
Thierno Barry,16/1,19/4,40/1,Man City v Everton
Jordan Pickford,16/1,19/4,40/1,Man City v Everton
Dwight McNeil,16/1,11/2,50/1,Man City v Everton
Seamus Coleman,16/1,11/2,50/1,Man City v Everton
Beto,20/1,13/2,50/1,Man City v Everton
Granit Xhaka,10/1,21/10,28/1,Sunderland v Wolves
Reinildo Mandava,11/1,5/2,33/1,Sunderland v Wolves
Dan Ballard,12/1,11/4,33/1,Sunderland v Wolves
Nordi Mukiele,12/1,11/4,33/1,Sunderland v Wolves
Omar Alderete,12/1,11/4,33/1,Sunderland v Wolves
Wilson Isidor,12/1,3/1,33/1,Sunderland v Wolves
Brian Brobbey,12/1,3/1,33/1,Sunderland v Wolves
Trai Hume,12/1,3/1,33/1,Sunderland v Wolves
Noah Sadiki,12/1,3/1,33/1,Sunderland v Wolves
Arthur Masuaku,12/1,3/1,33/1,Sunderland v Wolves
Enzo Le Fee,16/1,17/4,40/1,Sunderland v Wolves
Eliezer Mayenda,20/1,11/2,50/1,Sunderland v Wolves
Bertrand Traore,20/1,11/2,50/1,Sunderland v Wolves
Simon Adingra,22/1,13/2,50/1,Sunderland v Wolves
Chemsdine Talbi,22/1,13/2,50/1,Sunderland v Wolves
Joao Gomes,9/1,19/10,28/1,Sunderland v Wolves
Ladislav Krejci,9/1,21/10,28/1,Sunderland v Wolves
Andre,11/1,5/2,33/1,Sunderland v Wolves
Emmanuel Agbadou,11/1,27/10,33/1,Sunderland v Wolves
Marshall Munetsi,12/1,3/1,33/1,Sunderland v Wolves
David Moller Wolfe,14/1,18/5,40/1,Sunderland v Wolves
Jorgen Strand Larsen,16/1,4/1,40/1,Sunderland v Wolves
Tolu Arokodare,16/1,4/1,40/1,Sunderland v Wolves
Jhon Arias,16/1,4/1,40/1,Sunderland v Wolves
Jean-Ricner Bellegarde,16/1,4/1,40/1,Sunderland v Wolves
Jackson Tchatchoua,16/1,4/1,40/1,Sunderland v Wolves
Santiago Bueno,16/1,4/1,40/1,Sunderland v Wolves
Hee-chan Hwang,18/1,19/4,40/1,Sunderland v Wolves
Hugo Bueno,20/1,11/2,50/1,Sunderland v Wolves
Joachim Andersen,9/1,13/5,33/1,Fulham v Arsenal
Kevin,12/1,18/5,40/1,Fulham v Arsenal
Sander Berge,12/1,18/5,40/1,Fulham v Arsenal
Calvin Bassey,12/1,18/5,40/1,Fulham v Arsenal
Issa Diop,12/1,18/5,40/1,Fulham v Arsenal
Jorge Cuenca,12/1,15/4,40/1,Fulham v Arsenal
Antonee Robinson,12/1,15/4,40/1,Fulham v Arsenal
Harry Wilson,14/1,23/5,40/1,Fulham v Arsenal
Kenny Tete,12/1,15/4,40/1,Fulham v Arsenal
Tom Cairney,14/1,23/5,40/1,Fulham v Arsenal
Timothy Castagne,14/1,23/5,40/1,Fulham v Arsenal
Raul Jimenez,14/1,24/5,40/1,Fulham v Arsenal
Ryan Sessegnon,16/1,5/1,50/1,Fulham v Arsenal
Joshua King,16/1,11/2,50/1,Fulham v Arsenal
Samuel Chukwueze,16/1,11/2,50/1,Fulham v Arsenal
Adama Traore,16/1,11/2,50/1,Fulham v Arsenal
Bernd Leno,18/1,6/1,50/1,Fulham v Arsenal
Alex Iwobi,22/1,15/2,50/1,Fulham v Arsenal
Emile Smith Rowe,25/1,8/1,66/1,Fulham v Arsenal
Christian Norgaard,9/1,27/10,33/1,Fulham v Arsenal
Piero Hincapie,10/1,3/1,33/1,Fulham v Arsenal
Myles Lewis-Skelly,10/1,3/1,33/1,Fulham v Arsenal
Riccardo Calafiori,11/1,10/3,33/1,Fulham v Arsenal
Mikel Merino,12/1,7/2,40/1,Fulham v Arsenal
Declan Rice,12/1,7/2,40/1,Fulham v Arsenal
Martin Zubimendi,12/1,7/2,40/1,Fulham v Arsenal
Ben White,12/1,7/2,40/1,Fulham v Arsenal
Jurrien Timber,12/1,15/4,40/1,Fulham v Arsenal
Gabriel Magalhaes,14/1,17/4,40/1,Fulham v Arsenal
Cristhian Mosquera,14/1,24/5,40/1,Fulham v Arsenal
Bukayo Saka,16/1,5/1,50/1,Fulham v Arsenal
William Saliba,16/1,5/1,50/1,Fulham v Arsenal
Viktor Gyokeres,16/1,11/2,50/1,Fulham v Arsenal
Leandro Trossard,18/1,6/1,50/1,Fulham v Arsenal
Max Dowman,18/1,6/1,50/1,Fulham v Arsenal
Gabriel Martinelli,20/1,13/2,50/1,Fulham v Arsenal
Eberechi Eze,20/1,13/2,50/1,Fulham v Arsenal
David Raya,20/1,7/1,50/1,Fulham v Arsenal
Ethan Nwaneri,22/1,15/2,50/1,Fulham v Arsenal
Richarlison,23/5,7/5,23/5,Tottenham v Aston Villa
Mathys Tel,5/1,17/10,5/1,Tottenham v Aston Villa
Brennan Johnson,7/1,23/10,7/1,Tottenham v Aston Villa
Mohammed Kudus,8/1,11/4,8/1,Tottenham v Aston Villa
Xavi Simons,8/1,11/4,8/1,Tottenham v Aston Villa
Wilson Odobert,10/1,17/5,10/1,Tottenham v Aston Villa
Pape Matar Sarr,14/1,5/1,14/1,Tottenham v Aston Villa
Lucas Bergvall,14/1,11/2,14/1,Tottenham v Aston Villa
Joao Palhinha,20/1,8/1,20/1,Tottenham v Aston Villa
Cristian Romero,22/1,17/2,22/1,Tottenham v Aston Villa
Micky van de Ven,22/1,17/2,22/1,Tottenham v Aston Villa
Pedro Porro,22/1,9/1,22/1,Tottenham v Aston Villa
Rodrigo Bentancur,22/1,9/1,22/1,Tottenham v Aston Villa
Kevin Danso,28/1,11/1,28/1,Tottenham v Aston Villa
Djed Spence,28/1,12/1,28/1,Tottenham v Aston Villa
Archie Gray,33/1,16/1,33/1,Tottenham v Aston Villa
Destiny Udogie,33/1,16/1,33/1,Tottenham v Aston Villa
Ollie Watkins,13/2,21/10,13/2,Tottenham v Aston Villa
Donyell Malen,17/2,11/4,17/2,Tottenham v Aston Villa
Evann Guessand,9/1,16/5,9/1,Tottenham v Aston Villa
Morgan Rogers,11/1,15/4,11/1,Tottenham v Aston Villa
Harvey Elliott,11/1,4/1,11/1,Tottenham v Aston Villa
John McGinn,14/1,5/1,14/1,Tottenham v Aston Villa
Amadou Onana,22/1,17/2,22/1,Tottenham v Aston Villa
Matty Cash,28/1,12/1,28/1,Tottenham v Aston Villa
Ezri Konsa,33/1,14/1,33/1,Tottenham v Aston Villa
Ian Maatsen,33/1,14/1,33/1,Tottenham v Aston Villa
Pau Torres,33/1,14/1,33/1,Tottenham v Aston Villa
Lucas Digne,40/1,20/1,40/1,Tottenham v Aston Villa
Boubacar Kamara,40/1,20/1,40/1,Tottenham v Aston Villa
Victor Lindelof,40/1,20/1,40/1,Tottenham v Aston Villa
Lamare Bogarde,40/1,20/1,40/1,Tottenham v Aston Villa
Soungoutou Magassa,17/2,2/1,28/1,West Ham v Brentford
Lucas Paqueta,9/1,9/4,28/1,West Ham v Brentford
Guido Rodriguez,9/1,9/4,28/1,West Ham v Brentford
Igor,9/1,9/4,28/1,West Ham v Brentford
Mateus Fernandes,10/1,27/10,33/1,West Ham v Brentford
Freddie Potts,10/1,27/10,33/1,West Ham v Brentford
Tomas Soucek,11/1,14/5,33/1,West Ham v Brentford
Konstantinos Mavropanos,11/1,3/1,33/1,West Ham v Brentford
El Hadji Malick Diouf,12/1,17/5,40/1,West Ham v Brentford
Callum Wilson,12/1,7/2,40/1,West Ham v Brentford
Crysencio Summerville,12/1,7/2,40/1,West Ham v Brentford
James Ward-Prowse,12/1,7/2,40/1,West Ham v Brentford
Max Kilman,12/1,7/2,40/1,West Ham v Brentford
Jean-Clair Todibo,12/1,7/2,40/1,West Ham v Brentford
Kyle Walker-Peters,14/1,4/1,40/1,West Ham v Brentford
Aaron Wan-Bissaka,16/1,5/1,50/1,West Ham v Brentford
Callum Marshall,22/1,6/1,50/1,West Ham v Brentford
Luis Guilherme,25/1,13/2,50/1,West Ham v Brentford
Jarrod Bowen,33/1,17/2,66/1,West Ham v Brentford
Alphonse Areola,33/1,17/2,66/1,West Ham v Brentford
Aaron Hickey,9/1,11/5,28/1,West Ham v Brentford
Frank Onyeka,10/1,13/5,33/1,West Ham v Brentford
Yehor Yarmolyuk,11/1,29/10,33/1,West Ham v Brentford
Jordan Henderson,11/1,29/10,33/1,West Ham v Brentford
Igor Thiago,12/1,16/5,40/1,West Ham v Brentford
Nathan Collins,12/1,16/5,40/1,West Ham v Brentford
Michael Kayode,12/1,7/2,40/1,West Ham v Brentford
Rico Henry,12/1,7/2,40/1,West Ham v Brentford
Keane Lewis-Potter,14/1,15/4,40/1,West Ham v Brentford
Vitaly Janelt,14/1,15/4,40/1,West Ham v Brentford
Kristoffer Ajer,14/1,15/4,40/1,West Ham v Brentford
Sepp van den Berg,14/1,15/4,40/1,West Ham v Brentford
Mathias Jensen,14/1,17/4,40/1,West Ham v Brentford
Kevin Schade,16/1,9/2,40/1,West Ham v Brentford
Dango Ouattara,16/1,9/2,40/1,West Ham v Brentford
Fabio Carvalho,16/1,9/2,40/1,West Ham v Brentford
Mikkel Damsgaard,16/1,9/2,40/1,West Ham v Brentford
Ethan Pinnock,16/1,5/1,50/1,West Ham v Brentford
Reiss Nelson,18/1,5/1,50/1,West Ham v Brentford
Caoimhin Kelleher,25/1,7/1,50/1,West Ham v Brentford
Hannibal Mejbri,8/1,9/5,25/1,Burnley v Leeds
Lesley Ugochukwu,8/1,9/5,25/1,Burnley v Leeds
Florentino Luis,9/1,21/10,28/1,Burnley v Leeds
Josh Cullen,10/1,23/10,28/1,Burnley v Leeds
Josh Laurent,12/1,3/1,33/1,Burnley v Leeds
Joe Worrall,12/1,3/1,33/1,Burnley v Leeds
Axel Tuanzebe,12/1,3/1,33/1,Burnley v Leeds
Kyle Walker,12/1,3/1,33/1,Burnley v Leeds
Quilindschy Hartman,14/1,18/5,40/1,Burnley v Leeds
Loum Tchaouna,14/1,15/4,40/1,Burnley v Leeds
Hjalmar Ekdal,14/1,15/4,40/1,Burnley v Leeds
Bashir Humphreys,14/1,15/4,40/1,Burnley v Leeds
Lyle Foster,16/1,23/5,40/1,Burnley v Leeds
Zian Flemming,16/1,23/5,40/1,Burnley v Leeds
Marcus Edwards,16/1,23/5,40/1,Burnley v Leeds
Maxime Esteve,16/1,23/5,40/1,Burnley v Leeds
Jaidon Anthony,18/1,5/1,50/1,Burnley v Leeds
Armando Broja,18/1,5/1,50/1,Burnley v Leeds
Jacob Bruun Larsen,33/1,9/1,66/1,Burnley v Leeds
Martin Dubravka,33/1,9/1,66/1,Burnley v Leeds
Jayden Bogle,9/1,11/5,28/1,Burnley v Leeds
Jaka Bijol,9/1,11/5,28/1,Burnley v Leeds
Ethan Ampadu,9/1,11/5,28/1,Burnley v Leeds
Sebastiaan Bornauw,10/1,12/5,33/1,Burnley v Leeds
Anton Stach,11/1,27/10,33/1,Burnley v Leeds
Ilia Gruev,11/1,14/5,33/1,Burnley v Leeds
Ao Tanaka,12/1,16/5,33/1,Burnley v Leeds
Sean Longstaff,14/1,15/4,40/1,Burnley v Leeds
Gabriel Gudmundsson,14/1,15/4,40/1,Burnley v Leeds
Pascal Struijk,14/1,17/4,40/1,Burnley v Leeds
James Justin,14/1,17/4,40/1,Burnley v Leeds
Joe Rodon,14/1,17/4,40/1,Burnley v Leeds
Lukas Nmecha,16/1,23/5,40/1,Burnley v Leeds
Noah Okafor,16/1,23/5,40/1,Burnley v Leeds
Daniel James,16/1,23/5,40/1,Burnley v Leeds
Dominic Calvert-Lewin,18/1,11/2,50/1,Burnley v Leeds
Karl Darlow,18/1,11/2,50/1,Burnley v Leeds
Joel Piroe,22/1,13/2,50/1,Burnley v Leeds
Brenden Aaronson,22/1,13/2,50/1,Burnley v Leeds
Jack Harrison,22/1,13/2,50/1,Burnley v Leeds
Mohamed Salah,9/2,21/20,9/2,Liverpool v Man Utd
Alexander Isak,9/2,21/20,9/2,Liverpool v Man Utd
Hugo Ekitike,24/5,23/20,24/5,Liverpool v Man Utd
Cody Gakpo,13/2,17/10,13/2,Liverpool v Man Utd
Federico Chiesa,7/1,19/10,7/1,Liverpool v Man Utd
Florian Wirtz,8/1,9/4,8/1,Liverpool v Man Utd
Dominik Szoboszlai,12/1,7/2,12/1,Liverpool v Man Utd
Curtis Jones,12/1,4/1,12/1,Liverpool v Man Utd
Jeremie Frimpong,16/1,5/1,16/1,Liverpool v Man Utd
Alexis MacAllister,16/1,5/1,16/1,Liverpool v Man Utd
Virgil van Dijk,22/1,7/1,22/1,Liverpool v Man Utd
Ryan Gravenberch,22/1,8/1,22/1,Liverpool v Man Utd
Conor Bradley,22/1,8/1,22/1,Liverpool v Man Utd
Wataru Endo,25/1,9/1,25/1,Liverpool v Man Utd
Ibrahima Konate,28/1,10/1,28/1,Liverpool v Man Utd
Milos Kerkez,28/1,10/1,28/1,Liverpool v Man Utd
Andrew Robertson,28/1,10/1,28/1,Liverpool v Man Utd
Joe Gomez,33/1,12/1,33/1,Liverpool v Man Utd
Benjamin Sesko,9/1,12/5,9/1,Liverpool v Man Utd
Matheus Cunha,9/1,27/10,9/1,Liverpool v Man Utd
Bryan Mbeumo,10/1,29/10,10/1,Liverpool v Man Utd
Bruno Fernandes,11/1,16/5,11/1,Liverpool v Man Utd
Joshua Zirkzee,10/1,29/10,10/1,Liverpool v Man Utd
Amad Diallo,14/1,17/4,14/1,Liverpool v Man Utd
Mason Mount,14/1,17/4,14/1,Liverpool v Man Utd
Casemiro,22/1,15/2,22/1,Liverpool v Man Utd
Harry Maguire,25/1,17/2,25/1,Liverpool v Man Utd
Kobbie Mainoo,22/1,15/2,22/1,Liverpool v Man Utd
Patrick Dorgu,28/1,10/1,28/1,Liverpool v Man Utd
Matthijs de Ligt,28/1,10/1,28/1,Liverpool v Man Utd
Diogo Dalot,33/1,11/1,33/1,Liverpool v Man Utd
Leny Yoro,33/1,12/1,33/1,Liverpool v Man Utd
Ayden Heaven,33/1,12/1,33/1,Liverpool v Man Utd
Manuel Ugarte,33/1,12/1,33/1,Liverpool v Man Utd
Noussair Mazraoui,40/1,14/1,40/1,Liverpool v Man Utd
Luke Shaw,66/1,33/1,66/1,Liverpool v Man Utd
