player names,first card,anytime card,red_card,contest
Lesley Ugochukwu,7/1,13/8,22/1,Bournemouth v Burnley
Josh Cullen,9/1,21/10,28/1,Bournemouth v Burnley
Florentino Luis,9/1,23/10,28/1,Bournemouth v Burnley
Josh Laurent,10/1,5/2,33/1,Bournemouth v Burnley
Joe Worrall,10/1,5/2,33/1,Bournemouth v Burnley
Jaidon Anthony,11/1,3/1,33/1,Bournemouth v Burnley
Oliver Sonne,11/1,3/1,33/1,Bournemouth v Burnley
Quilindschy Hartman,11/1,3/1,33/1,Bournemouth v Burnley
Zian Flemming,14/1,18/5,40/1,Bournemouth v Burnley
Marcus Edwards,14/1,18/5,40/1,Bournemouth v Burnley
Hjalmar Ekdal,14/1,18/5,40/1,Bournemouth v Burnley
Maxime Esteve,14/1,18/5,40/1,Bournemouth v Burnley
Armando Broja,18/1,11/2,50/1,Bournemouth v Burnley
Jacob Bruun Larsen,18/1,11/2,50/1,Bournemouth v Burnley
Martin Dubravka,28/1,8/1,66/1,Bournemouth v Burnley
Joel Veltman,12/1,16/5,33/1,Brighton v Sunderland
Jan Paul van Hecke,12/1,7/2,40/1,Brighton v Sunderland
Mats Wieffer,14/1,15/4,40/1,Brighton v Sunderland
Brajan Gruda,14/1,17/4,40/1,Brighton v Sunderland
Yankuba Minteh,16/1,23/5,40/1,Brighton v Sunderland
Maxime De Cuyper,16/1,23/5,40/1,Brighton v Sunderland
Olivier Boscagli,16/1,23/5,40/1,Brighton v Sunderland
Danny Welbeck,18/1,5/1,50/1,Brighton v Sunderland
Georginio Rutter,18/1,5/1,50/1,Brighton v Sunderland
Kaoru Mitoma,18/1,5/1,50/1,Brighton v Sunderland
Jack Hinshelwood,18/1,5/1,50/1,Brighton v Sunderland
Ferdi Kadioglu,18/1,11/2,50/1,Brighton v Sunderland
Yasin Ayari,18/1,11/2,50/1,Brighton v Sunderland
Charalampos Kostoulas,22/1,13/2,50/1,Brighton v Sunderland
Bart Verbruggen,22/1,13/2,50/1,Brighton v Sunderland
Daniel Ballard,9/1,21/10,28/1,Brighton v Sunderland
Nordi Mukiele,10/1,5/2,33/1,Brighton v Sunderland
Granit Xhaka,11/1,27/10,33/1,Brighton v Sunderland
Trai Hume,11/1,3/1,33/1,Brighton v Sunderland
Brian Brobbey,12/1,10/3,40/1,Brighton v Sunderland
Omar Alderete,12/1,10/3,40/1,Brighton v Sunderland
Wilson Isidor,14/1,18/5,40/1,Brighton v Sunderland
Eliezer Mayenda,16/1,24/5,40/1,Brighton v Sunderland
Romaine Mundle,16/1,24/5,40/1,Brighton v Sunderland
Enzo Le Fee,18/1,11/2,50/1,Brighton v Sunderland
Chris Rigg,18/1,11/2,50/1,Brighton v Sunderland
Lutsharel Geertruida,18/1,11/2,50/1,Brighton v Sunderland
Dan Neil,18/1,11/2,50/1,Brighton v Sunderland
Simon Adingra,28/1,8/1,66/1,Brighton v Sunderland
Robin Roefs,28/1,8/1,66/1,Brighton v Sunderland
Nico Gonzalez,11/1,15/4,40/1,Man City v West Ham
Bernardo Silva,11/1,15/4,40/1,Man City v West Ham
Abdukodir Khusanov,14/1,23/5,40/1,Man City v West Ham
Savinho,14/1,5/1,50/1,Man City v West Ham
Matheus Nunes,14/1,5/1,50/1,Man City v West Ham
Ruben Dias,14/1,5/1,50/1,Man City v West Ham
Tijjani Reijnders,18/1,6/1,50/1,Man City v West Ham
Nico O'Reilly,18/1,6/1,50/1,Man City v West Ham
Josko Gvardiol,18/1,6/1,50/1,Man City v West Ham
John Stones,18/1,6/1,50/1,Man City v West Ham
Nathan Ake,18/1,6/1,50/1,Man City v West Ham
Rico Lewis,18/1,6/1,50/1,Man City v West Ham
Phil Foden,20/1,15/2,50/1,Man City v West Ham
Rayan Cherki,20/1,15/2,50/1,Man City v West Ham
Gianluigi Donnarumma,20/1,15/2,50/1,Man City v West Ham
Oscar Bobb,28/1,10/1,66/1,Man City v West Ham
Erling Haaland,28/1,10/1,66/1,Man City v West Ham
Lucas Paqueta,13/2,19/10,25/1,Man City v West Ham
Soungoutou Magassa,15/2,21/10,28/1,Man City v West Ham
Konstantinos Mavropanos,9/1,29/10,33/1,Man City v West Ham
Crysencio Summerville,11/1,17/5,40/1,Man City v West Ham
Tomas Soucek,11/1,17/5,40/1,Man City v West Ham
Oliver Scarles,11/1,17/5,40/1,Man City v West Ham
Freddie Potts,11/1,17/5,40/1,Man City v West Ham
Jean-Clair Todibo,11/1,17/5,40/1,Man City v West Ham
Igor Julio,11/1,17/5,40/1,Man City v West Ham
Mateus Fernandes,12/1,17/4,40/1,Man City v West Ham
Max Kilman,12/1,17/4,40/1,Man City v West Ham
Kyle Walker-Peters,12/1,17/4,40/1,Man City v West Ham
Guido Rodriguez,9/1,29/10,33/1,Man City v West Ham
Callum Wilson,16/1,5/1,50/1,Man City v West Ham
Jarrod Bowen,20/1,7/1,50/1,Man City v West Ham
Niclas Fullkrug,20/1,7/1,50/1,Man City v West Ham
Alphonse Areola,20/1,7/1,50/1,Man City v West Ham
Joao Gomes,15/2,17/10,25/1,Wolves v Brentford
Ladislav Krejci,9/1,9/4,28/1,Wolves v Brentford
Toti Gomes,11/1,29/10,33/1,Wolves v Brentford
Andre,11/1,29/10,33/1,Wolves v Brentford
Matt Doherty,12/1,16/5,33/1,Wolves v Brentford
Ki-Jana Hoever,12/1,16/5,33/1,Wolves v Brentford
Jorgen Strand Larsen,14/1,15/4,40/1,Wolves v Brentford
David Moller Wolfe,14/1,15/4,40/1,Wolves v Brentford
Santiago Bueno,14/1,15/4,40/1,Wolves v Brentford
Hwang Hee-chan,16/1,17/4,40/1,Wolves v Brentford
Sam Johnstone,18/1,11/2,50/1,Wolves v Brentford
Jordan Henderson,11/1,3/1,33/1,Wolves v Brentford
Aaron Hickey,12/1,3/1,33/1,Wolves v Brentford
Igor Thiago,12/1,16/5,33/1,Wolves v Brentford
Vitaly Janelt,12/1,16/5,33/1,Wolves v Brentford
Kevin Schade,12/1,7/2,40/1,Wolves v Brentford
Mathias Jensen,12/1,7/2,40/1,Wolves v Brentford
Nathan Collins,12/1,7/2,40/1,Wolves v Brentford
Michael Kayode,14/1,18/5,40/1,Wolves v Brentford
Sepp van den Berg,14/1,15/4,40/1,Wolves v Brentford
Keane Lewis-Potter,16/1,24/5,40/1,Wolves v Brentford
Caoimhin Kelleher,22/1,13/2,50/1,Wolves v Brentford
Tim Iroegbunam,8/1,19/10,28/1,Everton v Arsenal
James Garner,10/1,11/4,33/1,Everton v Arsenal
Elijah Campbell,10/1,11/4,33/1,Everton v Arsenal
Jack Grealish,11/1,3/1,33/1,Everton v Arsenal
James Tarkowski,11/1,3/1,33/1,Everton v Arsenal
Thierno Barry,12/1,16/5,33/1,Everton v Arsenal
Carlos Alcaraz,12/1,16/5,33/1,Everton v Arsenal
Kiernan Dewsbury-Hall,12/1,16/5,33/1,Everton v Arsenal
Nathan Patterson,12/1,16/5,33/1,Everton v Arsenal
Vitaliy Mykolenko,14/1,4/1,40/1,Everton v Arsenal
Jake O'Brien,16/1,9/2,40/1,Everton v Arsenal
Tyler Dibling,14/1,4/1,40/1,Everton v Arsenal
Michael Keane,16/1,5/1,50/1,Everton v Arsenal
Dwight McNeil,18/1,6/1,50/1,Everton v Arsenal
Beto,22/1,7/1,50/1,Everton v Arsenal
Adam Aznou,14/1,4/1,40/1,Everton v Arsenal
Jordan Pickford,18/1,6/1,50/1,Everton v Arsenal
Christian Norgaard,9/1,23/10,28/1,Everton v Arsenal
Piero Hincapie,10/1,27/10,33/1,Everton v Arsenal
Gabriel Jesus,11/1,29/10,33/1,Everton v Arsenal
Mikel Merino,11/1,29/10,33/1,Everton v Arsenal
Martin Zubimendi,11/1,29/10,33/1,Everton v Arsenal
Declan Rice,11/1,3/1,33/1,Everton v Arsenal
Riccardo Calafiori,11/1,3/1,33/1,Everton v Arsenal
Myles Lewis-Skelly,12/1,18/5,40/1,Everton v Arsenal
Ben White,12/1,18/5,40/1,Everton v Arsenal
William Saliba,14/1,4/1,40/1,Everton v Arsenal
Jurrien Timber,14/1,4/1,40/1,Everton v Arsenal
Bukayo Saka,14/1,9/2,40/1,Everton v Arsenal
Martin Odegaard,14/1,9/2,40/1,Everton v Arsenal
Viktor Gyokeres,16/1,5/1,50/1,Everton v Arsenal
Leandro Trossard,16/1,5/1,50/1,Everton v Arsenal
Noni Madueke,16/1,5/1,50/1,Everton v Arsenal
Eberechi Eze,16/1,5/1,50/1,Everton v Arsenal
Gabriel Martinelli,18/1,11/2,50/1,Everton v Arsenal
Ethan Nwaneri,18/1,11/2,50/1,Everton v Arsenal
David Raya,20/1,13/2,50/1,Everton v Arsenal
Jayden Bogle,9/1,12/5,33/1,Leeds v Crystal Palace
Ethan Ampadu,9/1,12/5,33/1,Leeds v Crystal Palace
Wilfried Gnonto,11/1,3/1,33/1,Leeds v Crystal Palace
Jaka Bijol,12/1,16/5,33/1,Leeds v Crystal Palace
Anton Stach,12/1,18/5,40/1,Leeds v Crystal Palace
James Justin,12/1,18/5,40/1,Leeds v Crystal Palace
Ilia Gruev,14/1,15/4,40/1,Leeds v Crystal Palace
Ao Tanaka,14/1,17/4,40/1,Leeds v Crystal Palace
Pascal Struijk,14/1,17/4,40/1,Leeds v Crystal Palace
Lukas Nmecha,18/1,11/2,50/1,Leeds v Crystal Palace
Joe Rodon,18/1,11/2,50/1,Leeds v Crystal Palace
Gabriel Gudmondsson,18/1,11/2,50/1,Leeds v Crystal Palace
Dominic Calvert-Lewin,20/1,13/2,50/1,Leeds v Crystal Palace
Noah Okafor,20/1,13/2,50/1,Leeds v Crystal Palace
Joel Piroe,20/1,13/2,50/1,Leeds v Crystal Palace
Brenden Aaronson,25/1,15/2,50/1,Leeds v Crystal Palace
Lucas Perri,25/1,15/2,50/1,Leeds v Crystal Palace
Jack Harrison,33/1,10/1,66/1,Leeds v Crystal Palace
Will Hughes,17/2,21/10,28/1,Leeds v Crystal Palace
Jefferson Lerma,9/1,12/5,33/1,Leeds v Crystal Palace
Yeremy Pino,11/1,14/5,33/1,Leeds v Crystal Palace
Eddie Nketiah,11/1,3/1,33/1,Leeds v Crystal Palace
Christantus Uche,12/1,17/5,40/1,Leeds v Crystal Palace
Marc Guehi,12/1,17/5,40/1,Leeds v Crystal Palace
Nathaniel Clyne,12/1,15/4,40/1,Leeds v Crystal Palace
Jaydee Canvot,12/1,15/4,40/1,Leeds v Crystal Palace
Borna Sosa,12/1,15/4,40/1,Leeds v Crystal Palace
Maxence Lacroix,16/1,19/4,40/1,Leeds v Crystal Palace
Chris Richards,16/1,19/4,40/1,Leeds v Crystal Palace
Romaine Esse,18/1,5/1,50/1,Leeds v Crystal Palace
Adam Wharton,18/1,5/1,50/1,Leeds v Crystal Palace
Tyrick Mitchell,18/1,5/1,50/1,Leeds v Crystal Palace
Jean-Philippe Mateta,20/1,6/1,50/1,Leeds v Crystal Palace
Justin Devenny,20/1,6/1,50/1,Leeds v Crystal Palace
Dean Henderson,20/1,6/1,50/1,Leeds v Crystal Palace
Boubacar Kamara,11/1,29/10,33/1,Aston Villa v Man Utd
Morgan Rogers,11/1,3/1,33/1,Aston Villa v Man Utd
Amadou Onana,11/1,3/1,33/1,Aston Villa v Man Utd
Matty Cash,11/1,3/1,33/1,Aston Villa v Man Utd
John McGinn,12/1,16/5,40/1,Aston Villa v Man Utd
Ian Maatsen,12/1,16/5,40/1,Aston Villa v Man Utd
Lamare Bogarde,12/1,16/5,40/1,Aston Villa v Man Utd
Youri Tielemans,12/1,7/2,40/1,Aston Villa v Man Utd
Ezri Konsa,14/1,17/4,40/1,Aston Villa v Man Utd
Andres Garcia,14/1,17/4,40/1,Aston Villa v Man Utd
Lucas Digne,14/1,17/4,40/1,Aston Villa v Man Utd
Donyell Malen,16/1,24/5,50/1,Aston Villa v Man Utd
Emiliano Buendia,14/1,17/4,40/1,Aston Villa v Man Utd
Ollie Watkins,16/1,5/1,50/1,Aston Villa v Man Utd
Pau Torres,16/1,24/5,50/1,Aston Villa v Man Utd
Victor Lindelof,16/1,5/1,50/1,Aston Villa v Man Utd
Emiliano Martinez,16/1,5/1,50/1,Aston Villa v Man Utd
Evann Guessand,18/1,5/1,50/1,Aston Villa v Man Utd
Marco Bizot,18/1,5/1,50/1,Aston Villa v Man Utd
Jadon Sancho,25/1,7/1,50/1,Aston Villa v Man Utd
Manuel Ugarte,15/2,7/4,25/1,Aston Villa v Man Utd
Tyrell Malacia,9/1,21/10,28/1,Aston Villa v Man Utd
Lisandro Martinez,9/1,23/10,33/1,Aston Villa v Man Utd
Patrick Dorgu,10/1,5/2,33/1,Aston Villa v Man Utd
Luke Shaw,10/1,5/2,33/1,Aston Villa v Man Utd
Ayden Heaven,11/1,14/5,33/1,Aston Villa v Man Utd
Bruno Fernandes,11/1,29/10,33/1,Aston Villa v Man Utd
Harry Maguire,10/1,5/2,33/1,Aston Villa v Man Utd
Diogo Dalot,12/1,3/1,33/1,Aston Villa v Man Utd
Leny Yoro,12/1,3/1,33/1,Aston Villa v Man Utd
Kobbie Mainoo,12/1,16/5,40/1,Aston Villa v Man Utd
Matthijs de Ligt,12/1,17/5,40/1,Aston Villa v Man Utd
Matheus Cunha,14/1,15/4,40/1,Aston Villa v Man Utd
Mason Mount,14/1,4/1,40/1,Aston Villa v Man Utd
Joshua Zirkzee,16/1,23/5,50/1,Aston Villa v Man Utd
Benjamin Sesko,18/1,5/1,50/1,Aston Villa v Man Utd
Senne Lammens,28/1,15/2,66/1,Aston Villa v Man Utd
Sasa Lukic,17/2,2/1,28/1,Fulham v Nottingham Forest
Harrison Reed,10/1,11/4,33/1,Fulham v Nottingham Forest
Joachim Andersen,11/1,29/10,33/1,Fulham v Nottingham Forest
Issa Diop,11/1,29/10,33/1,Fulham v Nottingham Forest
Sander Berge,12/1,16/5,40/1,Fulham v Nottingham Forest
Kenny Tete,12/1,17/5,40/1,Fulham v Nottingham Forest
Tom Cairney,12/1,7/2,40/1,Fulham v Nottingham Forest
Raul Jimenez,12/1,15/4,40/1,Fulham v Nottingham Forest
Harry Wilson,12/1,15/4,40/1,Fulham v Nottingham Forest
Kevin,12/1,15/4,40/1,Fulham v Nottingham Forest
Jorge Cuenca,12/1,15/4,40/1,Fulham v Nottingham Forest
Joshua King,14/1,4/1,40/1,Fulham v Nottingham Forest
Timothy Castagne,14/1,4/1,40/1,Fulham v Nottingham Forest
Adama Traore,14/1,17/4,40/1,Fulham v Nottingham Forest
Antonee Robinson,14/1,4/1,40/1,Fulham v Nottingham Forest
Bernd Leno,16/1,5/1,50/1,Fulham v Nottingham Forest
Emile Smith Rowe,22/1,6/1,50/1,Fulham v Nottingham Forest
Morato,9/1,23/10,33/1,Fulham v Nottingham Forest
Douglas Luiz,10/1,5/2,33/1,Fulham v Nottingham Forest
Elliot Anderson,10/1,27/10,33/1,Fulham v Nottingham Forest
Morgan Gibbs-White,11/1,29/10,33/1,Fulham v Nottingham Forest
Neco Williams,11/1,3/1,33/1,Fulham v Nottingham Forest
Nicolo Savona,12/1,16/5,40/1,Fulham v Nottingham Forest
Zach Abbott,12/1,16/5,40/1,Fulham v Nottingham Forest
Igor Jesus,12/1,7/2,40/1,Fulham v Nottingham Forest
Nikola Milenkovic,12/1,7/2,40/1,Fulham v Nottingham Forest
Murillo,12/1,7/2,40/1,Fulham v Nottingham Forest
Oleksandr Zinchenko,12/1,7/2,40/1,Fulham v Nottingham Forest
Dan Ndoye,14/1,17/4,40/1,Fulham v Nottingham Forest
James McAtee,14/1,17/4,40/1,Fulham v Nottingham Forest
Omari Hutchinson,16/1,24/5,50/1,Fulham v Nottingham Forest
Arnaud Kalimuendo,18/1,5/1,50/1,Fulham v Nottingham Forest
John Victor,20/1,6/1,50/1,Fulham v Nottingham Forest
Callum Hudson-Odoi,22/1,13/2,50/1,Fulham v Nottingham Forest
Matz Sels,22/1,13/2,50/1,Fulham v Nottingham Forest
