player names,first card,anytime card,red_card,contest
Lucas Bergvall,9/1,21/10,28/1,Man City v Tottenham
Kevin Danso,10/1,5/2,33/1,Man City v Tottenham
Richarlison,11/1,11/4,33/1,Man City v Tottenham
Yves Bissouma,17/2,19/10,28/1,Man City v Tottenham
Ben Davies,11/1,11/4,33/1,Man City v Tottenham
Pedro Porro,12/1,3/1,33/1,Man City v Tottenham
Djed Spence,12/1,16/5,33/1,Man City v Tottenham
Micky van de Ven,12/1,17/5,40/1,Man City v Tottenham
Brennan Johnson,14/1,18/5,40/1,Man City v Tottenham
Mohammed Kudus,14/1,18/5,40/1,Man City v Tottenham
Destiny Udogie,12/1,17/5,40/1,Man City v Tottenham
Mathys Tel,14/1,4/1,40/1,Man City v Tottenham
Archie Gray,16/1,9/2,40/1,Man City v Tottenham
Dominic Solanke,20/1,6/1,50/1,Man City v Tottenham
Wilson Odobert,22/1,13/2,50/1,Man City v Tottenham
Guglielmo Vicario,18/1,5/1,50/1,Man City v Tottenham
Marcos Senesi,9/1,21/10,28/1,Bournemouth v Wolves
Adam Smith,11/1,5/2,33/1,Bournemouth v Wolves
Alex Scott,11/1,27/10,33/1,Bournemouth v Wolves
Julian Araujo,12/1,14/5,33/1,Bournemouth v Wolves
Bafode Diakite,12/1,16/5,33/1,Bournemouth v Wolves
Tyler Adams,12/1,16/5,33/1,Bournemouth v Wolves
Julio Soler,12/1,10/3,40/1,Bournemouth v Wolves
Philip Billing,14/1,18/5,40/1,Bournemouth v Wolves
Eli Junior Kroupi,16/1,4/1,40/1,Bournemouth v Wolves
Marcus Tavernier,16/1,4/1,40/1,Bournemouth v Wolves
Ben Winterburn,16/1,4/1,40/1,Bournemouth v Wolves
Antoine Semenyo,16/1,17/4,40/1,Bournemouth v Wolves
Hamed Traore,16/1,23/5,40/1,Bournemouth v Wolves
Adrien Truffert,16/1,23/5,40/1,Bournemouth v Wolves
Evanilson,18/1,24/5,50/1,Bournemouth v Wolves
James Hill,18/1,5/1,50/1,Bournemouth v Wolves
David Brooks,20/1,11/2,50/1,Bournemouth v Wolves
Dorde Petrovic,33/1,17/2,66/1,Bournemouth v Wolves
Joao Gomes,17/2,7/4,25/1,Bournemouth v Wolves
Yerson Mosquera,10/1,9/4,28/1,Bournemouth v Wolves
Ki-Jana Hoever,10/1,9/4,28/1,Bournemouth v Wolves
Andre,10/1,23/10,33/1,Bournemouth v Wolves
Jhon Arias,12/1,27/10,33/1,Bournemouth v Wolves
Emmanuel Agbadou,12/1,27/10,33/1,Bournemouth v Wolves
Marshall Munetsi,12/1,3/1,33/1,Bournemouth v Wolves
David Moller Wolfe,12/1,3/1,33/1,Bournemouth v Wolves
Jorgen Strand Larsen,12/1,3/1,33/1,Bournemouth v Wolves
Matt Doherty,12/1,3/1,33/1,Bournemouth v Wolves
Fer Lopez,14/1,10/3,40/1,Bournemouth v Wolves
Toti Gomes,14/1,10/3,40/1,Bournemouth v Wolves
Santiago Bueno,14/1,15/4,40/1,Bournemouth v Wolves
Jean-Ricner Bellegarde,16/1,17/4,40/1,Bournemouth v Wolves
Hugo Bueno,16/1,17/4,40/1,Bournemouth v Wolves
Hwang Hee-chan,18/1,5/1,50/1,Bournemouth v Wolves
Rodrigo Gomes,18/1,5/1,50/1,Bournemouth v Wolves
Jose Sa,28/1,15/2,50/1,Bournemouth v Wolves
Frank Onyeka,9/1,21/10,28/1,Brentford v Aston Villa
Aaron Hickey,9/1,21/10,28/1,Brentford v Aston Villa
Jordan Henderson,10/1,13/5,33/1,Brentford v Aston Villa
Mathias Jensen,11/1,27/10,33/1,Brentford v Aston Villa
Keane Lewis-Potter,12/1,29/10,33/1,Brentford v Aston Villa
Yehor Yarmolyuk,12/1,29/10,33/1,Brentford v Aston Villa
Michael Kayode,12/1,29/10,33/1,Brentford v Aston Villa
Nathan Collins ,12/1,3/1,33/1,Brentford v Aston Villa
Igor Thiago,12/1,16/5,33/1,Brentford v Aston Villa
Sepp van den Berg,12/1,16/5,33/1,Brentford v Aston Villa
Rico Henry,14/1,7/2,40/1,Brentford v Aston Villa
Dango Ouattara,14/1,15/4,40/1,Brentford v Aston Villa
Fabio Carvalho,14/1,4/1,40/1,Brentford v Aston Villa
Kevin Schade,16/1,24/5,40/1,Brentford v Aston Villa
Mikkel Damsgaard,18/1,5/1,50/1,Brentford v Aston Villa
Antoni Milambo,20/1,11/2,50/1,Brentford v Aston Villa
Caoimhin Kelleher,28/1,15/2,50/1,Brentford v Aston Villa
Ian Maatsen,9/1,23/10,28/1,Brentford v Aston Villa
Morgan Rogers,10/1,12/5,33/1,Brentford v Aston Villa
Boubacar Kamara,10/1,5/2,33/1,Brentford v Aston Villa
John McGinn,12/1,29/10,33/1,Brentford v Aston Villa
Amadou Onana,12/1,29/10,33/1,Brentford v Aston Villa
Matty Cash,12/1,16/5,33/1,Brentford v Aston Villa
Tyrone Mings,12/1,16/5,33/1,Brentford v Aston Villa
Lucas Digne,12/1,16/5,33/1,Brentford v Aston Villa
Youri Tielemans,14/1,7/2,40/1,Brentford v Aston Villa
Donyell Malen,16/1,9/2,40/1,Brentford v Aston Villa
Pau Torres,16/1,9/2,40/1,Brentford v Aston Villa
Evann Guessand,18/1,5/1,50/1,Brentford v Aston Villa
Emiliano Martinez,18/1,5/1,50/1,Brentford v Aston Villa
Ollie Watkins,22/1,7/1,50/1,Brentford v Aston Villa
Marco Bizot,22/1,7/1,50/1,Brentford v Aston Villa
Josh Cullen,9/1,9/4,28/1,Burnley v Sunderland
Lesley Ugochukwu,9/1,23/10,28/1,Burnley v Sunderland
Axel Tuanzebe,9/1,23/10,28/1,Burnley v Sunderland
Hannibal Mejbri,10/1,13/5,33/1,Burnley v Sunderland
Josh Laurent,11/1,27/10,33/1,Burnley v Sunderland
Lucas Pires,11/1,29/10,33/1,Burnley v Sunderland
Ashley Barnes,11/1,3/1,33/1,Burnley v Sunderland
Hannes Delcroix,12/1,17/5,40/1,Burnley v Sunderland
Quilindschy Hartman,12/1,18/5,40/1,Burnley v Sunderland
Lyle Foster,14/1,18/5,40/1,Burnley v Sunderland
Oliver Sonne,14/1,15/4,40/1,Burnley v Sunderland
Bashir Humphreys,14/1,4/1,40/1,Burnley v Sunderland
Hjalmar Ekdal,14/1,4/1,40/1,Burnley v Sunderland
Zian Flemming,14/1,17/4,40/1,Burnley v Sunderland
Joe Worral,16/1,17/4,40/1,Burnley v Sunderland
Jaydon Banel,16/1,23/5,40/1,Burnley v Sunderland
Connor Roberts,16/1,24/5,40/1,Burnley v Sunderland
Jaidon Anthony,16/1,5/1,50/1,Burnley v Sunderland
Kyle Walker,18/1,5/1,50/1,Burnley v Sunderland
Loum Tchaouna,18/1,11/2,50/1,Burnley v Sunderland
Maxime Esteve,18/1,11/2,50/1,Burnley v Sunderland
Marcus Edwards,18/1,11/2,50/1,Burnley v Sunderland
Etienne Green,18/1,11/2,50/1,Burnley v Sunderland
Aaron Ramsey,25/1,15/2,50/1,Burnley v Sunderland
Luca Koleosho,28/1,15/2,50/1,Burnley v Sunderland
Max Weiss,28/1,8/1,66/1,Burnley v Sunderland
Armando Broja,28/1,17/2,66/1,Burnley v Sunderland
Martin Dubravka,33/1,9/1,66/1,Burnley v Sunderland
Jacob Bruun Larsen,33/1,10/1,66/1,Burnley v Sunderland
Nectarios Triantis,6/1,13/10,20/1,Burnley v Sunderland
Trai Hume,8/1,9/5,25/1,Burnley v Sunderland
Jenson Seelt,8/1,9/5,25/1,Burnley v Sunderland
Joe Anderson,17/2,19/10,28/1,Burnley v Sunderland
Wilson Isidor,17/2,2/1,28/1,Burnley v Sunderland
Nordi Mukiele,9/1,21/10,28/1,Burnley v Sunderland
Arthur Masuaku,9/1,11/5,28/1,Burnley v Sunderland
Granit Xhaka,9/1,9/4,28/1,Burnley v Sunderland
Dennis Cirkin,10/1,12/5,33/1,Burnley v Sunderland
Daniel Ballard,10/1,12/5,33/1,Burnley v Sunderland
Omar Alderete,10/1,5/2,33/1,Burnley v Sunderland
Habib Diarra,10/1,13/5,33/1,Burnley v Sunderland
Enzo Le Fee,12/1,3/1,33/1,Burnley v Sunderland
Reinildo Mandava,12/1,3/1,33/1,Burnley v Sunderland
Chris Rigg,12/1,16/5,33/1,Burnley v Sunderland
Noah Sadiki,12/1,16/5,33/1,Burnley v Sunderland
Patrick Roberts,14/1,18/5,40/1,Burnley v Sunderland
Marc Guiu,14/1,15/4,40/1,Burnley v Sunderland
Alan Browne,16/1,17/4,40/1,Burnley v Sunderland
Niall Huggins,16/1,17/4,40/1,Burnley v Sunderland
Harrison Jones,16/1,9/2,40/1,Burnley v Sunderland
Dan Neil,16/1,23/5,40/1,Burnley v Sunderland
Anthony Patterson,22/1,7/1,50/1,Burnley v Sunderland
Simon Adingra,25/1,15/2,50/1,Burnley v Sunderland
Eliezer Mayenda,33/1,9/1,66/1,Burnley v Sunderland
Chemsdine Talbi,33/1,10/1,66/1,Burnley v Sunderland
Robin Roefs,40/1,11/1,80/1,Burnley v Sunderland
Christian Norgaard,10/1,11/4,33/1,Arsenal v Leeds
Myles Lewis-Skelly,11/1,3/1,33/1,Arsenal v Leeds
Riccardo Calafiori,12/1,18/5,40/1,Arsenal v Leeds
Martin Zubimendi,12/1,18/5,40/1,Arsenal v Leeds
Declan Rice,12/1,15/4,40/1,Arsenal v Leeds
Jurrien Timber,12/1,15/4,40/1,Arsenal v Leeds
Mikel Merino,14/1,4/1,40/1,Arsenal v Leeds
Ben White,14/1,4/1,40/1,Arsenal v Leeds
Cristhian Mosquera,14/1,4/1,40/1,Arsenal v Leeds
Gabriel,14/1,9/2,40/1,Arsenal v Leeds
Bukayo Saka,16/1,5/1,40/1,Arsenal v Leeds
William Saliba,16/1,5/1,50/1,Arsenal v Leeds
Viktor Gyokeres,18/1,6/1,50/1,Arsenal v Leeds
Leandro Trossard,18/1,6/1,50/1,Arsenal v Leeds
Martin Odegaard,20/1,13/2,50/1,Arsenal v Leeds
Gabriel Martinelli,22/1,7/1,50/1,Arsenal v Leeds
Noni Madueke,25/1,15/2,50/1,Arsenal v Leeds
Ethan Nwaneri,28/1,8/1,66/1,Arsenal v Leeds
David Raya,28/1,9/1,66/1,Arsenal v Leeds
Jayden Bogle,15/2,19/10,28/1,Arsenal v Leeds
Anton Stach,8/1,2/1,28/1,Arsenal v Leeds
Sam Byram,8/1,2/1,28/1,Arsenal v Leeds
Largie Ramazani,9/1,11/5,28/1,Arsenal v Leeds
Ethan Ampadu,9/1,11/5,28/1,Arsenal v Leeds
Wilfried Gnonto,9/1,12/5,33/1,Arsenal v Leeds
Ilia Gruev,9/1,12/5,33/1,Arsenal v Leeds
Sean Longstaff,10/1,13/5,33/1,Arsenal v Leeds
Lukas Nmecha,11/1,29/10,33/1,Arsenal v Leeds
Ao Tanaka,11/1,29/10,33/1,Arsenal v Leeds
Pascal Struijk,12/1,16/5,33/1,Arsenal v Leeds
Joe Rodon,12/1,17/5,40/1,Arsenal v Leeds
Gabriel Gudmondsson,12/1,15/4,40/1,Arsenal v Leeds
Daniel James,14/1,4/1,40/1,Arsenal v Leeds
Dominic Calvert-Lewin,12/1,15/4,40/1,Arsenal v Leeds
Joel Piroe,16/1,5/1,50/1,Arsenal v Leeds
Brenden Aaronson,18/1,5/1,50/1,Arsenal v Leeds
Lucas Perri,25/1,8/1,66/1,Arsenal v Leeds
Will Hughes,17/2,17/10,25/1,Crystal Palace v Nottingham Forest
Daniel Munoz,9/1,9/5,25/1,Crystal Palace v Nottingham Forest
Jefferson Lerma,10/1,21/10,28/1,Crystal Palace v Nottingham Forest
Maxence Lacroix,12/1,29/10,33/1,Crystal Palace v Nottingham Forest
Chris Richards,12/1,29/10,33/1,Crystal Palace v Nottingham Forest
Marc Guehi,12/1,29/10,33/1,Crystal Palace v Nottingham Forest
Adam Wharton,14/1,16/5,33/1,Crystal Palace v Nottingham Forest
Jean-Philippe Mateta,16/1,4/1,40/1,Crystal Palace v Nottingham Forest
Borna Sosa,16/1,4/1,40/1,Crystal Palace v Nottingham Forest
Ismaila Sarr,18/1,19/4,40/1,Crystal Palace v Nottingham Forest
Romain Esse,18/1,19/4,40/1,Crystal Palace v Nottingham Forest
Justin Devenny,18/1,19/4,40/1,Crystal Palace v Nottingham Forest
Tyrick Mitchell,18/1,19/4,40/1,Crystal Palace v Nottingham Forest
Dean Henderson,18/1,19/4,40/1,Crystal Palace v Nottingham Forest
Jesurun Rak-Sakyi,22/1,13/2,50/1,Crystal Palace v Nottingham Forest
Morgan Gibbs-White,9/1,15/8,25/1,Crystal Palace v Nottingham Forest
Ryan Yates,10/1,21/10,28/1,Crystal Palace v Nottingham Forest
Ibrahim Sangare,10/1,21/10,28/1,Crystal Palace v Nottingham Forest
Neco Williams,11/1,23/10,33/1,Crystal Palace v Nottingham Forest
Elliot Anderson,11/1,13/5,33/1,Crystal Palace v Nottingham Forest
Igor Jesus,12/1,14/5,33/1,Crystal Palace v Nottingham Forest
Nikola Milenkovic,12/1,14/5,33/1,Crystal Palace v Nottingham Forest
Jota Silva,12/1,3/1,33/1,Crystal Palace v Nottingham Forest
Murillo,12/1,3/1,33/1,Crystal Palace v Nottingham Forest
Ola Aina,12/1,3/1,33/1,Crystal Palace v Nottingham Forest
Dan Ndoye,14/1,7/2,40/1,Crystal Palace v Nottingham Forest
Morato,14/1,7/2,40/1,Crystal Palace v Nottingham Forest
Arnaud Kalimuendo,16/1,4/1,40/1,Crystal Palace v Nottingham Forest
Callum Hudson-Odoi,22/1,6/1,50/1,Crystal Palace v Nottingham Forest
Chris Wood,28/1,15/2,66/1,Crystal Palace v Nottingham Forest
Matz Sels,18/1,5/1,50/1,Crystal Palace v Nottingham Forest
Tim Iroegbunam,9/1,11/5,28/1,Everton v Brighton
Idrissa Gueye,9/1,12/5,33/1,Everton v Brighton
Carlos Alcaraz,11/1,27/10,33/1,Everton v Brighton
Jake O'Brien,11/1,14/5,33/1,Everton v Brighton
James Garner,11/1,14/5,33/1,Everton v Brighton
Jack Grealish,12/1,3/1,33/1,Everton v Brighton
James Tarkowski,12/1,3/1,33/1,Everton v Brighton
Michael Keane,12/1,17/5,40/1,Everton v Brighton
Kiernan Dewsbury-Hall,14/1,15/4,40/1,Everton v Brighton
Thierno Barry,16/1,24/5,50/1,Everton v Brighton
Iliman Ndiaye,16/1,24/5,50/1,Everton v Brighton
Seamus Coleman,16/1,24/5,50/1,Everton v Brighton
Jordan Pickford,16/1,24/5,50/1,Everton v Brighton
Beto,22/1,13/2,50/1,Everton v Brighton
Dwight McNeil,22/1,13/2,50/1,Everton v Brighton
Carlos Baleba,9/1,23/10,28/1,Everton v Brighton
Jan Paul van Hecke,12/1,3/1,33/1,Everton v Brighton
Tariq Lamptey,12/1,10/3,33/1,Everton v Brighton
Joel Veltman,12/1,10/3,33/1,Everton v Brighton
Lewis Dunk,12/1,18/5,40/1,Everton v Brighton
Diego Coppola,12/1,18/5,40/1,Everton v Brighton
Mats Wieffer,12/1,18/5,40/1,Everton v Brighton
Diego Gomez,14/1,4/1,40/1,Everton v Brighton
Olivier Boscagli,14/1,17/4,40/1,Everton v Brighton
Yankuba Minteh,14/1,4/1,40/1,Everton v Brighton
Yasin Ayari,16/1,9/2,40/1,Everton v Brighton
Maxim De Cuyper,16/1,9/2,40/1,Everton v Brighton
Danny Welbeck,16/1,5/1,50/1,Everton v Brighton
Matt O'Riley,18/1,11/2,50/1,Everton v Brighton
Georginio Rutter,18/1,11/2,50/1,Everton v Brighton
Jack Hinshelwood,16/1,9/2,40/1,Everton v Brighton
Kaoru Mitoma,20/1,13/2,50/1,Everton v Brighton
Brajan Gruda,16/1,5/1,50/1,Everton v Brighton
Ferdi Kadioglu,16/1,5/1,50/1,Everton v Brighton
Bart Verbruggen,20/1,13/2,50/1,Everton v Brighton
Sasa Lukic,9/1,2/1,28/1,Fulham v Man Utd
Joachim Andersen,9/1,2/1,28/1,Fulham v Man Utd
Andreas Pereira,11/1,5/2,33/1,Fulham v Man Utd
Sander Berge,12/1,3/1,33/1,Fulham v Man Utd
Harrison Reed,12/1,3/1,33/1,Fulham v Man Utd
Kenny Tete,12/1,3/1,33/1,Fulham v Man Utd
Calvin Bassey,12/1,3/1,33/1,Fulham v Man Utd
Harry Wilson,14/1,10/3,40/1,Fulham v Man Utd
Issa Diop,14/1,10/3,40/1,Fulham v Man Utd
Jorge Cuenca,16/1,17/4,40/1,Fulham v Man Utd
Raul Jimenez,16/1,17/4,40/1,Fulham v Man Utd
Tom Cairney,18/1,24/5,40/1,Fulham v Man Utd
Timothy Castagne,18/1,24/5,40/1,Fulham v Man Utd
Joshua King,20/1,11/2,50/1,Fulham v Man Utd
Bernd Leno,20/1,11/2,50/1,Fulham v Man Utd
Rodrigo Muniz,16/1,17/4,40/1,Fulham v Man Utd
Emile Smith Rowe,22/1,13/2,50/1,Fulham v Man Utd
Adama Traore,16/1,17/4,40/1,Fulham v Man Utd
Alex Iwobi,22/1,13/2,50/1,Fulham v Man Utd
Manuel Ugarte,9/1,19/10,28/1,Fulham v Man Utd
Amad Diallo,10/1,9/4,28/1,Fulham v Man Utd
Casemiro,10/1,9/4,28/1,Fulham v Man Utd
Leny Yoro,11/1,27/10,33/1,Fulham v Man Utd
Luke Shaw,11/1,27/10,33/1,Fulham v Man Utd
Matheus Cunha,12/1,29/10,33/1,Fulham v Man Utd
Patrick Dorgu,12/1,29/10,33/1,Fulham v Man Utd
Harry Maguire,12/1,29/10,33/1,Fulham v Man Utd
Bruno Fernandes,11/1,27/10,33/1,Fulham v Man Utd
Kobbie Mainoo,12/1,16/5,33/1,Fulham v Man Utd
Matthijs de Ligt,12/1,16/5,33/1,Fulham v Man Utd
Mason Mount,14/1,18/5,40/1,Fulham v Man Utd
Diogo Dalot,14/1,18/5,40/1,Fulham v Man Utd
Ayden Heaven,16/1,4/1,40/1,Fulham v Man Utd
Benjamin Sesko,18/1,19/4,40/1,Fulham v Man Utd
Joshua Zirkzee,18/1,19/4,40/1,Fulham v Man Utd
Bryan Mbeumo,22/1,13/2,50/1,Fulham v Man Utd
Rasmus Hojlund,20/1,11/2,50/1,Fulham v Man Utd
Tom Heaton,28/1,8/1,66/1,Fulham v Man Utd
Altay Bayindir,28/1,8/1,66/1,Fulham v Man Utd
Joelinton,8/1,7/5,22/1,Newcastle v Liverpool
Bruno Guimaraes,9/1,7/4,25/1,Newcastle v Liverpool
Fabian Schar,9/1,7/4,25/1,Newcastle v Liverpool
Dan Burn,10/1,2/1,28/1,Newcastle v Liverpool
Sandro Tonali,10/1,2/1,28/1,Newcastle v Liverpool
Anthony Gordon,11/1,9/4,33/1,Newcastle v Liverpool
Lewis Hall,14/1,3/1,40/1,Newcastle v Liverpool
Kieran Trippier,14/1,7/2,40/1,Newcastle v Liverpool
Tino Livramento,14/1,7/2,40/1,Newcastle v Liverpool
Nick Pope,16/1,17/4,40/1,Newcastle v Liverpool
Jacob Murphy,18/1,23/5,50/1,Newcastle v Liverpool
Harvey Barnes,25/1,6/1,50/1,Newcastle v Liverpool
Anthony Elanga,28/1,13/2,50/1,Newcastle v Liverpool
Aaron Ramsdale,28/1,13/2,50/1,Newcastle v Liverpool
Alexis MacAllister,9/1,9/5,28/1,Newcastle v Liverpool
Ryan Gravenberch,10/1,21/10,28/1,Newcastle v Liverpool
Dominik Szoboszlai,11/1,21/10,28/1,Newcastle v Liverpool
Ibrahima Konate,11/1,21/10,28/1,Newcastle v Liverpool
Joe Gomez,11/1,21/10,28/1,Newcastle v Liverpool
Milos Kerkez,11/1,9/4,33/1,Newcastle v Liverpool
Conor Bradley,11/1,23/10,33/1,Newcastle v Liverpool
Wataru Endo,12/1,13/5,33/1,Newcastle v Liverpool
Florian Wirtz,12/1,11/4,33/1,Newcastle v Liverpool
Virgil van Dijk,14/1,3/1,33/1,Newcastle v Liverpool
Andrew Robertson,14/1,16/5,40/1,Newcastle v Liverpool
Cody Gakpo,16/1,4/1,40/1,Newcastle v Liverpool
Hugo Ekitike,20/1,5/1,50/1,Newcastle v Liverpool
Giorgi Mamardashvili,28/1,6/1,50/1,Newcastle v Liverpool
Alisson,28/1,7/1,50/1,Newcastle v Liverpool
Mohamed Salah,33/1,15/2,66/1,Newcastle v Liverpool
Nico Gonzalez,11/1,11/4,33/1,Man City v Tottenham
Bernardo Silva,12/1,16/5,33/1,Man City v Tottenham
Rayan Ait-Nouri,12/1,17/5,33/1,Man City v Tottenham
Rico Lewis,14/1,4/1,40/1,Man City v Tottenham
Matheus Nunes,14/1,4/1,40/1,Man City v Tottenham
Ruben Dias,14/1,4/1,40/1,Man City v Tottenham
Tijani Reijnders,16/1,5/1,50/1,Man City v Tottenham
Manuel Akanji,16/1,5/1,50/1,Man City v Tottenham
Erling Haaland,18/1,11/2,50/1,Man City v Tottenham
Omar Marmoush,18/1,11/2,50/1,Man City v Tottenham
Ilkay Gundogan,18/1,11/2,50/1,Man City v Tottenham
Josko Gvardiol,18/1,11/2,50/1,Man City v Tottenham
Rayan Cherki,20/1,6/1,50/1,Man City v Tottenham
John Stones,22/1,7/1,50/1,Man City v Tottenham
Jeremy Doku,25/1,15/2,50/1,Man City v Tottenham
Phil Foden,28/1,17/2,66/1,Man City v Tottenham
Oscar Bobb,28/1,17/2,66/1,Man City v Tottenham
Rodrigo Bentancur,11/2,11/10,18/1,Man City v Tottenham
Joao Palhinha,6/1,5/4,18/1,Man City v Tottenham
Cristian Romero,15/2,13/8,25/1,Man City v Tottenham
Pape Sarr,9/1,2/1,28/1,Man City v Tottenham
Lucas Bergvall,9/1,2/1,28/1,Man City v Tottenham
Kevin Danso,10/1,12/5,33/1,Man City v Tottenham
Richarlison,11/1,11/4,33/1,Man City v Tottenham
Yves Bissouma,11/1,11/4,33/1,Man City v Tottenham
Ben Davies,11/1,11/4,33/1,Man City v Tottenham
Pedro Porro,12/1,3/1,33/1,Man City v Tottenham
Djed Spence,12/1,16/5,33/1,Man City v Tottenham
Micky van de Ven,12/1,17/5,40/1,Man City v Tottenham
Brennan Johnson,14/1,18/5,40/1,Man City v Tottenham
Mohammed Kudus,14/1,18/5,40/1,Man City v Tottenham
Destiny Udogie,14/1,15/4,40/1,Man City v Tottenham
Mathys Tel,14/1,4/1,40/1,Man City v Tottenham
Archie Gray,18/1,11/2,50/1,Man City v Tottenham
Dominic Solanke,20/1,6/1,50/1,Man City v Tottenham
Wilson Odobert,22/1,13/2,50/1,Man City v Tottenham
Guglielmo Vicario,22/1,13/2,50/1,Man City v Tottenham
Marcos Senesi,9/1,21/10,28/1,Bournemouth v Wolves
Adam Smith,11/1,5/2,33/1,Bournemouth v Wolves
Alex Scott,11/1,27/10,33/1,Bournemouth v Wolves
Julian Araujo,12/1,14/5,33/1,Bournemouth v Wolves
Bafode Diakite,12/1,16/5,33/1,Bournemouth v Wolves
Tyler Adams,12/1,16/5,33/1,Bournemouth v Wolves
Julio Soler,12/1,10/3,40/1,Bournemouth v Wolves
Philip Billing,14/1,15/4,40/1,Bournemouth v Wolves
Eli Junior Kroupi,16/1,4/1,40/1,Bournemouth v Wolves
Marcus Tavernier,16/1,4/1,40/1,Bournemouth v Wolves
Ben Winterburn,16/1,4/1,40/1,Bournemouth v Wolves
Antoine Semenyo,16/1,17/4,40/1,Bournemouth v Wolves
Hamed Traore,16/1,23/5,40/1,Bournemouth v Wolves
Adrien Truffert,16/1,23/5,40/1,Bournemouth v Wolves
Evanilson,18/1,5/1,50/1,Bournemouth v Wolves
James Hill,18/1,5/1,50/1,Bournemouth v Wolves
David Brooks,20/1,11/2,50/1,Bournemouth v Wolves
Dorde Petrovic,33/1,17/2,66/1,Bournemouth v Wolves
Joao Gomes,17/2,7/4,25/1,Bournemouth v Wolves
Yerson Mosquera,10/1,9/4,28/1,Bournemouth v Wolves
Ki-Jana Hoever,10/1,9/4,28/1,Bournemouth v Wolves
Andre,10/1,23/10,33/1,Bournemouth v Wolves
Jhon Arias,12/1,27/10,33/1,Bournemouth v Wolves
Emmanuel Agbadou,12/1,27/10,33/1,Bournemouth v Wolves
